2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001042","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104205"
"9","ＨＰ吸収ダウン","81001042","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104206"
"12","火属性ボーナス特大アップ","81001043","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104301"
"11","深域モンスター","81001043","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104302"
"17","ＴＰ上昇上限付与","81001043","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001043","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001043","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104305"
"9","ＨＰ吸収ダウン","81001043","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104306"
"12","火属性ボーナス特大アップ","81001044","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104401"
"11","深域モンスター","81001044","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104402"
"17","ＴＰ上昇上限付与","81001044","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001044","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001044","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104405"
"9","ＨＰ吸収ダウン","81001044","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104406"
"12","火属性ボーナス特大アップ","81001045","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104501"
"11","深域モンスター","81001045","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104502"
"17","ＴＰ上昇上限付与","81001045","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001045","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001045","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104505"
"9","ＨＰ吸収ダウン","81001045","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104506"
"25","危険領域","81001046","バトル中、「全状態異常無効・ステータスアップ効果解除無効・行動速度ダウン無効」、「魔法攻撃力ダウン」効果が発動する。","100104601"
"12","火属性ボーナス特大アップ","81001046","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104602"
"11","深域モンスター","81001046","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104603"
"17","ＴＰ上昇上限付与","81001046","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001046","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001046","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104606"
"9","ＨＰ吸収ダウン","81001046","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104607"
"26","状態異常・アップ効果解除・速度ダウン無効","81001046","すべてのモンスターが全状態異常無効・ステータスアップ効果解除無効・行動速度ダウン無効になる。","100104608"
"6","魔法攻撃力ダウン","81001046","バトル開始時、すべてのキャラの魔法攻撃力を絶大ダウンさせる。","100104609"
"12","火属性ボーナス特大アップ","81001047","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104701"
"11","深域モンスター","81001047","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104702"
"17","ＴＰ上昇上限付与","81001047","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001047","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001047","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104705"
"9","ＨＰ吸収ダウン","81001047","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104706"
"12","火属性ボーナス特大アップ","81001048","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104801"
"11","深域モンスター","81001048","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104802"
"17","ＴＰ上昇上限付与","81001048","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001048","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001048","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104805"
"9","ＨＰ吸収ダウン","81001048","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104806"
"12","火属性ボーナス特大アップ","81001049","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100104901"
"11","深域モンスター","81001049","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100104902"
"17","ＴＰ上昇上限付与","81001049","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100104903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001049","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100104904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001049","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100104905"
"9","ＨＰ吸収ダウン","81001049","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100104906"
"12","火属性ボーナス特大アップ","81001050","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105001"
"11","深域モンスター","81001050","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105002"
"17","ＴＰ上昇上限付与","81001050","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001050","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001050","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105005"
"9","ＨＰ吸収ダウン","81001050","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","100105006"
"boss_tp_down_cut","ＴＰダウンカット","81001050","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","100105007"
"max_hp_down","最大ＨＰダウン","81001050","バトル開始時、すべてのキャラの最大ＨＰを30％ダウンさせる。","100105008"
"12","火属性ボーナス特大アップ","81001051","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105101"
"11","深域モンスター","81001051","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105102"
"17","ＴＰ上昇上限付与","81001051","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001051","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001051","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105105"
"9","ＨＰ吸収ダウン","81001051","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105106"
"12","火属性ボーナス特大アップ","81001052","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105201"
"11","深域モンスター","81001052","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105202"
"17","ＴＰ上昇上限付与","81001052","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001052","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001052","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105205"
"9","ＨＰ吸収ダウン","81001052","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105206"
"12","火属性ボーナス特大アップ","81001053","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105301"
"11","深域モンスター","81001053","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105302"
"17","ＴＰ上昇上限付与","81001053","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001053","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001053","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105305"
"9","ＨＰ吸収ダウン","81001053","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105306"
"12","火属性ボーナス特大アップ","81001054","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105401"
"11","深域モンスター","81001054","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105402"
"17","ＴＰ上昇上限付与","81001054","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001054","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001054","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105405"
"9","ＨＰ吸収ダウン","81001054","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105406"
"12","火属性ボーナス特大アップ","81001055","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105501"
"11","深域モンスター","81001055","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105502"
"17","ＴＰ上昇上限付与","81001055","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001055","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001055","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105505"
"9","ＨＰ吸収ダウン","81001055","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105506"
"25","危険領域","81001056","バトル中、「ダメージカット」、「火傷継続ダメージアップ」効果が発動する。","100105601"
"12","火属性ボーナス特大アップ","81001056","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105602"
"11","深域モンスター","81001056","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105603"
"17","ＴＰ上昇上限付与","81001056","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001056","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001056","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105606"
"9","ＨＰ吸収ダウン","81001056","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105607"
"boss_damage_cut","ダメージカット","81001056","バトル開始時、すべてのモンスターがダメージ\n50％カット状態になる。","100105608"
"19","火傷継続ダメージアップ","81001056","バトル開始時、すべてのモンスターが受ける火傷状態の継続ダメージをアップさせる。","100105609"
"12","火属性ボーナス特大アップ","81001057","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105701"
"11","深域モンスター","81001057","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105702"
"17","ＴＰ上昇上限付与","81001057","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001057","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001057","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105705"
"9","ＨＰ吸収ダウン","81001057","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105706"
"12","火属性ボーナス特大アップ","81001058","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105801"
"11","深域モンスター","81001058","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105802"
"17","ＴＰ上昇上限付与","81001058","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001058","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001058","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105805"
"9","ＨＰ吸収ダウン","81001058","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105806"
"12","火属性ボーナス特大アップ","81001059","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100105901"
"11","深域モンスター","81001059","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100105902"
"17","ＴＰ上昇上限付与","81001059","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100105903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001059","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100105904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001059","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100105905"
"9","ＨＰ吸収ダウン","81001059","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100105906"
"12","火属性ボーナス特大アップ","81001060","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106001"
"11","深域モンスター","81001060","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106002"
"17","ＴＰ上昇上限付与","81001060","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001060","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001060","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106005"
"9","ＨＰ吸収ダウン","81001060","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","100106006"
"boss_tp_down_cut","ＴＰダウンカット","81001060","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","100106007"
"energy_recover","継続ＴＰ回復","81001060","バトル開始時、すべてのモンスターに継続ＴＰ小回復状態を付与する。","100106008"
"12","火属性ボーナス特大アップ","81001061","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106101"
"11","深域モンスター","81001061","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106102"
"17","ＴＰ上昇上限付与","81001061","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001061","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001061","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106105"
"9","ＨＰ吸収ダウン","81001061","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106106"
"12","火属性ボーナス特大アップ","81001062","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106201"
"11","深域モンスター","81001062","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106202"
"17","ＴＰ上昇上限付与","81001062","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001062","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001062","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106205"
"9","ＨＰ吸収ダウン","81001062","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106206"
"12","火属性ボーナス特大アップ","81001063","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106301"
"11","深域モンスター","81001063","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106302"
"17","ＴＰ上昇上限付与","81001063","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001063","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001063","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106305"
"9","ＨＰ吸収ダウン","81001063","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106306"
"12","火属性ボーナス特大アップ","81001064","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106401"
"11","深域モンスター","81001064","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106402"
"17","ＴＰ上昇上限付与","81001064","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001064","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001064","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106405"
"9","ＨＰ吸収ダウン","81001064","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106406"
"12","火属性ボーナス特大アップ","81001065","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106501"
"11","深域モンスター","81001065","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106502"
"17","ＴＰ上昇上限付与","81001065","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001065","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001065","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106505"
"9","ＨＰ吸収ダウン","81001065","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106506"
"25","危険領域","81001066","バトル中、「物理ダメージカット」効果が発動する。","100106601"
"12","火属性ボーナス特大アップ","81001066","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106602"
"11","深域モンスター","81001066","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106603"
"17","ＴＰ上昇上限付与","81001066","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001066","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001066","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106606"
"9","ＨＰ吸収ダウン","81001066","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106607"
"boss_physics_cut","物理ダメージカット","81001066","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","100106608"
"12","火属性ボーナス特大アップ","81001067","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106701"
"11","深域モンスター","81001067","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106702"
"17","ＴＰ上昇上限付与","81001067","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001067","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001067","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106705"
"9","ＨＰ吸収ダウン","81001067","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106706"
"12","火属性ボーナス特大アップ","81001068","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106801"
"11","深域モンスター","81001068","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106802"
"17","ＴＰ上昇上限付与","81001068","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001068","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001068","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106805"
"9","ＨＰ吸収ダウン","81001068","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106806"
"12","火属性ボーナス特大アップ","81001069","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100106901"
"11","深域モンスター","81001069","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100106902"
"17","ＴＰ上昇上限付与","81001069","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100106903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001069","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100106904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001069","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100106905"
"9","ＨＰ吸収ダウン","81001069","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100106906"
"12","火属性ボーナス特大アップ","81001070","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100107001"
"11","深域モンスター","81001070","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100107002"
"17","ＴＰ上昇上限付与","81001070","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100107003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001070","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100107004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001070","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100107005"
"9","ＨＰ吸収ダウン","81001070","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","100107006"
