76fcb877f7e4cbd068a3bdc8ed28942098fcff2745f4bb52b30df2cc38fd1bcd,292404a1ed74dd8013af6de2b467312cdfa7bdbc44b8d634f27865fe04f540c7,5ac215acf241079207f37956512461b66c790e846c3ad3cd48e760febcc0729d,6c2716378f20780916fd606e537b02a0284f1a8acb0b03cca1f0af63610a4b4a,d05ee88139f43f93582e65c3486fc4f78253a59d4d336d9ef98315b4a847d32d,41d993325b43a1e4fe1425a3bd49ca240190f762b95488c95276f3c799ff5429,c5fc5c3f2a1c08d9f6f149089f6fef27ed2d4fb355834c2659397c3ade82870b,6fbf1ad5be00e6bc34b60ead04b5dd26e955f2dbbb1049b1c7db8cee3c1b0247,c04d30e4d33b46f49a4d257ce9a8bf02a292a23b94f4a2f3593658c6cab853b9,077c123b2803da935088f07ef987c213a328315d62bfe7124fcaef7a17a94274,382f1dbab741bb36893703917206bf7e493740446e188d7e8d4cfa3efb2cd017
"0","talk2ToKohon","1","3","1","","clear_kohon_loop_shy","72","0","72031","0.2"
"","vo_asb_0726","","21","vo_asb","","0","72","0","72032",""
"0","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","1","11","1","0","1","72","10","72033","0"
"","","","91","0","","0","72","0","72034",""
"0","clear_guts1_in","1","3","1","","clear_guts1_talk","72","0","72035","0.2"
"","vo_asb_0727","","21","vo_asb","","0","72","0","72036",""
"0","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","1","11","1","0","1","72","10","72037","0"
"","","","91","0","","0","72","0","72038",""
"","","","101","72040","","","72","","72039",""
"0","1","0","6","1","","1","72","1","72040","0.3"
"0","1","0","6","0","","1","72","1","72041","0.3"
"","-120","1","2","1","","0.3","72","-250","72042",""
"","-100","1","2","0","","0.3","72","0","72043",""
"","0","","22","0","","","72","","72044",""
"","0","","93","0.4","","","72","","72045",""
"0","1","-250","5","1","riri_idle","30","82","52","82001","2.2"
"0","1","0","6","1","","1","82","1","82002","0"
"0","0","0","5","0","black","50","82","29","82003","1"
"0","1","0","6","0","","1","82","1","82004","0"
"","","","91","0","","","82","","82005",""
"0","1","1","6","1","","1","82","1","82006","0.2"
"0","1","1","6","0","","1","82","1","82007","0.2"
"","-20","2","2","1","","0.3","82","-250","82008",""
"","0","2","2","0","","0.3","82","0","82009",""
"","0","","93","0.6","","","82","","82010",""
"","riri_talk","","3","1","","","82","1","82011","0.2"
"","vo_asb_0821","","21","vo_asb","","0","82","0","82012",""
"0","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","1","11","1","0","1","82","10","82013","0"
"","","","91","0","","0","82","0","82014",""
"","sad_talk_surprise","","3","1","","","82","1","82015","0.2"
"","vo_asb_0822","","21","vo_asb","","0","82","0","82016",""
"0","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","1","11","1","0","1","82","10","82017","0"
"","","","91","0","","0","82","0","82018",""
"","guts2_talk_Ex1","","3","1","","","82","1","82019","0.2"
"","vo_asb_0823","","21","vo_asb","","0","82","0","82020",""
"0","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","1","11","1","0","1","82","10","82021","0"
"","","","91","0","","0","82","0","82022",""
"","talk_joy","","3","1","","","82","1","82023","0.2"
"","vo_asb_0824","","21","vo_asb","","0","82","0","82024",""
"0","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","1","11","1","0","1","82","10","82025","0"
"","","","91","0","","0","82","0","82026",""
"","wish_talk_joyR_riri","","3","1","","","82","1","82027","0.2"
"","vo_asb_0825","","21","vo_asb","","0","82","0","82028",""
"0","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","1","11","1","0","1","82","10","82029","0"
"","","","91","0","","0","82","0","82030",""
"","surprise_talk_nervous","","3","1","","","82","1","82031","0.2"
"","vo_asb_0826","","21","vo_asb","","0","82","0","82032",""
"0","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","1","11","1","0","1","82","10","82033","0"
"","","","91","0","","0","82","0","82034",""
"","","","101","82036","","","82","","82035",""
"0","1","0","6","1","","1","82","1","82036","0.3"
"0","1","0","6","0","","1","82","1","82037","0.3"
"","-120","1","2","1","","0.3","82","-250","82038",""
"","-100","1","2","0","","0.3","82","0","82039",""
"","0","","22","0","","","82","","82040",""
"","0","","93","0.4","","","82","","82041",""
"0","1","-250","5","2","clear_surprise_talk","30","92","52","92001","2.2"
"0","1","0","6","1","","1","92","1","92002","0"
"0","0","0","5","0","black","50","92","29","92003","1"
"0","1","0","6","0","","1","92","1","92004","0"
"","","","91","0","","","92","","92005",""
"0","1","1","6","1","","1","92","1","92006","0.2"
"0","1","1","6","0","","1","92","1","92007","0.2"
"","-20","2","2","1","","0.3","92","-250","92008",""
"","0","2","2","0","","0.3","92","0","92009",""
"","0","","93","0.6","","","92","","92010",""
"","vo_asb_0921","","21","vo_asb","","0","92","0","92011",""
"0","穴って、不思議ですよね……","1","11","1","0","1","92","10","92012","0"
"","","","91","0","","0","92","0","92013",""
"","vo_asb_0922","","21","vo_asb","","0","92","0","92014",""
"0","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","1","11","1","0","1","92","10","92015","0"
"","","","91","0","","0","92","0","92016",""
"0","surpriseToKohon","1","3","1","","clear_kohon_loop_normal2","92","0","92017","0.1"
"","vo_asb_0923","","21","vo_asb","","0","92","0","92018",""
"0","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","1","11","1","0","1","92","10","92019","0"
"","","","91","0","","0","92","0","92020",""
"","clear_wish_talk_joy_noShy","","3","1","","","92","1","92021","0.2"
"","vo_asb_0924","","21","vo_asb","","0","92","0","92022",""
"0","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","1","11","1","0","1","92","10","92023","0"
"","","","91","0","","0","92","0","92024",""
"","","","101","92026","","","92","","92025",""
"0","1","0","6","1","","1","92","1","92026","0.3"
"0","1","0","6","0","","1","92","1","92027","0.3"
"","-120","1","2","1","","0.3","92","-250","92028",""
"","-100","1","2","0","","0.3","92","0","92029",""
"","0","","22","0","","","92","","92030",""
"","0","","93","0.4","","","92","","92031",""
"0","1","-250","5","3","idle_precia","30","102","52","102001","2.2"
"0","1","0","6","1","","1","102","1","102002","0"
"0","0","0","5","0","black","50","102","29","102003","1"
"0","1","0","6","0","","1","102","1","102004","0"
"","","","91","0","","","102","","102005",""
"0","1","1","6","1","","1","102","1","102006","0.2"
"0","1","1","6","0","","1","102","1","102007","0.2"
"","-20","2","2","1","","0.3","102","-250","102008",""
"","0","2","2","0","","0.3","102","0","102009",""
"","0","","93","0.6","","","102","","102010",""
"","doya_idle_surprise_precia","","3","1","","","102","1","102011","0.3"
"","vo_asb_1021","","21","vo_asb","","0","102","0","102012",""
"0","「へんたいふしんしゃさんは\nあなにおちるべきです」","1","11","1","0","1","102","10","102013","0"
"","","","91","0","","0","102","0","102014",""
"","talk_precia","","3","1","","","102","1","102015","0.3"
"","vo_asb_1022","","21","vo_asb","","0","102","0","102016",""
"0","キョウカ。\nだん。","1","11","1","0","1","102","10","102017","0"
"","","","91","0","","0","102","0","102018",""
"","think_idle_anger_precia","","3","1","","","102","1","102019","0.3"
"","vo_asb_1023","","21","vo_asb","","0","102","0","102020",""
"0","へんたいふしんしゃ。\nとは……？","1","11","1","0","1","102","10","102021","0"
"","","","91","0","","0","102","0","102022",""
"0","thinkToSad_precia","1","3","1","","sad_talk_surprise_precia","102","0","102023","0.2"
"","vo_asb_1024","","21","vo_asb","","0","102","0","102024",""
"0","……まだ、しらないこと。\nたくさん。","1","11","1","0","1","102","10","102025","0"
"","","","91","0","","0","102","0","102026",""
"","guts2_talk_joy_precia","","3","1","","","102","1","102027","0.3"
"","vo_asb_1025","","21","vo_asb","","0","102","0","102028",""
"0","どんどん。\nまなんでく。ぞ。","1","11","1","0","1","102","10","102029","0"
"","","","91","0","","0","102","0","102030",""
"","","","101","102032","","","102","","102031",""
"0","1","0","6","1","","1","102","1","102032","0.3"
"0","1","0","6","0","","1","102","1","102033","0.3"
"","-120","1","2","1","","0.3","102","-250","102034",""
"","-100","1","2","0","","0.3","102","0","102035",""
"","0","","22","0","","","102","","102036",""
"","0","","93","0.4","","","102","","102037",""
"0","1","-250","5","2","clear_wish_talk_joy","30","112","52","112001","2.2"
"0","1","0","6","1","","1","112","1","112002","0"
"0","0","0","5","0","black","50","112","29","112003","1"
"0","1","0","6","0","","1","112","1","112004","0"
"","","","91","0","","","112","","112005",""
"0","1","1","6","1","","1","112","1","112006","0.2"
"0","1","1","6","0","","1","112","1","112007","0.2"
"","-20","2","2","1","","0.3","112","-250","112008",""
"","0","2","2","0","","0.3","112","0","112009",""
"","0","","93","0.6","","","112","","112010",""
"","vo_asb_1121","","21","vo_asb","","0","112","0","112011",""
"0","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","1","11","1","0","1","112","10","112012","0"
"","","","91","0","","0","112","0","112013",""
"","clear_memoly_talk","","3","1","","","112","1","112014","0.2"
"","vo_asb_1122","","21","vo_asb","","0","112","0","112015",""
"0","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","1","11","1","0","1","112","10","112016","0"
"","","","91","0","","0","112","0","112017",""
"","clear_surprise_talk","","3","1","","","112","1","112018","0.3"
"","vo_asb_1123","","21","vo_asb","","0","112","0","112019",""
"0","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","1","11","1","0","1","112","10","112020","0"
"","","","91","0","","0","112","0","112021",""
"","clear_wish_talk_normal2","","3","1","","","112","1","112022","0.2"
"","vo_asb_1124","","21","vo_asb","","0","112","0","112023",""
"0","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","1","11","1","0","1","112","10","112024","0"
"","","","91","0","","0","112","","112025",""
"","vo_asb_1125","","21","vo_asb","","0","112","0","112026",""
"0","って言ってくれていたので、\nまた遊びに行こうと思います。","1","11","1","0","1","112","10","112027","0"
"","","","91","0","","0","112","0","112028",""
"0","wishToTalk","1","3","1","","clear_talk_joyR","112","0","112029","0.2"
"","vo_asb_1126","","21","vo_asb","","0","112","0","112030",""
"0","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","1","11","1","0","1","112","10","112031","0"
"","","","91","0","","0","112","0","112032",""
"","","","101","112034","","","112","","112033",""
"0","1","0","6","1","","1","112","1","112034","0.3"
"0","1","0","6","0","","1","112","1","112035","0.3"
"","-120","1","2","1","","0.3","112","-250","112036",""
"","-100","1","2","0","","0.3","112","0","112037",""
"","0","","22","0","","","112","","112038",""
"","0","","93","0.4","","","112","","112039",""
"0","1","-250","5","3","notice_loop","30","122","52","122001","2.2"
"0","1","0","6","1","","1","122","1","122002","0"
"0","0","0","5","0","black","50","122","29","122003","1"
"0","1","0","6","0","","1","122","1","122004","0"
"","","","91","0","","","122","","122005",""
"0","1","1","6","1","","1","122","1","122006","0.2"
"0","1","1","6","0","","1","122","1","122007","0.2"
"","-20","2","2","1","","0.3","122","-250","122008",""
"","0","2","2","0","","0.3","122","0","122009",""
"","0","","93","0.6","","","122","","122010",""
"","vo_asb_1221","","21","vo_asb","","0","122","0","122011",""
"0","ミツキの。\nけはい……","1","11","1","0","1","122","10","122012","0"
"","","","91","0","","0","122","0","122013",""
"","sad_idle_surprise","","3","1","","","122","1","122014","0.3"
"","vo_asb_1222","","21","vo_asb","","0","122","0","122015",""
"0","のっと。\nただもの。","1","11","1","0","1","122","10","122016","0"
"","","","91","0","","0","122","0","122017",""
"","surprise_idle_anger_precia","","3","1","","","122","1","122018","0.3"
"","vo_asb_1223","","21","vo_asb","","0","122","0","122019",""
"0","わるもの？\nせいぎ、の、みかた？","1","11","1","0","1","122","10","122020","0"
"","","","91","0","","0","122","0","122021",""
"0","surpriseToThink_precia","1","3","1","","think_idle_Ex1_precia","122","0","122022","0.2"
"","vo_asb_1224","","21","vo_asb","","0","122","0","122023",""
"0","ふくざつ。","1","11","1","0","1","122","10","122024","0"
"","","","91","0","","0","122","0","122025",""
"","","","101","122027","","","122","","122026",""
"0","1","0","6","1","","1","122","1","122027","0.3"
"0","1","0","6","0","","1","122","1","122028","0.3"
"","-120","1","2","1","","0.3","122","-250","122029",""
"","-100","1","2","0","","0.3","122","0","122030",""
"","0","","22","0","","","122","","122031",""
"","0","","93","0.4","","","122","","122032",""
"0","1","-250","5","3","lift_down_normal","30","132","52","132001","2.2"
"0","1","0","6","1","","1","132","1","132002","0"
"0","0","0","5","0","black","50","132","29","132003","1"
"0","1","0","6","0","","1","132","1","132004","0"
"","","","91","0","","","132","","132005",""
"0","1","1","6","1","","1","132","1","132006","0.2"
"0","1","1","6","0","","1","132","1","132007","0.2"
"","-20","2","2","1","","0.3","132","-250","132008",""
"","0","2","2","0","","0.3","132","0","132009",""
"","0","","93","0.6","","","132","","132010",""
"","vo_asb_1321","","21","vo_asb","","0","132","0","132011",""
"0","ぼうけん、グッズ。\nたくさん。","1","11","1","0","1","132","10","132012","0"
"","","","91","0","","0","132","0","132013",""
"0","lift_down_shy_in","1","3","1","","lift_down_shy","132","0","132014","0.2"
"","vo_asb_1322","","21","vo_asb","","0","132","0","132015",""
"0","もちきれ……ない。","1","11","1","0","1","132","10","132016","0"
"","","","91","0","","0","132","0","132017",""
"0","lift_up_in","1","3","1","","lift_up_loop","132","0","132018","0.2"
"","vo_asb_1323","","21","vo_asb","","0","132","0","132019",""
"0","でも。\nもつ。よ。","1","11","1","0","1","132","10","132020","0"
"","","","91","0","","0","132","0","132021",""
"","vo_asb_1324","","21","vo_asb","","0","132","0","132022",""
"0","これ、が。\nまもりたいもの、の。\nおもさ。","1","11","1","0","1","132","10","132023","0"
"","","","91","0","","0","132","0","132024",""
"","","","101","132026","","","132","","132025",""
"0","1","0","6","1","","1","132","1","132026","0.3"
"0","1","0","6","0","","1","132","1","132027","0.3"
"","-120","1","2","1","","0.3","132","-250","132028",""
"","-100","1","2","0","","0.3","132","0","132029",""
"","0","","22","0","","","132","","132030",""
"","0","","93","0.4","","","132","","132031",""
"0","1","-250","5","1","sad_talk_dere","30","142","52","142001","2.2"
"0","1","0","6","1","","1","142","1","142002","0"
"0","0","0","5","0","black","50","142","29","142003","1"
"0","1","0","6","0","","1","142","1","142004","0"
"","","","91","0","","","142","","142005",""
"0","1","1","6","1","","1","142","1","142006","0.2"
"0","1","1","6","0","","1","142","1","142007","0.2"
"","-20","2","2","1","","0.3","142","-250","142008",""
"","0","2","2","0","","0.3","142","0","142009",""
"","0","","93","0.6","","","142","","142010",""
"","vo_asb_1421","","21","vo_asb","","0","142","0","142011",""
"0","お礼にいただいたお弁当が、\nあまりにもおいしくて……","1","11","1","0","1","142","10","142012","0"
"","","","91","0","","0","142","0","142013",""
"","sad_talk_joyR","","3","1","","","142","1","142014","0.3"
"","vo_asb_1422","","21","vo_asb","","0","142","0","142015",""
"0","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","1","11","1","0","1","142","10","142016","0"
"","","","91","0","","0","142","0","142017",""
"","wish_talk_nervous_riri","","3","1","","","142","1","142018","0.3"
"","vo_asb_1423","","21","vo_asb","","0","142","0","142019",""
"0","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","1","11","1","0","1","142","10","142020","0"
"","","","91","0","","0","142","0","142021",""
"","wish_talk_normal2_riri","","3","1","","","142","1","142022","0.2"
"","vo_asb_1424","","21","vo_asb","","0","142","0","142023",""
"0","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","1","11","1","0","1","142","10","142024","0"
"","","","91","0","","0","142","0","142025",""
"","guts2_talk_riri","","3","1","","","142","1","142026","0.2"
"","vo_asb_1425","","21","vo_asb","","0","142","0","142027",""
"0","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","1","11","1","0","1","142","10","142028","0"
"","","","91","0","","0","142","0","142029",""
"","","","101","142031","","","142","","142030",""
"0","1","0","6","1","","1","142","1","142031","0.3"
"0","1","0","6","0","","1","142","1","142032","0.3"
"","-120","1","2","1","","0.3","142","-250","142033",""
"","-100","1","2","0","","0.3","142","0","142034",""
"","0","","22","0","","","142","","142035",""
"","0","","93","0.4","","","142","","142036",""
