c3ebe1c02d1c51605c3c21652a0612a4ec2391cad8f56415b307dcc262da2d85,4befebbae95b7000ef4cee55fcc3844c96729b7e1176e2a3c34be548e94fdce2,dd683421c4a9517ad2336a06fd21a41311748fb4d59bb98eb79ea54418f76e3d,96b8c8ba33800f51bf25d8853b603a93894ce930178528af7cd796f87af3d5bb,8c74326daba4b1aa35c06ef91e3692151f7419e228ae09c81d7c480e36c6ec93,70103d86a8cac972c95243269edb47cdc8d03e6a72bca06cc428071bd37aee03
"848","10201493","56011493","15","1003","1"
"849","91002","56011493","8","0","50"
"850","10201494","56011494","15","1003","1"
"851","91002","56011494","8","0","100"
"852","10201495","56011495","15","1001","1"
"853","10201496","56011496","15","1002","1"
"854","10201497","56011497","15","1003","1"
"855","91002","56011497","8","0","50"
"856","10201498","56011498","15","1001","1"
"857","10201499","56011499","15","1002","1"
"858","10201500","56011500","15","1003","1"
"859","91002","56011500","8","0","50"
"860","10201501","56011501","15","1001","1"
"861","10201502","56011502","15","1002","1"
"862","10201503","56011503","15","1003","1"
"863","91002","56011503","8","0","50"
"864","10201504","56011504","15","1003","1"
"865","91002","56011504","8","0","100"
"867","10201505","56011505","15","1001","1"
"868","10201506","56011506","15","1002","1"
"869","10201507","56011507","15","1003","1"
"870","91002","56011507","8","0","50"
"871","10201508","56011508","15","1001","1"
"872","10201509","56011509","15","1002","1"
"873","10201510","56011510","15","1003","1"
"874","91002","56011510","8","0","50"
"875","10201511","56011511","15","1001","1"
"876","10201512","56011512","15","1002","1"
"877","10201513","56011513","15","1003","1"
"878","91002","56011513","8","0","50"
"879","10201514","56011514","15","1003","1"
"880","91002","56011514","8","0","100"
"881","10201515","56011515","15","1001","1"
"882","10201516","56011516","15","1002","1"
"883","10201517","56011517","15","1003","1"
"884","91002","56011517","8","0","50"
"885","10201518","56011518","15","1001","1"
"886","10201519","56011519","15","1002","1"
"887","10201520","56011520","15","1003","1"
"888","91002","56011520","8","0","50"
"889","10201521","56011521","15","1001","1"
"890","10201522","56011522","15","1002","1"
"891","10201523","56011523","15","1003","1"
"892","91002","56011523","8","0","50"
"893","10201524","56011524","15","1003","1"
"894","91002","56011524","8","0","100"
"895","10201525","56011525","15","1001","1"
"896","10201526","56011526","15","1002","1"
"897","10201527","56011527","15","1003","1"
"898","91002","56011527","8","0","50"
"899","10201528","56011528","15","1001","1"
"900","10201529","56011529","15","1002","1"
"901","10201530","56011530","15","1003","1"
"902","91002","56011530","8","0","50"
"903","10201531","56011531","15","1001","1"
"904","10201532","56011532","15","1002","1"
"905","10201533","56011533","15","1003","1"
"906","91002","56011533","8","0","50"
"907","10201534","56011534","15","1001","1"
"908","10201535","56011535","15","1002","1"
"909","10201536","56011536","15","1003","1"
"910","91002","56011536","8","0","50"
"911","10201537","56011537","15","1003","1"
"912","91002","56011537","8","0","100"
"913","10201538","56011538","15","1001","1"
"914","10201539","56011539","15","1002","1"
"915","10201540","56011540","15","1003","1"
"916","91002","56011540","8","0","50"
"917","10201541","56011541","15","1001","1"
"918","10201542","56011542","15","1002","1"
"919","10201543","56011543","15","1003","1"
"920","91002","56011543","8","0","50"
"921","10201544","56011544","15","1001","1"
"922","10201545","56011545","15","1002","1"
"923","10201546","56011546","15","1003","1"
"924","91002","56011546","8","0","50"
"925","10201547","56011547","15","1001","1"
"926","10201548","56011548","15","1002","1"
"927","10201549","56011549","15","1003","1"
"928","91002","56011549","8","0","50"
"929","10201550","56011550","15","1003","1"
"930","91002","56011550","8","0","100"
"931","10201551","56011551","15","1003","1"
"932","91002","56011551","8","0","100"
"933","10201552","56011552","15","1001","1"
"934","10201553","56011553","15","1002","1"
"935","10201554","56011554","15","1003","1"
"936","91002","56011554","8","0","50"
"937","10201555","56011555","15","1001","1"
"938","10201556","56011556","15","1002","1"
"939","10201557","56011557","15","1003","1"
"940","91002","56011557","8","0","50"
"941","10201558","56011558","15","1001","1"
"942","10201559","56011559","15","1002","1"
"943","10201560","56011560","15","1003","1"
"944","91002","56011560","8","0","50"
"945","11302001","51402001","15","1001","1"
"946","91002","51402001","8","0","50"
"947","11302002","51402002","15","1002","1"
"948","91002","51402002","8","0","50"
"949","11302003","51402003","15","1003","1"
"950","91002","51402003","8","0","50"
"951","10201561","56011561","15","1003","1"
"952","91002","56011561","8","0","100"
"953","10201562","56011562","15","1001","1"
"954","10201563","56011563","15","1002","1"
"955","10201564","56011564","15","1003","1"
"956","91002","56011564","8","0","50"
"957","10201565","56011565","15","1001","1"
"958","10201566","56011566","15","1002","1"
"959","10201567","56011567","15","1003","1"
"960","91002","56011567","8","0","50"
"961","10201568","56011568","15","1001","1"
"962","10201569","56011569","15","1002","1"
"963","10201570","56011570","15","1003","1"
"964","91002","56011570","8","0","50"
"965","10201571","56011571","15","1001","1"
"966","10201572","56011572","15","1002","1"
"967","10201573","56011573","15","1003","1"
"968","91002","56011573","8","0","50"
"969","10201574","56011574","15","1003","1"
"970","91002","56011574","8","0","100"
"971","10201575","56011575","15","1001","1"
"972","10201576","56011576","15","1002","1"
"973","10201577","56011577","15","1003","1"
"974","91002","56011577","8","0","50"
"975","10201578","56011578","15","1001","1"
"976","10201579","56011579","15","1002","1"
"977","10201580","56011580","15","1003","1"
"978","91002","56011580","8","0","50"
"979","10201581","56011581","15","1001","1"
"980","10201582","56011582","15","1002","1"
"981","10201583","56011583","15","1003","1"
"982","91002","56011583","8","0","50"
"983","10201584","56011584","15","1001","1"
"984","10201585","56011585","15","1002","1"
"985","10201586","56011586","15","1003","1"
"986","91002","56011586","8","0","50"
"987","10201587","56011587","15","1001","1"
"988","10201588","56011588","15","1002","1"
"989","10201589","56011589","15","1003","1"
"990","91002","56011589","8","0","50"
"991","10201590","56011590","15","1001","1"
"992","10201591","56011591","15","1002","1"
"993","10201592","56011592","15","1003","1"
"994","91002","56011592","8","0","50"
"995","10201593","56011593","15","1001","1"
"996","10201594","56011594","15","1002","1"
"997","10201595","56011595","15","1003","1"
"998","91002","56011595","8","0","50"
"999","10201596","56011596","15","1003","1"
"1000","91002","56011596","8","0","100"
"1001","10201597","56011597","15","1003","1"
"1002","91002","56011597","8","0","100"
"1003","10201598","56011598","15","1003","1"
"1004","91002","56011598","8","0","100"
"1005","10201599","56011599","15","1001","1"
"1006","10201600","56011600","15","1002","1"
"1007","10201601","56011601","15","1003","1"
"1008","91002","56011601","8","0","50"
"1009","10201602","56011602","15","1001","1"
"1010","10201603","56011603","15","1002","1"
"1011","10201604","56011604","15","1003","1"
"1012","91002","56011604","8","0","50"
"1013","10201605","56011605","15","1003","1"
"1014","91002","56011605","8","0","100"
"1015","10201606","56011606","15","1001","1"
"1016","10201607","56011607","15","1002","1"
"1017","10201608","56011608","15","1003","1"
"1018","91002","56011608","8","0","50"
"1019","10201609","56011609","15","1001","1"
"1020","10201610","56011610","15","1002","1"
"1021","10201611","56011611","15","1003","1"
"1022","91002","56011611","8","0","50"
"1023","10201612","56011612","15","1001","1"
"1024","10201613","56011613","15","1002","1"
"1025","10201614","56011614","15","1003","1"
"1026","91002","56011614","8","0","50"
"1027","10201615","56011615","15","1003","1"
"1028","91002","56011615","8","0","100"
"1029","10201616","56011616","15","1001","1"
"1030","10201617","56011617","15","1002","1"
"1031","10201618","56011618","15","1003","1"
"1032","91002","56011618","8","0","50"
"1033","10201619","56011619","15","1001","1"
"1034","10201620","56011620","15","1002","1"
"1035","10201621","56011621","15","1003","1"
"1036","91002","56011621","8","0","50"
"1037","10201622","56011622","15","1001","1"
"1038","10201623","56011623","15","1002","1"
"1039","10201624","56011624","15","1003","1"
"1040","91002","56011624","8","0","50"
"1041","10201625","56011625","15","1003","1"
"1042","91002","56011625","8","0","100"
"1043","10201626","56011626","15","1001","1"
"1044","10201627","56011627","15","1002","1"
"1045","10201628","56011628","15","1003","1"
"1046","91002","56011628","8","0","50"
"1047","10201629","56011629","15","1001","1"
"1048","10201630","56011630","15","1002","1"
"1049","10201631","56011631","15","1003","1"
"1050","91002","56011631","8","0","50"
"1051","10201632","56011632","15","1001","1"
"1052","10201633","56011633","15","1002","1"
"1053","10201634","56011634","15","1003","1"
"1054","91002","56011634","8","0","50"
"1055","10201635","56011635","15","1003","1"
"1056","91002","56011635","8","0","100"
"1057","10201636","56011636","15","1001","1"
"1058","10201637","56011637","15","1002","1"
"1059","10201638","56011638","15","1003","1"
"1060","91002","56011638","8","0","50"
"1061","10201639","56011639","15","1001","1"
"1062","10201640","56011640","15","1002","1"
"1063","10201641","56011641","15","1003","1"
"1064","91002","56011641","8","0","50"
"1065","10201642","56011642","15","1001","1"
"1066","10201643","56011643","15","1002","1"
"1067","10201644","56011644","15","1003","1"
"1068","91002","56011644","8","0","50"
"1069","10201645","56011645","15","1003","1"
"1070","91002","56011645","8","0","100"
"1071","10201646","56011646","15","1001","1"
"1072","10201647","56011647","15","1002","1"
"1073","10201648","56011648","15","1003","1"
"1074","91002","56011648","8","0","50"
"1075","10201649","56011649","15","1001","1"
"1076","10201650","56011650","15","1002","1"
"1077","10201651","56011651","15","1003","1"
"1078","91002","56011651","8","0","50"
"1079","10201652","56011652","15","1001","1"
"1080","10201653","56011653","15","1002","1"
"1081","10201654","56011654","15","1003","1"
"1082","91002","56011654","8","0","50"
"1083","10201655","56011655","15","1003","1"
"1084","91002","56011655","8","0","100"
"1085","10201656","56011656","15","1003","1"
"1086","91002","56011656","8","0","100"
"1087","10201657","56011657","15","1001","1"
"1088","10201658","56011658","15","1002","1"
"1089","10201659","56011659","15","1003","1"
"1090","91002","56011659","8","0","50"
"1091","10201660","56011660","15","1001","1"
"1092","10201661","56011661","15","1002","1"
"1093","10201662","56011662","15","1003","1"
"1094","91002","56011662","8","0","50"
"1095","10201663","56011663","15","1001","1"
"1096","10201664","56011664","15","1002","1"
"1097","10201665","56011665","15","1003","1"
"1098","91002","56011665","8","0","50"
"1099","10201666","56011666","15","1001","1"
"1100","10201667","56011667","15","1002","1"
"1101","10201668","56011668","15","1003","1"
"1102","91002","56011668","8","0","50"
"1103","10201669","56011669","15","1003","1"
"1104","91002","56011669","8","0","100"
"1105","10201670","56011670","15","1001","1"
"1106","10201671","56011671","15","1002","1"
"1107","10201672","56011672","15","1003","1"
"1108","91002","56011672","8","0","50"
"1109","10201673","56011673","15","1001","1"
"1110","10201674","56011674","15","1002","1"
"1111","10201675","56011675","15","1003","1"
"1112","91002","56011675","8","0","50"
"1113","10201676","56011676","15","1003","1"
"1114","91002","56011676","8","0","100"
"1115","10201677","56011677","15","1001","1"
"1116","10201678","56011678","15","1002","1"
"1117","10201679","56011679","15","1003","1"
"1118","91002","56011679","8","0","50"
"1119","10201680","56011680","15","1001","1"
"1120","10201681","56011681","15","1002","1"
"1121","10201682","56011682","15","1003","1"
"1122","91002","56011682","8","0","50"
"1123","10201683","56011683","15","1001","1"
"1124","10201684","56011684","15","1002","1"
"1125","10201685","56011685","15","1003","1"
"1126","91002","56011685","8","0","50"
"1127","10201686","56011686","15","1001","1"
"1128","10201687","56011687","15","1002","1"
"1129","10201688","56011688","15","1003","1"
"1130","91002","56011688","8","0","50"
"1131","10201689","56011689","15","1003","1"
"1132","91002","56011689","8","0","100"
"1133","10201690","56011690","15","1001","1"
"1134","10201691","56011691","15","1002","1"
"1135","10201692","56011692","15","1003","1"
"1136","91002","56011692","8","0","50"
"1137","10201693","56011693","15","1001","1"
"1138","10201694","56011694","15","1002","1"
"1139","10201695","56011695","15","1003","1"
"1140","91002","56011695","8","0","50"
"1141","10201696","56011696","15","1001","1"
"1142","10201697","56011697","15","1002","1"
"1143","10201698","56011698","15","1003","1"
"1144","91002","56011698","8","0","50"
"1145","10201699","56011699","15","1001","1"
"1146","10201700","56011700","15","1002","1"
"1147","10201701","56011701","15","1003","1"
"1148","91002","56011701","8","0","50"
"1149","11401001","51501001","15","1002","1"
"1150","91002","51501001","8","0","50"
"1151","11401002","51502001","15","1003","1"
"1152","91002","51502001","8","0","100"
"1153","10201702","56011702","15","1003","1"
"1154","91002","56011702","8","0","100"
"1155","10201703","56011703","15","1001","1"
"1156","10201704","56011704","15","1002","1"
"1157","10201705","56011705","15","1003","1"
"1158","91002","56011705","8","0","50"
"1159","10201706","56011706","15","1001","1"
"1160","10201707","56011707","15","1002","1"
"1161","10201708","56011708","15","1003","1"
"1162","91002","56011708","8","0","50"
"1163","10201709","56011709","15","1001","1"
"1164","10201710","56011710","15","1002","1"
"1165","10201711","56011711","15","1003","1"
"1166","91002","56011711","8","0","50"
"1167","10201712","56011712","15","1003","1"
"1168","91002","56011712","8","0","100"
"1169","10201713","56011713","15","1001","1"
"1170","10201714","56011714","15","1002","1"
"1171","10201715","56011715","15","1003","1"
"1172","91002","56011715","8","0","50"
"1173","10201716","56011716","15","1001","1"
"1174","10201717","56011717","15","1002","1"
"1175","10201718","56011718","15","1003","1"
"1176","91002","56011718","8","0","50"
"1177","10201719","56011719","15","1001","1"
"1178","10201720","56011720","15","1002","1"
"1179","10201721","56011721","15","1003","1"
"1180","91002","56011721","8","0","50"
"1182","10201722","56011722","15","1003","1"
"1183","91002","56011722","8","0","100"
"1184","10201723","56011723","15","1001","1"
"1185","10201724","56011724","15","1002","1"
"1186","10201725","56011725","15","1003","1"
"1187","91002","56011725","8","0","50"
"1188","10201726","56011726","15","1001","1"
"1189","10201727","56011727","15","1002","1"
"1190","10201728","56011728","15","1003","1"
"1191","91002","56011728","8","0","50"
"1192","10201729","56011729","15","1001","1"
"1193","10201730","56011730","15","1002","1"
"1194","10201731","56011731","15","1003","1"
"1195","91002","56011731","8","0","50"
"1196","10201732","56011732","15","1003","1"
"1197","91002","56011732","8","0","100"
"1198","10201733","56011733","15","1001","1"
"1199","10201734","56011734","15","1002","1"
"1200","10201735","56011735","15","1003","1"
"1201","91002","56011735","8","0","50"
"1202","10201736","56011736","15","1001","1"
"1203","10201737","56011737","15","1002","1"
"1204","10201738","56011738","15","1003","1"
"1205","91002","56011738","8","0","50"
"1206","10201739","56011739","15","1001","1"
"1207","10201740","56011740","15","1002","1"
"1208","10201741","56011741","15","1003","1"
"1209","91002","56011741","8","0","50"
"1210","10201742","56011742","15","1001","1"
"1211","10201743","56011743","15","1002","1"
"1212","10201744","56011744","15","1003","1"
"1213","91002","56011744","8","0","50"
"1214","10201745","56011745","15","1003","1"
"1215","91002","56011745","8","0","100"
"1216","10201746","56011746","15","1001","1"
"1217","10201747","56011747","15","1002","1"
"1218","10201748","56011748","15","1003","1"
"1219","91002","56011748","8","0","50"
"1220","10201749","56011749","15","1001","1"
"1221","10201750","56011750","15","1002","1"
"1222","10201751","56011751","15","1003","1"
"1223","91002","56011751","8","0","50"
"1224","10201752","56011752","15","1003","1"
"1225","91002","56011752","8","0","100"
"1226","10201753","56011753","15","1001","1"
"1227","10201754","56011754","15","1002","1"
"1228","10201755","56011755","15","1003","1"
"1229","91002","56011755","8","0","50"
"1230","10201756","56011756","15","1001","1"
"1231","10201757","56011757","15","1002","1"
"1232","10201758","56011758","15","1003","1"
"1233","91002","56011758","8","0","50"
"1234","10201759","56011759","15","1001","1"
"1235","10201760","56011760","15","1002","1"
"1236","10201761","56011761","15","1003","1"
"1237","91002","56011761","8","0","50"
"1238","10201762","56011762","15","1001","1"
"1239","10201763","56011763","15","1002","1"
"1240","10201764","56011764","15","1003","1"
"1241","91002","56011764","8","0","50"
"1242","10201765","56011765","15","1003","1"
"1243","91002","56011765","8","0","100"
"1244","10201766","56011766","15","1001","1"
"1245","10201767","56011767","15","1002","1"
"1246","10201768","56011768","15","1003","1"
"1247","91002","56011768","8","0","50"
"1248","10201769","56011769","15","1001","1"
"1249","10201770","56011770","15","1002","1"
"1250","10201771","56011771","15","1003","1"
"1251","91002","56011771","8","0","50"
"1252","10201772","56011772","15","1001","1"
"1253","10201773","56011773","15","1002","1"
"1254","10201774","56011774","15","1003","1"
"1255","91002","56011774","8","0","50"
"1256","10201775","56011775","15","1003","1"
"1257","91002","56011775","8","0","100"
"1258","10201776","56011776","15","1001","1"
"1259","10201777","56011777","15","1002","1"
"1260","10201778","56011778","15","1003","1"
"1261","91002","56011778","8","0","50"
"1262","10201779","56011779","15","1001","1"
"1263","10201780","56011780","15","1002","1"
"1264","10201781","56011781","15","1003","1"
"1265","91002","56011781","8","0","50"
"1266","10201782","56011782","15","1001","1"
"1267","10201783","56011783","15","1002","1"
"1268","10201784","56011784","15","1003","1"
"1269","91002","56011784","8","0","50"
"1270","10201785","56011785","15","1003","1"
"1271","91002","56011785","8","0","100"
"1272","11601001","51601001","15","1001","1"
"1273","11601002","51601002","15","1002","1"
"1274","11601003","51601003","15","1003","1"
"1275","10201786","56011786","15","1001","1"
"1276","10201787","56011787","15","1002","1"
"1277","10201788","56011788","15","1003","1"
"1278","91002","56011788","8","0","50"
"1279","10201789","56011789","15","1001","1"
"1280","10201790","56011790","15","1002","1"
"1281","10201791","56011791","15","1003","1"
"1282","91002","56011791","8","0","50"
"1283","10201792","56011792","15","1003","1"
"1284","91002","56011792","8","0","100"
"1285","10201793","56011793","15","1001","1"
"1286","10201794","56011794","15","1002","1"
"1287","10201795","56011795","15","1003","1"
"1288","91002","56011795","8","0","50"
"1289","10201796","56011796","15","1001","1"
"1290","10201797","56011797","15","1002","1"
"1291","10201798","56011798","15","1003","1"
"1292","91002","56011798","8","0","50"
"1293","10201799","56011799","15","1003","1"
"1294","91002","56011799","8","0","100"
"1295","10201800","56011800","15","1001","1"
"1296","10201801","56011801","15","1002","1"
"1297","10201802","56011802","15","1003","1"
"1298","91002","56011802","8","0","50"
"1299","10201803","56011803","15","1001","1"
"1300","10201804","56011804","15","1002","1"
"1301","10201805","56011805","15","1003","1"
"1302","91002","56011805","8","0","50"
"1303","10201806","56011806","15","1003","1"
"1304","91002","56011806","8","0","100"
"1305","10201807","56011807","15","1001","1"
"1306","10201808","56011808","15","1002","1"
"1307","10201809","56011809","15","1003","1"
"1308","91002","56011809","8","0","50"
"1309","10201810","56011810","15","1001","1"
"1310","10201811","56011811","15","1002","1"
"1311","10201812","56011812","15","1003","1"
"1312","91002","56011812","8","0","50"
"1313","10201813","56011813","15","1001","1"
"1314","10201814","56011814","15","1002","1"
"1315","10201815","56011815","15","1003","1"
"1316","91002","56011815","8","0","50"
"1317","10201816","56011816","15","1001","1"
"1318","10201817","56011817","15","1002","1"
"1319","10201818","56011818","15","1003","1"
"1320","91002","56011818","8","0","50"
"1321","10201819","56011819","15","1003","1"
"1322","91002","56011819","8","0","100"
"1323","10201820","56011820","15","1001","1"
"1324","10201821","56011821","15","1002","1"
"1325","10201822","56011822","15","1003","1"
"1326","91002","56011822","8","0","50"
"1327","10201823","56011823","15","1001","1"
"1328","10201824","56011824","15","1002","1"
"1329","10201825","56011825","15","1003","1"
"1330","91002","56011825","8","0","50"
"1331","10201826","56011826","15","1001","1"
"1332","10201827","56011827","15","1002","1"
"1333","10201828","56011828","15","1003","1"
"1334","91002","56011828","8","0","50"
"1335","10201829","56011829","15","1001","1"
"1336","10201830","56011830","15","1002","1"
"1337","10201831","56011831","15","1003","1"
"1338","91002","56011831","8","0","50"
"1339","11701001","51701001","15","1001","1"
"1340","10201832","56011832","15","1001","1"
"1341","10201833","56011833","15","1002","1"
"1342","10201834","56011834","15","1003","1"
"1343","91002","56011834","8","0","50"
"1344","10201835","56011835","15","1001","1"
"1345","10201836","56011836","15","1002","1"
"1346","10201837","56011837","15","1003","1"
"1347","91002","56011837","8","0","50"
"1348","10201838","56011838","15","1003","1"
"1349","91002","56011838","8","0","100"
"1350","10201839","56011839","15","1003","1"
"1351","91002","56011839","8","0","100"
"1352","10201840","56011840","15","1003","1"
"1353","91002","56011840","8","0","100"
"1354","10201841","56011841","15","1001","1"
"1355","10201842","56011842","15","1002","1"
"1356","10201843","56011843","15","1003","1"
"1357","91002","56011843","8","0","50"
"1358","10201844","56011844","15","1001","1"
"1359","10201845","56011845","15","1002","1"
"1360","10201846","56011846","15","1003","1"
"1361","91002","56011846","8","0","50"
"1362","10201847","56011847","15","1001","1"
"1363","10201848","56011848","15","1002","1"
"1364","10201849","56011849","15","1003","1"
"1365","91002","56011849","8","0","50"
"1366","10201850","56011850","15","1001","1"
"1367","10201851","56011851","15","1002","1"
"1368","10201852","56011852","15","1003","1"
"1369","91002","56011852","8","0","50"
"1370","10201853","56011853","15","1001","1"
"1371","10201854","56011854","15","1002","1"
"1372","10201855","56011855","15","1003","1"
"1373","91002","56011855","8","0","50"
"1374","10201856","56011856","15","1001","1"
"1375","10201857","56011857","15","1002","1"
"1376","10201858","56011858","15","1003","1"
"1377","91002","56011858","8","0","50"
"1378","10201859","56011859","15","1001","1"
"1379","10201860","56011860","15","1002","1"
"1380","10201861","56011861","15","1003","1"
"1381","91002","56011861","8","0","50"
"1382","10201862","56011862","15","1003","1"
"1383","91002","56011862","8","0","100"
"1384","10201863","56011863","15","1001","1"
"1385","10201864","56011864","15","1002","1"
"1386","10201865","56011865","15","1003","1"
"1387","91002","56011865","8","0","50"
"1388","10201866","56011866","15","1001","1"
"1389","10201867","56011867","15","1002","1"
"1390","10201868","56011868","15","1003","1"
"1391","91002","56011868","8","0","50"
"1392","10201869","56011869","15","1001","1"
"1393","10201870","56011870","15","1002","1"
"1394","10201871","56011871","15","1003","1"
"1395","91002","56011871","8","0","50"
"1396","10201872","56011872","15","1001","1"
"1397","10201873","56011873","15","1002","1"
"1398","10201874","56011874","15","1003","1"
"1399","91002","56011874","8","0","50"
"1400","11801001","51801001","15","1003","1"
"1401","10201875","56011875","15","1001","1"
"1402","10201876","56011876","15","1002","1"
"1403","10201877","56011877","15","1003","1"
"1404","91002","56011877","8","0","50"
"1405","10201878","56011878","15","1001","1"
"1406","10201879","56011879","15","1002","1"
"1407","10201880","56011880","15","1003","1"
"1408","91002","56011880","8","0","50"
"1409","10201881","56011881","15","1001","1"
"1410","10201882","56011882","15","1002","1"
"1411","10201883","56011883","15","1003","1"
"1412","91002","56011883","8","0","50"
"1413","10201884","56011884","15","1001","1"
"1414","10201885","56011885","15","1002","1"
"1415","10201886","56011886","15","1003","1"
"1416","91002","56011886","8","0","50"
"1417","10201887","56011887","15","1001","1"
"1418","10201888","56011888","15","1002","1"
"1419","10201889","56011889","15","1003","1"
"1420","91002","56011889","8","0","50"
"1421","10201890","56011890","15","1001","1"
"1422","10201891","56011891","15","1002","1"
"1423","10201892","56011892","15","1003","1"
"1424","91002","56011892","8","0","50"
"1425","10201893","56011893","15","1001","1"
"1426","10201894","56011894","15","1002","1"
"1427","10201895","56011895","15","1003","1"
"1428","91002","56011895","8","0","50"
