e844089cd9906b9b501b24d8ec1a2e41b51d381c1796b6a9aa73f10ce6788051,7c8fb9c5ce7b20076951423188b40532681b73b65e2ab0aacc466fc93265b610,4ccffeff217cb6059cef25d6cd0d60e7fe5fd3eb9c355454029aed2ffd548eca,eaa9e898794e30698a0dbb12f0b87c978f95901d0e2f4b7105f36b4110573379,40b0cca799eec3936aea0caa8221211298507a014eb3c28767fbd494f8a9835d,11e8a4200b8601279c4bb155de9bcc401593759f912c3a209a984fab502faee4
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","128901","2025/11/30 12:00:00","10211018"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10211501","136401","2025/11/30 12:00:00","10211019"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10211501","136401","2025/11/30 12:00:00","10211020"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10211501","101201","2025/11/30 12:00:00","10211021"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","101201","2025/11/30 12:00:00","10211022"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10211501","104301","2025/11/30 12:00:00","10211023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","104301","2025/11/30 12:00:00","10211024"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10212501","104901","2025/12/31 12:00:00","10212001"
"バトル開始後味方全体の行動不能\n2回無効","3013","10212501","104901","2025/12/31 12:00:00","10212002"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10212501","106801","2025/12/31 12:00:00","10212003"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10212501","106801","2025/12/31 12:00:00","10212004"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10212501","101101","2025/12/31 12:00:00","10212005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10212501","101101","2025/12/31 12:00:00","10212006"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10212501","109101","2025/12/31 12:00:00","10212007"
"バトル開始後味方全体の行動不能\n2回無効","3013","10212501","109101","2025/12/31 12:00:00","10212008"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10212501","117101","2025/12/31 12:00:00","10212009"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10212501","117101","2025/12/31 12:00:00","10212010"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10212501","120001","2025/12/31 12:00:00","10212011"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10212501","120001","2025/12/31 12:00:00","10212012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10212501","136501","2026/01/03 12:00:00","10212013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10212501","136501","2026/01/03 12:00:00","10212014"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10212501","181101","2025/12/31 12:00:00","10212015"
"バトル開始後味方全体のＴＰ大回復","3014","10212501","181101","2025/12/31 12:00:00","10212016"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10212501","121201","2025/12/31 12:00:00","10212017"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10212501","121201","2025/12/31 12:00:00","10212018"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10212501","133701","2025/12/31 12:00:00","10212019"
"バトル開始後味方全体のＴＰ大回復","3014","10212501","133701","2025/12/31 12:00:00","10212020"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10212501","112901","2025/12/31 12:00:00","10212021"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10212501","112901","2025/12/31 12:00:00","10212022"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10212501","119301","2025/12/31 12:00:00","10212023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10212501","119301","2025/12/31 12:00:00","10212024"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10212501","137901","2026/01/15 12:00:00","10212025"
"バトル開始後味方全体のＴＰ大回復","3014","10212501","137901","2026/01/15 12:00:00","10212026"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10213501","133101","2026/01/31 12:00:00","10213001"
"バトル開始後味方全体の行動不能\n2回無効","3013","10213501","133101","2026/01/31 12:00:00","10213002"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213501","129701","2026/01/31 12:00:00","10213003"
"バトル開始後味方全体のＴＰ大回復","3014","10213501","129701","2026/01/31 12:00:00","10213004"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213501","105801","2026/01/31 12:00:00","10213005"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213501","105801","2026/01/31 12:00:00","10213006"
"バトル開始後90秒間敵全体を挑発","3015","10213501","105801","2026/01/31 12:00:00","10213007"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10213501","126501","2026/01/31 12:00:00","10213008"
"バトル開始後味方全体のＴＰ大回復","3014","10213501","126501","2026/01/31 12:00:00","10213009"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10213501","138001","2026/01/31 12:00:00","10213010"
"バトル開始後味方全体の行動不能\n2回無効","3013","10213501","138001","2026/01/31 12:00:00","10213011"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213501","138201","2026/02/15 12:00:00","10213012"
"バトル開始後味方全体のＴＰ大回復","3014","10213501","138201","2026/02/15 12:00:00","10213013"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10213501","107501","2026/01/31 12:00:00","10213014"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213501","107501","2026/01/31 12:00:00","10213015"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213501","111801","2026/01/31 12:00:00","10213016"
"バトル開始後味方全体のＴＰ大回復","3014","10213501","111801","2026/01/31 12:00:00","10213017"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213501","180401","2026/01/31 12:00:00","10213018"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213501","180401","2026/01/31 12:00:00","10213019"
"バトル開始後90秒間敵全体を挑発","3015","10213501","180401","2026/01/31 12:00:00","10213020"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10213501","121001","2026/01/31 12:00:00","10213021"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10213501","121001","2026/01/31 12:00:00","10213022"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213501","127901","2026/01/31 12:00:00","10213023"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213501","127901","2026/01/31 12:00:00","10213024"
"バトル開始後90秒間敵全体を挑発","3015","10213501","127901","2026/01/31 12:00:00","10213025"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10213501","132801","2026/01/31 12:00:00","10213026"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213501","132801","2026/01/31 12:00:00","10213027"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10213501","138101","2026/02/09 12:00:00","10213028"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213501","138101","2026/02/09 12:00:00","10213029"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10213551","133101","2026/01/31 12:00:00","10213501"
"バトル開始後味方全体の行動不能\n2回無効","3013","10213551","133101","2026/01/31 12:00:00","10213502"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213551","129701","2026/01/31 12:00:00","10213503"
"バトル開始後味方全体のＴＰ大回復","3014","10213551","129701","2026/01/31 12:00:00","10213504"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213551","105801","2026/01/31 12:00:00","10213505"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213551","105801","2026/01/31 12:00:00","10213506"
"バトル開始後90秒間敵全体を挑発","3015","10213551","105801","2026/01/31 12:00:00","10213507"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10213551","126501","2026/01/31 12:00:00","10213508"
"バトル開始後味方全体のＴＰ大回復","3014","10213551","126501","2026/01/31 12:00:00","10213509"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10213551","138001","2026/01/31 12:00:00","10213510"
"バトル開始後味方全体の行動不能\n2回無効","3013","10213551","138001","2026/01/31 12:00:00","10213511"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213551","138201","2026/02/15 12:00:00","10213512"
"バトル開始後味方全体のＴＰ大回復","3014","10213551","138201","2026/02/15 12:00:00","10213513"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10213551","107501","2026/01/31 12:00:00","10213514"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213551","107501","2026/01/31 12:00:00","10213515"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10213551","111801","2026/01/31 12:00:00","10213516"
"バトル開始後味方全体のＴＰ大回復","3014","10213551","111801","2026/01/31 12:00:00","10213517"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213551","180401","2026/01/31 12:00:00","10213518"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213551","180401","2026/01/31 12:00:00","10213519"
"バトル開始後90秒間敵全体を挑発","3015","10213551","180401","2026/01/31 12:00:00","10213520"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10213551","121001","2026/01/31 12:00:00","10213521"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10213551","121001","2026/01/31 12:00:00","10213522"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10213551","127901","2026/01/31 12:00:00","10213523"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10213551","127901","2026/01/31 12:00:00","10213524"
"バトル開始後90秒間敵全体を挑発","3015","10213551","127901","2026/01/31 12:00:00","10213525"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10213551","132801","2026/01/31 12:00:00","10213526"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213551","132801","2026/01/31 12:00:00","10213527"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10213551","138101","2026/02/09 12:00:00","10213528"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10213551","138101","2026/02/09 12:00:00","10213529"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10214501","103801","2026/02/28 12:00:00","10214001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10214501","103801","2026/02/28 12:00:00","10214002"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10214501","130101","2026/02/28 12:00:00","10214003"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10214501","130101","2026/02/28 12:00:00","10214004"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10214501","112301","2026/02/28 12:00:00","10214005"
"バトル開始後味方全体のＴＰ大回復","3014","10214501","112301","2026/02/28 12:00:00","10214006"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10214501","125401","2026/02/28 12:00:00","10214007"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10214501","125401","2026/02/28 12:00:00","10214008"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10214501","138801","2026/03/16 12:00:00","10214009"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10214501","138801","2026/03/16 12:00:00","10214010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10214501","180701","2026/02/28 12:00:00","10214011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10214501","180701","2026/02/28 12:00:00","10214012"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10214501","138701","2026/03/03 12:00:00","10214013"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10214501","138701","2026/03/03 12:00:00","10214014"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10214501","104801","2026/02/28 12:00:00","10214023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10214501","104801","2026/02/28 12:00:00","10214024"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10214501","103401","2026/02/28 12:00:00","10214025"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10214501","103401","2026/02/28 12:00:00","10214026"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10215501","103601","2026/03/31 12:00:00","10215001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10215501","103601","2026/03/31 12:00:00","10215002"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10215501","133001","2026/03/31 12:00:00","10215003"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10215501","133001","2026/03/31 12:00:00","10215004"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10215501","111101","2026/03/31 12:00:00","10215005"
"バトル開始後味方全体のＴＰ大回復","3014","10215501","111101","2026/03/31 12:00:00","10215006"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10215501","122701","2026/03/31 12:00:00","10215007"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10215501","122701","2026/03/31 12:00:00","10215008"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10215501","130701","2026/03/31 12:00:00","10215009"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10215501","130701","2026/03/31 12:00:00","10215010"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10215501","139001","2026/04/10 12:00:00","10215011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10215501","139001","2026/04/10 12:00:00","10215012"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10215501","180801","2026/03/31 12:00:00","10215013"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10215501","180801","2026/03/31 12:00:00","10215014"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10215501","138901","2026/03/31 12:00:00","10215023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10215501","138901","2026/03/31 12:00:00","10215024"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10215501","133101","2026/03/31 12:00:00","10215025"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10215501","133101","2026/03/31 12:00:00","10215026"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10216501","139401","2026/05/11 12:00:00","10216001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10216501","139401","2026/05/11 12:00:00","10216002"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10216501","139301","2026/04/30 12:00:00","10216003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10216501","139301","2026/04/30 12:00:00","10216004"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10216501","139201","2026/04/30 12:00:00","10216005"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10216501","139201","2026/04/30 12:00:00","10216006"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10216501","106001","2026/04/30 12:00:00","10216007"
"バトル開始後味方全体のＴＰ大回復","3014","10216501","106001","2026/04/30 12:00:00","10216008"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10216501","105901","2026/04/30 12:00:00","10216009"
"バトル開始後味方全体の行動不能\n2回無効","3013","10216501","105901","2026/04/30 12:00:00","10216010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10216501","106401","2026/04/30 12:00:00","10216011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10216501","106401","2026/04/30 12:00:00","10216012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10216501","105801","2026/04/30 12:00:00","10216013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10216501","105801","2026/04/30 12:00:00","10216014"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10216501","106701","2026/04/30 12:00:00","10216023"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10216501","106701","2026/04/30 12:00:00","10216024"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10216501","106801","2026/04/30 12:00:00","10216025"
"バトル開始後味方全体のＴＰ大回復","3014","10216501","106801","2026/04/30 12:00:00","10216026"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10217501","126001","2026/05/31 12:00:00","10217001"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10217501","126001","2026/05/31 12:00:00","10217002"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10217501","126101","2026/05/31 12:00:00","10217003"
"バトル開始後味方全体のＴＰ大回復","3014","10217501","126101","2026/05/31 12:00:00","10217004"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10217501","125801","2026/05/31 12:00:00","10217005"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10217501","125801","2026/05/31 12:00:00","10217006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10217501","135301","2026/05/31 12:00:00","10217007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10217501","135301","2026/05/31 12:00:00","10217008"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10217501","139601","2026/06/22 12:00:00","10217009"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10217501","139601","2026/06/22 12:00:00","10217010"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10217501","135201","2026/05/31 12:00:00","10217011"
"バトル開始後味方全体のＴＰ大回復","3014","10217501","135201","2026/05/31 12:00:00","10217012"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10217501","139701","2026/06/10 12:00:00","10217013"
"バトル開始後味方全体のＴＰ大回復","3014","10217501","139701","2026/06/10 12:00:00","10217014"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10217501","131601","2026/05/31 12:00:00","10217015"
"バトル開始後味方全体のＴＰ大回復","3014","10217501","131601","2026/05/31 12:00:00","10217016"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10217501","139501","2026/05/31 12:00:00","10217017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10217501","139501","2026/05/31 12:00:00","10217018"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10218501","118001","2026/06/30 12:00:00","10218001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10218501","118001","2026/06/30 12:00:00","10218002"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10218501","132301","2026/06/30 12:00:00","10218003"
"バトル開始後味方全体のＴＰ大回復","3014","10218501","132301","2026/06/30 12:00:00","10218004"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10218501","128001","2026/06/30 12:00:00","10218005"
"バトル開始後味方全体のＴＰ大回復","3014","10218501","128001","2026/06/30 12:00:00","10218006"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10218501","140001","2026/07/15 12:00:00","10218007"
"バトル開始後味方全体のＴＰ大回復","3014","10218501","140001","2026/07/15 12:00:00","10218008"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10218501","139901","2026/07/03 12:00:00","10218009"
"バトル開始後味方全体のＴＰ大回復","3014","10218501","139901","2026/07/03 12:00:00","10218010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10218501","132401","2026/06/30 12:00:00","10218011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10218501","132401","2026/06/30 12:00:00","10218012"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10218501","132501","2026/06/30 12:00:00","10218013"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10218501","132501","2026/06/30 12:00:00","10218014"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10218501","137101","2026/06/30 12:00:00","10218015"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10218501","137101","2026/06/30 12:00:00","10218016"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10218501","122601","2026/06/30 12:00:00","10218017"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10218501","122601","2026/06/30 12:00:00","10218018"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10219501","122301","2026/07/31 12:00:00","10219001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10219501","122301","2026/07/31 12:00:00","10219002"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10219501","130201","2026/07/31 12:00:00","10219005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10219501","130201","2026/07/31 12:00:00","10219006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10219501","140101","2026/07/31 12:00:00","10219007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10219501","140101","2026/07/31 12:00:00","10219008"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10219501","140001","2026/07/31 12:00:00","10219009"
"バトル開始後味方全体の行動不能\n2回無効","3013","10219501","140001","2026/07/31 12:00:00","10219010"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10219501","130001","2026/07/31 12:00:00","10219011"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10219501","130001","2026/07/31 12:00:00","10219012"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10219501","130101","2026/07/31 12:00:00","10219013"
"バトル開始後味方全体のＴＰ大回復","3014","10219501","130101","2026/07/31 12:00:00","10219014"
