ac4d4140a3096d25f4f5e497d41676ea62a7115f3e46f57f689bf3712ba386d3,bda4623067f63f571e538de551611425b92f7ed9b0214f4eab7eca9df307eeb8,9e360947c71b807df5f0f34f62c279db775589ffbd62af57f20226cd8625517d,24deba139c4ec6862ff7eb127b5cc2c423bc98263c8dddaa510d80699fcfd36c,4f09dfbd44bf58944440ad3aab9cd9aaacf3c191bd163c4025908dea1e03e430,63cbb01112fd1e0bccff71542dbbe9f3f125dafb98aa5409a372a6382911fe2b
"848","1","10201493","15","56011493","1003"
"849","50","91002","8","56011493","0"
"850","1","10201494","15","56011494","1003"
"851","100","91002","8","56011494","0"
"852","1","10201495","15","56011495","1001"
"853","1","10201496","15","56011496","1002"
"854","1","10201497","15","56011497","1003"
"855","50","91002","8","56011497","0"
"856","1","10201498","15","56011498","1001"
"857","1","10201499","15","56011499","1002"
"858","1","10201500","15","56011500","1003"
"859","50","91002","8","56011500","0"
"860","1","10201501","15","56011501","1001"
"861","1","10201502","15","56011502","1002"
"862","1","10201503","15","56011503","1003"
"863","50","91002","8","56011503","0"
"864","1","10201504","15","56011504","1003"
"865","100","91002","8","56011504","0"
"867","1","10201505","15","56011505","1001"
"868","1","10201506","15","56011506","1002"
"869","1","10201507","15","56011507","1003"
"870","50","91002","8","56011507","0"
"871","1","10201508","15","56011508","1001"
"872","1","10201509","15","56011509","1002"
"873","1","10201510","15","56011510","1003"
"874","50","91002","8","56011510","0"
"875","1","10201511","15","56011511","1001"
"876","1","10201512","15","56011512","1002"
"877","1","10201513","15","56011513","1003"
"878","50","91002","8","56011513","0"
"879","1","10201514","15","56011514","1003"
"880","100","91002","8","56011514","0"
"881","1","10201515","15","56011515","1001"
"882","1","10201516","15","56011516","1002"
"883","1","10201517","15","56011517","1003"
"884","50","91002","8","56011517","0"
"885","1","10201518","15","56011518","1001"
"886","1","10201519","15","56011519","1002"
"887","1","10201520","15","56011520","1003"
"888","50","91002","8","56011520","0"
"889","1","10201521","15","56011521","1001"
"890","1","10201522","15","56011522","1002"
"891","1","10201523","15","56011523","1003"
"892","50","91002","8","56011523","0"
"893","1","10201524","15","56011524","1003"
"894","100","91002","8","56011524","0"
"895","1","10201525","15","56011525","1001"
"896","1","10201526","15","56011526","1002"
"897","1","10201527","15","56011527","1003"
"898","50","91002","8","56011527","0"
"899","1","10201528","15","56011528","1001"
"900","1","10201529","15","56011529","1002"
"901","1","10201530","15","56011530","1003"
"902","50","91002","8","56011530","0"
"903","1","10201531","15","56011531","1001"
"904","1","10201532","15","56011532","1002"
"905","1","10201533","15","56011533","1003"
"906","50","91002","8","56011533","0"
"907","1","10201534","15","56011534","1001"
"908","1","10201535","15","56011535","1002"
"909","1","10201536","15","56011536","1003"
"910","50","91002","8","56011536","0"
"911","1","10201537","15","56011537","1003"
"912","100","91002","8","56011537","0"
"913","1","10201538","15","56011538","1001"
"914","1","10201539","15","56011539","1002"
"915","1","10201540","15","56011540","1003"
"916","50","91002","8","56011540","0"
"917","1","10201541","15","56011541","1001"
"918","1","10201542","15","56011542","1002"
"919","1","10201543","15","56011543","1003"
"920","50","91002","8","56011543","0"
"921","1","10201544","15","56011544","1001"
"922","1","10201545","15","56011545","1002"
"923","1","10201546","15","56011546","1003"
"924","50","91002","8","56011546","0"
"925","1","10201547","15","56011547","1001"
"926","1","10201548","15","56011548","1002"
"927","1","10201549","15","56011549","1003"
"928","50","91002","8","56011549","0"
"929","1","10201550","15","56011550","1003"
"930","100","91002","8","56011550","0"
"931","1","10201551","15","56011551","1003"
"932","100","91002","8","56011551","0"
"933","1","10201552","15","56011552","1001"
"934","1","10201553","15","56011553","1002"
"935","1","10201554","15","56011554","1003"
"936","50","91002","8","56011554","0"
"937","1","10201555","15","56011555","1001"
"938","1","10201556","15","56011556","1002"
"939","1","10201557","15","56011557","1003"
"940","50","91002","8","56011557","0"
"941","1","10201558","15","56011558","1001"
"942","1","10201559","15","56011559","1002"
"943","1","10201560","15","56011560","1003"
"944","50","91002","8","56011560","0"
"945","1","11302001","15","51402001","1001"
"946","50","91002","8","51402001","0"
"947","1","11302002","15","51402002","1002"
"948","50","91002","8","51402002","0"
"949","1","11302003","15","51402003","1003"
"950","50","91002","8","51402003","0"
"951","1","10201561","15","56011561","1003"
"952","100","91002","8","56011561","0"
"953","1","10201562","15","56011562","1001"
"954","1","10201563","15","56011563","1002"
"955","1","10201564","15","56011564","1003"
"956","50","91002","8","56011564","0"
"957","1","10201565","15","56011565","1001"
"958","1","10201566","15","56011566","1002"
"959","1","10201567","15","56011567","1003"
"960","50","91002","8","56011567","0"
"961","1","10201568","15","56011568","1001"
"962","1","10201569","15","56011569","1002"
"963","1","10201570","15","56011570","1003"
"964","50","91002","8","56011570","0"
"965","1","10201571","15","56011571","1001"
"966","1","10201572","15","56011572","1002"
"967","1","10201573","15","56011573","1003"
"968","50","91002","8","56011573","0"
"969","1","10201574","15","56011574","1003"
"970","100","91002","8","56011574","0"
"971","1","10201575","15","56011575","1001"
"972","1","10201576","15","56011576","1002"
"973","1","10201577","15","56011577","1003"
"974","50","91002","8","56011577","0"
"975","1","10201578","15","56011578","1001"
"976","1","10201579","15","56011579","1002"
"977","1","10201580","15","56011580","1003"
"978","50","91002","8","56011580","0"
"979","1","10201581","15","56011581","1001"
"980","1","10201582","15","56011582","1002"
"981","1","10201583","15","56011583","1003"
"982","50","91002","8","56011583","0"
"983","1","10201584","15","56011584","1001"
"984","1","10201585","15","56011585","1002"
"985","1","10201586","15","56011586","1003"
"986","50","91002","8","56011586","0"
"987","1","10201587","15","56011587","1001"
"988","1","10201588","15","56011588","1002"
"989","1","10201589","15","56011589","1003"
"990","50","91002","8","56011589","0"
"991","1","10201590","15","56011590","1001"
"992","1","10201591","15","56011591","1002"
"993","1","10201592","15","56011592","1003"
"994","50","91002","8","56011592","0"
"995","1","10201593","15","56011593","1001"
"996","1","10201594","15","56011594","1002"
"997","1","10201595","15","56011595","1003"
"998","50","91002","8","56011595","0"
"999","1","10201596","15","56011596","1003"
"1000","100","91002","8","56011596","0"
"1001","1","10201597","15","56011597","1003"
"1002","100","91002","8","56011597","0"
"1003","1","10201598","15","56011598","1003"
"1004","100","91002","8","56011598","0"
"1005","1","10201599","15","56011599","1001"
"1006","1","10201600","15","56011600","1002"
"1007","1","10201601","15","56011601","1003"
"1008","50","91002","8","56011601","0"
"1009","1","10201602","15","56011602","1001"
"1010","1","10201603","15","56011603","1002"
"1011","1","10201604","15","56011604","1003"
"1012","50","91002","8","56011604","0"
"1013","1","10201605","15","56011605","1003"
"1014","100","91002","8","56011605","0"
"1015","1","10201606","15","56011606","1001"
"1016","1","10201607","15","56011607","1002"
"1017","1","10201608","15","56011608","1003"
"1018","50","91002","8","56011608","0"
"1019","1","10201609","15","56011609","1001"
"1020","1","10201610","15","56011610","1002"
"1021","1","10201611","15","56011611","1003"
"1022","50","91002","8","56011611","0"
"1023","1","10201612","15","56011612","1001"
"1024","1","10201613","15","56011613","1002"
"1025","1","10201614","15","56011614","1003"
"1026","50","91002","8","56011614","0"
"1027","1","10201615","15","56011615","1003"
"1028","100","91002","8","56011615","0"
"1029","1","10201616","15","56011616","1001"
"1030","1","10201617","15","56011617","1002"
"1031","1","10201618","15","56011618","1003"
"1032","50","91002","8","56011618","0"
"1033","1","10201619","15","56011619","1001"
"1034","1","10201620","15","56011620","1002"
"1035","1","10201621","15","56011621","1003"
"1036","50","91002","8","56011621","0"
"1037","1","10201622","15","56011622","1001"
"1038","1","10201623","15","56011623","1002"
"1039","1","10201624","15","56011624","1003"
"1040","50","91002","8","56011624","0"
"1041","1","10201625","15","56011625","1003"
"1042","100","91002","8","56011625","0"
"1043","1","10201626","15","56011626","1001"
"1044","1","10201627","15","56011627","1002"
"1045","1","10201628","15","56011628","1003"
"1046","50","91002","8","56011628","0"
"1047","1","10201629","15","56011629","1001"
"1048","1","10201630","15","56011630","1002"
"1049","1","10201631","15","56011631","1003"
"1050","50","91002","8","56011631","0"
"1051","1","10201632","15","56011632","1001"
"1052","1","10201633","15","56011633","1002"
"1053","1","10201634","15","56011634","1003"
"1054","50","91002","8","56011634","0"
"1055","1","10201635","15","56011635","1003"
"1056","100","91002","8","56011635","0"
"1057","1","10201636","15","56011636","1001"
"1058","1","10201637","15","56011637","1002"
"1059","1","10201638","15","56011638","1003"
"1060","50","91002","8","56011638","0"
"1061","1","10201639","15","56011639","1001"
"1062","1","10201640","15","56011640","1002"
"1063","1","10201641","15","56011641","1003"
"1064","50","91002","8","56011641","0"
"1065","1","10201642","15","56011642","1001"
"1066","1","10201643","15","56011643","1002"
"1067","1","10201644","15","56011644","1003"
"1068","50","91002","8","56011644","0"
"1069","1","10201645","15","56011645","1003"
"1070","100","91002","8","56011645","0"
"1071","1","10201646","15","56011646","1001"
"1072","1","10201647","15","56011647","1002"
"1073","1","10201648","15","56011648","1003"
"1074","50","91002","8","56011648","0"
"1075","1","10201649","15","56011649","1001"
"1076","1","10201650","15","56011650","1002"
"1077","1","10201651","15","56011651","1003"
"1078","50","91002","8","56011651","0"
"1079","1","10201652","15","56011652","1001"
"1080","1","10201653","15","56011653","1002"
"1081","1","10201654","15","56011654","1003"
"1082","50","91002","8","56011654","0"
"1083","1","10201655","15","56011655","1003"
"1084","100","91002","8","56011655","0"
"1085","1","10201656","15","56011656","1003"
"1086","100","91002","8","56011656","0"
"1087","1","10201657","15","56011657","1001"
"1088","1","10201658","15","56011658","1002"
"1089","1","10201659","15","56011659","1003"
"1090","50","91002","8","56011659","0"
"1091","1","10201660","15","56011660","1001"
"1092","1","10201661","15","56011661","1002"
"1093","1","10201662","15","56011662","1003"
"1094","50","91002","8","56011662","0"
"1095","1","10201663","15","56011663","1001"
"1096","1","10201664","15","56011664","1002"
"1097","1","10201665","15","56011665","1003"
"1098","50","91002","8","56011665","0"
"1099","1","10201666","15","56011666","1001"
"1100","1","10201667","15","56011667","1002"
"1101","1","10201668","15","56011668","1003"
"1102","50","91002","8","56011668","0"
"1103","1","10201669","15","56011669","1003"
"1104","100","91002","8","56011669","0"
"1105","1","10201670","15","56011670","1001"
"1106","1","10201671","15","56011671","1002"
"1107","1","10201672","15","56011672","1003"
"1108","50","91002","8","56011672","0"
"1109","1","10201673","15","56011673","1001"
"1110","1","10201674","15","56011674","1002"
"1111","1","10201675","15","56011675","1003"
"1112","50","91002","8","56011675","0"
"1113","1","10201676","15","56011676","1003"
"1114","100","91002","8","56011676","0"
"1115","1","10201677","15","56011677","1001"
"1116","1","10201678","15","56011678","1002"
"1117","1","10201679","15","56011679","1003"
"1118","50","91002","8","56011679","0"
"1119","1","10201680","15","56011680","1001"
"1120","1","10201681","15","56011681","1002"
"1121","1","10201682","15","56011682","1003"
"1122","50","91002","8","56011682","0"
"1123","1","10201683","15","56011683","1001"
"1124","1","10201684","15","56011684","1002"
"1125","1","10201685","15","56011685","1003"
"1126","50","91002","8","56011685","0"
"1127","1","10201686","15","56011686","1001"
"1128","1","10201687","15","56011687","1002"
"1129","1","10201688","15","56011688","1003"
"1130","50","91002","8","56011688","0"
"1131","1","10201689","15","56011689","1003"
"1132","100","91002","8","56011689","0"
"1133","1","10201690","15","56011690","1001"
"1134","1","10201691","15","56011691","1002"
"1135","1","10201692","15","56011692","1003"
"1136","50","91002","8","56011692","0"
"1137","1","10201693","15","56011693","1001"
"1138","1","10201694","15","56011694","1002"
"1139","1","10201695","15","56011695","1003"
"1140","50","91002","8","56011695","0"
"1141","1","10201696","15","56011696","1001"
"1142","1","10201697","15","56011697","1002"
"1143","1","10201698","15","56011698","1003"
"1144","50","91002","8","56011698","0"
"1145","1","10201699","15","56011699","1001"
"1146","1","10201700","15","56011700","1002"
"1147","1","10201701","15","56011701","1003"
"1148","50","91002","8","56011701","0"
"1149","1","11401001","15","51501001","1002"
"1150","50","91002","8","51501001","0"
"1151","1","11401002","15","51502001","1003"
"1152","100","91002","8","51502001","0"
"1153","1","10201702","15","56011702","1003"
"1154","100","91002","8","56011702","0"
"1155","1","10201703","15","56011703","1001"
"1156","1","10201704","15","56011704","1002"
"1157","1","10201705","15","56011705","1003"
"1158","50","91002","8","56011705","0"
"1159","1","10201706","15","56011706","1001"
"1160","1","10201707","15","56011707","1002"
"1161","1","10201708","15","56011708","1003"
"1162","50","91002","8","56011708","0"
"1163","1","10201709","15","56011709","1001"
"1164","1","10201710","15","56011710","1002"
"1165","1","10201711","15","56011711","1003"
"1166","50","91002","8","56011711","0"
"1167","1","10201712","15","56011712","1003"
"1168","100","91002","8","56011712","0"
"1169","1","10201713","15","56011713","1001"
"1170","1","10201714","15","56011714","1002"
"1171","1","10201715","15","56011715","1003"
"1172","50","91002","8","56011715","0"
"1173","1","10201716","15","56011716","1001"
"1174","1","10201717","15","56011717","1002"
"1175","1","10201718","15","56011718","1003"
"1176","50","91002","8","56011718","0"
"1177","1","10201719","15","56011719","1001"
"1178","1","10201720","15","56011720","1002"
"1179","1","10201721","15","56011721","1003"
"1180","50","91002","8","56011721","0"
"1182","1","10201722","15","56011722","1003"
"1183","100","91002","8","56011722","0"
"1184","1","10201723","15","56011723","1001"
"1185","1","10201724","15","56011724","1002"
"1186","1","10201725","15","56011725","1003"
"1187","50","91002","8","56011725","0"
"1188","1","10201726","15","56011726","1001"
"1189","1","10201727","15","56011727","1002"
"1190","1","10201728","15","56011728","1003"
"1191","50","91002","8","56011728","0"
"1192","1","10201729","15","56011729","1001"
"1193","1","10201730","15","56011730","1002"
"1194","1","10201731","15","56011731","1003"
"1195","50","91002","8","56011731","0"
"1196","1","10201732","15","56011732","1003"
"1197","100","91002","8","56011732","0"
"1198","1","10201733","15","56011733","1001"
"1199","1","10201734","15","56011734","1002"
"1200","1","10201735","15","56011735","1003"
"1201","50","91002","8","56011735","0"
"1202","1","10201736","15","56011736","1001"
"1203","1","10201737","15","56011737","1002"
"1204","1","10201738","15","56011738","1003"
"1205","50","91002","8","56011738","0"
"1206","1","10201739","15","56011739","1001"
"1207","1","10201740","15","56011740","1002"
"1208","1","10201741","15","56011741","1003"
"1209","50","91002","8","56011741","0"
"1210","1","10201742","15","56011742","1001"
"1211","1","10201743","15","56011743","1002"
"1212","1","10201744","15","56011744","1003"
"1213","50","91002","8","56011744","0"
"1214","1","10201745","15","56011745","1003"
"1215","100","91002","8","56011745","0"
"1216","1","10201746","15","56011746","1001"
"1217","1","10201747","15","56011747","1002"
"1218","1","10201748","15","56011748","1003"
"1219","50","91002","8","56011748","0"
"1220","1","10201749","15","56011749","1001"
"1221","1","10201750","15","56011750","1002"
"1222","1","10201751","15","56011751","1003"
"1223","50","91002","8","56011751","0"
"1224","1","10201752","15","56011752","1003"
"1225","100","91002","8","56011752","0"
"1226","1","10201753","15","56011753","1001"
"1227","1","10201754","15","56011754","1002"
"1228","1","10201755","15","56011755","1003"
"1229","50","91002","8","56011755","0"
"1230","1","10201756","15","56011756","1001"
"1231","1","10201757","15","56011757","1002"
"1232","1","10201758","15","56011758","1003"
"1233","50","91002","8","56011758","0"
"1234","1","10201759","15","56011759","1001"
"1235","1","10201760","15","56011760","1002"
"1236","1","10201761","15","56011761","1003"
"1237","50","91002","8","56011761","0"
"1238","1","10201762","15","56011762","1001"
"1239","1","10201763","15","56011763","1002"
"1240","1","10201764","15","56011764","1003"
"1241","50","91002","8","56011764","0"
"1242","1","10201765","15","56011765","1003"
"1243","100","91002","8","56011765","0"
"1244","1","10201766","15","56011766","1001"
"1245","1","10201767","15","56011767","1002"
"1246","1","10201768","15","56011768","1003"
"1247","50","91002","8","56011768","0"
"1248","1","10201769","15","56011769","1001"
"1249","1","10201770","15","56011770","1002"
"1250","1","10201771","15","56011771","1003"
"1251","50","91002","8","56011771","0"
"1252","1","10201772","15","56011772","1001"
"1253","1","10201773","15","56011773","1002"
"1254","1","10201774","15","56011774","1003"
"1255","50","91002","8","56011774","0"
"1256","1","10201775","15","56011775","1003"
"1257","100","91002","8","56011775","0"
"1258","1","10201776","15","56011776","1001"
"1259","1","10201777","15","56011777","1002"
"1260","1","10201778","15","56011778","1003"
"1261","50","91002","8","56011778","0"
"1262","1","10201779","15","56011779","1001"
"1263","1","10201780","15","56011780","1002"
"1264","1","10201781","15","56011781","1003"
"1265","50","91002","8","56011781","0"
"1266","1","10201782","15","56011782","1001"
"1267","1","10201783","15","56011783","1002"
"1268","1","10201784","15","56011784","1003"
"1269","50","91002","8","56011784","0"
"1270","1","10201785","15","56011785","1003"
"1271","100","91002","8","56011785","0"
"1272","1","11601001","15","51601001","1001"
"1273","1","11601002","15","51601002","1002"
"1274","1","11601003","15","51601003","1003"
"1275","1","10201786","15","56011786","1001"
"1276","1","10201787","15","56011787","1002"
"1277","1","10201788","15","56011788","1003"
"1278","50","91002","8","56011788","0"
"1279","1","10201789","15","56011789","1001"
"1280","1","10201790","15","56011790","1002"
"1281","1","10201791","15","56011791","1003"
"1282","50","91002","8","56011791","0"
"1283","1","10201792","15","56011792","1003"
"1284","100","91002","8","56011792","0"
"1285","1","10201793","15","56011793","1001"
"1286","1","10201794","15","56011794","1002"
"1287","1","10201795","15","56011795","1003"
"1288","50","91002","8","56011795","0"
"1289","1","10201796","15","56011796","1001"
"1290","1","10201797","15","56011797","1002"
"1291","1","10201798","15","56011798","1003"
"1292","50","91002","8","56011798","0"
"1293","1","10201799","15","56011799","1003"
"1294","100","91002","8","56011799","0"
"1295","1","10201800","15","56011800","1001"
"1296","1","10201801","15","56011801","1002"
"1297","1","10201802","15","56011802","1003"
"1298","50","91002","8","56011802","0"
"1299","1","10201803","15","56011803","1001"
"1300","1","10201804","15","56011804","1002"
"1301","1","10201805","15","56011805","1003"
"1302","50","91002","8","56011805","0"
"1303","1","10201806","15","56011806","1003"
"1304","100","91002","8","56011806","0"
"1305","1","10201807","15","56011807","1001"
"1306","1","10201808","15","56011808","1002"
"1307","1","10201809","15","56011809","1003"
"1308","50","91002","8","56011809","0"
"1309","1","10201810","15","56011810","1001"
"1310","1","10201811","15","56011811","1002"
"1311","1","10201812","15","56011812","1003"
"1312","50","91002","8","56011812","0"
"1313","1","10201813","15","56011813","1001"
"1314","1","10201814","15","56011814","1002"
"1315","1","10201815","15","56011815","1003"
"1316","50","91002","8","56011815","0"
"1317","1","10201816","15","56011816","1001"
"1318","1","10201817","15","56011817","1002"
"1319","1","10201818","15","56011818","1003"
"1320","50","91002","8","56011818","0"
"1321","1","10201819","15","56011819","1003"
"1322","100","91002","8","56011819","0"
"1323","1","10201820","15","56011820","1001"
"1324","1","10201821","15","56011821","1002"
"1325","1","10201822","15","56011822","1003"
"1326","50","91002","8","56011822","0"
"1327","1","10201823","15","56011823","1001"
"1328","1","10201824","15","56011824","1002"
"1329","1","10201825","15","56011825","1003"
"1330","50","91002","8","56011825","0"
"1331","1","10201826","15","56011826","1001"
"1332","1","10201827","15","56011827","1002"
"1333","1","10201828","15","56011828","1003"
"1334","50","91002","8","56011828","0"
"1335","1","10201829","15","56011829","1001"
"1336","1","10201830","15","56011830","1002"
"1337","1","10201831","15","56011831","1003"
"1338","50","91002","8","56011831","0"
"1339","1","11701001","15","51701001","1001"
"1340","1","10201832","15","56011832","1001"
"1341","1","10201833","15","56011833","1002"
"1342","1","10201834","15","56011834","1003"
"1343","50","91002","8","56011834","0"
"1344","1","10201835","15","56011835","1001"
"1345","1","10201836","15","56011836","1002"
"1346","1","10201837","15","56011837","1003"
"1347","50","91002","8","56011837","0"
"1348","1","10201838","15","56011838","1003"
"1349","100","91002","8","56011838","0"
"1350","1","10201839","15","56011839","1003"
"1351","100","91002","8","56011839","0"
"1352","1","10201840","15","56011840","1003"
"1353","100","91002","8","56011840","0"
"1354","1","10201841","15","56011841","1001"
"1355","1","10201842","15","56011842","1002"
"1356","1","10201843","15","56011843","1003"
"1357","50","91002","8","56011843","0"
"1358","1","10201844","15","56011844","1001"
"1359","1","10201845","15","56011845","1002"
"1360","1","10201846","15","56011846","1003"
"1361","50","91002","8","56011846","0"
"1362","1","10201847","15","56011847","1001"
"1363","1","10201848","15","56011848","1002"
"1364","1","10201849","15","56011849","1003"
"1365","50","91002","8","56011849","0"
"1366","1","10201850","15","56011850","1001"
"1367","1","10201851","15","56011851","1002"
"1368","1","10201852","15","56011852","1003"
"1369","50","91002","8","56011852","0"
"1370","1","10201853","15","56011853","1001"
"1371","1","10201854","15","56011854","1002"
"1372","1","10201855","15","56011855","1003"
"1373","50","91002","8","56011855","0"
"1374","1","10201856","15","56011856","1001"
"1375","1","10201857","15","56011857","1002"
"1376","1","10201858","15","56011858","1003"
"1377","50","91002","8","56011858","0"
"1378","1","10201859","15","56011859","1001"
"1379","1","10201860","15","56011860","1002"
"1380","1","10201861","15","56011861","1003"
"1381","50","91002","8","56011861","0"
"1382","1","10201862","15","56011862","1003"
"1383","100","91002","8","56011862","0"
"1384","1","10201863","15","56011863","1001"
"1385","1","10201864","15","56011864","1002"
"1386","1","10201865","15","56011865","1003"
"1387","50","91002","8","56011865","0"
"1388","1","10201866","15","56011866","1001"
"1389","1","10201867","15","56011867","1002"
"1390","1","10201868","15","56011868","1003"
"1391","50","91002","8","56011868","0"
"1392","1","10201869","15","56011869","1001"
"1393","1","10201870","15","56011870","1002"
"1394","1","10201871","15","56011871","1003"
"1395","50","91002","8","56011871","0"
"1396","1","10201872","15","56011872","1001"
"1397","1","10201873","15","56011873","1002"
"1398","1","10201874","15","56011874","1003"
"1399","50","91002","8","56011874","0"
"1400","1","11801001","15","51801001","1003"
"1401","1","10201875","15","56011875","1001"
"1402","1","10201876","15","56011876","1002"
"1403","1","10201877","15","56011877","1003"
"1404","50","91002","8","56011877","0"
"1405","1","10201878","15","56011878","1001"
"1406","1","10201879","15","56011879","1002"
"1407","1","10201880","15","56011880","1003"
"1408","50","91002","8","56011880","0"
"1409","1","10201881","15","56011881","1001"
"1410","1","10201882","15","56011882","1002"
"1411","1","10201883","15","56011883","1003"
"1412","50","91002","8","56011883","0"
"1413","1","10201884","15","56011884","1001"
"1414","1","10201885","15","56011885","1002"
"1415","1","10201886","15","56011886","1003"
"1416","50","91002","8","56011886","0"
"1417","1","10201887","15","56011887","1001"
"1418","1","10201888","15","56011888","1002"
"1419","1","10201889","15","56011889","1003"
"1420","50","91002","8","56011889","0"
"1421","1","10201890","15","56011890","1001"
"1422","1","10201891","15","56011891","1002"
"1423","1","10201892","15","56011892","1003"
"1424","50","91002","8","56011892","0"
"1425","1","10201893","15","56011893","1001"
"1426","1","10201894","15","56011894","1002"
"1427","1","10201895","15","56011895","1003"
"1428","50","91002","8","56011895","0"
"1429","1","10201896","15","56011896","1001"
"1430","1","10201897","15","56011897","1002"
"1431","1","10201898","15","56011898","1003"
"1432","50","91002","8","56011898","0"
"1433","1","10201899","15","56011899","1003"
"1434","100","91002","8","56011899","0"
"1435","1","10201900","15","56011900","1003"
"1436","100","91002","8","56011900","0"
"1437","1","10201901","15","56011901","1003"
"1438","100","91002","8","56011901","0"
"1439","1","10201902","15","56011902","1001"
"1440","1","10201903","15","56011903","1002"
"1441","1","10201904","15","56011904","1003"
"1442","50","91002","8","56011904","0"
"1443","1","10201905","15","56011905","1001"
"1444","1","10201906","15","56011906","1002"
"1445","1","10201907","15","56011907","1003"
"1446","50","91002","8","56011907","0"
"1447","1","10201908","15","56011908","1001"
"1448","1","10201909","15","56011909","1002"
"1449","1","10201910","15","56011910","1003"
"1450","50","91002","8","56011910","0"
"1451","1","10201911","15","56011911","1001"
"1452","1","10201912","15","56011912","1002"
"1453","1","10201913","15","56011913","1003"
"1454","50","91002","8","56011913","0"
"1455","1","10201914","15","56011914","1001"
"1456","1","10201915","15","56011915","1002"
"1457","1","10201916","15","56011916","1003"
"1458","50","91002","8","56011916","0"
"1459","1","10202019","15","56012019","1003"
"1460","1","10201917","15","56011917","1001"
"1461","1","10201918","15","56011918","1002"
"1462","1","10201919","15","56011919","1003"
"1463","50","91002","8","56011919","0"
"1464","1","10201920","15","56011920","1001"
"1465","1","10201921","15","56011921","1002"
"1466","1","10201922","15","56011922","1003"
"1467","50","91002","8","56011922","0"
"1468","1","10201923","15","56011923","1001"
"1469","1","10201924","15","56011924","1002"
"1470","1","10201925","15","56011925","1003"
"1471","50","91002","8","56011925","0"
"1472","1","10201926","15","56011926","1001"
"1473","1","10201927","15","56011927","1002"
"1474","1","10201928","15","56011928","1003"
"1475","50","91002","8","56011928","0"
"1476","1","10201929","15","56011929","1001"
"1477","1","10201930","15","56011930","1002"
"1478","1","10201931","15","56011931","1003"
"1479","50","91002","8","56011931","0"
"1480","1","10201932","15","56011932","1001"
"1481","1","10201933","15","56011933","1002"
"1482","1","10201934","15","56011934","1003"
"1483","50","91002","8","56011934","0"
"1484","1","10201935","15","56011935","1001"
"1485","1","10201936","15","56011936","1002"
"1486","1","10201937","15","56011937","1003"
"1487","50","91002","8","56011937","0"
"1488","1","10201938","15","56011938","1001"
"1489","1","10201939","15","56011939","1002"
"1490","1","10201940","15","56011940","1003"
"1491","50","91002","8","56011940","0"
"1492","1","10201941","15","56011941","1001"
"1493","1","10201942","15","56011942","1002"
"1494","1","10201943","15","56011943","1003"
"1495","50","91002","8","56011943","0"
"1496","1","10201944","15","56011944","1001"
"1497","1","10201945","15","56011945","1002"
"1498","1","10201946","15","56011946","1003"
"1499","50","91002","8","56011946","0"
"1500","1","10201947","15","56011947","1001"
"1501","1","10201948","15","56011948","1002"
"1502","1","10201949","15","56011949","1003"
"1503","50","91002","8","56011949","0"
"1504","1","10201950","15","56011950","1001"
"1505","1","10201951","15","56011951","1002"
"1506","1","10201952","15","56011952","1003"
"1507","50","91002","8","56011952","0"
"1508","1","10201953","15","56011953","1001"
"1509","1","10201954","15","56011954","1002"
"1510","1","10201955","15","56011955","1003"
"1511","50","91002","8","56011955","0"
"1512","1","10201956","15","56011956","1003"
"1513","100","91002","8","56011956","0"
"1514","1","10201957","15","56011957","1001"
"1515","1","10201958","15","56011958","1002"
"1516","1","10201959","15","56011959","1003"
"1517","50","91002","8","56011959","0"
"1518","1","10201960","15","56011960","1001"
"1519","1","10201961","15","56011961","1002"
"1520","1","10201962","15","56011962","1003"
"1521","50","91002","8","56011962","0"
"1522","1","10201963","15","56011963","1001"
"1523","1","10201964","15","56011964","1002"
"1524","1","10201965","15","56011965","1003"
"1525","50","91002","8","56011965","0"
