9ecd376445305791e3024b14921c4bd32fc8f443264177986370c2a374422e98,c9d67418493c478d07a8fae1ef3ebcda40ca09c21d0793eaac381a0095b2246d,11992eea048f82aa4f273f01667dfd049c5b3c4d1a95042f51416f00c96d40bf,d2007a24207b05365484dc4d3257f9ba02bbab0a19ab2c8d6794ab9a5d4101c0,c4cedfb9b221f64405be610ecb1d8fd0a65b3d62f42e652a3b139465efdad7d1,4a2988f68f45901adad5e2ff53c63e2d3af861aaed8bee2869d6d87b6ea6b4f6,9d78f63822ea23cadd6d05776428111e96f8c991aa99df82de990c8b4643af75,76cd05e6a38f9a31c055e4b7429e3ff3f85ded2cc1c6e9d2c4092570b107605d,2fe1587ba75b2a9754002f4d9d68f180b14c66a75a3f553eb4ae691e5072e960,47561e7e914284ff7a2a2fed2c2df42b2d75bff69be55a9c8514a9e0646d89f4,83739ebabc5ebf30cdb55e3766b1b9b4d76254d1a395e610ae83e6208f56fbca
"","62157","","","0.2","131011","3","5146062","1","wish_talk_joy",""
"","62158","","0","","vo_apg","21","5146062","0","vo_apg_0214",""
"0","62159","0","1","0","131011","11","5146062","10","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1"
"","62160","","","","0","91","5146062","","",""
"","62161","","","","0","22","5146062","","0",""
"","62162","","","0.2","131011","3","5146062","1","wish_idle_joy",""
"0","62163","0","0","-30","100911","12","5146062","2","10","0"
"0","62164","0","0","0","131011","12","5146062","2","7","0"
"","62165","","","","2","93","5146062","","0",""
"","62166","","","","62167","101","5146062","","",""
"","62167","","","","0","22","5146062","","0.2",""
"walk_surprise_sad_blue","63001","1","-10","1.8","1","1","5146063","110","106611","-288"
"walk_surprise_sad_blue","63002","1","-10","1.8","3","5","5146063","111","1066","-288"
"idle_normal_noface","63003","1","260","1.8","1","1","5146063","100","130911","-288"
"idle_normal_kururu","63004","1","260","1.8","1","5","5146063","101","99","-288"
"empty","63005","0","-420","1.8","1","1","5146063","103","126411","-268"
"empty","63006","0","-420","1.8","1","5","5146063","113","98","-268"
"","63007","","","","106611","13","5146063","","210",""
"","63008","","","","130911","13","5146063","","200",""
"","63009","","","","126411","13","5146063","","203",""
"idle","63010","0","0","0.85","7","5","5146063","15","7","-174"
"empty","63011","0","0","1","20","5","5146063","210","20","156"
"empty","63012","0","0","1","22","5","5146063","211","22","66"
"empty","63013","0","0","1","21","5","5146063","60","211","153"
"empty","63014","0","0","1","21","5","5146063","190","212","0"
"","63015","","0","1","1","31","5146063","0","1","1"
"","63016","","-57.7","1","2","31","5146063","0","2","1"
"","63017","","","","2","37","5146063","","black",""
"","63018","","0","0","10","31","5146063","0","10","1"
"","63019","","-268","0","16","31","5146063","-420","16","1"
"","63020","","0","1","20","31","5146063","0","20","1"
"","63021","","","","20","36","5146063","","20",""
"","63022","","","","20","36","5146063","","22",""
"","63023","","","","0","91","5146063","","0",""
"","63024","","","","0","102","5146063","0","0",""
"","63025","","","","0.4","93","5146063","","0",""
"","63026","","","","2","37","5146063","","iris_out",""
"","63027","","2.5","","106611","2","5146063","-288","-260","0"
"","63028","","2.5","","1066","2","5146063","-288","-260","0"
"","63029","","","","2.5","93","5146063","","0",""
"","63030","","","0.2","106611","3","5146063","1","sad_idle_blue",""
"","63031","","","0.2","1066","3","5146063","1","sad_idle_blue","0"
"","63032","","","","0.1","93","5146063","","0",""
"","63033","","","0.2","106611","3","5146063","1","tired_talk1",""
"","63034","","","0.2","1066","3","5146063","1","tired_talk1",""
"","63035","","0","","vo_apg","21","5146063","0","vo_apg_0301",""
"0","63036","0","1","0","106611","11","5146063","10","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1"
"","63037","","","","0","91","5146063","","",""
"","63038","","","0.2","106611","3","5146063","1","tired_talk2",""
"","63039","","","0.2","1066","3","5146063","1","tired_talk2",""
"","63040","","0","","vo_apg","21","5146063","0","vo_apg_0302",""
"0","63041","0","1","0","106611","11","5146063","10","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1"
"","63042","","","","0","91","5146063","","",""
"","63043","","","0.2","106611","3","5146063","1","tired_idle",""
"","63044","","","0.2","1066","3","5146063","1","tired_idle",""
"","63045","","","0.2","130911","3","5146063","1","talk_normal",""
"","63046","","","0.2","99","3","5146063","1","talk_normal",""
"","63047","","0","","vo_apg","21","5146063","0","vo_apg_0303",""
"0","63048","0","1","0","130911","11","5146063","10","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1"
"","63049","","","","0","91","5146063","","",""
"","63050","","","0.2","130911","3","5146063","1","idle_normal",""
"","63051","","","0","211","3","5146063","0","coaster_3_in",""
"","63052","","","","106611","4","5146063","","0",""
"","63053","","","","1066","4","5146063","","0",""
"","63054","0","doya_talk_nervous_furimuki","0","106611","3","5146063","0","doya_in_nervous_furimuki","1"
"","63055","0","doya_talk_nervous_furimuki","0","1066","3","5146063","0","doya_in_nervous_furimuki","1"
"","63056","","0","","vo_apg","21","5146063","0","vo_apg_0304",""
"0","63057","0","1","0","106611","11","5146063","10","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1"
"","63058","","","","0","91","5146063","","",""
"","63059","","","0.2","106611","3","5146063","1","cool_talk_dere",""
"","63060","","","0.2","1066","3","5146063","1","cool_talk_dere",""
"","63061","","0","","vo_apg","21","5146063","0","vo_apg_0305",""
"0","63062","0","1","0","106611","11","5146063","10","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1"
"","63063","","","","0","91","5146063","","",""
"","63064","","","0.2","106611","3","5146063","1","cool_idle_doya",""
"","63065","","","0.2","1066","3","5146063","1","cool_idle_doya",""
"","63066","","","0","211","3","5146063","0","coaster_3_out",""
"","63067","","","0.2","130911","3","5146063","1","kururu_sad_talk",""
"","63068","","","0.2","99","3","5146063","1","kururu_sad_talk",""
"","63069","","0","","vo_apg","21","5146063","0","vo_apg_0306",""
"0","63070","0","1","0","130911","11","5146063","10","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1"
"","63071","","","","0","91","5146063","","",""
"","63072","","","","0","22","5146063","","0",""
"","63073","","","0.2","130911","3","5146063","1","idle_normal_noface",""
"","63074","","","0.2","99","3","5146063","1","idle_normal_kururu",""
"","63075","","","0.2","106611","3","5146063","1","cool_idle_surprise",""
"","63076","","","0.2","1066","3","5146063","1","cool_idle_surprise",""
"","63077","0","kuroche_pose_talk_anger","0","126411","3","5146063","0","kuroche_appear","1"
"","63078","0","kuroche_pose_talk_anger","0","98","3","5146063","0","kuroche_appear","1"
"","63079","","","","0.5","93","5146063","","0",""
"","63080","","","","15","122","5146063","0.5","15",""
"","63081","","","","16","32","5146063","","1",""
"","63082","","","0","106611","3","5146063","0","inori_dodge_in",""
"","63083","","","0","1066","3","5146063","0","inori_dodge_in",""
"","63084","","","","0.6","93","5146063","","0",""
"","63085","","0","","vo_apg","21","5146063","0","vo_apg_0307",""
"0","63086","0","1","20","126411","11","5146063","10","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1"
"","63087","","","","0","91","5146063","","",""
"","63088","","","0.2","126411","3","5146063","1","kuroche_pose_idle_doya",""
"","63089","0","inori_anger_talk","0.1","106611","3","5146063","0","inori_dodge_out","1"
"","63090","0","inori_anger_talk","0.1","1066","3","5146063","0","inori_dodge_out","1"
"","63091","","0","","vo_apg","21","5146063","0","vo_apg_0308",""
"0","63092","0","1","0","106611","11","5146063","10","は？　いや、こっちは全然\n話がみえねーんですけど…","1"
"","63093","","","","0","91","5146063","","",""
"","63094","","","0.2","106611","3","5146063","1","inori_anger_idle",""
"","63095","","","0.2","1066","3","5146063","1","inori_anger_idle",""
"","63096","","","0.2","130911","3","5146063","1","kururu_guid_talk",""
"","63097","","","0.2","99","3","5146063","1","kururu_guid_talk",""
"","63098","","0","","vo_apg","21","5146063","0","vo_apg_0309",""
"0","63099","0","1","0","130911","11","5146063","10","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1"
"","63100","","","","0","91","5146063","","",""
"","63101","","","0.2","130911","3","5146063","1","idle_normal_noface",""
"","63102","","","0.2","99","3","5146063","1","idle_normal_kururu",""
"","63103","","","","16","37","5146063","","low",""
"","63104","","","","se_10055900","23","5146063","1","se_10055900_chroche_01",""
"","63105","0","inori_jitabata_loop","0.2","106611","3","5146063","0","inori_jitabata_in","1"
"","63106","0","inori_jitabata_loop","0.2","1066","3","5146063","0","inori_jitabata_in","1"
"","63107","0","kuroche_catch_loop","0.2","126411","3","5146063","0","kuroche_catch_in","1"
"","63108","0","kuroche_catch_loop","0.2","98","3","5146063","0","kuroche_catch_in","1"
"","63109","","0","","vo_apg","21","5146063","0","vo_apg_0310",""
"0","63110","-27","1","112","126411","11","5146063","10","ではではっ♪\nしっかりつかまっててくださいね～っ♪","1"
"","63111","","","","0","91","5146063","","",""
"","63112","","","","0","22","5146063","","0",""
"","63113","","","","se_10055900_chroche_01","24","5146063","","0.2",""
"","63114","","","","se_10055900","23","5146063","0","se_10055900_chroche_02",""
"","63115","","","","16","37","5146063","","high",""
"","63116","","","","5","122","5146063","1","5",""
"","63117","","","","1","93","5146063","","0",""
"","63118","","","0","106611","3","5146063","0","inori_jitabata_takeoff",""
"","63119","","","0","1066","3","5146063","0","inori_jitabata_takeoff",""
"","63120","","","0","126411","3","5146063","0","kuroche_catch_takeoff",""
"","63121","","","0","98","3","5146063","0","kuroche_catch_takeoff",""
"","63122","","","","100","122","5146063","0.5","100",""
"","63123","","","","0.4","93","5146063","","0",""
"","63124","","","","130911","4","5146063","","0",""
"","63125","","","0","130911","3","5146063","0","kururu_furimuki_watch",""
"","63126","","","0","99","3","5146063","0","empty",""
"","63127","","","","1.5","93","5146063","","0",""
"","63128","","","","2","37","5146063","","fade_in",""
"","63129","","","","1.5","93","5146063","","0",""
"","63130","","","0","98","3","5146063","0","empty",""
"","63131","","","","se_10055900","23","5146063","1","se_10055900_chroche_03",""
"","63132","","","0","212","3","5146063","0","coaster_4_in",""
"","63133","","","","se_10055900","23","5146063","0","se_10055900_photo",""
"","63134","","","","0.3","93","5146063","","0",""
"","63135","","","","30","122","5146063","0.5","30",""
"","63136","","0","","vo_apg","21","5146063","0","vo_apg_0311",""
"","63137","","","0","20","3","5146063","0","0311_in",""
"","63138","","","","3.6","93","5146063","","1",""
"","63139","","","0","20","3","5146063","0","0311_mid",""
"","63140","","","","","92","5146063","","",""
"","63141","","","0","20","3","5146063","0","0311_out",""
"","63142","","","","0.2","93","5146063","","0",""
"","63143","","","","30","122","5146063","0.5","30",""
"","63144","","0","","vo_apg","21","5146063","0","vo_apg_0312",""
"","63145","","","0","20","3","5146063","0","0312_in",""
"","63146","","","","2.4","93","5146063","","1",""
"","63147","","","0","20","3","5146063","0","0312_mid",""
"","63148","","","","","92","5146063","","",""
"","63149","","","0","20","3","5146063","0","0312_out",""
"","63150","","","","0.2","93","5146063","","0",""
"","63151","","","","20","37","5146063","","scale15",""
"","63152","","","0","212","3","5146063","0","coaster_4_change",""
"","63153","","0","","vo_apg","21","5146063","0","vo_apg_0313",""
"","63154","","0","","20","2","5146063","76","0","0"
"","63155","","","0","20","3","5146063","1","empty",""
"","63156","","","0","22","3","5146063","0","0313_in",""
"","63157","","","","2.4","93","5146063","","1",""
"","63158","","","0","22","3","5146063","1","0313_mid",""
"","63159","","","","","92","5146063","","",""
"","63160","","","0","22","3","5146063","0","0313_out",""
"","63161","","","","0.2","93","5146063","","0",""
"","63162","","","","0","22","5146063","","0",""
"","63163","","","","se_10055900_chroche_03","24","5146063","","0.5",""
"","63164","","","","2","37","5146063","","white",""
"","63165","","","","2","93","5146063","","0",""
"","63166","","","","20","37","5146063","","scale1",""
"","63167","","","0","212","3","5146063","0","empty",""
"","63168","","","0.2","130911","3","5146063","1","kururu_wish_idle_joy",""
"","63169","","","0.2","99","3","5146063","1","idle_normal",""
"","63170","","","0.2","106611","3","5146063","1","see_guru",""
"","63171","","","0.2","1066","3","5146063","1","see_guru",""
"","63172","","","0.2","126411","3","5146063","1","idle_normal_joy",""
"","63173","","","","130911","4","5146063","","1",""
"","63174","","0","","130911","2","5146063","-278","225","0"
"","63175","","0","","106611","2","5146063","-288","0","0"
"","63176","","0","","1066","2","5146063","-288","0","0"
"","63177","","0","","126411","2","5146063","-278","-225","0"
"","63178","","","","2","93","5146063","","0",""
"","63179","","","0.2","126411","3","5146063","1","joy_talk",""
"","63180","","0","","vo_apg","21","5146063","0","vo_apg_0314",""
"0","63181","0","1","0","126411","11","5146063","10","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1"
"","63182","","","","0","91","5146063","","",""
"","63183","","","0.2","126411","3","5146063","1","idle_normal_joy",""
"","63184","","0","","2","33","5146063","-108","23","0"
"","63185","","","","2","37","5146063","","iris_end_1",""
"","63186","","","0.2","106611","3","5146063","0","gakkari",""
"","63187","","","0.2","1066","3","5146063","0","gakkari",""
"","63188","","0","","vo_apg","21","5146063","0","vo_apg_0315",""
"1.1","63189","-31","0","23","106611","11","5146063","4","うぷ…もう、こりごりですよ…","0"
"","63190","","","","6","93","5146063","","0",""
"","63191","","","","2","37","5146063","","iris_end_2",""
"","63192","","","","1","93","5146063","","0",""
"","63193","","","","63194","101","5146063","","",""
"","63194","","","","0","22","5146063","","0.2",""
"walk_normal","64001","1","-130","1.8","1","1","5146064","106","105811","-480"
"walk_normal","64002","1","-130","1.8","6","5","5146064","107","1058","-480"
"walk_normal","64003","1","130","1.8","1","1","5146064","103","131511","-480"
"idle_normal_noface","64004","1","290","1.8","1","1","5146064","100","130911","-278"
"idle_normal_kururu","64005","1","290","1.8","1","5","5146064","101","99","-278"
"","64006","","","","105811","13","5146064","","206",""
"","64007","","","","131511","13","5146064","","203",""
"","64008","","","","130911","13","5146064","","200",""
"idle","64009","0","0","0.85","8","5","5146064","15","8","-174"
"empty","64010","0","-242","1","20","5","5146064","210","20","-53"
"empty","64011","0","-128","1","22","5","5146064","211","22","-194"
"","64012","","0","1","1","31","5146064","0","1","1"
"","64013","","-57.7","0","2","31","5146064","0","2","1"
"","64014","","0","0","12","31","5146064","0","12","1"
"","64015","","0","0","13","31","5146064","0","13","1"
"","64016","","0","1","20","31","5146064","0","20","1"
"","64017","","","","20","36","5146064","","105811",""
"","64018","","","","20","36","5146064","","131511",""
"","64019","","","","20","36","5146064","","20",""
"","64020","","","","20","36","5146064","","22",""
"","64021","","","","0","91","5146064","","0",""
"","64022","","","","0","102","5146064","0","0",""
"","64023","","","","13","32","5146064","","1",""
"","64024","","","","20","37","5146064","","scale15",""
"","64025","","","","2","93","5146064","","",""
"","64026","","0","","vo_apg","21","5146064","0","vo_apg_0401",""
"","64027","","","0","22","3","5146064","0","0401_in",""
"","64028","","","","2.7","93","5146064","","1",""
"","64029","","","0","22","3","5146064","0","0401_mid",""
"","64030","","","","","92","5146064","","",""
"","64031","","","0","22","3","5146064","0","0401_out",""
"","64032","","","","0.2","93","5146064","","0",""
"","64033","","0","","22","2","5146064","-194","129","0"
"","64034","","0","","vo_apg","21","5146064","0","vo_apg_0402",""
"","64035","","","0","22","3","5146064","0","0402_in",""
"","64036","","","","2.9","93","5146064","","1",""
"","64037","","","0","22","3","5146064","0","0402_mid",""
"","64038","","","","","92","5146064","","",""
"","64039","","","0","22","3","5146064","0","0402_out",""
"","64040","","","","0.2","93","5146064","","0",""
"","64041","","","","0","22","5146064","","0",""
"","64042","","","0","22","3","5146064","1","empty",""
"","64043","","","","0.5","93","5146064","","0",""
"","64044","","","","2","32","5146064","","1",""
"","64045","","","","2","37","5146064","","fade_in",""
"","64046","","","","1","93","5146064","","0",""
"","64047","","","","13","32","5146064","","0",""
"","64048","","","","20","37","5146064","","scale1",""
"","64049","","0","","105811","2","5146064","-298","-194","0"
"","64050","","0","","1058","2","5146064","-298","-194","0"
"","64051","","0","","131511","2","5146064","-288","-34","0"
"","64052","","","","2","37","5146064","","iris_out",""
"","64053","","2","","105811","2","5146064","-298","-385","0"
"","64054","","2","","1058","2","5146064","-298","-385","0"
"","64055","","2","","131511","2","5146064","-288","-225","0"
"","64056","","","","2","93","5146064","","0",""
"","64057","","","","105811","4","5146064","","0",""
"","64058","","","","1058","4","5146064","","0",""
"","64059","","","","131511","4","5146064","","0",""
"","64060","","","0.2","105811","3","5146064","1","idle_normal",""
"","64061","","","0.2","1058","3","5146064","1","idle_normal","0"
"","64062","","","0.2","131511","3","5146064","1","idle_normal",""
"","64063","","","","0.5","93","5146064","","0",""
"","64064","","","0.2","130911","3","5146064","1","talk_normal",""
"","64065","","","0.2","99","3","5146064","1","talk_normal",""
"","64066","","0","","vo_apg","21","5146064","0","vo_apg_0403",""
"0","64067","0","1","0","130911","11","5146064","10","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1"
"","64068","","","","0","91","5146064","","",""
"","64069","","","0.2","130911","3","5146064","1","kururu_wish_talk_joy",""
"","64070","","","0.2","99","3","5146064","1","kururu_wish_talk_joy",""
"","64071","","0","","vo_apg","21","5146064","0","vo_apg_0404",""
"0","64072","0","1","0","130911","11","5146064","10","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1"
"","64073","","","","0","91","5146064","","",""
"","64074","","","0.2","130911","3","5146064","1","idle_normal_noface",""
"","64075","","","0.2","99","3","5146064","1","idle_normal_kururu",""
"","64076","0","guts2_talk_joy","0.2","105811","3","5146064","0","guts2_in_joy","1"
"","64077","0","guts2_talk_joy","0.2","1058","3","5146064","0","guts2_in_joy","1"
"","64078","","0","","vo_apg","21","5146064","0","vo_apg_0405",""
"0","64079","0","1","0","105811","11","5146064","10","はい！　とっても\nおいしそうでした☆","1"
"","64080","","","","0","91","5146064","","",""
"","64081","","","0.2","105811","3","5146064","1","guts2_idle_joy",""
"","64082","","","0.2","1058","3","5146064","1","guts2_idle_joy",""
"","64083","","","0.5","131511","3","5146064","1","memory_talk",""
"","64084","","0","","vo_apg","21","5146064","0","vo_apg_0406",""
"0","64085","0","1","0","131511","11","5146064","10","おなか。\nぐるる…","1"
"","64086","","","","0","91","5146064","","",""
"","64087","","","0.2","131511","3","5146064","1","memory_idle",""
"","64088","","","0.2","130911","3","5146064","1","joy_talk",""
"","64089","","","0.2","99","3","5146064","1","joy_talk",""
"","64090","","0","","vo_apg","21","5146064","0","vo_apg_0407",""
"0","64091","0","1","0","130911","11","5146064","10","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1"
"","64092","","","","0","91","5146064","","",""
"","64093","","","0.5","130911","3","5146064","1","kururu_joy_slow",""
"","64094","","","0.5","131511","3","5146064","1","anger_idle_anger",""
"","64095","","0","","vo_apg","21","5146064","0","vo_apg_0408",""
"0","64096","0","1","0","131511","11","5146064","10","だっしゅ","1"
"","64097","","","","0","91","5146064","","",""
"","64098","","","0.2","131511","3","5146064","1","walk_jog_dere",""
"","64099","","3","","131511","2","5146064","-288","1100","0"
"","64100","","","","0.5","93","5146064","","0",""
"","64101","0.2","anger_talk_normal2","0.2","105811","3","5146064","0","notice_in_normal2","1"
"","64102","0.2","anger_talk_normal2","0.2","1058","3","5146064","0","notice_in_normal2","1"
"","64103","","0","","vo_apg","21","5146064","0","vo_apg_0409",""
"0","64104","0","1","0","105811","11","5146064","10","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1"
"","64105","","","","0","91","5146064","","",""
"","64106","","","","0","22","5146064","","0",""
"","64107","","","0.2","105811","3","5146064","1","run_dash_doya",""
"","64108","","","0.2","1058","3","5146064","1","run_dash_doya",""
"","64109","","1.8","","105811","2","5146064","-298","1100","0"
"","64110","","1.8","","1058","2","5146064","-298","1100","0"
"","64111","","","","1.8","93","5146064","","0",""
"","64112","","","","130911","4","5146064","","0",""
"","64113","0.2","anger_talk_surprise2_shy","0","130911","3","5146064","0","hawawa","1"
"","64114","","0","","vo_apg","21","5146064","0","vo_apg_0410",""
"0","64115","0","1","0","130911","11","5146064","10","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1"
"","64116","","","","0","91","5146064","","",""
"","64117","","","","0","22","5146064","","0",""
"","64118","","","","0.1","93","5146064","","0",""
"","64119","","","","1","37","5146064","","alter",""
"","64120","","","","12","32","5146064","","1",""
"","64121","","","","0.4","93","5146064","","0",""
"","64122","0","1","0","8","6","5146064","1","1","0"
"","64123","","0","","105811","2","5146064","-278","-725","0"
"","64124","","0","","1058","2","5146064","-278","-725","0"
"","64125","","0","","131511","2","5146064","-278","-925","0"
"","64126","","","0","105811","3","5146064","1","run_dash_peko",""
"","64127","","","0","1058","3","5146064","1","run_dash_peko",""
"","64128","","","0","131511","3","5146064","1","run_dash_presia",""
"","64129","","","0","130911","3","5146064","1","empty",""
"","64130","","10","","105811","2","5146064","-278","1185","0"
"","64131","","10","","1058","2","5146064","-278","1185","0"
"","64132","","10","","131511","2","5146064","-278","985","0"
"","64133","","","","0.3","93","5146064","","0",""
"","64134","","","","0.8","93","5146064","","0",""
"","64135","","0","","vo_apg","21","5146064","0","vo_apg_0411",""
"1","64136","0","0","40","105811","11","5146064","10","まずはあの屋台から～☆","0"
"","64137","","","","3","93","5146064","","0",""
"","64138","","0","","vo_apg","21","5146064","0","vo_apg_0412",""
"1.3","64139","0","0","40","131511","11","5146064","8","ぜんぶ\nたべるよ","0"
"","64140","","","","0.3","93","5146064","","0",""
"","64141","","","","3.6","93","5146064","","0",""
"","64142","","","","64143","101","5146064","","",""
"","64143","","","","0","22","5146064","","0.2",""
"wish_idle_normal_lookup","65001","0","-225","1.8","1","1","5146065","110","131011","-278"
"idle_normal","65002","0","-225","1.8","1","5","5146065","111","99","-278"
"idle_normal","65003","0","-225","1.8","1","5","5146065","109","98","-278"
"idle_normal_noface","65004","1","225","1.8","1","1","5146065","101","130911","-278"
"idle_normal_kururu","65005","1","225","1.8","1","5","5146065","102","97","-278"
"idle_normal","65006","1","225","1.8","1","5","5146065","100","96","-278"
"empty","65007","0","-920","1.85","1","1","5146065","105","106011","-305"
"empty","65008","0","-920","1.85","4","5","5146065","106","1060","-305"
"","65009","","","","131011","13","5146065","","210",""
"","65010","","","","130911","13","5146065","","201",""
"","65011","","","","106011","13","5146065","","205",""
"idle","65012","0","0","0.85","8","5","5146065","15","8","-174"
"","65013","","0","1","1","31","5146065","0","1","1"
"","65014","","","","0","91","5146065","","0",""
"","65015","","","","0","102","5146065","0","0",""
"","65016","","","","1","93","5146065","","0",""
"","65017","","","0.2","131011","3","5146065","1","wish_idle_joy_lookup",""
"","65018","","0","","vo_apg","21","5146065","0","vo_apg_0501",""
"0","65019","0","1","0","131011","11","5146065","10","くる～\nくる～","1"
"","65020","","","","0","91","5146065","","",""
"","65021","","","0.2","130911","3","5146065","1","talk_normal_surprise",""
"","65022","","","0.2","97","3","5146065","1","talk_normal_surprise",""
"","65023","","0","","vo_apg","21","5146065","0","vo_apg_0502",""
"0","65024","0","1","0","130911","11","5146065","10","どうしたんですか\nマホちゃんさん？","1"
"","65025","","","","0","91","5146065","","",""
"","65026","","","0.2","130911","3","5146065","1","idle_normal_noface",""
"","65027","","","0.2","97","3","5146065","1","idle_normal_kururu",""
"","65028","","","0.2","131011","3","5146065","1","sad_talk_normalR",""
"","65029","","0","","vo_apg","21","5146065","0","vo_apg_0503",""
"0","65030","0","1","0","131011","11","5146065","10","ん、観覧車かいらしな～って。\nくるくる～って","1"
"","65031","","","","0","91","5146065","","",""
"","65032","0","notice_loop_normal2","0.2","131011","3","5146065","0","notice_in_normal2","1"
"","65033","","0","","vo_apg","21","5146065","0","vo_apg_0504",""
"0","65034","0","1","0","131011","11","5146065","10","せや♪","1"
"","65035","","","","0","91","5146065","","",""
"","65036","","","0.2","130911","3","5146065","1","kururu_wish_idle_light",""
"","65037","","","0.2","97","3","5146065","1","kururu_wish_idle_light",""
"","65038","0","maho_kururinpa_loop","0","131011","3","5146065","0","maho_kururinpa_in","1"
"","65039","0","maho_kururinpa_loopF","0","99","3","5146065","0","maho_kururinpa_inF","1"
"","65040","0","maho_kururinpa_loopB","0","98","3","5146065","0","maho_kururinpa_inB","1"
"","65041","","0","","vo_apg","21","5146065","0","vo_apg_0505",""
"0","65042","0","1","0","131011","11","5146065","10","みらくるまほりんくるりんぱ～♪","1"
"","65043","","","","0","91","5146065","","",""
"","65044","","","0.2","130911","3","5146065","1","kururu_wish_talk_joy",""
"","65045","","0","","vo_apg","21","5146065","0","vo_apg_0506",""
"0","65046","0","1","0","130911","11","5146065","10","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1"
"","65047","","","","0","91","5146065","","",""
"","65048","0.2","idle_normal","0","131011","3","5146065","0","maho_kururinpa_out","1"
"","65049","0.2","idle_normal","0","99","3","5146065","0","maho_kururinpa_outF","1"
"","65050","0.2","idle_normal","0","98","3","5146065","0","maho_kururinpa_outB","1"
"","65051","0","kururu_kururinpa_loop","0.2","130911","3","5146065","0","kururu_sad_talk_surprise_to_kururinpa","0"
"","65052","0","kururu_kururinpa_loopF","0.2","97","3","5146065","0","kururu_sad_talk_surprise_to_kururinpaF","0"
"","65053","0","kururu_kururinpa_loopB","0.2","96","3","5146065","0","kururu_sad_talk_surprise_to_kururinpaB","0"
"","65054","","0","","vo_apg","21","5146065","0","vo_apg_0507",""
"0","65055","0","1","0","130911","11","5146065","10","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1"
"","65056","","","","0","91","5146065","","",""
"","65057","0","idle_normal_noface","0","130911","3","5146065","0","kururu_kururinpa_out","1"
"","65058","0","idle_normal_kururu","0","97","3","5146065","0","kururu_kururinpa_outF","1"
"","65059","0","idle_normal","0","96","3","5146065","0","kururu_kururinpa_outB","1"
"","65060","","","0.2","131011","3","5146065","1","joy_talk",""
"","65061","","0","","vo_apg","21","5146065","0","vo_apg_0508",""
"0","65062","0","1","0","131011","11","5146065","10","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1"
"","65063","","","","0","91","5146065","","",""
"","65064","","","0.2","131011","3","5146065","1","idle_normal",""
"","65065","0","kururu_kururinpa_loop","0.2","130911","3","5146065","0","kururu_hello_fast_to_kururinpa","0"
"","65066","0","kururu_kururinpa_loopF","0.2","97","3","5146065","0","kururu_hello_fast_to_kururinpaF","0"
"","65067","0","kururu_kururinpa_loopB","0.2","96","3","5146065","0","kururu_hello_fast_to_kururinpaB","0"
"","65068","","0","","vo_apg","21","5146065","0","vo_apg_0509",""
"0","65069","0","1","0","130911","11","5146065","10","はーい♪\nみらくるくるるんくるりんぱ～♪","1"
"","65070","","","","0","91","5146065","","",""
"","65071","0","idle_normal_noface","0","130911","3","5146065","0","kururu_kururinpa_out","1"
"","65072","0","idle_normal_kururu","0","97","3","5146065","0","kururu_kururinpa_outF","1"
"","65073","0","idle_normal","0","96","3","5146065","0","kururu_kururinpa_outB","1"
"","65074","0.2","sad_talk_normalR","0.2","131011","3","5146065","0","smile2","1"
"","65075","0.2","sad_talk_normalR","0.2","99","3","5146065","0","smile2","1"
"","65076","0.2","sad_talk_normalR","0.2","98","3","5146065","0","smile2","1"
"","65077","","0","","vo_apg","21","5146065","0","vo_apg_0510",""
"0","65078","0","1","0","131011","11","5146065","10","うふふ♪\nくる多いなぁ♪","1"
"","65079","","","","0","91","5146065","","",""
"","65080","0","maho_kurukuru_loop","0.2","131011","3","5146065","0","maho_kurukuru_in","1"
"","65081","0","maho_kurukuru_loopF","0.2","99","3","5146065","0","maho_kurukuru_inF","1"
