112fdf77278b88f2cb02e582c60e11bc99cdc844d12c67bbfd72eb81f3066b71,b058ebfcd3a9cdd875101ff009d1a8acb8ba12ca3a420b7d667895dbb9e93284,c0b579e5d452b20cd8e8b206096828a30ed871f07ef9c213760efb2effcad293,d40ffa57e23a6d062171626008fcfe049920ea65a117fab9b28974b279844eca,076c27f8434cf9bfc5b20f2bf15481cdaa8194b62ebe2b059f354318997fda19,082fe93f7cf0f2ae266669ee52c954a5c4211acd730cd6d2cf43e471482b073a,0a801767c3259333ccb209c7714cf64773f6acda6a70602357219f106531a941,10116d378ac183ee518beb01da30bb8da7846c9b919b639943b26dd807f23675,2b15b254332842094f2ddd9409a0a94f4732bc427d9def80b12d432a213cdb7e,12dc7f8a0ac861b09763780a2ade3919e14f79bcfc6291f5fee4e1b814fab17b,43be309bbcb84d2381b32c3260d5379b7a2a384d35a426182269d8eb6a1d4334,df94efc3a1097e62f4be529e0608ef9af5eefc8af210bd30eaddd153fdf64e26
"0","2","0","2","1009814","0","0","vo_lsv_1401","vo_lsv","100981402","0","0"
"0","1","160","3","1009814","0","1","0","0","100981403","0","0.677"
"0","4","0","4","1009814","1","0","0","0","100981404","0.7","0"
"0","1","270","5","1009814","0","2","0","0","100981405","0","1.677"
"0","4","0","6","1009814","1","0","0","0","100981406","3.5","0"
"0","2","0","7","1009814","0","0","vo_lsv_1402","vo_lsv","100981407","0","0"
"0","1","270","8","1009814","0","4","0","0","100981408","0","1.099"
"0","4","0","9","1009814","1","0","0","0","100981409","1.13","0"
"0","1","160","10","1009814","0","5","0","0","100981410","0","1.234"
"0","4","0","11","1009814","1","0","0","0","100981411","2.2","0"
"0","2","0","12","1009814","0","0","vo_lsv_1403","vo_lsv","100981412","0","0"
"0","1","180","13","1009814","0","6","0","0","100981413","0","1.37"
"0","4","0","14","1009814","1","0","0","0","100981414","2.5","0"
"0","2","0","15","1009814","0","0","vo_lsv_1404","vo_lsv","100981415","0","0"
"0","1","100","16","1009814","0","8","0","0","100981416","0","1"
"0","4","0","17","1009814","1","0","0","0","100981417","1.3","0"
"0","1","327","18","1009814","0","9","0","0","100981418","0","1.661"
"0","4","0","19","1009814","1","0","0","0","100981419","1.7","0"
"0","1","180","20","1009814","0","10","0","0","100981420","0","1.344"
"0","4","0","21","1009814","1","0","0","0","100981421","2.5","0"
"0","2","0","22","1009814","0","0","vo_lsv_1405","vo_lsv","100981422","0","0"
"0","1","50","23","1009814","0","12","0","0","100981423","0","0.82"
"0","4","0","24","1009814","1","0","0","0","100981424","1.4","0"
"52","1","300","25","1009814","0","12","0","0","100981425","0","1.83"
"0","4","0","1","1009815","1","0","0","0","100981501","0.8","0"
"0","2","0","2","1009815","0","0","vo_lsv_1501","vo_lsv","100981502","0","0"
"0","1","300","3","1009815","0","1","0","0","100981503","0","2.384"
"0","4","0","4","1009815","1","0","0","0","100981504","2.41","0"
"0","1","180","5","1009815","0","2","0","0","100981505","0","1"
"0","4","0","6","1009815","1","0","0","0","100981506","2","0"
"0","2","0","7","1009815","0","0","vo_lsv_1502","vo_lsv","100981507","0","0"
"0","1","300","8","1009815","0","3","0","0","100981508","0","1.71"
"0","4","0","9","1009815","1","0","0","0","100981509","2","0"
"0","1","300","10","1009815","0","4","0","0","100981510","0","1.369"
"0","4","0","11","1009815","1","0","0","0","100981511","1.39","0"
"0","1","327","12","1009815","0","5","0","0","100981512","0","2.431"
"0","4","0","13","1009815","1","0","0","0","100981513","2.432","0"
"0","1","250","14","1009815","0","6","0","0","100981514","0","1.164"
"0","4","0","15","1009815","1","0","0","0","100981515","2.5","0"
"0","2","0","16","1009815","0","0","vo_lsv_1503","vo_lsv","100981516","0","0"
"0","1","327","17","1009815","0","7","0","0","100981517","0","3.101"
"0","4","0","18","1009815","1","0","0","0","100981518","4.5","0"
"0","2","0","19","1009815","0","0","vo_lsv_1504","vo_lsv","100981519","0","0"
"0","1","327","20","1009815","0","8","0","0","100981520","0","2.454"
"0","4","0","21","1009815","1","0","0","0","100981521","2.484","0"
"0","1","150","22","1009815","0","9","0","0","100981522","0","0.727"
"0","4","0","23","1009815","1","0","0","0","100981523","2","0"
"0","2","0","24","1009815","0","0","vo_lsv_1505","vo_lsv","100981524","0","0"
"0","1","300","25","1009815","0","10","0","0","100981525","0","1.984"
"0","4","0","26","1009815","1","0","0","0","100981526","3","0"
"0","2","0","27","1009815","0","0","vo_lsv_1506","vo_lsv","100981527","0","0"
"0","1","327","28","1009815","0","12","0","0","100981528","0","2.1"
