a5b6d3f570f97f115ece0cf69994695f3e898bfbda479675ca336b6b3c0cae61,72b05f3e8988f5a1376969097e894b26682e79d34eec4cabc24ee9f2bc09806a,7c55147dcb2e80e6a3497fb0dbf3b965e36f2358684230ccce09acff4be512f6,e1cb17667c74ea9bb9d4ce364ba4df925f5510bd25488041245268a6220ebb31,b410e22fc0d43c129741ae9fd387854327e1de47763d7cb48797bd57ee13a766,189b503aad23fd0c4886de076b3210974733f8ecc103507abf7d14aa81ebfa4d,2341cf5bdcb69c851f62df75f7676fff48ff3b082d9624afb687bd1ec645bf75,b349901fd80c1cb4f209ff4931db9fe1ed55ef8e3c773357ad458fe9be33e894,3bf1fba8a90e7556543dc61f544db44a39a235adcde05fa84ef5afdd95aa69c7,22fd712c13e7605b4351cf1b5ffe6f710a8983058587c3144c69b772f478e9c2,0a48d6fc9c3aee58d4176bbb4ed9c667ee7307ee13d04d7c734c35c5cd534d2b
"30101","30101005","0","0","1392","3","ミホ（ガルパン）の絆ランクを4にしよう","4","0","301","30101005"
"30101","30101006","0","0","5216000","73","イベントストーリー オープニングを閲覧しよう","1","0","301","30101006"
"30101","30101007","99010","0","1017","76","イベント報酬券を500枚消費しよう","500","0","301","30101007"
"30101","30101008","0","0","1017","75","イベントクエストを10回クリアしよう","10","0","301","30101008"
"30101","30101009","0","0","0","21","スタミナを500消費しよう","500","0","301","30101009"
"30101","30101010","0","0","0","88","探索を4回クリアしよう","4","0","301","30101010"
"30101","30101011","0","0","0","89","ダンジョンに1回挑戦しよう","1","0","301","30101011"
"30101","30101012","0","0","0","90","バトルアリーナで1回戦おう","1","0","301","30101012"
"30101","30101013","0","0","3010101","17","ステップ1のミッションをすべて達成しよう","12","0","301","30101013"
"30102","30102001","0","0","139201","4","ミホ（ガルパン）を★2にしよう","2","0","301","30102001"
"30102","30102002","0","0","139201","1","ミホ（ガルパン）をLv50にしよう","50","0","301","30102002"
"30102","30102003","0","0","139201","2","ミホ（ガルパン）をRANK6にしよう","6","0","301","30102003"
"30102","30102004","0","0","139201","79","ミホ（ガルパン）のユニオンバーストをLv50にしよう","50","0","301","30102004"
"30102","30102005","0","0","1017","74","イベントに2日ログインしよう","2","0","301","30102005"
"30102","30102006","0","0","1017","75","イベントクエストを30回クリアしよう","30","0","301","30102006"
"30102","30102007","99010","0","1017","76","イベント報酬券を1500枚消費しよう","1500","0","301","30102007"
"30102","30102008","0","0","5216004","73","イベントストーリー 第3話を閲覧しよう","1","0","301","30102008"
"30102","30102009","0","0","1392001","80","ミホ（ガルパン）のキャラクターストーリー第1話を閲覧しよう","1","0","301","30102009"
"30102","30102010","0","0","0","56","キャラのLvを合計で100回上げよう","100","0","301","30102010"
"30102","30102011","0","0","0","87","キャラのRANKを合計で10回上げよう","10","0","301","30102011"
"30102","30102012","0","0","0","27","キャラのスキルLvを合計で300回上げよう","300","0","301","30102012"
"30102","30102013","0","0","0","21","スタミナを1500消費しよう","1500","0","301","30102013"
"30102","30102014","0","0","0","88","探索を8回クリアしよう","8","0","301","30102014"
"30102","30102015","0","0","0","89","ダンジョンに2回挑戦しよう","2","0","301","30102015"
"30102","30102016","0","0","0","90","バトルアリーナで5回戦おう","5","0","301","30102016"
"30102","30102017","0","0","0","91","プリンセスアリーナで5回戦おう","5","0","301","30102017"
"30102","30102018","0","0","3010201","17","ステップ2のミッションをすべて達成しよう","17","0","301","30102018"
"30103","30103001","0","0","139201","4","ミホ（ガルパン）を★3にしよう","3","0","301","30103001"
"30103","30103002","0","0","1017","74","イベントに5日ログインしよう","5","0","301","30103002"
"30103","30103003","0","0","1017","75","イベントクエストを100回クリアしよう","100","0","301","30103003"
"30103","30103004","0","0","5216008","73","イベントストーリー エンディングを閲覧しよう","1","0","301","30103004"
"30103","30103005","0","0","1392002","80","ミホ（ガルパン）のキャラクターストーリー第2話を閲覧しよう","1","0","301","30103005"
"30103","30103006","99010","0","1017","76","イベント報酬券を2000枚消費しよう","2000","0","301","30103006"
"30103","30103007","0","0","139301","77","マホ（ガルパン）を編成してイベントボス(SCENARIO)を撃破しよう","1","0","301","30103007"
"30103","30103008","0","0","0","56","キャラのLvを合計で200回上げよう","200","0","301","30103008"
"30103","30103009","0","0","0","87","キャラのRANKを合計で20回上げよう","20","0","301","30103009"
"30103","30103010","0","0","0","27","キャラのスキルLvを合計で500回上げよう","500","0","301","30103010"
"30103","30103011","0","0","0","21","スタミナを3000消費しよう","3000","0","301","30103011"
"30103","30103012","0","0","0","88","探索を20回クリアしよう","20","0","301","30103012"
"30103","30103013","0","0","0","89","ダンジョンに5回挑戦しよう","5","0","301","30103013"
"30103","30103014","0","0","0","90","バトルアリーナで15回戦おう","15","0","301","30103014"
"30103","30103015","0","0","0","91","プリンセスアリーナで15回戦おう","15","0","301","30103015"
"30103","30103016","0","0","3010301","17","ステップ3のミッションをすべて達成しよう","15","0","301","30103016"
"30104","30104001","0","0","139201","4","ミホ（ガルパン）を★4にしよう","4","0","301","30104001"
"30104","30104002","0","0","1017","74","イベントに10日ログインしよう","10","0","301","30104002"
"30104","30104003","0","0","1017","75","イベントクエストを150回クリアしよう","150","0","301","30104003"
"30104","30104004","0","0","139201","77","ミホ（ガルパン）を編成してイベントボス(SCENARIO)を撃破しよう","1","0","301","30104004"
"30104","30104005","0","0","0","56","キャラのLvを合計で300回上げよう","300","0","301","30104005"
"30104","30104006","0","0","0","87","キャラのRANKを合計で30回上げよう","30","0","301","30104006"
"30104","30104007","0","0","0","27","キャラのスキルLvを合計で1000回上げよう","1000","0","301","30104007"
"30104","30104008","0","0","1392004","80","ミホ（ガルパン）のキャラクターストーリー第4話を閲覧しよう","1","0","301","30104008"
"30104","30104009","99010","0","139201","86","ミホ（ガルパン）に通常枠のEX装備を3つ装備させよう","3","0","301","30104009"
"30104","30104010","0","0","0","92","EX装備を10回上限解放しよう","10","0","301","30104010"
"30104","30104011","0","0","0","22","究極錬成を1回行おう","1","0","301","30104011"
"30104","30104012","0","0","0","21","スタミナを10000消費しよう","10000","0","301","30104012"
"30104","30104013","0","0","0","88","探索を40回クリアしよう","40","0","301","30104013"
"30104","30104014","0","0","0","89","ダンジョンに10回挑戦しよう","10","0","301","30104014"
"30104","30104015","0","0","0","90","バトルアリーナで30回戦おう","30","0","301","30104015"
"30104","30104016","0","0","0","91","プリンセスアリーナで30回戦おう","30","0","301","30104016"
"30104","30104017","0","0","3010401","17","ステップ4のミッションをすべて達成しよう","16","0","301","30104017"
