6dc6ef531450dcd3d61c1543979e99901174d51284498e6a13af7bb0b8a37313,e4383af6985356e8e4835ba365515d157efe5e0070c1b7647237d18157ae0392,8c770acca6a3cdb193775bcf7b82d5980675d3695f0e4b319ffd521e77426935,2bd80d7f815dc79bbcfebf0a31a62aa8de706c7b152d3b06a6dd1ea32a7bde0d,98dea087deca53c0964787bc61855e804b13c41f3b727776bacd6d18160c31d5,cc9c2974fff288591f26703a906f38b79ab099acf7cba14de782b4daf26e3312,061d2fcaa5aee60aa57bcaa782d5ba9da0613b8d4e05672861274ec87416f717,1d6074855de5d0e65f02f5d91e26b02e53905f971ced0e37779f255d1c7ccbbe
"15531","0","0","5","126","0","0","4"
"15541","0","0","5","168","0","0","4"
"15551","0","0","5","210","0","0","4"
"15611","0","0","2","94","0","0","1"
"15621","0","0","2","188","0","0","1"
"15631","0","0","2","282","0","0","1"
"15641","0","0","2","376","0","0","1"
"15651","0","0","2","470","0","0","1"
"15711","0","0","3","42","0","0","4"
"15721","0","0","3","84","0","0","4"
"15731","0","0","3","126","0","0","4"
"15741","0","0","3","168","0","0","4"
"15751","0","0","3","210","0","0","4"
"15811","0","0","6","15","0","0","5"
"15821","0","0","6","30","0","0","5"
"15831","0","0","6","45","0","0","5"
"15841","0","0","6","60","0","0","5"
"15851","0","0","6","75","0","0","5"
"15911","0","0","7","20","0","0","2"
"15921","0","0","7","40","0","0","2"
"15931","0","0","7","60","0","0","2"
"15941","0","0","7","80","0","0","2"
"15951","0","0","7","100","0","0","2"
"16011","0","0","3","44","0","0","3"
"16021","0","0","3","88","0","0","3"
"16031","0","0","3","132","0","0","3"
"16041","0","0","3","176","0","0","3"
"16051","0","0","3","220","0","0","3"
"16111","0","0","100","1","0","0","4"
"16121","0","0","100","2","0","0","4"
"16131","0","0","100","3","0","0","4"
"16211","0","0","1","64","0","0","5"
"16221","0","0","1","128","0","0","5"
"16231","0","0","1","192","0","0","5"
"16241","0","0","1","256","0","0","5"
"16251","0","0","1","320","0","0","5"
"16311","0","0","3","42","0","0","2"
"16321","0","0","3","84","0","0","2"
"16331","0","0","3","126","0","0","2"
"16341","0","0","3","168","0","0","2"
"16351","0","0","3","210","0","0","2"
"16411","0","0","5","44","0","0","3"
"16421","0","0","5","88","0","0","3"
"16431","0","0","5","132","0","0","3"
"16441","0","0","5","176","0","0","3"
"16451","0","0","5","220","0","0","3"
"16511","0","0","5","44","0","0","5"
"16521","0","0","5","88","0","0","5"
"16531","0","0","5","132","0","0","5"
"16541","0","0","5","176","0","0","5"
"16551","0","0","5","220","0","0","5"
"16611","3","5","3","42","4","2","1"
"16621","3","5","3","84","4","2","1"
"16631","3","5","3","126","4","2","1"
"16641","3","5","3","168","4","2","1"
"16651","3","5","3","210","4","2","1"
"16711","0","0","6","20","0","0","1"
"16721","0","0","6","40","0","0","1"
"16731","0","0","6","60","0","0","1"
"16741","0","0","6","80","0","0","1"
"16751","0","0","6","100","0","0","1"
"16811","0","0","5","46","0","0","3"
"16821","0","0","5","92","0","0","3"
"16831","0","0","5","138","0","0","3"
"16841","0","0","5","184","0","0","3"
"16851","0","0","5","230","0","0","3"
"16911","0","0","4","94","0","0","4"
"16921","0","0","4","188","0","0","4"
"16931","0","0","4","282","0","0","4"
"16941","0","0","4","376","0","0","4"
"16951","0","0","4","470","0","0","4"
"17011","0","0","6","20","0","0","5"
"17021","0","0","6","40","0","0","5"
"17031","0","0","6","60","0","0","5"
"17041","0","0","6","80","0","0","5"
"17051","0","0","6","100","0","0","5"
"17111","0","0","5","46","0","0","1"
"17121","0","0","5","92","0","0","1"
"17131","0","0","5","138","0","0","1"
"17141","0","0","5","184","0","0","1"
"17151","0","0","5","230","0","0","1"
"17211","0","0","4","94","0","0","1"
"17221","0","0","4","188","0","0","1"
"17231","0","0","4","282","0","0","1"
"17241","0","0","4","376","0","0","1"
"17251","0","0","4","470","0","0","1"
"17311","0","0","1","50","0","0","2"
"17321","0","0","1","100","0","0","2"
"17331","0","0","1","150","0","0","2"
"17341","0","0","1","200","0","0","2"
"17351","0","0","1","250","0","0","2"
"17411","0","0","7","20","0","0","5"
"17421","0","0","7","40","0","0","5"
"17431","0","0","7","60","0","0","5"
"17441","0","0","7","80","0","0","5"
"17451","0","0","7","100","0","0","5"
"17511","0","0","3","42","0","0","1"
"17521","0","0","3","84","0","0","1"
"17531","0","0","3","126","0","0","1"
"17541","0","0","3","168","0","0","1"
"17551","0","0","3","210","0","0","1"
"17611","0","0","100","1","0","0","3"
"17621","0","0","100","2","0","0","3"
"17711","0","0","101","1","0","0","4"
"17721","0","0","101","2","0","0","4"
"17731","0","0","101","3","0","0","4"
"17811","0","0","1","50","0","0","1"
"17821","0","0","1","100","0","0","1"
"17831","0","0","1","150","0","0","1"
"17841","0","0","1","200","0","0","1"
"17851","0","0","1","250","0","0","1"
"17911","0","0","1","52","0","0","3"
"17921","0","0","1","104","0","0","3"
"17931","0","0","1","156","0","0","3"
"17941","0","0","1","208","0","0","3"
"17951","0","0","1","260","0","0","3"
"18011","0","0","3","44","0","0","4"
"18021","0","0","3","88","0","0","4"
"18031","0","0","3","132","0","0","4"
"18041","0","0","3","176","0","0","4"
"18051","0","0","3","220","0","0","4"
"18111","0","0","100","1","0","0","5"
"18121","0","0","100","2","0","0","5"
"18211","0","0","6","20","0","0","2"
"18221","0","0","6","40","0","0","2"
"18231","0","0","6","60","0","0","2"
"18241","0","0","6","80","0","0","2"
"18251","0","0","6","100","0","0","2"
"18311","0","0","4","92","0","0","3"
"18321","0","0","4","184","0","0","3"
"18331","0","0","4","276","0","0","3"
"18341","0","0","4","368","0","0","3"
"18351","0","0","4","460","0","0","3"
"18411","0","0","5","44","0","0","4"
"18421","0","0","5","88","0","0","4"
"18431","0","0","5","132","0","0","4"
"18441","0","0","5","176","0","0","4"
"18451","0","0","5","220","0","0","4"
"18511","0","0","1","52","0","0","1"
"18521","0","0","1","104","0","0","1"
"18531","0","0","1","156","0","0","1"
"18541","0","0","1","208","0","0","1"
"18551","0","0","1","260","0","0","1"
"18611","0","0","1","64","0","0","4"
"18621","0","0","1","128","0","0","4"
"18631","0","0","1","192","0","0","4"
"18641","0","0","1","256","0","0","4"
"18651","0","0","1","320","0","0","4"
"18711","0","0","4","94","0","0","5"
"18721","0","0","4","188","0","0","5"
"18731","0","0","4","282","0","0","5"
"18741","0","0","4","376","0","0","5"
"18751","0","0","4","470","0","0","5"
"18811","0","0","1","52","0","0","2"
"18821","0","0","1","104","0","0","2"
"18831","0","0","1","156","0","0","2"
"18841","0","0","1","208","0","0","2"
"18851","0","0","1","260","0","0","2"
"18911","0","0","101","1","0","0","3"
"18921","0","0","101","2","0","0","3"
"18931","0","0","101","3","0","0","3"
"19011","0","0","100","1","0","0","1"
"19021","0","0","100","2","0","0","1"
"19111","0","0","4","92","0","0","2"
"19121","0","0","4","184","0","0","2"
"19131","0","0","4","276","0","0","2"
"19141","0","0","4","368","0","0","2"
"19151","0","0","4","460","0","0","2"
"19211","0","0","7","20","0","0","3"
"19221","0","0","7","40","0","0","3"
"19231","0","0","7","60","0","0","3"
"19241","0","0","7","80","0","0","3"
"19251","0","0","7","100","0","0","3"
"19311","0","0","3","46","0","0","5"
"19321","0","0","3","92","0","0","5"
"19331","0","0","3","138","0","0","5"
"19341","0","0","3","184","0","0","5"
"19351","0","0","3","230","0","0","5"
"19411","3","5","2","90","4","2","1"
"19421","3","5","2","180","4","2","1"
"19431","3","5","2","270","4","2","1"
"19441","3","5","2","360","4","2","1"
"19451","3","5","2","450","4","2","1"
"19511","0","0","100","1","0","0","1"
"19521","0","0","100","2","0","0","1"
"19531","0","0","100","3","0","0","1"
"19611","0","0","3","46","0","0","3"
"19621","0","0","3","92","0","0","3"
"19631","0","0","3","138","0","0","3"
"19641","0","0","3","184","0","0","3"
"19651","0","0","3","230","0","0","3"
"19711","0","0","2","94","0","0","4"
"19721","0","0","2","188","0","0","4"
"19731","0","0","2","282","0","0","4"
"19741","0","0","2","376","0","0","4"
"19751","0","0","2","470","0","0","4"
"19811","0","0","5","46","0","0","5"
"19821","0","0","5","92","0","0","5"
"19831","0","0","5","138","0","0","5"
"19841","0","0","5","184","0","0","5"
"19851","0","0","5","230","0","0","5"
"19911","0","0","101","1","0","0","2"
"19921","0","0","101","2","0","0","2"
"19931","0","0","101","3","0","0","2"
"20011","0","0","4","94","0","0","3"
"20021","0","0","4","188","0","0","3"
"20031","0","0","4","282","0","0","3"
"20041","0","0","4","376","0","0","3"
"20051","0","0","4","470","0","0","3"
"20111","0","0","4","96","0","0","5"
"20121","0","0","4","192","0","0","5"
"20131","0","0","4","288","0","0","5"
"20141","0","0","4","384","0","0","5"
"20151","0","0","4","480","0","0","5"
"20211","0","0","2","96","0","0","1"
"20221","0","0","2","192","0","0","1"
"20231","0","0","2","288","0","0","1"
"20241","0","0","2","384","0","0","1"
"20251","0","0","2","480","0","0","1"
"20311","0","0","4","94","0","0","2"
"20321","0","0","4","188","0","0","2"
"20331","0","0","4","282","0","0","2"
"20341","0","0","4","376","0","0","2"
"20351","0","0","4","470","0","0","2"
"20411","0","0","100","1","0","0","5"
"20421","0","0","100","2","0","0","5"
"20431","0","0","100","3","0","0","5"
"20511","0","0","4","96","0","0","2"
"20521","0","0","4","192","0","0","2"
"20531","0","0","4","288","0","0","2"
"20541","0","0","4","384","0","0","2"
"20551","0","0","4","480","0","0","2"
"20611","0","0","2","96","0","0","4"
"20621","0","0","2","192","0","0","4"
"20631","0","0","2","288","0","0","4"
"20641","0","0","2","384","0","0","4"
"20651","0","0","2","480","0","0","4"
"20711","0","0","3","44","0","0","1"
"20721","0","0","3","88","0","0","1"
"20731","0","0","3","132","0","0","1"
"20741","0","0","3","176","0","0","1"
"20751","0","0","3","220","0","0","1"
"20811","0","0","3","44","0","0","2"
"20821","0","0","3","88","0","0","2"
"20831","0","0","3","132","0","0","2"
"20841","0","0","3","176","0","0","2"
"20851","0","0","3","220","0","0","2"
"20911","0","0","100","1","0","0","3"
"20921","0","0","100","2","0","0","3"
"20931","0","0","100","3","0","0","3"
"21011","0","0","4","96","0","0","4"
"21021","0","0","4","192","0","0","4"
"21031","0","0","4","288","0","0","4"
"21041","0","0","4","384","0","0","4"
"21051","0","0","4","480","0","0","4"
"21111","0","0","4","96","0","0","1"
"21121","0","0","4","192","0","0","1"
"21131","0","0","4","288","0","0","1"
"21141","0","0","4","384","0","0","1"
"21151","0","0","4","480","0","0","1"
"21211","0","0","4","96","0","0","3"
"21221","0","0","4","192","0","0","3"
"21231","0","0","4","288","0","0","3"
"21241","0","0","4","384","0","0","3"
"21251","0","0","4","480","0","0","3"
"21311","0","0","2","94","0","0","5"
"21321","0","0","2","188","0","0","5"
"21331","0","0","2","282","0","0","5"
"21341","0","0","2","376","0","0","5"
"21351","0","0","2","470","0","0","5"
"21411","0","0","3","46","0","0","2"
"21421","0","0","3","92","0","0","2"
"21431","0","0","3","138","0","0","2"
"21441","0","0","3","184","0","0","2"
"21451","0","0","3","230","0","0","2"
"21511","0","0","5","46","0","0","4"
"21521","0","0","5","92","0","0","4"
"21531","0","0","5","138","0","0","4"
"21541","0","0","5","184","0","0","4"
"21551","0","0","5","230","0","0","4"
"21611","0","0","2","96","0","0","5"
"21621","0","0","2","192","0","0","5"
"21631","0","0","2","288","0","0","5"
"21641","0","0","2","384","0","0","5"
"21651","0","0","2","480","0","0","5"
"21711","0","0","100","1","0","0","2"
"21721","0","0","100","2","0","0","2"
"21731","0","0","100","3","0","0","2"
"21811","0","0","2","96","0","0","3"
"21821","0","0","2","192","0","0","3"
"21831","0","0","2","288","0","0","3"
"21841","0","0","2","384","0","0","3"
"21851","0","0","2","480","0","0","3"
"21911","0","0","3","46","0","0","4"
"21921","0","0","3","92","0","0","4"
"21931","0","0","3","138","0","0","4"
"21941","0","0","3","184","0","0","4"
"21951","0","0","3","230","0","0","4"
"22011","0","0","3","46","0","0","1"
"22021","0","0","3","92","0","0","1"
"22031","0","0","3","138","0","0","1"
"22041","0","0","3","184","0","0","1"
"22051","0","0","3","230","0","0","1"
"22111","0","0","2","96","0","0","2"
"22121","0","0","2","192","0","0","2"
"22131","0","0","2","288","0","0","2"
"22141","0","0","2","384","0","0","2"
"22151","0","0","2","480","0","0","2"
"22211","3","5","4","90","4","2","1"
"22221","3","5","4","180","4","2","1"
"22231","3","5","4","270","4","2","1"
"22241","3","5","4","360","4","2","1"
"22251","3","5","4","450","4","2","1"
"22311","0","0","101","1","0","0","2"
"22411","0","0","2","46","0","0","1"
"22421","0","0","2","92","0","0","1"
"22431","0","0","2","138","0","0","1"
"22441","0","0","2","184","0","0","1"
"22451","0","0","2","230","0","0","1"
"22511","0","0","6","7","0","0","3"
"22521","0","0","6","14","0","0","3"
"22531","0","0","6","21","0","0","3"
"22541","0","0","6","28","0","0","3"
"22551","0","0","6","35","0","0","3"
"22611","0","0","2","46","0","0","5"
"22621","0","0","2","92","0","0","5"
"22631","0","0","2","138","0","0","5"
"22641","0","0","2","184","0","0","5"
"22651","0","0","2","230","0","0","5"
"22711","0","0","2","46","0","0","4"
"22721","0","0","2","92","0","0","4"
"22731","0","0","2","138","0","0","4"
"22741","0","0","2","184","0","0","4"
"22751","0","0","2","230","0","0","4"
"22811","0","0","4","46","0","0","5"
"22821","0","0","4","92","0","0","5"
"22831","0","0","4","138","0","0","5"
"22841","0","0","4","184","0","0","5"
"22851","0","0","4","230","0","0","5"
"22911","0","0","101","1","0","0","3"
"23011","0","0","4","46","0","0","4"
"23021","0","0","4","92","0","0","4"
"23031","0","0","4","138","0","0","4"
"23041","0","0","4","184","0","0","4"
"23051","0","0","4","230","0","0","4"
"23111","0","0","7","7","0","0","2"
"23121","0","0","7","14","0","0","2"
"23131","0","0","7","21","0","0","2"
"23141","0","0","7","28","0","0","2"
"23151","0","0","7","35","0","0","2"
"23211","0","0","101","1","0","0","5"
"23311","0","0","100","1","0","0","3"
"23411","0","0","4","46","0","0","1"
"23421","0","0","4","92","0","0","1"
"23431","0","0","4","138","0","0","1"
"23441","0","0","4","184","0","0","1"
"23451","0","0","4","230","0","0","1"
"23511","3","5","1","26","4","2","1"
"23521","3","5","1","52","4","2","1"
"23531","3","5","1","78","4","2","1"
"23541","3","5","1","104","4","2","1"
"23551","3","5","1","130","4","2","1"
"23611","0","0","6","7","0","0","4"
"23621","0","0","6","14","0","0","4"
"23631","0","0","6","21","0","0","4"
"23641","0","0","6","28","0","0","4"
"23651","0","0","6","35","0","0","4"
"23711","0","0","7","7","0","0","1"
"23721","0","0","7","14","0","0","1"
"23731","0","0","7","21","0","0","1"
"23741","0","0","7","28","0","0","1"
"23751","0","0","7","35","0","0","1"
"23811","0","0","2","46","0","0","3"
"23821","0","0","2","92","0","0","3"
"23831","0","0","2","138","0","0","3"
"23841","0","0","2","184","0","0","3"
"23851","0","0","2","230","0","0","3"
"23911","0","0","6","7","0","0","5"
"23921","0","0","6","14","0","0","5"
"23931","0","0","6","21","0","0","5"
"23941","0","0","6","28","0","0","5"
"23951","0","0","6","35","0","0","5"
"24011","0","0","101","1","0","0","3"
"24111","0","0","101","1","0","0","1"
"24211","0","0","7","7","0","0","4"
"24221","0","0","7","14","0","0","4"
"24231","0","0","7","21","0","0","4"
"24241","0","0","7","28","0","0","4"
"24251","0","0","7","35","0","0","4"
"24311","0","0","100","1","0","0","2"
"24411","0","0","2","46","0","0","4"
"24421","0","0","2","92","0","0","4"
"24431","0","0","2","138","0","0","4"
"24441","0","0","2","184","0","0","4"
"24451","0","0","2","230","0","0","4"
"24511","0","0","6","7","0","0","2"
"24521","0","0","6","14","0","0","2"
"24531","0","0","6","21","0","0","2"
"24541","0","0","6","28","0","0","2"
"24551","0","0","6","35","0","0","2"
"24611","0","0","100","1","0","0","5"
"24711","0","0","6","7","0","0","1"
"24721","0","0","6","14","0","0","1"
"24731","0","0","6","21","0","0","1"
"24741","0","0","6","28","0","0","1"
"24751","0","0","6","35","0","0","1"
"24811","3","5","5","24","4","2","1"
"24821","3","5","5","48","4","2","1"
"24831","3","5","5","72","4","2","1"
"24841","3","5","5","96","4","2","1"
"24851","3","5","5","120","4","2","1"
"24911","0","0","2","46","0","0","2"
"24921","0","0","2","92","0","0","2"
"24931","0","0","2","138","0","0","2"
"24941","0","0","2","184","0","0","2"
"24951","0","0","2","230","0","0","2"
"25011","0","0","7","7","0","0","5"
"25021","0","0","7","14","0","0","5"
"25031","0","0","7","21","0","0","5"
"25041","0","0","7","28","0","0","5"
"25051","0","0","7","35","0","0","5"
"25111","0","0","4","46","0","0","4"
"25121","0","0","4","92","0","0","4"
"25131","0","0","4","138","0","0","4"
"25141","0","0","4","184","0","0","4"
"25151","0","0","4","230","0","0","4"
"25211","0","0","100","1","0","0","3"
"25311","0","0","2","46","0","0","5"
"25321","0","0","2","92","0","0","5"
"25331","0","0","2","138","0","0","5"
"25341","0","0","2","184","0","0","5"
"25351","0","0","2","230","0","0","5"
"25411","0","0","7","7","0","0","3"
"25421","0","0","7","14","0","0","3"
"25431","0","0","7","21","0","0","3"
"25441","0","0","7","28","0","0","3"
"25451","0","0","7","35","0","0","3"
"25511","0","0","101","1","0","0","4"
"25611","0","0","6","7","0","0","4"
"25621","0","0","6","14","0","0","4"
"25631","0","0","6","21","0","0","4"
"25641","0","0","6","28","0","0","4"
"25651","0","0","6","35","0","0","4"
"25711","0","0","4","46","0","0","2"
"25721","0","0","4","92","0","0","2"
"25731","0","0","4","138","0","0","2"
"25741","0","0","4","184","0","0","2"
"25751","0","0","4","230","0","0","2"
"25811","0","0","100","1","0","0","2"
"25911","0","0","7","7","0","0","1"
"25921","0","0","7","14","0","0","1"
"25931","0","0","7","21","0","0","1"
"25941","0","0","7","28","0","0","1"
"25951","0","0","7","35","0","0","1"
"26011","0","0","100","1","0","0","4"
"26111","3","5","3","24","4","2","1"
"26121","3","5","3","48","4","2","1"
"26131","3","5","3","72","4","2","1"
"26141","3","5","3","96","4","2","1"
"26151","3","5","3","120","4","2","1"
"26211","0","0","4","46","0","0","1"
"26221","0","0","4","92","0","0","1"
"26231","0","0","4","138","0","0","1"
"26241","0","0","4","184","0","0","1"
"26251","0","0","4","230","0","0","1"
"26311","0","0","6","7","0","0","5"
"26321","0","0","6","14","0","0","5"
"26331","0","0","6","21","0","0","5"
"26341","0","0","6","28","0","0","5"
"26351","0","0","6","35","0","0","5"
"26411","0","0","101","1","0","0","2"
"26511","0","0","2","46","0","0","5"
"26521","0","0","2","92","0","0","5"
"26531","0","0","2","138","0","0","5"
"26541","0","0","2","184","0","0","5"
"26551","0","0","2","230","0","0","5"
"26611","0","0","100","1","0","0","1"
"26711","0","0","7","7","0","0","5"
"26721","0","0","7","14","0","0","5"
"26731","0","0","7","21","0","0","5"
"26741","0","0","7","28","0","0","5"
"26751","0","0","7","35","0","0","5"
"26811","0","0","2","46","0","0","3"
"26821","0","0","2","92","0","0","3"
"26831","0","0","2","138","0","0","3"
"26841","0","0","2","184","0","0","3"
"26851","0","0","2","230","0","0","3"
"26911","0","0","101","1","0","0","4"
"27011","0","0","2","46","0","0","1"
"27021","0","0","2","92","0","0","1"
"27031","0","0","2","138","0","0","1"
"27041","0","0","2","184","0","0","1"
"27051","0","0","2","230","0","0","1"
"27111","0","0","101","1","0","0","1"
"27211","0","0","7","7","0","0","3"
"27221","0","0","7","14","0","0","3"
"27231","0","0","7","21","0","0","3"
"27241","0","0","7","28","0","0","3"
"27251","0","0","7","35","0","0","3"
"27311","0","0","4","46","0","0","2"
"27321","0","0","4","92","0","0","2"
"27331","0","0","4","138","0","0","2"
"27341","0","0","4","184","0","0","2"
"27351","0","0","4","230","0","0","2"
"27411","3","5","5","24","4","2","1"
"27421","3","5","5","48","4","2","1"
"27431","3","5","5","72","4","2","1"
"27441","3","5","5","96","4","2","1"
"27451","3","5","5","120","4","2","1"
"27511","0","0","100","1","0","0","5"
"27611","0","0","7","7","0","0","4"
"27621","0","0","7","14","0","0","4"
"27631","0","0","7","21","0","0","4"
"27641","0","0","7","28","0","0","4"
"27651","0","0","7","35","0","0","4"
"27711","0","0","4","46","0","0","3"
"27721","0","0","4","92","0","0","3"
"27731","0","0","4","138","0","0","3"
"27741","0","0","4","184","0","0","3"
"27751","0","0","4","230","0","0","3"
"27811","0","0","100","1","0","0","1"
"27911","0","0","6","7","0","0","3"
"27921","0","0","6","14","0","0","3"
"27931","0","0","6","21","0","0","3"
"27941","0","0","6","28","0","0","3"
"27951","0","0","6","35","0","0","3"
"28011","0","0","4","46","0","0","5"
"28021","0","0","4","92","0","0","5"
"28031","0","0","4","138","0","0","5"
"28041","0","0","4","184","0","0","5"
"28051","0","0","4","230","0","0","5"
"28111","0","0","2","46","0","0","2"
"28121","0","0","2","92","0","0","2"
"28131","0","0","2","138","0","0","2"
"28141","0","0","2","184","0","0","2"
"28151","0","0","2","230","0","0","2"
"28211","0","0","100","1","0","0","4"
"28311","0","0","101","1","0","0","5"
"28411","0","0","6","7","0","0","1"
"28421","0","0","6","14","0","0","1"
"28431","0","0","6","21","0","0","1"
"28441","0","0","6","28","0","0","1"
"28451","0","0","6","35","0","0","1"
"28511","0","0","100","1","0","0","5"
"28611","0","0","7","7","0","0","1"
"28621","0","0","7","14","0","0","1"
"28631","0","0","7","21","0","0","1"
"28641","0","0","7","28","0","0","1"
"28651","0","0","7","35","0","0","1"
"28711","3","5","3","24","4","2","1"
"28721","3","5","3","48","4","2","1"
"28731","3","5","3","72","4","2","1"
"28741","3","5","3","96","4","2","1"
"28751","3","5","3","120","4","2","1"
"28811","0","0","6","7","0","0","5"
"28821","0","0","6","14","0","0","5"
"28831","0","0","6","21","0","0","5"
"28841","0","0","6","28","0","0","5"
"28851","0","0","6","35","0","0","5"
"28911","0","0","101","1","0","0","1"
"29011","0","0","2","46","0","0","3"
"29021","0","0","2","92","0","0","3"
"29031","0","0","2","138","0","0","3"
"29041","0","0","2","184","0","0","3"
"29051","0","0","2","230","0","0","3"
"29111","0","0","7","7","0","0","2"
"29121","0","0","7","14","0","0","2"
"29131","0","0","7","21","0","0","2"
"29141","0","0","7","28","0","0","2"
"29151","0","0","7","35","0","0","2"
"29211","0","0","100","1","0","0","3"
"29311","0","0","4","46","0","0","4"
"29321","0","0","4","92","0","0","4"
"29331","0","0","4","138","0","0","4"
"29341","0","0","4","184","0","0","4"
"29351","0","0","4","230","0","0","4"
"29411","0","0","6","7","0","0","2"
"29421","0","0","6","14","0","0","2"
"29431","0","0","6","21","0","0","2"
"29441","0","0","6","28","0","0","2"
"29451","0","0","6","35","0","0","2"
"29511","0","0","4","46","0","0","3"
"29521","0","0","4","92","0","0","3"
"29531","0","0","4","138","0","0","3"
"29541","0","0","4","184","0","0","3"
"29551","0","0","4","230","0","0","3"
"29611","0","0","6","7","0","0","3"
"29621","0","0","6","14","0","0","3"
"29631","0","0","6","21","0","0","3"
"29641","0","0","6","28","0","0","3"
"29651","0","0","6","35","0","0","3"
"29711","0","0","2","46","0","0","1"
"29721","0","0","2","92","0","0","1"
"29731","0","0","2","138","0","0","1"
"29741","0","0","2","184","0","0","1"
"29751","0","0","2","230","0","0","1"
"29811","0","0","6","7","0","0","2"
"29821","0","0","6","14","0","0","2"
"29831","0","0","6","21","0","0","2"
"29841","0","0","6","28","0","0","2"
"29851","0","0","6","35","0","0","2"
"29911","0","0","100","1","0","0","4"
"30011","3","5","1","26","4","2","1"
"30021","3","5","1","52","4","2","1"
"30031","3","5","1","78","4","2","1"
"30041","3","5","1","104","4","2","1"
"30051","3","5","1","130","4","2","1"
"30111","0","0","4","46","0","0","2"
"30121","0","0","4","92","0","0","2"
"30131","0","0","4","138","0","0","2"
"30141","0","0","4","184","0","0","2"
"30151","0","0","4","230","0","0","2"
"30211","0","0","101","1","0","0","3"
"30311","0","0","4","46","0","0","5"
"30321","0","0","4","92","0","0","5"
"30331","0","0","4","138","0","0","5"
"30341","0","0","4","184","0","0","5"
"30351","0","0","4","230","0","0","5"
"30411","0","0","2","46","0","0","3"
"30421","0","0","2","92","0","0","3"
"30431","0","0","2","138","0","0","3"
"30441","0","0","2","184","0","0","3"
"30451","0","0","2","230","0","0","3"
"30511","0","0","4","46","0","0","1"
"30521","0","0","4","92","0","0","1"
"30531","0","0","4","138","0","0","1"
"30541","0","0","4","184","0","0","1"
"30551","0","0","4","230","0","0","1"
"30611","0","0","7","7","0","0","5"
"30621","0","0","7","14","0","0","5"
"30631","0","0","7","21","0","0","5"
"30641","0","0","7","28","0","0","5"
"30651","0","0","7","35","0","0","5"
"30711","0","0","101","1","0","0","2"
"30811","0","0","2","46","0","0","4"
"30821","0","0","2","92","0","0","4"
"30831","0","0","2","138","0","0","4"
"30841","0","0","2","184","0","0","4"
"30851","0","0","2","230","0","0","4"
"30911","0","0","2","46","0","0","1"
"30921","0","0","2","92","0","0","1"
"30931","0","0","2","138","0","0","1"
"30941","0","0","2","184","0","0","1"
"30951","0","0","2","230","0","0","1"
"31011","0","0","4","46","0","0","3"
"31021","0","0","4","92","0","0","3"
"31031","0","0","4","138","0","0","3"
"31041","0","0","4","184","0","0","3"
"31051","0","0","4","230","0","0","3"
"31111","0","0","6","7","0","0","1"
"31121","0","0","6","14","0","0","1"
"31131","0","0","6","21","0","0","1"
"31141","0","0","6","28","0","0","1"
"31151","0","0","6","35","0","0","1"
"31211","0","0","100","1","0","0","2"
"31311","3","5","3","24","4","2","1"
"31321","3","5","3","48","4","2","1"
"31331","3","5","3","72","4","2","1"
"31341","3","5","3","96","4","2","1"
"31351","3","5","3","120","4","2","1"
"31411","0","0","7","7","0","0","3"
"31421","0","0","7","14","0","0","3"
"31431","0","0","7","21","0","0","3"
"31441","0","0","7","28","0","0","3"
"31451","0","0","7","35","0","0","3"
"31511","0","0","4","46","0","0","1"
"31521","0","0","4","92","0","0","1"
"31531","0","0","4","138","0","0","1"
"31541","0","0","4","184","0","0","1"
"31551","0","0","4","230","0","0","1"
"31611","0","0","101","1","0","0","4"
"31711","0","0","2","46","0","0","5"
"31721","0","0","2","92","0","0","5"
"31731","0","0","2","138","0","0","5"
"31741","0","0","2","184","0","0","5"
"31751","0","0","2","230","0","0","5"
"31811","0","0","4","46","0","0","3"
"31821","0","0","4","92","0","0","3"
"31831","0","0","4","138","0","0","3"
"31841","0","0","4","184","0","0","3"
"31851","0","0","4","230","0","0","3"
"31911","0","0","100","1","0","0","1"
"32011","0","0","2","46","0","0","2"
"32021","0","0","2","92","0","0","2"
"32031","0","0","2","138","0","0","2"
"32041","0","0","2","184","0","0","2"
"32051","0","0","2","230","0","0","2"
"32111","0","0","6","7","0","0","4"
"32121","0","0","6","14","0","0","4"
"32131","0","0","6","21","0","0","4"
"32141","0","0","6","28","0","0","4"
"32151","0","0","6","35","0","0","4"
"32211","0","0","7","7","0","0","4"
"32221","0","0","7","14","0","0","4"
"32231","0","0","7","21","0","0","4"
"32241","0","0","7","28","0","0","4"
"32251","0","0","7","35","0","0","4"
"32311","0","0","101","1","0","0","5"
"32411","0","0","7","7","0","0","2"
"32421","0","0","7","14","0","0","2"
"32431","0","0","7","21","0","0","2"
"32441","0","0","7","28","0","0","2"
"32451","0","0","7","35","0","0","2"
"32511","0","0","4","46","0","0","5"
"32521","0","0","4","92","0","0","5"
"32531","0","0","4","138","0","0","5"
"32541","0","0","4","184","0","0","5"
"32551","0","0","4","230","0","0","5"
"32611","3","5","5","24","4","2","1"
"32621","3","5","5","48","4","2","1"
"32631","3","5","5","72","4","2","1"
"32641","3","5","5","96","4","2","1"
"32651","3","5","5","120","4","2","1"
"32711","0","0","100","1","0","0","2"
"32811","0","0","2","46","0","0","3"
"32821","0","0","2","92","0","0","3"
"32831","0","0","2","138","0","0","3"
"32841","0","0","2","184","0","0","3"
"32851","0","0","2","230","0","0","3"
