b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","100411","0","1009804069"
"0","","","","1009804","93","","","0.1","","1009804070"
"-200","","0.2","2","1009804","2","-235","0.33","102011","","1009804071"
"100","","0.2","2","1009804","2","-220","0.33","103611","","1009804072"
"270","","0.2","2","1009804","2","-250","0.33","100411","","1009804073"
"0","","","","1009804","93","","","0.7","","1009804074"
"lsv_talk_surprise_R2","","","","1009804","3","1","","102011","0.2","1009804075"
"vo_lsv_0427","","","","1009804","21","0","0","vo_lsv","","1009804076"
"ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","0","0","1","1009804","11","10","1","102011","0","1009804077"
"","","","","1009804","91","","","0","","1009804078"
"lsv_idle_normal_joyR","","","","1009804","3","1","","102011","0.2","1009804079"
"lsv_talk_arm_crossed_joy","","0.2","1","1009804","3","0","lsv_talk_arm_crossed_loop_joy","103611","0","1009804080"
"vo_lsv_0428","","","","1009804","21","0","0","vo_lsv","","1009804081"
"かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","0","0","1","1009804","11","10","1","103611","0","1009804082"
"","","","","1009804","91","","","0","","1009804083"
"lsv_idle_arm_crossed","","","","1009804","3","1","","103611","0.2","1009804084"
"lsv_talk_bitter","","","","1009804","3","1","","100411","0.2","1009804085"
"vo_lsv_0429","","","","1009804","21","0","0","vo_lsv","","1009804086"
"考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","0","0","1","1009804","11","10","1","100411","0","1009804087"
"","","","","1009804","91","","","0","","1009804088"
"lsv_idle_bitter","","","","1009804","3","1","","100411","0.2","1009804089"
"","","","","1009804","101","","","1009804137","","1009804090"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","102011","0","1009804091"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","103611","0","1009804092"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","100411","0","1009804093"
"0","","","","1009804","93","","","0.1","","1009804094"
"-200","","0.2","2","1009804","2","-235","0.33","102011","","1009804095"
"100","","0.2","2","1009804","2","-220","0.33","103611","","1009804096"
"270","","0.2","2","1009804","2","-250","0.33","100411","","1009804097"
"0","","","","1009804","93","","","0.7","","1009804098"
"lsv_exactly_joy_in","","0.2","1","1009804","3","0","lsv_exactly_joy_loop","100411","0","1009804099"
"vo_lsv_0430","","","","1009804","21","0","0","vo_lsv","","1009804100"
"それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","0","0","1","1009804","11","10","1","100411","0","1009804101"
"","","","","1009804","91","","","0","","1009804102"
"lsv_idle_wish_joy","","","","1009804","3","1","","100411","0.2","1009804103"
"lsv_talk_thinking_anger","","","","1009804","3","1","","103611","0.2","1009804104"
"vo_lsv_0431","","","","1009804","21","0","0","vo_lsv","","1009804105"
"ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","0","0","1","1009804","11","10","1","103611","0","1009804106"
"","","","","1009804","91","","","0","","1009804107"
"lsv_idle_thinking_anger","","","","1009804","3","1","","103611","0.2","1009804108"
"lsv_talk_memory_dere2","","","","1009804","3","1","","102011","0.2","1009804109"
"vo_lsv_0432","","","","1009804","21","0","0","vo_lsv","","1009804110"
"う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","0","0","1","1009804","11","10","1","102011","0","1009804111"
"","","","","1009804","91","","","0","","1009804112"
"","","","","1009804","101","","","1009804137","","1009804113"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","102011","0","1009804114"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","103611","0","1009804115"
"lsv_choice","","0.2","1","1009804","3","0","lsv_idle_normal","100411","0","1009804116"
"0","","","","1009804","93","","","0.1","","1009804117"
"-200","","0.2","2","1009804","2","-235","0.33","102011","","1009804118"
"100","","0.2","2","1009804","2","-220","0.33","103611","","1009804119"
"270","","0.2","2","1009804","2","-250","0.33","100411","","1009804120"
"0","","","","1009804","93","","","0.7","","1009804121"
"lsv_talk_arm_crossed_joy","","0.2","1","1009804","3","0","lsv_talk_arm_crossed_loop_joy","103611","0","1009804122"
"vo_lsv_0433","","","","1009804","21","0","0","vo_lsv","","1009804123"
"……\nいい着眼点ですね。","0","0","1","1009804","11","10","1","103611","0","1009804124"
"","","","","1009804","91","","","0","","1009804125"
"lsv_idle_arm_crossed_joy","","","","1009804","3","1","","103611","0.2","1009804126"
"lsv_surprise","","0.2","1","1009804","3","0","lsv_talk_surprise","100411","0","1009804127"
"vo_lsv_0434","","","","1009804","21","0","0","vo_lsv","","1009804128"
"なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","0","0","1","1009804","11","10","1","100411","0","1009804129"
"","","","","1009804","91","","","0","","1009804130"
"lsv_idle_surprise","","","","1009804","3","1","","100411","0.2","1009804131"
"lsv_talk_joy3","","","","1009804","3","1","","102011","0.2","1009804132"
"vo_lsv_0435","","","","1009804","21","0","0","vo_lsv","","1009804133"
"じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","0","0","1","1009804","11","10","1","102011","0","1009804134"
"","","","","1009804","91","","","0","","1009804135"
"","","","","1009804","101","","","1009804137","","1009804136"
"","","","","1009804","91","","","0","","1009804137"
"","","","","1009804","102","","","","","1009804138"
"0.2","","","","1009804","22","","","0","","1009804139"
"","","","","1009804","93","","","0.2","","1009804140"
"8","0","0","0","1009804","12","1","0","102011","0","1009804141"
"lsv_talk_guts2_joy_loop","","","","1009804","3","1","","102011","0.2","1009804142"
"0","","","","1009804","93","","","3","","1009804143"
"lsv_idle_normal_joyR","","","","1009804","3","1","","102011","0.2","1009804144"
"7","0","0","0","1009804","12","1","0","103611","0","1009804145"
"lsv_talk_surprise_kira","","","","1009804","3","1","","103611","0.2","1009804146"
"0","","","","1009804","93","","","3","","1009804147"
"lsv_idle_joy","","","","1009804","3","1","","103611","0.2","1009804148"
"2","0","0","0","1009804","12","1","0","100411","0","1009804149"
"lsv_talk_cool_bitter","","0.2","1","1009804","3","0","lsv_talk_cool_bitter_loop","100411","0","1009804150"
"0","","","","1009804","93","","","3","","1009804151"
"lsv_idle_cool","","","","1009804","3","1","","100411","0.2","1009804152"
"","","","","1009804","101","","","1009804141","","1009804153"
"1","","0","0","1009804","6","1","1","333","1","1009804154"
"1","","","","1009804","4","","","102011","","1009804155"
"lsv_run","","","","1009804","3","1","","102011","0.2","1009804156"
"-750","","","0","1009804","2","-235","0.8","102011","","1009804157"
"0","","","","1009804","4","","","103611","","1009804158"
"lsv_run","","","","1009804","3","1","","103611","0.2","1009804159"
"750","","","0","1009804","2","-220","0.8","103611","","1009804160"
"0","","","","1009804","4","","","100411","","1009804161"
"lsv_run","","","","1009804","3","1","","100411","0.2","1009804162"
"850","","","0","1009804","2","-250","0.8","100411","","1009804163"
"","","","","1009804","93","","","0.6","","1009804164"
"1","","0","0","1009804","6","1","1","102011","0.2","1009804165"
"1","","0","0","1009804","6","1","1","103611","0.2","1009804166"
"1","","0","0","1009804","6","1","1","100411","0.2","1009804167"
"","","","","1009804","91","","","0","","1009804168"
"100411","lsv_idle_normal","0","-235","1009805","1","102","-650","1","1.95","1009805001"
"102011","lsv_idle_normal","1","-220","1009805","1","100","650","1","1.95","1009805002"
"103611","lsv_idle_normal","1","-250","1009805","1","101","750","1","1.95","1009805003"
"333","lsv_white_loop","0","0","1009805","5","0","0","1","1","1009805004"
"1","","0","0","1009805","6","1","1","333","0","1009805005"
"1","","0","0","1009805","6","1","1","100411","0","1009805006"
"1","","0","0","1009805","6","1","1","102011","0","1009805007"
"1","","0","0","1009805","6","1","1","103611","0","1009805008"
"0","","","","1009805","93","","","1","","1009805009"
"1","","0","0.4","1009805","6","1","1","333","0.8","1009805010"
"lsv_run","","","","1009805","3","1","","100411","0.2","1009805011"
"-200","","","0","1009805","2","-235","1","100411","","1009805012"
"1","","0","1","1009805","6","1","1","100411","0.4","1009805013"
"lsv_walk_surprise","","","","1009805","3","1","","102011","0.2","1009805014"
"100","","","0","1009805","2","-220","2","102011","","1009805015"
"1","","0","1","1009805","6","1","1","102011","0.4","1009805016"
"lsv_walk_surprise","","","","1009805","3","1","","103611","0.2","1009805017"
"270","","","0","1009805","2","-250","2","103611","","1009805018"
"1","","0","1","1009805","6","1","1","103611","0.4","1009805019"
"0","","","","1009805","93","","","1","","1009805020"
"lsv_idle_joy_normal","","","","1009805","3","1","","100411","0.2","1009805021"
"0","","","","1009805","93","","","1","","1009805022"
"lsv_idle_normal","","","","1009805","3","1","","102011","0.2","1009805023"
"lsv_idle_normal","","","","1009805","3","1","","103611","0.2","1009805024"
"0","","","","1009805","93","","","0.6","","1009805025"
"lsv_talk_guts1","","0.2","1","1009805","3","0","lsv_talk_guts1_loop","100411","0","1009805026"
"vo_lsv_0521","","","","1009805","21","0","0","vo_lsv","","1009805027"
"罠をしかけた結果はっぴょー！\n結果は～…？","0","0","1","1009805","11","10","1","100411","0","1009805028"
"","","","","1009805","91","","","0","","1009805029"
"lsv_talk_anger_dead","","","","1009805","3","1","","100411","0.2","1009805030"
"vo_lsv_0522","","","","1009805","21","0","0","vo_lsv","","1009805031"
"一匹も\n捕まえられませんでした！\nがっくし！","0","0","1","1009805","11","10","1","100411","0","1009805032"
"","","","","1009805","91","","","0","","1009805033"
"lsv_idle_anger1","","","","1009805","3","1","","100411","0.2","1009805034"
"lsv_talk_normal_sad","","","","1009805","3","1","","102011","0.2","1009805035"
"vo_lsv_0523","","","","1009805","21","0","0","vo_lsv","","1009805036"
"残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","0","0","1","1009805","11","10","1","102011","0","1009805037"
"","","","","1009805","91","","","0","","1009805038"
"lsv_idle_normal","","","","1009805","3","1","","102011","0.2","1009805039"
"lsv_talk_joy1_sad","","","","1009805","3","1","","103611","0.2","1009805040"
"vo_lsv_0524","","","","1009805","21","0","0","vo_lsv","","1009805041"
"というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","0","0","1","1009805","11","10","1","103611","0","1009805042"
"","","","","1009805","91","","","0","","1009805043"
"lsv_idle_normal","","","","1009805","3","1","","103611","0.2","1009805044"
"lsv_talk_arm_crossed_anger","","0.2","1","1009805","3","0","lsv_talk_arm_crossed_loop_anger","100411","0","1009805045"
"vo_lsv_0525","","","","1009805","21","0","0","vo_lsv","","1009805046"
"ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","0","0","1","1009805","11","10","1","100411","0","1009805047"
"","","","","1009805","91","","","0","","1009805048"
"lsv_idle_arm_crossed_anger","","","","1009805","3","1","","100411","0.2","1009805049"
"lsv_idle_bitter","","","","1009805","3","1","","102011","0.2","1009805050"
"lsv_talk_tsun_sad","","","","1009805","3","1","","103611","0.2","1009805051"
"vo_lsv_0526","","","","1009805","21","0","0","vo_lsv","","1009805052"
"ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","0","0","1","1009805","11","10","1","103611","0","1009805053"
"","","","","1009805","91","","","0","","1009805054"
"lsv_idle_wish_sad","","","","1009805","3","1","","103611","0.2","1009805055"
"lsv_talk_cool_bitter_loop","","","","1009805","3","1","","100411","0.2","1009805056"
"vo_lsv_0527","","","","1009805","21","0","0","vo_lsv","","1009805057"
"あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","0","0","1","1009805","11","10","1","100411","0","1009805058"
"","","","","1009805","91","","","0","","1009805059"
"lsv_idle_cool","","","","1009805","3","1","","100411","0.2","1009805060"
"lsv_choice","","0.2","1","1009805","3","0","lsv_look_idle_normal","100411","0","1009805061"
"lsv_choice","","0.2","1","1009805","3","0","lsv_look_idle_normal","102011","0","1009805062"
"lsv_choice","","0.2","1","1009805","3","0","lsv_look_idle_normal","103611","0","1009805063"
"0","","","","1009805","93","","","0.1","","1009805064"
"-452","","0.2","2","1009805","2","-235","0.33","100411","","1009805065"
"420","","0.2","2","1009805","2","-220","0.33","102011","","1009805066"
"545","","0.2","2","1009805","2","-250","0.33","103611","","1009805067"
"0","","","","1009805","22","1","","0","0.2","1009805068"
"1009805072","","","","1009805","103","0","","カブトムシバトル！","","1009805069"
"1009805103","","","","1009805","103","0","","観察日記を書く。","","1009805070"
"1009805127","","","","1009805","103","0","","捕まえることがロマン。","","1009805071"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","100411","0","1009805072"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","102011","0","1009805073"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","103611","0","1009805074"
"0","","","","1009805","93","","","0.1","","1009805075"
"-200","","0.2","2","1009805","2","-235","0.33","100411","","1009805076"
"100","","0.2","2","1009805","2","-220","0.33","102011","","1009805077"
"270","","0.2","2","1009805","2","-250","0.33","103611","","1009805078"
"0","","","","1009805","93","","","0.7","","1009805079"
"lsv_exactly_joy_in","","0.2","1","1009805","3","0","lsv_exactly_joy_loop","100411","0","1009805080"
"lsv_idle_normal","","","","1009805","3","1","","103611","0.2","1009805081"
"vo_lsv_0528","","","","1009805","21","0","0","vo_lsv","","1009805082"
"カブトムシといえば\nそれだよね！","0","0","1","1009805","11","10","1","100411","0","1009805083"
"","","","","1009805","91","","","0","","1009805084"
"lsv_idle_joy","","","","1009805","3","1","","100411","0.2","1009805085"
"lsv_talk_thinking_anger","","","","1009805","3","1","","103611","0.2","1009805086"
"vo_lsv_0529","","","","1009805","21","0","0","vo_lsv","","1009805087"
"うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","0","0","1","1009805","11","10","1","103611","0","1009805088"
"","","","","1009805","91","","","0","","1009805089"
"lsv_idle_sad_normal","","","","1009805","3","1","","103611","0.2","1009805090"
"lsv_talk_joy1_normal","","","","1009805","3","1","","102011","0.2","1009805091"
"vo_lsv_0530","","","","1009805","21","0","0","vo_lsv","","1009805092"
"でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","0","0","1","1009805","11","10","1","102011","0","1009805093"
"","","","","1009805","91","","","0","","1009805094"
"lsv_idle_normal_joyR","","","","1009805","3","1","","102011","0.2","1009805095"
"lsv_handsup_joy2","","0.2","1","1009805","3","0","lsv_idle_normal","103611","0","1009805096"
"lsv_handsup_joy","","0.2","1","1009805","3","0","lsv_idle_joy","100411","0","1009805097"
"vo_lsv_0531","","","","1009805","21","0","0","vo_lsv","","1009805098"
"はーい！","0","0","1","1009805","11","10","1","103611","0","1009805099"
"はーい！","0","0","1","1009805","11","10","1","100411","0","1009805100"
"","","","","1009805","91","","","0","","1009805101"
"","","","","1009805","101","","","1009805152","","1009805102"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","100411","0","1009805103"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","102011","0","1009805104"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","103611","0","1009805105"
"0","","","","1009805","93","","","0.1","","1009805106"
"-200","","0.2","2","1009805","2","-235","0.33","100411","","1009805107"
"100","","0.2","2","1009805","2","-220","0.33","102011","","1009805108"
"270","","0.2","2","1009805","2","-250","0.33","103611","","1009805109"
"0","","","","1009805","93","","","0.7","","1009805110"
"lsv_talk_arm_crossed_joy","","0.2","1","1009805","3","0","lsv_talk_arm_crossed_loop_joy","103611","0","1009805111"
"vo_lsv_0532","","","","1009805","21","0","0","vo_lsv","","1009805112"
"それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","0","0","1","1009805","11","10","1","103611","0","1009805113"
"","","","","1009805","91","","","0","","1009805114"
"lsv_idle_arm_crossed_joy","","","","1009805","3","1","","103611","0.2","1009805115"
"lsv_talk_joy3_blink","","","","1009805","3","1","","102011","0.2","1009805116"
"vo_lsv_0533","","","","1009805","21","0","0","vo_lsv","","1009805117"
"観察だったら\n海でもやったよね。\n楽しかったな～♪","0","0","1","1009805","11","10","1","102011","0","1009805118"
"","","","","1009805","91","","","0","","1009805119"
"lsv_idle_normal_joyR","","","","1009805","3","1","","102011","0.2","1009805120"
"lsv_talk_guts2_anger","","0.2","1","1009805","3","0","lsv_talk_guts2_anger_loop","100411","0","1009805121"
"vo_lsv_0534","","","","1009805","21","0","0","vo_lsv","","1009805122"
"そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","0","0","1","1009805","11","10","1","100411","0","1009805123"
"","","","","1009805","91","","","0","","1009805124"
"lsv_idle_guts2_joy","","","","1009805","3","1","","100411","0.2","1009805125"
"","","","","1009805","101","","","1009805152","","1009805126"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","100411","0","1009805127"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","102011","0","1009805128"
"lsv_choice","","0.2","1","1009805","3","0","lsv_idle_normal","103611","0","1009805129"
"0","","","","1009805","93","","","0.1","","1009805130"
"-200","","0.2","2","1009805","2","-235","0.33","100411","","1009805131"
"100","","0.2","2","1009805","2","-220","0.33","102011","","1009805132"
"270","","0.2","2","1009805","2","-250","0.33","103611","","1009805133"
"0","","","","1009805","93","","","0.7","","1009805134"
"lsv_talk_surprise","","","","1009805","3","1","","102011","0.2","1009805135"
"lsv_idle_normal","","","","1009805","3","1","","103611","0.2","1009805136"
"vo_lsv_0535","","","","1009805","21","0","0","vo_lsv","","1009805137"
"捕まえるのがいいんだ～\nミソギちゃんもそうなの？","0","0","1","1009805","11","10","1","102011","0","1009805138"
"","","","","1009805","91","","","0","","1009805139"
"lsv_idle_surprise","","","","1009805","3","1","","102011","0.2","1009805140"
"lsv_talk_arm_crossed_anger","","0.2","1","1009805","3","0","lsv_talk_arm_crossed_loop_anger","100411","0","1009805141"
"vo_lsv_0536","","","","1009805","21","0","0","vo_lsv","","1009805142"
"…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","0","0","1","1009805","11","10","1","100411","0","1009805143"
"","","","","1009805","91","","","0","","1009805144"
"lsv_idle_arm_crossed_anger","","","","1009805","3","1","","100411","0.2","1009805145"
"lsv_talk_thinking_anger","","","","1009805","3","1","","103611","0.2","1009805146"
"vo_lsv_0537","","","","1009805","21","0","0","vo_lsv","","1009805147"
"なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","0","0","1","1009805","11","10","1","103611","0","1009805148"
"","","","","1009805","91","","","0","","1009805149"
"lsv_idle_thinking_anger","","","","1009805","3","1","","103611","0.2","1009805150"
"","","","","1009805","101","","","1009805152","","1009805151"
"","","","","1009805","91","","","0","","1009805152"
"","","","","1009805","102","","","","","1009805153"
"0.2","","","","1009805","22","","","0","","1009805154"
"","","","","1009805","93","","","0.2","","1009805155"
"7","0","0","0","1009805","12","1","0","100411","0","1009805156"
"lsv_surprise3_kira","","0.2","1","1009805","3","0","lsv_surprise3_kira_loop","100411","0","1009805157"
"0","","","","1009805","93","","","3","","1009805158"
"lsv_idle_cool","","","","1009805","3","1","","100411","0.2","1009805159"
"11","0","0","0","1009805","12","1","0","103611","0","1009805160"
"lsv_talk_guts1","","0.2","1","1009805","3","0","lsv_talk_guts1_loop","103611","0","1009805161"
"0","","","","1009805","93","","","3","","1009805162"
"lsv_idle_joy","","","","1009805","3","1","","103611","0.2","1009805163"
"5","0","0","0","1009805","12","1","0","102011","0","1009805164"
"lsv_talk_wish_surprise","","","","1009805","3","1","","102011","0.2","1009805165"
"0","","","","1009805","93","","","3","","1009805166"
"lsv_idle_normal_joyR","","","","1009805","3","1","","102011","0.2","1009805167"
"","","","","1009805","101","","","1009805156","","1009805168"
"1","","0","0","1009805","6","1","1","333","1","1009805169"
"1","","","","1009805","4","","","100411","","1009805170"
"lsv_run","","","","1009805","3","1","","100411","0.2","1009805171"
"-750","","","0","1009805","2","-235","0.8","100411","","1009805172"
"0","","","","1009805","4","","","102011","","1009805173"
"lsv_run","","","","1009805","3","1","","102011","0.2","1009805174"
"750","","","0","1009805","2","-220","0.8","102011","","1009805175"
"0","","","","1009805","4","","","103611","","1009805176"
"lsv_run","","","","1009805","3","1","","103611","0.2","1009805177"
"850","","","0","1009805","2","-250","0.8","103611","","1009805178"
"","","","","1009805","93","","","0.6","","1009805179"
"1","","0","0","1009805","6","1","1","100411","0.2","1009805180"
"1","","0","0","1009805","6","1","1","102011","0.2","1009805181"
"1","","0","0","1009805","6","1","1","103611","0.2","1009805182"
"","","","","1009805","91","","","0","","1009805183"
"122711","lsv_idle_normal","0","-495","1009806","1","102","-200","1","1.95","1009806001"
"122911","lsv_idle_normal","1","-480","1009806","1","100","100","1","1.95","1009806002"
"122811","lsv_idle_normal","1","-510","1009806","1","101","270","1","1.95","1009806003"
"333","lsv_white_loop","0","0","1009806","5","0","0","1","1","1009806004"
"1","","0","0","1009806","6","1","1","333","0","1009806005"
"1","","0","0","1009806","6","1","1","122711","0","1009806006"
"1","","0","0","1009806","6","1","1","122911","0","1009806007"
"1","","0","0","1009806","6","1","1","122811","0","1009806008"
"0","","","","1009806","93","","","1","","1009806009"
"1","","0","0.4","1009806","6","1","1","333","0.8","1009806010"
"lsv_jump2","","0.2","1","1009806","3","0","lsv_idle_normal","122711","0.2","1009806011"
"lsv_jump2","","0.2","1","1009806","3","0","lsv_idle_normal","122911","0.2","1009806012"
"lsv_jump2","","0.2","1","1009806","3","0","lsv_idle_normal","122811","0.2","1009806013"
"","","","","1009806","93","","","0.3","","1009806014"
"-200","","","0","1009806","2","-235","0.75","122711","","1009806015"
"100","","","0","1009806","2","-220","0.75","122911","","1009806016"
"270","","","0","1009806","2","-250","0.75","122811","","1009806017"
"1","","0","1","1009806","6","1","1","122711","0.4","1009806018"
"1","","0","1","1009806","6","1","1","122911","0.4","1009806019"
"1","","0","1","1009806","6","1","1","122811","0.4","1009806020"
"6","","0","","1009806","12","0.2","0","122711","0","1009806021"
"6","","0","","1009806","12","0.2","0","122911","0","1009806022"
"6","","0","","1009806","12","0.2","0","122811","0","1009806023"
"0","","","","1009806","93","","","2","","1009806024"
"lsv_talk_normal","","","","1009806","3","1","","122711","0.2","1009806025"
"vo_lsv_0621","","","","1009806","21","0","0","vo_lsv","","1009806026"
"海もよかったけど、\nプールはプールで楽しいよね。","0","0","1","1009806","11","10","1","122711","0","1009806027"
"","","","","1009806","91","","","0","","1009806028"
"lsv_idle_normal","","","","1009806","3","1","","122711","0.2","1009806029"
"lsv_agree1","","0.2","1","1009806","3","0","lsv_idle_normal","122811","0","1009806030"
"lsv_agree2","","0.2","1","1009806","3","0","lsv_idle_normal_joyR","122911","0","1009806031"
"vo_lsv_0622","","","","1009806","21","0","0","vo_lsv","","1009806032"
"ねー♪","0","0","1","1009806","11","10","1","122811","0","1009806033"
"ねー♪","0","0","1","1009806","11","10","1","122911","0","1009806034"
"","","","","1009806","91","","","0","","1009806035"
"lsv_talk_arm_crossed_joy","","0.2","1","1009806","3","0","lsv_talk_arm_crossed_loop_joy","122711","0","1009806036"
"vo_lsv_0623","","","","1009806","21","0","0","vo_lsv","","1009806037"
"危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","0","0","1","1009806","11","10","1","122711","0","1009806038"
"","","","","1009806","91","","","0","","1009806039"
"lsv_idle_arm_crossed_joy","","","","1009806","3","1","","122711","0.2","1009806040"
"lsv_talk_wish_joy","","","","1009806","3","1","","122911","0.2","1009806041"
"vo_lsv_0624","","","","1009806","21","0","0","vo_lsv","","1009806042"
"キョウカちゃん、\nプールが大好きなんだね～♪","0","0","1","1009806","11","10","1","122911","0","1009806043"
"","","","","1009806","91","","","0","","1009806044"
"lsv_idle_wish_joy","","","","1009806","3","1","","122911","0.2","1009806045"
"lsv_talk_cool_normal2","","0.2","1","1009806","3","0","lsv_talk_cool_normal2_loop","122811","0","1009806046"
"vo_lsv_0625","","","","1009806","21","0","0","vo_lsv","","1009806047"
"次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","0","0","1","1009806","11","10","1","122811","0","1009806048"
"","","","","1009806","91","","","0","","1009806049"
"lsv_idle_cool","","","","1009806","3","1","","122811","0.2","1009806050"
"lsv_choice","","0.2","1","1009806","3","0","lsv_look_idle_normal","122711","0","1009806051"
"lsv_choice","","0.2","1","1009806","3","0","lsv_look_idle_normal","122911","0","1009806052"
"lsv_choice","","0.2","1","1009806","3","0","lsv_look_idle_normal","122811","0","1009806053"
"0","","","","1009806","93","","","0.1","","1009806054"
"-452","","0.2","2","1009806","2","-235","0.33","122711","","1009806055"
"420","","0.2","2","1009806","2","-220","0.33","122911","","1009806056"
"545","","0.2","2","1009806","2","-250","0.33","122811","","1009806057"
"0","","","","1009806","22","1","","0","0.2","1009806058"
"1009806062","","","","1009806","103","0","","アイスを食べよう。","","1009806059"
"1009806086","","","","1009806","103","0","","焼きそばを食べよう。","","1009806060"
"1009806109","","","","1009806","103","0","","ラムネを飲もう。","","1009806061"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122711","0","1009806062"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122911","0","1009806063"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122811","0","1009806064"
"0","","","","1009806","93","","","0.1","","1009806065"
"-200","","0.2","2","1009806","2","-235","0.33","122711","","1009806066"
"100","","0.2","2","1009806","2","-220","0.33","122911","","1009806067"
"270","","0.2","2","1009806","2","-250","0.33","122811","","1009806068"
"0","","","","1009806","93","","","0.7","","1009806069"
"lsv_talk_memory_dere2","","","","1009806","3","1","","122711","0.2","1009806070"
"vo_lsv_0626","","","","1009806","21","0","0","vo_lsv","","1009806071"
"アイス…！\nおいしいですよね、\nアイスは…本当に。","0","0","1","1009806","11","10","1","122711","0","1009806072"
"","","","","1009806","91","","","0","","1009806073"
"lsv_idle_memory2","","","","1009806","3","1","","122711","0.2","1009806074"
"lsv_talk_guts2_joy","","0.2","1","1009806","3","0","lsv_talk_guts2_joy_loop","122811","0","1009806075"
"vo_lsv_0627","","","","1009806","21","0","0","vo_lsv","","1009806076"
"あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","0","0","1","1009806","11","10","1","122811","0","1009806077"
"","","","","1009806","91","","","0","","1009806078"
"lsv_idle_guts2_joy","","","","1009806","3","1","","122811","0.2","1009806079"
"lsv_talk_joy3","","","","1009806","3","1","","122911","0.2","1009806080"
"vo_lsv_0628","","","","1009806","21","0","0","vo_lsv","","1009806081"
"うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","0","0","1","1009806","11","10","1","122911","0","1009806082"
"","","","","1009806","91","","","0","","1009806083"
"lsv_idle_joy","","","","1009806","3","1","","122911","0.2","1009806084"
"","","","","1009806","101","","","1009806133","","1009806085"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122711","0","1009806086"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122911","0","1009806087"
