07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b
"11","-1","5","-21.8","30050306"
"13","-2.8","5","-23.6","30050307"
"13","-1.3","5","-19.8","30050308"
"12","-1.2","5","-18","30050309"
"11","-4.1","5","-16.1","30050310"
"11","-2.2","5","-15.4","30050311"
"12","-1.9","5","-16.4","30050312"
"13","-6.1","5","-16.4","30050313"
"11","-14","5","-12","30050314"
"11","-12","5","-10.6","30050315"
"12","-7.6","5","-16.2","30050316"
"11","-7.7","5","-9.8","30050317"
"13","-11","5","-14","30050318"
"13","-10","5","-14","30050319"
"13","-12","5","-14","30050320"
"12","-14","5","-14.1","30050321"
"11","-6.4","5","-8.9","30050322"
"11","-5.9","5","-10.5","30050323"
"11","-9","5","-8.8","30050324"
"12","-9.6","5","-5.6","30050325"
"12","-8","5","-5","30050326"
"12","-6.1","5","-5.5","30050327"
"13","-7.9","5","-6","30050328"
"11","-3.7","5","-5.7","30050329"
"12","-2.2","5","-9","30050330"
"12","-2.2","5","-12","30050331"
"12","-0.2","5","-10","30050332"
"12","0.3","5","-11.9","30050333"
"13","-1","5","-13","30050334"
"13","1.2","5","-10.9","30050335"
"13","-3","5","-11","30050336"
"11","1","5","-16","30050337"
"11","3.6","5","-15.3","30050338"
"11","4","5","-13","30050339"
"13","3","5","-14","30050340"
"11","4","5","-10.2","30050341"
"12","4","5","-8.9","30050342"
"12","-0.1","5","-5.2","30050343"
"12","1","5","-3.2","30050344"
"11","4.7","5","-3.3","30050346"
"11","4.2","5","-1","30050347"
"13","-9","5","4","30050348"
"12","-10","5","7","30050349"
"12","-8","5","7","30050350"
"11","-6","5","7","30050351"
"11","-4","5","6","30050352"
"11","-7","5","0","30050353"
"11","-5","5","0","30050354"
"13","-1","5","6","30050355"
"12","-2.3","5","6","30050356"
"11","4","5","10.8","30050357"
"12","6.5","5","8.5","30050358"
"12","5.8","5","6.8","30050359"
"13","6","5","5","30050360"
"11","6","5","2.8","30050361"
"11","2.1","5","2.7","30050362"
"12","-12","5","-4","30050363"
"11","-12","5","-6","30050364"
"13","-10","5","-3","30050365"
"13","-11","5","-4","30050366"
"11","1.8","5","5.6","30050367"
"13","3.5","5","15.8","30050368"
"13","0.9","5","18.6","30050369"
"11","4.1","5","18.7","30050370"
"12","0.6","5","13.5","30050371"
"13","-1","5","14.8","30050372"
"13","-1","5","16","30050373"
"11","-2","5","15","30050374"
"11","-2","5","19","30050375"
"11","-1","5","19","30050376"
"12","-7.5","5","13.1","30050377"
"11","-5","5","13","30050378"
"13","-9","5","16","30050379"
"13","-8","5","15","30050380"
"12","-9","5","14","30050381"
"11","-10","5","15.8","30050382"
"11","-10","5","17.6","30050383"
"12","-10.2","5","19.5","30050384"
"12","-13.6","5","13.8","30050390"
"12","-13.5","5","10.7","30050391"
"11","-10.7","5","10.6","30050392"
"11","-10","5","12","30050393"
"12","-14.1","5","18","30050394"
"13","-14","5","20","30050395"
"13","-13","5","19","30050396"
"13","-15","5","21","30050397"
"12","-18.2","5","18.7","30050398"
"11","-20","5","18.7","30050399"
"12","-20","5","14.7","30050400"
"11","-20","5","13","30050401"
"11","-19.9","5","10.9","30050402"
"13","-20","5","12","30050403"
"13","-20","5","16","30050404"
"11","-22.9","5","14","30050405"
"13","-22.8","5","15","30050406"
"12","-23","5","19","30050407"
"11","-23","5","21","30050408"
"13","-23","5","22","30050409"
"13","-23","5","20","30050410"
"12","-21.2","5","23.6","30050411"
"12","-18.2","5","23.6","30050412"
"991006","-5.7","5","-20.8","30050413"
"991006","-5.7","5","-19","30050414"
"11","-0.4","5","-3.2","30050416"
"12","-2.1","5","-3.3","30050417"
"12","1","5","-0.4","30050418"
"11","-0.4","5","-0.5","30050419"
"12","-2.1","5","-0.5","30050420"
"991005","1","5","-1.8","30050421"
"991005","-0.8","5","-1.8","30050422"
"991005","-2.3","5","-1.8","30050423"
"991005","-13.1","5","15.2","30050424"
"991005","-15.3","5","15.2","30050425"
"991005","-17.4","5","15.2","30050426"
"13","-14","5","16","30050427"
"13","-16","5","16","30050428"
"13","-18","5","16","30050429"
"12","-19.2","5","7.8","30050430"
"13","-22.8","5","10.6","30050431"
"11","-22.7","5","9.5","30050432"
"991001","-4.8","5","16.5","30050433"
"991002","-4.8","5","17.5","30050434"
"991001","1.4","5","7.7","30050435"
"991002","1.4","5","8.3","30050436"
"991002","1.5","5","16","30050437"
"991003","1.3","5","15.6","30050438"
"991001","-17.1","5","5.5","30050439"
"991002","-17.1","5","6.5","30050440"
"11","-23.6","6","7","30060001"
"12","-21.3","6","17.2","30060003"
"13","-21.8","6","6.4","30060005"
"13","-21.8","6","8.4","30060006"
"11","-21","6","4","30060007"
"11","-15.7","6","1.6","30060008"
"11","-16.7","6","3.5","30060009"
"13","-21.9","6","1.5","30060010"
"13","-23.7","6","2.7","30060011"
"13","-23.7","6","-3","30060012"
"12","-22.8","6","-5.9","30060018"
"11","-21.6","6","-10.5","30060019"
"13","-19.7","6","-11.5","30060020"
"13","-19.7","6","-13.5","30060021"
"13","-19.7","6","-9.5","30060022"
"12","-23.8","6","-16.1","30060023"
"11","-23.7","6","-18.7","30060024"
"11","-21.8","6","-21","30060025"
"13","-3.8","6","-10.9","30060036"
"12","-11.1","6","-10.3","30060043"
"12","-14.3","6","-11.6","30060044"
"12","-4.8","6","-15.1","30060045"
"11","1.3","6","-10","30060054"
"12","-6.3","6","4.1","30060062"
"11","-4.2","6","12.7","30060064"
"11","-2.9","6","11.9","30060065"
"13","-7.4","6","15.5","30060067"
"13","-9.7","6","16.4","30060068"
"11","-25","6","18.1","30060073"
"13","-16.7","6","17.5","30060077"
"990002","-10.9","6","23.4","30060079"
"990001","-23.7","6","5","30060080"
"990001","-10.6","6","-13","30060081"
"11","-13","6","1.8","30060083"
"13","-10.5","6","10.6","30060085"
"13","-16.7","6","8.5","30060086"
"12","-14.2","6","11.6","30060087"
"12","-14.2","6","9.7","30060088"
"13","-3.7","6","-0.5","30060089"
"13","-3.7","6","0.6","30060090"
"12","-7.3","6","-6.5","30060091"
"12","-6.1","6","-5.4","30060092"
"13","-6.1","6","-6.7","30060093"
"13","-7.5","6","-5.5","30060094"
"13","-5.8","6","-10.9","30060095"
"11","-7.2","6","-11.1","30060097"
"12","-12.3","6","-19.5","30060098"
"12","-10.4","6","-19.5","30060099"
"13","-8.9","6","-18","30060100"
"13","-11.4","6","-16.5","30060101"
"13","-21.5","6","-17.4","30060102"
"13","-20.1","6","-16","30060103"
"12","-20.1","6","-17.4","30060104"
"13","-21.9","6","-2.1","30060106"
"11","-21.9","6","21.2","30060107"
"11","-24.2","6","20.3","30060108"
"12","-1.8","6","16.8","30060115"
"11","-10.6","6","1","30060116"
"11","-10.6","6","2.5","30060117"
"13","0.1","6","9","30060118"
"13","0.1","6","7.5","30060119"
"11","-0.6","6","4.8","30060120"
"12","-1.8","6","19.4","30060121"
"12","-1.8","6","21.7","30060122"
"13","-1.7","6","20.5","30060123"
"13","-1.7","6","18.1","30060124"
"11","2.2","6","15.8","30060125"
"13","1.2","6","19.5","30060126"
"13","1.2","6","21","30060127"
"13","1.2","6","22.5","30060128"
"13","-11.5","6","20","30060130"
"11","-10.1","6","-4","30060132"
"12","-22.8","6","-8","30060135"
"11","-13.6","6","-18.8","30060137"
"11","-11.1","6","-14.3","30060138"
"12","-12","6","-4","30060139"
"13","-16.7","6","10.4","30060140"
"11","-21.6","6","-12.6","30060141"
"11","-19","6","-25.2","30060145"
"13","-1.9","6","-4.8","30060146"
"11","-2.2","6","-7.2","30060148"
"11","1.4","6","14.2","30060150"
"11","-1.7","6","8.5","30060151"
"11","-2.6","6","10","30060152"
"12","-5.2","6","9.5","30060153"
"13","-10","6","12.5","30060154"
"13","-6","6","12.8","30060155"
"12","-5.6","6","16.6","30060156"
"12","-7","6","23","30060157"
"11","-5.6","6","19.7","30060158"
"11","-5.6","6","21.7","30060159"
"12","-18.8","6","5.5","30060161"
"11","-18.7","6","7.5","30060162"
"12","-18.8","6","9.5","30060163"
"11","-18.6","6","11.5","30060164"
"13","-18.7","6","13.3","30060165"
"13","-19.4","6","15.3","30060166"
"12","-21.3","6","-16","30060167"
"13","-14.8","6","-6","30060168"
"12","-14.8","6","-4.5","30060169"
"13","-14.8","6","-3","30060170"
"12","-14.8","6","-1.5","30060171"
"11","-13.6","6","-7.6","30060172"
"11","-8.1","6","-14.3","30060175"
"11","-6.8","6","-15.8","30060176"
"13","-20.6","6","-25","30060179"
"13","-17.4","6","-25.1","30060180"
"11","-23.6","6","10","30060181"
"13","-15.9","6","20.9","30060182"
"13","-15.9","6","22.9","30060183"
"11","-12.6","6","22.7","30060184"
"990001","-9.6","6","7","30060186"
"991005","-19.7","6","-20.8","30060187"
"991005","-18.7","6","-20.8","30060188"
"991005","-17.7","6","-20.8","30060189"
"991005","-16.7","6","-20.8","30060190"
"991006","-2.8","6","-0.8","30060191"
"991006","-2.8","6","0.2","30060192"
"991006","-2.8","6","1.2","30060193"
"991005","-4.7","6","18.2","30060194"
"991005","-5.7","6","18.2","30060195"
"991005","-6.7","6","18.2","30060196"
"991005","-7.7","6","18.2","30060197"
"12","-10.2","6","-7.7","30060198"
"12","-16.6","6","-8.2","30060199"
"11","-17","6","-10.4","30060200"
"11","-17.4","6","-13","30060201"
"12","-19","6","-4.3","30060202"
"11","-17.8","6","-6.2","30060203"
"11","-18.2","6","-8.1","30060204"
"12","-21.3","6","15.1","30060205"
"12","-21.3","6","11.9","30060206"
"13","-19.4","6","17.1","30060207"
"991005","-18.7","6","16.2","30060208"
"991005","-19.7","6","16.2","30060209"
"991005","-20.7","6","16.2","30060210"
"991005","-21.7","6","16.2","30060211"
"991005","-22.7","6","16.2","30060212"
"11","-14.1","6","-23.3","30060213"
"11","-14.1","6","-21.3","30060214"
"13","-2.8","6","-9.5","30060216"
"11","0.1","6","-11.2","30060217"
"11","-2","6","-13.9","30060218"
"12","2","6","-7.5","30060221"
"13","-1.9","6","-0.5","30060222"
"13","-1.9","6","0.6","30060223"
"11","2.9","6","-1.2","30060224"
"11","-3","6","-3.3","30060225"
"11","-0.1","6","-3","30060227"
"11","3.2","6","1.7","30060228"
"11","0.7","6","4.1","30060229"
"12","1.8","6","11.6","30060230"
"11","4.2","6","19.8","30060231"
"11","4.2","6","23","30060232"
"13","-9.9","6","8.9","30060233"
"13","-10.5","6","5.6","30060234"
"13","-9.9","6","4.5","30060235"
"11","-19.5","6","21.3","30060236"
"13","-19.4","6","-22","30060243"
"13","-17.4","6","-22","30060244"
"13","-18.4","6","-20","30060245"
"991004","-20.7","6","-6.6","30060246"
"991003","-21.2","6","-6.6","30060247"
"991003","-21.6","6","-14.3","30060248"
"991004","-20.3","6","-14.3","30060249"
"991001","-5.2","6","-13.1","30060250"
"991002","-5.2","6","-12.7","30060251"
"991001","-4.2","6","-6.6","30060252"
"991002","-4.2","6","-5.2","30060253"
"991002","-7.2","6","2.8","30060254"
"991001","-7.2","6","1.4","30060255"
"991001","-4.2","6","5.9","30060256"
"991002","-4.2","6","6.3","30060257"
"991003","-13.6","6","17.8","30060258"
"991004","-12.3","6","17.8","30060259"
"991001","-13.2","6","4.4","30060260"
"991002","-13.2","6","5.8","30060261"
"990001","-21.2","7","19","30070003"
"990001","-21.2","7","-4","30070004"
"991003","3","7","5.8","30070019"
"991002","3.4","7","6.1","30070020"
"21","-22","7","-11.2","30070035"
"21","-18.8","7","-8.4","30070038"
"22","-14","7","-15.6","30070040"
"22","-14","7","-7.4","30070041"
"21","-11.7","7","-10.4","30070042"
"21","-12.8","7","-19.5","30070046"
"21","-11.4","7","-21","30070047"
"22","-8.1","7","-20","30070048"
"23","-6.5","7","-18.7","30070050"
"21","-7.8","7","-13.9","30070051"
"23","-6.3","7","-10.5","30070052"
"21","-11","7","-5.8","30070055"
"23","-6.3","7","-8.5","30070058"
"21","-4.8","7","-17","30070062"
"22","-5","7","-12.5","30070064"
"21","-2.7","7","-19","30070067"
"23","-2.4","7","-15.5","30070068"
"21","1.2","7","-18.8","30070069"
"21","2.3","7","-17.2","30070070"
"21","0.4","7","-22","30070072"
"23","-2.4","7","-13.5","30070077"
"21","5.7","7","-19","30070078"
"21","9.2","7","-17.6","30070079"
"22","3.5","7","-12.8","30070080"
"21","9.5","7","-11.7","30070081"
"22","0","7","-5.6","30070088"
"21","7.2","7","-7.6","30070090"
"23","0.8","7","1","30070096"
"21","-0.9","7","2.6","30070097"
"21","1.1","7","7.2","30070099"
"21","4.1","7","2.5","30070102"
"21","4.7","7","15.7","30070108"
"21","3.3","7","13.7","30070110"
"21","-1.7","7","8.6","30070113"
"21","-6.7","7","10.8","30070114"
"22","0.1","7","10.5","30070115"
"22","-5","7","15","30070116"
"23","-0.3","7","13.9","30070117"
"23","-10.6","7","11","30070119"
"21","-13.6","7","14.9","30070123"
"23","-19.2","7","16.5","30070124"
"23","-18.5","7","12.4","30070125"
"21","-13.9","7","8.9","30070127"
"21","-21.8","7","15","30070131"
"23","-19.3","7","11.6","30070132"
"22","-21.8","7","9.5","30070133"
"21","-21.6","7","4.3","30070134"
"21","-21.1","7","0","30070136"
"23","-19.3","7","3.1","30070137"
"23","-18.8","7","5.8","30070138"
"23","-17.2","7","4.1","30070139"
"21","-15.5","7","1.9","30070141"
"22","-14.1","7","5.9","30070143"
"23","-13.4","7","0.2","30070144"
"23","-11.4","7","3.7","30070145"
"23","-4.9","7","0.7","30070147"
"21","-7.5","7","-0.6","30070148"
"21","-2.5","7","-1.2","30070154"
"22","-15.3","7","-5","30070157"
"21","-17.7","7","-5.6","30070158"
"21","-22","7","-1.9","30070159"
"22","-21.9","7","-6.8","30070160"
"21","-17.7","7","-15","30070163"
"23","-21.6","7","-15.1","30070165"
"21","7.1","7","5.1","30070167"
"23","3.1","7","6.9","30070168"
"23","-2.3","7","4.4","30070171"
"21","-5","7","4","30070172"
"990001","-4.2","7","-10","30070173"
"990001","4.8","7","-6","30070174"
"991001","-20.1","7","13","30070179"
"991004","-19.6","7","13.3","30070181"
"991005","-7.7","7","-5.8","30070186"
"991005","-6.7","7","-5.8","30070187"
"991005","-5.6","7","-5.8","30070188"
"991005","-4.6","7","-5.8","30070189"
"22","0","7","-4.1","30070190"
"22","1.7","7","-4.1","30070191"
"22","1.7","7","-5.6","30070192"
"991005","-0.6","7","-4.8","30070193"
"991005","0.4","7","-4.8","30070194"
"991005","1.4","7","-4.8","30070195"
"991005","2.4","7","-4.8","30070196"
"21","3.3","7","17.7","30070197"
"991006","4.2","7","13.3","30070198"
"991006","4.2","7","14.4","30070199"
"991006","4.2","7","15.6","30070200"
"991006","4.2","7","16.8","30070201"
"991006","4.2","7","18","30070202"
"23","-1.2","7","14.5","30070203"
"21","-6.7","7","6.8","30070204"
"21","-5.2","7","8.8","30070205"
"991006","-5.8","7","11","30070206"
"991006","-5.8","7","9.8","30070207"
"991006","-5.8","7","8.6","30070208"
"991006","-5.8","7","7.4","30070209"
"991006","-5.8","7","6.3","30070210"
"23","-13.4","7","-1.8","30070211"
"22","6.9","7","11.1","30070212"
"22","8","7","15.4","30070213"
"21","0.3","7","17.9","30070224"
"21","-7.9","7","22.3","30070227"
"21","-18.7","7","21.7","30070232"
"21","-16.4","7","17","30070233"
"21","-9.7","7","17.1","30070234"
"23","-11.9","7","22.4","30070236"
"22","-16.1","7","22","30070237"
"23","-0.4","7","15.2","30070240"
"22","3.4","7","21.2","30070241"
"22","-3.4","7","22.7","30070245"
"23","6.7","7","-2.5","30070247"
"23","6.6","7","-1.5","30070249"
"23","7.2","7","-1.9","30070250"
"23","-11.8","7","4.7","30070254"
"23","-10.8","7","4.4","30070255"
"22","7.2","7","1.4","30070256"
"23","-18.5","7","10.8","30070257"
"23","6.1","7","-16.5","30070258"
"22","-6.4","7","-6.6","30070259"
"22","-7.4","7","-5","30070260"
"22","-5.3","7","-5","30070261"
"23","-11.5","7","11.5","30070262"
"23","-10.7","7","11.9","30070263"
"23","-18.5","7","17.4","30070264"
"23","-21.9","7","-14.4","30070265"
"23","-22.2","7","-15","30070266"
"22","-4.2","7","15.8","30070267"
"23","-12.3","7","22.7","30070268"
"23","5.5","7","-9.5","30070269"
"23","1.6","7","-9.5","30070270"
"22","3.3","7","-21.9","30070271"
"990001","-22.5","8","17.1","30080013"
"991004","-19","8","-8.2","30080074"
"990001","-22.5","8","-16","30080076"
"991003","-9.4","8","2.8","30080193"
"991004","-8.3","8","2.8","30080194"
"991001","-16.6","8","11.8","30080204"
"991002","-16.6","8","12.2","30080205"
"991003","-20.6","8","-8.2","30080209"
"990001","-4.5","8","-11","30080213"
"991003","1.7","8","-6.4","30080214"
"991004","2.2","8","-6.4","30080215"
"991001","-15.2","8","-22.2","30080221"
"991002","-15.2","8","-21.8","30080222"
"991001","-18.6","8","-0.2","30080223"
"991002","-18.6","8","0.2","30080224"
"991001","-10.6","8","-22.7","30080233"
"991002","-10.6","8","-21.3","30080234"
"990001","-2.7","8","12","30080235"
"991006","-16.7","8","-4.2","30080236"
"991006","-16.7","8","-5.7","30080237"
"23","24.3","8","-25.5","30080238"
"21","24.5","8","-25.2","30080239"
"23","-22.7","8","8.5","30080240"
"21","-20.3","8","13.8","30080241"
"21","-22.7","8","5","30080242"
"23","-22.7","8","6.5","30080244"
"22","24.4","8","-25.4","30080245"
"22","-19.2","8","4.5","30080246"
"21","-15.6","8","2.9","30080250"
"21","-17.8","8","3","30080251"
"22","-13.4","8","8.2","30080252"
"23","-11.7","8","5.4","30080254"
"23","-11.7","8","3.5","30080255"
"21","-10.8","8","1.5","30080256"
"21","-11.2","8","-1.6","30080257"
"22","-13.8","8","1.5","30080259"
"22","-21.3","8","1.6","30080260"
"21","-22.8","8","1.6","30080261"
"22","-24","8","-0.5","30080262"
"22","-24","8","-2.7","30080263"
"23","-16","8","-4","30080264"
"23","-16","8","-5","30080265"
"23","-16","8","-6","30080266"
"23","-18","8","-4","30080267"
"23","-18","8","-5","30080268"
"23","-18","8","-6","30080269"
"21","-21","8","-7","30080270"
"22","-19.8","8","-5.5","30080271"
"22","-17.1","8","-9.3","30080272"
"22","-17.2","8","-12.2","30080274"
"21","-22","8","-10","30080275"
"21","-22","8","-12","30080276"
"22","-16.8","8","-14.4","30080277"
"21","-15.9","8","-16.6","30080278"
"21","-16","8","-19.5","30080279"
"22","-14","8","-19","30080281"
"22","-13","8","-17","30080282"
"21","-13.8","8","-24","30080284"
"21","-20.6","8","-23.1","30080286"
"21","-17.7","8","-23.1","30080287"
"22","-22","8","-20","30080288"
"22","-22","8","-22","30080289"
"23","-19.3","8","-23.2","30080290"
"22","-11.5","8","-23.6","30080292"
"21","-12.4","8","-20.1","30080294"
"22","-8.4","8","-19","30080297"
"23","-6.6","8","-20.7","30080300"
"22","-5.4","8","-23.7","30080303"
"21","-2.9","8","-23.8","30080305"
"21","-1","8","-21.8","30080306"
"22","-1.2","8","-18","30080309"
"21","-4.1","8","-16.1","30080310"
"21","-2.2","8","-15","30080311"
"23","-6.1","8","-16.4","30080313"
"21","-11.8","8","-10.6","30080315"
"22","-7.6","8","-16.2","30080316"
"23","-11","8","-14","30080318"
"23","-10","8","-14","30080319"
"23","-12","8","-14","30080320"
"22","-14","8","-14.1","30080321"
"21","-6","8","-9.7","30080323"
"21","-9.5","8","-8","30080324"
"22","-6","8","-5.8","30080327"
"23","-8.8","8","-4.8","30080328"
"21","-3.7","8","-5.7","30080329"
"22","-2.2","8","-9","30080330"
"22","-1.7","8","-11.8","30080331"
"22","0.1","8","-9.8","30080332"
"23","-1","8","-13","30080334"
"23","0.2","8","-10.9","30080335"
"23","-2.6","8","-10.7","30080336"
"21","1","8","-16","30080337"
"21","3.6","8","-15.3","30080338"
"23","2.1","8","-5.9","30080340"
"21","4","8","-10.2","30080341"
"22","-0.1","8","-5.2","30080343"
"22","0.3","8","-2.9","30080344"
"21","4.7","8","-3.3","30080346"
"21","4.2","8","-1","30080347"
"23","-9.2","8","4.2","30080348"
"22","-10","8","7","30080349"
"21","-6","8","7","30080351"
"21","-7","8","0","30080353"
"21","-4.9","8","0","30080354"
"22","-2.9","8","5.8","30080356"
"21","4","8","10.8","30080357"
"21","2.1","8","3","30080362"
"22","-12","8","-4","30080363"
"21","-12","8","-6","30080364"
"23","-9.6","8","-3","30080365"
"23","-10.5","8","-4.6","30080366"
"21","1.8","8","5.6","30080367"
"23","3.5","8","15.8","30080368"
"23","0.9","8","18.7","30080369"
"21","4.1","8","18.7","30080370"
"22","0.6","8","13.5","30080371"
"23","-1","8","15.8","30080373"
"21","-2","8","19","30080375"
"21","-8.5","8","22.5","30080376"
"22","-7.5","8","13.1","30080377"
"21","-5","8","13","30080378"
"23","-9","8","16","30080379"
"23","-8","8","15","30080380"
"22","-10.2","8","19.5","30080384"
"21","-11.2","8","11.1","30080392"
"23","-13.3","8","15.9","30080395"
"23","-13.3","8","14.5","30080396"
"23","-15","8","21","30080397"
"22","-18.3","8","18.1","30080398"
"21","-19.9","8","10.2","30080402"
"23","-22.8","8","15","30080406"
"22","-23.3","8","18.7","30080407"
"21","-22.9","8","21.3","30080408"
"22","-21.2","8","23.6","30080411"
"22","-18.2","8","23.6","30080412"
"991006","-5.7","8","-20.6","30080413"
"991006","-5.7","8","-19.3","30080414"
"22","-2.1","8","-2.9","30080417"
"22","0.3","8","-0.9","30080418"
"22","-2.1","8","-0.9","30080420"
"991005","1","8","-1.8","30080421"
"991005","-0.8","8","-1.8","30080422"
"991005","-2.3","8","-1.8","30080423"
"991005","-13.1","8","15.2","30080424"
"991005","-15.3","8","15.2","30080425"
"991005","-17.4","8","15.2","30080426"
"22","-19.2","8","7.8","30080430"
"23","-22.7","8","10.5","30080431"
"21","-19.9","8","16.7","30080432"
"991001","-4.8","8","16.5","30080433"
"991002","-4.8","8","17.5","30080434"
"991001","1.4","8","7.7","30080435"
"991002","1.4","8","8.3","30080436"
"991002","1.5","8","16","30080437"
"991003","1.3","8","15.6","30080438"
"991001","-17.1","8","5.5","30080439"
"991002","-17.1","8","6.5","30080440"
"23","-15.6","8","-9.2","30080441"
"23","-14.5","8","-11.3","30080442"
"23","-13.6","8","-9.3","30080443"
"23","-6.6","8","-19.7","30080444"
"23","-6.6","8","-18.7","30080445"
"23","-5.1","8","-20.7","30080446"
"23","-5.1","8","-19.7","30080447"
"23","-5.1","8","-18.7","30080448"
"23","4.9","8","4.5","30080449"
"23","4.9","8","6.5","30080450"
"23","4.9","8","5.5","30080451"
"23","4.9","8","7.5","30080452"
"23","-9.2","8","14.7","30080453"
"22","-2.8","8","9.7","30080455"
"23","-5.6","8","9.5","30080456"
"23","-8.4","8","8.4","30080457"
"23","-7.6","8","11.6","30080458"
"23","-15.4","8","14.5","30080459"
"23","-15.4","8","15.9","30080460"
"23","-17.5","8","14.5","30080461"
"23","-17.5","8","15.9","30080462"
"22","-5","8","21","30080463"
"22","-12.6","8","22.6","30080464"
"22","-8.4","8","-10.7","30080465"
"21","-6.9","8","-12.9","30080466"
"21","-23.8","9","7","30090001"
"22","-21.3","9","17.2","30090003"
"23","-21.8","9","6.4","30090005"
"23","-21.8","9","8.4","30090006"
"21","-21","9","4","30090007"
"21","-15.7","9","1.6","30090008"
"21","-16.9","9","3.5","30090009"
"23","-21.9","9","1.5","30090010"
"23","-23.7","9","2.7","30090011"
"23","-23.7","9","-3","30090012"
"22","-22.8","9","-5.9","30090018"
"21","-21.8","9","-10.5","30090019"
"23","-19.7","9","-11.5","30090020"
"23","-19.7","9","-13.5","30090021"
"23","-19.7","9","-9.5","30090022"
"22","-23.8","9","-16.1","30090023"
"21","-23.8","9","-18.7","30090024"
"21","-21.8","9","-21","30090025"
"23","-3.8","9","-10.9","30090036"
"22","-11.1","9","-10.3","30090043"
"22","-14.3","9","-11.6","30090044"
"22","-4.8","9","-15.1","30090045"
"21","1.3","9","-10","30090054"
"22","-6.3","9","4.1","30090062"
"21","-4.2","9","12.7","30090064"
"21","-2.9","9","11.9","30090065"
"23","-7.4","9","15.5","30090067"
"23","-9.7","9","16.4","30090068"
"21","-25","9","18.1","30090073"
"23","-16.7","9","17.5","30090077"
"990002","-10.9","9","23.4","30090079"
"990001","-23.7","9","5","30090080"
"990001","-10.6","9","-13","30090081"
"21","-13","9","1.8","30090083"
"23","-10.5","9","10.6","30090085"
"23","-16.7","9","8.5","30090086"
"22","-14.2","9","11.6","30090087"
"22","-14.2","9","9.7","30090088"
"23","-3.7","9","-0.5","30090089"
"23","-3.7","9","0.6","30090090"
"22","-7.3","9","-6.5","30090091"
"22","-6.1","9","-5.4","30090092"
"23","-6.1","9","-6.7","30090093"
"23","-7.5","9","-5.5","30090094"
"23","-5.8","9","-10.9","30090095"
"21","-7.2","9","-11.1","30090097"
"22","-12.3","9","-19.5","30090098"
"22","-10.4","9","-19.5","30090099"
"23","-8.9","9","-18","30090100"
"23","-11.4","9","-16.5","30090101"
"23","-21.5","9","-17.4","30090102"
"23","-20.1","9","-16","30090103"
"22","-20.1","9","-17.4","30090104"
"23","-21.9","9","-2.1","30090106"
"21","-21.9","9","21.2","30090107"
"21","-24.2","9","20.3","30090108"
"22","-1.8","9","16.8","30090115"
"21","-10.8","9","1","30090116"
"21","-10.8","9","2.5","30090117"
"23","0.1","9","9","30090118"
"23","0.1","9","7.5","30090119"
"21","-0.6","9","4.8","30090120"
"22","-1.8","9","19.4","30090121"
"22","-1.8","9","21.7","30090122"
"23","-1.7","9","20.5","30090123"
"23","-1.7","9","18.1","30090124"
"21","2.2","9","15.8","30090125"
"23","1.2","9","19.5","30090126"
"23","1.2","9","21","30090127"
"23","1.2","9","22.5","30090128"
"23","-11.5","9","20","30090130"
"21","-10.1","9","-4","30090132"
"22","-22.8","9","-8","30090135"
"21","-13.7","9","-18.9","30090137"
"21","-11.1","9","-14.3","30090138"
"22","-12","9","-4","30090139"
"23","-16.7","9","10.4","30090140"
"21","-21.8","9","-12.6","30090141"
"21","-19","9","-25.2","30090145"
"23","-1.9","9","-4.8","30090146"
"21","-2.2","9","-7.2","30090148"
"21","1.4","9","14.2","30090150"
"21","-1.9","9","8.5","30090151"
"21","-2.9","9","10","30090152"
"22","-5.2","9","9.5","30090153"
"23","-10","9","12.5","30090154"
"23","-6","9","12.8","30090155"
"22","-5.6","9","16.6","30090156"
"22","-7","9","23","30090157"
"21","-5.8","9","19.7","30090158"
"21","-5.8","9","21.7","30090159"
"22","-18.8","9","5.5","30090161"
"21","-19","9","7.5","30090162"
"22","-18.8","9","9.5","30090163"
"21","-19","9","11.5","30090164"
"23","-18.7","9","13.3","30090165"
"22","-19.4","9","15.3","30090166"
"22","-21.3","9","-16","30090167"
"23","-14.8","9","-6","30090168"
"22","-14.8","9","-4.5","30090169"
"23","-14.8","9","-3","30090170"
"22","-14.8","9","-1.5","30090171"
"21","-13.6","9","-7.6","30090172"
"21","-8.1","9","-14.3","30090175"
"21","-6.8","9","-15.8","30090176"
"23","-20.6","9","-25","30090179"
"23","-17.4","9","-25.1","30090180"
"21","-23.8","9","10","30090181"
"23","-15.9","9","20.9","30090182"
"23","-15.9","9","22.9","30090183"
"21","-12.6","9","22.7","30090184"
"990001","-9.6","9","7","30090186"
"991005","-19.7","9","-20.8","30090187"
"991005","-18.7","9","-20.8","30090188"
"991005","-17.7","9","-20.8","30090189"
"991005","-16.7","9","-20.8","30090190"
"991006","-2.8","9","-0.8","30090191"
"991006","-2.8","9","0.2","30090192"
