fc05171b6e95f69274e13ea794b214cf7bbc11b87c71897637e1280af5207c4a,3cd4140a69a2688b1a9ae6655b8026700c9077533c54669021fef5955bacbd89,9910fed6f51612b708cfc3a5925fa57f243a97349778472ac4622442dcac3a07,f0c456f2b2dbec2a61ef55f79f91b07f5020cb7814f45a0fc80068c405d40720,ce55ac2e10df5fc906d672a68632ab0396cdf11925f342ff2cd5790ba130a63a,5ebc948756d4c8f989ca1ddcff18b32bb7076ca5ca8e1ec7dcaf048dd7a2d8fb,8ba0755549313a7364f58eb32e5141d2d429a28c1f2ae0085d6a095c4f3f53b6,a2138c750531720a8a7b0c9c433dbf49b2791a5c6e49b82c78d4e08038f1d94c,b7232275e1c0c31f2003cb93ce2bddd635f588e542e1a7f5263c607025fc89b5,8653fe94a3e2e9d25b3bcfea22c615c7ecdbb66f16558b5977e3f047d4254081,b4fddd4a472a8ae2c2af27384f3ba5d62cf5e026f90b0948274146395df847f5,e812bde0ebc85b444077f6ccb5d4b264295336bdaa3e67ac1a65539e5b2e1fe9,7eb7f2b3bc1e534bf60a80184b5f9f02d0cff0c6018b692b108f80f4dd056af6,240dffdcf292c1598c65b865d00a574f9d93944d09e490361fd777dcd4cdf335,3c2d8bbc259200dc49c1d43df3bcbdf6553037fd4d9170cc60c484f32bbff645,6299e0a709c845df6a32cdcb79bfd76ffbdc9627c1e2512b8323db20a34418b6,652cf43d0197c41ba05d2bfa0392a5e843958ea4332ff6c0e7efc6f5140b184c,b4f6ac41865ecf972bd81ff0dd08054e92e8d021a5d80b4561e509233ffc60e9,74328b5912325dead03f9af70f7411f3a870d50f9e754d6eb82d07bc82713091,ad49ac7ae17e6f95d495f47b6d6fcd484613d43b667d95bc99eeb51479a7eb7d,2a1e2a047a1f6b3c84f5147dfe627fbe6d4b31a6b27b9974dc3360174cf61696,7fc9f78c03be230c7026faa3a03bfdb880ad6e8180b1825b92eca751cd0cda60
"100","3","bgm_M64","3","200","101021","1","-30","1","-10","-15","0","1","0.8","-50","1.1","101021","0","10380103","100","1.2","1038"
"200","4","bgm_M64","4","200","101021","1","-30","1","0","0","0","1","0.9","190","1","101021","-30","10380104","-70","1.3","1038"
"200","5","bgm_M55","5","220","101031","1","-30","1","0","0","0","1","1.4","440","1.6","101031","0","10380105","0","1.8","1038"
"250","1","bgm_M64","1","210","101041","1","-30","1","-30","0","10","1","0.6","-470","0.7","101041","0","10390101","-125","0.8","1039"
"200","2","bgm_M64","2","200","101041","1","-30","1","0","0","10","1","0.65","-210","0.7","101041","0","10390102","-95","1","1039"
"100","3","bgm_M64","3","200","101041","1","-30","1","-10","-15","0","1","0.9","50","1","101041","0","10390103","-120","1.3","1039"
"100","4","bgm_M64","4","200","101041","1","-30","1","0","0","0","1","0.9","195","1.3","101041","0","10390104","35","1.35","1039"
"150","5","bgm_M55","5","210","101042","1.3","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10390105","-55","1.8","1039"
"250","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.6","-480","0.85","101161","0","10400101","-120","0.8","1040"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","0","1","0.75","-260","1.1","101161","0","10400102","-100","1.2","1040"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-5","5","1","0.65","-10","1","101161","0","10400103","65","1.1","1040"
"150","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","190","1","101161","43","10400104","-110","1","1040"
"270","5","bgm_M55","5","280","101162","1.3","-30","1","-45","-40","-10","1","0.9","485","1","101162","-50","10400105","-70","1.15","1040"
"120","1","bgm_M64","1","210","101171","1","-30","1","0","0","10","1","0.6","-480","0.85","101171","0","10410101","-120","0.8","1041"
"120","2","bgm_M64","2","200","101171","1","-30","1","0","0","10","1","0.75","-260","1","101171","0","10410102","-120","1.2","1041"
"150","3","bgm_M64","3","200","101171","1","-30","1","-60","-13","0","1.4","0.6","-10","0.55","101171","-50","10410103","0","0.9","1041"
"100","4","bgm_M64","4","200","101171","1","-30","1","0","0","0","1","0.9","190","1","101171","0","10410104","-110","1.2","1041"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10410105","-30","1.45","1041"
"100","1","bgm_M64","1","210","101191","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10420101","-120","0.8","1042"
"100","2","bgm_M64","2","200","101191","1","-30","1","0","0","10","1","0.8","-260","1","101191","0","10420102","-100","1.2","1042"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.9","-10","1","101191","-30","10420103","65","1.4","1042"
"100","4","bgm_M64","4","200","101191","1","-30","1","0","0","0","1","0.65","190","1","101191","0","10420104","-110","1.1","1042"
"200","5","bgm_M55","5","280","101192","1","-30","1","-45","0","-10","1.2","1.1","485","1","101192","-50","10420105","-70","1.3","1042"
"100","1","bgm_M64","1","210","101201","1","-30","1","0","0","10","1","0.6","-480","0.85","101201","0","10430101","-120","0.8","1043"
"100","2","bgm_M64","2","240","101201","1","-30","1","0","0","10","1","0.75","-260","1.1","101201","0","10430102","-120","1.2","1043"
"100","3","bgm_M64","3","200","101201","1","-30","1","-10","-15","0","1","0.8","-10","1","101201","0","10430103","65","1.1","1043"
"100","4","bgm_M64","4","200","101201","1","-30","1","0","0","0","1","0.7","190","1","101201","43","10430104","-110","1","1043"
"100","5","bgm_M55","5","250","101202","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10430105","-30","1.45","1043"
"100","1","bgm_M64","1","210","101291","1","-30","1","0","0","10","1","0.6","-480","0.85","101291","0","10440101","-120","0.8","1044"
"100","2","bgm_M64","2","240","101291","1","-30","1","0","0","10","1","0.75","-260","1.1","101291","0","10440102","-120","1.2","1044"
"100","3","bgm_M64","3","200","101291","1","-30","1","-10","-15","0","1","1.55","-40","2.2","101291","0","10440103","65","2.3","1044"
"100","4","bgm_M64","4","200","101291","1","-30","1","0","0","0","1","1.1","150","1","101291","0","10440104","-110","1.2","1044"
"100","5","bgm_M55","5","230","101292","1","-30","1","30","-20","30","1","1.1","490","1","101292","15","10440105","-15","1.45","1044"
"100","1","bgm_M64","1","210","101301","1","-30","1","-30","0","10","1","0.58","-480","0.7","101301","0","10450101","-120","0.8","1045"
"100","2","bgm_M64","2","200","101301","1","-30","1","0","0","10","1","0.9","-260","1","101301","0","10450102","-120","1.2","1045"
"200","3","bgm_M64","3","200","101301","1","-30","1","-10","0","-10","1","0.93","-50","1","101301","-30","10450103","100","1.4","1045"
"100","4","bgm_M64","4","200","101301","1","-30","1","0","0","0","1","0.9","100","1","101301","15","10450104","-100","1.3","1045"
"100","5","bgm_M55","5","270","101302","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10450105","-55","1.2","1045"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.575","-450","0.85","101441","0","10460101","-130","0.8","1046"
"200","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-250","0.7","101441","0","10460102","-120","1","1046"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1.1","101441","0","10460103","50","1.2","1046"
"150","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.8","210","1","101441","43","10460104","-100","1","1046"
"100","5","bgm_M55","5","230","101162","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10460105","-70","1.2","1046"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101451","0","10470101","-130","0.8","1047"
"100","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.9","-250","1","101451","0","10470102","-120","1.2","1047"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.9","-20","1","101451","-30","10470103","50","1.4","1047"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","200","0.85","101451","0","10470104","-100","1","1047"
"100","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.2","1.25","510","1.4","101452","-35","10470105","-70","1.55","1047"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101561","0","10480101","-130","0.8","1048"
"100","2","bgm_M64","2","240","101451","1","-30","1","0","0","0","1","0.75","-240","1.1","101561","0","10480102","-120","1.2","1048"
"150","3","bgm_M64","3","200","101451","1","-30","1","-60","-13","0","1.4","0.6","-10","0.55","101561","-50","10480103","0","0.9","1048"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.7","195","1","101561","20","10480104","-100","1.1","1048"
"400","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.4","1.25","460","1.35","101562","-60","10480105","-70","1.55","1048"
"100","1","bgm_M64","1","210","101001","1","-30","1","-30","0","10","1","0.58","-480","0.7","101001","0","10490101","-120","0.8","1049"
"100","2","bgm_M64","2","200","101001","1","-30","1","0","0","10","1","0.75","-270","1.1","101001","0","10490102","-120","1.2","1049"
"200","3","bgm_M64","3","200","101001","1","-30","1","-10","-15","0","1","0.9","-25","1","101001","-30","10490103","65","1.4","1049"
"150","4","bgm_M64","4","200","101001","1","-30","1","0","0","0","1","0.9","200","1","101001","-30","10490104","-120","1.1","1049"
"200","5","bgm_M55","5","250","101011","1","-30","1","0","0","0","1.2","1.2","480","1","101011","0","10490105","-40","1.3","1049"
"170","1","bgm_M64","1","210","101021","1","-30","1","-30","0","10","1","0.575","-450","0.9","101021","-25","10500101","-110","1","1050"
"100","2","bgm_M64","2","240","101021","1","-30","1","0","0","0","1","0.75","-240","1.1","101021","0","10500102","-120","1.2","1050"
"100","3","bgm_M64","3","200","101021","1","-30","1","-10","-5","5","1","0.6","-10","0.8","101021","0","10500103","65","0.9","1050"
"100","4","bgm_M64","4","200","101021","1","-30","1","0","0","0","1","0.65","190","1","101021","0","10500104","-110","1.1","1050"
"200","5","bgm_M55","5","220","101031","1","-30","1","0","0","0","1","1.4","440","1.6","101031","0","10500105","0","1.8","1050"
"100","1","bgm_M64","1","210","101041","1","-30","1","-30","0","10","1","0.58","-450","0.7","101041","0","10510101","-130","0.8","1051"
"200","2","bgm_M64","2","200","101041","1","-30","1","0","0","10","1","0.65","-250","0.7","101041","0","10510102","-120","1","1051"
"100","3","bgm_M64","3","200","101041","1","-30","1","-10","-15","10","1","0.75","-35","1","101041","-10","10510103","70","1.3","1051"
"100","4","bgm_M64","4","200","101041","1","-30","1","0","0","0","1","1","150","1","101041","0","10510104","-110","1.4","1051"
"150","5","bgm_M55","5","210","101042","1.3","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10510105","-55","1.8","1051"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101161","0","10520101","-120","0.8","1052"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","0","1","0.75","-260","1.1","101161","0","10520102","-100","1.2","1052"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-5","5","1","0.65","-10","1","101161","0","10520103","65","1.1","1052"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.8","240","1","101161","-30","10520104","-50","1.3","1052"
"270","5","bgm_M55","5","280","101162","1.3","-30","1","-45","-40","-10","1","0.9","485","1","101162","-50","10520105","-70","1.15","1052"
"120","1","bgm_M64","1","210","101171","1","-30","1","0","0","10","1","0.5","-480","0.85","101171","0","10530101","-120","0.8","1053"
"100","2","bgm_M64","2","200","101171","1","-30","1","0","0","10","1","0.75","-270","1.1","101171","0","10530102","-120","1.2","1053"
"100","3","bgm_M64","3","200","101171","1","-30","1","-10","-15","0","1","1.55","-25","2.2","101171","0","10530103","65","2.3","1053"
"100","4","bgm_M64","4","200","101171","1","-30","1","0","0","0","1","0.9","200","1","101171","-30","10530104","-100","1.5","1053"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10530105","-30","1.45","1053"
"170","1","bgm_M64","1","210","101191","1","-30","1","-30","0","10","1","0.575","-450","0.9","101191","-25","10540101","-110","1","1054"
"200","2","bgm_M64","2","200","101191","1","-30","1","0","0","10","1","0.65","-250","0.7","101191","0","10540102","-120","1","1054"
"100","3","bgm_M64","3","200","101191","1","-30","1","-10","-15","0","1","0.8","-10","1.1","101191","0","10540103","50","1.2","1054"
"200","4","bgm_M64","4","200","101191","1","-30","1","0","0","0","1","1","190","1","101191","0","10540104","-90","1.5","1054"
"200","5","bgm_M55","5","280","101192","1","-30","1","-45","0","-10","1.2","1.1","485","1","101192","-50","10540105","-70","1.3","1054"
"120","1","bgm_M64","1","210","101201","1","-30","1","0","0","10","1","0.5","-480","0.85","101201","0","10550101","-120","0.8","1055"
"250","2","bgm_M64","2","240","101201","1","-30","1","-30","0","0","1","0.7","-250","1","101201","-30","10550102","-120","1","1055"
"100","3","bgm_M64","3","200","101201","1","-30","1","-10","-15","0","1","0.8","-10","1","101201","0","10550103","65","1.1","1055"
"100","4","bgm_M64","4","200","101201","1","-30","1","0","0","0","1","0.7","190","1","101201","43","10550104","-110","1","1055"
"100","5","bgm_M55","5","250","101202","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10550105","-30","1.45","1055"
"250","1","bgm_M64","1","210","101291","1","-30","1","-30","0","10","1","0.6","-480","0.7","101291","0","10560101","-120","0.8","1056"
"100","2","bgm_M64","2","240","101291","1","-30","1","0","0","0","1","0.75","-260","1.1","101291","0","10560102","-100","1.2","1056"
"100","3","bgm_M64","3","200","101291","1","-30","1","-10","-15","0","1","0.9","-35","1","101291","-30","10560103","50","1.4","1056"
"150","4","bgm_M64","4","200","101291","1","-30","1","0","0","0","1","0.9","190","1","101291","-30","10560104","-120","1.1","1056"
"100","5","bgm_M55","5","230","101292","1","-30","1","30","-20","30","1","1.1","490","1","101292","15","10560105","-15","1.45","1056"
"170","1","bgm_M64","1","210","101301","1","-30","1","-30","0","10","1","0.575","-450","0.9","101301","-25","10570101","-110","1","1057"
"100","2","bgm_M64","2","200","101301","1","-30","1","0","0","10","1","0.75","-270","1.1","101301","0","10570102","-120","1.2","1057"
"200","3","bgm_M64","3","200","101301","1","-30","1","-10","0","-10","1","0.93","-50","1","101301","-30","10570103","100","1.4","1057"
"100","4","bgm_M64","4","200","101301","1","-30","1","0","0","0","1","0.9","190","1","101301","0","10570104","-110","1.2","1057"
"100","5","bgm_M55","5","270","101302","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10570105","-55","1.2","1057"
"250","1","bgm_M64","1","210","101441","1","-30","1","-30","0","10","1","0.6","-480","0.7","101441","0","10580101","-120","0.8","1058"
"250","2","bgm_M64","2","240","101441","1","-30","1","-30","0","0","1","0.7","-250","1","101441","-30","10580102","-120","1","1058"
"100","3","bgm_M64","3","200","101441","1","-30","1","-10","-15","10","1","0.75","-5","1","101441","-10","10580103","70","1.3","1058"
"100","4","bgm_M64","4","200","101441","1","-30","1","0","0","10","1","0.8","210","1","101441","20","10580104","-100","1.1","1058"
"100","5","bgm_M55","5","230","101442","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10580105","-70","1.2","1058"
"170","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.575","-450","0.9","101451","-25","10590101","-110","1","1059"
"200","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.65","-250","0.7","101451","0","10590102","-120","1","1059"
"150","3","bgm_M64","3","200","101451","1","-30","1","-60","-13","0","1.4","0.6","-10","0.55","101451","-50","10590103","0","0.9","1059"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.7","200","0.7","101451","0","10590104","-120","1","1059"
"100","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.2","1.25","510","1.4","101452","-35","10590105","-70","1.55","1059"
"120","1","bgm_M64","1","210","101561","1","-30","1","0","0","10","1","0.5","-480","0.85","101561","0","10600101","-120","0.8","1060"
"100","2","bgm_M64","2","200","101561","1","-30","1","0","0","10","1","0.75","-270","1.1","101561","0","10600102","-120","1.2","1060"
"200","3","bgm_M64","3","200","101561","1","-30","1","-10","-15","0","1","0.9","-25","1","101561","-30","10600103","65","1.4","1060"
"100","4","bgm_M64","4","200","101561","1","-30","1","0","0","0","1","0.65","190","1","101561","0","10600104","-110","1.1","1060"
"400","5","bgm_M55","5","290","101562","1","-30","1","-50","0","0","1.4","1.25","460","1.35","101562","-60","10600105","-70","1.55","1060"
"250","1","bgm_M64","1","210","101001","1","-30","1","-30","0","10","1","0.6","-480","0.7","101001","0","10610101","-120","0.8","1061"
"100","2","bgm_M64","2","240","101001","1","-30","1","0","0","0","1","0.75","-260","1.1","101001","0","10610102","-100","1.2","1061"
"100","3","bgm_M64","3","200","101001","1","-30","1","-10","-15","0","1","1","-10","1","101001","-30","10610103","65","1.4","1061"
"100","4","bgm_M64","4","200","101001","1","-30","1","0","0","0","1","1","200","1","101001","0","10610104","-110","1.4","1061"
"200","5","bgm_M55","5","250","101011","1","-30","1","0","0","0","1.2","1.2","480","1","101011","0","10610105","-40","1.3","1061"
"120","1","bgm_M64","1","210","101021","1","-30","1","0","0","10","1","0.5","-480","0.85","101021","0","10630101","-120","0.8","1063"
"250","2","bgm_M64","2","240","101021","1","-30","1","-30","0","0","1","0.7","-250","1","101021","-30","10630102","-120","1","1063"
"100","3","bgm_M64","3","200","101021","1","-30","1","0","0","0","1","0.9","-10","1","101021","0","10630103","70","1.3","1063"
"100","4","bgm_M64","4","200","101021","1","-30","1","0","0","0","1","0.8","240","1","101021","-30","10630104","-70","1.2","1063"
"200","5","bgm_M55","5","220","101031","1","-30","1","0","0","0","1","1.4","470","1.6","101031","0","10630105","0","1.8","1063"
"170","1","bgm_M64","1","210","101041","1","-30","1","-30","0","10","1","0.575","-450","0.9","101041","-25","10640101","-110","1","1064"
"200","2","bgm_M64","2","200","101041","1","-30","1","0","0","10","1","0.65","-250","0.7","101041","0","10640102","-120","1","1064"
"100","3","bgm_M64","3","200","101041","1","-30","1","-10","-15","0","1","0.8","-10","1","101041","0","10640103","65","1.1","1064"
"100","4","bgm_M64","4","200","101041","1","-30","1","0","0","0","1","0.9","200","1","101041","-30","10640104","-100","1.5","1064"
"150","5","bgm_M55","5","210","101042","1.3","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10640105","-55","1.8","1064"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101161","0","10650101","-120","0.8","1065"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","0","1","0.75","-260","1.1","101161","0","10650102","-100","1.2","1065"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-5","5","1","0.65","-10","1","101161","0","10650103","65","1.1","1065"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.8","200","0.85","101161","0","10650104","-100","1","1065"
"270","5","bgm_M55","5","280","101162","1.3","-30","1","-45","-40","-10","1","0.9","485","1","101162","-50","10650105","-70","1.15","1065"
"120","1","bgm_M64","1","210","101171","1","-30","1","0","0","10","1","0.5","-480","0.85","101171","0","10660101","-120","0.8","1066"
"250","2","bgm_M64","2","240","101171","1","-30","1","-30","0","0","1","0.7","-250","1","101171","-30","10660102","-120","1","1066"
"100","3","bgm_M64","3","200","101171","1","-30","1","-10","-10","0","1","0.8","0","1.1","101171","0","10660103","65","1.15","1066"
"100","4","bgm_M64","4","200","101171","1","-30","1","-10","0","0","1","0.9","230","1.3","101171","0","10660104","5","1.35","1066"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10660105","-30","1.45","1066"
"250","1","bgm_M64","1","210","101191","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10670101","-50","0.8","1067"
"100","2","bgm_M64","2","200","101191","1","-30","1","0","0","10","1","0.75","-270","1.1","101191","0","10670102","-120","1.2","1067"
"100","3","bgm_M64","3","200","101191","1","-30","1","-10","-15","0","1","0.9","-20","1","101191","-30","10670103","50","1.4","1067"
"200","4","bgm_M64","4","200","101191","1","-30","1","0","0","0","1","1","200","1","101191","0","10670104","-90","1.5","1067"
"200","5","bgm_M55","5","280","101192","1","-30","1","-45","0","-10","1.2","1.1","485","1","101192","-50","10670105","-70","1.3","1067"
"100","1","bgm_M64","1","210","101201","1","-30","1","0","0","10","1","0.8","-470","1.1","101201","20","10680101","0","1.45","1068"
"200","2","bgm_M64","2","200","101201","1","-30","1","0","0","10","1","0.65","-250","0.7","101201","0","10680102","-120","1","1068"
"100","3","bgm_M64","3","200","101201","1","-30","1","-10","-15","10","1","0.75","-5","1","101201","-10","10680103","70","1.3","1068"
"100","4","bgm_M64","4","200","101201","1","-30","1","0","0","0","1","0.7","190","1","101201","43","10680104","-110","1","1068"
"100","5","bgm_M55","5","250","101202","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10680105","-30","1.45","1068"
"170","1","bgm_M64","1","210","101291","1","-30","1","-30","0","10","1","0.575","-450","0.9","101291","-25","10690101","-110","1","1069"
"100","2","bgm_M64","2","240","101291","1","-30","1","0","0","0","1","0.75","-225","1.1","101291","0","10690102","-25","1.2","1069"
"100","3","bgm_M64","3","200","101291","1","-30","1","-10","-15","0","1","1.55","0","2.2","101291","0","10690103","65","2.3","1069"
"100","4","bgm_M64","4","200","101291","1","-30","1","0","0","0","1","0.65","190","1","101291","0","10690104","-110","1.1","1069"
"100","5","bgm_M55","5","230","101292","1","-30","1","30","-20","30","1","1.1","490","1","101292","15","10690105","-15","1.45","1069"
"250","1","bgm_M64","1","210","101301","1","-30","1","-30","0","10","1","0.6","-480","0.7","101301","0","10700101","-50","0.8","1070"
"200","2","bgm_M64","2","200","101301","1","-30","1","0","0","10","1","0.65","-250","0.7","101301","0","10700102","-120","1","1070"
"200","3","bgm_M64","3","200","101301","1","-30","1","-10","0","-10","1","0.93","-50","1","101301","-30","10700103","100","1.4","1070"
"150","4","bgm_M64","4","200","101301","1","-30","1","0","0","0","1","0.9","190","1","101301","-30","10700104","-120","1.1","1070"
"100","5","bgm_M55","5","270","101302","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10700105","-55","1.2","1070"
"100","1","bgm_M64","1","210","101441","1","-30","1","0","0","10","1","0.8","-470","1.1","101441","20","10710101","0","1.45","1071"
"250","2","bgm_M64","2","240","101441","1","-30","1","-30","0","0","1","0.7","-250","1","101441","-30","10710102","-120","1","1071"
"100","3","bgm_M64","3","200","101441","1","-30","1","-10","-15","0","1","0.8","-10","1","101441","0","10710103","65","1.1","1071"
"100","4","bgm_M64","4","200","101441","1","-30","1","0","0","0","1","0.7","200","0.7","101441","0","10710104","-120","1","1071"
"100","5","bgm_M55","5","230","101442","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10710105","-70","1.2","1071"
"170","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.575","-450","0.9","101451","-25","10720101","-110","1","1072"
"100","2","bgm_M64","2","240","101451","1","-30","1","0","0","0","1","0.75","-225","1.1","101451","0","10720102","-25","1.2","1072"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","1","-10","1","101451","-30","10720103","65","1.4","1072"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","10","1","0.8","210","1","101451","20","10720104","-100","1.1","1072"
"100","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.2","1.25","510","1.4","101452","-35","10720105","-70","1.55","1072"
"170","1","bgm_M64","1","210","101561","1","-30","1","-30","0","10","1","0.575","-450","0.9","101561","-25","10730101","0","1","1073"
"100","2","bgm_M64","2","200","101561","1","-30","1","0","0","10","1","0.75","-270","1.1","101561","0","10730102","-120","1.2","1073"
"100","3","bgm_M64","3","200","101561","1","-30","1","-10","-5","5","1","0.65","-10","1","101561","0","10730103","65","1.1","1073"
"100","4","bgm_M64","4","200","101561","1","-30","1","0","0","0","1","1","200","1","101561","0","10730104","-110","1.4","1073"
"400","5","bgm_M55","5","290","101562","1","-30","1","-50","0","0","1.4","1.25","460","1.35","101562","-60","10730105","-70","1.55","1073"
"250","1","bgm_M64","1","210","101001","1","-30","1","-30","0","10","1","0.6","-480","0.7","101001","0","10740101","-50","0.8","1074"
"200","2","bgm_M64","2","240","101001","1","-30","1","10","0","0","1","0.9","-260","1.1","101001","10","10740102","-110","1.35","1074"
"100","3","bgm_M64","3","200","101001","1","-30","1","-10","-15","10","1","0.75","-5","1","101001","-10","10740103","70","1.15","1074"
"100","4","bgm_M64","4","200","101001","1","-30","1","0","0","0","1","0.9","190","1","101001","0","10740104","-110","1.2","1074"
"200","5","bgm_M55","5","250","101011","1","-30","1","0","0","0","1.2","1.2","480","1","101011","0","10740105","-40","1.3","1074"
"100","1","bgm_M64","1","210","101021","1","-30","1","0","0","10","1","0.8","-470","1.1","101021","20","10750101","0","1.45","1075"
"200","2","bgm_M64","2","200","101021","1","-30","1","0","0","10","1","0.65","-250","0.7","101021","0","10750102","-120","1","1075"
"150","3","bgm_M64","3","200","101021","1","-30","1","-60","-13","0","1.4","0.6","-10","0.55","101021","-50","10750103","0","0.9","1075"
"100","4","bgm_M64","4","200","101021","1","-30","1","0","0","0","1","0.9","200","1","101021","-30","10750104","-100","1.5","1075"
"200","5","bgm_M55","5","220","101031","1","-30","1","0","0","0","1","1.4","470","1.6","101031","0","10750105","0","1.8","1075"
"170","1","bgm_M64","1","210","101041","1","-30","1","-30","0","10","1","0.575","-480","0.9","101041","-25","10760101","-110","1","1076"
"250","2","bgm_M64","2","240","101041","1","-30","1","-30","0","0","1","0.7","-230","1","101041","-30","10760102","-20","1","1076"
"100","3","bgm_M64","3","200","101041","1","-30","1","-10","-15","0","1","0.9","15","1","101041","-30","10760103","-120","1.4","1076"
"300","4","bgm_M64","4","200","101041","1","-30","1","-50","0","0","1","0.8","200","1","101041","-60","10760104","40","1.3","1076"
"150","5","bgm_M55","5","210","101042","1.3","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10760105","-55","1.8","1076"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101161","0","10770101","-50","0.8","1077"
"100","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-270","1.1","101161","0","10770102","-120","1.2","1077"
"100","3","bgm_M64","3","200","101161","1","-30","1","0","0","0","1","0.9","-10","1","101161","0","10770103","70","1.3","1077"
"200","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","1","200","1","101161","0","10770104","-90","1.5","1077"
"270","5","bgm_M55","5","280","101162","1.3","-30","1","-45","-40","-10","1","0.9","485","1","101162","-50","10770105","-70","1.15","1077"
"170","1","bgm_M64","1","210","101171","1","-30","1","-30","0","10","1","0.575","-450","0.9","101171","-25","10780101","-90","1","1078"
"100","2","bgm_M64","2","240","101171","1","-30","1","0","0","0","1","0.75","-225","1.1","101171","0","10780102","20","1.2","1078"
"100","3","bgm_M64","3","200","101171","1","-30","1","-10","-10","0","1","0.8","0","1.1","101171","0","10780103","-65","1.15","1078"
"100","4","bgm_M64","4","200","101171","1","-30","1","-10","0","0","1","0.65","230","0.9","101171","0","10780104","0","1","1078"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10780105","-30","1.45","1078"
"250","1","bgm_M64","1","210","101191","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10790101","-50","0.8","1079"
"200","2","bgm_M64","2","240","101191","1","-30","1","10","0","0","1","0.9","-260","1.1","101191","10","10790102","-110","1.35","1079"
"100","3","bgm_M64","3","200","101191","1","-30","1","-10","-15","0","1","0.8","-10","1","101191","0","10790103","65","1.1","1079"
"100","4","bgm_M64","4","200","101191","1","-30","1","-10","0","0","1","0.9","230","1.3","101191","0","10790104","5","1.35","1079"
