766a34d88cb5deaa577f199ceabb825aaf75f6ea88f7a98f159135f0ba5949fe,318190a00a6cd6d6e96bd92f18ba5b4bad15562c515d078de0a9341eda01f682,5c87b23c15823afb8add09e0f5ac350432da389c0f0c7a937e5154a567b9a1e7,24f2ce5d9d51a68810081080d96632b07c3c6eb89c1c7608f1882b78ad96c680,a17ef5b833c150a978f329dc725a609744e4d81c717d788d5466a6cf51a5f84f,c47a015fadc1798a4ab89b7c1f3d6503555f3c077536f21860b5d88d86158e79,a76c137682b61e0f75463c7ac48e5f444a6e10925c44f0cd650a5599beb6bdd8,fda9c055b2c87464c460c2107e97f8db392ca6f2ad547cee69f8f1357b31af9c,2e2ae8ad191790a2a3b9fb90661daafa925e7902b5245d0de88011778b6169d1,29351ea1ef7b2087e59e2931bf85f2bd0df9bdab62054f28e51e760e7a829054,494a0191eb7405f6957b871ff9fbaf6cbecba3ac4ebc5daecba64b1e63122018,188a85825f720c9609300e6645b7ff72573d92f012bfa1720331dfb55ca52550,eb197908a1986786f4eb30d911f4a940021d172c82a6267d0868a27e0c01132a,810dd93d97a878cae97b61f8c951c3f1a582d488ab927a2987de7ec978eed564,7f8ff282c4e14a1c4c32925953360a7453e8f95a759389fefed363dd3e49c2df
"1","0","10055","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81055008","2020/12/16 12:00:00","81055008","0","9015","2020/12/25 14:59:59","10055118"
"2930000","0","10056","1","601","スペシャルバトルのボスのHPを37070000まで減らそう","0","6011","81056001","2020/12/31 12:00:00","81056001","1","9018","2021/01/18 14:59:59","10056103"
"5860000","0","10056","1","601","スペシャルバトルのボスのHPを34140000まで減らそう","0","6011","81056002","2020/12/31 12:00:00","81056002","1","9018","2021/01/18 14:59:59","10056104"
"1","0","10056","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81056003","2020/12/31 12:00:00","81056003","0","9016","2021/01/18 14:59:59","10056105"
"11866000","0","10056","1","601","スペシャルバトルのボスのHPを28134000まで減らそう","0","6011","81056004","2020/12/31 12:00:00","81056004","1","9018","2021/01/18 14:59:59","10056106"
"14932000","0","10056","1","601","スペシャルバトルのボスのHPを25068000まで減らそう","0","6011","81056005","2020/12/31 12:00:00","81056005","1","9018","2021/01/18 14:59:59","10056107"
"1","0","10056","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81056006","2020/12/31 12:00:00","81056006","0","9016","2021/01/18 14:59:59","10056108"
"28000000","0","10056","1","601","スペシャルバトルのボスのHPを12000000まで減らそう","0","6011","81056007","2020/12/31 12:00:00","81056007","1","9018","2021/01/18 14:59:59","10056109"
"34000000","0","10056","1","601","スペシャルバトルのボスのHPを6000000まで減らそう","0","6011","81056008","2020/12/31 12:00:00","81056008","1","9018","2021/01/18 14:59:59","10056110"
"1","0","10056","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81056009","2020/12/31 12:00:00","81056009","0","9016","2021/01/18 14:59:59","10056111"
"1","0","10056","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81056010","2020/12/31 12:00:00","81056010","0","9015","2021/01/18 14:59:59","10056112"
"4","0","10057","0","601","チーム美食殿のシャドウを倒そう","0","6011","81057001","2021/01/15 12:00:00","81057001","0","9001","2021/01/24 14:59:59","10057103"
"640000","0","10057","1","601","スペシャルバトルのボスのHPを3960000まで減らそう","0","6011","81057002","2021/01/15 12:00:00","81057002","1","9018","2021/01/24 14:59:59","10057104"
"1240000","0","10057","1","601","スペシャルバトルのボスのHPを3360000まで減らそう","0","6011","81057003","2021/01/15 12:00:00","81057003","1","9018","2021/01/24 14:59:59","10057105"
"1","0","10057","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81057004","2021/01/15 12:00:00","81057004","0","9016","2021/01/24 14:59:59","10057106"
"2760000","0","10057","1","601","スペシャルバトルのボスのHPを1840000まで減らそう","0","6011","81057005","2021/01/15 12:00:00","81057005","1","9018","2021/01/24 14:59:59","10057111"
"3640000","0","10057","1","601","スペシャルバトルのボスのHPを960000まで減らそう","0","6011","81057006","2021/01/15 12:00:00","81057006","1","9018","2021/01/24 14:59:59","10057113"
"1","0","10057","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81057007","2021/01/15 12:00:00","81057007","0","9016","2021/01/24 14:59:59","10057115"
"1","0","10057","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81057008","2021/01/15 12:00:00","81057008","0","9015","2021/01/24 14:59:59","10057118"
"35","0","10058","0","601","ワイルドホーンを35体倒そう","0","6011","81058001","2021/01/31 12:00:00","81058001","0","9014","2021/02/24 14:59:59","10058103"
"1600000","0","10058","1","601","ジェネラルホーンのHPを13400000まで減らそう","0","6011","81058002","2021/01/31 12:00:00","81058002","1","9018","2021/02/24 14:59:59","10058104"
"3200000","0","10058","1","601","ジェネラルホーンのHPを11800000まで減らそう","0","6011","81058003","2021/01/31 12:00:00","81058003","1","9018","2021/02/24 14:59:59","10058105"
"1","0","10058","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81058004","2021/01/31 12:00:00","81058004","0","9016","2021/02/24 14:59:59","10058106"
"8200000","0","10058","1","601","ジェネラルホーンのHPを6800000まで減らそう","0","6011","81058005","2021/01/31 12:00:00","81058005","1","9018","2021/02/24 14:59:59","10058107"
"11600000","0","10058","1","601","ジェネラルホーンのHPを3400000まで減らそう","0","6011","81058006","2021/01/31 12:00:00","81058006","1","9018","2021/02/24 14:59:59","10058108"
"1","0","10058","3","601","ジェネラルホーンを討伐しよう","0","6011","81058007","2021/01/31 12:00:00","81058007","0","9016","2021/02/24 14:59:59","10058109"
"1","0","10058","5","601","スペシャルかエキシビションのバトルでジェネラルホーンを5回以内に討伐しよう","0","6011","81058008","2021/01/31 12:00:00","81058008","0","9015","2021/02/24 14:59:59","10058110"
"2300000","0","10059","1","601","黒風の精霊のHPを25700000まで減らそう","0","6011","81059001","2021/02/10 12:00:00","81059001","1","9018","2021/02/24 14:59:59","10059103"
"4600000","0","10059","1","601","黒風の精霊のHPを23400000まで減らそう","0","6011","81059002","2021/02/10 12:00:00","81059002","1","9018","2021/02/24 14:59:59","10059104"
"1","0","10059","1","601","黒風の精霊のMODE1をクリアしよう","0","6011","81059003","2021/02/10 12:00:00","81059003","0","9016","2021/02/24 14:59:59","10059105"
"4","0","10059","0","601","コッコロとユイのシャドウとお供モンスターを倒そう","0","6011","81059004","2021/02/10 12:00:00","81059004","0","9001","2021/02/24 14:59:59","10059106"
"14000000","0","10059","1","601","黒風の精霊のHPを14000000まで減らそう","0","6011","81059005","2021/02/10 12:00:00","81059005","1","9018","2021/02/24 14:59:59","10059111"
"21000000","0","10059","1","601","黒風の精霊のHPを7000000まで減らそう","0","6011","81059006","2021/02/10 12:00:00","81059006","1","9018","2021/02/24 14:59:59","10059113"
"1","0","10059","3","601","黒風の精霊を討伐しよう","0","6011","81059007","2021/02/10 12:00:00","81059007","0","9016","2021/02/24 14:59:59","10059115"
"1","0","10059","5","601","スペシャルかエキシビションのバトルで黒風の精霊を5回以内に討伐しよう","0","6011","81059008","2021/02/10 12:00:00","81059008","0","9015","2021/02/24 14:59:59","10059118"
"840000","0","10060","1","601","スペシャルバトルのボスのHPを4860000まで減らそう","0","6011","81060001","2021/02/16 12:00:00","81060001","1","9018","2021/02/25 14:59:59","10060103"
"1670000","0","10060","1","601","スペシャルバトルのボスのHPを4030000まで減らそう","0","6011","81060002","2021/02/16 12:00:00","81060002","1","9018","2021/02/25 14:59:59","10060104"
"1","0","10060","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81060003","2021/02/16 12:00:00","81060003","0","9016","2021/02/25 14:59:59","10060105"
"2","0","10060","0","601","カスミとシオリのシャドウを倒そう","0","6011","81060004","2021/02/16 12:00:00","81060004","0","9001","2021/02/25 14:59:59","10060106"
"3570000","0","10060","1","601","スペシャルバトルのボスのHPを2130000まで減らそう","0","6011","81060005","2021/02/16 12:00:00","81060005","1","9018","2021/02/25 14:59:59","10060111"
"4640000","0","10060","1","601","スペシャルバトルのボスのHPを1060000まで減らそう","0","6011","81060006","2021/02/16 12:00:00","81060006","1","9018","2021/02/25 14:59:59","10060113"
"1","0","10060","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81060007","2021/02/16 12:00:00","81060007","0","9016","2021/02/25 14:59:59","10060115"
"1","0","10060","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81060008","2021/02/16 12:00:00","81060008","0","9015","2021/02/25 14:59:59","10060118"
"1","0","10061","1","601","MODE1のお供のモンスターを全て倒そう","0","6011","81061001","2021/02/28 12:00:00","81061001","0","9016","2021/03/18 14:59:59","10061103"
"2670000","0","10061","1","601","スペシャルバトルのボスのHPを37330000まで減らそう","0","6011","81061002","2021/02/28 12:00:00","81061002","1","9018","2021/03/18 14:59:59","10061104"
"5340000","0","10061","1","601","スペシャルバトルのボスのHPを34660000まで減らそう","0","6011","81061003","2021/02/28 12:00:00","81061003","1","9018","2021/03/18 14:59:59","10061105"
"1","0","10061","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81061004","2021/02/28 12:00:00","81061004","0","9016","2021/03/18 14:59:59","10061106"
"18670000","0","10061","1","601","スペシャルバトルのボスのHPを21330000まで減らそう","0","6011","81061005","2021/02/28 12:00:00","81061005","1","9018","2021/03/18 14:59:59","10061111"
"29340000","0","10061","1","601","スペシャルバトルのボスのHPを10660000まで減らそう","0","6011","81061006","2021/02/28 12:00:00","81061006","1","9018","2021/03/18 14:59:59","10061113"
"1","0","10061","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81061007","2021/02/28 12:00:00","81061007","0","9016","2021/03/18 14:59:59","10061115"
"1","0","10061","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81061008","2021/02/28 12:00:00","81061008","0","9015","2021/03/18 14:59:59","10061118"
"3","0","10062","0","601","ニュージェネレーションズのシャドウを倒そう","0","6011","81062001","2021/03/08 12:00:00","81062001","0","9001","2021/03/26 14:59:59","10062103"
"1","0","10062","2","601","MODE2のお供のモンスターを全て倒そう","0","6011","81062002","2021/03/08 12:00:00","81062002","0","9016","2021/03/26 14:59:59","10062104"
"480000","0","10062","1","601","ラウドラパーンのHPを1920000まで減らそう","0","6011","81062003","2021/03/08 12:00:00","81062003","1","9018","2021/03/26 14:59:59","10062105"
"960000","0","10062","1","601","ラウドラパーンのHPを1440000まで減らそう","0","6011","81062004","2021/03/08 12:00:00","81062004","1","9018","2021/03/26 14:59:59","10062106"
"1440000","0","10062","1","601","ラウドラパーンのHPを960000まで減らそう","0","6011","81062005","2021/03/08 12:00:00","81062005","1","9018","2021/03/26 14:59:59","10062111"
"1920000","0","10062","1","601","ラウドラパーンのHPを480000まで減らそう","0","6011","81062006","2021/03/08 12:00:00","81062006","1","9018","2021/03/26 14:59:59","10062113"
"1","0","10062","3","601","ラウドラパーンを討伐しよう","0","6011","81062007","2021/03/08 12:00:00","81062007","0","9016","2021/03/26 14:59:59","10062115"
"1","0","10062","5","601","スペシャルかエキシビションのバトルでラウドラパーンを5回以内に討伐しよう","0","6011","81062008","2021/03/08 12:00:00","81062008","0","9015","2021/03/26 14:59:59","10062118"
"2160000","0","10063","1","601","葛藤のうえきちゃんのHPを13840000まで減らそう","0","6011","81063001","2021/03/16 15:00:00","81063001","1","9018","2021/03/26 14:59:59","10063103"
"1","0","10063","1","601","葛藤のうえきちゃんのMODE1をクリアしよう","0","6011","81063002","2021/03/16 15:00:00","81063002","0","9016","2021/03/26 14:59:59","10063104"
"6240000","0","10063","1","601","葛藤のうえきちゃんのHPを9760000まで減らそう","0","6011","81063003","2021/03/16 15:00:00","81063003","1","9018","2021/03/26 14:59:59","10063105"
"8160000","0","10063","1","601","葛藤のうえきちゃんのHPを7840000まで減らそう","0","6011","81063004","2021/03/16 15:00:00","81063004","1","9018","2021/03/26 14:59:59","10063106"
"1","0","10063","2","601","葛藤のうえきちゃんのMODE2をクリアしよう","0","6011","81063005","2021/03/16 15:00:00","81063005","0","9016","2021/03/26 14:59:59","10063111"
"13040000","0","10063","1","601","葛藤のうえきちゃんのHPを2960000まで減らそう","0","6011","81063006","2021/03/16 15:00:00","81063006","1","9018","2021/03/26 14:59:59","10063113"
"1","0","10063","3","601","葛藤のうえきちゃんを討伐しよう","0","6011","81063007","2021/03/16 15:00:00","81063007","0","9016","2021/03/26 14:59:59","10063115"
"1","0","10063","5","601","スペシャルかエキシビションのバトルで葛藤のうえきちゃんを5回以内に討伐しよう","0","6011","81063008","2021/03/16 15:00:00","81063008","0","9015","2021/03/26 14:59:59","10063118"
"3210000","0","10064","1","601","スペシャルバトルのボスのHPを25990000まで減らそう","0","6011","81064001","2021/03/31 12:00:00","81064001","1","9018","2021/04/18 14:59:59","10064103"
"6420000","0","10064","1","601","スペシャルバトルのボスのHPを22780000まで減らそう","0","6011","81064002","2021/03/31 12:00:00","81064002","1","9018","2021/04/18 14:59:59","10064104"
"1","0","10064","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81064003","2021/03/31 12:00:00","81064003","0","9016","2021/04/18 14:59:59","10064105"
"12260000","0","10064","1","601","スペシャルバトルのボスのHPを16940000まで減らそう","0","6011","81064004","2021/03/31 12:00:00","81064004","1","9018","2021/04/18 14:59:59","10064106"
"14890000","0","10064","1","601","スペシャルバトルのボスのHPを14310000まで減らそう","0","6011","81064005","2021/03/31 12:00:00","81064005","1","9018","2021/04/18 14:59:59","10064107"
"1","0","10064","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81064006","2021/03/31 12:00:00","81064006","0","9016","2021/04/18 14:59:59","10064108"
"21410000","0","10064","1","601","スペシャルバトルのボスのHPを7790000まで減らそう","0","6011","81064007","2021/03/31 12:00:00","81064007","1","9018","2021/04/18 14:59:59","10064109"
"25310000","0","10064","1","601","スペシャルバトルのボスのHPを3890000まで減らそう","0","6011","81064008","2021/03/31 12:00:00","81064008","1","9018","2021/04/18 14:59:59","10064110"
"1","0","10064","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81064009","2021/03/31 12:00:00","81064009","0","9016","2021/04/18 14:59:59","10064111"
"1","0","10064","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81064010","2021/03/31 12:00:00","81064010","0","9015","2021/04/18 14:59:59","10064112"
"4","0","10065","0","601","アキノ、タマキ、ユカリ、ミフユのシャドウを倒そう","0","6011","81065001","2021/04/18 12:00:00","81065001","0","9001","2021/04/27 14:59:59","10065103"
"968000","0","10065","1","601","スペシャルバトルのボスのHPを7832000まで減らそう","0","6011","81065002","2021/04/18 12:00:00","81065002","1","9018","2021/04/27 14:59:59","10065104"
"1936000","0","10065","1","601","スペシャルバトルのボスのHPを6864000まで減らそう","0","6011","81065003","2021/04/18 12:00:00","81065003","1","9018","2021/04/27 14:59:59","10065105"
"1","0","10065","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81065004","2021/04/18 12:00:00","81065004","0","9016","2021/04/27 14:59:59","10065106"
"4840000","0","10065","1","601","スペシャルバトルのボスのHPを3960000まで減らそう","0","6011","81065005","2021/04/18 12:00:00","81065005","1","9018","2021/04/27 14:59:59","10065111"
"6776000","0","10065","1","601","スペシャルバトルのボスのHPを2024000まで減らそう","0","6011","81065006","2021/04/18 12:00:00","81065006","1","9018","2021/04/27 14:59:59","10065113"
"1","0","10065","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81065007","2021/04/18 12:00:00","81065007","0","9016","2021/04/27 14:59:59","10065115"
"1","0","10065","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81065008","2021/04/18 12:00:00","81065008","0","9015","2021/04/27 14:59:59","10065118"
"706000","0","10066","1","601","スペシャルバトルのボスのHPを52294000まで減らそう","0","6011","81066001","2021/04/30 12:00:00","81066001","1","9018","2021/05/18 14:59:59","10066103"
"1412000","0","10066","1","601","スペシャルバトルのボスのHPを51588000まで減らそう","0","6011","81066002","2021/04/30 12:00:00","81066002","1","9018","2021/05/18 14:59:59","10066104"
"1","0","10066","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81066003","2021/04/30 12:00:00","81066003","0","9016","2021/05/18 14:59:59","10066105"
"3","0","10066","0","601","ゲートキーパーとイノリとカヤのシャドウを倒そう","0","6011","81066004","2021/04/30 12:00:00","81066004","0","9001","2021/05/18 14:59:59","10066106"
"18372000","0","10066","1","601","スペシャルバトルのボスのHPを34628000まで減らそう","0","6011","81066005","2021/04/30 12:00:00","81066005","1","9018","2021/05/18 14:59:59","10066107"
"36744000","0","10066","1","601","スペシャルバトルのボスのHPを16256000まで減らそう","0","6011","81066006","2021/04/30 12:00:00","81066006","1","9018","2021/05/18 14:59:59","10066108"
"1","0","10066","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81066007","2021/04/30 12:00:00","81066007","0","9016","2021/05/18 14:59:59","10066109"
"1","0","10066","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81066008","2021/04/30 12:00:00","81066008","0","9015","2021/05/18 14:59:59","10066110"
"4","0","10067","0","601","リマ、マヒル、リン、シオリのシャドウを倒そう","0","6011","81067001","2021/05/18 12:00:00","81067001","0","9001","2021/05/27 14:59:59","10067103"
"917000","0","10067","1","601","スペシャルバトルのボスのHPを7683000まで減らそう","0","6011","81067002","2021/05/18 12:00:00","81067002","1","9018","2021/05/27 14:59:59","10067104"
"1835000","0","10067","1","601","スペシャルバトルのボスのHPを6765000まで減らそう","0","6011","81067003","2021/05/18 12:00:00","81067003","1","9018","2021/05/27 14:59:59","10067105"
"1","0","10067","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81067004","2021/05/18 12:00:00","81067004","0","9016","2021/05/27 14:59:59","10067106"
"4700000","0","10067","1","601","スペシャルバトルのボスのHPを3900000まで減らそう","0","6011","81067005","2021/05/18 12:00:00","81067005","1","9018","2021/05/27 14:59:59","10067111"
"6650000","0","10067","1","601","スペシャルバトルのボスのHPを1950000まで減らそう","0","6011","81067006","2021/05/18 12:00:00","81067006","1","9018","2021/05/27 14:59:59","10067113"
"1","0","10067","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81067007","2021/05/18 12:00:00","81067007","0","9016","2021/05/27 14:59:59","10067115"
"1","0","10067","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81067008","2021/05/18 12:00:00","81067008","0","9015","2021/05/27 14:59:59","10067118"
"7400000","0","10068","1","601","スペシャルバトルのボスのHPを42600000まで減らそう","0","6011","81068001","2021/05/31 12:00:00","81068001","1","9018","2021/06/18 14:59:59","10068103"
"14700000","0","10068","1","601","スペシャルバトルのボスのHPを35300000まで減らそう","0","6011","81068002","2021/05/31 12:00:00","81068002","1","9018","2021/06/18 14:59:59","10068104"
"1","0","10068","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81068003","2021/05/31 12:00:00","81068003","0","9016","2021/06/18 14:59:59","10068105"
"3","0","10068","0","601","アオイ、ミフユ、タマキのシャドウを倒そう","0","6011","81068004","2021/05/31 12:00:00","81068004","0","9001","2021/06/18 14:59:59","10068106"
"31440000","0","10068","1","601","スペシャルバトルのボスのHPを18560000まで減らそう","0","6011","81068005","2021/05/31 12:00:00","81068005","1","9018","2021/06/18 14:59:59","10068107"
"40700000","0","10068","1","601","スペシャルバトルのボスのHPを9300000まで減らそう","0","6011","81068006","2021/05/31 12:00:00","81068006","1","9018","2021/06/18 14:59:59","10068108"
"1","0","10068","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81068007","2021/05/31 12:00:00","81068007","0","9016","2021/06/18 14:59:59","10068109"
"1","0","10068","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81068008","2021/05/31 12:00:00","81068008","0","9015","2021/06/18 14:59:59","10068110"
"855000","0","10069","1","601","スペシャルバトルのボスのHPを7695000まで減らそう","0","6011","81069001","2021/06/18 12:00:00","81069001","1","9018","2021/06/27 14:59:59","10069103"
"1625000","0","10069","1","601","スペシャルバトルのボスのHPを6925000まで減らそう","0","6011","81069002","2021/06/18 12:00:00","81069002","1","9018","2021/06/27 14:59:59","10069104"
"1","0","10069","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81069003","2021/06/18 12:00:00","81069003","0","9016","2021/06/27 14:59:59","10069105"
"3","0","10069","0","601","リノ、アユミ、ヒヨリのシャドウを倒そう","0","6011","81069004","2021/06/18 12:00:00","81069004","0","9001","2021/06/27 14:59:59","10069106"
"4446000","0","10069","1","601","スペシャルバトルのボスのHPを4104000まで減らそう","0","6011","81069005","2021/06/18 12:00:00","81069005","1","9018","2021/06/27 14:59:59","10069111"
"6498000","0","10069","1","601","スペシャルバトルのボスのHPを2052000まで減らそう","0","6011","81069006","2021/06/18 12:00:00","81069006","1","9018","2021/06/27 14:59:59","10069113"
"1","0","10069","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81069007","2021/06/18 12:00:00","81069007","0","9016","2021/06/27 14:59:59","10069115"
"1","0","10069","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81069008","2021/06/18 12:00:00","81069008","0","9015","2021/06/27 14:59:59","10069118"
"1","0","10070","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81070001","2021/06/30 12:00:00","81070001","0","9016","2021/07/18 14:59:59","10070101"
"1","0","10070","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81070002","2021/06/30 12:00:00","81070002","0","9016","2021/07/18 14:59:59","10070102"
"40","0","10070","0","601","夏休み最後まで残りし宿題を40%進めよう","0","6011","81070003","2021/06/30 12:00:00","81070003","1","9020","2021/07/18 14:59:59","10070103"
"70","0","10070","0","601","夏休み最後まで残りし宿題を70%進めよう","0","6011","81070004","2021/06/30 12:00:00","81070004","1","9020","2021/07/18 14:59:59","10070104"
"1","0","10070","3","601","夏休み最後まで残りし宿題を終わらせよう","0","6011","81070005","2021/06/30 12:00:00","81070005","0","9016","2021/07/18 14:59:59","10070105"
"1","0","10070","5","601","スペシャルかエキシビションのバトルで5回以内にクリアしよう","0","6011","81070006","2021/06/30 12:00:00","81070006","0","9015","2021/07/18 14:59:59","10070106"
"1200000","0","10071","1","601","スペシャルバトルのボスのHPを11300000まで減らそう","0","6011","81071001","2021/07/18 12:00:00","81071001","1","9018","2021/07/27 14:59:59","10071103"
"2400000","0","10071","1","601","スペシャルバトルのボスのHPを10100000まで減らそう","0","6011","81071002","2021/07/18 12:00:00","81071002","1","9018","2021/07/27 14:59:59","10071104"
"1","0","10071","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81071003","2021/07/18 12:00:00","81071003","0","9016","2021/07/27 14:59:59","10071105"
"4700000","0","10071","1","601","スペシャルバトルのボスのHPを7800000まで減らそう","0","6011","81071004","2021/07/18 12:00:00","81071004","1","9018","2021/07/27 14:59:59","10071106"
"5900000","0","10071","1","601","スペシャルバトルのボスのHPを6600000まで減らそう","0","6011","81071005","2021/07/18 12:00:00","81071005","1","9018","2021/07/27 14:59:59","10071107"
"1","0","10071","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81071006","2021/07/18 12:00:00","81071006","0","9016","2021/07/27 14:59:59","10071108"
"8900000","0","10071","1","601","スペシャルバトルのボスのHPを3600000まで減らそう","0","6011","81071007","2021/07/18 12:00:00","81071007","1","9018","2021/07/27 14:59:59","10071109"
"10700000","0","10071","1","601","スペシャルバトルのボスのHPを1800000まで減らそう","0","6011","81071008","2021/07/18 12:00:00","81071008","1","9018","2021/07/27 14:59:59","10071110"
"1","0","10071","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81071009","2021/07/18 12:00:00","81071009","0","9016","2021/07/27 14:59:59","10071111"
"1","0","10071","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81071010","2021/07/18 12:00:00","81071010","0","9015","2021/07/27 14:59:59","10071112"
"30","0","10072","0","601","ウタクラゲを30体倒そう","0","6011","81072001","2021/07/31 12:00:00","81072001","0","9014","2021/08/18 14:59:59","10072101"
"3","0","10072","0","601","カルミナのシャドウを倒そう","0","6011","81072002","2021/07/31 12:00:00","81072002","0","9001","2021/08/18 14:59:59","10072102"
"16000000","0","10072","1","601","スペシャルバトルのボスのHPを32000000まで減らそう","0","6011","81072003","2021/07/31 12:00:00","81072003","1","9018","2021/08/18 14:59:59","10072103"
"32000000","0","10072","1","601","スペシャルバトルのボスのHPを16000000まで減らそう","0","6011","81072004","2021/07/31 12:00:00","81072004","1","9018","2021/08/18 14:59:59","10072104"
"1","0","10072","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81072005","2021/07/31 12:00:00","81072005","0","9016","2021/08/18 14:59:59","10072105"
"1","0","10072","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81072006","2021/07/31 12:00:00","81072006","0","9015","2021/08/18 14:59:59","10072106"
"1170000","0","10073","1","601","スペシャルバトルのボスのHPを7630000まで減らそう","0","6011","81073001","2021/08/18 12:00:00","81073001","1","9018","2021/08/27 14:59:59","10073103"
"2350000","0","10073","1","601","スペシャルバトルのボスのHPを6450000まで減らそう","0","6011","81073002","2021/08/18 12:00:00","81073002","1","9018","2021/08/27 14:59:59","10073104"
"1","0","10073","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81073003","2021/08/18 12:00:00","81073003","0","9016","2021/08/27 14:59:59","10073105"
"1","0","10073","2","601","MODE2のお供のモンスターを全て倒そう","0","6011","81073004","2021/08/18 12:00:00","81073004","0","9016","2021/08/27 14:59:59","10073106"
"5280000","0","10073","1","601","スペシャルバトルのボスのHPを3520000まで減らそう","0","6011","81073005","2021/08/18 12:00:00","81073005","1","9018","2021/08/27 14:59:59","10073111"
"7040000","0","10073","1","601","スペシャルバトルのボスのHPを1760000まで減らそう","0","6011","81073006","2021/08/18 12:00:00","81073006","1","9018","2021/08/27 14:59:59","10073113"
"1","0","10073","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81073007","2021/08/18 12:00:00","81073007","0","9016","2021/08/27 14:59:59","10073115"
"1","0","10073","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81073008","2021/08/18 12:00:00","81073008","0","9015","2021/08/27 14:59:59","10073118"
"4","0","10074","0","601","ミツキとユキのシャドウとお供のモンスターを倒そう","0","6011","81074001","2021/08/31 12:00:00","81074001","0","9001","2021/09/18 14:59:59","10074101"
"40","0","10074","0","601","ターゲットを40体倒そう","0","6011","81074002","2021/08/31 12:00:00","81074002","0","9014","2021/09/18 14:59:59","10074102"
"14500000","0","10074","1","601","スペシャルバトルのボスのHPを29000000まで減らそう","0","6011","81074003","2021/08/31 12:00:00","81074003","1","9018","2021/09/18 14:59:59","10074103"
"29000000","0","10074","1","601","スペシャルバトルのボスのHPを14500000まで減らそう","0","6011","81074004","2021/08/31 12:00:00","81074004","1","9018","2021/09/18 14:59:59","10074104"
"1","0","10074","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81074005","2021/08/31 12:00:00","81074005","0","9016","2021/09/18 14:59:59","10074105"
"1","0","10074","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81074006","2021/08/31 12:00:00","81074006","0","9015","2021/09/18 14:59:59","10074106"
"1200000","0","10075","1","601","スペシャルバトルのボスのHPを11400000まで減らそう","0","6011","81075001","2021/09/17 12:00:00","81075001","1","9018","2021/09/26 14:59:59","10075103"
"2400000","0","10075","1","601","スペシャルバトルのボスのHPを10200000まで減らそう","0","6011","81075002","2021/09/17 12:00:00","81075002","1","9018","2021/09/26 14:59:59","10075104"
