762dd0a0cdff0165a9f91507f11f08a8590bce52ba003b083adb978832c41d27,f2ebae506fdfea631384cb333e38cd10da1a20fa3632db4080ce8a3f22da269c,fa1c86f0818c0a9ec0f31a95d6895fccb73eae1e3a87fc9e8e54c19e1e930c0f,e90498d9164322925ba9bae47f3f0fb349790f3bbee6daa328ae1b8b41dbb5c7,0d270a6e9994a1ddf7733724fdffd1e6574c841b9dff10d3a4028feb60f24ac0,6b19d3cb491a1c94d1cc4319affc80d7c9aadafb090c7436afaec162da45018b
"10152005","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109801"
"10152006","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","109801"
"10152007","3010","バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109801"
"10152008","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","109801"
"10152009","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109701"
"10152010","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","109701"
"10152011","3010","バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109701"
"10152012","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","109701"
"10152013","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/09/13 12:00:00","132001"
"10152014","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/09/13 12:00:00","132001"
"10152015","3013","ボスの沈黙無効","1015206","2024/09/13 12:00:00","132001"
"10152016","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","131901"
"10152017","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","131901"
"10152018","3010","バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","131901"
"10152019","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","131901"
"10152020","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","122701"
"10152021","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","122701"
"10152022","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","122701"
"10152023","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","107601"
"10152024","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","107601"
"10152025","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","107601"
"10152026","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","110301"
"10152027","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","110301"
"10152028","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","110301"
"10152029","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","126601"
"10152030","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","126601"
"10152031","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","126601"
"10152032","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","113501"
"10152033","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","113501"
"10152034","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","113501"
"10152035","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","126901"
"10152036","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","126901"
"10152037","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","126901"
"10152038","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","132101"
"10152039","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","132101"
"10152040","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","132101"
"10154001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","102901"
"10154002","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","102901"
"10154003","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","102901"
"10154004","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","111601"
"10154005","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","111601"
"10154006","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","111601"
"10154007","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","111601"
"10154008","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117201"
"10154009","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117201"
"10154010","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","117201"
"10154011","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","124801"
"10154012","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","124801"
"10154013","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","124801"
"10154014","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","132201"
"10154015","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","132201"
"10154016","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","132201"
"10154017","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","132201"
"10154018","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","104201"
"10154019","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","104201"
"10154020","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","104201"
"10154021","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","104201"
"10154022","3001","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","105401"
"10154023","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","105401"
"10154024","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","105401"
"10154025","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","108401"
"10154026","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","108401"
"10154027","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","108401"
"10154028","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117301"
"10154029","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117301"
"10154030","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","117301"
"10154031","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","117301"
"10154032","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","113901"
"10154033","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","113901"
"10154034","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","113901"
"10154035","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117401"
"10154036","3002","バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117401"
"10154037","3013","ボスの麻痺無効","1015406","2024/09/30 12:00:00","117401"
"10156001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","130201"
"10156002","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","130201"
"10156003","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015606","2024/11/11 12:00:00","130001"
"10156004","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015606","2024/11/11 12:00:00","130001"
"10156005","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","129701"
"10156006","3014","バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","129701"
"10156007","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015606","2024/10/31 12:00:00","105801"
"10156008","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015606","2024/10/31 12:00:00","105801"
"10156009","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","126501"
"10156010","3014","バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","126501"
"10156011","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","126001"
"10156012","3014","バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","126001"
"10156013","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","126101"
"10156014","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","126101"
"10156015","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","125801"
"10156016","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","125801"
"10158001","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","101801"
"10158002","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","101801"
"10158003","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","126501"
"10158004","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","126501"
"10158005","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","110101"
"10158006","3014","バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","110101"
"10158007","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","119001"
"10158008","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","119001"
"10158009","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/12/09 12:00:00","132901"
"10158010","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/12/09 12:00:00","132901"
"10158011","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","132801"
"10158012","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","132801"
"10158013","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","105001"
"10158014","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","105001"
"10158015","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","100801"
"10158016","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","100801"
"10158017","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","108301"
"10158018","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","108301"
"10158019","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","121401"
"10158020","3014","バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","121401"
"10158021","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","117601"
"10158022","3014","バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","117601"
"10158023","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","126301"
"10158024","3014","バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","126301"
"10158025","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015806","2024/11/30 12:00:00","127901"
"10158026","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015806","2024/11/30 12:00:00","127901"
"10160001","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","1016006","2024/12/31 12:00:00","102801"
"10160002","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","1016006","2024/12/31 12:00:00","102801"
"10160003","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1016006","2024/12/31 12:00:00","105301"
"10160004","3014","バトル開始後味方全体のＴＰ大回復","1016006","2024/12/31 12:00:00","105301"
"10160005","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","1016006","2024/12/31 12:00:00","110301"
"10160006","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","1016006","2024/12/31 12:00:00","110301"
"10160007","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","1016006","2024/12/31 12:00:00","114501"
"10160008","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1016006","2024/12/31 12:00:00","114501"
"10160009","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","1016006","2024/12/31 12:00:00","127501"
"10160010","3013","バトル開始後味方全体の行動不能\n2回無効","1016006","2024/12/31 12:00:00","127501"
"10160011","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1016006","2025/01/03 19:00:00","133501"
"10160012","3014","バトル開始後味方全体のＴＰ大回復","1016006","2025/01/03 19:00:00","133501"
"10160013","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1016006","2024/12/31 12:00:00","180901"
"10160014","3010","バトル開始後90秒間ＴＰ上昇大アップ","1016006","2024/12/31 12:00:00","180901"
"10160015","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","1016006","2024/12/31 12:00:00","114201"
"10160016","3013","バトル開始後味方全体の行動不能\n2回無効","1016006","2024/12/31 12:00:00","114201"
"10160017","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1016006","2024/12/31 12:00:00","125201"
"10160018","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1016006","2024/12/31 12:00:00","125201"
"10160019","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1016006","2024/12/31 12:00:00","133201"
"10160020","3010","バトル開始後90秒間ＴＰ上昇大アップ","1016006","2024/12/31 12:00:00","133201"
