0372c42f3527c53bc2e57695225d38e39a009463f6c65b2573d139c131f64cac,37c5ab60c8da8e7d7b3ab1c4b6b901342c193b89b5e1503519dccd5125d7e0d6,07bc9d4c19e39be8df4c9f30fbe67e0903f906e495655091806d2498da39f56f,c8dd35f9639f1d498a1b7b6ee0500757b3d7fa3fc8469ab99dfc4f55afdb9d07,1c08794c386e887b1784b323f9c1886363f11a938aad7b5cd99b94a03a9da1cb,491a6465637771ab82c3801020a69e6b7d293ea4d448dd3a7429ec8c57f4e393,79d4f04f3dafc5bf59b9a48aea6e55681e75ac170ef912855b95464aea1f883d,b091d2efb05407fcccf2575e27321b33ee9373116a48d2531070ce351fca7958,679cf81ad567f86e9bbef5ed0b9840286bdd24d9884dc86ca417685352a1fe2f,74da89f737e1b779fc43318da788e053da6975ea542336520732b8418ebc022d,ee23bac5e06770a8507242329e9750cd7236504a2da8f32171a0b51ae95bcd56
"7","","psy_fairy_talk","1","0.2","3","1","","7005","",""
"7","0","vo_minigame_1008_drama_9902","vo_minigame_1008","","21","0","","7006","",""
"7","1","キュキュッ！","1","0","11","6","0","7007","0","0.5"
"7","","","0","","91","","","7008","",""
"7","","psy_fairy_idle","1","0.2","3","1","","7009","",""
"7","","psy_miyako_talk3","119931","0.2","3","1","","7010","",""
"7","0","vo_minigame_1008_drama_0702","vo_minigame_1008","","21","0","","7011","",""
"7","1","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","119931","0","11","6","0","7012","0","1"
"7","","1","3","","93","","","7013","",""
"7","psy_miyako_arm_crossed_loop","psy_miyako_arm_crossed_in","119931","0.2","3","0","0","7014","1",""
"7","","","7012","","91","","","7015","",""
"7","","0","0","","22","","","7016","",""
"7","","psy_fairy_talk","1","0.2","3","1","","7017","",""
"7","0","vo_minigame_1008_drama_9903","vo_minigame_1008","","21","0","","7018","",""
"7","1","キュ～キュ～！","1","0","11","6","0","7019","0","0.5"
"7","","","0","","91","","","7020","",""
"7","","psy_fairy_idle","1","0.2","3","1","","7021","",""
"7","","psy_miyako_anger2","119931","0.2","3","1","","7022","",""
"7","0","vo_minigame_1008_drama_0704","vo_minigame_1008","","21","0","","7023","",""
"7","1","そんなこと言われても知らないの！","119931","0","11","6","0","7024","0","0.5"
"7","","","0","","91","","","7025","",""
"7","","0","0","","22","","","7026","",""
"7","","psy_miyako_thinking3","119931","0.2","3","1","","7027","",""
"7","0","vo_minigame_1008_drama_0705","vo_minigame_1008","","21","0","","7028","",""
"7","1","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","119931","0","11","5","0","7029","0","0.5"
"7","","1","5","","93","","","7030","",""
"7","psy_miyako_doya_loop","psy_miyako_doya_in","119931","0.2","3","0","0","7031","1",""
"7","","","7029","","91","","","7032","",""
"7","","0","0","","22","","","7033","",""
"7","","","1","","93","","","7034","",""
"7","","","0","","91","","","7035","",""
"8","-300","119931","1","1.7","1","100","0","8001","-200","psy_miyako_start"
"8","225","100411","1","1.7","1","100","1","8002","-210","psy_walk2"
"8","480","103631","1","1.7","1","105","1","8003","-220","psy_walk3"
"8","340","102011","1","1.7","1","110","1","8004","-235","psy_walk_glad"
"8","0","11","1","1","31","0","","8005","1",""
"8","-300","1","1","1.7","5","101","0","8006","-200","psy_smoke_start"
"8","2","110","100411","","2","-210","","8007","0",""
"8","2.2","365","103631","","2","-220","","8008","0",""
"8","2.3","225","102011","","2","-235","","8009","0",""
"8","","","2","","93","","","8010","",""
"8","","psy_idle_normal","100411","0.2","3","1","","8011","",""
"8","","","0.2","","93","","","8012","",""
"8","","psy_idle_normal","103631","0.2","3","1","","8013","",""
"8","","","0.1","","93","","","8014","",""
"8","","psy_talk_joy1","102011","0.2","3","1","","8015","",""
"8","0","vo_minigame_1008_drama_0806","vo_minigame_1008","","21","0","","8016","",""
"8","1","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","102011","0","11","8","0","8017","0","0.5"
"8","","","0","","91","","","8018","",""
"8","","psy_idle_joy1","102011","0.2","3","1","","8019","",""
"8","psy_miyako_talk1","psy_miyako_appear","119931","0","3","0","0.2","8020","1",""
"8","psy_smoke_start","psy_smoke_appear","1","0","3","0","0","8021","0",""
"8","0","vo_minigame_1008_drama_0801","vo_minigame_1008","","21","0","","8022","",""
"8","1","ん？　アイツに何か用なの？","119931","0","11","6","0","8023","0","0.5"
"8","","","0","","91","","","8024","",""
"8","","0","0","","22","","","8025","",""
"8","","psy_miyako_idle","119931","0.2","3","1","","8026","",""
"8","","psy_talk_surprise2","103631","0.2","3","1","","8027","",""
"8","0","vo_minigame_1008_drama_0807","vo_minigame_1008","","21","0","","8028","",""
"8","1","きゃ～！？　おばけ！！","103631","0","11","8","0","8029","0","0.5"
"8","","","0","","91","","","8030","",""
"8","","psy_idle_surprise2","103631","0.2","3","1","","8031","",""
"8","","psy_talk_joy2","100411","0.2","3","1","","8032","",""
"8","0","vo_minigame_1008_drama_0808","vo_minigame_1008","","21","0","","8033","",""
"8","1","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","100411","0","11","8","0","8034","0","0.5"
"8","","","0","","91","","","8035","",""
"8","","psy_idle_joy2","100411","0.2","3","1","","8036","",""
"8","","psy_miyako_panic2","119931","0.2","3","1","","8037","",""
"8","0","vo_minigame_1008_drama_0802","vo_minigame_1008","","21","0","","8038","",""
"8","1","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","119931","0","11","6","0","8039","0","1"
"8","","1","3","","93","","","8040","",""
"8","","psy_miyako_talk2","119931","0.2","3","1","","8041","",""
"8","","","8039","","91","","","8042","",""
"8","","0","0","","22","","","8043","",""
"8","","psy_miyako_idle","119931","0.2","3","1","","8044","",""
"8","","psy_talk_wish","100411","0.2","3","1","","8045","",""
"8","0","vo_minigame_1008_drama_0809","vo_minigame_1008","","21","0","","8046","",""
"8","1","いないの？\nそれなら今のうちにイタズラを……","100411","0","11","8","0","8047","0","0.5"
"8","","","0","","91","","","8048","",""
"8","","psy_idle_wish","100411","0.2","3","1","","8049","",""
"8","","psy_talk_anger","103631","0.2","3","1","","8050","",""
"8","0","vo_minigame_1008_drama_0810","vo_minigame_1008","","21","0","","8051","",""
"8","1","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","103631","0","11","8","0","8052","0","0.5"
"8","","","0","","91","","","8053","",""
"8","","psy_idle_anger","103631","0.2","3","1","","8054","",""
"8","","psy_talk_normal","100411","0.2","3","1","","8055","",""
"8","","0","100411","","4","","","8056","",""
"8","0","vo_minigame_1008_drama_0811","vo_minigame_1008","","21","0","","8057","",""
"8","1","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","100411","0","11","8","0","8058","0","0.5"
"8","","","0","","91","","","8059","",""
"8","","1","100411","","4","","","8060","",""
"8","","psy_idle_normal","100411","0.2","3","1","","8061","",""
"8","","psy_talk_joy1","102011","0.2","3","1","","8062","",""
"8","0","vo_minigame_1008_drama_0812","vo_minigame_1008","","21","0","","8063","",""
"8","1","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","102011","0","11","8","0","8064","0","0.5"
"8","","","0","","91","","","8065","",""
"8","","psy_idle_joy1","102011","0.2","3","1","","8066","",""
"8","","psy_miyako_anger3","119931","0.2","3","1","","8067","",""
"8","0","vo_minigame_1008_drama_0803","vo_minigame_1008","","21","0","","8068","",""
"8","1","遊ばないの。\nミヤコはプリン作りで忙しいの！","119931","0","11","6","0","8069","0","0.5"
"8","","","0","","91","","","8070","",""
"8","","0","0","","22","","","8071","",""
"8","","psy_miyako_idle_anger","119931","0.2","3","1","","8072","",""
"8","","psy_talk_joy2","102011","0.2","3","1","","8073","",""
"8","0","vo_minigame_1008_drama_0813","vo_minigame_1008","","21","0","","8074","",""
"8","1","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","102011","0","11","8","0","8075","0","0.5"
"8","","","0","","91","","","8076","",""
"8","","psy_idle_joy2","102011","0.2","3","1","","8077","",""
"8","psy_miyako_doya_loop","psy_miyako_doya_in","119931","0.2","3","0","0","8078","1",""
"8","0","vo_minigame_1008_drama_0804","vo_minigame_1008","","21","0","","8079","",""
"8","1","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","119931","0","11","6","0","8080","0","0.5"
"8","","","0","","91","","","8081","",""
"8","","0","0","","22","","","8082","",""
"8","","psy_miyako_doya_idle","119931","0.2","3","1","","8083","",""
"8","psy_idle_joy1","psy_jump","102011","0.2","3","0","0.4","8084","1",""
"8","0","vo_minigame_1008_drama_0814","vo_minigame_1008","","21","0","","8085","",""
"8","1","わ～い！　やった～！","102011","0","11","8","0","8086","0","0.5"
"8","","","0","","91","","","8087","",""
"8","","psy_talk_joy2","100411","0.2","3","1","","8088","",""
"8","0","vo_minigame_1008_drama_0815","vo_minigame_1008","","21","0","","8089","",""
"8","1","にいちゃんにイタズラする用のプリン\n作っちゃお～！","100411","0","11","8","0","8090","0","0.5"
"8","","","0","","91","","","8091","",""
"8","","psy_idle_joy2","100411","0.2","3","1","","8092","",""
"8","","psy_talk_sad","103631","0.2","3","1","","8093","",""
"8","0","vo_minigame_1008_drama_0816","vo_minigame_1008","","21","0","","8094","",""
"8","1","そ、そんな……\n幽霊とプリン作りなんて……","103631","0","11","8","0","8095","0","0.5"
"8","","","0","","91","","","8096","",""
"8","","psy_idle_sad","103631","0.2","3","1","","8097","",""
"8","","psy_talk_normal","100411","0.2","3","1","","8098","",""
"8","","0","100411","","4","","","8099","",""
"8","","0","102011","","4","","","8100","",""
"8","0","vo_minigame_1008_drama_0817","vo_minigame_1008","","21","0","","8101","",""
"8","1","キョウカはやらないの？","100411","0","11","8","0","8102","0","0.5"
"8","","","0","","91","","","8103","",""
"8","","psy_idle_normal","100411","0.2","3","1","","8104","",""
"8","","psy_talk_joy2","102011","0.2","3","1","","8105","",""
"8","0","vo_minigame_1008_drama_0818","vo_minigame_1008","","21","0","","8106","",""
"8","1","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","102011","0","11","8","0","8107","0","0.5"
"8","","","0","","91","","","8108","",""
"8","","psy_idle_joy2","102011","0.2","3","1","","8109","",""
"8","","psy_talk_sad","103631","0.2","3","1","","8110","",""
"8","0","vo_minigame_1008_drama_0819","vo_minigame_1008","","21","0","","8111","",""
"8","1","うぅ……わかったよ、\n私も一緒に作ります。","103631","0","11","8","0","8112","0","0.5"
"8","","","0","","91","","","8113","",""
"8","","psy_idle_sad","103631","0.2","3","1","","8114","",""
"8","","psy_miyako_joy1","119931","0.2","3","1","","8115","",""
"8","0","vo_minigame_1008_drama_0805","vo_minigame_1008","","21","0","","8116","",""
"8","1","やったの！\n手下が一気に３人も増えたの！","119931","0","11","6","0","8117","0","0.5"
"8","","","0","","91","","","8118","",""
"8","","0","0","","22","","","8119","",""
"8","","","1","","93","","","8120","",""
"8","","","0","","91","","","8121","",""
"9","-300","119931","1","1.7","1","100","0","9001","-200","psy_miyako_idle"
"9","185","1","1","1.7","5","100","1","9002","-220","psy_idle_normal"
"9","0","11","1","1","31","0","","9003","1",""
"9","","","1","","93","","","9004","",""
"9","","psy_miyako_thinking4","119931","0.2","3","1","","9005","",""
"9","0","vo_minigame_1008_drama_0901","vo_minigame_1008","","21","0","","9006","",""
"9","1","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","119931","0","11","5","0","9007","0","1"
"9","","1","6","","93","","","9008","",""
"9","","psy_miyako_sad2","119931","0.2","3","1","","9009","",""
"9","","","9007","","91","","","9010","",""
"9","","0","0","","22","","","9011","",""
"9","","psy_miyako_talk_joy1","119931","0.2","3","1","","9012","",""
"9","0","vo_minigame_1008_drama_0902","vo_minigame_1008","","21","0","","9013","",""
"9","1","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","119931","0","11","6","0","9014","0","0.5"
"9","","1","6","","93","","","9015","",""
"9","psy_miyako_guts2_loop","psy_miyako_guts2_in","119931","0.2","3","0","0","9016","1",""
"9","","","9014","","91","","","9017","",""
"9","","0","0","","22","","","9018","",""
"9","0","11","1","0","12","1","0","9019","0","0"
"9","psy_idle_guts2","psy_talk_guts2","1","0.2","3","0","0","9020","1",""
"9","","","2","","93","","","9021","",""
"9","","0","1","","4","","","9022","",""
"9","","psy_run","1","0.2","3","1","","9023","",""
"9","3","1000","1","","2","-220","","9024","0",""
"9","","","4","","93","","","9025","",""
"9","","1","1","","4","","","9026","",""
"9","","psy_item01_run","1","0.2","3","1","","9027","",""
"9","3","185","1","","2","-220","","9028","0",""
"9","","","3","","93","","","9029","",""
"9","psy_item01_up_loop","psy_item01_up","1","0.2","3","0","0","9030","1",""
"9","","","0.5","","93","","","9031","",""
"9","","9033","手錠とムチを持ってきた。","","103","0","","9032","",""
"9","","psy_miyako_anger2","119931","0.2","3","1","","9033","",""
"9","0","vo_minigame_1008_drama_0903","vo_minigame_1008","","21","0","","9034","",""
"9","1","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","119931","0","11","6","0","9035","0","0.5"
"9","","","0","","91","","","9036","",""
"9","","0","0","","22","","","9037","",""
"9","0","10","1","0","12","2","0","9038","0","0"
"9","","psy_item01_up_loop_talk","1","0.2","3","1","","9039","",""
"9","","","3","","93","","","9040","",""
"9","","psy_item01_up_loop","1","0.2","3","1","","9041","",""
"9","","psy_miyako_thinking4","119931","0.2","3","1","","9042","",""
"9","0","vo_minigame_1008_drama_0904","vo_minigame_1008","","21","0","","9043","",""
"9","1","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","119931","0","11","5","0","9044","0","0.5"
"9","","1","6","","93","","","9045","",""
"9","","psy_miyako_talk4","119931","0.2","3","1","","9046","",""
"9","","","9044","","91","","","9047","",""
"9","","0","0","","22","","","9048","",""
"9","","","1","","93","","","9049","",""
"9","","","0","","91","","","9050","",""
"10","-300","119931","1","1.7","1","100","0","10001","-200","psy_miyako_idle"
"10","1000","1","1","1.7","5","100","1","10002","-220","psy_idle_normal"
"10","0","11","1","1","31","0","","10003","1",""
"10","","","2","","93","","","10004","",""
"10","","psy_item02_run","1","0.2","3","1","","10005","",""
"10","3","185","1","","2","-220","","10006","0",""
"10","","","3","","93","","","10007","",""
"10","psy_item02_up_loop","psy_item02_up","1","0.2","3","0","0","10008","1",""
"10","","","0.5","","93","","","10009","",""
"10","","10011","ヒントになりそうなものだよ。","","103","0","","10010","",""
"10","","psy_miyako_anger3","119931","0.2","3","1","","10011","",""
"10","0","vo_minigame_1008_drama_1001","vo_minigame_1008","","21","0","","10012","",""
"10","1","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","119931","0","11","5","0","10013","0","0.5"
"10","","1","4","","93","","","10014","",""
"10","","psy_miyako_talk2","119931","0.2","3","1","","10015","",""
"10","","1","2.5","","93","","","10016","",""
"10","","psy_miyako_talk_joy1","119931","0.2","3","1","","10017","",""
"10","","","10013","","91","","","10018","",""
"10","","0","0","","22","","","10019","",""
"10","","psy_miyako_thinking1","119931","0.2","3","1","","10020","",""
"10","0","vo_minigame_1008_drama_1002","vo_minigame_1008","","21","0","","10021","",""
"10","1","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","119931","0","11","5","0","10022","0","0.5"
"10","","","0","","91","","","10023","",""
"10","","0","0","","22","","","10024","",""
"10","0","6","1","0","12","3","0","10025","0","0"
"10","","psy_item02_up_loop_talk","1","0.2","3","1","","10026","",""
"10","","","3","","93","","","10027","",""
"10","","psy_item02_up_loop","1","0.2","3","1","","10028","",""
"10","","psy_miyako_sad1","119931","0.2","3","1","","10029","",""
"10","0","vo_minigame_1008_drama_1003","vo_minigame_1008","","21","0","","10030","",""
"10","1","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","119931","0","11","6","0","10031","0","0.5"
"10","","1","3","","93","","","10032","",""
"10","","psy_miyako_anger2","119931","0.2","3","1","","10033","",""
"10","","","10031","","91","","","10034","",""
"10","","0","0","","22","","","10035","",""
"10","","","1","","93","","","10036","",""
"10","","","0","","91","","","10037","",""
"11","-300","119931","1","1.7","1","100","0","11001","-200","psy_miyako_idle"
"11","1000","1","1","1.7","5","100","1","11002","-220","psy_idle_normal"
"11","0","11","1","1","31","0","","11003","1",""
"11","","","2","","93","","","11004","",""
"11","","psy_item03_run","1","0.2","3","1","","11005","",""
"11","3","185","1","","2","-220","","11006","0",""
"11","","","3","","93","","","11007","",""
"11","psy_item03_up_loop","psy_item03_up","1","0.2","3","0","0","11008","1",""
"11","","","0.5","","93","","","11009","",""
"11","","11011","ヒントになりそうなものだよ。","","103","0","","11010","",""
"11","","psy_miyako_talk3","119931","0.2","3","1","","11011","",""
"11","0","vo_minigame_1008_drama_1101","vo_minigame_1008","","21","0","","11012","",""
"11","1","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","119931","0","11","6","0","11013","0","1"
"11","","1","4","","93","","","11014","",""
"11","","psy_miyako_panic3","119931","0.2","3","1","","11015","",""
"11","","","11013","","91","","","11016","",""
"11","","0","0","","22","","","11017","",""
"11","","psy_miyako_thinking1","119931","0.2","3","1","","11018","",""
"11","0","vo_minigame_1008_drama_1102","vo_minigame_1008","","21","0","","11019","",""
"11","1","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","119931","0","11","6","0","11020","0","0.5"
"11","","","0","","91","","","11021","",""
"11","","0","0","","22","","","11022","",""
"11","","11024","台本とシフト表","","103","0","","11023","",""
"11","","psy_miyako_talk4","119931","0.2","3","1","","11024","",""
"11","0","vo_minigame_1008_drama_1103","vo_minigame_1008","","21","0","","11025","",""
"11","1","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","119931","0","11","6","0","11026","0","0.5"
"11","","","0","","91","","","11027","",""
"11","","0","0","","22","","","11028","",""
"11","","psy_miyako_sad1","119931","0.2","3","1","","11029","",""
"11","0","vo_minigame_1008_drama_1104","vo_minigame_1008","","21","0","","11030","",""
"11","1","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","119931","0","11","6","0","11031","0","0.5"
"11","","","0","","91","","","11032","",""
"11","","0","0","","22","","","11033","",""
"11","","psy_miyako_talk_joy1","119931","0.2","3","1","","11034","",""
"11","0","vo_minigame_1008_drama_1105","vo_minigame_1008","","21","0","","11035","",""
"11","1","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","119931","0","11","6","0","11036","0","0.5"
"11","","1","5","","93","","","11037","",""
"11","psy_miyako_doya_loop","psy_miyako_doya_in","119931","0.2","3","0","0","11038","1",""
"11","","","11036","","91","","","11039","",""
"11","","0","0","","22","","","11040","",""
"11","","","1.5","","93","","","11041","",""
"11","","","0","","91","","","11042","",""
