8a410e2431500fa6ba8143ce5a092bb39fcaacbd0d4b64396caf7d1960a83970,a3d5f61209b5c1c8b148828acef9d09398a440b21773780160730b171f573fc7,e2d8e72d6e237a70179c038f6fe211b336847bc52c6ec2ff5ce4a8a26419a616,b8869e6455984070462c2f58c47f5df8ebbb9c6b32dae80147e4f530462db19d,1e70fe92152e482d67136e301d27e223bdf58857a14e262092d67995051a8c00,bc2eaec74bfa2becab1b225987ea34f6742e7c58b0126ed785e54aa8dd4f76f0,68f2e02748c4f4df650edf1b4e4455f7c99da0deccb7baf328970758da2b453a,a668afa7d58737dd54c4062bfbf42923c0cc1be25182c4b54148c5facfb94db4,3ea7651900dbf017713cf5cbc16de3fff86a26a29495515248876e814cc38e7d,5c0ad312c358a24c4199f57444566dd5f84825bb1637d6b57698f185af444b54,140e104b7379c4cc975f803b8b5012db77d993338df5796c8087c0139a4f051b,da1fa682b93bd3be7e05a94bed8a9bc40035c1772c413be2df8092515f52425e,f0cad9107c6795ee152f9882053bb59b046be3521bbf1b9eebbbba47e46bdebb,4e0288ba137d141031d7a55d054cbd1ff11e705290cccc498032de8dcb5221b1,42ab549d258241cea4661301fd6151ec51a46a4b75df6d8f613de160e1661142,b39e8ae1f1272c4ad3b702b7b2b0c2fe7b725234af390b95c0b9bf276827a0ba
"112101","12","悠木碧","O","サレンディア救護院","スズメ（ニューイヤー）","ご奉仕","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","43","154","15","0","12","9","ヒューマン","お嬢さまのためにがんばるドジっ娘メイド"
"112201","3","水瀬いのり","AB","自警団（カォン）","カスミ（マジカル）","読書、推理","","41","152","15","0","11","10","獣人族","頭脳明晰な美少女名探偵"
"112301","3","小清水亜美","A","牧場（エリザベスパーク）","シオリ（マジカル）","読書、お散歩","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","40","153","14","0","11","11","獣人族","読書が趣味の病弱少女"
"112401","24","大橋彩香","O","ニュージェネレーションズ","ウヅキ（デレマス）","友達と長話","","45","159","17","0","4","100","ヒューマン","弾ける笑顔！　アイドルを夢見る女の子"
"112501","10","福原綾香","B","ニュージェネレーションズ","リン（デレマス）","犬の散歩","","44","165","15","0","8","100","ヒューマン","クールビューティーな「蒼の剣士」"
"112601","1","原紗友里","B","ニュージェネレーションズ","ミオ（デレマス）","ショッピング","","46","161","15","0","12","100","ヒューマン","スーパースターを目指す元気娘☆☆★"
"112701","1","小岩井ことり","B","牧場（エリザベスパーク）","リン（レンジャー）","あんパン","","42","144","17","0","1","11","獣人族","遊びと睡眠が何より大事なぐうたら娘"
"112801","3","新田恵海","B","牧場（エリザベスパーク）","マヒル（レンジャー）","漫才","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","35","142","20","0","3","11","ヒューマン","みんなを笑顔にするお笑い牧場主"
"112901","25","阿澄佳奈","A","ラビリンス","リノ（ワンダー）","お裁縫","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","44","156","15","0","8","3","ヒューマン","人懐っこくてマシンガントークな妹系少女"
"113001","7","大関英里","O","ヴァイスフリューゲル　ランドソル支部","アユミ（ワンダー）","観察","","43","155","16","0","4","15","エルフ","どこまでも一途に慕う、純情乙女"
"113101","11","佐藤利奈","B","トワイライトキャラバン","ルカ（サマー）","釣り","","54","167","25","0","7","13","ヒューマン","人情味溢れる粋でいなせな「姉御」"
"113201","5","髙野麻美","A","トワイライトキャラバン","アンナ（サマー）","小説執筆","いいか、絶対に私を真名で呼ぶなよ？\n常に「機関」の眼や耳の存在を疑え\nそれが、生きのびるための術だ…！","45","159","17","0","7","13","魔族","前世を信じる中二病患者、「疾風の冥姫」"
"113301","21","佳村はるか","O","トワイライトキャラバン","ナナカ（サマー）","読書、魔法","","55","166","18","0","8","13","魔族","オタク全開な魔法少女"
"113401","24","大橋彩香","A","フォレスティエ","ハツネ（サマー）","妹と遊ぶこと、二度寝、昼寝、早寝","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","46","156","17","0","12","6","エルフ","みんなのために超能力を使う眠り姫"
"113501","5","國府田マリ子","O","フォレスティエ","ミサト（サマー）","絵本作り","","54","165","21","0","9","6","エルフ","母性溢れる優しいみんなの「ミサト先生」"
"113601","25","川澄綾子","A","王宮騎士団（NIGHTMARE）","ジュン（サマー）","格闘技、湯浴み","","50","171","25","0","10","8","ヒューマン","素顔を見せない冷静沈着な女性騎士"
"113701","22","浅倉杏美","O","悪魔偽王国軍（ディアボロス）","アカリ（エンジェル）","サックス","アカリ、まだわからないことが多くて…\nだからこれから\nいろいろ教えてくださいね、お兄ちゃん！","42","150","13","0","11","7","魔族","甘え上手なみんなの人気者"
"113801","22","原紗友里","O","悪魔偽王国軍（ディアボロス）","ヨリ（エンジェル）","ゲーム全般","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","40","150","13","0","11","7","魔族","人見知りであまのじゃくな女の子"
"113901","7","木戸衣吹","AB","カルミナ","ツムギ（ハロウィン）","裁縫","","45","153","14","0","9","4","ヒューマン","ファッション大好きなキュートガール"
"114001","12","早見沙織","B","トゥインクルウィッシュ","レイ（ハロウィン）","読書、乗馬、お茶","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","46","163","18","0","1","2","魔族","クールで何事にも真っ直ぐな剣士"
"114101","25","下田麻美","O","王宮騎士団（NIGHTMARE）","マツリ（ハロウィン）","ヒーローごっこ","","40","146","12","0","11","8","獣人族","ヒーローに憧れる騎士見習いの少女"
"114201","28","辻あゆみ","A","ヴァイスフリューゲル　ランドソル支部","モニカ（マジカル）","お菓子屋通い","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","33","140","17","0","7","15","ヒューマン","見た目も中身もお子ちゃまな異国の軍人"
"114301","11","茅原実里","A","王宮騎士団（NIGHTMARE）","トモ（マジカル）","剣術、年長者をからかう","","43","149","13","0","8","8","ヒューマン","義理堅くてからかい好きな剣術少女"
"114401","12","松嵜麗","AB","メルクリウス財団","アキノ（クリスマス）","慈善事業","この私とともにいる限り、\nお金に不自由はさせませんわ！","45","157","18","0","3","12","ヒューマン","一人前の商人を目指すパワフルお嬢様"
"114501","4","堀江由衣","A","サレンディア救護院","サレン（クリスマス）","経営、お茶会","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","43","156","17","0","10","9","エルフ","救護院を経営する優しい庶民派お嬢様"
"114601","16","今井麻美","A","メルクリウス財団","ユカリ（クリスマス）","ウインドーショッピング","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","55","164","22","0","3","12","エルフ","純情でほっとけない大人の女性"
"114701","11","潘めぐみ","O","？？？","ムイミ（ニューイヤー）","冒険、思い出話","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","40","148","16","0","8","","ヒューマン","さまよえる謎の少女"
"115001","24","井口裕香","O","？？？","ネネカ（ニューイヤー）","物真似、芸術鑑賞","","??","149","24","0","3","","エルフ","研究所に隠れ住む物静かなお姉さん"
"115501","11","伊藤美来","B","美食殿","コッコロ（儀装束）","瞑想、動植物の飼育","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","35","140","11","0","5","1","エルフ","主を慕う、小さなガイド役"
"115601","5","種田梨沙","O","トゥインクルウィッシュ","ユイ（儀装束）","料理、人間観察","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","47","158","17","0","4","2","ヒューマン","戦闘のサポートが得意な、心優しい少女"
"115701","3","水瀬いのり","AB","自警団（カォン）","カスミ（サマー）","読書、推理","","41","152","15","0","11","10","獣人族","頭脳明晰な美少女名探偵"
"115801","14","徳井青空","A","牧場（エリザベスパーク）","リマ（シンデレラ）","毛繕い、お喋り","私、ごく普通の、どこにでもいる女の子よ！\nみ、見た目以外はね…","100","150","17","0","3","11","獣人族","乙女チックなもふもふアニマル"
"115901","9","小松未可子","O","自警団（カォン）","マコト（シンデレラ）","お菓子作り","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","54","168","17","0","8","10","獣人族","男勝りで情に厚いワイルド娘"
"116001","22","内田真礼","O","自警団（カォン）","マホ（シンデレラ）","空想、ぬいぐるみ集め","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","42","155","16","0","9","10","獣人族","マホマホ王国のプリンセス"
"116201","7","種﨑敦美","O","聖テレサ女学院（なかよし部）","クロエ（聖学祭）","ダーツ","","42","154","17","0","8","16","エルフ","ダウンタウン育ちのダウナー系エルフ"
"116301","15","佐倉綾音","O","聖テレサ女学院（なかよし部）","チエル（聖学祭）","ダンス、カラオケ","","46","156","16","0","9","16","ヒューマン","自由奔放ナチュラル無礼な現代っ子"
"116401","28","小原好美","O","聖テレサ女学院（なかよし部）","ユニ（聖学祭）","読書","","36","142","18","0","2","16","ヒューマン","書庫に眠れる小さな賢人"
"116501","29","藤田茜","AB","ドラゴンズネスト","イノリ（タイムトラベル）","ゲーム","","???","145","13","0","9","17","ドラゴン族","口が達者なヘタレドラゴン"
"116601","25","小市眞琴","B","ドラゴンズネスト","カヤ（タイムトラベル）","格闘技","","???","156","16","0","6","17","ドラゴン族","拳で語る喧嘩屋ドラゴン少女"
"116701","6","花澤香菜","AB","フォレスティエ","アオイ（作業服）","友達作りのイメトレ","","44","158","13","0","6","6","エルフ","「友達」に憧れる、エルフの森の女の子"
"116801","1","沼倉愛美","AB","メルクリウス財団","タマキ（作業服）","猫とたわむれること","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","48","158","19","0","3","12","獣人族","弱きを助け強きをくじく猫娘"
"116901","11","田所あずさ","O","メルクリウス財団","ミフユ（作業服）","傭兵などのアルバイト","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","49","163","20","0","11","12","ヒューマン","仕事も私事も効率優先な傭兵少女"
"117001","30","橋本ちなみ","B","トワイライトキャラバン","エリコ（サマー）","実験、裁縫、料理","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","43","154","16","0","7","13","魔族","運命の相手に一途すぎる乙女"
"117101","24","生天目仁美","O","ラビリンス","シズル（サマー）","家事全般","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","54","168","18","0","10","3","ヒューマン","お姉ちゃんがお世話してあげるからねっ！"
"117201","24","日笠陽子","B","カルミナ","ノゾミ（サマー）","舞台鑑賞、ダンス","","40","157","17","0","1","4","ヒューマン","歌って踊れる大人気アイドル"
"117301","3","福原綾香","O","カルミナ","チカ（サマー）","各種楽器","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","46","163","17","0","6","4","ヒューマン","人々を守るために歌う、唱喚士の少女"
"117401","7","木戸衣吹","AB","カルミナ","ツムギ（サマー）","裁縫","","45","153","14","0","9","4","ヒューマン","ファッション大好きなキュートガール"
"117501","7","三石琴乃","A","トワイライトキャラバン","ミツキ（オーエド）","研究、実験","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","53","166","27","0","3","13","ヒューマン","実験が趣味の危険な科学者"
"117601","10","大空直美","AB","ヴァイスフリューゲル　ランドソル支部","ユキ（オーエド）","鏡で自分を見ること","ボクって本当に美しいなあ…\n可愛くて美しいなんて本当に罪だと思うけど\n生まれもったものだから仕方ないんだ♪","40","150","14","0","10","15","エルフ","ボクは誰よりも美しい"
"117701","7","高森奈津美","A","自警団（カォン）","カオリ（ハロウィン）","踊り、空手","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","53","158","17","0","7","10","獣人族","いつでも「なんくるないさ～」な天然娘"
"117801","31","佐藤聡美","O","ヴァイスフリューゲル　ランドソル支部","ニノン（ハロウィン）","忍法開発","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","51","163","16","0","8","15","ヒューマン","トーゴクの神秘、オシエテクダサイ！"
"117901","10","上坂すみれ","O","ルーセント学院","スズナ（ハロウィン）","ファッション","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","48","167","17","0","4","14","魔族","天真爛漫で人気者のカリスマモデル"
"118001","19","Lynn","A","リッチモンド商工会","クレジッタ","お金を数えること、悪だくみ","","57","160","26","0","9","18","ヒューマン","忠義に目覚めた女商人"
"118101","28","原田彩楓","O","レイジ・レギオン","ランファ","歌、読書、詩を書くこと","","53","165","20","0","12","19","魔族","静寂を求め歌う陰気少女"
"118201","2","鬼頭明里","A","レイジ・レギオン","ミソラ","特に無し","","??","159","16","0","7","19","ヒューマン","明朗快活、なれど破滅に流るる溌溂少女"
"118501","12","洲崎綾","A","？？？","カリン","書類仕事、散歩、ボードゲーム","","43","152","24","0","9","","ヒューマン","【ギルド管理協会】職員の親切なお姉さん"
"118601","?","相坂優歌","?","？？？","ネビア","悪戯をすること","","???","???","??","0","?","","？？？","幻霧に戯れる悪戯好きなガイド妖精"
"119001","14","伊藤静","B","ルーセント学院","イオ（ノワール）","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","52","162","23","0","8","14","魔族","多くの男性を魅了する無垢な女教師"
"119101","19","長妻樹里","AB","ヴァイスフリューゲル　ランドソル支部","クウカ（ノワール）","小説を読むこと","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","49","157","18","0","11","15","ヒューマン","妄想大好き！　ほんとは照れ屋な女の子"
"119201","3","新田恵海","B","牧場（エリザベスパーク）","マヒル（クリスマス）","漫才","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","35","142","20","0","3","11","ヒューマン","みんなを笑顔にするお笑い牧場主"
"119301","25","阿澄佳奈","A","ラビリンス","リノ（クリスマス）","お裁縫","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","44","156","15","0","8","3","ヒューマン","人懐っこくてマシンガントークな妹系少女"
"119901","23","雨宮天","B","悪魔偽王国軍（ディアボロス）","ミヤコ（クリスマス）","プリンを食べること","難しいことはわからないの～\nただ毎日プリンを食べられるなら、\n幽霊のままでいいの～","32","130","14","0","1","7","魔族","プリン大好きゴースト娘"
"120001","24","生天目仁美","O","ラビリンス","シズル（ノワール）","家事全般","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","54","168","18","0","10","3","ヒューマン","お姉ちゃんがお世話してあげるからねっ！"
"120701","14","近藤玲奈","B","美食殿","シェフィ（ニューイヤー）","読書、ストレッチ","","???","147","14","0","12","1","ドラゴン族","記憶喪失のドラゴン娘"
"120801","11","佐藤利奈","B","トワイライトキャラバン","ルカ（ニューイヤー）","釣り","","54","167","25","0","7","13","ヒューマン","人情味溢れる粋でいなせな「姉御」"
"120901","5","丹下桜","A","悪魔偽王国軍（ディアボロス）","イリヤ（ニューイヤー）","世界征服","","50","172","??","0","5","7","魔族","かつては夜を支配した最強の吸血鬼"
"121001","31","M・A・O","O","美食殿","ぺコリーヌ（オーバーロード）","食べ歩き、料理","","46","156","17","0","3","1","ヒューマン","いつも元気な腹ペコ少女"
"121101","2","立花理香","A","美食殿","キャル（オーバーロード）","猫と遊ぶ","","39","152","14","0","9","1","獣人族","行き倒れの謎のネコミミ魔法使い"
"121201","25","沢城みゆき","AB","ラビリンス","ラビリスタ（オーバーロード）","人間観察","","??","160","25","0","7","3","ヒューマン","秘密結社ラビリンスの『迷宮女王』"
"121301","9","植田佳奈","B","サレンディア救護院","クルミ（ステージ）","観劇、おままごと","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","40","150","12","0","6","9","ヒューマン","泣き虫で臆病な守ってあげたい女の子"
"121401","3","久野美咲","A","ルーセント学院","ミサキ（ステージ）","ファッション誌鑑賞、コスメ集め","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","22","120","11","0","1","14","魔族","ちょっとおませな恋に恋する女の子"
"121501","7","大関英里","O","ヴァイスフリューゲル　ランドソル支部","アユミ（怪盗）","観察","","43","155","16","0","4","15","エルフ","どこまでも一途に慕う、純情乙女"
"121601","29","藤田茜","AB","ドラゴンズネスト","イノリ（怪盗）","ゲーム","","???","145","13","0","9","17","ドラゴン族","口が達者なヘタレドラゴン"
"121901","5","髙野麻美","A","トワイライトキャラバン","アンナ（パイレーツ）","小説執筆","いいか、絶対に私を真名で呼ぶなよ？\n常に「機関」の眼や耳の存在を疑え\nそれが、生きのびるための術だ…！","45","159","17","0","7","13","魔族","前世を信じる中二病患者、「疾風の冥姫」"
"122001","22","大坪由佳","AB","悪魔偽王国軍（ディアボロス）","シノブ（パイレーツ）","占い","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","42","157","18","0","12","7","魔族","占いが得意な霊能少女"
"122101","6","花澤香菜","AB","フォレスティエ","アオイ（キャンプ）","友達作りのイメトレ","","44","158","13","0","6","6","エルフ","「友達」に憧れる、エルフの森の女の子"
"122201","16","今井麻美","A","メルクリウス財団","ユカリ（キャンプ）","ウインドーショッピング","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","55","164","22","0","3","12","エルフ","純情でほっとけない大人の女性"
"122301","6","釘宮理恵","AB","？？？","ヴァンピィ","お散歩、お料理","","41","149","??","0","12","","魔族","けんぞくのご主人様"
"122401","27","東山奈央","A","トゥインクルウィッシュ","ヒヨリ（サマー）","人助け、応援","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","44","155","16","0","8","2","獣人族","人助けが大好き！　前向き格闘娘"
"122501","12","早見沙織","B","トゥインクルウィッシュ","レイ（サマー）","読書、乗馬、お茶","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","46","163","18","0","1","2","魔族","クールで何事にも真っ直ぐな剣士"
"122601","5","種田梨沙","O","トゥインクルウィッシュ","ユイ（サマー）","料理、人間観察","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","47","158","17","0","4","2","ヒューマン","戦闘のサポートが得意な、心優しい少女"
"122701","2","小倉唯","A","リトルリリカル","キョウカ（サマー）","お勉強","","21","118","8","0","2","5","エルフ","礼儀正しくしっかり者のちびっ子優等生"
"122801","10","諸星すみれ","O","リトルリリカル","ミソギ（サマー）","いたずら、探検","イタズラなら任せて！\nにいちゃん、引っかからないように気を付けなよー♪","27","128","9","0","8","5","ヒューマン","探検好きのイタズラっ子"
"122901","3","日高里菜","O","リトルリリカル","ミミ（サマー）","かわいいもの集め","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","21","117","10","0","4","5","獣人族","お歌もにんじんも、ウサギさんも大好き♪"
"123001","?","相坂優歌","?","？？？","アメス","？？？","","???","150","??","0","?","","？？？","新たな姿で騎士の冒険を支え続ける妖精"
"123101","22","内田真礼","O","自警団（カォン）","マホ（エクスプローラー）","空想、ぬいぐるみ集め","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","42","155","16","0","9","10","獣人族","マホマホ王国のプリンセス"
"123201","10","芹澤優","B","サレンディア救護院","アヤネ（エクスプローラー）","屋内でできる遊び","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","38","148","14","0","5","9","ヒューマン","ぷうきちといつも一緒！"
"123301","13","和氣あず未","B","レイジ・レギオン","ネア","可愛いショタと遊ぶ、買い物","","55","157","19","0","6","19","魔族？","ショタ大好き♪　ギャル系スライム娘"
"123401","25","川澄綾子","A","王宮騎士団（NIGHTMARE）","ジュン（キャンプ）","格闘技、湯浴み","","50","171","25","0","10","8","ヒューマン","素顔を見せない冷静沈着な女性騎士"
"123501","1","小岩井ことり","B","牧場（エリザベスパーク）","リン（ハロウィン）","あんパン","","42","144","17","0","1","11","獣人族","遊びと睡眠が何より大事なぐうたら娘"
"123601","11","茅原実里","A","王宮騎士団（NIGHTMARE）","トモ（ハロウィン）","剣術、年長者をからかう","","43","149","13","0","8","8","ヒューマン","義理堅くてからかい好きな剣術少女"
"123701","21","佳村はるか","O","トワイライトキャラバン","ナナカ（ハロウィン）","読書、魔法","","55","166","18","0","8","13","魔族","オタク全開な魔法少女"
"123801","7","たかはし智秋","O","王宮騎士団（NIGHTMARE）","クリスティーナ（ワイルド）","強敵との闘争","","??","165","27","0","2","8","ヒューマン","傍若無人な王宮騎士団副団長"
"123901","25","下田麻美","O","王宮騎士団（NIGHTMARE）","マツリ（ワイルド）","ヒーローごっこ","","40","146","12","0","11","8","獣人族","ヒーローに憧れる騎士見習いの少女"
"124001","22","浅倉杏美","O","悪魔偽王国軍（ディアボロス）","アカリ（クリスマス）","サックス","アカリ、まだわからないことが多くて…\nだからこれから\nいろいろ教えてくださいね、お兄ちゃん！","42","150","13","0","11","7","魔族","甘え上手なみんなの人気者"
"124101","22","原紗友里","O","悪魔偽王国軍（ディアボロス）","ヨリ（クリスマス）","ゲーム全般","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","40","150","13","0","11","7","魔族","人見知りであまのじゃくな女の子"
"124201","25","川澄綾子","A","王宮騎士団（NIGHTMARE）","ジュン（クリスマス）","格闘技、湯浴み","","50","171","25","0","10","8","ヒューマン","素顔を見せない冷静沈着な女性騎士"
"124501","17","大西沙織","O","ドラゴンズネスト","ホマレ（ニューイヤー）","絵画、読書","","???","168","25","0","4","17","ドラゴン族","妖しい微笑で全てを見透かす臥竜の頭領"
"124601","5","國府田マリ子","O","フォレスティエ","ミサト（ニューイヤー）","絵本作り","","54","165","21","0","9","6","エルフ","母性溢れる優しいみんなの「ミサト先生」"
"124701","7","三石琴乃","A","トワイライトキャラバン","ミツキ（ニューイヤー）","研究、実験","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","53","166","27","0","3","13","ヒューマン","実験が趣味の危険な科学者"
"124801","24","日笠陽子","B","カルミナ","ノゾミ（リベレイター）","舞台鑑賞、ダンス","","40","157","17","0","1","4","ヒューマン","歌って踊れる大人気アイドル"
"124901","25","小市眞琴","B","ドラゴンズネスト","カヤ（リベレイター）","格闘技","","???","156","16","0","6","17","ドラゴン族","拳で語る喧嘩屋ドラゴン少女"
"125001","11","潘めぐみ","O","？？？","ムイミ（リベレイター）","冒険、思い出話","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","40","148","16","0","8","","ヒューマン","さまよえる謎の少女"
"125101","1","沼倉愛美","AB","メルクリウス財団","タマキ（カフェ）","猫とたわむれること","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","48","158","19","0","3","12","獣人族","弱きを助け強きをくじく猫娘"
"125201","28","辻あゆみ","A","ヴァイスフリューゲル　ランドソル支部","モニカ（カフェ）","お菓子屋通い","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","33","140","17","0","7","15","ヒューマン","見た目も中身もお子ちゃまな異国の軍人"
"125301","11","伊藤美来","B","美食殿","コッコロ（レンジャー）","瞑想、動植物の飼育","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","35","140","11","0","5","1","エルフ","主を慕う、小さなガイド役"
"125401","3","小清水亜美","A","牧場（エリザベスパーク）","シオリ（レンジャー）","読書、お散歩","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","40","153","14","0","11","11","獣人族","読書が趣味の病弱少女"
"125501","10","金元寿子","O","？？？","ジータ（ウォーロック）","冒険、おしゃべり","","45","156","17","0","3","","ヒューマン","空への冒険を夢見る騎空士の少女"
"125601","4","種﨑敦美","AB","？？？","ビカラ","ネズ耳作り","","39","145","14","0","12","","ヒューマン","陰陽合わせ持つ鼠神宮の巫女"
"125701","12","洲崎綾","A","？？？","カリン（アルケミスト）","書類仕事、散歩、ボードゲーム","","43","152","24","0","9","","ヒューマン","【ギルド管理協会】職員の親切なお姉さん"
"125801","29","鈴木みのり","A","アルターメイデン","リリ（フォールン）","華道、読書（古典）、トーゴク画","","44","154","15","0","4","20","ヒューマン","贖罪を胸に強さを求める妹系大和撫子"
"126001","1","前田佳織里","O","アルターメイデン","クリア（フォールン）","お菓子作り、花の世話、バイオリン演奏","","42","147","13","0","11","20","ヒューマン","忘れ難い罪過を抱える、黒き翼の聖女"
"126101","1","高尾奏音","O","アルターメイデン","プレシア（フォールン）","ごはんをたべること","","34","135","10","0","3","20","獣人族","正義の魂を受け継ぐ、爆食系天然天才娘"
"126201","5","丹下桜","A","悪魔偽王国軍（ディアボロス）","イリヤ（儀装束）","世界征服","","50","172","??","0","5","7","魔族","かつては夜を支配した最強の吸血鬼"
"126301","10","大空直美","AB","ヴァイスフリューゲル　ランドソル支部","ユキ（儀装束）","鏡で自分を見ること","ボクって本当に美しいなあ…\n可愛くて美しいなんて本当に罪だと思うけど\n生まれもったものだから仕方ないんだ♪","40","150","14","0","10","15","エルフ","ボクは誰よりも美しい"
"126401","11","長谷川育美","?","？？？","クローチェ","昼寝、誰かの役に立つこと","","全重量252","170","??","0","11","","機械人族","スマイル満タン！　パワフル機械少女"
"126501","17","河瀬茉希","?","？？？","ライラエル","昼寝、新作スイーツの試食","","??","162","??","0","1","","天使族","優しさと傲慢さを併せ持つプリンセス"
"126601","24","井口裕香","O","？？？","ネネカ（サマー）","物真似、芸術鑑賞","","??","149","24","0","3","","エルフ","研究所に隠れ住む物静かなお姉さん"
"126701","12","松嵜麗","AB","メルクリウス財団","アキノ（サマー）","慈善事業","この私とともにいる限り、\nお金に不自由はさせませんわ！","45","157","18","0","3","12","ヒューマン","一人前の商人を目指すパワフルお嬢様"
"126801","16","今井麻美","A","メルクリウス財団","ユカリ（サマー）","ウインドーショッピング","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","55","164","22","0","3","12","エルフ","純情でほっとけない大人の女性"
"126901","28","原田彩楓","O","レイジ・レギオン","ランファ（サマー）","歌、読書、詩を書くこと","","53","165","20","0","12","19","魔族","静寂を求め歌う陰気少女"
"127001","19","長妻樹里","AB","ヴァイスフリューゲル　ランドソル支部","クウカ（サマー）","小説を読むこと","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","49","157","18","0","11","15","ヒューマン","妄想大好き！　ほんとは照れ屋な女の子"
