a4026ffe2c6ff713a97aea1dc047e760065c764bda24e8458e2e3ab91a3a14c4,6b399931dbf86324a4840973ab9caee5f5bb284855c299dd80a20548d464674d,e07e0973967496233da9efd7f876db35bbf3e9f89b1b0b1944362bee684c8866,614d2354b798d7a5d157b510256eb61f4dde660c686c7125782c9c7aecf9d399,370f86053e5746907acab9076e4177f45647915a204a468072dca7ec9076ff49,fd0dcb91586a8fb72d3e4964b0be5a2d4d8ba4fc931b2f3977c13296976896d2,8e685be9886d352c44908442d018e1b477a4b7dacef4bf064c0c9879c036dc6b,88d4e5a118e12e7ea52c4783459faa72c5a5334b58d9ad1d45cf61c33065659f,c36c858a890d714a636076f9fee4dcb017708fe367af5cb43b8c0ab907f0e489,4cf78936c92b2fb904f89591cc79928b82c97d6a403530aff9943a56d249fbda,2da246a55594ec7eaf05b30f5ccc6a36c955c83753ae0568fd602e9c9118e8f4
"","","","","1","psy_fairy_talk","7","1","3","0.2","7005"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_9902","7","0","21","","7006"
"0.5","1","0","0","1","キュキュッ！","7","6","11","0","7007"
"","","","","0","","7","","91","","7008"
"","","","","1","psy_fairy_idle","7","1","3","0.2","7009"
"","","","","119931","psy_miyako_talk3","7","1","3","0.2","7010"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0702","7","0","21","","7011"
"1","1","0","0","119931","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","7","6","11","0","7012"
"","","","","3","1","7","","93","","7013"
"","psy_miyako_arm_crossed_loop","0","1","119931","psy_miyako_arm_crossed_in","7","0","3","0.2","7014"
"","","","","7012","","7","","91","","7015"
"","","","","0","0","7","","22","","7016"
"","","","","1","psy_fairy_talk","7","1","3","0.2","7017"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_9903","7","0","21","","7018"
"0.5","1","0","0","1","キュ～キュ～！","7","6","11","0","7019"
"","","","","0","","7","","91","","7020"
"","","","","1","psy_fairy_idle","7","1","3","0.2","7021"
"","","","","119931","psy_miyako_anger2","7","1","3","0.2","7022"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0704","7","0","21","","7023"
"0.5","1","0","0","119931","そんなこと言われても知らないの！","7","6","11","0","7024"
"","","","","0","","7","","91","","7025"
"","","","","0","0","7","","22","","7026"
"","","","","119931","psy_miyako_thinking3","7","1","3","0.2","7027"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0705","7","0","21","","7028"
"0.5","1","0","0","119931","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","7","5","11","0","7029"
"","","","","5","1","7","","93","","7030"
"","psy_miyako_doya_loop","0","1","119931","psy_miyako_doya_in","7","0","3","0.2","7031"
"","","","","7029","","7","","91","","7032"
"","","","","0","0","7","","22","","7033"
"","","","","1","","7","","93","","7034"
"","","","","0","","7","","91","","7035"
"psy_miyako_start","-300","0","-200","1","119931","8","100","1","1.7","8001"
"psy_walk2","225","1","-210","1","100411","8","100","1","1.7","8002"
"psy_walk3","480","1","-220","1","103631","8","105","1","1.7","8003"
"psy_walk_glad","340","1","-235","1","102011","8","110","1","1.7","8004"
"","0","","1","1","11","8","0","31","1","8005"
"psy_smoke_start","-300","0","-200","1","1","8","101","5","1.7","8006"
"","2","","0","100411","110","8","-210","2","","8007"
"","2.2","","0","103631","365","8","-220","2","","8008"
"","2.3","","0","102011","225","8","-235","2","","8009"
"","","","","2","","8","","93","","8010"
"","","","","100411","psy_idle_normal","8","1","3","0.2","8011"
"","","","","0.2","","8","","93","","8012"
"","","","","103631","psy_idle_normal","8","1","3","0.2","8013"
"","","","","0.1","","8","","93","","8014"
"","","","","102011","psy_talk_joy1","8","1","3","0.2","8015"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0806","8","0","21","","8016"
"0.5","1","0","0","102011","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","8","8","11","0","8017"
"","","","","0","","8","","91","","8018"
"","","","","102011","psy_idle_joy1","8","1","3","0.2","8019"
"","psy_miyako_talk1","0.2","1","119931","psy_miyako_appear","8","0","3","0","8020"
"","psy_smoke_start","0","0","1","psy_smoke_appear","8","0","3","0","8021"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0801","8","0","21","","8022"
"0.5","1","0","0","119931","ん？　アイツに何か用なの？","8","6","11","0","8023"
"","","","","0","","8","","91","","8024"
"","","","","0","0","8","","22","","8025"
"","","","","119931","psy_miyako_idle","8","1","3","0.2","8026"
"","","","","103631","psy_talk_surprise2","8","1","3","0.2","8027"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0807","8","0","21","","8028"
"0.5","1","0","0","103631","きゃ～！？　おばけ！！","8","8","11","0","8029"
"","","","","0","","8","","91","","8030"
"","","","","103631","psy_idle_surprise2","8","1","3","0.2","8031"
"","","","","100411","psy_talk_joy2","8","1","3","0.2","8032"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0808","8","0","21","","8033"
"0.5","1","0","0","100411","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","8","8","11","0","8034"
"","","","","0","","8","","91","","8035"
"","","","","100411","psy_idle_joy2","8","1","3","0.2","8036"
"","","","","119931","psy_miyako_panic2","8","1","3","0.2","8037"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0802","8","0","21","","8038"
"1","1","0","0","119931","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","8","6","11","0","8039"
"","","","","3","1","8","","93","","8040"
"","","","","119931","psy_miyako_talk2","8","1","3","0.2","8041"
"","","","","8039","","8","","91","","8042"
"","","","","0","0","8","","22","","8043"
"","","","","119931","psy_miyako_idle","8","1","3","0.2","8044"
"","","","","100411","psy_talk_wish","8","1","3","0.2","8045"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0809","8","0","21","","8046"
"0.5","1","0","0","100411","いないの？\nそれなら今のうちにイタズラを……","8","8","11","0","8047"
"","","","","0","","8","","91","","8048"
"","","","","100411","psy_idle_wish","8","1","3","0.2","8049"
"","","","","103631","psy_talk_anger","8","1","3","0.2","8050"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0810","8","0","21","","8051"
"0.5","1","0","0","103631","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","8","8","11","0","8052"
"","","","","0","","8","","91","","8053"
"","","","","103631","psy_idle_anger","8","1","3","0.2","8054"
"","","","","100411","psy_talk_normal","8","1","3","0.2","8055"
"","","","","100411","0","8","","4","","8056"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0811","8","0","21","","8057"
"0.5","1","0","0","100411","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","8","8","11","0","8058"
"","","","","0","","8","","91","","8059"
"","","","","100411","1","8","","4","","8060"
"","","","","100411","psy_idle_normal","8","1","3","0.2","8061"
"","","","","102011","psy_talk_joy1","8","1","3","0.2","8062"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0812","8","0","21","","8063"
"0.5","1","0","0","102011","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","8","8","11","0","8064"
"","","","","0","","8","","91","","8065"
"","","","","102011","psy_idle_joy1","8","1","3","0.2","8066"
"","","","","119931","psy_miyako_anger3","8","1","3","0.2","8067"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0803","8","0","21","","8068"
"0.5","1","0","0","119931","遊ばないの。\nミヤコはプリン作りで忙しいの！","8","6","11","0","8069"
"","","","","0","","8","","91","","8070"
"","","","","0","0","8","","22","","8071"
"","","","","119931","psy_miyako_idle_anger","8","1","3","0.2","8072"
"","","","","102011","psy_talk_joy2","8","1","3","0.2","8073"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0813","8","0","21","","8074"
"0.5","1","0","0","102011","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","8","8","11","0","8075"
"","","","","0","","8","","91","","8076"
"","","","","102011","psy_idle_joy2","8","1","3","0.2","8077"
"","psy_miyako_doya_loop","0","1","119931","psy_miyako_doya_in","8","0","3","0.2","8078"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0804","8","0","21","","8079"
"0.5","1","0","0","119931","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","8","6","11","0","8080"
"","","","","0","","8","","91","","8081"
"","","","","0","0","8","","22","","8082"
"","","","","119931","psy_miyako_doya_idle","8","1","3","0.2","8083"
"","psy_idle_joy1","0.4","1","102011","psy_jump","8","0","3","0.2","8084"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0814","8","0","21","","8085"
"0.5","1","0","0","102011","わ～い！　やった～！","8","8","11","0","8086"
"","","","","0","","8","","91","","8087"
"","","","","100411","psy_talk_joy2","8","1","3","0.2","8088"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0815","8","0","21","","8089"
"0.5","1","0","0","100411","にいちゃんにイタズラする用のプリン\n作っちゃお～！","8","8","11","0","8090"
"","","","","0","","8","","91","","8091"
"","","","","100411","psy_idle_joy2","8","1","3","0.2","8092"
"","","","","103631","psy_talk_sad","8","1","3","0.2","8093"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0816","8","0","21","","8094"
"0.5","1","0","0","103631","そ、そんな……\n幽霊とプリン作りなんて……","8","8","11","0","8095"
"","","","","0","","8","","91","","8096"
"","","","","103631","psy_idle_sad","8","1","3","0.2","8097"
"","","","","100411","psy_talk_normal","8","1","3","0.2","8098"
"","","","","100411","0","8","","4","","8099"
"","","","","102011","0","8","","4","","8100"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0817","8","0","21","","8101"
"0.5","1","0","0","100411","キョウカはやらないの？","8","8","11","0","8102"
"","","","","0","","8","","91","","8103"
"","","","","100411","psy_idle_normal","8","1","3","0.2","8104"
"","","","","102011","psy_talk_joy2","8","1","3","0.2","8105"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0818","8","0","21","","8106"
"0.5","1","0","0","102011","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","8","8","11","0","8107"
"","","","","0","","8","","91","","8108"
"","","","","102011","psy_idle_joy2","8","1","3","0.2","8109"
"","","","","103631","psy_talk_sad","8","1","3","0.2","8110"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0819","8","0","21","","8111"
"0.5","1","0","0","103631","うぅ……わかったよ、\n私も一緒に作ります。","8","8","11","0","8112"
"","","","","0","","8","","91","","8113"
"","","","","103631","psy_idle_sad","8","1","3","0.2","8114"
"","","","","119931","psy_miyako_joy1","8","1","3","0.2","8115"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0805","8","0","21","","8116"
"0.5","1","0","0","119931","やったの！\n手下が一気に３人も増えたの！","8","6","11","0","8117"
"","","","","0","","8","","91","","8118"
"","","","","0","0","8","","22","","8119"
"","","","","1","","8","","93","","8120"
"","","","","0","","8","","91","","8121"
"psy_miyako_idle","-300","0","-200","1","119931","9","100","1","1.7","9001"
"psy_idle_normal","185","1","-220","1","1","9","100","5","1.7","9002"
"","0","","1","1","11","9","0","31","1","9003"
"","","","","1","","9","","93","","9004"
"","","","","119931","psy_miyako_thinking4","9","1","3","0.2","9005"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0901","9","0","21","","9006"
"1","1","0","0","119931","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","9","5","11","0","9007"
"","","","","6","1","9","","93","","9008"
"","","","","119931","psy_miyako_sad2","9","1","3","0.2","9009"
"","","","","9007","","9","","91","","9010"
"","","","","0","0","9","","22","","9011"
"","","","","119931","psy_miyako_talk_joy1","9","1","3","0.2","9012"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0902","9","0","21","","9013"
"0.5","1","0","0","119931","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","9","6","11","0","9014"
"","","","","6","1","9","","93","","9015"
"","psy_miyako_guts2_loop","0","1","119931","psy_miyako_guts2_in","9","0","3","0.2","9016"
"","","","","9014","","9","","91","","9017"
"","","","","0","0","9","","22","","9018"
"0","0","0","0","1","11","9","1","12","0","9019"
"","psy_idle_guts2","0","1","1","psy_talk_guts2","9","0","3","0.2","9020"
"","","","","2","","9","","93","","9021"
"","","","","1","0","9","","4","","9022"
"","","","","1","psy_run","9","1","3","0.2","9023"
"","3","","0","1","1000","9","-220","2","","9024"
"","","","","4","","9","","93","","9025"
"","","","","1","1","9","","4","","9026"
"","","","","1","psy_item01_run","9","1","3","0.2","9027"
"","3","","0","1","185","9","-220","2","","9028"
"","","","","3","","9","","93","","9029"
"","psy_item01_up_loop","0","1","1","psy_item01_up","9","0","3","0.2","9030"
"","","","","0.5","","9","","93","","9031"
"","","","","手錠とムチを持ってきた。","9033","9","0","103","","9032"
"","","","","119931","psy_miyako_anger2","9","1","3","0.2","9033"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0903","9","0","21","","9034"
"0.5","1","0","0","119931","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","9","6","11","0","9035"
"","","","","0","","9","","91","","9036"
"","","","","0","0","9","","22","","9037"
"0","0","0","0","1","10","9","2","12","0","9038"
"","","","","1","psy_item01_up_loop_talk","9","1","3","0.2","9039"
"","","","","3","","9","","93","","9040"
"","","","","1","psy_item01_up_loop","9","1","3","0.2","9041"
"","","","","119931","psy_miyako_thinking4","9","1","3","0.2","9042"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_0904","9","0","21","","9043"
"0.5","1","0","0","119931","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","9","5","11","0","9044"
"","","","","6","1","9","","93","","9045"
"","","","","119931","psy_miyako_talk4","9","1","3","0.2","9046"
"","","","","9044","","9","","91","","9047"
"","","","","0","0","9","","22","","9048"
"","","","","1","","9","","93","","9049"
"","","","","0","","9","","91","","9050"
"psy_miyako_idle","-300","0","-200","1","119931","10","100","1","1.7","10001"
"psy_idle_normal","1000","1","-220","1","1","10","100","5","1.7","10002"
"","0","","1","1","11","10","0","31","1","10003"
"","","","","2","","10","","93","","10004"
"","","","","1","psy_item02_run","10","1","3","0.2","10005"
"","3","","0","1","185","10","-220","2","","10006"
"","","","","3","","10","","93","","10007"
"","psy_item02_up_loop","0","1","1","psy_item02_up","10","0","3","0.2","10008"
"","","","","0.5","","10","","93","","10009"
"","","","","ヒントになりそうなものだよ。","10011","10","0","103","","10010"
"","","","","119931","psy_miyako_anger3","10","1","3","0.2","10011"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1001","10","0","21","","10012"
"0.5","1","0","0","119931","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","10","5","11","0","10013"
"","","","","4","1","10","","93","","10014"
"","","","","119931","psy_miyako_talk2","10","1","3","0.2","10015"
"","","","","2.5","1","10","","93","","10016"
"","","","","119931","psy_miyako_talk_joy1","10","1","3","0.2","10017"
"","","","","10013","","10","","91","","10018"
"","","","","0","0","10","","22","","10019"
"","","","","119931","psy_miyako_thinking1","10","1","3","0.2","10020"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1002","10","0","21","","10021"
"0.5","1","0","0","119931","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","10","5","11","0","10022"
"","","","","0","","10","","91","","10023"
"","","","","0","0","10","","22","","10024"
"0","0","0","0","1","6","10","3","12","0","10025"
"","","","","1","psy_item02_up_loop_talk","10","1","3","0.2","10026"
"","","","","3","","10","","93","","10027"
"","","","","1","psy_item02_up_loop","10","1","3","0.2","10028"
"","","","","119931","psy_miyako_sad1","10","1","3","0.2","10029"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1003","10","0","21","","10030"
"0.5","1","0","0","119931","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","10","6","11","0","10031"
"","","","","3","1","10","","93","","10032"
"","","","","119931","psy_miyako_anger2","10","1","3","0.2","10033"
"","","","","10031","","10","","91","","10034"
"","","","","0","0","10","","22","","10035"
"","","","","1","","10","","93","","10036"
"","","","","0","","10","","91","","10037"
"psy_miyako_idle","-300","0","-200","1","119931","11","100","1","1.7","11001"
"psy_idle_normal","1000","1","-220","1","1","11","100","5","1.7","11002"
"","0","","1","1","11","11","0","31","1","11003"
"","","","","2","","11","","93","","11004"
"","","","","1","psy_item03_run","11","1","3","0.2","11005"
"","3","","0","1","185","11","-220","2","","11006"
"","","","","3","","11","","93","","11007"
"","psy_item03_up_loop","0","1","1","psy_item03_up","11","0","3","0.2","11008"
"","","","","0.5","","11","","93","","11009"
"","","","","ヒントになりそうなものだよ。","11011","11","0","103","","11010"
"","","","","119931","psy_miyako_talk3","11","1","3","0.2","11011"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1101","11","0","21","","11012"
"1","1","0","0","119931","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","6","11","0","11013"
"","","","","4","1","11","","93","","11014"
"","","","","119931","psy_miyako_panic3","11","1","3","0.2","11015"
"","","","","11013","","11","","91","","11016"
"","","","","0","0","11","","22","","11017"
"","","","","119931","psy_miyako_thinking1","11","1","3","0.2","11018"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1102","11","0","21","","11019"
"0.5","1","0","0","119931","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","6","11","0","11020"
"","","","","0","","11","","91","","11021"
"","","","","0","0","11","","22","","11022"
"","","","","台本とシフト表","11024","11","0","103","","11023"
"","","","","119931","psy_miyako_talk4","11","1","3","0.2","11024"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1103","11","0","21","","11025"
"0.5","1","0","0","119931","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","6","11","0","11026"
"","","","","0","","11","","91","","11027"
"","","","","0","0","11","","22","","11028"
"","","","","119931","psy_miyako_sad1","11","1","3","0.2","11029"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1104","11","0","21","","11030"
"0.5","1","0","0","119931","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","6","11","0","11031"
"","","","","0","","11","","91","","11032"
"","","","","0","0","11","","22","","11033"
"","","","","119931","psy_miyako_talk_joy1","11","1","3","0.2","11034"
"","0","","","vo_minigame_1008","vo_minigame_1008_drama_1105","11","0","21","","11035"
"0.5","1","0","0","119931","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","6","11","0","11036"
"","","","","5","1","11","","93","","11037"
"","psy_miyako_doya_loop","0","1","119931","psy_miyako_doya_in","11","0","3","0.2","11038"
"","","","","11036","","11","","91","","11039"
"","","","","0","0","11","","22","","11040"
"","","","","1.5","","11","","93","","11041"
"","","","","0","","11","","91","","11042"
