a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"91002","71027018","8","60","10027037"
"22002","71027018","2","2","10027038"
"91002","71027019","8","60","10027039"
"22002","71027019","2","2","10027040"
"91002","71027020","8","60","10027041"
"22002","71027020","2","2","10027042"
"94002","71027021","12","50000","10027043"
"94002","71027022","12","100000","10027044"
"94002","71027023","12","150000","10027045"
"94002","71027024","12","200000","10027046"
"91002","71027025","8","50","10027047"
"31037","71027026","2","1","10027048"
"31037","71027027","2","1","10027049"
"31037","71027028","2","2","10027050"
"31037","71027029","2","2","10027051"
"31037","71027030","2","4","10027052"
"31037","71027031","2","10","10027053"
"60262","81027001","2","100","10027054"
"94002","81027001","12","30000","10027055"
"31037","81027002","2","2","10027056"
"91002","81027002","8","30","10027057"
"60262","81027003","2","100","10027058"
"94002","81027003","12","30000","10027059"
"60262","81027004","2","100","10027060"
"94002","81027004","12","30000","10027061"
"31037","81027005","2","2","10027062"
"91002","81027005","8","30","10027063"
"60262","81027006","2","100","10027064"
"94002","81027006","12","30000","10027065"
"31037","81027007","2","2","10027066"
"91002","81027007","8","30","10027067"
"91002","81027008","8","100","10027068"
"60272","61028001","2","5","10028001"
"60272","61028002","2","5","10028002"
"91002","71028001","8","30","10028003"
"22002","71028001","2","1","10028004"
"91002","71028002","8","30","10028005"
"22002","71028002","2","1","10028006"
"91002","71028003","8","30","10028007"
"22002","71028003","2","1","10028008"
"91002","71028004","8","30","10028009"
"22002","71028004","2","1","10028010"
"91002","71028005","8","30","10028011"
"22002","71028005","2","1","10028012"
"91002","71028006","8","30","10028013"
"22002","71028006","2","1","10028014"
"91002","71028007","8","30","10028015"
"22002","71028007","2","1","10028016"
"91002","71028008","8","30","10028017"
"22002","71028008","2","1","10028018"
"91002","71028009","8","30","10028019"
"22002","71028009","2","1","10028020"
"91002","71028010","8","30","10028021"
"22002","71028010","2","1","10028022"
"91002","71028011","8","30","10028023"
"22002","71028011","2","1","10028024"
"91002","71028012","8","30","10028025"
"22002","71028012","2","1","10028026"
"91002","71028013","8","30","10028027"
"22002","71028013","2","1","10028028"
"91002","71028014","8","30","10028029"
"22002","71028014","2","1","10028030"
"91002","71028015","8","30","10028031"
"22002","71028015","2","1","10028032"
"91002","71028016","8","60","10028033"
"22002","71028016","2","2","10028034"
"91002","71028017","8","60","10028035"
"22002","71028017","2","2","10028036"
"91002","71028018","8","60","10028037"
"22002","71028018","2","2","10028038"
"91002","71028019","8","60","10028039"
"22002","71028019","2","2","10028040"
"91002","71028020","8","60","10028041"
"22002","71028020","2","2","10028042"
"94002","71028021","12","50000","10028043"
"94002","71028022","12","100000","10028044"
"94002","71028023","12","150000","10028045"
"94002","71028024","12","200000","10028046"
"91002","71028025","8","50","10028047"
"31009","71028026","2","1","10028048"
"31009","71028027","2","1","10028049"
"31009","71028028","2","1","10028050"
"31009","71028029","2","1","10028051"
"31009","71028030","2","1","10028052"
"31009","71028031","2","4","10028053"
"60282","61029001","2","5","10029001"
"60282","61029002","2","5","10029002"
"91002","71029001","8","30","10029003"
"22002","71029001","2","1","10029004"
"91002","71029002","8","30","10029005"
"22002","71029002","2","1","10029006"
"91002","71029003","8","30","10029007"
"22002","71029003","2","1","10029008"
"91002","71029004","8","30","10029009"
"22002","71029004","2","1","10029010"
"91002","71029005","8","30","10029011"
"22002","71029005","2","1","10029012"
"91002","71029006","8","30","10029013"
"22002","71029006","2","1","10029014"
"91002","71029007","8","30","10029015"
"22002","71029007","2","1","10029016"
"91002","71029008","8","30","10029017"
"22002","71029008","2","1","10029018"
"91002","71029009","8","30","10029019"
"22002","71029009","2","1","10029020"
"91002","71029010","8","30","10029021"
"22002","71029010","2","1","10029022"
"91002","71029011","8","30","10029023"
"22002","71029011","2","1","10029024"
"91002","71029012","8","30","10029025"
"22002","71029012","2","1","10029026"
"91002","71029013","8","30","10029027"
"22002","71029013","2","1","10029028"
"91002","71029014","8","30","10029029"
"22002","71029014","2","1","10029030"
"91002","71029015","8","30","10029031"
"22002","71029015","2","1","10029032"
"91002","71029016","8","60","10029033"
"22002","71029016","2","2","10029034"
"91002","71029017","8","60","10029035"
"22002","71029017","2","2","10029036"
"91002","71029018","8","60","10029037"
"22002","71029018","2","2","10029038"
"91002","71029019","8","60","10029039"
"22002","71029019","2","2","10029040"
"91002","71029020","8","60","10029041"
"22002","71029020","2","2","10029042"
"94002","71029021","12","50000","10029043"
"94002","71029022","12","100000","10029044"
"94002","71029023","12","150000","10029045"
"94002","71029024","12","200000","10029046"
"91002","71029025","8","50","10029047"
"31116","71029026","2","1","10029048"
"31116","71029027","2","1","10029049"
"31116","71029028","2","2","10029050"
"31116","71029029","2","2","10029051"
"31116","71029030","2","4","10029052"
"111601","71029031","1","1","10029053"
"2205","71029032","7","1","10029054"
"31116","71029033","2","10","10029055"
"31116","81029001","2","2","10029056"
"91002","81029001","8","30","10029057"
"60282","81029002","2","100","10029058"
"94002","81029002","12","30000","10029059"
"60282","81029003","2","100","10029060"
"94002","81029003","12","30000","10029061"
"31116","81029004","2","2","10029062"
"91002","81029004","8","30","10029063"
"60282","81029005","2","100","10029064"
"94002","81029005","12","30000","10029065"
"60282","81029006","2","100","10029066"
"94002","81029006","12","30000","10029067"
"31116","81029007","2","2","10029068"
"91002","81029007","8","30","10029069"
"91002","81029008","8","100","10029070"
"60292","61030001","2","5","10030001"
"60292","61030002","2","5","10030002"
"91002","71030001","8","30","10030003"
"22002","71030001","2","1","10030004"
"91002","71030002","8","30","10030005"
"22002","71030002","2","1","10030006"
"91002","71030003","8","30","10030007"
"22002","71030003","2","1","10030008"
"91002","71030004","8","30","10030009"
"22002","71030004","2","1","10030010"
"91002","71030005","8","30","10030011"
"22002","71030005","2","1","10030012"
"91002","71030006","8","30","10030013"
"22002","71030006","2","1","10030014"
"91002","71030007","8","30","10030015"
"22002","71030007","2","1","10030016"
"91002","71030008","8","30","10030017"
"22002","71030008","2","1","10030018"
"91002","71030009","8","30","10030019"
"22002","71030009","2","1","10030020"
"91002","71030010","8","30","10030021"
"22002","71030010","2","1","10030022"
"91002","71030011","8","30","10030023"
"22002","71030011","2","1","10030024"
"91002","71030012","8","30","10030025"
"22002","71030012","2","1","10030026"
"91002","71030013","8","30","10030027"
"22002","71030013","2","1","10030028"
"91002","71030014","8","30","10030029"
"22002","71030014","2","1","10030030"
"91002","71030015","8","30","10030031"
"22002","71030015","2","1","10030032"
"91002","71030016","8","60","10030033"
"22002","71030016","2","2","10030034"
"91002","71030017","8","60","10030035"
"22002","71030017","2","2","10030036"
"91002","71030018","8","60","10030037"
"22002","71030018","2","2","10030038"
"91002","71030019","8","60","10030039"
"22002","71030019","2","2","10030040"
"91002","71030020","8","60","10030041"
"22002","71030020","2","2","10030042"
"94002","71030021","12","50000","10030043"
"94002","71030022","12","100000","10030044"
"94002","71030023","12","150000","10030045"
"94002","71030024","12","200000","10030046"
"91002","71030025","8","50","10030047"
"31085","71030026","2","1","10030048"
"31085","71030027","2","1","10030049"
"31085","71030028","2","1","10030050"
"31085","71030029","2","1","10030051"
"31085","71030030","2","1","10030052"
"108501","71030031","1","1","10030053"
"31085","71030032","2","4","10030054"
"60302","61031001","2","5","10031001"
"60302","61031002","2","5","10031002"
"91002","71031001","8","30","10031003"
"22002","71031001","2","1","10031004"
"91002","71031002","8","30","10031005"
"22002","71031002","2","1","10031006"
"91002","71031003","8","30","10031007"
"22002","71031003","2","1","10031008"
"91002","71031004","8","30","10031009"
"22002","71031004","2","1","10031010"
"91002","71031005","8","30","10031011"
"22002","71031005","2","1","10031012"
"91002","71031006","8","30","10031013"
"22002","71031006","2","1","10031014"
"91002","71031007","8","30","10031015"
"22002","71031007","2","1","10031016"
"91002","71031008","8","30","10031017"
"22002","71031008","2","1","10031018"
"91002","71031009","8","30","10031019"
"22002","71031009","2","1","10031020"
"91002","71031010","8","30","10031021"
"22002","71031010","2","1","10031022"
"91002","71031011","8","30","10031023"
"22002","71031011","2","1","10031024"
"91002","71031012","8","30","10031025"
"22002","71031012","2","1","10031026"
"91002","71031013","8","30","10031027"
"22002","71031013","2","1","10031028"
"91002","71031014","8","30","10031029"
"22002","71031014","2","1","10031030"
"91002","71031015","8","30","10031031"
"22002","71031015","2","1","10031032"
"91002","71031016","8","60","10031033"
"22002","71031016","2","2","10031034"
"91002","71031017","8","60","10031035"
"22002","71031017","2","2","10031036"
"91002","71031018","8","60","10031037"
"22002","71031018","2","2","10031038"
"91002","71031019","8","60","10031039"
"22002","71031019","2","2","10031040"
"91002","71031020","8","60","10031041"
"22002","71031020","2","2","10031042"
"94002","71031021","12","50000","10031043"
"94002","71031022","12","100000","10031044"
"94002","71031023","12","150000","10031045"
"94002","71031024","12","200000","10031046"
"91002","71031025","8","50","10031047"
"31121","71031026","2","1","10031048"
"31121","71031027","2","1","10031049"
"31121","71031028","2","2","10031050"
"31121","71031029","2","2","10031051"
"31121","71031030","2","4","10031052"
"112101","71031031","1","1","10031053"
"31121","71031032","2","10","10031054"
"31121","81031001","2","2","10031055"
"91002","81031001","8","30","10031056"
"60302","81031002","2","100","10031057"
"94002","81031002","12","30000","10031058"
"60302","81031003","2","100","10031059"
"94002","81031003","12","30000","10031060"
"31121","81031004","2","2","10031061"
"91002","81031004","8","30","10031062"
"60302","81031005","2","100","10031063"
"94002","81031005","12","30000","10031064"
"60302","81031006","2","100","10031065"
"94002","81031006","12","30000","10031066"
"31121","81031007","2","2","10031067"
"91002","81031007","8","30","10031068"
"91002","81031008","8","100","10031069"
"60312","61032001","2","5","10032001"
"60312","61032002","2","5","10032002"
"91002","71032001","8","30","10032003"
"22002","71032001","2","1","10032004"
"91002","71032002","8","30","10032005"
"22002","71032002","2","1","10032006"
"91002","71032003","8","30","10032007"
"22002","71032003","2","1","10032008"
"91002","71032004","8","30","10032009"
"22002","71032004","2","1","10032010"
"91002","71032005","8","30","10032011"
"22002","71032005","2","1","10032012"
"91002","71032006","8","30","10032013"
"22002","71032006","2","1","10032014"
"91002","71032007","8","30","10032015"
"22002","71032007","2","1","10032016"
"91002","71032008","8","30","10032017"
"22002","71032008","2","1","10032018"
"91002","71032009","8","30","10032019"
"22002","71032009","2","1","10032020"
"91002","71032010","8","30","10032021"
"22002","71032010","2","1","10032022"
"91002","71032011","8","30","10032023"
"22002","71032011","2","1","10032024"
"91002","71032012","8","30","10032025"
"22002","71032012","2","1","10032026"
"91002","71032013","8","30","10032027"
"22002","71032013","2","1","10032028"
"91002","71032014","8","30","10032029"
"22002","71032014","2","1","10032030"
"91002","71032015","8","30","10032031"
"22002","71032015","2","1","10032032"
"91002","71032016","8","60","10032033"
"22002","71032016","2","2","10032034"
"91002","71032017","8","60","10032035"
"22002","71032017","2","2","10032036"
"91002","71032018","8","60","10032037"
"22002","71032018","2","2","10032038"
"91002","71032019","8","60","10032039"
"22002","71032019","2","2","10032040"
"91002","71032020","8","60","10032041"
"22002","71032020","2","2","10032042"
"94002","71032021","12","50000","10032043"
"94002","71032022","12","100000","10032044"
"94002","71032023","12","150000","10032045"
"94002","71032024","12","200000","10032046"
"91002","71032025","8","50","10032047"
"31089","71032026","2","1","10032048"
"31089","71032027","2","1","10032049"
"31089","71032028","2","1","10032050"
"31089","71032029","2","1","10032051"
"31089","71032030","2","1","10032052"
"108901","71032031","1","1","10032053"
"31089","71032032","2","4","10032054"
"60322","61033001","2","5","10033001"
"60322","61033002","2","5","10033002"
"91002","71033001","8","30","10033003"
"22002","71033001","2","1","10033004"
"91002","71033002","8","30","10033005"
"22002","71033002","2","1","10033006"
"91002","71033003","8","30","10033007"
"22002","71033003","2","1","10033008"
"91002","71033004","8","30","10033009"
"22002","71033004","2","1","10033010"
"91002","71033005","8","30","10033011"
"22002","71033005","2","1","10033012"
"91002","71033006","8","30","10033013"
"22002","71033006","2","1","10033014"
"91002","71033007","8","30","10033015"
"22002","71033007","2","1","10033016"
"91002","71033008","8","30","10033017"
"22002","71033008","2","1","10033018"
"91002","71033009","8","30","10033019"
"22002","71033009","2","1","10033020"
"91002","71033010","8","30","10033021"
"22002","71033010","2","1","10033022"
"91002","71033011","8","30","10033023"
"22002","71033011","2","1","10033024"
"91002","71033012","8","30","10033025"
"22002","71033012","2","1","10033026"
"91002","71033013","8","30","10033027"
"22002","71033013","2","1","10033028"
"91002","71033014","8","30","10033029"
"22002","71033014","2","1","10033030"
"91002","71033015","8","30","10033031"
"22002","71033015","2","1","10033032"
"91002","71033016","8","60","10033033"
"22002","71033016","2","2","10033034"
"91002","71033017","8","60","10033035"
"22002","71033017","2","2","10033036"
"91002","71033018","8","60","10033037"
"22002","71033018","2","2","10033038"
"91002","71033019","8","60","10033039"
"22002","71033019","2","2","10033040"
"91002","71033020","8","60","10033041"
"22002","71033020","2","2","10033042"
"94002","71033021","12","50000","10033043"
"94002","71033022","12","100000","10033044"
"94002","71033023","12","150000","10033045"
"94002","71033024","12","200000","10033046"
"91002","71033025","8","50","10033047"
"31123","71033026","2","1","10033048"
"31123","71033027","2","1","10033049"
"31123","71033028","2","2","10033050"
"31123","71033029","2","2","10033051"
"31123","71033030","2","4","10033052"
"112301","71033031","1","1","10033053"
"2307","71033032","7","1","10033054"
"2308","71033032","7","1","10033055"
"31123","71033033","2","10","10033056"
"31123","81033001","2","2","10033057"
"91002","81033001","8","30","10033058"
"60322","81033002","2","100","10033059"
"94002","81033002","12","30000","10033060"
"60322","81033003","2","100","10033061"
"94002","81033003","12","30000","10033062"
"31123","81033004","2","2","10033063"
"91002","81033004","8","30","10033064"
"60322","81033005","2","100","10033065"
"94002","81033005","12","30000","10033066"
"60322","81033006","2","100","10033067"
"94002","81033006","12","30000","10033068"
"31123","81033007","2","2","10033069"
"91002","81033007","8","30","10033070"
"91002","81033008","8","100","10033071"
"60332","61034001","2","5","10034001"
"60332","61034002","2","5","10034002"
"91002","71034001","8","30","10034005"
"22002","71034001","2","1","10034006"
"91002","71034002","8","30","10034007"
"22002","71034002","2","1","10034008"
"91002","71034003","8","30","10034009"
"22002","71034003","2","1","10034010"
"91002","71034004","8","30","10034011"
"22002","71034004","2","1","10034012"
"91002","71034005","8","30","10034013"
"22002","71034005","2","1","10034014"
"91002","71034006","8","30","10034015"
"22002","71034006","2","1","10034016"
"91002","71034007","8","30","10034017"
"22002","71034007","2","1","10034018"
"91002","71034008","8","30","10034019"
"22002","71034008","2","1","10034020"
"91002","71034009","8","30","10034021"
"22002","71034009","2","1","10034022"
"91002","71034010","8","30","10034023"
"22002","71034010","2","1","10034024"
"91002","71034011","8","30","10034025"
"22002","71034011","2","1","10034026"
"91002","71034012","8","30","10034027"
"22002","71034012","2","1","10034028"
"91002","71034013","8","30","10034029"
"22002","71034013","2","1","10034030"
"91002","71034014","8","30","10034031"
"22002","71034014","2","1","10034032"
"91002","71034015","8","30","10034033"
"22002","71034015","2","1","10034034"
"91002","71034016","8","60","10034035"
"22002","71034016","2","2","10034036"
"91002","71034017","8","60","10034037"
"22002","71034017","2","2","10034038"
"91002","71034018","8","60","10034039"
"22002","71034018","2","2","10034040"
"91002","71034019","8","60","10034041"
"22002","71034019","2","2","10034042"
"91002","71034020","8","60","10034043"
"22002","71034020","2","2","10034044"
"94002","71034021","12","50000","10034045"
"94002","71034022","12","100000","10034046"
"94002","71034023","12","150000","10034047"
"94002","71034024","12","200000","10034048"
"91002","71034025","8","50","10034049"
"31090","71034026","2","1","10034050"
"31090","71034027","2","1","10034051"
"31090","71034028","2","1","10034052"
"31090","71034029","2","1","10034053"
"31090","71034030","2","1","10034054"
"109001","71034031","1","1","10034055"
"31090","71034032","2","4","10034056"
"31090","81034001","2","1","10034057"
"91002","81034001","8","25","10034058"
"60332","81034002","2","50","10034059"
"94002","81034002","12","30000","10034060"
"60332","81034003","2","50","10034061"
"94002","81034003","12","30000","10034062"
"31090","81034004","2","1","10034063"
"91002","81034004","8","25","10034064"
"60332","81034005","2","50","10034065"
"94002","81034005","12","30000","10034066"
"60332","81034006","2","50","10034067"
"94002","81034006","12","30000","10034068"
"31090","81034007","2","1","10034069"
"91002","81034007","8","25","10034070"
"91002","81034008","8","50","10034071"
"60342","61035001","2","5","10035001"
"60342","61035002","2","5","10035002"
"91002","71035001","8","30","10035003"
"22002","71035001","2","1","10035004"
"91002","71035002","8","30","10035005"
"22002","71035002","2","1","10035006"
"91002","71035003","8","30","10035007"
"22002","71035003","2","1","10035008"
"91002","71035004","8","30","10035009"
"22002","71035004","2","1","10035010"
"91002","71035005","8","30","10035011"
"22002","71035005","2","1","10035012"
"91002","71035006","8","30","10035013"
"22002","71035006","2","1","10035014"
"91002","71035007","8","30","10035015"
"22002","71035007","2","1","10035016"
"91002","71035008","8","30","10035017"
"22002","71035008","2","1","10035018"
"91002","71035009","8","30","10035019"
"22002","71035009","2","1","10035020"
"91002","71035010","8","30","10035021"
"22002","71035010","2","1","10035022"
"91002","71035011","8","30","10035023"
"22002","71035011","2","1","10035024"
"91002","71035012","8","30","10035025"
"22002","71035012","2","1","10035026"
"91002","71035013","8","30","10035027"
"22002","71035013","2","1","10035028"
"91002","71035014","8","30","10035029"
"22002","71035014","2","1","10035030"
"91002","71035015","8","30","10035031"
"22002","71035015","2","1","10035032"
"91002","71035016","8","60","10035033"
"22002","71035016","2","2","10035034"
"91002","71035017","8","60","10035035"
"22002","71035017","2","2","10035036"
"91002","71035018","8","60","10035037"
"22002","71035018","2","2","10035038"
"91002","71035019","8","60","10035039"
"22002","71035019","2","2","10035040"
"91002","71035020","8","60","10035041"
"22002","71035020","2","2","10035042"
"94002","71035021","12","50000","10035043"
"94002","71035022","12","100000","10035044"
"94002","71035023","12","150000","10035045"
"94002","71035024","12","200000","10035046"
"91002","71035025","8","50","10035047"
"31126","71035026","2","1","10035048"
"31126","71035027","2","1","10035049"
"31126","71035028","2","2","10035050"
"31126","71035029","2","2","10035051"
"31126","71035030","2","4","10035052"
"112601","71035031","1","1","10035053"
"31126","71035032","2","10","10035054"
"31126","81035001","2","2","10035055"
"91002","81035001","8","30","10035056"
"31126","81035002","2","2","10035057"
"91002","81035002","8","30","10035058"
"60342","81035003","2","100","10035059"
"94002","81035003","12","30000","10035060"
"60342","81035004","2","100","10035061"
"94002","81035004","12","30000","10035062"
"60342","81035005","2","100","10035063"
"94002","81035005","12","30000","10035064"
"60342","81035006","2","100","10035065"
"94002","81035006","12","30000","10035066"
"31126","81035007","2","2","10035067"
"91002","81035007","8","30","10035068"
"91002","81035008","8","100","10035069"
"60342","61036001","2","5","10036001"
"60342","61036002","2","5","10036002"
"91002","71036001","8","30","10036003"
"22002","71036001","2","1","10036004"
"91002","71036002","8","30","10036005"
"22002","71036002","2","1","10036006"
"91002","71036003","8","30","10036007"
"22002","71036003","2","1","10036008"
"91002","71036004","8","30","10036009"
"22002","71036004","2","1","10036010"
"91002","71036005","8","30","10036011"
"22002","71036005","2","1","10036012"
"91002","71036006","8","30","10036013"
"22002","71036006","2","1","10036014"
"91002","71036007","8","30","10036015"
"22002","71036007","2","1","10036016"
"91002","71036008","8","30","10036017"
"22002","71036008","2","1","10036018"
"91002","71036009","8","30","10036019"
"22002","71036009","2","1","10036020"
"91002","71036010","8","30","10036021"
"22002","71036010","2","1","10036022"
"91002","71036011","8","30","10036023"
"22002","71036011","2","1","10036024"
"91002","71036012","8","30","10036025"
"22002","71036012","2","1","10036026"
"91002","71036013","8","30","10036027"
"22002","71036013","2","1","10036028"
"91002","71036014","8","30","10036029"
"22002","71036014","2","1","10036030"
"91002","71036015","8","30","10036031"
"22002","71036015","2","1","10036032"
"91002","71036016","8","60","10036033"
"22002","71036016","2","2","10036034"
"91002","71036017","8","60","10036035"
"22002","71036017","2","2","10036036"
"91002","71036018","8","60","10036037"
"22002","71036018","2","2","10036038"
"91002","71036019","8","60","10036039"
"22002","71036019","2","2","10036040"
"91002","71036020","8","60","10036041"
"22002","71036020","2","2","10036042"
"91002","71036021","8","50","10036043"
"31126","71036022","2","1","10036044"
"31126","71036023","2","1","10036045"
"31126","71036024","2","2","10036046"
"31126","71036025","2","2","10036047"
"31126","71036026","2","4","10036048"
"31126","71036027","2","10","10036049"
"60342","81036001","2","100","10036050"
"94002","81036001","12","30000","10036051"
"31126","81036002","2","2","10036052"
"91002","81036002","8","30","10036053"
"60342","81036003","2","100","10036054"
"94002","81036003","12","30000","10036055"
"60342","81036004","2","100","10036056"
"94002","81036004","12","30000","10036057"
"31126","81036005","2","2","10036058"
"91002","81036005","8","30","10036059"
"60342","81036006","2","100","10036060"
"94002","81036006","12","30000","10036061"
"31126","81036007","2","2","10036062"
"91002","81036007","8","30","10036063"
"91002","81036008","8","100","10036064"
"60362","61037001","2","5","10037001"
"60362","61037002","2","5","10037002"
"91002","71037001","8","30","10037003"
"22002","71037001","2","1","10037004"
"91002","71037002","8","30","10037005"
"22002","71037002","2","1","10037006"
"91002","71037003","8","30","10037007"
"22002","71037003","2","1","10037008"
"91002","71037004","8","30","10037009"
"22002","71037004","2","1","10037010"
"91002","71037005","8","30","10037011"
"22002","71037005","2","1","10037012"
"91002","71037006","8","30","10037013"
"22002","71037006","2","1","10037014"
"91002","71037007","8","30","10037015"
"22002","71037007","2","1","10037016"
"91002","71037008","8","30","10037017"
"22002","71037008","2","1","10037018"
"91002","71037009","8","30","10037019"
"22002","71037009","2","1","10037020"
"91002","71037010","8","30","10037021"
"22002","71037010","2","1","10037022"
"91002","71037011","8","30","10037023"
"22002","71037011","2","1","10037024"
"91002","71037012","8","30","10037025"
"22002","71037012","2","1","10037026"
"91002","71037013","8","30","10037027"
"22002","71037013","2","1","10037028"
"91002","71037014","8","30","10037029"
"22002","71037014","2","1","10037030"
"91002","71037015","8","30","10037031"
"22002","71037015","2","1","10037032"
"91002","71037016","8","60","10037033"
"22002","71037016","2","2","10037034"
"91002","71037017","8","60","10037035"
"22002","71037017","2","2","10037036"
"91002","71037018","8","60","10037037"
"22002","71037018","2","2","10037038"
"91002","71037019","8","60","10037039"
"22002","71037019","2","2","10037040"
"91002","71037020","8","60","10037041"
"22002","71037020","2","2","10037042"
"94002","71037021","12","50000","10037043"
"94002","71037022","12","100000","10037044"
"94002","71037023","12","150000","10037045"
"94002","71037024","12","200000","10037046"
"91002","71037025","8","50","10037047"
"31043","71037026","2","1","10037048"
"31043","71037027","2","1","10037049"
"31043","71037028","2","1","10037050"
"31043","71037029","2","1","10037051"
"31043","71037030","2","1","10037052"
"31043","71037031","2","4","10037053"
"31043","81037001","2","1","10037054"
"91002","81037001","8","25","10037055"
"60362","81037002","2","50","10037056"
"94002","81037002","12","30000","10037057"
"60362","81037003","2","50","10037058"
"94002","81037003","12","30000","10037059"
"31043","81037004","2","1","10037060"
"91002","81037004","8","25","10037061"
"60362","81037005","2","50","10037062"
"94002","81037005","12","30000","10037063"
"60362","81037006","2","50","10037064"
"94002","81037006","12","30000","10037065"
"31043","81037007","2","1","10037066"
"91002","81037007","8","25","10037067"
"91002","81037008","8","50","10037068"
"60372","61038001","2","5","10038001"
"60372","61038002","2","5","10038002"
"91002","71038001","8","30","10038003"
"22002","71038001","2","1","10038004"
"91002","71038002","8","30","10038005"
"22002","71038002","2","1","10038006"
"91002","71038003","8","30","10038007"
"22002","71038003","2","1","10038008"
"91002","71038004","8","30","10038009"
"22002","71038004","2","1","10038010"
"91002","71038005","8","30","10038011"
"22002","71038005","2","1","10038012"
"91002","71038006","8","30","10038013"
"22002","71038006","2","1","10038014"
"91002","71038007","8","30","10038015"
"22002","71038007","2","1","10038016"
"91002","71038008","8","30","10038017"
"22002","71038008","2","1","10038018"
"91002","71038009","8","30","10038019"
"22002","71038009","2","1","10038020"
"91002","71038010","8","30","10038021"
"22002","71038010","2","1","10038022"
"91002","71038011","8","30","10038023"
"22002","71038011","2","1","10038024"
"91002","71038012","8","30","10038025"
"22002","71038012","2","1","10038026"
"91002","71038013","8","30","10038027"
"22002","71038013","2","1","10038028"
"91002","71038014","8","30","10038029"
"22002","71038014","2","1","10038030"
"91002","71038015","8","30","10038031"
"22002","71038015","2","1","10038032"
"91002","71038016","8","60","10038033"
"22002","71038016","2","2","10038034"
"91002","71038017","8","60","10038035"
"22002","71038017","2","2","10038036"
"91002","71038018","8","60","10038037"
"22002","71038018","2","2","10038038"
"91002","71038019","8","60","10038039"
"22002","71038019","2","2","10038040"
"91002","71038020","8","60","10038041"
"22002","71038020","2","2","10038042"
"94002","71038021","12","50000","10038043"
"94002","71038022","12","100000","10038044"
"94002","71038023","12","150000","10038045"
"94002","71038024","12","200000","10038046"
"91002","71038025","8","50","10038047"
"31107","71038026","2","1","10038048"
"31107","71038027","2","1","10038049"
"31107","71038028","2","2","10038050"
"31107","71038029","2","2","10038051"
"31107","71038030","2","4","10038052"
"31107","71038031","2","10","10038053"
"31107","81038001","2","2","10038054"
"91002","81038001","8","30","10038055"
"60372","81038002","2","100","10038056"
"94002","81038002","12","30000","10038057"
"60372","81038003","2","100","10038058"
"94002","81038003","12","30000","10038059"
"31107","81038004","2","2","10038060"
"91002","81038004","8","30","10038061"
"60372","81038005","2","100","10038062"
"94002","81038005","12","30000","10038063"
"60372","81038006","2","100","10038064"
"94002","81038006","12","30000","10038065"
"31107","81038007","2","2","10038066"
"91002","81038007","8","30","10038067"
"91002","81038008","8","100","10038068"
"91002","71039001","8","30","10039001"
"22002","71039001","2","1","10039002"
"91002","71039002","8","30","10039003"
"22002","71039002","2","1","10039004"
"91002","71039003","8","30","10039005"
"22002","71039003","2","1","10039006"
"91002","71039004","8","30","10039007"
"22002","71039004","2","1","10039008"
"91002","71039005","8","30","10039009"
"22002","71039005","2","1","10039010"
"91002","71039006","8","30","10039011"
"22002","71039006","2","1","10039012"
"91002","71039007","8","30","10039013"
"22002","71039007","2","1","10039014"
"91002","71039008","8","30","10039015"
"22002","71039008","2","1","10039016"
"91002","71039009","8","30","10039017"
"22002","71039009","2","1","10039018"
"91002","71039010","8","30","10039019"
"22002","71039010","2","1","10039020"
"91002","71039011","8","30","10039021"
"22002","71039011","2","1","10039022"
"91002","71039012","8","30","10039023"
"22002","71039012","2","1","10039024"
"91002","71039013","8","30","10039025"
"22002","71039013","2","1","10039026"
"91002","71039014","8","30","10039027"
"22002","71039014","2","1","10039028"
"91002","71039015","8","30","10039029"
"22002","71039015","2","1","10039030"
"91002","71039016","8","60","10039031"
"22002","71039016","2","2","10039032"
"91002","71039017","8","60","10039033"
"22002","71039017","2","2","10039034"
"91002","71039018","8","60","10039035"
"22002","71039018","2","2","10039036"
"91002","71039019","8","60","10039037"
"22002","71039019","2","2","10039038"
"91002","71039020","8","60","10039039"
"22002","71039020","2","2","10039040"
"94002","71039021","12","50000","10039041"
"94002","71039022","12","100000","10039042"
"94002","71039023","12","150000","10039043"
"94002","71039024","12","200000","10039044"
"91002","71039025","8","50","10039045"
"31093","71039026","2","1","10039046"
"31093","71039027","2","1","10039047"
"31093","71039028","2","1","10039048"
"31093","71039029","2","1","10039049"
"31093","71039030","2","1","10039050"
"109301","71039031","1","1","10039051"
"31093","71039032","2","4","10039052"
"31093","81039001","2","1","10039053"
"91002","81039001","8","25","10039054"
"60382","81039002","2","50","10039055"
"94002","81039002","12","30000","10039056"
"60382","81039003","2","50","10039057"
"94002","81039003","12","30000","10039058"
"31093","81039004","2","1","10039059"
"91002","81039004","8","25","10039060"
"60382","81039005","2","50","10039061"
"94002","81039005","12","30000","10039062"
"60382","81039006","2","50","10039063"
"94002","81039006","12","30000","10039064"
