d9eba0c71ede3123ca7d22bac77c298a928c9dc8c68a81c6f3e0a42246e85f6d,d6268b8c860d93a333e4eacfd793c5f2b94ed9321d7dc3e75a05c94bf317934c,ad84571b3593ec0fca65f8cdba4e668a36730cbcc0e11e192d32c02a22b279ae,db0eec9db27a38627ec3ec23b555e1d59bb33b7326848412d982147e8f6a074a,0124ebd5f4caeb6b2c84df10dbceae41a760249fb3f58082f719ccb4865e5954,81d47bde016abced92f2b808a5121033f93f15b85b625b7ccb65e1ff268c2564,acf5a0c67fe98cc069339dde9ab478ab5c275dd7dfd8c56a56bbb601fa1de4cf,f0b82001b54203f124c129a15887c09b1370b88a14351966ba5c0f762cb80584,e4b798376c6cea57cbd9545cbde13bf2155819d4f12aacd0707ba5de2878b1e1,7997157304fb18d5d7b90f2c837a8eea0a122287a847179341f7b9597c092fbb,92491e01bb235ee6e612ffc92e27ec0d8b71818f900747431de06b08712ab1d3
"62158","","0","21","vo_apg_0214","","5146062","","vo_apg","0",""
"62159","1","1","11","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","0","5146062","0","131011","10","0"
"62160","","","91","","","5146062","","0","",""
"62161","","","22","0","","5146062","","0","",""
"62162","","","3","wish_idle_joy","0.2","5146062","","131011","1",""
"62163","0","0","12","10","-30","5146062","0","100911","2","0"
"62164","0","0","12","7","0","5146062","0","131011","2","0"
"62165","","","93","0","","5146062","","2","",""
"62166","","","101","","","5146062","","62167","",""
"62167","","","22","0.2","","5146062","","0","",""
"63001","-288","-10","1","106611","1.8","5146063","walk_surprise_sad_blue","1","110","1"
"63002","-288","-10","5","1066","1.8","5146063","walk_surprise_sad_blue","3","111","1"
"63003","-288","260","1","130911","1.8","5146063","idle_normal_noface","1","100","1"
"63004","-288","260","5","99","1.8","5146063","idle_normal_kururu","1","101","1"
"63005","-268","-420","1","126411","1.8","5146063","empty","1","103","0"
"63006","-268","-420","5","98","1.8","5146063","empty","1","113","0"
"63007","","","13","210","","5146063","","106611","",""
"63008","","","13","200","","5146063","","130911","",""
"63009","","","13","203","","5146063","","126411","",""
"63010","-174","0","5","7","0.85","5146063","idle","7","15","0"
"63011","156","0","5","20","1","5146063","empty","20","210","0"
"63012","66","0","5","22","1","5146063","empty","22","211","0"
"63013","153","0","5","211","1","5146063","empty","21","60","0"
"63014","0","0","5","212","1","5146063","empty","21","190","0"
"63015","1","0","31","1","1","5146063","","1","0",""
"63016","1","-57.7","31","2","1","5146063","","2","0",""
"63017","","","37","black","","5146063","","2","",""
"63018","1","0","31","10","0","5146063","","10","0",""
"63019","1","-268","31","16","0","5146063","","16","-420",""
"63020","1","0","31","20","1","5146063","","20","0",""
"63021","","","36","20","","5146063","","20","",""
"63022","","","36","22","","5146063","","20","",""
"63023","","","91","0","","5146063","","0","",""
"63024","","","102","0","","5146063","","0","0",""
"63025","","","93","0","","5146063","","0.4","",""
"63026","","","37","iris_out","","5146063","","2","",""
"63027","0","2.5","2","-260","","5146063","","106611","-288",""
"63028","0","2.5","2","-260","","5146063","","1066","-288",""
"63029","","","93","0","","5146063","","2.5","",""
"63030","","","3","sad_idle_blue","0.2","5146063","","106611","1",""
"63031","0","","3","sad_idle_blue","0.2","5146063","","1066","1",""
"63032","","","93","0","","5146063","","0.1","",""
"63033","","","3","tired_talk1","0.2","5146063","","106611","1",""
"63034","","","3","tired_talk1","0.2","5146063","","1066","1",""
"63035","","0","21","vo_apg_0301","","5146063","","vo_apg","0",""
"63036","1","1","11","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","0","5146063","0","106611","10","0"
"63037","","","91","","","5146063","","0","",""
"63038","","","3","tired_talk2","0.2","5146063","","106611","1",""
"63039","","","3","tired_talk2","0.2","5146063","","1066","1",""
"63040","","0","21","vo_apg_0302","","5146063","","vo_apg","0",""
"63041","1","1","11","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","0","5146063","0","106611","10","0"
"63042","","","91","","","5146063","","0","",""
"63043","","","3","tired_idle","0.2","5146063","","106611","1",""
"63044","","","3","tired_idle","0.2","5146063","","1066","1",""
"63045","","","3","talk_normal","0.2","5146063","","130911","1",""
"63046","","","3","talk_normal","0.2","5146063","","99","1",""
"63047","","0","21","vo_apg_0303","","5146063","","vo_apg","0",""
"63048","1","1","11","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","0","5146063","0","130911","10","0"
"63049","","","91","","","5146063","","0","",""
"63050","","","3","idle_normal","0.2","5146063","","130911","1",""
"63051","","","3","coaster_3_in","0","5146063","","211","0",""
"63052","","","4","0","","5146063","","106611","",""
"63053","","","4","0","","5146063","","1066","",""
"63054","1","doya_talk_nervous_furimuki","3","doya_in_nervous_furimuki","0","5146063","","106611","0","0"
"63055","1","doya_talk_nervous_furimuki","3","doya_in_nervous_furimuki","0","5146063","","1066","0","0"
"63056","","0","21","vo_apg_0304","","5146063","","vo_apg","0",""
"63057","1","1","11","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","0","5146063","0","106611","10","0"
"63058","","","91","","","5146063","","0","",""
"63059","","","3","cool_talk_dere","0.2","5146063","","106611","1",""
"63060","","","3","cool_talk_dere","0.2","5146063","","1066","1",""
"63061","","0","21","vo_apg_0305","","5146063","","vo_apg","0",""
"63062","1","1","11","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","0","5146063","0","106611","10","0"
"63063","","","91","","","5146063","","0","",""
"63064","","","3","cool_idle_doya","0.2","5146063","","106611","1",""
"63065","","","3","cool_idle_doya","0.2","5146063","","1066","1",""
"63066","","","3","coaster_3_out","0","5146063","","211","0",""
"63067","","","3","kururu_sad_talk","0.2","5146063","","130911","1",""
"63068","","","3","kururu_sad_talk","0.2","5146063","","99","1",""
"63069","","0","21","vo_apg_0306","","5146063","","vo_apg","0",""
"63070","1","1","11","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","0","5146063","0","130911","10","0"
"63071","","","91","","","5146063","","0","",""
"63072","","","22","0","","5146063","","0","",""
"63073","","","3","idle_normal_noface","0.2","5146063","","130911","1",""
"63074","","","3","idle_normal_kururu","0.2","5146063","","99","1",""
"63075","","","3","cool_idle_surprise","0.2","5146063","","106611","1",""
"63076","","","3","cool_idle_surprise","0.2","5146063","","1066","1",""
"63077","1","kuroche_pose_talk_anger","3","kuroche_appear","0","5146063","","126411","0","0"
"63078","1","kuroche_pose_talk_anger","3","kuroche_appear","0","5146063","","98","0","0"
"63079","","","93","0","","5146063","","0.5","",""
"63080","","","122","15","","5146063","","15","0.5",""
"63081","","","32","1","","5146063","","16","",""
"63082","","","3","inori_dodge_in","0","5146063","","106611","0",""
"63083","","","3","inori_dodge_in","0","5146063","","1066","0",""
"63084","","","93","0","","5146063","","0.6","",""
"63085","","0","21","vo_apg_0307","","5146063","","vo_apg","0",""
"63086","1","1","11","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","20","5146063","0","126411","10","0"
"63087","","","91","","","5146063","","0","",""
"63088","","","3","kuroche_pose_idle_doya","0.2","5146063","","126411","1",""
"63089","1","inori_anger_talk","3","inori_dodge_out","0.1","5146063","","106611","0","0"
"63090","1","inori_anger_talk","3","inori_dodge_out","0.1","5146063","","1066","0","0"
"63091","","0","21","vo_apg_0308","","5146063","","vo_apg","0",""
"63092","1","1","11","は？　いや、こっちは全然\n話がみえねーんですけど…","0","5146063","0","106611","10","0"
"63093","","","91","","","5146063","","0","",""
"63094","","","3","inori_anger_idle","0.2","5146063","","106611","1",""
"63095","","","3","inori_anger_idle","0.2","5146063","","1066","1",""
"63096","","","3","kururu_guid_talk","0.2","5146063","","130911","1",""
"63097","","","3","kururu_guid_talk","0.2","5146063","","99","1",""
"63098","","0","21","vo_apg_0309","","5146063","","vo_apg","0",""
"63099","1","1","11","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","0","5146063","0","130911","10","0"
"63100","","","91","","","5146063","","0","",""
"63101","","","3","idle_normal_noface","0.2","5146063","","130911","1",""
"63102","","","3","idle_normal_kururu","0.2","5146063","","99","1",""
"63103","","","37","low","","5146063","","16","",""
"63104","","","23","se_10055900_chroche_01","","5146063","","se_10055900","1",""
"63105","1","inori_jitabata_loop","3","inori_jitabata_in","0.2","5146063","","106611","0","0"
"63106","1","inori_jitabata_loop","3","inori_jitabata_in","0.2","5146063","","1066","0","0"
"63107","1","kuroche_catch_loop","3","kuroche_catch_in","0.2","5146063","","126411","0","0"
"63108","1","kuroche_catch_loop","3","kuroche_catch_in","0.2","5146063","","98","0","0"
"63109","","0","21","vo_apg_0310","","5146063","","vo_apg","0",""
"63110","1","1","11","ではではっ♪\nしっかりつかまっててくださいね～っ♪","112","5146063","0","126411","10","-27"
"63111","","","91","","","5146063","","0","",""
"63112","","","22","0","","5146063","","0","",""
"63113","","","24","0.2","","5146063","","se_10055900_chroche_01","",""
"63114","","","23","se_10055900_chroche_02","","5146063","","se_10055900","0",""
"63115","","","37","high","","5146063","","16","",""
"63116","","","122","5","","5146063","","5","1",""
"63117","","","93","0","","5146063","","1","",""
"63118","","","3","inori_jitabata_takeoff","0","5146063","","106611","0",""
"63119","","","3","inori_jitabata_takeoff","0","5146063","","1066","0",""
"63120","","","3","kuroche_catch_takeoff","0","5146063","","126411","0",""
"63121","","","3","kuroche_catch_takeoff","0","5146063","","98","0",""
"63122","","","122","100","","5146063","","100","0.5",""
"63123","","","93","0","","5146063","","0.4","",""
"63124","","","4","0","","5146063","","130911","",""
"63125","","","3","kururu_furimuki_watch","0","5146063","","130911","0",""
"63126","","","3","empty","0","5146063","","99","0",""
"63127","","","93","0","","5146063","","1.5","",""
"63128","","","37","fade_in","","5146063","","2","",""
"63129","","","93","0","","5146063","","1.5","",""
"63130","","","3","empty","0","5146063","","98","0",""
"63131","","","23","se_10055900_chroche_03","","5146063","","se_10055900","1",""
"63132","","","3","coaster_4_in","0","5146063","","212","0",""
"63133","","","23","se_10055900_photo","","5146063","","se_10055900","0",""
"63134","","","93","0","","5146063","","0.3","",""
"63135","","","122","30","","5146063","","30","0.5",""
"63136","","0","21","vo_apg_0311","","5146063","","vo_apg","0",""
"63137","","","3","0311_in","0","5146063","","20","0",""
"63138","","","93","1","","5146063","","3.6","",""
"63139","","","3","0311_mid","0","5146063","","20","0",""
"63140","","","92","","","5146063","","","",""
"63141","","","3","0311_out","0","5146063","","20","0",""
"63142","","","93","0","","5146063","","0.2","",""
"63143","","","122","30","","5146063","","30","0.5",""
"63144","","0","21","vo_apg_0312","","5146063","","vo_apg","0",""
"63145","","","3","0312_in","0","5146063","","20","0",""
"63146","","","93","1","","5146063","","2.4","",""
"63147","","","3","0312_mid","0","5146063","","20","0",""
"63148","","","92","","","5146063","","","",""
"63149","","","3","0312_out","0","5146063","","20","0",""
"63150","","","93","0","","5146063","","0.2","",""
"63151","","","37","scale15","","5146063","","20","",""
"63152","","","3","coaster_4_change","0","5146063","","212","0",""
"63153","","0","21","vo_apg_0313","","5146063","","vo_apg","0",""
"63154","0","0","2","0","","5146063","","20","76",""
"63155","","","3","empty","0","5146063","","20","1",""
"63156","","","3","0313_in","0","5146063","","22","0",""
"63157","","","93","1","","5146063","","2.4","",""
"63158","","","3","0313_mid","0","5146063","","22","1",""
"63159","","","92","","","5146063","","","",""
"63160","","","3","0313_out","0","5146063","","22","0",""
"63161","","","93","0","","5146063","","0.2","",""
"63162","","","22","0","","5146063","","0","",""
"63163","","","24","0.5","","5146063","","se_10055900_chroche_03","",""
"63164","","","37","white","","5146063","","2","",""
"63165","","","93","0","","5146063","","2","",""
"63166","","","37","scale1","","5146063","","20","",""
"63167","","","3","empty","0","5146063","","212","0",""
"63168","","","3","kururu_wish_idle_joy","0.2","5146063","","130911","1",""
"63169","","","3","idle_normal","0.2","5146063","","99","1",""
"63170","","","3","see_guru","0.2","5146063","","106611","1",""
"63171","","","3","see_guru","0.2","5146063","","1066","1",""
"63172","","","3","idle_normal_joy","0.2","5146063","","126411","1",""
"63173","","","4","1","","5146063","","130911","",""
"63174","0","0","2","225","","5146063","","130911","-278",""
"63175","0","0","2","0","","5146063","","106611","-288",""
"63176","0","0","2","0","","5146063","","1066","-288",""
"63177","0","0","2","-225","","5146063","","126411","-278",""
"63178","","","93","0","","5146063","","2","",""
"63179","","","3","joy_talk","0.2","5146063","","126411","1",""
"63180","","0","21","vo_apg_0314","","5146063","","vo_apg","0",""
"63181","1","1","11","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","0","5146063","0","126411","10","0"
"63182","","","91","","","5146063","","0","",""
"63183","","","3","idle_normal_joy","0.2","5146063","","126411","1",""
"63184","0","0","33","23","","5146063","","2","-108",""
"63185","","","37","iris_end_1","","5146063","","2","",""
"63186","","","3","gakkari","0.2","5146063","","106611","0",""
"63187","","","3","gakkari","0.2","5146063","","1066","0",""
"63188","","0","21","vo_apg_0315","","5146063","","vo_apg","0",""
"63189","0","0","11","うぷ…もう、こりごりですよ…","23","5146063","1.1","106611","4","-31"
"63190","","","93","0","","5146063","","6","",""
"63191","","","37","iris_end_2","","5146063","","2","",""
"63192","","","93","0","","5146063","","1","",""
"63193","","","101","","","5146063","","63194","",""
"63194","","","22","0.2","","5146063","","0","",""
"64001","-480","-130","1","105811","1.8","5146064","walk_normal","1","106","1"
"64002","-480","-130","5","1058","1.8","5146064","walk_normal","6","107","1"
"64003","-480","130","1","131511","1.8","5146064","walk_normal","1","103","1"
"64004","-278","290","1","130911","1.8","5146064","idle_normal_noface","1","100","1"
"64005","-278","290","5","99","1.8","5146064","idle_normal_kururu","1","101","1"
"64006","","","13","206","","5146064","","105811","",""
"64007","","","13","203","","5146064","","131511","",""
"64008","","","13","200","","5146064","","130911","",""
"64009","-174","0","5","8","0.85","5146064","idle","8","15","0"
"64010","-53","-242","5","20","1","5146064","empty","20","210","0"
"64011","-194","-128","5","22","1","5146064","empty","22","211","0"
"64012","1","0","31","1","1","5146064","","1","0",""
"64013","1","-57.7","31","2","0","5146064","","2","0",""
"64014","1","0","31","12","0","5146064","","12","0",""
"64015","1","0","31","13","0","5146064","","13","0",""
"64016","1","0","31","20","1","5146064","","20","0",""
"64017","","","36","105811","","5146064","","20","",""
"64018","","","36","131511","","5146064","","20","",""
"64019","","","36","20","","5146064","","20","",""
"64020","","","36","22","","5146064","","20","",""
"64021","","","91","0","","5146064","","0","",""
"64022","","","102","0","","5146064","","0","0",""
"64023","","","32","1","","5146064","","13","",""
"64024","","","37","scale15","","5146064","","20","",""
"64025","","","93","","","5146064","","2","",""
"64026","","0","21","vo_apg_0401","","5146064","","vo_apg","0",""
"64027","","","3","0401_in","0","5146064","","22","0",""
"64028","","","93","1","","5146064","","2.7","",""
"64029","","","3","0401_mid","0","5146064","","22","0",""
"64030","","","92","","","5146064","","","",""
"64031","","","3","0401_out","0","5146064","","22","0",""
"64032","","","93","0","","5146064","","0.2","",""
"64033","0","0","2","129","","5146064","","22","-194",""
"64034","","0","21","vo_apg_0402","","5146064","","vo_apg","0",""
"64035","","","3","0402_in","0","5146064","","22","0",""
"64036","","","93","1","","5146064","","2.9","",""
"64037","","","3","0402_mid","0","5146064","","22","0",""
"64038","","","92","","","5146064","","","",""
"64039","","","3","0402_out","0","5146064","","22","0",""
"64040","","","93","0","","5146064","","0.2","",""
"64041","","","22","0","","5146064","","0","",""
"64042","","","3","empty","0","5146064","","22","1",""
"64043","","","93","0","","5146064","","0.5","",""
"64044","","","32","1","","5146064","","2","",""
"64045","","","37","fade_in","","5146064","","2","",""
"64046","","","93","0","","5146064","","1","",""
"64047","","","32","0","","5146064","","13","",""
"64048","","","37","scale1","","5146064","","20","",""
"64049","0","0","2","-194","","5146064","","105811","-298",""
"64050","0","0","2","-194","","5146064","","1058","-298",""
"64051","0","0","2","-34","","5146064","","131511","-288",""
"64052","","","37","iris_out","","5146064","","2","",""
"64053","0","2","2","-385","","5146064","","105811","-298",""
"64054","0","2","2","-385","","5146064","","1058","-298",""
"64055","0","2","2","-225","","5146064","","131511","-288",""
"64056","","","93","0","","5146064","","2","",""
"64057","","","4","0","","5146064","","105811","",""
"64058","","","4","0","","5146064","","1058","",""
"64059","","","4","0","","5146064","","131511","",""
"64060","","","3","idle_normal","0.2","5146064","","105811","1",""
"64061","0","","3","idle_normal","0.2","5146064","","1058","1",""
"64062","","","3","idle_normal","0.2","5146064","","131511","1",""
"64063","","","93","0","","5146064","","0.5","",""
"64064","","","3","talk_normal","0.2","5146064","","130911","1",""
"64065","","","3","talk_normal","0.2","5146064","","99","1",""
"64066","","0","21","vo_apg_0403","","5146064","","vo_apg","0",""
"64067","1","1","11","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","0","5146064","0","130911","10","0"
"64068","","","91","","","5146064","","0","",""
"64069","","","3","kururu_wish_talk_joy","0.2","5146064","","130911","1",""
"64070","","","3","kururu_wish_talk_joy","0.2","5146064","","99","1",""
"64071","","0","21","vo_apg_0404","","5146064","","vo_apg","0",""
"64072","1","1","11","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","0","5146064","0","130911","10","0"
"64073","","","91","","","5146064","","0","",""
"64074","","","3","idle_normal_noface","0.2","5146064","","130911","1",""
"64075","","","3","idle_normal_kururu","0.2","5146064","","99","1",""
"64076","1","guts2_talk_joy","3","guts2_in_joy","0.2","5146064","","105811","0","0"
"64077","1","guts2_talk_joy","3","guts2_in_joy","0.2","5146064","","1058","0","0"
"64078","","0","21","vo_apg_0405","","5146064","","vo_apg","0",""
"64079","1","1","11","はい！　とっても\nおいしそうでした☆","0","5146064","0","105811","10","0"
"64080","","","91","","","5146064","","0","",""
"64081","","","3","guts2_idle_joy","0.2","5146064","","105811","1",""
"64082","","","3","guts2_idle_joy","0.2","5146064","","1058","1",""
"64083","","","3","memory_talk","0.5","5146064","","131511","1",""
"64084","","0","21","vo_apg_0406","","5146064","","vo_apg","0",""
"64085","1","1","11","おなか。\nぐるる…","0","5146064","0","131511","10","0"
"64086","","","91","","","5146064","","0","",""
"64087","","","3","memory_idle","0.2","5146064","","131511","1",""
"64088","","","3","joy_talk","0.2","5146064","","130911","1",""
"64089","","","3","joy_talk","0.2","5146064","","99","1",""
"64090","","0","21","vo_apg_0407","","5146064","","vo_apg","0",""
"64091","1","1","11","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","0","5146064","0","130911","10","0"
"64092","","","91","","","5146064","","0","",""
"64093","","","3","kururu_joy_slow","0.5","5146064","","130911","1",""
"64094","","","3","anger_idle_anger","0.5","5146064","","131511","1",""
"64095","","0","21","vo_apg_0408","","5146064","","vo_apg","0",""
"64096","1","1","11","だっしゅ","0","5146064","0","131511","10","0"
"64097","","","91","","","5146064","","0","",""
"64098","","","3","walk_jog_dere","0.2","5146064","","131511","1",""
"64099","0","3","2","1100","","5146064","","131511","-288",""
"64100","","","93","0","","5146064","","0.5","",""
"64101","1","anger_talk_normal2","3","notice_in_normal2","0.2","5146064","","105811","0","0.2"
"64102","1","anger_talk_normal2","3","notice_in_normal2","0.2","5146064","","1058","0","0.2"
"64103","","0","21","vo_apg_0409","","5146064","","vo_apg","0",""
"64104","1","1","11","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","0","5146064","0","105811","10","0"
"64105","","","91","","","5146064","","0","",""
"64106","","","22","0","","5146064","","0","",""
"64107","","","3","run_dash_doya","0.2","5146064","","105811","1",""
"64108","","","3","run_dash_doya","0.2","5146064","","1058","1",""
"64109","0","1.8","2","1100","","5146064","","105811","-298",""
"64110","0","1.8","2","1100","","5146064","","1058","-298",""
"64111","","","93","0","","5146064","","1.8","",""
"64112","","","4","0","","5146064","","130911","",""
"64113","1","anger_talk_surprise2_shy","3","hawawa","0","5146064","","130911","0","0.2"
"64114","","0","21","vo_apg_0410","","5146064","","vo_apg","0",""
"64115","1","1","11","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","0","5146064","0","130911","10","0"
"64116","","","91","","","5146064","","0","",""
"64117","","","22","0","","5146064","","0","",""
"64118","","","93","0","","5146064","","0.1","",""
"64119","","","37","alter","","5146064","","1","",""
"64120","","","32","1","","5146064","","12","",""
"64121","","","93","0","","5146064","","0.4","",""
"64122","0","1","6","1","0","5146064","","8","1","0"
"64123","0","0","2","-725","","5146064","","105811","-278",""
"64124","0","0","2","-725","","5146064","","1058","-278",""
"64125","0","0","2","-925","","5146064","","131511","-278",""
"64126","","","3","run_dash_peko","0","5146064","","105811","1",""
"64127","","","3","run_dash_peko","0","5146064","","1058","1",""
"64128","","","3","run_dash_presia","0","5146064","","131511","1",""
"64129","","","3","empty","0","5146064","","130911","1",""
"64130","0","10","2","1185","","5146064","","105811","-278",""
"64131","0","10","2","1185","","5146064","","1058","-278",""
"64132","0","10","2","985","","5146064","","131511","-278",""
"64133","","","93","0","","5146064","","0.3","",""
"64134","","","93","0","","5146064","","0.8","",""
"64135","","0","21","vo_apg_0411","","5146064","","vo_apg","0",""
"64136","0","0","11","まずはあの屋台から～☆","40","5146064","1","105811","10","0"
"64137","","","93","0","","5146064","","3","",""
"64138","","0","21","vo_apg_0412","","5146064","","vo_apg","0",""
"64139","0","0","11","ぜんぶ\nたべるよ","40","5146064","1.3","131511","8","0"
"64140","","","93","0","","5146064","","0.3","",""
"64141","","","93","0","","5146064","","3.6","",""
"64142","","","101","","","5146064","","64143","",""
"64143","","","22","0.2","","5146064","","0","",""
"65001","-278","-225","1","131011","1.8","5146065","wish_idle_normal_lookup","1","110","0"
"65002","-278","-225","5","99","1.8","5146065","idle_normal","1","111","0"
"65003","-278","-225","5","98","1.8","5146065","idle_normal","1","109","0"
"65004","-278","225","1","130911","1.8","5146065","idle_normal_noface","1","101","1"
"65005","-278","225","5","97","1.8","5146065","idle_normal_kururu","1","102","1"
"65006","-278","225","5","96","1.8","5146065","idle_normal","1","100","1"
"65007","-305","-920","1","106011","1.85","5146065","empty","1","105","0"
"65008","-305","-920","5","1060","1.85","5146065","empty","4","106","0"
"65009","","","13","210","","5146065","","131011","",""
"65010","","","13","201","","5146065","","130911","",""
"65011","","","13","205","","5146065","","106011","",""
"65012","-174","0","5","8","0.85","5146065","idle","8","15","0"
"65013","1","0","31","1","1","5146065","","1","0",""
"65014","","","91","0","","5146065","","0","",""
"65015","","","102","0","","5146065","","0","0",""
"65016","","","93","0","","5146065","","1","",""
"65017","","","3","wish_idle_joy_lookup","0.2","5146065","","131011","1",""
"65018","","0","21","vo_apg_0501","","5146065","","vo_apg","0",""
"65019","1","1","11","くる～\nくる～","0","5146065","0","131011","10","0"
"65020","","","91","","","5146065","","0","",""
"65021","","","3","talk_normal_surprise","0.2","5146065","","130911","1",""
"65022","","","3","talk_normal_surprise","0.2","5146065","","97","1",""
"65023","","0","21","vo_apg_0502","","5146065","","vo_apg","0",""
"65024","1","1","11","どうしたんですか\nマホちゃんさん？","0","5146065","0","130911","10","0"
"65025","","","91","","","5146065","","0","",""
"65026","","","3","idle_normal_noface","0.2","5146065","","130911","1",""
"65027","","","3","idle_normal_kururu","0.2","5146065","","97","1",""
"65028","","","3","sad_talk_normalR","0.2","5146065","","131011","1",""
"65029","","0","21","vo_apg_0503","","5146065","","vo_apg","0",""
"65030","1","1","11","ん、観覧車かいらしな～って。\nくるくる～って","0","5146065","0","131011","10","0"
"65031","","","91","","","5146065","","0","",""
"65032","1","notice_loop_normal2","3","notice_in_normal2","0.2","5146065","","131011","0","0"
"65033","","0","21","vo_apg_0504","","5146065","","vo_apg","0",""
"65034","1","1","11","せや♪","0","5146065","0","131011","10","0"
"65035","","","91","","","5146065","","0","",""
"65036","","","3","kururu_wish_idle_light","0.2","5146065","","130911","1",""
"65037","","","3","kururu_wish_idle_light","0.2","5146065","","97","1",""
"65038","1","maho_kururinpa_loop","3","maho_kururinpa_in","0","5146065","","131011","0","0"
"65039","1","maho_kururinpa_loopF","3","maho_kururinpa_inF","0","5146065","","99","0","0"
"65040","1","maho_kururinpa_loopB","3","maho_kururinpa_inB","0","5146065","","98","0","0"
"65041","","0","21","vo_apg_0505","","5146065","","vo_apg","0",""
"65042","1","1","11","みらくるまほりんくるりんぱ～♪","0","5146065","0","131011","10","0"
"65043","","","91","","","5146065","","0","",""
"65044","","","3","kururu_wish_talk_joy","0.2","5146065","","130911","1",""
"65045","","0","21","vo_apg_0506","","5146065","","vo_apg","0",""
"65046","1","1","11","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","0","5146065","0","130911","10","0"
"65047","","","91","","","5146065","","0","",""
"65048","1","idle_normal","3","maho_kururinpa_out","0","5146065","","131011","0","0.2"
"65049","1","idle_normal","3","maho_kururinpa_outF","0","5146065","","99","0","0.2"
"65050","1","idle_normal","3","maho_kururinpa_outB","0","5146065","","98","0","0.2"
"65051","0","kururu_kururinpa_loop","3","kururu_sad_talk_surprise_to_kururinpa","0.2","5146065","","130911","0","0"
"65052","0","kururu_kururinpa_loopF","3","kururu_sad_talk_surprise_to_kururinpaF","0.2","5146065","","97","0","0"
"65053","0","kururu_kururinpa_loopB","3","kururu_sad_talk_surprise_to_kururinpaB","0.2","5146065","","96","0","0"
"65054","","0","21","vo_apg_0507","","5146065","","vo_apg","0",""
"65055","1","1","11","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","0","5146065","0","130911","10","0"
"65056","","","91","","","5146065","","0","",""
"65057","1","idle_normal_noface","3","kururu_kururinpa_out","0","5146065","","130911","0","0"
"65058","1","idle_normal_kururu","3","kururu_kururinpa_outF","0","5146065","","97","0","0"
"65059","1","idle_normal","3","kururu_kururinpa_outB","0","5146065","","96","0","0"
"65060","","","3","joy_talk","0.2","5146065","","131011","1",""
"65061","","0","21","vo_apg_0508","","5146065","","vo_apg","0",""
"65062","1","1","11","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","0","5146065","0","131011","10","0"
"65063","","","91","","","5146065","","0","",""
"65064","","","3","idle_normal","0.2","5146065","","131011","1",""
"65065","0","kururu_kururinpa_loop","3","kururu_hello_fast_to_kururinpa","0.2","5146065","","130911","0","0"
"65066","0","kururu_kururinpa_loopF","3","kururu_hello_fast_to_kururinpaF","0.2","5146065","","97","0","0"
"65067","0","kururu_kururinpa_loopB","3","kururu_hello_fast_to_kururinpaB","0.2","5146065","","96","0","0"
"65068","","0","21","vo_apg_0509","","5146065","","vo_apg","0",""
"65069","1","1","11","はーい♪\nみらくるくるるんくるりんぱ～♪","0","5146065","0","130911","10","0"
"65070","","","91","","","5146065","","0","",""
"65071","1","idle_normal_noface","3","kururu_kururinpa_out","0","5146065","","130911","0","0"
"65072","1","idle_normal_kururu","3","kururu_kururinpa_outF","0","5146065","","97","0","0"
"65073","1","idle_normal","3","kururu_kururinpa_outB","0","5146065","","96","0","0"
"65074","1","sad_talk_normalR","3","smile2","0.2","5146065","","131011","0","0.2"
"65075","1","sad_talk_normalR","3","smile2","0.2","5146065","","99","0","0.2"
"65076","1","sad_talk_normalR","3","smile2","0.2","5146065","","98","0","0.2"
"65077","","0","21","vo_apg_0510","","5146065","","vo_apg","0",""
"65078","1","1","11","うふふ♪\nくる多いなぁ♪","0","5146065","0","131011","10","0"
"65079","","","91","","","5146065","","0","",""
"65080","1","maho_kurukuru_loop","3","maho_kurukuru_in","0.2","5146065","","131011","0","0"
"65081","1","maho_kurukuru_loopF","3","maho_kurukuru_inF","0.2","5146065","","99","0","0"
"65082","1","maho_kurukuru_loopB","3","maho_kurukuru_inB","0.2","5146065","","98","0","0"
