a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"3","","1","1007404","","0.2","","117531","mhp_sit_idle","1007404057",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_worry","1007404058",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1008","1007404059","0"
"11","0","5","1007404","0.5","0","0","111011","その節は身内が申し訳ない。\n彼らは都の有識者──ことに理系の者を\n蛇蝎のごとく敵視しているのだ。","1007404060","1"
"91","","","1007404","","","","0","0","1007404061",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_sad2","1007404062",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1009","1007404063","0"
"11","0","4","1007404","0.5","0","0","111011","やれやれ、嘆かわしい老人たちめ。\n学問に貴賤なし──\nぼくらはみな等しく学びの信徒だ、\n文系だ理系だと諍うことの愚かしさよ。","1007404064","1"
"91","","","1007404","","","","0","0","1007404065",""
"3","","1","1007404","","0.2","","111011","mhp_sit_idle_2","1007404066",""
"3","","1","1007404","","0.2","","117531","mhp_sit_talk_worry","1007404067",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1010","1007404068","0"
"11","0","6","1007404","0.5","0","0","117531","そうね、うん、ところでユニちゃん。\nちょっと込み入ったことを聞くけれど、\n里からの仕送りは足りてるのかしら。","1007404069","1"
"91","","","1007404","","","","0","0","1007404070",""
"3","1","0","1007404","","0.2","0.2","117531","mhp_sit_out","1007404071","mhp_idle_normal"
"93","","","1007404","","","","1","","1007404072",""
"3","0","1","1007404","","0.2","","117531","mhp_walk","1007404073",""
"2","0","-220","1007404","","","","117531","-40","1007404074","2"
"2","0","-220","1007404","","","","21","-40","1007404075","2"
"2","0","-220","1007404","","","","22","-40","1007404076","2"
"93","","","1007404","","","","2","0","1007404077",""
"3","1","0","1007404","","0.2","0","117531","mhp_mitsuki_approach_in","1007404078","mhp_mitsuki_approach_loop"
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1011","1007404079","0"
"11","0","6","1007404","0.5","0","0","117531","ランドソルでの独り暮らしは\n何かと入り用でしょう？\n差し出がましいようだけど私、\n丁度いい治験バイトを紹介できるわよ。","1007404080","1"
"91","","","1007404","","","","0","0","1007404081",""
"3","","1","1007404","","0.2","","117531","mhp_mitsuki_ecstatic_idle","1007404082",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_anger","1007404083",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1012","1007404084","0"
"11","0","7","1007404","0.5","0","0","111011","端的に述べたまえ、人体実験だろう。","1007404085","1"
"91","","","1007404","","","","0","0","1007404086",""
"3","","1","1007404","","0.2","","111011","mhp_sit_idle_anger","1007404087",""
"3","","1","1007404","","0.2","","117531","mhp_talk_thinking","1007404088",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1013","1007404089","0"
"11","0","8","1007404","0.5","0","0","117531","敏いわね。","1007404090","1"
"91","","","1007404","","","","0","0","1007404091",""
"3","","1","1007404","","0.2","","117531","mhp_idle_thinking","1007404092",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_sad2","1007404093",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1014","1007404094","0"
"11","0","5","1007404","0.5","0","0","111011","興味深い提案ではあるが──断る。\n御身がその声で持ちかけてきた誘いに、\nこれまで五体満足だった記憶はない。","1007404095","1"
"91","","","1007404","","","","0","0","1007404096",""
"3","","1","1007404","","0.2","","111011","mhp_sit_idle_2","1007404097",""
"3","","1","1007404","","0.2","","117531","mhp_talk_anger2","1007404098",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1015","1007404099","0"
"11","0","5","1007404","0.5","0","0","117531","えぇ～？　つまんなァ～い！\n未知なる体験より身の安全を選ぶなんて\n学びの放棄よ？　賢者の失墜よ？\nあーあ、ユニ博士もその程度か……","1007404100","1"
"93","","","1007404","","","","9","1","1007404101",""
"3","","1","1007404","","0.2","","117531","mhp_talk_thinking","1007404102",""
"91","","","1007404","","","","1007404100","0","1007404103",""
"3","","1","1007404","","0.2","","117531","mhp_idle_thinking","1007404104",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_anger2","1007404105",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1016","1007404106","0"
"11","0","5","1007404","0.5","0","0","111011","むっ……なんだと、この小娘風情が！\n貴様さては理系だな？\n不愉快だ、こんなとこ二度と来るか！\nどけ、理系が伝染る！　ぺっ、ぺっ！","1007404107","1"
"91","","","1007404","","","","0","","1007404108",""
"3","1","0","1007404","","0.2","0.2","117531","mhp_surprise","1007404109","mhp_idle_surprise1"
"3","","0","1007404","","0.2","","111011","mhp_yuni_sit_out_angry","1007404110",""
"93","","","1007404","","","","0.5","","1007404111",""
"12","","1","1007404","","0","0","111011","14","1007404112",""
"93","","","1007404","","","","0.5","","1007404113",""
"91","","","1007404","","","","0","","1007404114",""
"3","","1","1007404","","0.2","","111011","mhp_run_angry","1007404115",""
"4","","","1007404","","","","111011","1","1007404116",""
"2","0","-220","1007404","","","","111011","-1000","1007404117","2.5"
"93","","","1007404","","","","2","0","1007404118",""
"91","","","1007404","","","","0","","1007404119",""
"3","","1","1007404","","0.2","","117531","mhp_talk_sad","1007404120",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1017","1007404121","0"
"11","0","7","1007404","0.5","0","0","117531","あの子……\nどんどん育ての親に似てきたわね……","1007404122","1"
"91","","","1007404","","","","0","","1007404123",""
"22","","","1007404","","","","0","0","1007404124",""
"91","","","1007404","","","","0","","1007404125",""
"1","-240","100","1007405","mhp_idle_normal","1.7","0","1","111011","1007405001","-1000"
"1","-220","100","1007405","mhp_sit_idle","1.7","1","1","117531","1007405002","185"
"1","-200","100","1007405","mhp_sit_idle","1.7","1","1","117631","1007405003","365"
"31","0.85","-240","1007405","","1","","1","1","1007405004","-154"
"5","-220","110","1007405","NoItem","1.7","0","1","11","1007405005","-200"
"5","-220","105","1007405","NoItem","1.7","0","1","12","1007405006","-200"
"5","-220","110","1007405","NoItem","1.7","1","1","21","1007405007","185"
"5","-220","105","1007405","NoItem","1.7","1","1","22","1007405008","185"
"6","0","1","1007405","","0","0","11","1","1007405009","1"
"6","0","1","1007405","","0","0","12","1","1007405010","1"
"6","0","1","1007405","","0","0","21","1","1007405011","1"
"6","0","1","1007405","","0","0","22","1","1007405012","1"
"5","-220","110","1007405","NoItem","1.7","0","1","31","1007405013","-1000"
"91","","","1007405","","","","0","","1007405014",""
"3","","1","1007405","","0.2","","117531","mhp_sit_talk_normal","1007405015",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1101","1007405016","0"
"11","0","8","1007405","0.5","0","0","117531","ユニちゃん、どうぞー","1007405017","0"
"91","","","1007405","","","","0","","1007405018",""
"3","","1","1007405","","0.2","","117531","mhp_sit_idle","1007405019",""
"3","","1","1007405","","0.2","","111011","mhp_walk","1007405020",""
"2","0","-220","1007405","","","","111011","-200","1007405021","4"
"3","","1","1007405","","0.2","","31","NoItem","1007405022",""
"2","0","-220","1007405","","","","31","-200","1007405023","4"
"91","","","1007405","","","","0","","1007405024",""
"3","1","0","1007405","","0.2","0.2","111011","mhp_sit_in_2","1007405025","mhp_sit_idle_2"
"93","","","1007405","","","","1","0","1007405026",""
"3","","1","1007405","","0.2","","111011","mhp_sit_talk_joy2","1007405027",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1102","1007405028","0"
"11","0","5","1007405","0.5","0","0","111011","えへへ、ユニだよ。\nミツキちゃん元気？","1007405029","1"
"91","","","1007405","","","","0","","1007405030",""
"3","","1","1007405","","0.2","","111011","mhp_sit_idle_joy2","1007405031",""
"3","","1","1007405","","0.2","","117531","mhp_sit_talk_normal","1007405032",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1103","1007405033","0"
"11","0","6","1007405","0.5","0","0","117531","あら。\nこないだぷりぷりして帰った件は\n綺麗さっぱりなかったことにするのね。\nオーケイ、了解よ。","1007405034","1"
"91","","","1007405","","","","0","","1007405035",""
"3","","1","1007405","","0.2","","117531","mhp_sit_talk_wish","1007405036",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1104","1007405037","0"
"11","0","7","1007405","0.5","0","0","117531","それで？\nユニちゃんは今日も\n私と雑談をしに来てくれたのかしら？","1007405038","1"
"91","","","1007405","","","","0","","1007405039",""
"3","","1","1007405","","0.2","","117531","mhp_sit_idle","1007405040",""
"3","","1","1007405","","0.2","","111011","mhp_sit_talk_sad","1007405041",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1105","1007405042","0"
"11","0","5","1007405","0.5","0","0","111011","否。\n今日は患者として参ったのだ。\n医薬の道に長じた御身の助けを得たい。","1007405043","1"
"91","","","1007405","","","","0","","1007405044",""
"3","","1","1007405","","0.2","","111011","mhp_sit_idle_sad","1007405045",""
"3","","1","1007405","","0.2","","117531","mhp_sit_talk_thinking","1007405046",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1106","1007405047","0"
"11","0","7","1007405","0.5","0","0","117531","あら、穏やかじゃないわね。\nいいわ、聞きましょう。どうぞ？","1007405048","1"
"91","","","1007405","","","","0","","1007405049",""
"3","","1","1007405","","0.2","","117531","mhp_sit_idle","1007405050",""
"3","","1","1007405","","0.2","","111011","mhp_sit_talk_sad2","1007405051",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1107","1007405052","0"
"11","0","5","1007405","0.5","0","0","111011","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","1007405053","1"
"91","","","1007405","","","","0","","1007405054",""
"3","","0","1007405","","0.2","","111011","mhp_yuni_sleep_in","1007405055",""
"3","1","0","1007405","","0","0","31","mhp_yuni_sleep_in","1007405056","NoItem"
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1108","1007405057","0"
"11","0","6","1007405","0.5","0","0","111011","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","1007405058","1"
"93","","","1007405","","","","8.2","1","1007405059",""
"3","","0","1007405","","0.2","","111011","mhp_yuni_sleep_out","1007405060",""
"3","","0","1007405","","0.2","","31","mhp_yuni_sleep_out","1007405061",""
"91","","","1007405","","","","1007405058","","1007405062",""
"3","","1","1007405","","0.2","","111011","mhp_sit_idle_sad","1007405063",""
"3","","1","1007405","","0.2","","31","NoItem_idle","1007405064",""
"3","","1","1007405","","0.2","","117531","mhp_sit_talk_thinking","1007405065",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1109","1007405066","0"
"11","0","5","1007405","0.5","0","0","117531","あー、そういう……はいはい。","1007405067","1"
"91","","","1007405","","","","0","","1007405068",""
"3","","1","1007405","","0.2","","117531","mhp_sit_idle","1007405069",""
"3","","1","1007405","","0.2","","111011","mhp_sit_talk_sad2","1007405070",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1110","1007405071","0"
"11","0","5","1007405","0.5","0","0","111011","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","1007405072","1"
"91","","","1007405","","","","0","","1007405073",""
"3","","1","1007405","","0.2","","111011","mhp_sit_idle_sad2","1007405074",""
"103","","0","1007405","","","","ハッスルポーション","1007405078","1007405075",""
"103","","0","1007405","","","","グッスリポーション","1007405124","1007405076",""
"103","","0","1007405","","","","ハッタリポーション","1007405166","1007405077",""
"3","1","0","1007405","","0.2","0","117531","mhp_sit_out","1007405078","mhp_idle_normal"
"93","","","1007405","","","","0.6","0","1007405079",""
"3","1","0","1007405","","0.2","0","111011","mhp_sit_out","1007405080","mhp_idle_normal"
"93","","","1007405","","","","0.2","0","1007405081",""
"3","0","1","1007405","","0.2","","111011","mhp_walk","1007405082",""
"2","0","-220","1007405","","","","111011","35","1007405083","1.5"
"2","0","-220","1007405","","","","31","35","1007405084","1.5"
"2","0","-220","1007405","","","","11","35","1007405085","1.5"
"2","0","-220","1007405","","","","12","35","1007405086","1.5"
"93","","","1007405","","","","0.3","0","1007405087",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_in","1007405088","mhp_handover_loop"
"6","1","1","1007405","","0","0","21","1","1007405089","1"
"6","1","1","1007405","","0","0","22","1","1007405090","1"
"3","1","0","1007405","","0.2","0","21","mhp_handover_in","1007405091","mhp_handover_loop"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0001_handover_in","1007405092","mhp_item_EX0001_handover_loop"
"93","","","1007405","","","","1.2","0","1007405093",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_in","1007405094","mhp_handover_receive_loop"
"6","1","1","1007405","","0","0","11","1","1007405095","1"
"6","1","1","1007405","","0","0","12","1","1007405096","1"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_in","1007405097","mhp_receive_yuni_loop"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0001_receive_in","1007405098","mhp_item_EX0001_receive_loop"
"93","","","1007405","","","","0.6","0","1007405099",""
"6","1","1","1007405","","0.4","0","22","1","1007405100","1"
"93","","","1007405","","","","0.4","0","1007405101",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_out","1007405102","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","21","mhp_handover_out","1007405103","NoItem_idle"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0001_handover_out","1007405104","NoItem_idle"
"93","","","1007405","","","","0.4","0","1007405105",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_out","1007405106","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_out","1007405107","NoItem_idle"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0001_receive_out","1007405108","NoItem_idle"
"93","","","1007405","","","","2","","1007405109",""
"3","","1","1007405","","0.2","","111011","mhp_talk_joy2","1007405110",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1111","1007405111","0"
"11","0","8","1007405","0.5","0","0","111011","わ～い、いつものポーションだぁ～！","1007405112","1"
"91","","","1007405","","","","0","","1007405113",""
"3","","1","1007405","","0.2","","111011","mhp_idle_joy2","1007405114",""
"3","","1","1007405","","0.2","","117531","mhp_talk_worry","1007405115",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1112","1007405116","0"
"11","0","6","1007405","0.5","0","0","117531","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","1007405117","1"
"91","","","1007405","","","","0","","1007405118",""
"3","","1","1007405","","0.2","","117531","mhp_talk_wish2","1007405119",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1113","1007405120","0"
"11","0","5","1007405","0.5","0","0","117531","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","1007405121","1"
"91","","","1007405","","","","0","","1007405122",""
"101","","","1007405","","","","1007405213","","1007405123",""
"3","1","0","1007405","","0.2","0","117531","mhp_sit_out","1007405124","mhp_idle_normal"
"93","","","1007405","","","","0.6","0","1007405125",""
"3","1","0","1007405","","0.2","0","111011","mhp_sit_out","1007405126","mhp_idle_normal"
"93","","","1007405","","","","0.2","0","1007405127",""
"3","0","1","1007405","","0.2","","111011","mhp_walk","1007405128",""
"2","0","-220","1007405","","","","111011","35","1007405129","1.5"
"2","0","-220","1007405","","","","31","35","1007405130","1.5"
"2","0","-220","1007405","","","","11","35","1007405131","1.5"
"2","0","-220","1007405","","","","12","35","1007405132","1.5"
"93","","","1007405","","","","0.3","0","1007405133",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_in","1007405134","mhp_handover_loop"
"6","1","1","1007405","","0","0","21","1","1007405135","1"
"6","1","1","1007405","","0","0","22","1","1007405136","1"
"3","1","0","1007405","","0.2","0","21","mhp_handover_in","1007405137","mhp_handover_loop"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0002_handover_in","1007405138","mhp_item_EX0002_handover_loop"
"93","","","1007405","","","","1.2","0","1007405139",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_in","1007405140","mhp_handover_receive_loop"
"6","1","1","1007405","","0","0","11","1","1007405141","1"
"6","1","1","1007405","","0","0","12","1","1007405142","1"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_in","1007405143","mhp_receive_yuni_loop"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0002_receive_in","1007405144","mhp_item_EX0002_receive_loop"
"93","","","1007405","","","","0.6","0","1007405145",""
"6","1","1","1007405","","0.4","0","22","1","1007405146","1"
"93","","","1007405","","","","0.4","0","1007405147",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_out","1007405148","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","21","mhp_handover_out","1007405149","NoItem_idle"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0002_handover_out","1007405150","NoItem_idle"
"93","","","1007405","","","","0.4","0","1007405151",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_out","1007405152","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_out","1007405153","NoItem_idle"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0002_receive_out","1007405154","NoItem_idle"
"93","","","1007405","","","","2","","1007405155",""
"3","","1","1007405","","0.2","","111011","mhp_talk_anger2","1007405156",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1114","1007405157","0"
"11","0","6","1007405","0.5","0","0","111011","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","1007405158","1"
"91","","","1007405","","","","0","","1007405159",""
"3","","1","1007405","","0.2","","111011","mhp_idle_sad","1007405160",""
"3","","1","1007405","","0.2","","117531","mhp_talk_worry","1007405161",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1115","1007405162","0"
"11","0","6","1007405","0.5","0","0","117531","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","1007405163","1"
"91","","","1007405","","","","0","","1007405164",""
"101","","","1007405","","","","1007405213","","1007405165",""
"3","1","0","1007405","","0.2","0","117531","mhp_sit_out","1007405166","mhp_idle_normal"
"93","","","1007405","","","","0.6","0","1007405167",""
"3","1","0","1007405","","0.2","0","111011","mhp_sit_out","1007405168","mhp_idle_normal"
"93","","","1007405","","","","0.2","0","1007405169",""
"3","0","1","1007405","","0.2","","111011","mhp_walk","1007405170",""
"2","0","-220","1007405","","","","111011","35","1007405171","1.5"
"2","0","-220","1007405","","","","31","35","1007405172","1.5"
"2","0","-220","1007405","","","","11","35","1007405173","1.5"
"2","0","-220","1007405","","","","12","35","1007405174","1.5"
"93","","","1007405","","","","0.3","0","1007405175",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_in","1007405176","mhp_handover_loop"
"6","1","1","1007405","","0","0","21","1","1007405177","1"
"6","1","1","1007405","","0","0","22","1","1007405178","1"
"3","1","0","1007405","","0.2","0","21","mhp_handover_in","1007405179","mhp_handover_loop"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0003_handover_in","1007405180","mhp_item_EX0003_handover_loop"
"93","","","1007405","","","","1.2","0","1007405181",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_in","1007405182","mhp_handover_receive_loop"
"6","1","1","1007405","","0","0","11","1","1007405183","1"
"6","1","1","1007405","","0","0","12","1","1007405184","1"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_in","1007405185","mhp_receive_yuni_loop"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0003_receive_in","1007405186","mhp_item_EX0003_receive_loop"
"93","","","1007405","","","","0.6","0","1007405187",""
"6","1","1","1007405","","0.4","0","22","1","1007405188","1"
"93","","","1007405","","","","0.4","0","1007405189",""
"3","1","0","1007405","","0.2","0","117531","mhp_handover_out","1007405190","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","21","mhp_handover_out","1007405191","NoItem_idle"
"3","1","0","1007405","","0.2","0","22","mhp_item_EX0003_handover_out","1007405192","NoItem_idle"
"93","","","1007405","","","","0.4","0","1007405193",""
"3","1","0","1007405","","0.2","0","111011","mhp_handover_receive_out","1007405194","mhp_idle_normal"
"3","1","0","1007405","","0.2","0","11","mhp_receive_yuni_out","1007405195","NoItem_idle"
"3","1","0","1007405","","0.2","0","12","mhp_item_EX0003_receive_out","1007405196","NoItem_idle"
"93","","","1007405","","","","2","0","1007405197",""
"3","","1","1007405","","0.2","","117531","mhp_anna_ahahaStand_loop","1007405198",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1116","1007405199","0"
"11","0","4","1007405","0.5","0","0","117531","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","1007405200","1"
"93","","","1007405","","","","2.5","1","1007405201",""
"3","","1","1007405","","0.2","","117531","mhp_talk_joy1","1007405202",""
"91","","","1007405","","","","1007405200","","1007405203",""
"3","","1","1007405","","0.2","","117531","mhp_idle_joy1","1007405204",""
"3","","1","1007405","","0.2","","111011","mhp_talk_surprise2","1007405205",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1117","1007405206","0"
"11","0","8","1007405","0.5","0","0","111011","まじで！　ミツキングすげえ！","1007405207","1"
"91","","","1007405","","","","0","0","1007405208",""
"3","","1","1007405","","0.2","","111011","mhp_idle_surprise2","1007405209",""
"3","","1","1007405","","0.2","","117531","mhp_idle_thinking","1007405210",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1118","1007405211","0"
"11","0","6","1007405","0.5","0","0","117531","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","1007405212","1"
"91","","","1007405","","","","0","","1007405213",""
"3","","1","1007405","","0.2","","117531","mhp_idle_normal","1007405214",""
"3","","1","1007405","","0.2","","111011","mhp_talk_wish","1007405215",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1119","1007405216","0"
"11","0","6","1007405","0.5","","0","111011","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","1007405217","1"
"91","","","1007405","","","","0","","1007405218",""
"3","","1","1007405","","0.2","","111011","mhp_idle_joy1","1007405219",""
"3","","1","1007405","","0.2","","117531","mhp_talk_sad","1007405220",""
"21","","0","1007405","","","","vo_mhp_1007405","vo_mhp_1120","1007405221","0"
"11","0","6","1007405","0.5","","0","117531","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","1007405222","1"
"91","","","1007405","","","","0","","1007405223",""
"22","","","1007405","","","","0","0","1007405224",""
"3","","1","1007405","","0.2","","117531","mhp_idle_normal","1007405225",""
"3","0","1","1007405","","0.2","","111011","mhp_walk_glad","1007405226",""
"4","","","1007405","","","","111011","1","1007405227",""
"2","0","-220","1007405","","","","111011","-1000","1007405228","5"
"91","","","1007405","","","","0","","1007405229",""
"1","-240","100","1007406","mhp_idle_normal","1.7","0","1","111011","1007406001","-1000"
"1","-220","100","1007406","mhp_sit_idle","1.7","1","1","117531","1007406002","185"
"1","-200","100","1007406","mhp_sit_idle","1.7","1","1","117631","1007406003","365"
"31","0.85","-240","1007406","","1","","1","1","1007406004","-154"
"31","1","0","1007406","","0","","30","130","1007406005","0"
"31","1","0","1007406","","0","","12","112","1007406006","0"
"5","-220","110","1007406","NoItem","1.7","0","1","11","1007406007","-200"
"5","-220","105","1007406","NoItem","1.7","0","1","12","1007406008","-200"
"5","-220","110","1007406","NoItem","1.7","1","1","21","1007406009","185"
"5","-220","105","1007406","NoItem","1.7","1","1","22","1007406010","185"
"6","0","1","1007406","","0","0","11","1","1007406011","1"
"6","0","1","1007406","","0","0","12","1","1007406012","1"
"6","0","1","1007406","","0","0","21","1","1007406013","1"
"6","0","1","1007406","","0","0","22","1","1007406014","1"
"91","","","1007406","","","","0","","1007406015",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_normal","1007406016",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1201","1007406017","0"
"11","0","8","1007406","0.5","0","0","117531","ユニちゃん、どうぞー","1007406018","0"
"91","","","1007406","","","","0","","1007406019",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle","1007406020",""
"3","","1","1007406","","0.2","","111011","mhp_walk","1007406021",""
"2","0","-220","1007406","","","","111011","-200","1007406022","4"
"91","","","1007406","","","","0","","1007406023",""
"3","1","0","1007406","","0.2","0.2","111011","mhp_sit_in_2","1007406024","mhp_sit_idle_2"
"93","","","1007406","","","","1","0","1007406025",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_normal","1007406026",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1202","1007406027","0"
"11","0","7","1007406","0.5","0","0","111011","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","1007406028","1"
"91","","","1007406","","","","0","","1007406029",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_2","1007406030",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_thinking","1007406031",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1203","1007406032","0"
"11","0","7","1007406","0.5","0","0","117531","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","1007406033","1"
"91","","","1007406","","","","0","","1007406034",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_normal","1007406035",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1204","1007406036","0"
"11","0","5","1007406","0.5","0","0","117531","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","1007406037","1"
"91","","","1007406","","","","0","","1007406038",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle","1007406039",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_thinking2","1007406040",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1205","1007406041","0"
"11","0","6","1007406","0.5","0","0","111011","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","1007406042","1"
"91","","","1007406","","","","0","","1007406043",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_2","1007406044",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_normal","1007406045",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1206","1007406046","0"
"11","0","6","1007406","0.5","0","0","117531","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","1007406047","1"
"91","","","1007406","","","","0","","1007406048",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle","1007406049",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_joy1","1007406050",""
