a800b7dfdc25b464ced337efb0435e1444f1ac96f9256d14d5b0424e5dca92e5,720b0ee6ee6640d961be8059d71cf80642dcb8be494f59bfc5ccd207d466c89c,3c43a088934c64236860fade2755700cbcf3254e3ebeaf4da7fd279fd8f5d420,b46c01dafdb7433ba964fdc3b696a86230327e55dfa5c88f8e0ce2fa951e834d,3bd68a4b9047a29cc70e558103d85e9f66a60b4e74f98a9bd30b10df4e25137a,3ca9df59171e668f577119f077aafcd64072669c874bc659c192d73316b35eb2,0fa0dea3381b79792d30977799af0edf5902d4c768c53c5734919e76682da2bf,77bfb6f0661783184da95347cb2a2b9589e813d059cda036c3fbbddadaf86af8,4e0f7a16b4009d48f5be6f61c9d3bf4b1f1560690c979f6d33d84ed96aa6fb77,4a71086678e98313159e382d445bac9466b0ff4c67b7d6a54dcdbaafe6739313,8ad0caf068f702efe3f46eefee007d095a4b0de5ac279b28127fbe8ad4f5e9ec
"2","","","0","","0.2","pkb_talk_yell","3","","1330013","33"
"3","","","","","","","93","","1330014","33"
"2","1","","0","","0.2","pkb_shock","3","pkb_idle_shock","1330015","33"
"1330011","","","","","","","91","","1330016","33"
"2","","","1","","0.2","pkb_idle_normal","3","","1330017","33"
"1","-150","pkb_idle_normal","100","1","1.6","106531","1","170","1340001","34"
"1","-150","pkb_idle_normal","100","0","1.6","113411","1","-20","1340002","34"
"106531","1","","0","0.2","0.2","pkb_talk_arm_crossed","3","pkb_idle_arm_crossed","1340003","34"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_13_301","21","0","1340004","34"
"106531","0","-1","8","0","0","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","11","0","1340005","34"
"3.4","","","","","","","93","","1340006","34"
"106531","","","1","","0.2","pkb_talk_normal","3","","1340007","34"
"1340005","","","","","","","91","","1340008","34"
"106531","","","1","","0.2","pkb_idle_normal","3","","1340009","34"
"113411","","","1","","0.2","pkb_talk_normal","3","","1340010","34"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_13_202","21","0","1340011","34"
"113411","0","1","8","0","0","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","11","0","1340012","34"
"1.2","","","","","","","93","","1340013","34"
"113411","1","","0","0.2","0.2","pkb_surprise","3","pkb_talk_surprise1","1340014","34"
"1","","","","","","","93","","1340015","34"
"113411","","","1","","0.2","pkb_talk_joy3","3","","1340016","34"
"1340012","","","","","","","91","","1340017","34"
"113411","","","1","","0.2","pkb_idle_normal","3","","1340018","34"
"1","-150","pkb_idle_normal","100","0","1.6","113511","1","-20","1350001","35"
"1","-150","pkb_idle_normal","100","1","1.6","102311","1","170","1350002","35"
"113511","","","1","","0.2","pkb_talk_joy3","3","","1350003","35"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_14_101","21","0","1350004","35"
"113511","0","0.5","6","0","0","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","11","0","1350005","35"
"5.2","","","","","","","93","","1350006","35"
"113511","","","1","","0.2","pkb_talk_wish","3","","1350007","35"
"1350005","","","","","","","91","","1350008","35"
"113511","","","1","","0.2","pkb_idle_normal","3","","1350009","35"
"102311","","","1","","0.2","pkb_talk_joy1","3","","1350010","35"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_14_402","21","0","1350011","35"
"102311","0","-1","8","0","0","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","11","0","1350012","35"
"3.2","","","","","","","93","","1350013","35"
"102311","1","","0","","0.2","pkb_talk_doya","3","pkb_idle_doya","1350014","35"
"1350012","","","","","","","91","","1350015","35"
"102311","","","1","","0.2","pkb_idle_normal","3","","1350016","35"
"3","-130","pkb_idle_normal_l","100","1","55","3","5","170","1360001","36"
"1","-130","pkb_idle_normal","100","0","55","1","5","-20","1360002","36"
"3","1","","0","0.2","0.2","pkb_talk_arm_crossed_l","3","pkb_idle_arm_crossed_l","1360003","36"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_15_601","21","0","1360004","36"
"3","0","-0.5","8","0","0","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","11","0","1360005","36"
"1360005","","","","","","","91","","1360006","36"
"3","","","1","","0.2","pkb_idle_normal_l","3","","1360007","36"
"1","1","","0","","0.2","pkb_talk_guts","3","pkb_idle_guts","1360008","36"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_15_702","21","0","1360009","36"
"1","0","0","8","0","0","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","11","0","1360010","36"
"1360010","","","","","","","91","","1360011","36"
"1","","","1","","0.2","pkb_idle_normal","3","","1360012","36"
"1","-130","pkb_idle_normal","100","0","55","1","5","-20","1370001","37"
"3","-130","pkb_idle_normal_l","100","1","55","3","5","170","1370002","37"
"1","1","","0","","0.2","pkb_talk_guts","3","pkb_idle_guts","1370003","37"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_16_701","21","0","1370004","37"
"1","0","-0.5","8","0","0","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","11","0","1370005","37"
"3.2","","","","","","","93","","1370006","37"
"1","1","","0","0.2","0.2","pkb_talk_handsup","3","pkb_idle_normal","1370007","37"
"1370005","","","","","","","91","","1370008","37"
"1","","","1","","0.2","pkb_idle_normal","3","","1370009","37"
"3","1","","0","0.2","0.2","pkb_talk_arm_crossed_l","3","pkb_idle_arm_crossed_l","1370010","37"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_16_602","21","0","1370011","37"
"3","0","1","8","0","0","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","11","0","1370012","37"
"4.8","","","","","","","93","","1370013","37"
"3","1","","0","","0.2","pkb_talk_guts_l","3","pkb_idle_guts_l","1370014","37"
"1370012","","","","","","","91","","1370015","37"
"3","","","1","","0.2","pkb_idle_normal_l","3","","1370016","37"
"1","-150","pkb_idle_normal","100","1","1.6","106531","1","170","1380001","38"
"2","-130","pkb_idle_normal","100","0","55","2","5","-20","1380002","38"
"106531","1","","0","0.2","0.2","pkb_talk_arm_crossed","3","pkb_idle_arm_crossed","1380003","38"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_17_301","21","0","1380004","38"
"106531","0","-0.5","8","0","0","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","11","0","1380005","38"
"3.6","","","","","","","93","","1380006","38"
"106531","1","","0","","0.2","pkb_talk_doya","3","pkb_idle_doya","1380007","38"
"2","","","","","","","93","","1380008","38"
"106531","1","","0","0.2","0.2","pkb_talk_handsup","3","pkb_idle_normal","1380009","38"
"1380005","","","","","","","91","","1380010","38"
"1","","","","","","","93","","1380011","38"
"106531","","","1","","0.2","pkb_idle_normal","3","","1380012","38"
"2","1","","0","","0.2","pkb_shock","3","pkb_idle_shock","1380013","38"
"vo_minigame_1006","","","0","","","vo_minigame_1006_top_talk_17_802","21","0","1380014","38"
"2","0","1","7","0","0","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","11","0","1380015","38"
"1380015","","","","","","","91","","1380016","38"
"2","","","1","","0.2","pkb_idle_normal","3","","1380017","38"
