279bc75982fc8884e3684d141703194774b96f3f48def5bb7a88eb01de4cd723,5911ff91593a4475e4399a0ae0f4a31319d4260a77afc25683cbcc723e4b4266,a2b849ec8b74f2569f8f57b9841d38697964414b8f9484e80477523e6eb89aaf,279cd026763792c986b8d05821d909c60f1cfec61ba018dfc4647772a6cd5332,565cfb5e56d8d6613e755ff25fc86b314e407b0617baa14eaaad5f3d30fb2100,7f97fe69c9f9a10a44b13205799fec73a553830d8f379c8582b1d4d8c4522945,51e0f6b69386118bfcf298b2710ba9776bd1200b6cf60e1e3d7b256fa6db3f48,6c0428e4d992fea0ca3d88f0253aa23581e42cc838f7b81957cbc545cac34855,aeda0680adaa69dede269329a8a13a8dece23df6deb4f9af6e850da89d2ea073,dbdc55f79a40cfe7f30c1f95eb775a0616096c47fb8edf3020a25867224e04d6,47cbaf264f35ceca4dfc600b979a34f2e51eaf746de345d0afbfa4f4551960d1
"talk2ToKohon","","1","72031","0","0","clear_kohon_loop_shy","1","0.2","72","3"
"vo_asb_0726","","vo_asb","72032","","0","0","","","72","21"
"そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","0","1","72033","0","10","1","1","0","72","11"
"","","0","72034","","0","0","","","72","91"
"clear_guts1_in","","1","72035","0","0","clear_guts1_talk","1","0.2","72","3"
"vo_asb_0727","","vo_asb","72036","","0","0","","","72","21"
"でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","0","1","72037","0","10","1","1","0","72","11"
"","","0","72038","","0","0","","","72","91"
"","","72040","72039","","","","","","72","101"
"1","","1","72040","0","1","1","0","0.3","72","6"
"1","","0","72041","0","1","1","0","0.3","72","6"
"-120","","1","72042","","-250","0.3","1","","72","2"
"-100","","0","72043","","0","0.3","1","","72","2"
"0","","0","72044","","","","","","72","22"
"0","","0.4","72045","","","","","","72","93"
"1","riri_idle","1","82001","0","52","30","-250","2.2","82","5"
"1","","1","82002","0","1","1","0","0","82","6"
"0","black","0","82003","0","29","50","0","1","82","5"
"1","","0","82004","0","1","1","0","0","82","6"
"","","0","82005","","","","","","82","91"
"1","","1","82006","0","1","1","1","0.2","82","6"
"1","","0","82007","0","1","1","1","0.2","82","6"
"-20","","1","82008","","-250","0.3","2","","82","2"
"0","","0","82009","","0","0.3","2","","82","2"
"0","","0.6","82010","","","","","","82","93"
"riri_talk","","1","82011","","1","","","0.2","82","3"
"vo_asb_0821","","vo_asb","82012","","0","0","","","82","21"
"その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","0","1","82013","0","10","1","1","0","82","11"
"","","0","82014","","0","0","","","82","91"
"sad_talk_surprise","","1","82015","","1","","","0.2","82","3"
"vo_asb_0822","","vo_asb","82016","","0","0","","","82","21"
"小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","0","1","82017","0","10","1","1","0","82","11"
"","","0","82018","","0","0","","","82","91"
"guts2_talk_Ex1","","1","82019","","1","","","0.2","82","3"
"vo_asb_0823","","vo_asb","82020","","0","0","","","82","21"
"それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","0","1","82021","0","10","1","1","0","82","11"
"","","0","82022","","0","0","","","82","91"
"talk_joy","","1","82023","","1","","","0.2","82","3"
"vo_asb_0824","","vo_asb","82024","","0","0","","","82","21"
"と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","0","1","82025","0","10","1","1","0","82","11"
"","","0","82026","","0","0","","","82","91"
"wish_talk_joyR_riri","","1","82027","","1","","","0.2","82","3"
"vo_asb_0825","","vo_asb","82028","","0","0","","","82","21"
"柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","0","1","82029","0","10","1","1","0","82","11"
"","","0","82030","","0","0","","","82","91"
"surprise_talk_nervous","","1","82031","","1","","","0.2","82","3"
"vo_asb_0826","","vo_asb","82032","","0","0","","","82","21"
"……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","0","1","82033","0","10","1","1","0","82","11"
"","","0","82034","","0","0","","","82","91"
"","","82036","82035","","","","","","82","101"
"1","","1","82036","0","1","1","0","0.3","82","6"
"1","","0","82037","0","1","1","0","0.3","82","6"
"-120","","1","82038","","-250","0.3","1","","82","2"
"-100","","0","82039","","0","0.3","1","","82","2"
"0","","0","82040","","","","","","82","22"
"0","","0.4","82041","","","","","","82","93"
"1","clear_surprise_talk","2","92001","0","52","30","-250","2.2","92","5"
"1","","1","92002","0","1","1","0","0","92","6"
"0","black","0","92003","0","29","50","0","1","92","5"
"1","","0","92004","0","1","1","0","0","92","6"
"","","0","92005","","","","","","92","91"
"1","","1","92006","0","1","1","1","0.2","92","6"
"1","","0","92007","0","1","1","1","0.2","92","6"
"-20","","1","92008","","-250","0.3","2","","92","2"
"0","","0","92009","","0","0.3","2","","92","2"
"0","","0.6","92010","","","","","","92","93"
"vo_asb_0921","","vo_asb","92011","","0","0","","","92","21"
"穴って、不思議ですよね……","0","1","92012","0","10","1","1","0","92","11"
"","","0","92013","","0","0","","","92","91"
"vo_asb_0922","","vo_asb","92014","","0","0","","","92","21"
"暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","0","1","92015","0","10","1","1","0","92","11"
"","","0","92016","","0","0","","","92","91"
"surpriseToKohon","","1","92017","0","0","clear_kohon_loop_normal2","1","0.1","92","3"
"vo_asb_0923","","vo_asb","92018","","0","0","","","92","21"
"そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","0","1","92019","0","10","1","1","0","92","11"
"","","0","92020","","0","0","","","92","91"
"clear_wish_talk_joy_noShy","","1","92021","","1","","","0.2","92","3"
"vo_asb_0924","","vo_asb","92022","","0","0","","","92","21"
"掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","0","1","92023","0","10","1","1","0","92","11"
"","","0","92024","","0","0","","","92","91"
"","","92026","92025","","","","","","92","101"
"1","","1","92026","0","1","1","0","0.3","92","6"
"1","","0","92027","0","1","1","0","0.3","92","6"
"-120","","1","92028","","-250","0.3","1","","92","2"
"-100","","0","92029","","0","0.3","1","","92","2"
"0","","0","92030","","","","","","92","22"
"0","","0.4","92031","","","","","","92","93"
"1","idle_precia","3","102001","0","52","30","-250","2.2","102","5"
"1","","1","102002","0","1","1","0","0","102","6"
"0","black","0","102003","0","29","50","0","1","102","5"
"1","","0","102004","0","1","1","0","0","102","6"
"","","0","102005","","","","","","102","91"
"1","","1","102006","0","1","1","1","0.2","102","6"
"1","","0","102007","0","1","1","1","0.2","102","6"
"-20","","1","102008","","-250","0.3","2","","102","2"
"0","","0","102009","","0","0.3","2","","102","2"
"0","","0.6","102010","","","","","","102","93"
"doya_idle_surprise_precia","","1","102011","","1","","","0.3","102","3"
"vo_asb_1021","","vo_asb","102012","","0","0","","","102","21"
"「へんたいふしんしゃさんは\nあなにおちるべきです」","0","1","102013","0","10","1","1","0","102","11"
"","","0","102014","","0","0","","","102","91"
"talk_precia","","1","102015","","1","","","0.3","102","3"
"vo_asb_1022","","vo_asb","102016","","0","0","","","102","21"
"キョウカ。\nだん。","0","1","102017","0","10","1","1","0","102","11"
"","","0","102018","","0","0","","","102","91"
"think_idle_anger_precia","","1","102019","","1","","","0.3","102","3"
"vo_asb_1023","","vo_asb","102020","","0","0","","","102","21"
"へんたいふしんしゃ。\nとは……？","0","1","102021","0","10","1","1","0","102","11"
"","","0","102022","","0","0","","","102","91"
"thinkToSad_precia","","1","102023","0","0","sad_talk_surprise_precia","1","0.2","102","3"
"vo_asb_1024","","vo_asb","102024","","0","0","","","102","21"
"……まだ、しらないこと。\nたくさん。","0","1","102025","0","10","1","1","0","102","11"
"","","0","102026","","0","0","","","102","91"
"guts2_talk_joy_precia","","1","102027","","1","","","0.3","102","3"
"vo_asb_1025","","vo_asb","102028","","0","0","","","102","21"
"どんどん。\nまなんでく。ぞ。","0","1","102029","0","10","1","1","0","102","11"
"","","0","102030","","0","0","","","102","91"
"","","102032","102031","","","","","","102","101"
"1","","1","102032","0","1","1","0","0.3","102","6"
"1","","0","102033","0","1","1","0","0.3","102","6"
"-120","","1","102034","","-250","0.3","1","","102","2"
"-100","","0","102035","","0","0.3","1","","102","2"
"0","","0","102036","","","","","","102","22"
"0","","0.4","102037","","","","","","102","93"
"1","clear_wish_talk_joy","2","112001","0","52","30","-250","2.2","112","5"
"1","","1","112002","0","1","1","0","0","112","6"
"0","black","0","112003","0","29","50","0","1","112","5"
"1","","0","112004","0","1","1","0","0","112","6"
"","","0","112005","","","","","","112","91"
"1","","1","112006","0","1","1","1","0.2","112","6"
"1","","0","112007","0","1","1","1","0.2","112","6"
"-20","","1","112008","","-250","0.3","2","","112","2"
"0","","0","112009","","0","0.3","2","","112","2"
"0","","0.6","112010","","","","","","112","93"
"vo_asb_1121","","vo_asb","112011","","0","0","","","112","21"
"ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","0","1","112012","0","10","1","1","0","112","11"
"","","0","112013","","0","0","","","112","91"
"clear_memoly_talk","","1","112014","","1","","","0.2","112","3"
"vo_asb_1122","","vo_asb","112015","","0","0","","","112","21"
"嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","0","1","112016","0","10","1","1","0","112","11"
"","","0","112017","","0","0","","","112","91"
"clear_surprise_talk","","1","112018","","1","","","0.3","112","3"
"vo_asb_1123","","vo_asb","112019","","0","0","","","112","21"
"なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","0","1","112020","0","10","1","1","0","112","11"
"","","0","112021","","0","0","","","112","91"
"clear_wish_talk_normal2","","1","112022","","1","","","0.2","112","3"
"vo_asb_1124","","vo_asb","112023","","0","0","","","112","21"
"ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","0","1","112024","0","10","1","1","0","112","11"
"","","0","112025","","","0","","","112","91"
"vo_asb_1125","","vo_asb","112026","","0","0","","","112","21"
"って言ってくれていたので、\nまた遊びに行こうと思います。","0","1","112027","0","10","1","1","0","112","11"
"","","0","112028","","0","0","","","112","91"
"wishToTalk","","1","112029","0","0","clear_talk_joyR","1","0.2","112","3"
"vo_asb_1126","","vo_asb","112030","","0","0","","","112","21"
"ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","0","1","112031","0","10","1","1","0","112","11"
"","","0","112032","","0","0","","","112","91"
"","","112034","112033","","","","","","112","101"
"1","","1","112034","0","1","1","0","0.3","112","6"
"1","","0","112035","0","1","1","0","0.3","112","6"
"-120","","1","112036","","-250","0.3","1","","112","2"
"-100","","0","112037","","0","0.3","1","","112","2"
"0","","0","112038","","","","","","112","22"
"0","","0.4","112039","","","","","","112","93"
"1","notice_loop","3","122001","0","52","30","-250","2.2","122","5"
"1","","1","122002","0","1","1","0","0","122","6"
"0","black","0","122003","0","29","50","0","1","122","5"
"1","","0","122004","0","1","1","0","0","122","6"
"","","0","122005","","","","","","122","91"
"1","","1","122006","0","1","1","1","0.2","122","6"
"1","","0","122007","0","1","1","1","0.2","122","6"
"-20","","1","122008","","-250","0.3","2","","122","2"
"0","","0","122009","","0","0.3","2","","122","2"
"0","","0.6","122010","","","","","","122","93"
"vo_asb_1221","","vo_asb","122011","","0","0","","","122","21"
"ミツキの。\nけはい……","0","1","122012","0","10","1","1","0","122","11"
"","","0","122013","","0","0","","","122","91"
"sad_idle_surprise","","1","122014","","1","","","0.3","122","3"
"vo_asb_1222","","vo_asb","122015","","0","0","","","122","21"
"のっと。\nただもの。","0","1","122016","0","10","1","1","0","122","11"
"","","0","122017","","0","0","","","122","91"
"surprise_idle_anger_precia","","1","122018","","1","","","0.3","122","3"
"vo_asb_1223","","vo_asb","122019","","0","0","","","122","21"
"わるもの？\nせいぎ、の、みかた？","0","1","122020","0","10","1","1","0","122","11"
"","","0","122021","","0","0","","","122","91"
"surpriseToThink_precia","","1","122022","0","0","think_idle_Ex1_precia","1","0.2","122","3"
"vo_asb_1224","","vo_asb","122023","","0","0","","","122","21"
"ふくざつ。","0","1","122024","0","10","1","1","0","122","11"
"","","0","122025","","0","0","","","122","91"
"","","122027","122026","","","","","","122","101"
"1","","1","122027","0","1","1","0","0.3","122","6"
"1","","0","122028","0","1","1","0","0.3","122","6"
"-120","","1","122029","","-250","0.3","1","","122","2"
"-100","","0","122030","","0","0.3","1","","122","2"
"0","","0","122031","","","","","","122","22"
"0","","0.4","122032","","","","","","122","93"
"1","lift_down_normal","3","132001","0","52","30","-250","2.2","132","5"
"1","","1","132002","0","1","1","0","0","132","6"
"0","black","0","132003","0","29","50","0","1","132","5"
"1","","0","132004","0","1","1","0","0","132","6"
"","","0","132005","","","","","","132","91"
"1","","1","132006","0","1","1","1","0.2","132","6"
"1","","0","132007","0","1","1","1","0.2","132","6"
"-20","","1","132008","","-250","0.3","2","","132","2"
"0","","0","132009","","0","0.3","2","","132","2"
"0","","0.6","132010","","","","","","132","93"
"vo_asb_1321","","vo_asb","132011","","0","0","","","132","21"
"ぼうけん、グッズ。\nたくさん。","0","1","132012","0","10","1","1","0","132","11"
"","","0","132013","","0","0","","","132","91"
"lift_down_shy_in","","1","132014","0","0","lift_down_shy","1","0.2","132","3"
"vo_asb_1322","","vo_asb","132015","","0","0","","","132","21"
"もちきれ……ない。","0","1","132016","0","10","1","1","0","132","11"
"","","0","132017","","0","0","","","132","91"
"lift_up_in","","1","132018","0","0","lift_up_loop","1","0.2","132","3"
"vo_asb_1323","","vo_asb","132019","","0","0","","","132","21"
"でも。\nもつ。よ。","0","1","132020","0","10","1","1","0","132","11"
"","","0","132021","","0","0","","","132","91"
"vo_asb_1324","","vo_asb","132022","","0","0","","","132","21"
"これ、が。\nまもりたいもの、の。\nおもさ。","0","1","132023","0","10","1","1","0","132","11"
"","","0","132024","","0","0","","","132","91"
"","","132026","132025","","","","","","132","101"
"1","","1","132026","0","1","1","0","0.3","132","6"
"1","","0","132027","0","1","1","0","0.3","132","6"
"-120","","1","132028","","-250","0.3","1","","132","2"
"-100","","0","132029","","0","0.3","1","","132","2"
"0","","0","132030","","","","","","132","22"
"0","","0.4","132031","","","","","","132","93"
"1","sad_talk_dere","1","142001","0","52","30","-250","2.2","142","5"
"1","","1","142002","0","1","1","0","0","142","6"
"0","black","0","142003","0","29","50","0","1","142","5"
"1","","0","142004","0","1","1","0","0","142","6"
"","","0","142005","","","","","","142","91"
"1","","1","142006","0","1","1","1","0.2","142","6"
"1","","0","142007","0","1","1","1","0.2","142","6"
"-20","","1","142008","","-250","0.3","2","","142","2"
"0","","0","142009","","0","0.3","2","","142","2"
"0","","0.6","142010","","","","","","142","93"
"vo_asb_1421","","vo_asb","142011","","0","0","","","142","21"
"お礼にいただいたお弁当が、\nあまりにもおいしくて……","0","1","142012","0","10","1","1","0","142","11"
"","","0","142013","","0","0","","","142","91"
"sad_talk_joyR","","1","142014","","1","","","0.3","142","3"
"vo_asb_1422","","vo_asb","142015","","0","0","","","142","21"
"わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","0","1","142016","0","10","1","1","0","142","11"
"","","0","142017","","0","0","","","142","91"
"wish_talk_nervous_riri","","1","142018","","1","","","0.3","142","3"
"vo_asb_1423","","vo_asb","142019","","0","0","","","142","21"
"まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","0","1","142020","0","10","1","1","0","142","11"
"","","0","142021","","0","0","","","142","91"
"wish_talk_normal2_riri","","1","142022","","1","","","0.2","142","3"
"vo_asb_1424","","vo_asb","142023","","0","0","","","142","21"
"……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","0","1","142024","0","10","1","1","0","142","11"
"","","0","142025","","0","0","","","142","91"
"guts2_talk_riri","","1","142026","","1","","","0.2","142","3"
"vo_asb_1425","","vo_asb","142027","","0","0","","","142","21"
"いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","0","1","142028","0","10","1","1","0","142","11"
"","","0","142029","","0","0","","","142","91"
"","","142031","142030","","","","","","142","101"
"1","","1","142031","0","1","1","0","0.3","142","6"
"1","","0","142032","0","1","1","0","0.3","142","6"
"-120","","1","142033","","-250","0.3","1","","142","2"
"-100","","0","142034","","0","0.3","1","","142","2"
"0","","0","142035","","","","","","142","22"
"0","","0.4","142036","","","","","","142","93"
