947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"2011007","","3","0.2","","2011","0","","0","wac_paint_04","111"
"2011008","","93","","","2011","","","","0","0"
"2011009","","32","","","2011","","","","1","13"
"2011010","","23","","","2011","","","0","se_10035700_brush","se_10035700"
"2011011","","131","","","2011","","","","","1"
"2012001","","3","0.2","wac_talk_smile_loop","2012","1","","0","wac_talk_smile_in","103711"
"2012002","","3","0.2","","2012","","","1","wac_no_items","111"
"2012003","","2","","0","2012","","","-340","200","103711"
"2012004","","2","","0","2012","","","-340","200","111"
"2012005","","32","","","2012","","","","0","3"
"2012006","","32","","","2012","","","","1","2"
"2012007","","32","","","2012","","","","0","13"
"2012008","","21","","0","2012","","","0","vo_wac_220306_000","vo_wac_220306"
"2012009","0.5","11","0","1","2012","1","0","10","壁に絵を描くなんて\nイタズラしてるみたいで\n楽しかった……なんて、\n私が言っちゃダメか。","103711"
"2012010","","91","","","2012","","","","","0"
"2012011","","21","","0","2012","","","0","vo_wac_220306_001","vo_wac_220306"
"2012012","0.5","11","0","1","2012","1","0","10","でも本当に楽しかったよ。\n公共事業でこういうことをするのも\nいいものだね。\n明るく楽しい街になるといいな。","103711"
"2012013","","91","","","2012","","","","","0"
"2012014","","22","","","2012","","","","0","0"
"2013001","","3","0.2","","2013","","","1","wac_idle_smile","103711"
"2013002","","3","0.2","","2013","","","1","wac_no_items","111"
"2013003","","2","","0","2013","","","-340","200","103711"
"2013004","","2","","0","2013","","","-340","200","111"
"2013005","","32","","","2013","","","","0","3"
"2013006","","32","","","2013","","","","1","2"
"2013007","","32","","","2013","","","","0","13"
"2013008","","91","","","2013","","","","","0"
"2111001","wac_default_11","1","2","-108","2111","-212.75","0","202","100511","1"
"2111002","wac_default_12","5","2","-108","2111","-212.75","0","201","111","1"
"2111003","","31","1","0","2111","1","","0","1","1"
"2111004","","31","0","0","2111","1","","0","2","2"
"2111005","","31","0","0","2111","1","","0","11","11"
"2111006","","3","0.2","","2111","0","","0","wac_paint_11","100511"
"2111007","","3","0.2","","2111","0","","0","wac_paint_12","111"
"2111008","","93","","","2111","","","","0","0.3"
"2111009","","32","","","2111","","","","1","11"
"2111010","","23","","","2111","","","0","se_10035700_roller","se_10035700"
"2111011","","131","","","2111","","","","","1"
"2112001","","3","0.2","wac_talk_smile_loop","2112","1","","0","wac_talk_smile_in","100511"
"2112002","","3","0.2","","2112","","","1","wac_no_items","111"
"2112003","","2","","0","2112","","","-340","200","100511"
"2112004","","2","","0","2112","","","-340","200","111"
"2112005","","32","","","2112","","","","0","1"
"2112006","","32","","","2112","","","","1","2"
"2112007","","32","","","2112","","","","0","11"
"2112008","","21","","0","2112","","","0","vo_wac_220307_000","vo_wac_220307"
"2112009","0.5","11","0","1","2112","1","0","10","じゃんじゃじゃ～ん！\n自分、心を込めて描いたッス！\n最初は不安もあったッスけど、\nそんなのは邪魔なだけッスよね！","100511"
"2112010","","91","","","2112","","","","","0"
"2112011","","21","","0","2112","","","0","vo_wac_220307_001","vo_wac_220307"
"2112012","0.5","11","0","1","2112","1","0","10","一筆入魂で\n正義の心を込める方が大切ッス。\nこれで街の悪い人たちも\n正義に目覚めてくれるといいッスね！","100511"
"2112013","","91","","","2112","","","","","0"
"2112014","","22","","","2112","","","","0","0"
"2113001","","3","0.2","","2113","","","1","wac_idle_smile","100511"
"2113002","","3","0.2","","2113","","","1","wac_no_items","111"
"2113003","","2","","0","2113","","","-340","200","100511"
"2113004","","2","","0","2113","","","-340","200","111"
"2113005","","32","","","2113","","","","0","1"
"2113006","","32","","","2113","","","","1","2"
"2113007","","32","","","2113","","","","0","11"
"2113008","","91","","","2113","","","","","0"
"2211001","wac_default_11","1","2","-108","2211","-212.75","0","202","103211","1"
"2211002","wac_default_13","5","2","-108","2211","-212.75","0","201","111","1"
"2211003","","31","1","0","2211","1","","0","1","1"
"2211004","","31","0","0","2211","1","","0","2","2"
"2211005","","31","0","0","2211","1","","0","11","11"
"2211006","","3","0.2","","2211","0","","0","wac_paint_11","103211"
"2211007","","3","0.2","","2211","0","","0","wac_paint_13","111"
"2211008","","93","","","2211","","","","0","0.3"
"2211009","","32","","","2211","","","","1","11"
"2211010","","23","","","2211","","","0","se_10035700_roller","se_10035700"
"2211011","","131","","","2211","","","","","1"
"2212001","","3","0.2","wac_talk_smile_loop","2212","1","","0","wac_talk_smile_in","103211"
"2212002","","3","0.2","","2212","","","1","wac_no_items","111"
"2212003","","2","","0","2212","","","-340","200","103211"
"2212004","","2","","0","2212","","","-340","200","111"
"2212005","","32","","","2212","","","","0","1"
"2212006","","32","","","2212","","","","1","2"
"2212007","","32","","","2212","","","","0","11"
"2212008","","21","","0","2212","","","0","vo_wac_220308_000","vo_wac_220308"
"2212009","0.5","11","0","1","2212","1","0","10","完成、ですわー！\n私、芸術は普段見る側でしたが\n描くというのも楽しいですわね！","103211"
"2212010","","91","","","2212","","","","","0"
"2212011","","21","","0","2212","","","0","vo_wac_220308_001","vo_wac_220308"
"2212012","0.5","11","0","1","2212","1","0","10","そうですわ！　この絵が完成したら\n【メルクリウス財団】で買い取って……\nいえ、いけませんわね。\nこれはみなさまがたのもの、ですわね。","103211"
"2212013","","91","","","2212","","","","","0"
"2212014","","22","","","2212","","","","0","0"
"2213001","","3","0.2","","2213","","","1","wac_idle_smile","103211"
"2213002","","3","0.2","","2213","","","1","wac_no_items","111"
"2213003","","2","","0","2213","","","-340","200","103211"
"2213004","","2","","0","2213","","","-340","200","111"
"2213005","","32","","","2213","","","","0","1"
"2213006","","32","","","2213","","","","1","2"
"2213007","","32","","","2213","","","","0","11"
"2213008","","91","","","2213","","","","","0"
"2311001","wac_default_11","1","2","-108","2311","-212.75","0","202","104831","1"
"2311002","wac_default_11","5","2","-108","2311","-212.75","0","201","111","1"
"2311003","","31","1","0","2311","1","","0","1","1"
"2311004","","31","0","0","2311","1","","0","2","2"
"2311005","","31","0","0","2311","1","","0","11","11"
"2311006","","3","0.2","","2311","0","","0","wac_paint_11","104831"
"2311007","","3","0.2","","2311","0","","0","wac_paint_11","111"
"2311008","","93","","","2311","","","","0","0.3"
"2311009","","32","","","2311","","","","1","11"
"2311010","","23","","","2311","","","0","se_10035700_roller","se_10035700"
"2311011","","131","","","2311","","","","","1"
"2312001","","3","0.2","wac_talk_doya_loop","2312","1","","0","wac_talk_doya_in","104831"
"2312002","","3","0.2","","2312","","","1","wac_no_items","111"
"2312003","","2","","0","2312","","","-340","200","104831"
"2312004","","2","","0","2312","","","-340","200","111"
"2312005","","32","","","2312","","","","0","1"
"2312006","","32","","","2312","","","","1","2"
"2312007","","32","","","2312","","","","0","11"
"2312008","","21","","0","2312","","","0","vo_wac_220309_000","vo_wac_220309"
"2312009","0.5","11","0","1","2312","1","0","10","ふふっ。\n塗装のアルバイトで培った\n私の技術を存分に\n活かして描いたわよ！","104831"
"2312010","","91","","","2312","","","","","0"
"2312011","","21","","0","2312","","","0","vo_wac_220309_001","vo_wac_220309"
"2312012","0.5","11","0","1","2312","1","0","10","もちろん、効率だけじゃなく\n芸術面も追求してるわ！\nふふっ、美術講師のバイトも\nできちゃうかもしれないわね♪","104831"
"2312013","","91","","","2312","","","","","0"
"2312014","","22","","","2312","","","","0","0"
"2313001","","3","0.2","","2313","","","1","wac_idle_doya","104831"
"2313002","","3","0.2","","2313","","","1","wac_no_items","111"
"2313003","","2","","0","2313","","","-340","200","104831"
"2313004","","2","","0","2313","","","-340","200","111"
"2313005","","32","","","2313","","","","0","1"
"2313006","","32","","","2313","","","","1","2"
"2313007","","32","","","2313","","","","0","11"
"2313008","","91","","","2313","","","","","0"
"2411001","wac_default_01","1","2","-108","2411","-212.75","0","202","103411","1"
"2411002","wac_default_01","5","2","-108","2411","-212.75","0","201","111","1"
"2411003","","31","1","0","2411","1","","0","1","1"
"2411004","","31","0","0","2411","1","","0","2","2"
"2411005","","31","0","0","2411","1","","0","11","11"
"2411006","","3","0.2","","2411","0","","0","wac_paint_01","103411"
"2411007","","3","0.2","","2411","0","","0","wac_paint_01","111"
"2411008","","93","","","2411","","","","0","0"
"2411009","","32","","","2411","","","","1","11"
"2411010","","23","","","2411","","","0","se_10035700_brush","se_10035700"
"2411011","","131","","","2411","","","","","1"
"2412001","","3","0.2","wac_talk_wish_loop","2412","1","","0","wac_talk_wish_in","103411"
"2412002","","3","0.2","","2412","","","1","wac_no_items","111"
"2412003","","2","","0","2412","","","-340","200","103411"
"2412004","","2","","0","2412","","","-340","200","111"
"2412005","","32","","","2412","","","","0","1"
"2412006","","32","","","2412","","","","1","2"
"2412007","","32","","","2412","","","","0","11"
"2412008","","21","","0","2412","","","0","vo_wac_220310_000","vo_wac_220310"
"2412009","0.5","11","0","1","2412","1","0","10","よし、こんなものかしら。\nあんまり自信はないけど\n一生懸命描かせてもらったわ。","103411"
"2412010","","91","","","2412","","","","","0"
"2412011","","21","","0","2412","","","0","vo_wac_220310_001","vo_wac_220310"
"2412012","0.5","11","0","1","2412","1","0","10","この絵を見て\nみんな喜んでくれるかしら。\nふふっ、いい仕事した気分。\n……さて、いい仕事をした後は～♪","103411"
"2412013","","91","","","2412","","","","","0"
"2412014","","22","","","2412","","","","0","0"
"2413001","","3","0.2","","2413","","","1","wac_idle_wish","103411"
"2413002","","3","0.2","","2413","","","1","wac_no_items","111"
"2413003","","2","","0","2413","","","-340","200","103411"
"2413004","","2","","0","2413","","","-340","200","111"
"2413005","","32","","","2413","","","","0","1"
"2413006","","32","","","2413","","","","1","2"
"2413007","","32","","","2413","","","","0","11"
"2413008","","91","","","2413","","","","","0"
"2511001","wac_default_11","1","2","-108","2511","-212.75","0","202","104611","1"
"2511002","wac_default_12","5","2","-108","2511","-212.75","0","201","111","1"
"2511003","","31","1","0","2511","1","","0","1","1"
"2511004","","31","0","0","2511","1","","0","2","2"
"2511005","","31","0","0","2511","1","","0","11","11"
"2511006","","3","0.2","","2511","0","","0","wac_paint_11","104611"
"2511007","","3","0.2","","2511","0","","0","wac_paint_12","111"
"2511008","","93","","","2511","","","","0","0.3"
"2511009","","32","","","2511","","","","1","11"
"2511010","","23","","","2511","","","0","se_10035700_roller","se_10035700"
"2511011","","131","","","2511","","","","","1"
"2512001","","3","0.2","wac_talk_kyapi_loop","2512","1","","0","wac_talk_kyapi_in","104611"
"2512002","","3","0.2","","2512","","","1","wac_no_items","111"
"2512003","","2","","0","2512","","","-340","200","104611"
"2512004","","2","","0","2512","","","-340","200","111"
"2512005","","32","","","2512","","","","0","1"
"2512006","","32","","","2512","","","","1","2"
"2512007","","32","","","2512","","","","0","11"
"2512008","","21","","0","2512","","","0","vo_wac_220311_000","vo_wac_220311"
"2512009","0.5","11","0","1","2512","1","0","10","ふんふんふーん♪\nこれくらい余裕にゃ♪\n猫は絵も上手なのにゃ！","104611"
"2512010","","91","","","2512","","","","","0"
"2512011","","21","","0","2512","","","0","vo_wac_220311_001","vo_wac_220311"
"2512012","0.5","11","0","1","2512","1","0","10","この調子で\nいつかランドソルの壁いっぱいに\nたい焼きの絵を描いてみたいにゃ～♪\n夢が広がるにゃ！","104611"
"2512013","","91","","","2512","","","","","0"
"2512014","","22","","","2512","","","","0","0"
"2513001","","3","0.2","","2513","","","1","wac_idle_kyapi","104611"
"2513002","","3","0.2","","2513","","","1","wac_no_items","111"
"2513003","","2","","0","2513","","","-340","200","104611"
"2513004","","2","","0","2513","","","-340","200","111"
"2513005","","32","","","2513","","","","0","1"
"2513006","","32","","","2513","","","","1","2"
"2513007","","32","","","2513","","","","0","11"
"2513008","","91","","","2513","","","","","0"
"2611001","wac_default_01","1","2","-108","2611","-212.75","0","202","104011","1"
"2611002","wac_default_01","5","2","-108","2611","-212.75","0","201","111","1"
"2611003","","31","1","0","2611","1","","0","1","1"
"2611004","","31","0","0","2611","1","","0","2","2"
"2611005","","31","0","0","2611","1","","0","11","11"
"2611006","","3","0.2","","2611","0","","0","wac_paint_01","104011"
"2611007","","3","0.2","","2611","0","","0","wac_paint_01","111"
"2611008","","93","","","2611","","","","0","0"
"2611009","","32","","","2611","","","","1","11"
"2611010","","23","","","2611","","","0","se_10035700_brush","se_10035700"
"2611011","","131","","","2611","","","","","1"
"2612001","","3","0.2","wac_talk_sad_loop","2612","1","","0","wac_talk_sad_in","104011"
"2612002","","3","0.2","","2612","","","1","wac_no_items","111"
"2612003","","2","","0","2612","","","-340","200","104011"
"2612004","","2","","0","2612","","","-340","200","111"
"2612005","","32","","","2612","","","","0","1"
"2612006","","32","","","2612","","","","1","2"
"2612007","","32","","","2612","","","","0","11"
"2612008","","21","","0","2612","","","0","vo_wac_220312_000","vo_wac_220312"
"2612009","0.5","11","0","1","2612","1","0","10","えへへ、きちんと上手に描けました。\n黙々と作業するのは嫌いじゃないです。\nでも……私なんかの絵で本当に\n喜んでもらえるんですかね？","104011"
"2612010","","91","","","2612","","","","","0"
"2612011","","21","","0","2612","","","0","vo_wac_220312_001","vo_wac_220312"
"2612012","0.5","11","0","1","2612","1","0","10","……はっ！　人の反応を考えたら\n急に不安になってきました！\nで、でもきっと大丈夫……大丈夫……\n大丈夫、ですよね？","104011"
"2612013","","91","","","2612","","","","","0"
"2612014","","22","","","2612","","","","0","0"
"2613001","","3","0.2","","2613","","","1","wac_idle_sad","104011"
"2613002","","3","0.2","","2613","","","1","wac_no_items","111"
"2613003","","2","","0","2613","","","-340","200","104011"
"2613004","","2","","0","2613","","","-340","200","111"
"2613005","","32","","","2613","","","","0","1"
"2613006","","32","","","2613","","","","1","2"
"2613007","","32","","","2613","","","","0","11"
"2613008","","91","","","2613","","","","","0"
"2711001","wac_default_bot_01","1","2","-108","2711","-325","0","202","101211","1"
"2711002","wac_default_08","5","2","-108","2711","-325","0","201","111","1"
"2711003","","31","1","0","2711","1","","0","3","3"
"2711004","","31","0","0","2711","1","","0","2","2"
"2711005","","31","0","0","2711","1","","0","13","13"
"2711006","","3","0.2","","2711","0","","0","wac_paint_bot_01","101211"
"2711007","","3","0.2","","2711","0","","0","wac_paint_08","111"
"2711008","","93","","","2711","","","","0","0"
"2711009","","32","","","2711","","","","1","13"
"2711010","","23","","","2711","","","0","se_10035700_brush","se_10035700"
"2711011","","131","","","2711","","","","","1"
"2712001","","3","0.2","wac_talk_kyapi_loop","2712","1","","0","wac_talk_kyapi_in","101211"
"2712002","","3","0.2","","2712","","","1","wac_no_items","111"
"2712003","","2","","0","2712","","","-340","200","101211"
"2712004","","2","","0","2712","","","-340","200","111"
"2712005","","32","","","2712","","","","0","3"
"2712006","","32","","","2712","","","","1","2"
"2712007","","32","","","2712","","","","0","13"
"2712008","","21","","0","2712","","","0","vo_wac_220313_000","vo_wac_220313"
"2712009","0.5","11","0","1","2712","1","0","10","えぇーいっ！\nそれぇー！\nきらーんっ☆\n大！　完！　成！","101211"
"2712010","","91","","","2712","","","","","0"
"2712011","","21","","0","2712","","","0","vo_wac_220313_001","vo_wac_220313"
"2712012","0.5","11","0","1","2712","1","0","10","よーっし、シオリンに見せて……\nあっ、ちょっと頑張りすぎちゃった……\n眠気が～……\nスヤスヤ……スヤスヤ……","101211"
"2712013","","91","","","2712","","","","","0"
"2712014","","22","","","2712","","","","0","0"
"2713001","","3","0.2","","2713","","","1","wac_idle_sleep","101211"
"2713002","","3","0.2","","2713","","","1","wac_no_items","111"
"2713003","","2","","0","2713","","","-340","200","101211"
"2713004","","2","","0","2713","","","-340","200","111"
"2713005","","32","","","2713","","","","0","3"
"2713006","","32","","","2713","","","","1","2"
"2713007","","32","","","2713","","","","0","13"
"2713008","","91","","","2713","","","","","0"
"2811001","wac_default_bot_01","1","2","-108","2811","-325","0","202","101511","1"
"2811002","wac_default_08","5","2","-108","2811","-325","0","201","111","1"
"2811003","","31","1","0","2811","1","","0","3","3"
"2811004","","31","0","0","2811","1","","0","2","2"
"2811005","","31","0","0","2811","1","","0","13","13"
"2811006","","3","0.2","","2811","0","","0","wac_paint_bot_01","101511"
"2811007","","3","0.2","","2811","0","","0","wac_paint_08","111"
"2811008","","93","","","2811","","","","0","0"
"2811009","","32","","","2811","","","","1","13"
"2811010","","23","","","2811","","","0","se_10035700_brush","se_10035700"
"2811011","","131","","","2811","","","","","1"
"2812001","","3","0.2","wac_talk_wish_loop","2812","1","","0","wac_talk_wish_in","101511"
"2812002","","3","0.2","","2812","","","1","wac_no_items","111"
"2812003","","2","","0","2812","","","-340","200","101511"
"2812004","","2","","0","2812","","","-340","200","111"
"2812005","","32","","","2812","","","","0","3"
"2812006","","32","","","2812","","","","1","2"
"2812007","","32","","","2812","","","","0","13"
"2812008","","21","","0","2812","","","0","vo_wac_220314_000","vo_wac_220314"
"2812009","0.5","11","0","1","2812","1","0","10","は～い、あっという間にできあがり～♪\nあら？　つい子どもたちと遊ぶみたいに\n絵描き歌に乗せて描いちゃったわ。","101511"
"2812010","","91","","","2812","","","","","0"
"2812011","","21","","0","2812","","","0","vo_wac_220314_001","vo_wac_220314"
"2812012","0.5","11","0","1","2812","1","0","10","たくさんの子どもたちにも楽しさが\n伝わってくれたらうれしいわ～\nいつかたくさんの子たちと\n一緒にお絵かきをしてみたいわね♪","101511"
"2812013","","91","","","2812","","","","","0"
"2812014","","22","","","2812","","","","0","0"
"2813001","","3","0.2","","2813","","","1","wac_idle_wish","101511"
"2813002","","3","0.2","","2813","","","1","wac_no_items","111"
"2813003","","2","","0","2813","","","-340","200","101511"
"2813004","","2","","0","2813","","","-340","200","111"
"2813005","","32","","","2813","","","","0","3"
"2813006","","32","","","2813","","","","1","2"
"2813007","","32","","","2813","","","","0","13"
"2813008","","91","","","2813","","","","","0"
"2911001","wac_default_bot_01","1","2","-108","2911","-325","0","202","102811","1"
"2911002","wac_default_08","5","2","-108","2911","-325","0","201","111","1"
"2911003","","31","1","0","2911","1","","0","3","3"
"2911004","","31","0","0","2911","1","","0","2","2"
"2911005","","31","0","0","2911","1","","0","13","13"
"2911006","","3","0.2","","2911","0","","0","wac_paint_bot_01","102811"
"2911007","","3","0.2","","2911","0","","0","wac_paint_08","111"
"2911008","","93","","","2911","","","","0","0"
"2911009","","32","","","2911","","","","1","13"
"2911010","","23","","","2911","","","0","se_10035700_brush","se_10035700"
"2911011","","131","","","2911","","","","","1"
"2912001","","3","0.2","wac_talk_smile_loop","2912","1","","0","wac_talk_smile_in","102811"
"2912002","","3","0.2","","2912","","","1","wac_no_items","111"
"2912003","","2","","0","2912","","","-340","200","102811"
"2912004","","2","","0","2912","","","-340","200","111"
"2912005","","32","","","2912","","","","0","3"
"2912006","","32","","","2912","","","","1","2"
"2912007","","32","","","2912","","","","0","13"
"2912008","","21","","0","2912","","","0","vo_wac_220315_000","vo_wac_220315"
"2912009","0.5","11","0","1","2912","1","0","10","こんなものかしら。\n子どもたちも喜んでたし\nこんなお願いなら大歓迎ね。","102811"
"2912010","","91","","","2912","","","","","0"
"2912011","","21","","0","2912","","","0","vo_wac_220315_001","vo_wac_220315"
"2912012","0.5","11","0","1","2912","1","0","10","いつか成長した時に\nこの絵を見て懐かしむ……\nふふっ、素敵な思い出になるわね。","102811"
"2912013","","91","","","2912","","","","","0"
"2912014","","22","","","2912","","","","0","0"
"2913001","","3","0.2","","2913","","","1","wac_idle_smile","102811"
"2913002","","3","0.2","","2913","","","1","wac_no_items","111"
"2913003","","2","","0","2913","","","-340","200","102811"
"2913004","","2","","0","2913","","","-340","200","111"
"2913005","","32","","","2913","","","","0","3"
"2913006","","32","","","2913","","","","1","2"
"2913007","","32","","","2913","","","","0","13"
"2913008","","91","","","2913","","","","","0"
"3011001","wac_default_01","1","2","-108","3011","-212.75","0","202","102511","1"
"3011002","wac_default_03","5","2","-108","3011","-212.75","0","201","111","1"
"3011003","","31","1","0","3011","1","","0","1","1"
"3011004","","31","0","0","3011","1","","0","2","2"
"3011005","","31","0","0","3011","1","","0","11","11"
"3011006","","3","0.2","","3011","0","","0","wac_paint_01","102511"
"3011007","","3","0.2","","3011","0","","0","wac_paint_03","111"
"3011008","","93","","","3011","","","","0","0"
"3011009","","32","","","3011","","","","1","11"
"3011010","","23","","","3011","","","0","se_10035700_brush","se_10035700"
"3011011","","131","","","3011","","","","","1"
"3012001","","3","0.2","wac_talk_wish_loop","3012","1","","0","wac_talk_wish_in","102511"
"3012002","","3","0.2","","3012","","","1","wac_no_items","111"
"3012003","","2","","0","3012","","","-340","200","102511"
"3012004","","2","","0","3012","","","-340","200","111"
"3012005","","32","","","3012","","","","0","1"
"3012006","","32","","","3012","","","","1","2"
"3012007","","32","","","3012","","","","0","11"
"3012008","","21","","0","3012","","","0","vo_wac_220316_000","vo_wac_220316"
"3012009","0.5","11","0","1","3012","1","0","10","絵の具をこぼしちゃったり\n転んじゃったりも\nしましたけど……\nなんとか出来上がりました～！","102511"
"3012010","","91","","","3012","","","","","0"
"3012011","","21","","0","3012","","","0","vo_wac_220316_001","vo_wac_220316"
"3012012","0.5","11","0","1","3012","1","0","10","お嬢さまが描いた絵を\n台無しにするわけには\nいきませんからね。\nお嬢さま、私、頑張りました……♪","102511"
"3012013","","91","","","3012","","","","","0"
"3012014","","22","","","3012","","","","0","0"
"3013001","","3","0.2","","3013","","","1","wac_idle_wish","102511"
"3013002","","3","0.2","","3013","","","1","wac_no_items","111"
"3013003","","2","","0","3013","","","-340","200","102511"
"3013004","","2","","0","3013","","","-340","200","111"
"3013005","","32","","","3013","","","","0","1"
"3013006","","32","","","3013","","","","1","2"
"3013007","","32","","","3013","","","","0","11"
"3013008","","91","","","3013","","","","","0"
"3111001","wac_default_11","1","2","-108","3111","-212.75","0","202","102311","1"
"3111002","wac_default_12","5","2","-108","3111","-212.75","0","201","111","1"
"3111003","","31","1","0","3111","1","","0","1","1"
"3111004","","31","0","0","3111","1","","0","2","2"
"3111005","","31","0","0","3111","1","","0","11","11"
"3111006","","3","0.2","","3111","0","","0","wac_paint_11","102311"
"3111007","","3","0.2","","3111","0","","0","wac_paint_12","111"
"3111008","","93","","","3111","","","","0","0.3"
"3111009","","32","","","3111","","","","1","11"
"3111010","","23","","","3111","","","0","se_10035700_roller","se_10035700"
"3111011","","131","","","3111","","","","","1"
"3112001","","3","0.2","wac_talk_smile_loop","3112","1","","0","wac_talk_smile_in","102311"
"3112002","","3","0.2","","3112","","","1","wac_no_items","111"
"3112003","","2","","0","3112","","","-340","200","102311"
"3112004","","2","","0","3112","","","-340","200","111"
"3112005","","32","","","3112","","","","0","1"
"3112006","","32","","","3112","","","","1","2"
"3112007","","32","","","3112","","","","0","11"
"3112008","","21","","0","3112","","","0","vo_wac_220317_000","vo_wac_220317"
"3112009","0.5","11","0","1","3112","1","0","10","おっきい絵を描くのは\nちょっと難しかったけど、\nかわいく描けてよかった～","102311"
"3112010","","91","","","3112","","","","","0"
"3112011","","21","","0","3112","","","0","vo_wac_220317_001","vo_wac_220317"
"3112012","0.5","11","0","1","3112","1","0","10","これもアドバイスしてくれた\nお兄ちゃんと勢いよくフルスイング\nしてくれたぷうきちのおかげかな？\nありがとね♪","102311"
"3112013","","91","","","3112","","","","","0"
"3112014","","22","","","3112","","","","0","0"
"3113001","","3","0.2","","3113","","","1","wac_idle_smile","102311"
"3113002","","3","0.2","","3113","","","1","wac_no_items","111"
"3113003","","2","","0","3113","","","-340","200","102311"
"3113004","","2","","0","3113","","","-340","200","111"
"3113005","","32","","","3113","","","","0","1"
"3113006","","32","","","3113","","","","1","2"
"3113007","","32","","","3113","","","","0","11"
"3113008","","91","","","3113","","","","","0"
"3211001","wac_default_01","1","2","-108","3211","-212.75","0","202","102111","1"
"3211002","wac_default_03","5","2","-108","3211","-212.75","0","201","111","1"
"3211003","","31","1","0","3211","1","","0","1","1"
"3211004","","31","0","0","3211","1","","0","2","2"
"3211005","","31","0","0","3211","1","","0","11","11"
"3211006","","3","0.2","","3211","0","","0","wac_paint_01","102111"
"3211007","","3","0.2","","3211","0","","0","wac_paint_03","111"
"3211008","","93","","","3211","","","","0","0"
"3211009","","32","","","3211","","","","1","11"
"3211010","","23","","","3211","","","0","se_10035700_brush","se_10035700"
"3211011","","131","","","3211","","","","","1"
"3212001","","3","0.2","wac_talk_wish_loop","3212","1","","0","wac_talk_wish_in","102111"
"3212002","","3","0.2","","3212","","","1","wac_no_items","111"
"3212003","","2","","0","3212","","","-340","200","102111"
"3212004","","2","","0","3212","","","-340","200","111"
"3212005","","32","","","3212","","","","0","1"
"3212006","","32","","","3212","","","","1","2"
"3212007","","32","","","3212","","","","0","11"
"3212008","","21","","0","3212","","","0","vo_wac_220318_000","vo_wac_220318"
"3212009","0.5","11","0","1","3212","1","0","10","よい、しょっと。\nうん、上手に描けた……と思います。\n大道具さんはいっつもこういうこと\nしてるんだよね。すごいなぁ。","102111"
"3212010","","91","","","3212","","","","","0"
"3212011","","21","","0","3212","","","0","vo_wac_220318_001","vo_wac_220318"
"3212012","0.5","11","0","1","3212","1","0","10","いつも感謝してるけど、\nもっと舞台で活かせるように\nがんばろう。\nお兄ちゃん、楽しみにしててね♪","102111"
"3212013","","91","","","3212","","","","","0"
"3212014","","22","","","3212","","","","0","0"
"3213001","","3","0.2","","3213","","","1","wac_idle_wish","102111"
"3213002","","3","0.2","","3213","","","1","wac_no_items","111"
"3213003","","2","","0","3213","","","-340","200","102111"
"3213004","","2","","0","3213","","","-340","200","111"
"3213005","","32","","","3213","","","","0","1"
"3213006","","32","","","3213","","","","1","2"
"3213007","","32","","","3213","","","","0","11"
"3213008","","91","","","3213","","","","","0"
"3311001","wac_default_01","1","2","-108","3311","-175","0","202","101011","1"
"3311002","wac_default_07","5","2","-108","3311","-175","0","201","111","1"
"3311003","","31","1","0","3311","1","","0","4","4"
"3311004","","31","0","0","3311","1","","0","2","2"
"3311005","","31","0","0","3311","1","","0","12","12"
"3311006","","3","0.2","","3311","0","","0","wac_paint_01","101011"
"3311007","","3","0.2","","3311","0","","0","wac_paint_07","111"
"3311008","","93","","","3311","","","","0","0"
"3311009","","32","","","3311","","","","1","12"
"3311010","","23","","","3311","","","0","se_10035700_brush","se_10035700"
"3311011","","131","","","3311","","","","","1"
"3312001","","3","0.2","wac_talk_smile_loop","3312","1","","0","wac_talk_smile_in","101011"
"3312002","","3","0.2","","3312","","","1","wac_no_items","111"
"3312003","","2","","0","3312","","","-340","200","101011"
"3312004","","2","","0","3312","","","-340","200","111"
"3312005","","32","","","3312","","","","0","4"
"3312006","","32","","","3312","","","","1","2"
"3312007","","32","","","3312","","","","0","12"
"3312008","","21","","0","3312","","","0","vo_wac_220319_000","vo_wac_220319"
"3312009","0.5","11","0","1","3312","1","0","10","みらくる～\nまほりん～\nくるりんぱ～っと♪\nよし、いい絵ができましたなぁ～♪","101011"
"3312010","","91","","","3312","","","","","0"
"3312011","","21","","0","3312","","","0","vo_wac_220319_001","vo_wac_220319"
