a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","1000","","3","-250","901","","4.52488687782805","2","19010046"
"","","1000","","2","-250","901","","4.52488687782805","2","19010047"
"","","1000","","126811","-250","901","","4.52488687782805","33","19010048"
"","","","","0","","901","","","91","19010049"
"1.75","-180","1","0","21","22","902","02_neneka_floatRing","-780","5","19020001"
"1.6625","-125","2","0","21","12","902","02_neneka_floatRing","-780","5","19020002"
"1.8375","-250","3","0","21","32","902","02_neneka_floatRing","-780","5","19020003"
"1.75","-180","4","0","21","22","902","02_neneka_floatRing","-780","5","19020004"
"1.6625","-125","5","0","21","12","902","02_neneka_floatRing","-780","5","19020005"
"1.8375","-250","6","0","21","32","902","02_neneka_floatRing","-780","5","19020006"
"1","1","1","","102","-780","902","","-180","31","19020007"
"1","1","2","","102","-780","902","","-125","31","19020008"
"1","1","3","","102","-780","902","","-250","31","19020009"
"1","1","4","","102","-780","902","","-180","31","19020010"
"1","1","5","","102","-780","902","","-125","31","19020011"
"1","1","6","","102","-780","902","","-250","31","19020012"
"","","se_fpc_water_random","","se_10053800","1","902","","","23","19020013"
"","","","","19020012","","902","","","91","19020014"
"","12","0","","1","-180","902","","4.58823529411765","2","19020015"
"","12","0","","1","-180","902","","4.58823529411765","33","19020016"
"","","","","19020015","","902","","","91","19020017"
"","","vo_fpc_20200","","vo_fpc","","902","","0","21","19020018"
"0","0","ふむ…","0","1","10","902","0.5","1","11","19020019"
"","","","","0","","902","","","91","19020020"
"","","0","","0.5","","902","","","93","19020021"
"","12","150","","1","-180","902","","3.70588235294118","2","19020022"
"","12","150","","1","-180","902","","3.70588235294118","33","19020023"
"0.1","","02_neneka_floatRing","","2","1","902","","","3","19020024"
"","12","-150","","2","-125","902","","3.70588235294118","2","19020025"
"","12","-150","","2","-125","902","","3.70588235294118","33","19020026"
"","","","","19020025","","902","","","91","19020027"
"","","vo_fpc_20201","","vo_fpc","","902","","0","21","19020028"
"0","0","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0","2","10","902","0.5","1","11","19020029"
"","","","","0","","902","","","91","19020030"
"","","0","","0.5","","902","","","93","19020031"
"","12","250","","1","-180","902","","3.11764705882353","2","19020032"
"","12","250","","1","-180","902","","3.11764705882353","33","19020033"
"","12","0","","2","-125","902","","3.11764705882353","2","19020034"
"","12","0","","2","-125","902","","3.11764705882353","33","19020035"
"0.1","","02_neneka_floatRing","","3","1","902","","","3","19020036"
"","12","-250","","3","-250","902","","3.11764705882353","2","19020037"
"","12","-250","","3","-250","902","","3.11764705882353","33","19020038"
"","","","","19020037","","902","","","91","19020039"
"","","vo_fpc_20202","","vo_fpc","","902","","0","21","19020040"
"0","0","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0","3","10","902","0.5","1","11","19020041"
"","","1","","4.5","","902","","","93","19020042"
"","","0","","0.9","","902","","","93","19020043"
"","","","","19020041","","902","","","91","19020044"
"0.1","","02_neneka_floatRing","","4","1","902","","","3","19020045"
"","","850","","4","-180","902","","7.37556561085973","2","19020046"
"","","850","","4","-180","902","","7.37556561085973","33","19020047"
"","","0","","0.2","","902","","","93","19020048"
"0.1","","02_neneka_floatRing","","5","1","902","","","3","19020049"
"","12","850","","1","-180","902","","2.71493212669683","2","19020050"
"","12","850","","1","-180","902","","2.71493212669683","33","19020051"
"","","0","","0.2","","902","","","93","19020052"
"","12","850","","2","-125","902","","3.84615384615385","2","19020053"
"","12","850","","2","-125","902","","3.84615384615385","33","19020054"
"","","0","","0.1","","902","","","93","19020055"
"","12","850","","3","-250","902","","4.97737556561086","2","19020056"
"","12","850","","3","-250","902","","4.97737556561086","33","19020057"
"","","0","","1.5","","902","","","93","19020058"
"","","850","","5","-125","902","","6.26923076923077","2","19020059"
"","","850","","5","-125","902","","6.26923076923077","33","19020060"
"","","0","","1","","902","","","93","19020061"
"0.1","","02_neneka_floatRing","","6","1","902","","","3","19020062"
"","","850","","6","-250","902","","6.63800904977376","2","19020063"
"","","850","","6","-250","902","","6.63800904977376","33","19020064"
"","","","","0","","902","","","91","19020065"
"","","0","","1","","902","","","93","19020066"
"","","","","0","","902","","","91","19020067"
"1.4875","-15","113211","0","1","12","903","03_cmn_walk_styk_N2","-750","1","19030001"
"1.4875","-15","113311","0","1","12","903","03_cmn_run_def_N","750","1","19030002"
"","","se_fpc_water_random","","se_10053800","1","903","","","23","19030003"
"","","0","","19030002","","903","","","91","19030004"
"","","-150","","113211","-15","903","","3.52941176470588","2","19030005"
"","","0","","1.5","","903","","","93","19030006"
"","","150","","113311","-15","903","","2.71493212669683","2","19030007"
"","","","","19030005","","903","","","91","19030008"
"0.1","","03_cmn_idol_def_N","","113211","1","903","","","3","19030009"
"","","","","19030007","","903","","","91","19030010"
"0.3","","03_nanaka_gufufu","","113311","1","903","","","3","19030011"
"","","0","","0.3","","903","","","93","19030012"
"","","vo_fpc_20300","","vo_fpc","","903","","0","21","19030013"
"0","0","ぐっふっふ、\nさすがアンナたそ♪","0","113311","10","903","0.5","1","11","19030014"
"","","","","0","","903","","","91","19030015"
"","","0","","0.5","","903","","","93","19030016"
"","","vo_fpc_20301","","vo_fpc","","903","","0","21","19030017"
"0","0","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0","113311","10","903","0.5","1","11","19030018"
"","","","","0","","903","","","91","19030019"
"","","0","","0.5","","903","","","93","19030020"
"0.1","","03_anna_shy","","113211","1","903","","","3","19030021"
"","","vo_fpc_20302","","vo_fpc","","903","","0","21","19030022"
"0","0","なっ、これは他に持ってないから\n仕方なくだなあ…","0","113211","10","903","0.5","1","11","19030023"
"","","","","0","","903","","","91","19030024"
"","","0","","0.5","","903","","","93","19030025"
"","","vo_fpc_20303","","vo_fpc","","903","","0","21","19030026"
"0","0","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0","113311","10","903","0.5","1","11","19030027"
"","","","","0","","903","","","91","19030028"
"","","0","","0.5","","903","","","93","19030029"
"","","vo_fpc_20304","","vo_fpc","","903","","0","21","19030030"
"0","0","それともぉ…\nこっちの水着と交換してみる？","0","113311","10","903","0.5","1","11","19030031"
"","","","","0","","903","","","91","19030032"
"","","0","","0.5","","903","","","93","19030033"
"0.1","1","03_anna_pui_in","","113211","0","903","","03_anna_pui_loop","3","19030034"
"","","vo_fpc_20305","","vo_fpc","","903","","0","21","19030035"
"0","0","それはそれで恥ずかしいじゃないか！","0","113211","10","903","0.5","1","11","19030036"
"","","","","0","","903","","","91","19030037"
"","","0","","0.5","","903","","","93","19030038"
"","","vo_fpc_20306","","vo_fpc","","903","","0","21","19030039"
"0","0","わ、我には友が選んでくれた\nこのスク水で十分だ！","0","113211","10","903","0.5","1","11","19030040"
"","","","","0","","903","","","91","19030041"
"","","0","","0.5","","903","","","93","19030042"
"0.1","","1","","113311","1","903","","","4","19030043"
"0.1","","1","","113211","1","903","","","4","19030044"
"0.1","","03_cmn_run_def_N","","113311","1","903","","","3","19030045"
"0.1","","03_cmn_walk_styk_N2","","113211","1","903","","","3","19030046"
"","","750","","113311","-15","903","","2.71493212669683","2","19030047"
"","","-750","","113211","-15","903","","3.52941176470588","2","19030048"
"","","","","0","","903","","","91","19030049"
"1.75","-180","122811","0","1","22","904","04_misogi_flutterKick_loop","-910","1","19040001"
"1.75","-125","122911","0","1","12","904","04_mimi_flutterKick_loop","-910","1","19040002"
"1.75","-180","122711","0","1","22","904","04_kyouka_flutterKick_loop","-910","1","19040003"
"1.75","-180","129311","0","1","23","904","04_yuni_flutterKick_loop","-910","1","19040004"
"1.75","-180","1","0","1","22","904","cmn_swm_flutterKick_floatBoad","-910","5","19040005"
"1.75","-180","3","0","3","24","904","empty","-50","5","19040006"
"1","1","1","","1","-910","904","","-180","31","19040007"
"0","1","11","","4","-910","904","","-180","31","19040008"
"1","1","2","","7","-910","904","","-125","31","19040009"
"0","1","21","","4","-910","904","","-125","31","19040010"
"1","1","3","","1","-910","904","","-180","31","19040011"
"0","1","31","","4","-910","904","","-180","31","19040012"
"1","1","4","","1","-910","904","","-180","31","19040013"
"0","1","41","","4","-50","904","","-180","31","19040014"
"0","1","1006","","1006","-180","904","","0","31","19040015"
"","","se_fpc_water_random","","se_10053800","1","904","","","23","19040016"
"","","0","","19040015","","904","","","91","19040017"
"","12","375","","122811","-180","904","","5.81447963800905","2","19040018"
"","12","375","","1","-180","904","","5.81447963800905","33","19040019"
"","12","375","","11","-180","904","","5.81447963800905","33","19040020"
"","","","","","","904","","","91","19040021"
"","","0","","1","","904","","","32","19040022"
"","","1","","11","","904","","","32","19040023"
"0.1","1","04_misogi_float_in","0.1","122811","0","904","","04_misogi_float_loop","3","19040024"
"","","0","","0.9","","904","","","93","19040025"
"","","vo_fpc_20400","","vo_fpc","","904","","0","21","19040026"
"0","0","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0","122811","10","904","0.5","1","11","19040027"
"","","","","0","","904","","","91","19040028"
"","","0","","0.5","","904","","","93","19040029"
"","12","100","","122911","-125","904","","5.94117647058824","2","19040030"
"","12","100","","2","-125","904","","5.94117647058824","33","19040031"
"","12","100","","21","-125","904","","5.94117647058824","33","19040032"
"","","0","","2","","904","","","93","19040033"
"","","vo_fpc_20401","","vo_fpc","","904","","0","21","19040034"
"0","0","逃げろ逃げろ～！","0","122911","10","904","0.5","1","11","19040035"
"","","","","19040032","","904","","","91","19040036"
"","","0","","2","","904","","","32","19040037"
"","","1","","21","","904","","","32","19040038"
"0.1","1","04_mimi_float_in","0.1","122911","0","904","","04_mimi_float_loop","3","19040039"
"","12","-175","","122711","-180","904","","5.40441176470588","2","19040040"
"","12","-175","","3","-180","904","","5.40441176470588","33","19040041"
"","12","-175","","31","-180","904","","5.40441176470588","33","19040042"
"","","0","","2","","904","","","93","19040043"
"","","vo_fpc_20402","","vo_fpc","","904","","0","21","19040044"
"0","0","も～！　二人とも待ってよ～！","0","122711","10","904","0","1","11","19040045"
"","","","","19040042","","904","","","91","19040046"
"","","0","","3","","904","","","32","19040047"
"","","1","","31","","904","","","32","19040048"
"0.1","1","04_kyouka_float_in","0.1","122711","0","904","","04_kyouka_float_loop","3","19040049"
"","","0","","1.2","","904","","","93","19040050"
"","","1","","1006","","904","","","32","19040051"
"","","0","","0.8","","904","","","93","19040052"
"","","1","","1","","904","","","32","19040053"
"","","0","","11","","904","","","32","19040054"
"","","1","","2","","904","","","32","19040055"
"","","0","","21","","904","","","32","19040056"
"","","1","","3","","904","","","32","19040057"
"","","0","","31","","904","","","32","19040058"
"0.1","1","04_misogi_flutterKick_in","0.1","122811","0","904","","04_misogi_flutterKick_loop","3","19040059"
"","","1000","","122811","-180","904","","2.82805429864253","2","19040060"
"","","1000","","1","-180","904","","2.82805429864253","33","19040061"
"","","0","","0.1","","904","","","93","19040062"
"0.1","1","04_mimi_flutterKick_in","0.1","122911","0","904","","04_mimi_flutterKick_loop","3","19040063"
"","","1000","","122911","-125","904","","4.07239819004525","2","19040064"
"","","1000","","2","-125","904","","4.07239819004525","33","19040065"
"","","0","","0.1","","904","","","93","19040066"
"0.1","1","04_kyouka_flutterKick_in","0.1","122711","0","904","","04_kyouka_flutterKick_loop","3","19040067"
"","","1000","","122711","-180","904","","5.31674208144796","2","19040068"
"","","1000","","3","-180","904","","5.31674208144796","33","19040069"
"","","0","","0.1","","904","","","93","19040070"
"","","-50","","129311","-180","904","","5.05882352941176","2","19040071"
"","","-50","","4","-180","904","","5.05882352941176","33","19040072"
"","","-50","","1","-180","904","","5.05882352941176","2","19040073"
"","","0","","2","","904","","","93","19040074"
"","","vo_fpc_20403","","vo_fpc","","904","","0","21","19040075"
"0","0","わーい♪","0","129311","10","904","0.5","1","11","19040076"
"","","0","","2.75882352941176","","904","","","93","19040077"
"0.1","1","04_yuni_flutterKick_pause_in","0.1","3","0","904","","04_yuni_flutterKick_pause_loop","3","19040078"
"0.1","1","04_yuni_flutterKick_pause_in","0.1","129311","0","904","","04_yuni_flutterKick_pause_loop","3","19040079"
"0.1","1","04_yuni_flutterKick_pause_in","0.1","1","0","904","","04_yuni_flutterKick_pause_loop","3","19040080"
"","","0","","0.3","","904","","","93","19040081"
"","","vo_fpc_20404","","vo_fpc","","904","","0","21","19040082"
"","","0","","4","","904","","","32","19040083"
"","","1","","41","","904","","","32","19040084"
"","","0","","5","","904","","","93","19040085"
"0.1","","empty","","3","0","904","","","3","19040086"
"0.2","1","04_yuni_flutterKick_in","0.1","129311","0","904","","04_yuni_flutterKick_loop","3","19040087"
"0.2","1","04_yuni_flutterKick_in","0.1","1","0","904","","cmn_swm_flutterKick_floatBoad","3","19040088"
"","","1","","4","","904","","","32","19040089"
"","","0","","41","","904","","","32","19040090"
"","","1000","","129311","-180","904","","6.17647058823529","2","19040091"
"","","1000","","1","-180","904","","6.17647058823529","2","19040092"
"","","1000","","4","-180","904","","6.17647058823529","33","19040093"
"","","0","","0.3","","904","","","93","19040094"
"","","vo_fpc_20405","","vo_fpc","","904","","0","21","19040095"
"0","0","わーいわーい♪","0","129311","10","904","0.5","1","11","19040096"
"","","","","19040091","","904","","","91","19040097"
"1.75","-125","117111","0","1","12","905","cmn_swm_flutterKick","-910","1","19050001"
"1.75","-180","117011","0","1","22","905","cmn_swm_flutterKick","-910","1","19050002"
"1.4875","-15","107611","0","1","12","905","cmn_walk_r","750","1","19050003"
"1","1","1","","7","-910","905","","-125","31","19050004"
"0","1","11","","4","-910","905","","-125","31","19050005"
"1","1","2","","1","-910","905","","-180","31","19050006"
"0","1","21","","4","-910","905","","-180","31","19050007"
"","","se_fpc_water_random","","se_10053800","1","905","","","23","19050008"
"","","0","","19050007","","905","","","91","19050009"
"","12","0","","117111","-125","905","","5.35294117647059","2","19050010"
"","12","0","","1","-125","905","","5.35294117647059","33","19050011"
"","12","0","","11","-125","905","","5.35294117647059","33","19050012"
"","","","","","","905","","","91","19050013"
"","","0","","1","","905","","","32","19050014"
"","","1","","11","","905","","","32","19050015"
"0.1","1","05_shizuru_search_in","0.1","117111","0","905","","05_shizuru_search_loop","3","19050016"
"","","0","","1","","905","","","93","19050017"
"","","vo_fpc_20500","","vo_fpc","","905","","0","21","19050018"
"0","0","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0","117111","10","905","0.5","1","11","19050019"
"","","1","","1.81764705882353","","905","","","93","19050020"
"","12","-250","","117011","-180","905","","3.88235294117647","2","19050021"
"","12","-250","","2","-180","905","","3.88235294117647","33","19050022"
"","12","-250","","21","-180","905","","3.88235294117647","33","19050023"
"","","0","","2.38235294117647","","905","","","93","19050024"
"","","0","","1.5","","905","","","93","19050025"
"","","","","19050019","","905","","","91","19050026"
"","","","","19050021","","905","","","91","19050027"
"0.1","1","05_eriko_talk_in","0.1","117011","0","905","","05_eriko_talk_loop","3","19050028"
"","","0","","2","","905","","","32","19050029"
"","","1","","21","","905","","","32","19050030"
"","","vo_fpc_20501","","vo_fpc","","905","","0","21","19050031"
"0","0","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0","117011","10","905","0.5","1","11","19050032"
"","","1","","2.15294117647059","","905","","","93","19050033"
"","0","300","","107611","-15","905","","2.64705882352941","2","19050034"
"","","0","","1.14705882352941","","905","","","93","19050035"
"","","0","","1.5","","905","","","93","19050036"
"","","","","19050032","","905","","","91","19050037"
"","","","","19050034","","905","","","91","19050038"
"0.2","","05_kokkoro_talk","","107611","1","905","","","3","19050039"
"","","vo_fpc_20502","","vo_fpc","","905","","0","21","19050040"
"0","0","シズルさまにエリコさま、\nどうかされたのですか？","0","107611","10","905","0.5","1","11","19050041"
"","","","","0","","905","","","91","19050042"
"","","0","","0.5","","905","","","93","19050043"
"0.1","1","05_shizuru_greet_in","0.1","117111","0","905","","05_shizuru_greet_loop","3","19050044"
"","","vo_fpc_20503","","vo_fpc","","905","","0","21","19050045"
"0","0","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0","117111","10","905","0.5","1","11","19050046"
"","","","","0","","905","","","91","19050047"
"","","0","","0.5","","905","","","93","19050048"
"0.1","1","05_eriko_pressure_in","0.1","117011","0","905","","05_eriko_pressure_loop","3","19050049"
"","","vo_fpc_20504","","vo_fpc","","905","","0","21","19050050"
"0","0","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0","117011","10","905","0.5","1","11","19050051"
"","","","","0","","905","","","91","19050052"
"","","0","","0.5","","905","","","93","19050053"
"0.3","","05_kokkoro_talk2","","107611","1","905","","","3","19050054"
"","","vo_fpc_20505","","vo_fpc","","905","","0","21","19050055"
"0","0","隠し立てなど、そんな。","0","107611","10","905","0.5","1","11","19050056"
"","","","","0","","905","","","91","19050057"
"","","0","","0.5","","905","","","93","19050058"
"0.1","1","05_kokkoro_point_in","0.1","107611","0","905","","05_kokkoro_point_loop","3","19050059"
"","","vo_fpc_20506","","vo_fpc","","905","","0","21","19050060"
"0","0","主さまは先ほどあちらの方に\n流れていかれましたが…","0","107611","10","905","0.5","1","11","19050061"
"","","","","0","","905","","","91","19050062"
"","","0","","0.5","","905","","","93","19050063"
"0.1","1","05_shizuru_smile_in","0.1","117111","0","905","","05_shizuru_smile_loop","3","19050064"
"","","vo_fpc_20507","","vo_fpc","","905","","0","21","19050065"
"0","0","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0","117111","10","905","0.5","1","11","19050066"
"","","","","0","","905","","","91","19050067"
"","","0","","0.5","","905","","","93","19050068"
"0.1","1","05_eriko_sad_in","0.1","117011","0","905","","05_eriko_sad_loop","3","19050069"
"","","vo_fpc_20508","","vo_fpc","","905","","0","21","19050070"
"0","0","ああ、なんということ…\n私が今お助けに向かいます！","0","117011","10","905","0.5","1","11","19050071"
"","","","","0","","905","","","91","19050072"
"","","0","","0.5","","905","","","93","19050073"
"0.1","1","05_shizuru_flutterKick_in","0.1","117111","0","905","","05_shizuru_flutterKick_loop","3","19050074"
"","","1000","","117111","-125","905","","2.66169816342827","2","19050075"
"","","1000","","1","-125","905","","2.66169816342827","33","19050076"
"","","1","","1","","905","","","32","19050077"
"","","0","","11","","905","","","32","19050078"
"","","0","","0.1","","905","","","93","19050079"
"0.1","1","05_eriko_flutterKick_in","0.1","117011","0","905","","05_eriko_flutterKick_loop","3","19050080"
"","","1000","","117011","-180","905","","3.14228255404726","2","19050081"
"","","1000","","2","-180","905","","3.14228255404726","33","19050082"
"","","1","","2","","905","","","32","19050083"
"","","0","","21","","905","","","32","19050084"
"","","","","19050081","","905","","","91","19050085"
"0.1","1","05_kokkoro_talk3_in","0.1","107611","0","905","","05_kokkoro_talk3_loop","3","19050086"
"","","vo_fpc_20509","","vo_fpc","","905","","0","21","19050087"
"0","0","行ってしまわれました…","0","107611","10","905","0.5","1","11","19050088"
"","","","","0","","905","","","91","19050089"
"","","0","","0.5","","905","","","93","19050090"
"","","vo_fpc_20510","","vo_fpc","","905","","0","21","19050091"
"0","0","あのお二人が揃われると\n何が起こるか心配ですね…","0","107611","10","905","0.5","1","11","19050092"
"","","","","0","","905","","","91","19050093"
"","","0","","0.5","","905","","","93","19050094"
"","","vo_fpc_20511","","vo_fpc","","905","","0","21","19050095"
"0","0","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0","107611","10","905","0.5","1","11","19050096"
"","","","","0","","905","","","91","19050097"
"","","0","","0.5","","905","","","93","19050098"
"","0","850","","107611","-15","905","","1.65912518853695","2","19050099"
"0.2","","05_kokkoro_run","","107611","1","905","","","3","19050100"
"","","vo_fpc_20512","","vo_fpc","","905","","0","21","19050101"
"0","0","主さまー！","0","107611","10","905","0.5","1","11","19050102"
"","","","","0","","905","","","91","19050103"
"","","0","","0.5","","905","","","93","19050104"
"","","","","19050099","","905","","","91","19050105"
"1.75","-180","126911","0","1","22","906","cmn_float","-850","1","19060001"
"1.75","-125","117311","0","1","12","906","cmn_float","-850","1","19060002"
"1","1","11","","6","-850","906","","-180","31","19060003"
"0","1","10071","","1007","-850","906","","-180","31","19060004"
"1","1","21","","6","-850","906","","-125","31","19060005"
"0","1","10072","","1007","-850","906","","-125","31","19060006"
"0","1","10081","","1008","-850","906","","-125","31","19060007"
"","","se_fpc_water_random","","se_10053800","1","906","","","23","19060008"
"","","0","","19060007","","906","","","91","19060009"
"","12","0","","126911","-180","906","","6.25","2","19060010"
"","12","0","","11","-180","906","","6.25","33","19060011"
"","12","0","","10071","-180","906","","6.25","33","19060012"
"","","0","","3","","906","","","93","19060013"
"","","vo_fpc_20600","","vo_fpc","","906","","0","21","19060014"
"0.2","","06_cmn_float_sing","","126911","1","906","","","3","19060015"
"","","1","","10071","","906","","","32","19060016"
"","","","","19060010","","906","","","91","19060017"
"0.2","","cmn_float","","126911","1","906","","","3","19060018"
"","","vo_fpc_20601","","vo_fpc","","906","","0","21","19060019"
"0","0","たまには、こういう所も\n悪くないかも…","0","126911","10","906","0.5","1","11","19060020"
"","","","","0","","906","","","91","19060021"
"","","0","","0.5","","906","","","93","19060022"
"","12","-150","","117311","-125","906","","5.14705882352941","2","19060023"
"","12","-150","","21","-125","906","","5.14705882352941","33","19060024"
"","12","-150","","10072","-125","906","","5.14705882352941","33","19060025"
"","12","-150","","10081","-125","906","","5.14705882352941","33","19060026"
"","12","150","","126911","-180","906","","5.14705882352941","2","19060027"
"","12","150","","11","-180","906","","5.14705882352941","33","19060028"
"","12","150","","10071","-180","906","","5.14705882352941","33","19060029"
"","","0","","2.5","","906","","","93","19060030"
"","","vo_fpc_20602","","vo_fpc","","906","","0","21","19060031"
"0.2","","06_cmn_float_sing","","126911","1","906","","","3","19060032"
"0.2","","06_cmn_float_sing","","117311","1","906","","","3","19060033"
"","","0","","10071","","906","","","32","19060034"
"","","1","","10071","","906","","","32","19060035"
"","","1","","10072","","906","","","32","19060036"
"","","","","19060029","","906","","","91","19060037"
"","","1","","126911","","906","","","4","19060038"
"","","180","","11","-180","906","","0","33","19060039"
"0.1","1","06_ranpha_float_notice","0.1","126911","0","906","","06_ranpha_float_shy","3","19060040"
"","","cmn_float","0.1","117311","1","906","","","3","19060041"
"","","vo_fpc_20603","","vo_fpc","","906","","0","21","19060042"
"0","0","あっ…","0","126911","10","906","0.5","1","11","19060043"
"","","","","0","","906","","","91","19060044"
"","","0","","0.5","","906","","","93","19060045"
"0.1","1","06_chika_float_notice_in","0.1","117311","0","906","","06_chika_float_notice","3","19060046"
"","","vo_fpc_20604","","vo_fpc","","906","","0","21","19060047"
"0","0","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0","117311","10","906","0.5","1","11","19060048"
"","","","","0","","906","","","91","19060049"
"","","0","","0.5","","906","","","93","19060050"
"","","vo_fpc_20605","","vo_fpc","","906","","0","21","19060051"
"0","0","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0","126911","10","906","0.5","1","11","19060052"
"","","","","0","","906","","","91","19060053"
"","","0","","0.5","","906","","","93","19060054"
"0.2","","06_chika_float_smile","","117311","1","906","","","3","19060055"
"","","vo_fpc_20606","","vo_fpc","","906","","0","21","19060056"
"0","0","はい。","0","117311","10","906","0.5","1","11","19060057"
"","","","","0","","906","","","91","19060058"
"","","0","","0.5","","906","","","93","19060059"
"","","vo_fpc_20607","","vo_fpc","","906","","0","21","19060060"
"0.2","","06_cmn_float_sing","","126911","1","906","","","3","19060061"
"0.2","","06_cmn_float_sing","","117311","1","906","","","3","19060062"
"","","0","","10071","","906","","","32","19060063"
"","","1","","10071","","906","","","32","19060064"
"","","1","","10081","","906","","","32","19060065"
"","","0","","2","","906","","","93","19060066"
"","","850","","126911","-180","906","","4.11764705882353","2","19060067"
"","","880","","11","-180","906","","4.11764705882353","33","19060068"
"","","880","","10071","-180","906","","4.11764705882353","33","19060069"
"","","850","","117311","-125","906","","5.88235294117647","2","19060070"
"","","850","","21","-125","906","","5.88235294117647","33","19060071"
"","","850","","10081","-125","906","","5.88235294117647","33","19060072"
"","","0","","1.5","","906","","","93","19060073"
"","","0","","10071","","906","","","32","19060074"
"","","1","","10071","","906","","","32","19060075"
"","","0","","10081","","906","","","32","19060076"
"","","1","","10081","","906","","","32","19060077"
"","","","","19060070","","906","","","91","19060078"
"1.75","-125","127111","0","1","12","907","07_shinobu_search","-850","1","19070001"
"1.75","-180","113111","0","1","22","907","07_ruka_float","-850","1","19070002"
"1.75","-180","4","0","4","22","907","07_dokuro_float","-850","5","19070003"
"1","1","11","","5","-850","907","","-125","31","19070004"
"1","1","21","","4","-850","907","","-180","31","19070005"
"1","1","31","","4","-850","907","","-180","31","19070006"
"","","se_fpc_water_random","","se_10053800","1","907","","","23","19070007"
"","","0","","19070006","","907","","","91","19070008"
"0.1","","07_shinobu_search","","127111","1","907","","","3","19070009"
"","12","325","","127111","-125","907","","8.38806396344946","2","19070010"
"","12","325","","11","-125","907","","8.38806396344946","33","19070011"
"","","","","","","907","","","91","19070012"
"0.1","1","07_shinobu_talk_in","0.1","127111","0","907","","07_shinobu_talk_loop","3","19070013"
"","","0","","1","","907","","","93","19070014"
"","","vo_fpc_20700","","vo_fpc","","907","","0","21","19070015"
"0","0","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0","127111","10","907","0.5","1","11","19070016"
"","","","","0","","907","","","91","19070017"
"","","0","","0.5","","907","","","93","19070018"
"","12","-150","","113111","-180","907","","4.11764705882353","2","19070019"
"","12","-150","","21","-180","907","","4.11764705882353","33","19070020"
"","","","","","","907","","","91","19070021"
"0.1","","07_ruka_float2","","113111","1","907","","","3","19070022"
"","","vo_fpc_20701","","vo_fpc","","907","","0","21","19070023"
"0","0","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0","113111","10","907","0.5","1","11","19070024"
"","","","","0","","907","","","91","19070025"
"","","0","","0.5","","907","","","93","19070026"
"","","vo_fpc_20702","","vo_fpc","","907","","0","21","19070027"
"0","0","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0","113111","10","907","0.5","1","11","19070028"
"","","","","0","","907","","","91","19070029"
"","","0","","0.5","","907","","","93","19070030"
"","","vo_fpc_20703","","vo_fpc","","907","","0","21","19070031"
"0","0","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0","113111","10","907","0.5","1","11","19070032"
"","","","","0","","907","","","91","19070033"
"","","0","","0.5","","907","","","93","19070034"
"0.1","","07_ruka_float","","113111","1","907","","","3","19070035"
"","","vo_fpc_20704","","vo_fpc","","907","","0","21","19070036"
"0","0","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0","113111","10","907","0.5","1","11","19070037"
"","","","","0","","907","","","91","19070038"
"","","0","","0.5","","907","","","93","19070039"
"","","850","","113111","-180","907","","4.52488687782805","2","19070040"
"","","850","","21","-180","907","","4.52488687782805","33","19070041"
