570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"","","","0","91","","","20192","","","1201920019"
"1","118511","0","1","1","101","-68","20201","0.8","travel_topdrama_r_2000_idle_smile","1202010001"
"0","0","0","0","5","110","-75","20201","1","mana","1202010002"
"","","","0","91","","","20201","","","1202010003"
"","0","","10","93","","","20201","","","1202010004"
"","","","1202010004","101","","","20201","","","1202010005"
"","none","","0","3","0","","20201","0","","1202010006"
"","","","0","91","","","20201","","","1202010007"
"","103","","118511","13","","","20202","","","1202020001"
"","travel_topdrama_r_2000_talk_smile_in","travel_topdrama_r_2000_talk_smile_loop","118511","3","0","1","20202","0.2","","1202020002"
"","vo_travel_talk_20020_00","0","vo_travel_talk","21","0","","20202","","","1202020003"
"0","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","1","118511","11","10","1","20202","0","0","1202020004"
"","","","0","91","","","20202","","","1202020005"
"","travel_topdrama_r_2000_talk_wish_in_joy","travel_topdrama_r_2000_talk_wish_loop_joy","118511","3","0","1","20202","0.2","","1202020006"
"","vo_travel_talk_20020_01","0","vo_travel_talk","21","0","","20202","","","1202020007"
"0","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","1","118511","11","10","1","20202","0","0","1202020008"
"","","","0","91","","","20202","","","1202020009"
"","travel_topdrama_r_2000_idle_wish_joy","","118511","3","1","","20202","0.2","","1202020010"
"","","","","112","","","20202","","","1202020011"
"","","","0","91","","","20202","","","1202020012"
"1","101411","42","1","1","101","-68","20211","0.8","travel_topdrama_r_2000_idle_sad","1202110001"
"1","3","42","3","5","103","-68","20211","0.8","travel_topdrama_r_2012_empty","1202110002"
"0","104311","-42","1","1","102","-68","20211","0.8","travel_topdrama_r_2000_idle_cool_surprise","1202110003"
"0","4","-42","3","5","104","-68","20211","0.8","travel_topdrama_r_2012_empty","1202110004"
"0","0","0","0","5","110","-75","20211","1","mana","1202110005"
"","","","0","91","","","20211","","","1202110006"
"","0","","10","93","","","20211","","","1202110007"
"","","","1202110007","101","","","20211","","","1202110008"
"","none","","0","3","0","","20211","0","","1202110009"
"","","","0","91","","","20211","","","1202110010"
"","103","","101411","13","","","20212","","","1202120001"
"","104","","104311","13","","","20212","","","1202120002"
"","travel_topdrama_r_2000_talk_sad_loop","","101411","3","1","","20212","0.2","","1202120003"
"","vo_travel_talk_20021_00","0","vo_travel_talk","21","0","","20212","","","1202120004"
"0","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","1","101411","11","10","1","20212","0","0","1202120005"
"","","","0","91","","","20212","","","1202120006"
"","travel_topdrama_r_2000_idle_sad","","101411","3","1","","20212","0.2","","1202120007"
"0","travel_topdrama_r_2000_talk_cool_in_normal2","travel_topdrama_r_2000_talk_cool_loop_normal2","104311","3","0","1","20212","0.2","","1202120008"
"","vo_travel_talk_20021_01","0","vo_travel_talk","21","0","","20212","","","1202120009"
"0","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","1","104311","11","10","1","20212","0","0","1202120010"
"","","","0","91","","","20212","","","1202120011"
"0","travel_topdrama_r_2000_eat_in","travel_topdrama_r_2000_eat_idle","104311","3","0","1","20212","0.2","","1202120012"
"0","travel_topdrama_r_2000_eat_in","travel_topdrama_r_2000_eat_idle","3","3","0","1","20212","0.2","","1202120013"
"","travel_topdrama_r_2000_eat_in","","101411","3","0","","20212","0.2","","1202120014"
"","travel_topdrama_r_2000_eat_in","","4","3","0","","20212","0.2","","1202120015"
"","","","0","91","","","20212","","","1202120016"
"","travel_topdrama_r_2000_eat_talk","","101411","3","1","","20212","0","","1202120017"
"","travel_topdrama_r_2000_eat_talk","","4","3","1","","20212","0","","1202120018"
"","vo_travel_talk_20021_02","0","vo_travel_talk","21","0","","20212","","","1202120019"
"0","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","1","101411","11","10","1","20212","0","0","1202120020"
"","","","0","91","","","20212","","","1202120021"
"","travel_topdrama_r_2000_eat_idle","","101411","3","1","","20212","0.2","","1202120022"
"","travel_topdrama_r_2000_eat_idle","","4","3","1","","20212","0.2","","1202120023"
"","","","","112","","","20212","","","1202120024"
"","","","0","91","","","20212","","","1202120025"
"1","102111","42","1","1","101","-68","20221","0.8","travel_topdrama_r_2000_idle_smile","1202210001"
"0","102311","-42","1","1","102","-68","20221","0.8","travel_topdrama_r_2000_idle_smile_normal","1202210002"
"0","3","-100","3","5","103","-68","20221","0.8","travel_topdrama_r_2022_pukici","1202210003"
"0","0","0","0","5","110","-75","20221","1","mana","1202210004"
"","","","0","91","","","20221","","","1202210005"
"","0","","10","93","","","20221","","","1202210006"
"","","","1202210006","101","","","20221","","","1202210007"
"","none","","0","3","0","","20221","0","","1202210008"
"","","","0","91","","","20221","","","1202210009"
"","103","","102111","13","","","20222","","","1202220001"
"","104","","102311","13","","","20222","","","1202220002"
"","105","","3","13","","","20222","","","1202220003"
"","travel_topdrama_r_2000_talk_sad_in_dere","travel_topdrama_r_2000_talk_sad_loop_dere","102111","3","0","1","20222","0.2","","1202220004"
"","vo_travel_talk_20022_00","0","vo_travel_talk","21","0","","20222","","","1202220005"
"0","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","1","102111","11","10","1","20222","0","0","1202220006"
"","","","0","91","","","20222","","","1202220007"
"","travel_topdrama_r_2000_idle_sad_joy","","102111","3","1","","20222","0.2","","1202220008"
"0.2","travel_topdrama_r_2000_talk_kyapi_in","travel_topdrama_r_2000_talk_kyapi_loop","102311","3","0","1","20222","0.2","","1202220009"
"","vo_travel_talk_20022_01","0","vo_travel_talk","21","0","","20222","","","1202220010"
"0","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","1","102311","11","10","1","20222","0","0","1202220011"
"","","","0","91","","","20222","","","1202220012"
"","travel_topdrama_r_2000_talk_smile_loop","","102311","3","1","","20222","0.2","","1202220013"
"","travel_topdrama_r_2000_talk_sad_loop_dere","","102111","3","1","","20222","0.2","","1202220014"
"","travel_topdrama_r_2022_laugh","","3","3","1","","20222","0","","1202220015"
"","vo_travel_talk_20022_02","0","vo_travel_talk","21","0","","20222","","","1202220016"
"0","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","1","3","11","10","1","20222","0","0","1202220017"
"","","","0","91","","","20222","","","1202220018"
"","","","","112","","","20222","","","1202220019"
"","","","0","91","","","20222","","","1202220020"
"1","104811","42","1","1","101","-68","20231","0.8","travel_topdrama_r_2000_idle_doya","1202310001"
"0","104611","-42","1","1","102","-68","20231","0.8","travel_topdrama_r_2000_idle_sad_surprise","1202310002"
"0","0","0","0","5","110","-75","20231","1","mana","1202310003"
"","","","0","91","","","20231","","","1202310004"
"","0","","10","93","","","20231","","","1202310005"
"","","","1202310005","101","","","20231","","","1202310006"
"","none","","0","3","0","","20231","0","","1202310007"
"","","","0","91","","","20231","","","1202310008"
"","103","","104811","13","","","20232","","","1202320001"
"","104","","104611","13","","","20232","","","1202320002"
"0","travel_topdrama_r_2000_talk_doya_in_faceAnger","travel_topdrama_r_2000_talk_doya_loop_faceAnger","104811","3","0","1","20232","0.2","","1202320003"
"","vo_travel_talk_20023_00","0","vo_travel_talk","21","0","","20232","","","1202320004"
"0","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","1","104811","11","10","1","20232","0","0","1202320005"
"","","","0","91","","","20232","","","1202320006"
"","travel_topdrama_r_2000_idle_doya_anger","","104811","3","1","","20232","0.2","","1202320007"
"0","travel_topdrama_r_2000_talk_kyapi_in_dere2","travel_topdrama_r_2000_talk_kyapi_loop_dere2","104611","3","0","1","20232","0.2","","1202320008"
"","vo_travel_talk_20023_01","0","vo_travel_talk","21","0","","20232","","","1202320009"
"0","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","1","104611","11","10","1","20232","0","0","1202320010"
"","","","0","91","","","20232","","","1202320011"
"","travel_topdrama_r_2000_idle_sleep","","104611","3","1","","20232","0.2","","1202320012"
"0","travel_topdrama_r_2000_talk_normal_surprise","","104811","3","1","","20232","0.2","","1202320013"
"","vo_travel_talk_20023_02","0","vo_travel_talk","21","0","","20232","","","1202320014"
"0","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","1","104811","11","10","1","20232","0","0","1202320015"
"","","","0","91","","","20232","","","1202320016"
"","travel_topdrama_r_2000_talk_guts_in","","104811","3","0","1","20232","0.2","","1202320017"
"","","","0","91","","","20232","","","1202320018"
"","travel_topdrama_r_2000_talk_guts_loop","","104811","3","1","","20232","0","","1202320019"
"","0","","1","93","","","20232","","","1202320020"
"","","","","112","","","20232","","","1202320021"
"","","","0","91","","","20232","","","1202320022"
"1","102711","42","1","1","101","-68","20241","0.8","travel_topdrama_r_2000_idle_memory_blink","1202410001"
"0","105111","-42","1","1","102","-68","20241","0.8","travel_topdrama_r_2000_idle_normal","1202410002"
"0","0","0","0","5","110","-75","20241","1","mana","1202410003"
"","","","0","91","","","20241","","","1202410004"
"","0","","10","93","","","20241","","","1202410005"
"","","","1202410005","101","","","20241","","","1202410006"
"","none","","0","3","0","","20241","0","","1202410007"
"","","","0","91","","","20241","","","1202410008"
"","103","","102711","13","","","20242","","","1202420001"
"","104","","105111","13","","","20242","","","1202420002"
"","travel_topdrama_r_2000_talk_wish_loop","","102711","3","1","","20242","0.2","","1202420003"
"","vo_travel_talk_20024_00","0","vo_travel_talk","21","0","","20242","","","1202420004"
"0","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","1","102711","11","10","1","20242","0","0","1202420005"
"","","","0","91","","","20242","","","1202420006"
"","travel_topdrama_r_2000_idle_wish_joy","","102711","3","1","","20242","0.2","","1202420007"
"0","travel_topdrama_r_2000_humu_in","travel_topdrama_r_2000_humu_loop","105111","3","0","1","20242","0.2","","1202420008"
"","vo_travel_talk_20024_01","0","vo_travel_talk","21","0","","20242","","","1202420009"
"0","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","1","105111","11","10","1","20242","0","0","1202420010"
"","","","0","91","","","20242","","","1202420011"
"","travel_topdrama_r_2000_humu_loop_shy","","105111","3","1","","20242","0.2","","1202420012"
"","travel_topdrama_r_2000_talk_sad_loop_doya","","102711","3","1","","20242","0.2","","1202420013"
"","vo_travel_talk_20024_02","0","vo_travel_talk","21","0","","20242","","","1202420014"
"0","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","1","102711","11","10","1","20242","0","0","1202420015"
"","","","0","91","","","20242","","","1202420016"
"","travel_topdrama_r_2000_idle_sad_nervous","","102711","3","1","","20242","0.2","","1202420017"
"","","","","112","","","20242","","","1202420018"
"","","","0","91","","","20242","","","1202420019"
"1","100511","42","1","1","101","-68","20251","0.8","travel_topdrama_r_2000_hop_loop","1202510001"
"0","103711","-42","1","1","102","-68","20251","0.8","travel_topdrama_r_2000_idle_doya_talkJoy1R","1202510002"
"0","0","0","0","5","110","-75","20251","1","mana","1202510003"
"","","","0","91","","","20251","","","1202510004"
"","0","","10","93","","","20251","","","1202510005"
"","","","1202510005","101","","","20251","","","1202510006"
"","none","","0","3","0","","20251","0","","1202510007"
"","","","0","91","","","20251","","","1202510008"
"","103","","100511","13","","","20252","","","1202520001"
"","104","","103711","13","","","20252","","","1202520002"
"","travel_topdrama_r_2000_hop_in","travel_topdrama_r_2000_hop_loop","100511","3","0","1","20252","0.2","","1202520003"
"","vo_travel_talk_20025_00","0","vo_travel_talk","21","0","","20252","","","1202520004"
"0","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","1","100511","11","10","1","20252","0","0","1202520005"
"","","","0","91","","","20252","","","1202520006"
"","travel_topdrama_r_2000_hop_idle","","100511","3","1","","20252","0.2","","1202520007"
"","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","103711","3","0","1","20252","0.2","","1202520008"
"","vo_travel_talk_20025_01","0","vo_travel_talk","21","0","","20252","","","1202520009"
"0","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","1","103711","11","10","1","20252","0","0","1202520010"
"","","","0","91","","","20252","","","1202520011"
"0","travel_topdrama_r_2000_tomo_henshin_in","travel_topdrama_r_2000_tomo_henshin_loop","103711","3","0","1","20252","0.1","","1202520012"
"0.2","travel_topdrama_r_2000_matsuri_eieio_in","travel_topdrama_r_2000_matsuri_eieio_loop","100511","3","0","1","20252","0.2","","1202520013"
"","vo_travel_talk_20025_02","0","vo_travel_talk","21","0","","20252","","","1202520014"
"0","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","1","100511","11","10","1","20252","0","0","1202520015"
"","","","0","91","","","20252","","","1202520016"
"","","","","112","","","20252","","","1202520017"
"","","","0","91","","","20252","","","1202520018"
"1","105911","0","1","1","101","-68","20261","0.8","travel_topdrama_r_2000_idle_wish_joy","1202610001"
"0","0","0","0","5","110","-75","20261","1","mana","1202610002"
"","","","0","91","","","20261","","","1202610003"
"","0","","10","93","","","20261","","","1202610004"
"","","","1202610004","101","","","20261","","","1202610005"
"","none","","0","3","0","","20261","0","","1202610006"
"","","","0","91","","","20261","","","1202610007"
"","103","","105911","13","","","20262","","","1202620001"
"0","travel_topdrama_r_2000_wishToSurprise","travel_topdrama_r_2000_talk_surprise_loop","105911","3","0","1","20262","0.1","","1202620002"
"","vo_travel_talk_20026_00","0","vo_travel_talk","21","0","","20262","","","1202620003"
"0","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","1","105911","11","10","1","20262","0","0","1202620004"
"","","","0","91","","","20262","","","1202620005"
"","travel_topdrama_r_2000_talk_wish_loop","","105911","3","1","","20262","0.2","","1202620006"
"","vo_travel_talk_20026_01","0","vo_travel_talk","21","0","","20262","","","1202620007"
"0","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","1","105911","11","10","1","20262","0","0","1202620008"
"","","","0","91","","","20262","","","1202620009"
"","","","","112","","","20262","","","1202620010"
"","","","0","91","","","20262","","","1202620011"
"1","123011","0","1","1","101","-68","20271","0.8","travel_topdrama_r_2000_ames_idle_normal","1202710001"
"0","0","0","0","5","110","-75","20271","1","mana","1202710002"
"","","","0","91","","","20271","","","1202710003"
"","0","","10","93","","","20271","","","1202710004"
"","","","1202710004","101","","","20271","","","1202710005"
"","none","","0","3","0","","20271","0","","1202710006"
"","","","0","91","","","20271","","","1202710007"
"","103","","123011","13","","","20272","","","1202720001"
"0","travel_topdrama_r_2000_ames_talk_wish_in","travel_topdrama_r_2000_ames_talk_wish_loop","123011","3","0","1","20272","0.2","","1202720002"
"","vo_travel_talk_20027_00","0","vo_travel_talk","21","0","","20272","","","1202720003"
"0","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","1","123011","11","10","1","20272","0","0","1202720004"
"","","","0","91","","","20272","","","1202720005"
"","travel_topdrama_r_2000_ames_talk_yareyare","","123011","3","1","","20272","0.2","","1202720006"
"","vo_travel_talk_20027_01","0","vo_travel_talk","21","0","","20272","","","1202720007"
"0","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","1","123011","11","10","1","20272","0","0","1202720008"
"","","","0","91","","","20272","","","1202720009"
"","travel_topdrama_r_2000_ames_idle_yareyare","","123011","3","1","","20272","0.2","","1202720010"
"","","","","112","","","20272","","","1202720011"
"","","","0","91","","","20272","","","1202720012"
"1","106811","42","1","1","101","-68","20281","0.8","travel_topdrama_r_2000_idle_cool","1202810001"
"0","106911","-42","1","1","102","-68","20281","0.8","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1202810002"
"0","0","0","0","5","110","-75","20281","1","mana","1202810003"
"","","","0","91","","","20281","","","1202810004"
"","0","","10","93","","","20281","","","1202810005"
"","","","1202810005","101","","","20281","","","1202810006"
"","none","","0","3","0","","20281","0","","1202810007"
"","","","0","91","","","20281","","","1202810008"
"","103","","106811","13","","","20282","","","1202820001"
"","104","","106911","13","","","20282","","","1202820002"
"0","travel_topdrama_r_2000_talk_cool_in","travel_topdrama_r_2000_talk_cool_loop","106811","3","0","1","20282","0.2","","1202820003"
"","vo_travel_talk_20028_00","0","vo_travel_talk","21","0","","20282","","","1202820004"
"0","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","1","106811","11","10","1","20282","0","0","1202820005"
"","","","0","91","","","20282","","","1202820006"
"","travel_topdrama_r_2000_idle_cool","","106811","3","1","","20282","0.2","","1202820007"
"0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","106911","3","0","1","20282","0.2","","1202820008"
"","vo_travel_talk_20028_01","0","vo_travel_talk","21","0","","20282","","","1202820009"
"0","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","1","106911","11","10","1","20282","0","0","1202820010"
"","","","0","91","","","20282","","","1202820011"
"","travel_topdrama_r_2000_kaiser_idle_arm_crossed","","106911","3","1","","20282","0.2","","1202820012"
"","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","106811","3","0","1","20282","0.2","","1202820013"
"","vo_travel_talk_20028_02","0","vo_travel_talk","21","0","","20282","","","1202820014"
"0","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","1","106811","11","10","1","20282","0","0","1202820015"
"","","","0","91","","","20282","","","1202820016"
"","travel_topdrama_r_2000_idle_arm_crossed","","106811","3","1","","20282","0.2","","1202820017"
"","","","","112","","","20282","","","1202820018"
"","","","0","91","","","20282","","","1202820019"
"0","1000001","-17.5","1","1","51","-75.6","30011","0.8","travel_topdrama_r_3001_idle_B","1300110001"
"0","12","-17.5","1","5","50","-75.6","30011","0.8","travel_topdrama_r_3001_idle_B","1300110002"
"0","1000002","31.4","1","1","49","-56.1","30011","0.8","travel_topdrama_r_3001_idle_A","1300110003"
"0","11","31.4","1","5","48","-56.1","30011","0.8","travel_topdrama_r_3001_idle_A","1300110004"
"0","13","31.4","2","5","49","-56.1","30011","0.8","travel_topdrama_r_3001_idle_A","1300110005"
"","0","0","0","5","110","-88","30011","1","normal","1300110006"
"","300101","-43.7","300101","31","-30.3","0.5","30011","1","","1300110007"
"","300103","-110","300103","31","260","1","30011","1","","1300110008"
"","300111","-127","300111","31","215","1","30011","1","","1300110009"
"","0","","0","91","","","30011","","","1300110010"
"0","travel_topdrama_r_3001_idle_B","","1000001","3","0","","30011","0","","1300110011"
"0","travel_topdrama_r_3001_idle_B","","12","3","0","","30011","0","","1300110012"
"0","travel_topdrama_r_3001_idle_A","","1000002","3","0","","30011","0","","1300110013"
"0","travel_topdrama_r_3001_idle_A","","11","3","0","","30011","0","","1300110014"
"","0","","1.7","93","","","30011","","","1300110015"
"","0","","1300110011","101","","","30011","","","1300110016"
"","none","","0","3","0","","30011","0","","1300110017"
"","0","","0","91","","","30011","","","1300110018"
"","300106","-110","300106","31","260","1","30012","0","","1300120001"
"","300108","-110","300108","31","260","1","30012","0","","1300120002"
"","300100","92.6","300100","31","17.3","0.4","30012","0","","1300120003"
"","300104","92.6","300104","31","0","0.4","30012","0","","1300120004"
"","","","0","91","","","30012","","","1300120005"
"","travel_topdrama_r_3001_idle_A","","1000002","3","1","","30012","0.5","","1300120006"
"","travel_topdrama_r_3001_idle_A","","11","3","1","","30012","0.5","","1300120007"
"","travel_topdrama_r_3001_idle_B","","1000001","3","1","","30012","0.5","","1300120008"
"","travel_topdrama_r_3001_idle_B","","12","3","1","","30012","0.5","","1300120009"
"","0","","0.2","93","","","30012","","","1300120010"
"","1","","300100","32","","","30012","","","1300120011"
"","0","","2","93","","","30012","","","1300120012"
"","0","","300103","32","","","30012","","","1300120013"
"","1","","300108","32","","","30012","","","1300120014"
"","1","","300106","32","","","30012","","","1300120015"
"","se_travel_top_fishing_hit","","se_travel_top","23","0","","30012","","","1300120016"
"","travel_topdrama_r_3001_1_01_A","","1000002","3","0","","30012","0","","1300120017"
"","travel_topdrama_r_3001_1_01_A","","11","3","0","","30012","0","","1300120018"
"","travel_topdrama_r_3001_1_01_B","","1000001","3","0","","30012","0.5","","1300120019"
"","travel_topdrama_r_3001_1_01_B","","12","3","0","","30012","0.5","","1300120020"
"","","","0","91","","","30012","","","1300120021"
"","0","","300108","32","","","30012","","","1300120022"
"","travel_topdrama_r_3001_1_02_A","","1000002","3","0","","30012","0","","1300120023"
"","travel_topdrama_r_3001_1_02_A","","11","3","0","","30012","0","","1300120024"
"","travel_topdrama_r_3001_1_02_B","","1000001","3","0","","30012","0.2","","1300120025"
"","travel_topdrama_r_3001_1_02_B","","12","3","0","","30012","0.2","","1300120026"
"","0","","1","93","","","30012","","","1300120027"
"","0","","300100","32","","","30012","","","1300120028"
"","","","0","91","","","30012","","","1300120029"
"","300107","-110","300107","31","260","1","30012","1","","1300120030"
"","se_travel_top_fishing_appear_box","","se_travel_top","23","0","","30012","","","1300120031"
"","travel_topdrama_r_3001_1_03_A","","1000002","3","0","","30012","","","1300120032"
"","travel_topdrama_r_3001_1_03_A","","11","3","0","","30012","","","1300120033"
"","travel_topdrama_r_3001_1_03_A","","13","3","0","","30012","","","1300120034"
"","travel_topdrama_r_3001_1_03_B","","1000001","3","0","","30012","","","1300120035"
"","travel_topdrama_r_3001_1_03_B","travel_topdrama_r_3001_1_03_B_loop","12","3","0","1","30012","0.2","","1300120036"
"","0","","0.8","93","","","30012","","","1300120037"
"","0","","300106","32","","","30012","","","1300120038"
"","","","","111","","","30012","","","1300120039"
"","","","0","91","","","30012","","","1300120040"
"0","1000001","-17.5","1","1","51","-75.6","30021","0.8","travel_topdrama_r_3001_idle_B","1300210001"
"0","12","-17.5","1","5","50","-75.6","30021","0.8","travel_topdrama_r_3001_idle_B","1300210002"
"0","1000002","31.4","1","1","49","-56.1","30021","0.8","travel_topdrama_r_3001_idle_A","1300210003"
"0","11","31.4","1","5","48","-56.1","30021","0.8","travel_topdrama_r_3001_idle_A","1300210004"
"0","13","31.4","2","5","49","-56.1","30021","0.8","travel_topdrama_r_3001_idle_A","1300210005"
"","0","0","0","5","110","-88","30021","1","normal","1300210006"
"","300201","-43.7","300201","31","-30.3","0.5","30021","1","","1300210007"
"","300203","-110","300203","31","260","1","30021","1","","1300210008"
"","300211","-127","300211","31","215","1","30021","1","","1300210009"
"","0","","0","91","","","30021","","","1300210010"
"0","travel_topdrama_r_3001_idle_B","","1000001","3","0","","30021","0","","1300210011"
"0","travel_topdrama_r_3001_idle_B","","12","3","0","","30021","0","","1300210012"
"0","travel_topdrama_r_3001_idle_A","","1000002","3","0","","30021","0","","1300210013"
"0","travel_topdrama_r_3001_idle_A","","11","3","0","","30021","0","","1300210014"
"","0","","1.7","93","","","30021","","","1300210015"
"","0","","1300210011","101","","","30021","","","1300210016"
"","none","","0","3","0","","30021","0","","1300210017"
"","0","","0","91","","","30021","","","1300210018"
"","300206","-110","300206","31","260","1","30022","0","","1300220001"
"","300208","-110","300208","31","260","1","30022","0","","1300220002"
"","300200","92.6","300200","31","17.3","0.4","30022","0","","1300220003"
"","300204","92.6","300204","31","0","0.4","30022","0","","1300220004"
"","","","0","91","","","30022","","","1300220005"
"","travel_topdrama_r_3001_idle_A","","1000002","3","1","","30022","0.5","","1300220006"
"","travel_topdrama_r_3001_idle_A","","11","3","1","","30022","0.5","","1300220007"
"","travel_topdrama_r_3001_idle_B","","1000001","3","1","","30022","0.5","","1300220008"
"","travel_topdrama_r_3001_idle_B","","12","3","1","","30022","0.5","","1300220009"
"","0","","0.2","93","","","30022","","","1300220010"
"","1","","300200","32","","","30022","","","1300220011"
"","0","","2","93","","","30022","","","1300220012"
"","0","","300203","32","","","30022","","","1300220013"
"","1","","300208","32","","","30022","","","1300220014"
"","1","","300206","32","","","30022","","","1300220015"
"","se_travel_top_fishing_hit","","se_travel_top","23","0","","30022","","","1300220016"
"","travel_topdrama_r_3001_1_01_A","","1000002","3","0","","30022","0","","1300220017"
"","travel_topdrama_r_3001_1_01_A","","11","3","0","","30022","0","","1300220018"
"","travel_topdrama_r_3001_1_01_B","","1000001","3","0","","30022","0.5","","1300220019"
"","travel_topdrama_r_3001_1_01_B","","12","3","0","","30022","0.5","","1300220020"
"","","","0","91","","","30022","","","1300220021"
"","0","","300208","32","","","30022","","","1300220022"
"","travel_topdrama_r_3001_1_02_A","","1000002","3","0","","30022","0","","1300220023"
"","travel_topdrama_r_3001_1_02_A","","11","3","0","","30022","0","","1300220024"
"","travel_topdrama_r_3001_1_02_B","","1000001","3","0","","30022","0.2","","1300220025"
"","travel_topdrama_r_3001_1_02_B","","12","3","0","","30022","0.2","","1300220026"
"","0","","1","93","","","30022","","","1300220027"
"","0","","300200","32","","","30022","","","1300220028"
"","","","0","91","","","30022","","","1300220029"
"","300107","-110","300207","31","260","1","30022","1","","1300220030"
"","se_travel_top_fishing_appear_silverbox","","se_travel_top","23","0","","30022","","","1300220031"
"","travel_topdrama_r_3001_1_03_A","","1000002","3","0","","30022","","","1300220032"
"","travel_topdrama_r_3002_03_A","","11","3","0","","30022","","","1300220033"
"","travel_topdrama_r_3002_03_A","","13","3","0","","30022","","","1300220034"
"","travel_topdrama_r_3001_1_03_B","","1000001","3","0","","30022","","","1300220035"
"","travel_topdrama_r_3001_1_03_B","travel_topdrama_r_3001_1_03_B_loop","12","3","0","1","30022","0.2","","1300220036"
"","0","","0.8","93","","","30022","","","1300220037"
"","0","","300206","32","","","30022","","","1300220038"
"","","","","111","","","30022","","","1300220039"
"","","","0","91","","","30022","","","1300220040"
"0","1000001","-17.5","1","1","51","-75.6","30031","0.8","travel_topdrama_r_3001_idle_B","1300310001"
"0","12","-17.5","1","5","50","-75.6","30031","0.8","travel_topdrama_r_3001_idle_B","1300310002"
