ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb
"200","3","0","0.6","99","3.5","1","0","3.5","ＨＰ回復量+{0}","2","0","1","範囲内の味方のＨＰを{0}回復","2","1","102900301","4","0","0","0"
"2160","3","0","19.5","99","12.5","1","0","12.5","物理攻撃力アップ+{0}","2","1","1","味方全体の物理攻撃力を{0}アップ","3","10","102901101","10","1","0","0"
"2160","3","0","0","99","19.5","27","0","27","無効ダメージ量+{0}","2","0","1","{0}ダメージ分の物理魔法無効バリアを展開する","3","5","102901102","6","0","0","0"
"0","7","0","19.5","1","2.1","1","0","2.1","物理防御力アップ+{0}","2","1","1","自分の物理防御力を{0}アップ","3","20","102901103","10","1","0","0"
"0","7","0","19.5","1","2.1","1","0","2.1","魔法防御力アップ+{0}","2","0","1","自分の魔法防御力を{0}アップ","3","40","102901104","10","0","0","0"
"0","7","0","0","1","0","11.5","0","0","","2","0","1","敵全体を挑発する","3","1","102901105","20","0","0","0"
"2160","3","0","0","99","1.5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵全体を一定時間行動不能にする","3","7","102901106","8","0","0","0"
"280","3","0","0","99","0.6","8","0","8","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","102901201","1","0","0","0"
"280","3","0","0","99","2","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を一定時間行動不能にする","1","7","102901202","8","0","0","0"
"280","3","0","12","99","1.5","1","0","1.5","物理攻撃力ダウン+{0}","1","1","1","範囲内の敵の物理攻撃力を{0}ダウン","1","11","102901203","10","1","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","102950101","90","0","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","102951101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の魔法防御力を{0}アップ","0","5","102951102","90","0","0","0"
"750","3","0","0","99","1.44","18","0","18","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103000101","1","0","0","0"
"750","3","0","0","99","0.72","9","0","9","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103000201","1","0","0","0"
"750","3","0","0","99","0","1","0","0","","1","0","1","","1","1000","103000202","28","103000204","0","0"
"0","0","0","0","0","0","2","0","1","","0","0","1","","0","103000204","103000203","27","1","0","0"
"0","7","0","0","1","0","150","0","0","ＴＰ回復量+{0}","2","0","1","とどめを刺した時、自分のＴＰを{0}回復","1","1","103000204","16","0","0","0"
"-1","3","0","0","1","1.2","15","0","15","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103000301","1","0","0","0"
"-1","1","0","0","0","500","100","0","0","","1","0","1","","1","3","103000302","3","0","0","0"
"815","3","0","0","99","3.6","45","0","45","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103001101","1","0","0","0"
"815","3","0","0","99","48","2","0","48","","1","0","1","","1","103001103","103001102","26","2","0","0"
"0","7","0","12","1","24","1","0","24","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","103001103","10","1","0","0"
"815","3","0","0","99","0","2","0","200","","1","0","1","","1","103001105","103001104","26","1","0","0"
"0","7","0","0","1","0","100","0","0","","2","0","1","自分のＴＰを{0}回復","1","1","103001105","16","1","0","0"
"750","3","0","0","99","1.2","15","0","15","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103001201","1","0","0","0"
"750","3","0","0","99","0","1","0","0","","1","0","1","","1","1000","103001202","28","103001204","0","0"
"0","0","0","0","0","0","2","0","1","","0","0","1","","0","103001204","103001203","27","1","0","0"
"0","7","0","0","1","0","1000","0","0","ＴＰ回復量+{0}","2","0","1","とどめを刺した時、自分のＴＰを{0}回復","1","1","103001204","16","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103050101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103051101","90","0","0","0"
"700","3","0","0","99","1.62","20.4","0","20.4","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103100101","1","0","0","0"
"700","3","0","18","99","0.4275","1","0","0.4275","物理防御力ダウン+{0}","1","1","1","範囲内の敵の物理防御力を{0}ダウン","1","21","103100102","10","1","0","0"
"0","7","1","0","1","1","0","0","0","召喚するドクロ親父のＬｖ+{0}","2","200","1","ドクロ親父を召喚する","1","1","103100201","15","403101","1","1"
"2160","3","0","12","99","0.15","1","0","0.15","物理防御力ダウン+{0}","1","1","1","敵全体の物理防御力を{0}ダウン","3","21","103100301","10","1","0","0"
"850","3","0","0","99","3.8","47.5","0","47.5","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103101101","1","0","0","0"
"850","3","0","18","99","0.8","1","0","0.8","物理防御力ダウン+{0}","1","1","1","範囲内の敵の物理防御力を{0}ダウン","1","21","103101102","10","1","0","0"
"850","3","0","0","99","12","0.65","0","0","行動速度低下の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵の行動速度35％ダウン","1","1","103101103","8","0","0","0"
"850","3","0","0","99","100","12","0","0","恐慌の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を恐慌状態にする","1","0","103101104","61","0","0","0"
"-1","7","0","1","1","180","1","0","120","","2","0","1","霊力を解放する","3","0","103101105","35","0","0","0"
"0","7","0","0","1","1","1","0","2","","2","0","1","","1","6120","103101201","28","103101202","103101203","0"
"0","7","1","0","1","1","0","0","0","召喚するドクロ親父のＬｖ+{0}","2","200","1","ドクロ親父を召喚する","1","1","103101202","15","403102","1","1"
"0","7","1","0","1","1","0","0","0","","2","200","1","","1","1","103101203","15","403103","1","1"
"2160","3","0","0","1","0","0","0","0","","2","0","1","","1","1","103101204","7","0","0","0"
"225","3","0","12","99","12","1","0","12","物理攻撃力アップ+{0}","2","1","1","範囲内の味方の物理攻撃力を{0}アップ","2","10","103101205","10","1","0","0"
"225","3","0","12","99","0","1","0","50","","2","0","1","範囲内の味方の物理クリティカルを{0}アップ","2","60","103101206","10","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103150101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103151101","90","0","0","0"
"-1","3","0","0","1","4.8","60","0","60","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103200101","1","0","0","0"
"-1","3","0","0","1","1.2","15","0","15","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103200201","1","0","0","0"
"0","3","0","2","1","0","100","0","0","","2","0","1","","3","2","103200202","42","103200203","0","0"
"280","3","0","0","99","0.8","10","0","10","反撃時の物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103200203","1","0","0","0"
"0","7","0","12","1","5.5","1","0","5.5","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","3","10","103200204","10","1","0","0"
"0","7","300","0","1","12.5","30","0","30","物理攻撃力アップ+{0}","2","0","1","物理攻撃力を{0}アップさせるフィールドを展開する","3","10","103200301","38","1","0","0"
"0","7","300","0","1","12.5","100","0","0","","2","0","1","物理クリティカルを{0}アップさせるフィールドを展開する","3","60","103200302","38","1","0","0"
"0","7","12.5","0","1","0.05","0.5","0","0.5","１秒当たりのＨＰ回復量+{0}","2","300","1","毎秒ＨＰを{0}回復するフィールドを展開する","3","3","103200303","37","1","1","0"
"2160","3","0","0","99","102801","1","0","2","","2","0","1","","3","720","103200304","28","103200305","0","0"
"0","7","300","0","1","12.5","10","0","0","","2","0","1","サレンがいる場合、毎秒ＴＰを{0}回復するフィールドを展開する","3","1","103200305","96","0","0","0"
"2160","3","0","0","99","102801","1","0","2","","2","0","1","","3","720","103201101","28","103201103","103201102","0"
"-1","3","0","0","1","11.2","140","0","140","物理ダメージ+{0}","1","0","1","サレンがいない場合、敵単体に{0}の物理ダメージ","1","1","103201102","1","0","0","0"
"600","3","0","0","99","3.6","45","0","45","物理ダメージ+{0}","1","0","1","サレンがいる場合、範囲内の敵に{0}の物理ダメージ","1","1","103201103","1","0","0","0"
"600","3","0","18","99","0.3","1","0","0.3","物理防御力ダウン+{0}","1","1","1","サレンがいる場合、範囲内の敵の物理防御力を{0}ダウン","1","21","103201104","10","1","0","0"
"600","3","15.5","0","1","0.4","5","1","5","１秒当たりのダメージ量+{0}","1","400","1","毎秒{0}の物理ダメージを与えるフィールドを展開する","1","3","103201105","36","0","0","0"
"0","7","0","18","1","54","1","0","54","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","103201106","10","1","0","0"
"0","7","0","0.2","1","2","1","0","2","ＨＰ回復量+{0}","2","0","1","自分のＨＰを{0}回復","3","1","103201107","4","0","0","0"
"0","7","0","0","1","18","40","0","40","吸収ダメージ量+{0}","2","0","1","{0}ダメージ分の物理魔法吸収バリアを展開する","3","6","103201108","6","0","0","0"
"-1","3","0","0","1","1.2","15","0","15","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103201201","1","0","0","0"
"0","3","0","2","1","0","100","0","0","","2","0","1","","3","2","103201202","42","103201203","0","0"
"320","3","0","0","99","2.4","30","0","30","反撃時の物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103201203","1","0","0","0"
"0","7","0","12","1","15","1","0","15","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","3","10","103201204","10","1","0","0"
"0","7","0","12","1","0","1","0","15","","2","1","1","自分のＴＰ上昇を{0}アップ","1","80","103201205","10","1","0","0"
"0","7","0","0","1","0","5","0","0","","2","0","1","","3","1","103201206","20","0","0","0"
"0","7","0","18","1","1.2","1","0","1.2","物理防御力アップ+{0}","2","0","1","自分の物理・魔法防御力を{0}アップ","3","20","103202201","10","1","0","0"
"0","7","0","18","1","1.2","1","0","1.2","魔法防御力アップ+{0}","2","0","1","","3","40","103202202","10","1","0","0"
"0","7","0","18","1","20","1","0","20","物理攻撃力アップ+{0}","2","0","1","自分の物理攻撃力を{0}アップ","3","10","103202203","10","1","0","0"
"0","7","0","18","1","0","1","0","15","","2","1","1","自分のＴＰ上昇を{0}アップ","1","80","103202204","10","1","0","0"
"0","7","0","0","1","18","15","0","0","","2","0","1","自分が受ける物理ダメージを{0}％カット","3","1","103202205","72","0","0","0"
"0","7","0","0","1","18","15","0","0","","2","0","1","自分が受ける魔法ダメージを{0}％カット","3","2","103202206","72","0","0","0"
"600","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103202207","1","0","0","0"
"0","7","0","0","1","0","20","0","0","","2","0","1","敵全体を挑発する","1","1","103202208","20","0","0","0"
"0","3","0","2","1","0","100","0","0","","2","0","1","","3","2","103202209","42","103202210","103202211","0"
"600","3","0","0","99","2.4","30","0","30","反撃時の物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103202210","1","0","0","0"
"0","7","0","0","1","0","500","0","0","","2","0","1","自分のＴＰを{0}回復","1","1","103202211","16","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103250101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103251101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の物理防御力を{0}アップ","0","3","103251102","90","0","0","0"
"-1","3","0","0","1","4","50","0","50","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103300101","1","0","0","0"
"0","1","0","0","1","2","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","1","7","103300102","8","0","0","0"
"-1","3","0","0","1","0.8","10","0","10","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103300201","1","0","0","0"
"0","1","0","0","1","500","200","0","0","","1","0","1","","1","3","103300202","3","0","0","0"
"-1","3","0","0","1","1.2","15","0","15","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103300301","1","0","0","0"
"0","7","0","12","1","5.5","1","0","5.5","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","103300302","10","1","0","0"
"-1","3","0","0","1","6.4","80","0","80","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103301101","1","0","0","0"
"-1","3","0","0","1","5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","1","7","103301102","8","0","0","0"
"-1","3","0","0","1","9000","300","0","0","","1","0","1","","1","3","103301103","3","0","0","0"
"-1","3","0","0","1","0","0","0","0","","1","0","1","","1","1","103301104","7","0","0","0"
"300","3","0","0","99","2.2","27.5","0","27.5","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","103301105","1","0","0","0"
"300","3","0","0","99","1","4","0","0","混乱の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を混乱させる","2","1","103301106","11","0","0","0"
"-1","3","0","0","1","2","10","0","10","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103301201","1","0","0","0"
"-1","3","0","0","1","1500","600","0","0","","1","0","1","","1","3","103301202","3","0","0","0"
"-1","3","0","0","1","1","7","0","0","混乱の確定成功Ｌｖ+{0}","1","0","1","敵単体を混乱させる","1","1","103301203","11","0","0","0"
"-1","3","0","0","1","2.4","30","0","30","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103301301","1","0","0","0"
"2160","3","0","0","1","1.5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","1","7","103301302","8","0","0","0"
"0","7","0","12","1","22","1","0","22","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","103301303","10","1","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103350101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103351101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の物理防御力を{0}アップ","0","3","103351102","90","0","0","0"
"2160","3","0","0","99","18","18","0","18","無効ダメージ量+{0}","2","0","1","{0}ダメージ分の魔法無効バリアを展開する","3","2","103400101","6","0","0","0"
"2160","5","0","1","1","7.5","1","0","7.5","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","1","103400201","4","0","0","0"
"2160","7","0","1","1","180","1","0","248","","2","0","1","乾杯！する","2","1","103400202","35","0","0","0"
"2160","13","0","0","1","0","725","0","0","","2","0","1","味方単体のＴＰを{0}回復","3","1","103400301","16","0","0","0"
"2160","3","0","18","99","20","1","0","20","物理攻撃力アップ+{0}","2","0","1","味方全体の物理・魔法攻撃力を{0}アップ","3","10","103400302","10","1","0","0"
"2160","3","0","18","99","20","1","0","20","魔法攻撃力アップ+{0}","2","0","1","","3","30","103400303","10","1","0","0"
"2160","7","0","0","1","1","1","0","0","","2","0","1","","3","6248","103400304","28","103400305","0","0"
"2160","7","0","0","1","2","1","0","2","","2","0","1","","3","6248","103400305","28","103400307","103400306","0"
"300","3","0","0","1","0","250","0","0","","2","0","1","乾杯！した数と同じ人数まで、範囲内の味方のＴＰを{0}回復","2","1","103400306","16","0","0","0"
"2160","7","0","0","1","3","1","0","2","","2","0","1","","3","6248","103400307","28","103400309","103400308","0"
"300","3","0","0","2","0","250","0","0","","2","0","1","","2","1","103400308","16","0","0","0"
"2160","7","0","0","1","4","1","0","2","","2","0","1","","3","6248","103400309","28","103400311","103400310","0"
"300","3","0","0","3","0","250","0","0","","2","0","1","","2","1","103400310","16","0","0","0"
"2160","7","0","0","1","5","1","0","2","","2","0","1","","3","6248","103400311","28","103400313","103400312","0"
"300","3","0","0","4","0","250","0","0","","2","0","1","","2","1","103400312","16","0","0","0"
"300","3","0","0","5","0","250","0","0","","2","0","1","","2","1","103400313","16","0","0","0"
"2160","3","0","0","99","18","36","0","36","無効ダメージ量+{0}","2","0","1","{0}ダメージ分の魔法無効バリアを展開する","3","2","103401101","6","0","0","0"
"2160","3","0","18","99","10","1","0","10","物理攻撃力アップ+{0}","2","1","1","味方全体の物理・魔法攻撃力を{0}アップ","3","10","103401102","10","1","0","0"
"2160","3","0","18","99","10","1","0","10","魔法攻撃力アップ+{0}","2","1","1","","3","30","103401103","10","1","0","0"
"2160","3","0","18","99","1.2","1","0","1.2","魔法防御力アップ+{0}","2","1","1","味方全体の魔法防御力を{0}アップ","3","40","103401104","10","1","0","0"
"2160","3","0","0.25","99","5","1","0","5","ＨＰ回復量+{0}","2","0","1","味方全体のＨＰを{0}回復","3","1","103401105","4","0","0","0"
"2160","7","0","0","1","3.6","2248","0","3.6","","2","0","1","","3","103401101","103401106","26","1","0","0"
"2160","7","0","0","1","1","2248","0","1","","2","0","1","","3","103401102","103401107","26","2","0","0"
"2160","7","0","0","1","1","2248","0","1","","2","0","1","","3","103401103","103401108","26","2","0","0"
"2160","7","0","0","1","0.12","2248","0","0.12","","2","0","1","","3","103401104","103401109","26","2","0","0"
"2160","7","0","0","1","0","2248","0","0.025","","2","0","1","","3","103401105","103401110","26","4","0","0"
"2160","5","0","1.2","1","10","1","0","10","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","1","103401201","4","0","0","0"
"2160","5","0","12","1","0.8","1","0","0.8","魔法防御力アップ+{0}","2","1","1","味方単体の魔法防御力を{0}アップ","3","40","103401202","10","1","0","0"
"2160","5","8.5","0","1","0.08","0.5","0","0.5","回復量+{0}","2","0","1","毎秒ＨＰを{0}回復する","2","1","103401203","48","1","0","0"
"2160","7","0","1","1","180","2","0","248","","2","0","1","乾杯！する","2","1","103401204","35","0","0","0"
"2160","5","0","1.2","1","10","1","0","10","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","1","103402201","4","0","0","0"
"2160","5","0","18","1","0.8","1","0","0.8","魔法防御力アップ+{0}","2","1","1","味方単体の魔法防御力を{0}アップ","3","40","103402202","10","1","0","0"
"2160","5","12.5","0","1","0.08","0.5","0","0.5","回復量+{0}","2","0","1","毎秒ＨＰを{0}回復する","2","1","103402203","48","1","0","0"
"2160","7","0","1","1","180","5","0","248","","2","0","1","乾杯！する","2","1","103402204","35","0","0","0"
"0","0","0","1","0","2","1","0","2","魔法防御力アップ+{0}","0","0","1","自分の魔法防御力を{0}アップ","0","5","103450101","90","0","0","0"
"0","0","0","1","0","2","1","0","2","魔法防御力アップ+{0}","0","0","1","自分の魔法防御力を{0}アップ","0","5","103451101","90","0","0","0"
"0","0","0","1","0","0","1","0","225","","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103451102","90","0","0","0"
"-1","3","0","0","1","5","60","0","60","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","103600101","1","0","0","0"
"-1","3","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","103600201","1","0","0","0"
"0","7","0","9","1","60","1","0","60","魔法攻撃力アップ+{0}","2","0","1","自分の魔法攻撃力を{0}アップ","3","30","103600301","10","1","0","0"
"0","7","0","9","1","0","1","0","300","","2","0","1","自分の魔法クリティカルを{0}アップ","3","70","103600302","10","1","0","0"
"2160","3","0","0","1","0","1","0","2","","1","0","1","","1","1800","103601101","28","103601104","103601102","0"
"-1","3","0","0","1","4.5","56.25","0","56.25","魔法ダメージ+{0}","1","0","1","目の前の敵がマルチターゲットでない場合、敵単体に{0}の魔法ダメージ","1","2","103601102","1","0","0","2"
"-1","3","0","0","1","4.5","56.25","0","56.25","魔法ダメージ+{0}","1","0","1","目の前の敵がマルチターゲットでない場合、敵単体に{0}の魔法ダメージ","1","2","103601103","1","0","0","2"
"2160","3","0","0","99","4.5","56.25","0","56.25","魔法ダメージ+{0}","1","0","1","目の前の敵がマルチターゲットの場合、敵全体に{0}の魔法ダメージ","3","2","103601104","1","0","0","2"
"2160","3","0","0","99","4.5","56.25","0","56.25","魔法ダメージ+{0}","1","0","1","目の前の敵がマルチターゲットの場合、敵全体に{0}の魔法ダメージ","3","2","103601105","1","0","0","2"
"2160","3","0","0","99","0","4","0","1","","1","0","1","","3","103601104","103601106","74","3","0","0"
"2160","3","0","0","99","0","4","0","1","","1","0","1","","3","103601105","103601107","74","3","0","0"
"-1","3","0","0","1","2.4","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","103601201","1","0","0","2"
"2160","3","0","0","1","0","1","0","2","","1","0","1","","1","1800","103602201","28","103602204","0","0"
"-1","3","0","0","1","2.4","30","0","30","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","103602202","1","0","0","2"
"-1","3","0","0","1","2.5","0","0","0","凍結の確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","1","4","103602203","8","0","0","0"
"2160","3","0","0","99","2","25","0","25","魔法ダメージ+{0}","1","0","1","目の前の敵がマルチターゲットの場合、範囲内の敵に{0}の魔法ダメージ","1","2","103602204","1","0","0","2"
"2160","3","0","0","1","0","1","0","2","","1","0","1","","1","1800","103602205","28","103602206","0","0"
"-1","7","0","0","1","1","500","0","0","","2","0","1","目の前の敵がマルチターゲットの場合、自分のＴＰを{0}回復","3","1","103602206","16","0","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","103650101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","103651101","90","0","0","0"
"-1","3","0","0","1","2.25","30","0","30","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103700101","1","0","0","0"
"0","7","0","24","1","64","1","0","64","物理攻撃力アップ+{0}","2","0","1","自分の物理攻撃力を{0}アップ","3","10","103700102","10","1","0","0"
"0","7","0","0","1","24","1.25","0","0","","2","0","1","自分の行動速度25％アップ","1","2","103700103","8","0","0","0"
"600","3","0","0","99","0.8","10","0","10","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103700201","1","0","0","0"
"2160","45","0","0","1","2.4","30","0","30","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103700301","1","0","0","0"
"0","7","0","0","1","0","220","0","0","ＴＰ回復量+{0}","2","0","1","自分のＴＰを{0}回復","1","1","103700302","16","0","0","0"
"2160","3","0","0","3","4","50","0","50","物理ダメージ+{0}","1","0","1","敵３体に{0}の物理ダメージ","1","1","103701101","1","0","0","0"
"-1","7","0","18","1","32","1","0","32","物理攻撃力アップ+{0}","2","0","1","自分の物理攻撃力を{0}アップ","2","10","103701102","10","1","0","0"
"2160","3","0","18","99","32","1","0","32","物理攻撃力アップ+{0}","2","0","1","味方全体の物理攻撃力を{0}アップ","3","10","103701103","10","1","0","0"
"2160","3","0","0","99","18","1.6","0","0","","2","0","1","味方全体の行動速度60％アップ","3","2","103701104","8","0","0","0"
"150","7","0","0","1","0","-1","0","0","","2","0","1","","2","1","103701105","22","10370102","0","0"
"600","3","0","0","99","1.6","20","0","20","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103701201","1","0","0","0"
"600","3","0","0","99","0","0","0","1","","1","0","1","","1","701","103701202","28","0","103701203","0"
"600","3","0","0","99","0.6","7.5","0","7.5","物理ダメージ+{0}","1","0","1","前方範囲内の敵の数が２キャラ以上の場合、範囲内の敵に{0}の物理ダメージ","1","1","103701203","1","0","0","0"
"600","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","103702201","1","0","0","0"
"600","3","0","0","99","0","0","0","1","","1","0","1","","1","701","103702202","28","0","103702203","0"
"600","3","0","0","99","0.6","7.5","0","7.5","物理ダメージ+{0}","1","0","1","前方範囲内の敵の数が２キャラ以上の場合、範囲内の敵に{0}の物理ダメージ","1","1","103702203","1","0","0","0"
"600","3","0","0","99","0","0","0","1","","1","0","1","","1","701","103702204","28","0","103702205","0"
"600","3","0","0","99","0","0","0","2","","1","0","1","","1","702","103702205","28","0","103702206","0"
"600","3","0","0","99","0.6","7.5","0","7.5","物理ダメージ+{0}","1","0","1","前方範囲内の敵の数が３キャラ以上の場合、範囲内の敵に{0}の物理ダメージ","1","1","103702206","1","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103750101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","103751101","90","0","0","0"
"0","7","8","90","1","22.5","1","0","22.5","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","103800101","10","1","0","0"
"2160","3","0","0","1","2.4","30","0","30","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","103800102","1","0","0","0"
"2160","3","0","0","1","0.36","4.5","0","4.5","物理ダメージ+{0}","1","0","1","最大３キャラに各{0}の物理ダメージ","1","1","103800201","1","0","0","0"
"2160","3","0","0","1","0.36","4.5","1","4.5","","1","0","1","","1","1","103800202","1","0","0","0"
