90cec81f948ad38f73411f16d0b49ad667e74f9b71b56125e1f371fdf7cea602,0cbe89560d8215c4c957eee4ccc7e5d694f01a3354794da6012e0926e5013290,eca2d8e795a39e64cb502cf5e196f0a811abc8aae288f0f3876409ecd60a7c94,f2dcfc469c1738814308d1a3bd8ce46b2ff12cf7079ed991900fa135b483fbf9,00df3a288d0d7e31a02c45fe644933456a987697f5edd8078859baad04ee3cf5,6fd2790184afe84d6be9443b74975b2de65c2260e6051485623a37d9285e5e2e,75e7872d40779ddec76e0ae070c17a258c13f7ecbf0ce448fa4a8b6b141e8823,42bd94a3f4dae59de93d3713cb14f3e195f14d7fbfed22042375b517f3ccf4a0,8feb3ffb333e47c0347495ff898948f98fbcf0d962dea06da2dcce86e8e2ff7a,d85c09a07597d267aaf3b6bcf942515b3de6180e9ccc195d9fcd8fa5c7546a53,c8e57bdc4e8af0018cad50fea2897f7a722396edde7995f0acb8f81455123d1d,56fe0ce881bf15a28fc4a7d63a7f3458c3133d13cd5e2795ac01a32e37f78d9f
"0","0","1","4","1005901","0","0","100590152","0","0","52","3.4"
"0","vo_ske","0","2","1005901","0","0","100590153","0","vo_ske_0608","53","0"
"212","0","0","1","1005901","11","2","100590154","0","0","54","0"
"0","0","1","4","1005901","0","0","100590155","0","0","55","2.7"
"339","0","0","1","1005901","11","1","100590156","212","0","56","0"
"0","0","1","4","1005901","0","0","100590157","0","0","57","1"
"82","0","0","1","1005901","12","0.7","100590158","0","0","58","0"
"0","0","1","4","1005901","0","0","100590159","0","0","59","1.9"
"313","0","0","1","1005901","12","1.6","100590160","82","0","60","0"
"0","0","1","4","1005901","0","0","100590161","0","0","61","4"
"0","vo_ske","0","2","1005901","0","0","100590162","0","vo_ske_0609","62","0"
"238","0","0","1","1005901","13","2","100590163","0","0","63","0"
"0","0","1","4","1005901","0","0","100590164","0","0","64","3.8"
"0","vo_ske","0","2","1005901","0","0","100590165","0","vo_ske_0610","65","0"
"114","0","0","1","1005901","14","0.7","100590166","0","0","66","0"
"0","0","1","4","1005901","0","0","100590167","0","0","67","1.4"
"336","0","0","1","1005901","14","1.7","100590168","114","0","68","0"
"0","0","1","4","1005901","0","0","100590169","0","0","69","4.2"
"0","0","1","4","1005902","0","0","100590201","0","0","1","0.8"
"0","vo_ske","0","2","1005902","0","0","100590202","0","vo_ske_0701","2","0"
"310","0","0","1","1005902","1","2.3","100590203","0","0","3","0"
"0","0","1","4","1005902","0","0","100590204","0","0","4","3.6"
"0","vo_ske","0","2","1005902","0","0","100590205","0","vo_ske_0702","5","0"
"120","0","0","1","1005902","2","0.9","100590206","0","0","6","0"
"0","0","1","4","1005902","0","0","100590207","0","0","7","1.6"
"210","0","0","1","1005902","2","0.7","100590208","120","0","8","0"
"0","0","1","4","1005902","0","0","100590209","0","0","9","1.6"
"290","0","0","1","1005902","2","0.9","100590210","210","0","10","0"
"0","0","1","4","1005902","0","0","100590211","0","0","11","1.5"
"250","0","0","1","1005902","3","1.9","100590212","0","0","12","0"
"0","0","1","4","1005902","0","0","100590213","0","0","13","3.5"
"0","vo_ske","0","2","1005902","0","0","100590214","0","vo_ske_0703","14","0"
"135","0","0","1","1005902","4","1.2","100590215","0","0","15","0"
"0","0","1","4","1005902","0","0","100590216","0","0","16","2.1"
"328","0","0","1","1005902","4","1.6","100590217","135","0","17","0"
"0","0","1","4","1005902","0","0","100590218","0","0","18","1.6"
"114","0","0","1","1005902","5","0.6","100590219","0","0","19","0"
"0","0","1","4","1005902","0","0","100590220","0","0","20","2.5"
"0","vo_ske","0","2","1005902","0","0","100590221","0","vo_ske_0704","21","0"
"200","0","0","1","1005902","5","0.7","100590222","114","0","22","0"
"0","0","1","4","1005902","0","0","100590223","0","0","23","2.4"
"318","0","0","1","1005902","5","1.1","100590224","200","0","24","0"
"0","0","1","4","1005902","0","0","100590225","0","0","25","1.1"
"183","0","0","1","1005902","6","1.5","100590226","0","0","26","0"
"0","0","1","4","1005902","0","0","100590227","0","0","27","2"
"340","0","0","1","1005902","6","1.4","100590228","183","0","28","0"
"0","0","1","4","1005902","0","0","100590229","0","0","29","2.9"
"0","vo_ske","0","2","1005902","0","0","100590230","0","vo_ske_0705","30","0"
"85","0","0","1","1005902","7","0.6","100590231","0","0","31","0"
"0","0","1","4","1005902","0","0","100590232","0","0","32","1.4"
"340","0","0","1","1005902","7","2","100590233","85","0","33","0"
"0","0","1","4","1005902","0","0","100590234","0","0","34","5.2"
"0","vo_ske","0","2","1005902","0","0","100590235","0","vo_ske_0706","35","0"
"116","0","0","1","1005902","8","1.226","100590236","0","0","36","0"
"0","0","1","4","1005902","0","0","100590237","0","0","37","1.934"
"281","0","0","1","1005902","8","1.42","100590238","116","0","38","0"
"0","0","1","4","1005902","0","0","100590239","0","0","39","1.552"
"357","0","0","1","1005902","8","0.6","100590240","281","0","40","0"
"0","0","1","4","1005902","0","0","100590241","0","0","41","0.6"
"180","0","0","1","1005902","9","1.2","100590242","0","0","42","0"
"0","0","1","4","1005902","0","0","100590243","0","0","43","3"
"0","vo_ske","0","2","1005902","0","0","100590244","0","vo_ske_0707","44","0"
"284","0","0","1","1005902","9","1","100590245","180","0","45","0"
"0","0","1","4","1005902","0","0","100590246","0","0","46","2"
"402","0","0","1","1005902","9","0.9","100590247","284","0","47","0"
"0","0","1","4","1005902","0","0","100590248","0","0","48","3.1"
"0","vo_ske","0","2","1005902","0","0","100590249","0","vo_ske_0708","49","0"
"168","0","0","1","1005902","10","1.1","100590250","0","0","50","0"
"0","0","1","4","1005902","0","0","100590251","0","0","51","2.4"
"0","vo_ske","0","2","1005902","0","0","100590252","0","vo_ske_0709","52","0"
"340","0","0","1","1005902","11","2.5","100590253","0","0","53","0"
"0","0","1","4","1005902","0","0","100590254","0","0","54","3.4"
"0","vo_ske","0","2","1005902","0","0","100590255","0","vo_ske_0710","55","0"
"150","0","0","1","1005902","12","1.4","100590256","0","0","56","0"
"0","0","1","4","1005902","0","0","100590257","0","0","57","2.1"
"302","0","0","1","1005902","12","1.3","100590258","150","0","58","0"
"0","0","1","4","1005902","0","0","100590259","0","0","59","3.2"
"0","vo_ske","0","2","1005902","0","0","100590260","0","vo_ske_0711","60","0"
"63","0","0","1","1005902","13","0.8","100590261","0","0","61","0"
"0","0","1","4","1005902","0","0","100590262","0","0","62","1.9"
"305","0","0","1","1005902","13","1.7","100590263","63","0","63","0"
"0","0","1","4","1005902","0","0","100590264","0","0","64","3.5"
"0","vo_ske","0","2","1005902","0","0","100590265","0","vo_ske_0712","65","0"
"95","0","0","1","1005902","14","1","100590266","0","0","66","0"
"0","0","1","4","1005902","0","0","100590267","0","0","67","1.9"
"362","0","0","1","1005902","14","1.6","100590268","95","0","68","0"
"0","0","1","4","1005902","0","0","100590269","0","0","69","4.1"
"0","0","1","4","1005903","0","0","100590301","0","0","1","0.8"
"0","vo_ske","0","2","1005903","0","0","100590302","0","vo_ske_0801","2","0"
"231","0","0","1","1005903","1","2.2","100590303","0","0","3","0"
"0","0","1","4","1005903","0","0","100590304","0","0","4","3.4"
"0","vo_ske","0","2","1005903","0","0","100590305","0","vo_ske_0802","5","0"
"39","0","0","1","1005903","2","0.465","100590306","0","0","6","0"
"0","0","1","4","1005903","0","0","100590307","0","0","7","0.998"
"284","0","0","1","1005903","2","1.722","100590308","39","0","8","0"
"0","0","1","4","1005903","0","0","100590309","0","0","9","3.024"
"388","0","0","1","1005903","2","0.8","100590310","284","0","10","0"
"0","0","1","4","1005903","0","0","100590311","0","0","11","0.8"
"168","0","0","1","1005903","3","0.9","100590312","0","0","12","0"
"0","0","1","4","1005903","0","0","100590313","0","0","13","2.5"
"262","0","0","1","1005903","3","1","100590314","168","0","14","0"
"0","0","1","4","1005903","0","0","100590315","0","0","15","1.8"
"388","0","0","1","1005903","3","1.2","100590316","262","0","16","0"
"0","0","1","4","1005903","0","0","100590317","0","0","17","1.2"
"145","0","0","1","1005903","4","0.828","100590318","0","0","18","0"
"0","0","1","4","1005903","0","0","100590319","0","0","19","3.156"
"0","vo_ske","0","2","1005903","0","0","100590320","0","vo_ske_0803","20","0"
"134","0","0","1","1005903","5","1.2","100590321","0","0","21","0"
"0","0","1","4","1005903","0","0","100590322","0","0","22","2.3"
"347","0","0","1","1005903","5","1.8","100590323","134","0","23","0"
"0","0","1","4","1005903","0","0","100590324","0","0","24","3.4"
"257","0","0","1","1005903","6","1.9","100590325","0","0","25","0"
"0","0","1","4","1005903","0","0","100590326","0","0","26","4.3"
"0","vo_ske","0","2","1005903","0","0","100590327","0","vo_ske_0804","27","0"
"133","0","0","1","1005903","7","1.067","100590328","0","0","28","0"
"0","0","1","4","1005903","0","0","100590329","0","0","29","1.523"
"210","0","0","1","1005903","7","0.674","100590330","133","0","30","0"
"0","0","1","4","1005903","0","0","100590331","0","0","31","2.337"
"0","vo_ske","0","2","1005903","0","0","100590332","0","vo_ske_0805","32","0"
"330","0","0","1","1005903","7","1.1","100590333","210","0","33","0"
"0","0","1","4","1005903","0","0","100590334","0","0","34","1.1"
"110","0","0","1","1005903","8","0.675","100590335","0","0","35","0"
"0","0","1","4","1005903","0","0","100590336","0","0","36","1.662"
"350","0","0","1","1005903","8","2","100590337","110","0","37","0"
"0","0","1","4","1005903","0","0","100590338","0","0","38","4.3"
"0","vo_ske","0","2","1005903","0","0","100590339","0","vo_ske_0806","39","0"
"140","0","0","1","1005903","9","1.3","100590340","0","0","40","0"
"0","0","1","4","1005903","0","0","100590341","0","0","41","2.5"
"370","0","0","1","1005903","9","1.7","100590342","140","0","42","0"
"0","0","1","4","1005903","0","0","100590343","0","0","43","1.7"
"83","0","0","1","1005903","10","0.5","100590344","0","0","44","0"
"0","0","1","4","1005903","0","0","100590345","0","0","45","3.5"
"0","vo_ske","0","2","1005903","0","0","100590346","0","vo_ske_0807","46","0"
"222","0","0","1","1005903","11","2","100590347","0","0","47","0"
"0","0","1","4","1005903","0","0","100590348","0","0","48","3.2"
"385","0","0","1","1005903","11","1.1","100590349","222","0","49","0"
"0","0","1","4","1005903","0","0","100590350","0","0","50","1.1"
"102","0","0","1","1005903","12","0.8","100590351","0","0","51","0"
"0","0","1","4","1005903","0","0","100590352","0","0","52","2.4"
"328","0","0","1","1005903","12","1.7","100590353","102","0","53","0"
"0","0","1","4","1005903","0","0","100590354","0","0","54","4.6"
"0","vo_ske","0","2","1005903","0","0","100590355","0","vo_ske_0808","55","0"
"89","0","0","1","1005903","13","0.4","100590356","0","0","56","0"
"0","0","1","4","1005903","0","0","100590357","0","0","57","2"
"360","0","0","1","1005903","13","2.3","100590358","89","0","58","0"
"0","0","1","4","1005903","0","0","100590359","0","0","59","3.2"
"120","0","0","1","1005903","14","0.9","100590360","0","0","60","0"
"0","0","1","4","1005903","0","0","100590361","0","0","61","3.2"
"0","vo_ske","0","2","1005903","0","0","100590362","0","vo_ske_0809","62","0"
"318","0","0","1","1005903","14","0.8","100590363","120","0","63","0"
"0","0","1","4","1005903","0","0","100590364","0","0","64","3.3"
"0","0","1","4","1005904","0","0","100590401","0","0","1","0.8"
"0","vo_ske","0","2","1005904","0","0","100590402","0","vo_ske_0901","2","0"
"113","0","0","1","1005904","1","1.325","100590403","0","0","3","0"
"0","0","1","4","1005904","0","0","100590404","0","0","4","2.008"
"365","0","0","1","1005904","1","1.863","100590405","113","0","5","0"
"0","0","1","4","1005904","0","0","100590406","0","0","6","3.699"
"0","vo_ske","0","2","1005904","0","0","100590407","0","vo_ske_0902","7","0"
"151","0","0","1","1005904","2","1.3","100590408","0","0","8","0"
"0","0","1","4","1005904","0","0","100590409","0","0","9","2.1"
"375","0","0","1","1005904","2","1.8","100590410","151","0","10","0"
"0","0","1","4","1005904","0","0","100590411","0","0","11","1.8"
"71","0","0","1","1005904","3","0.7","100590412","0","0","12","0"
"0","0","1","4","1005904","0","0","100590413","0","0","13","1.6"
"351","0","0","1","1005904","3","2.2","100590414","71","0","14","0"
"0","0","1","4","1005904","0","0","100590415","0","0","15","4.8"
"0","vo_ske","0","2","1005904","0","0","100590416","0","vo_ske_0903","16","0"
"304","0","0","1","1005904","4","2.3","100590417","0","0","17","0"
"0","0","1","4","1005904","0","0","100590418","0","0","18","3"
"389","0","0","1","1005904","4","0.8","100590419","304","0","19","0"
"0","0","1","4","1005904","0","0","100590420","0","0","20","1.3"
"342","0","0","1","1005904","5","2.8","100590421","0","0","21","0"
"0","0","1","4","1005904","0","0","100590422","0","0","22","4.9"
"0","vo_ske","0","2","1005904","0","0","100590423","0","vo_ske_0904","23","0"
"125","0","0","1","1005904","6","0.9","100590424","0","0","24","0"
"0","0","1","4","1005904","0","0","100590425","0","0","25","1.9"
"215","0","0","1","1005904","6","0.8","100590426","125","0","26","0"
"0","0","1","4","1005904","0","0","100590427","0","0","27","1.4"
"395","0","0","1","1005904","6","1.7","100590428","215","0","28","0"
"0","0","1","4","1005904","0","0","100590429","0","0","29","1.7"
"47","0","0","1","1005904","7","0.3","100590430","0","0","30","0"
"0","0","1","4","1005904","0","0","100590431","0","0","31","1.2"
"317","0","0","1","1005904","7","2.1","100590432","47","0","32","0"
"0","0","1","4","1005904","0","0","100590433","0","0","33","4.1"
"0","vo_ske","0","2","1005904","0","0","100590434","0","vo_ske_0905","34","0"
"233","0","0","1","1005904","8","1.3","100590435","0","0","35","0"
"0","0","1","4","1005904","0","0","100590436","0","0","36","1.9"
"311","0","0","1","1005904","8","0.59","100590437","233","0","37","0"
"0","0","1","4","1005904","0","0","100590438","0","0","38","2.656"
"0","vo_ske","0","2","1005904","0","0","100590439","0","vo_ske_0906","39","0"
"97","0","0","1","1005904","9","0.8","100590440","0","0","40","0"
"0","0","1","4","1005904","0","0","100590441","0","0","41","1.7"
"350","0","0","1","1005904","9","2.1","100590442","97","0","42","0"
"0","0","1","4","1005904","0","0","100590443","0","0","43","2.1"
"170","0","0","1","1005904","10","1.4","100590444","0","0","44","0"
"0","0","1","4","1005904","0","0","100590445","0","0","45","3.3"
"300","0","0","1","1005904","10","1.1","100590446","170","0","46","0"
"0","0","1","4","1005904","0","0","100590447","0","0","47","2.2"
"395","0","0","1","1005904","10","0.6","100590448","300","0","48","0"
"0","0","1","4","1005904","0","0","100590449","0","0","49","0.6"
"253","0","0","1","1005904","11","2.1","100590450","0","0","50","0"
"0","0","1","4","1005904","0","0","100590451","0","0","51","4.7"
"0","vo_ske","0","2","1005904","0","0","100590452","0","vo_ske_0907","52","0"
"95","0","0","1","1005904","12","0.8","100590453","0","0","53","0"
"0","0","1","4","1005904","0","0","100590454","0","0","54","1.7"
"256","0","0","1","1005904","12","1.34","100590455","95","0","55","0"
"0","0","1","4","1005904","0","0","100590456","0","0","56","1.874"
"347","0","0","1","1005904","12","0.776","100590457","256","0","57","0"
"0","0","1","4","1005904","0","0","100590458","0","0","58","2.613"
"0","vo_ske","0","2","1005904","0","0","100590459","0","vo_ske_0908","59","0"
"161","0","0","1","1005904","14","1.5","100590460","0","0","60","0"
"0","0","1","4","1005904","0","0","100590461","0","0","61","2.6"
"399","0","0","1","1005904","14","2","100590462","161","0","62","0"
"0","0","1","4","1005904","0","0","100590463","0","0","63","4.5"
"0","0","1","4","1005905","0","0","100590501","0","0","1","0.8"
"0","vo_ske","0","2","1005905","0","0","100590502","0","vo_ske_1001","2","0"
"53","0","0","1","1005905","1","0.5","100590503","0","0","3","0"
"0","0","1","4","1005905","0","0","100590504","0","0","4","1.1"
"235","0","0","1","1005905","1","1.4","100590505","53","0","5","0"
"0","0","1","4","1005905","0","0","100590506","0","0","6","2.8"
"0","vo_ske","0","2","1005905","0","0","100590507","0","vo_ske_1002","7","0"
"230","0","0","1","1005905","2","1.8","100590508","0","0","8","0"
"0","0","1","4","1005905","0","0","100590509","0","0","9","2.4"
"400","0","0","1","1005905","2","1.4","100590510","230","0","10","0"
"0","0","1","4","1005905","0","0","100590511","0","0","11","3.3"
"0","vo_ske","0","2","1005905","0","0","100590512","0","vo_ske_1003","12","0"
"237","0","0","1","1005905","3","2.224","100590513","0","0","13","0"
"0","0","1","4","1005905","0","0","100590514","0","0","14","2.769"
"358","0","0","1","1005905","3","0.869","100590515","237","0","15","0"
"0","0","1","4","1005905","0","0","100590516","0","0","16","1.635"
"93","0","0","1","1005905","4","0.6","100590517","0","0","17","0"
"0","0","1","4","1005905","0","0","100590518","0","0","18","2.2"
"0","vo_ske","0","2","1005905","0","0","100590519","0","vo_ske_1004","19","0"
"237","0","0","1","1005905","4","1.3","100590520","93","0","20","0"
"0","0","1","4","1005905","0","0","100590521","0","0","21","1.8"
"342","0","0","1","1005905","4","0.9","100590522","237","0","22","0"
"0","0","1","4","1005905","0","0","100590523","0","0","23","0.9"
"166","0","0","1","1005905","5","0.9","100590524","0","0","24","0"
"0","0","1","4","1005905","0","0","100590525","0","0","25","2.7"
"327","0","0","1","1005905","5","1.059","100590526","166","0","26","0"
"0","0","1","4","1005905","0","0","100590527","0","0","27","3"
"0","vo_ske","0","2","1005905","0","0","100590528","0","vo_ske_1005","28","0"
"94","0","0","1","1005905","6","1.2","100590529","0","0","29","0"
"0","0","1","4","1005905","0","0","100590530","0","0","30","1.7"
"397","0","0","1","1005905","6","2.1","100590531","94","0","31","0"
"0","0","1","4","1005905","0","0","100590532","0","0","32","4.5"
"0","vo_ske","0","2","1005905","0","0","100590533","0","vo_ske_1006","33","0"
"47","0","0","1","1005905","7","0.566","100590534","0","0","34","0"
"0","0","1","4","1005905","0","0","100590535","0","0","35","1.552"
"362","0","0","1","1005905","7","2.318","100590536","47","0","36","0"
"0","0","1","4","1005905","0","0","100590537","0","0","37","3.724"
"260","0","0","1","1005905","8","2.077","100590538","0","0","38","0"
"0","0","1","4","1005905","0","0","100590539","0","0","39","2.729"
"327","0","0","1","1005905","8","0.66","100590540","260","0","40","0"
"0","0","1","4","1005905","0","0","100590541","0","0","41","2.832"
"0","vo_ske","0","2","1005905","0","0","100590542","0","vo_ske_1007","42","0"
"60","0","0","1","1005905","9","0.608","100590543","0","0","43","0"
"0","0","1","4","1005905","0","0","100590544","0","0","44","1.363"
"179","0","0","1","1005905","9","1.493","100590545","60","0","45","0"
"0","0","1","4","1005905","0","0","100590546","0","0","46","2.007"
"387","0","0","1","1005905","9","1.437","100590547","179","0","47","0"
"0","0","1","4","1005905","0","0","100590548","0","0","48","3.22"
"0","vo_ske","0","2","1005905","0","0","100590549","0","vo_ske_1008","49","0"
"133","0","0","1","1005905","10","1.2","100590550","0","0","50","0"
"0","0","1","4","1005905","0","0","100590551","0","0","51","2.4"
"347","0","0","1","1005905","10","1.5","100590552","133","0","52","0"
"0","0","1","4","1005905","0","0","100590553","0","0","53","1.5"
"104","0","0","1","1005905","11","0.4","100590554","0","0","54","0"
"0","0","1","4","1005905","0","0","100590555","0","0","55","2.7"
"331","0","0","1","1005905","11","1.6","100590556","104","0","56","0"
"0","0","1","4","1005905","0","0","100590557","0","0","57","3.7"
"0","vo_ske","0","2","1005905","0","0","100590558","0","vo_ske_1009","58","0"
"345","0","0","1","1005905","12","2.9","100590559","0","0","59","0"
"0","0","1","4","1005905","0","0","100590560","0","0","60","4"
"216","0","0","1","1005905","13","1.6","100590561","0","0","61","0"
"0","0","1","4","1005905","0","0","100590562","0","0","62","3.6"
"0","vo_ske","0","2","1005905","0","0","100590563","0","vo_ske_1010","63","0"
"121","0","0","1","1005905","14","0.7","100590564","0","0","64","0"
"0","0","1","4","1005905","0","0","100590565","0","0","65","2.1"
"360","0","0","1","1005905","14","1.9","100590566","121","0","66","0"
"0","0","1","4","1005905","0","0","100590567","0","0","67","4.4"
"0","0","1","4","1005906","0","0","100590601","0","0","1","0.8"
"0","vo_ske","0","2","1005906","0","0","100590602","0","vo_ske_1101","2","0"
"121","0","0","1","1005906","1","1","100590603","0","0","3","0"
"0","0","1","4","1005906","0","0","100590604","0","0","4","1.7"
"211","0","0","1","1005906","1","0.6","100590605","121","0","5","0"
"0","0","1","4","1005906","0","0","100590606","0","0","6","1.5"
"280","0","0","1","1005906","1","0.9","100590607","211","0","7","0"
"0","0","1","4","1005906","0","0","100590608","0","0","8","1.5"
"135","0","0","1","1005906","2","1.6","100590609","0","0","9","0"
"0","0","1","4","1005906","0","0","100590610","0","0","10","3.6"
"0","vo_ske","0","2","1005906","0","0","100590611","0","vo_ske_1102","11","0"
"260","0","0","1","1005906","2","0.9","100590612","135","0","12","0"
"0","0","1","4","1005906","0","0","100590613","0","0","13","1.8"
"320","0","0","1","1005906","2","0.7","100590614","260","0","14","0"
"0","0","1","4","1005906","0","0","100590615","0","0","15","1.9"
"346","0","0","1","1005906","2","0.2","100590616","320","0","16","0"
"0","0","1","4","1005906","0","0","100590617","0","0","17","1.5"
"190","0","0","1","1005906","3","2.1","100590618","0","0","18","0"
"0","0","1","4","1005906","0","0","100590619","0","0","19","4.1"
"0","vo_ske","0","2","1005906","0","0","100590620","0","vo_ske_1103","20","0"
"387","0","0","1","1005906","3","1.7","100590621","190","0","21","0"
"0","0","1","4","1005906","0","0","100590622","0","0","22","2.5"
"139","0","0","1","1005906","4","1.197","100590623","0","0","23","0"
"0","0","1","4","1005906","0","0","100590624","0","0","24","1.72"
"347","0","0","1","1005906","4","1.735","100590625","139","0","25","0"
"0","0","1","4","1005906","0","0","100590626","0","0","26","4.154"
"0","vo_ske","0","2","1005906","0","0","100590627","0","vo_ske_1104","27","0"
"292","0","0","1","1005906","5","2.4","100590628","0","0","28","0"
"0","0","1","4","1005906","0","0","100590629","0","0","29","3.1"
"355","0","0","1","1005906","5","0.7","100590630","292","0","30","0"
"0","0","1","4","1005906","0","0","100590631","0","0","31","0.7"
"153","0","0","1","1005906","6","1.2","100590632","0","0","32","0"
"0","0","1","4","1005906","0","0","100590633","0","0","33","1.8"
"289","0","0","1","1005906","6","1.2","100590634","153","0","34","0"
"0","0","1","4","1005906","0","0","100590635","0","0","35","3.8"
"0","vo_ske","0","2","1005906","0","0","100590636","0","vo_ske_1105","36","0"
"92","0","0","1","1005906","7","0.8","100590637","0","0","37","0"
"0","0","1","4","1005906","0","0","100590638","0","0","38","1.4"
"230","0","0","1","1005906","7","1.1","100590639","92","0","39","0"
"0","0","1","4","1005906","0","0","100590640","0","0","40","2.1"
"384","0","0","1","1005906","7","1.3","100590641","260","0","41","0"
"0","0","1","4","1005906","0","0","100590642","0","0","42","1.3"
"55","0","0","1","1005906","8","0.4","100590643","0","0","43","0"
"0","0","1","4","1005906","0","0","100590644","0","0","44","1.9"
"177","0","0","1","1005906","8","1.152","100590645","55","0","45","0"
"0","0","1","4","1005906","0","0","100590646","0","0","46","1.561"
"355","0","0","1","1005906","8","1.273","100590647","177","0","47","0"
"0","0","1","4","1005906","0","0","100590648","0","0","48","3.32"
"0","vo_ske","0","2","1005906","0","0","100590649","0","vo_ske_1106","49","0"
"300","0","0","1","1005906","9","2.7","100590650","0","0","50","0"
"0","0","1","4","1005906","0","0","100590651","0","0","51","3.8"
"79","0","0","1","1005906","10","0.894","100590652","0","0","52","0"
"0","0","1","4","1005906","0","0","100590653","0","0","53","1.455"
"263","0","0","1","1005906","10","1.334","100590654","79","0","54","0"
"0","0","1","4","1005906","0","0","100590655","0","0","55","3.699"
"0","vo_ske","0","2","1005906","0","0","100590656","0","vo_ske_1107","56","0"
"210","0","0","1","1005906","11","1.7","100590657","0","0","57","0"
"0","0","1","4","1005906","0","0","100590658","0","0","58","2.8"
"183","0","0","1","1005906","12","1.364","100590659","0","0","59","0"
"0","0","1","4","1005906","0","0","100590660","0","0","60","3.365"
"0","vo_ske","0","2","1005906","0","0","100590661","0","vo_ske_1108","61","0"
"85","0","0","1","1005906","13","0.6","100590662","0","0","62","0"
"0","0","1","4","1005906","0","0","100590663","0","0","63","2.4"
"0","vo_ske","0","2","1005906","0","0","100590664","0","vo_ske_1109","64","0"
"122","0","0","1","1005906","14","1","100590665","0","0","65","0"
"0","0","1","4","1005906","0","0","100590666","0","0","66","2"
"212","0","0","1","1005906","14","1","100590667","122","0","67","0"
"0","0","1","4","1005906","0","0","100590668","0","0","68","3.5"
