e08cee81aa20e15b055eb264c368109db9635d643253035d7aeed4478724ba7c,23432e091d86d309d5c965748c5e29964a389a31a351a01f6cbfcc7ab356d722,55397b8beab6664c278f560747b252f2aca0c78944e26b12e315ac1ae9d46db5,0e7accde19f6c930342bc498aedadb14e413a970245c3a16315befdc3c74a214,d07b96f8e46ed06a6180cfd68e80ba403940cf9304022e9eac1895883735119e,b8c9a79d6bc6882c3879481fef740ee1e51f45ba49dfa48392e0daea6ce2183e
"849","56011493","50","8","0","91002"
"850","56011494","1","15","1003","10201494"
"851","56011494","100","8","0","91002"
"852","56011495","1","15","1001","10201495"
"853","56011496","1","15","1002","10201496"
"854","56011497","1","15","1003","10201497"
"855","56011497","50","8","0","91002"
"856","56011498","1","15","1001","10201498"
"857","56011499","1","15","1002","10201499"
"858","56011500","1","15","1003","10201500"
"859","56011500","50","8","0","91002"
"860","56011501","1","15","1001","10201501"
"861","56011502","1","15","1002","10201502"
"862","56011503","1","15","1003","10201503"
"863","56011503","50","8","0","91002"
"864","56011504","1","15","1003","10201504"
"865","56011504","100","8","0","91002"
"867","56011505","1","15","1001","10201505"
"868","56011506","1","15","1002","10201506"
"869","56011507","1","15","1003","10201507"
"870","56011507","50","8","0","91002"
"871","56011508","1","15","1001","10201508"
"872","56011509","1","15","1002","10201509"
"873","56011510","1","15","1003","10201510"
"874","56011510","50","8","0","91002"
"875","56011511","1","15","1001","10201511"
"876","56011512","1","15","1002","10201512"
"877","56011513","1","15","1003","10201513"
"878","56011513","50","8","0","91002"
"879","56011514","1","15","1003","10201514"
"880","56011514","100","8","0","91002"
"881","56011515","1","15","1001","10201515"
"882","56011516","1","15","1002","10201516"
"883","56011517","1","15","1003","10201517"
"884","56011517","50","8","0","91002"
"885","56011518","1","15","1001","10201518"
"886","56011519","1","15","1002","10201519"
"887","56011520","1","15","1003","10201520"
"888","56011520","50","8","0","91002"
"889","56011521","1","15","1001","10201521"
"890","56011522","1","15","1002","10201522"
"891","56011523","1","15","1003","10201523"
"892","56011523","50","8","0","91002"
"893","56011524","1","15","1003","10201524"
"894","56011524","100","8","0","91002"
"895","56011525","1","15","1001","10201525"
"896","56011526","1","15","1002","10201526"
"897","56011527","1","15","1003","10201527"
"898","56011527","50","8","0","91002"
"899","56011528","1","15","1001","10201528"
"900","56011529","1","15","1002","10201529"
"901","56011530","1","15","1003","10201530"
"902","56011530","50","8","0","91002"
"903","56011531","1","15","1001","10201531"
"904","56011532","1","15","1002","10201532"
"905","56011533","1","15","1003","10201533"
"906","56011533","50","8","0","91002"
"907","56011534","1","15","1001","10201534"
"908","56011535","1","15","1002","10201535"
"909","56011536","1","15","1003","10201536"
"910","56011536","50","8","0","91002"
"911","56011537","1","15","1003","10201537"
"912","56011537","100","8","0","91002"
"913","56011538","1","15","1001","10201538"
"914","56011539","1","15","1002","10201539"
"915","56011540","1","15","1003","10201540"
"916","56011540","50","8","0","91002"
"917","56011541","1","15","1001","10201541"
"918","56011542","1","15","1002","10201542"
"919","56011543","1","15","1003","10201543"
"920","56011543","50","8","0","91002"
"921","56011544","1","15","1001","10201544"
"922","56011545","1","15","1002","10201545"
"923","56011546","1","15","1003","10201546"
"924","56011546","50","8","0","91002"
"925","56011547","1","15","1001","10201547"
"926","56011548","1","15","1002","10201548"
"927","56011549","1","15","1003","10201549"
"928","56011549","50","8","0","91002"
"929","56011550","1","15","1003","10201550"
"930","56011550","100","8","0","91002"
"931","56011551","1","15","1003","10201551"
"932","56011551","100","8","0","91002"
"933","56011552","1","15","1001","10201552"
"934","56011553","1","15","1002","10201553"
"935","56011554","1","15","1003","10201554"
"936","56011554","50","8","0","91002"
"937","56011555","1","15","1001","10201555"
"938","56011556","1","15","1002","10201556"
"939","56011557","1","15","1003","10201557"
"940","56011557","50","8","0","91002"
"941","56011558","1","15","1001","10201558"
"942","56011559","1","15","1002","10201559"
"943","56011560","1","15","1003","10201560"
"944","56011560","50","8","0","91002"
"945","51402001","1","15","1001","11302001"
"946","51402001","50","8","0","91002"
"947","51402002","1","15","1002","11302002"
"948","51402002","50","8","0","91002"
"949","51402003","1","15","1003","11302003"
"950","51402003","50","8","0","91002"
"951","56011561","1","15","1003","10201561"
"952","56011561","100","8","0","91002"
"953","56011562","1","15","1001","10201562"
"954","56011563","1","15","1002","10201563"
"955","56011564","1","15","1003","10201564"
"956","56011564","50","8","0","91002"
"957","56011565","1","15","1001","10201565"
"958","56011566","1","15","1002","10201566"
"959","56011567","1","15","1003","10201567"
"960","56011567","50","8","0","91002"
"961","56011568","1","15","1001","10201568"
"962","56011569","1","15","1002","10201569"
"963","56011570","1","15","1003","10201570"
"964","56011570","50","8","0","91002"
"965","56011571","1","15","1001","10201571"
"966","56011572","1","15","1002","10201572"
"967","56011573","1","15","1003","10201573"
"968","56011573","50","8","0","91002"
"969","56011574","1","15","1003","10201574"
"970","56011574","100","8","0","91002"
"971","56011575","1","15","1001","10201575"
"972","56011576","1","15","1002","10201576"
"973","56011577","1","15","1003","10201577"
"974","56011577","50","8","0","91002"
"975","56011578","1","15","1001","10201578"
"976","56011579","1","15","1002","10201579"
"977","56011580","1","15","1003","10201580"
"978","56011580","50","8","0","91002"
"979","56011581","1","15","1001","10201581"
"980","56011582","1","15","1002","10201582"
"981","56011583","1","15","1003","10201583"
"982","56011583","50","8","0","91002"
"983","56011584","1","15","1001","10201584"
"984","56011585","1","15","1002","10201585"
"985","56011586","1","15","1003","10201586"
"986","56011586","50","8","0","91002"
"987","56011587","1","15","1001","10201587"
"988","56011588","1","15","1002","10201588"
"989","56011589","1","15","1003","10201589"
"990","56011589","50","8","0","91002"
"991","56011590","1","15","1001","10201590"
"992","56011591","1","15","1002","10201591"
"993","56011592","1","15","1003","10201592"
"994","56011592","50","8","0","91002"
"995","56011593","1","15","1001","10201593"
"996","56011594","1","15","1002","10201594"
"997","56011595","1","15","1003","10201595"
"998","56011595","50","8","0","91002"
"999","56011596","1","15","1003","10201596"
"1000","56011596","100","8","0","91002"
"1001","56011597","1","15","1003","10201597"
"1002","56011597","100","8","0","91002"
"1003","56011598","1","15","1003","10201598"
"1004","56011598","100","8","0","91002"
"1005","56011599","1","15","1001","10201599"
"1006","56011600","1","15","1002","10201600"
"1007","56011601","1","15","1003","10201601"
"1008","56011601","50","8","0","91002"
"1009","56011602","1","15","1001","10201602"
"1010","56011603","1","15","1002","10201603"
"1011","56011604","1","15","1003","10201604"
"1012","56011604","50","8","0","91002"
"1013","56011605","1","15","1003","10201605"
"1014","56011605","100","8","0","91002"
"1015","56011606","1","15","1001","10201606"
"1016","56011607","1","15","1002","10201607"
"1017","56011608","1","15","1003","10201608"
"1018","56011608","50","8","0","91002"
"1019","56011609","1","15","1001","10201609"
"1020","56011610","1","15","1002","10201610"
"1021","56011611","1","15","1003","10201611"
"1022","56011611","50","8","0","91002"
"1023","56011612","1","15","1001","10201612"
"1024","56011613","1","15","1002","10201613"
"1025","56011614","1","15","1003","10201614"
"1026","56011614","50","8","0","91002"
"1027","56011615","1","15","1003","10201615"
"1028","56011615","100","8","0","91002"
"1029","56011616","1","15","1001","10201616"
"1030","56011617","1","15","1002","10201617"
"1031","56011618","1","15","1003","10201618"
"1032","56011618","50","8","0","91002"
"1033","56011619","1","15","1001","10201619"
"1034","56011620","1","15","1002","10201620"
"1035","56011621","1","15","1003","10201621"
"1036","56011621","50","8","0","91002"
"1037","56011622","1","15","1001","10201622"
"1038","56011623","1","15","1002","10201623"
"1039","56011624","1","15","1003","10201624"
"1040","56011624","50","8","0","91002"
"1041","56011625","1","15","1003","10201625"
"1042","56011625","100","8","0","91002"
"1043","56011626","1","15","1001","10201626"
"1044","56011627","1","15","1002","10201627"
"1045","56011628","1","15","1003","10201628"
"1046","56011628","50","8","0","91002"
"1047","56011629","1","15","1001","10201629"
"1048","56011630","1","15","1002","10201630"
"1049","56011631","1","15","1003","10201631"
"1050","56011631","50","8","0","91002"
"1051","56011632","1","15","1001","10201632"
"1052","56011633","1","15","1002","10201633"
"1053","56011634","1","15","1003","10201634"
"1054","56011634","50","8","0","91002"
"1055","56011635","1","15","1003","10201635"
"1056","56011635","100","8","0","91002"
"1057","56011636","1","15","1001","10201636"
"1058","56011637","1","15","1002","10201637"
"1059","56011638","1","15","1003","10201638"
"1060","56011638","50","8","0","91002"
"1061","56011639","1","15","1001","10201639"
"1062","56011640","1","15","1002","10201640"
"1063","56011641","1","15","1003","10201641"
"1064","56011641","50","8","0","91002"
"1065","56011642","1","15","1001","10201642"
"1066","56011643","1","15","1002","10201643"
"1067","56011644","1","15","1003","10201644"
"1068","56011644","50","8","0","91002"
"1069","56011645","1","15","1003","10201645"
"1070","56011645","100","8","0","91002"
"1071","56011646","1","15","1001","10201646"
"1072","56011647","1","15","1002","10201647"
"1073","56011648","1","15","1003","10201648"
"1074","56011648","50","8","0","91002"
"1075","56011649","1","15","1001","10201649"
"1076","56011650","1","15","1002","10201650"
"1077","56011651","1","15","1003","10201651"
"1078","56011651","50","8","0","91002"
"1079","56011652","1","15","1001","10201652"
"1080","56011653","1","15","1002","10201653"
"1081","56011654","1","15","1003","10201654"
"1082","56011654","50","8","0","91002"
"1083","56011655","1","15","1003","10201655"
"1084","56011655","100","8","0","91002"
"1085","56011656","1","15","1003","10201656"
"1086","56011656","100","8","0","91002"
"1087","56011657","1","15","1001","10201657"
"1088","56011658","1","15","1002","10201658"
"1089","56011659","1","15","1003","10201659"
"1090","56011659","50","8","0","91002"
"1091","56011660","1","15","1001","10201660"
"1092","56011661","1","15","1002","10201661"
"1093","56011662","1","15","1003","10201662"
"1094","56011662","50","8","0","91002"
"1095","56011663","1","15","1001","10201663"
"1096","56011664","1","15","1002","10201664"
"1097","56011665","1","15","1003","10201665"
"1098","56011665","50","8","0","91002"
"1099","56011666","1","15","1001","10201666"
"1100","56011667","1","15","1002","10201667"
"1101","56011668","1","15","1003","10201668"
"1102","56011668","50","8","0","91002"
"1103","56011669","1","15","1003","10201669"
"1104","56011669","100","8","0","91002"
"1105","56011670","1","15","1001","10201670"
"1106","56011671","1","15","1002","10201671"
"1107","56011672","1","15","1003","10201672"
"1108","56011672","50","8","0","91002"
"1109","56011673","1","15","1001","10201673"
"1110","56011674","1","15","1002","10201674"
"1111","56011675","1","15","1003","10201675"
"1112","56011675","50","8","0","91002"
"1113","56011676","1","15","1003","10201676"
"1114","56011676","100","8","0","91002"
"1115","56011677","1","15","1001","10201677"
"1116","56011678","1","15","1002","10201678"
"1117","56011679","1","15","1003","10201679"
"1118","56011679","50","8","0","91002"
"1119","56011680","1","15","1001","10201680"
"1120","56011681","1","15","1002","10201681"
"1121","56011682","1","15","1003","10201682"
"1122","56011682","50","8","0","91002"
"1123","56011683","1","15","1001","10201683"
"1124","56011684","1","15","1002","10201684"
"1125","56011685","1","15","1003","10201685"
"1126","56011685","50","8","0","91002"
"1127","56011686","1","15","1001","10201686"
"1128","56011687","1","15","1002","10201687"
"1129","56011688","1","15","1003","10201688"
"1130","56011688","50","8","0","91002"
"1131","56011689","1","15","1003","10201689"
"1132","56011689","100","8","0","91002"
"1133","56011690","1","15","1001","10201690"
"1134","56011691","1","15","1002","10201691"
"1135","56011692","1","15","1003","10201692"
"1136","56011692","50","8","0","91002"
"1137","56011693","1","15","1001","10201693"
"1138","56011694","1","15","1002","10201694"
"1139","56011695","1","15","1003","10201695"
"1140","56011695","50","8","0","91002"
"1141","56011696","1","15","1001","10201696"
"1142","56011697","1","15","1002","10201697"
"1143","56011698","1","15","1003","10201698"
"1144","56011698","50","8","0","91002"
"1145","56011699","1","15","1001","10201699"
"1146","56011700","1","15","1002","10201700"
"1147","56011701","1","15","1003","10201701"
"1148","56011701","50","8","0","91002"
"1149","51501001","1","15","1002","11401001"
"1150","51501001","50","8","0","91002"
"1151","51502001","1","15","1003","11401002"
"1152","51502001","100","8","0","91002"
"1153","56011702","1","15","1003","10201702"
"1154","56011702","100","8","0","91002"
"1155","56011703","1","15","1001","10201703"
"1156","56011704","1","15","1002","10201704"
"1157","56011705","1","15","1003","10201705"
"1158","56011705","50","8","0","91002"
"1159","56011706","1","15","1001","10201706"
"1160","56011707","1","15","1002","10201707"
"1161","56011708","1","15","1003","10201708"
"1162","56011708","50","8","0","91002"
"1163","56011709","1","15","1001","10201709"
"1164","56011710","1","15","1002","10201710"
"1165","56011711","1","15","1003","10201711"
"1166","56011711","50","8","0","91002"
"1167","56011712","1","15","1003","10201712"
"1168","56011712","100","8","0","91002"
"1169","56011713","1","15","1001","10201713"
"1170","56011714","1","15","1002","10201714"
"1171","56011715","1","15","1003","10201715"
"1172","56011715","50","8","0","91002"
"1173","56011716","1","15","1001","10201716"
"1174","56011717","1","15","1002","10201717"
"1175","56011718","1","15","1003","10201718"
"1176","56011718","50","8","0","91002"
"1177","56011719","1","15","1001","10201719"
"1178","56011720","1","15","1002","10201720"
"1179","56011721","1","15","1003","10201721"
"1180","56011721","50","8","0","91002"
"1182","56011722","1","15","1003","10201722"
"1183","56011722","100","8","0","91002"
"1184","56011723","1","15","1001","10201723"
"1185","56011724","1","15","1002","10201724"
"1186","56011725","1","15","1003","10201725"
"1187","56011725","50","8","0","91002"
"1188","56011726","1","15","1001","10201726"
"1189","56011727","1","15","1002","10201727"
"1190","56011728","1","15","1003","10201728"
"1191","56011728","50","8","0","91002"
"1192","56011729","1","15","1001","10201729"
"1193","56011730","1","15","1002","10201730"
"1194","56011731","1","15","1003","10201731"
"1195","56011731","50","8","0","91002"
"1196","56011732","1","15","1003","10201732"
"1197","56011732","100","8","0","91002"
"1198","56011733","1","15","1001","10201733"
"1199","56011734","1","15","1002","10201734"
"1200","56011735","1","15","1003","10201735"
"1201","56011735","50","8","0","91002"
"1202","56011736","1","15","1001","10201736"
"1203","56011737","1","15","1002","10201737"
"1204","56011738","1","15","1003","10201738"
"1205","56011738","50","8","0","91002"
"1206","56011739","1","15","1001","10201739"
"1207","56011740","1","15","1002","10201740"
"1208","56011741","1","15","1003","10201741"
"1209","56011741","50","8","0","91002"
"1210","56011742","1","15","1001","10201742"
"1211","56011743","1","15","1002","10201743"
"1212","56011744","1","15","1003","10201744"
"1213","56011744","50","8","0","91002"
"1214","56011745","1","15","1003","10201745"
"1215","56011745","100","8","0","91002"
"1216","56011746","1","15","1001","10201746"
"1217","56011747","1","15","1002","10201747"
"1218","56011748","1","15","1003","10201748"
"1219","56011748","50","8","0","91002"
"1220","56011749","1","15","1001","10201749"
"1221","56011750","1","15","1002","10201750"
"1222","56011751","1","15","1003","10201751"
"1223","56011751","50","8","0","91002"
"1224","56011752","1","15","1003","10201752"
"1225","56011752","100","8","0","91002"
"1226","56011753","1","15","1001","10201753"
"1227","56011754","1","15","1002","10201754"
"1228","56011755","1","15","1003","10201755"
"1229","56011755","50","8","0","91002"
"1230","56011756","1","15","1001","10201756"
"1231","56011757","1","15","1002","10201757"
"1232","56011758","1","15","1003","10201758"
"1233","56011758","50","8","0","91002"
"1234","56011759","1","15","1001","10201759"
"1235","56011760","1","15","1002","10201760"
"1236","56011761","1","15","1003","10201761"
"1237","56011761","50","8","0","91002"
"1238","56011762","1","15","1001","10201762"
"1239","56011763","1","15","1002","10201763"
"1240","56011764","1","15","1003","10201764"
"1241","56011764","50","8","0","91002"
"1242","56011765","1","15","1003","10201765"
"1243","56011765","100","8","0","91002"
"1244","56011766","1","15","1001","10201766"
"1245","56011767","1","15","1002","10201767"
"1246","56011768","1","15","1003","10201768"
"1247","56011768","50","8","0","91002"
"1248","56011769","1","15","1001","10201769"
"1249","56011770","1","15","1002","10201770"
"1250","56011771","1","15","1003","10201771"
"1251","56011771","50","8","0","91002"
"1252","56011772","1","15","1001","10201772"
"1253","56011773","1","15","1002","10201773"
"1254","56011774","1","15","1003","10201774"
"1255","56011774","50","8","0","91002"
"1256","56011775","1","15","1003","10201775"
"1257","56011775","100","8","0","91002"
"1258","56011776","1","15","1001","10201776"
"1259","56011777","1","15","1002","10201777"
"1260","56011778","1","15","1003","10201778"
"1261","56011778","50","8","0","91002"
"1262","56011779","1","15","1001","10201779"
"1263","56011780","1","15","1002","10201780"
"1264","56011781","1","15","1003","10201781"
"1265","56011781","50","8","0","91002"
"1266","56011782","1","15","1001","10201782"
"1267","56011783","1","15","1002","10201783"
"1268","56011784","1","15","1003","10201784"
"1269","56011784","50","8","0","91002"
"1270","56011785","1","15","1003","10201785"
"1271","56011785","100","8","0","91002"
"1272","51601001","1","15","1001","11601001"
"1273","51601002","1","15","1002","11601002"
"1274","51601003","1","15","1003","11601003"
"1275","56011786","1","15","1001","10201786"
"1276","56011787","1","15","1002","10201787"
"1277","56011788","1","15","1003","10201788"
"1278","56011788","50","8","0","91002"
"1279","56011789","1","15","1001","10201789"
"1280","56011790","1","15","1002","10201790"
"1281","56011791","1","15","1003","10201791"
"1282","56011791","50","8","0","91002"
"1283","56011792","1","15","1003","10201792"
"1284","56011792","100","8","0","91002"
"1285","56011793","1","15","1001","10201793"
"1286","56011794","1","15","1002","10201794"
"1287","56011795","1","15","1003","10201795"
"1288","56011795","50","8","0","91002"
"1289","56011796","1","15","1001","10201796"
"1290","56011797","1","15","1002","10201797"
"1291","56011798","1","15","1003","10201798"
"1292","56011798","50","8","0","91002"
"1293","56011799","1","15","1003","10201799"
"1294","56011799","100","8","0","91002"
"1295","56011800","1","15","1001","10201800"
"1296","56011801","1","15","1002","10201801"
"1297","56011802","1","15","1003","10201802"
"1298","56011802","50","8","0","91002"
"1299","56011803","1","15","1001","10201803"
"1300","56011804","1","15","1002","10201804"
"1301","56011805","1","15","1003","10201805"
"1302","56011805","50","8","0","91002"
"1303","56011806","1","15","1003","10201806"
"1304","56011806","100","8","0","91002"
"1305","56011807","1","15","1001","10201807"
"1306","56011808","1","15","1002","10201808"
"1307","56011809","1","15","1003","10201809"
"1308","56011809","50","8","0","91002"
"1309","56011810","1","15","1001","10201810"
"1310","56011811","1","15","1002","10201811"
"1311","56011812","1","15","1003","10201812"
"1312","56011812","50","8","0","91002"
"1313","56011813","1","15","1001","10201813"
"1314","56011814","1","15","1002","10201814"
"1315","56011815","1","15","1003","10201815"
"1316","56011815","50","8","0","91002"
"1317","56011816","1","15","1001","10201816"
"1318","56011817","1","15","1002","10201817"
"1319","56011818","1","15","1003","10201818"
"1320","56011818","50","8","0","91002"
"1321","56011819","1","15","1003","10201819"
"1322","56011819","100","8","0","91002"
"1323","56011820","1","15","1001","10201820"
"1324","56011821","1","15","1002","10201821"
"1325","56011822","1","15","1003","10201822"
"1326","56011822","50","8","0","91002"
"1327","56011823","1","15","1001","10201823"
"1328","56011824","1","15","1002","10201824"
"1329","56011825","1","15","1003","10201825"
"1330","56011825","50","8","0","91002"
"1331","56011826","1","15","1001","10201826"
"1332","56011827","1","15","1002","10201827"
"1333","56011828","1","15","1003","10201828"
"1334","56011828","50","8","0","91002"
"1335","56011829","1","15","1001","10201829"
"1336","56011830","1","15","1002","10201830"
"1337","56011831","1","15","1003","10201831"
"1338","56011831","50","8","0","91002"
"1339","51701001","1","15","1001","11701001"
"1340","56011832","1","15","1001","10201832"
"1341","56011833","1","15","1002","10201833"
"1342","56011834","1","15","1003","10201834"
"1343","56011834","50","8","0","91002"
"1344","56011835","1","15","1001","10201835"
"1345","56011836","1","15","1002","10201836"
"1346","56011837","1","15","1003","10201837"
"1347","56011837","50","8","0","91002"
"1348","56011838","1","15","1003","10201838"
"1349","56011838","100","8","0","91002"
"1350","56011839","1","15","1003","10201839"
"1351","56011839","100","8","0","91002"
"1352","56011840","1","15","1003","10201840"
"1353","56011840","100","8","0","91002"
"1354","56011841","1","15","1001","10201841"
"1355","56011842","1","15","1002","10201842"
"1356","56011843","1","15","1003","10201843"
"1357","56011843","50","8","0","91002"
"1358","56011844","1","15","1001","10201844"
"1359","56011845","1","15","1002","10201845"
"1360","56011846","1","15","1003","10201846"
"1361","56011846","50","8","0","91002"
"1362","56011847","1","15","1001","10201847"
"1363","56011848","1","15","1002","10201848"
"1364","56011849","1","15","1003","10201849"
"1365","56011849","50","8","0","91002"
"1366","56011850","1","15","1001","10201850"
"1367","56011851","1","15","1002","10201851"
"1368","56011852","1","15","1003","10201852"
"1369","56011852","50","8","0","91002"
"1370","56011853","1","15","1001","10201853"
"1371","56011854","1","15","1002","10201854"
"1372","56011855","1","15","1003","10201855"
"1373","56011855","50","8","0","91002"
"1374","56011856","1","15","1001","10201856"
"1375","56011857","1","15","1002","10201857"
"1376","56011858","1","15","1003","10201858"
"1377","56011858","50","8","0","91002"
"1378","56011859","1","15","1001","10201859"
"1379","56011860","1","15","1002","10201860"
"1380","56011861","1","15","1003","10201861"
"1381","56011861","50","8","0","91002"
"1382","56011862","1","15","1003","10201862"
"1383","56011862","100","8","0","91002"
"1384","56011863","1","15","1001","10201863"
"1385","56011864","1","15","1002","10201864"
"1386","56011865","1","15","1003","10201865"
"1387","56011865","50","8","0","91002"
"1388","56011866","1","15","1001","10201866"
"1389","56011867","1","15","1002","10201867"
"1390","56011868","1","15","1003","10201868"
"1391","56011868","50","8","0","91002"
"1392","56011869","1","15","1001","10201869"
"1393","56011870","1","15","1002","10201870"
"1394","56011871","1","15","1003","10201871"
"1395","56011871","50","8","0","91002"
"1396","56011872","1","15","1001","10201872"
"1397","56011873","1","15","1002","10201873"
"1398","56011874","1","15","1003","10201874"
"1399","56011874","50","8","0","91002"
"1400","51801001","1","15","1003","11801001"
"1401","56011875","1","15","1001","10201875"
"1402","56011876","1","15","1002","10201876"
"1403","56011877","1","15","1003","10201877"
"1404","56011877","50","8","0","91002"
"1405","56011878","1","15","1001","10201878"
"1406","56011879","1","15","1002","10201879"
"1407","56011880","1","15","1003","10201880"
"1408","56011880","50","8","0","91002"
"1409","56011881","1","15","1001","10201881"
"1410","56011882","1","15","1002","10201882"
"1411","56011883","1","15","1003","10201883"
"1412","56011883","50","8","0","91002"
"1413","56011884","1","15","1001","10201884"
"1414","56011885","1","15","1002","10201885"
"1415","56011886","1","15","1003","10201886"
"1416","56011886","50","8","0","91002"
"1417","56011887","1","15","1001","10201887"
"1418","56011888","1","15","1002","10201888"
"1419","56011889","1","15","1003","10201889"
"1420","56011889","50","8","0","91002"
"1421","56011890","1","15","1001","10201890"
"1422","56011891","1","15","1002","10201891"
"1423","56011892","1","15","1003","10201892"
"1424","56011892","50","8","0","91002"
"1425","56011893","1","15","1001","10201893"
"1426","56011894","1","15","1002","10201894"
"1427","56011895","1","15","1003","10201895"
"1428","56011895","50","8","0","91002"
"1429","56011896","1","15","1001","10201896"
"1430","56011897","1","15","1002","10201897"
"1431","56011898","1","15","1003","10201898"
"1432","56011898","50","8","0","91002"
"1433","56011899","1","15","1003","10201899"
"1434","56011899","100","8","0","91002"
"1435","56011900","1","15","1003","10201900"
"1436","56011900","100","8","0","91002"
"1437","56011901","1","15","1003","10201901"
"1438","56011901","100","8","0","91002"
"1439","56011902","1","15","1001","10201902"
"1440","56011903","1","15","1002","10201903"
"1441","56011904","1","15","1003","10201904"
"1442","56011904","50","8","0","91002"
"1443","56011905","1","15","1001","10201905"
"1444","56011906","1","15","1002","10201906"
"1445","56011907","1","15","1003","10201907"
"1446","56011907","50","8","0","91002"
"1447","56011908","1","15","1001","10201908"
"1448","56011909","1","15","1002","10201909"
"1449","56011910","1","15","1003","10201910"
"1450","56011910","50","8","0","91002"
"1451","56011911","1","15","1001","10201911"
"1452","56011912","1","15","1002","10201912"
"1453","56011913","1","15","1003","10201913"
"1454","56011913","50","8","0","91002"
"1455","56011914","1","15","1001","10201914"
"1456","56011915","1","15","1002","10201915"
"1457","56011916","1","15","1003","10201916"
"1458","56011916","50","8","0","91002"
"1459","56012019","1","15","1003","10202019"
"1460","56011917","1","15","1001","10201917"
"1461","56011918","1","15","1002","10201918"
"1462","56011919","1","15","1003","10201919"
"1463","56011919","50","8","0","91002"
"1464","56011920","1","15","1001","10201920"
"1465","56011921","1","15","1002","10201921"
"1466","56011922","1","15","1003","10201922"
"1467","56011922","50","8","0","91002"
"1468","56011923","1","15","1001","10201923"
"1469","56011924","1","15","1002","10201924"
"1470","56011925","1","15","1003","10201925"
"1471","56011925","50","8","0","91002"
"1472","56011926","1","15","1001","10201926"
"1473","56011927","1","15","1002","10201927"
"1474","56011928","1","15","1003","10201928"
"1475","56011928","50","8","0","91002"
"1476","56011929","1","15","1001","10201929"
"1477","56011930","1","15","1002","10201930"
"1478","56011931","1","15","1003","10201931"
"1479","56011931","50","8","0","91002"
"1480","56011932","1","15","1001","10201932"
"1481","56011933","1","15","1002","10201933"
"1482","56011934","1","15","1003","10201934"
"1483","56011934","50","8","0","91002"
"1484","56011935","1","15","1001","10201935"
"1485","56011936","1","15","1002","10201936"
"1486","56011937","1","15","1003","10201937"
"1487","56011937","50","8","0","91002"
"1488","56011938","1","15","1001","10201938"
"1489","56011939","1","15","1002","10201939"
"1490","56011940","1","15","1003","10201940"
"1491","56011940","50","8","0","91002"
"1492","56011941","1","15","1001","10201941"
"1493","56011942","1","15","1002","10201942"
"1494","56011943","1","15","1003","10201943"
"1495","56011943","50","8","0","91002"
"1496","56011944","1","15","1001","10201944"
"1497","56011945","1","15","1002","10201945"
"1498","56011946","1","15","1003","10201946"
"1499","56011946","50","8","0","91002"
"1500","56011947","1","15","1001","10201947"
"1501","56011948","1","15","1002","10201948"
"1502","56011949","1","15","1003","10201949"
"1503","56011949","50","8","0","91002"
"1504","56011950","1","15","1001","10201950"
"1505","56011951","1","15","1002","10201951"
"1506","56011952","1","15","1003","10201952"
"1507","56011952","50","8","0","91002"
"1508","56011953","1","15","1001","10201953"
"1509","56011954","1","15","1002","10201954"
"1510","56011955","1","15","1003","10201955"
"1511","56011955","50","8","0","91002"
"1512","56011956","1","15","1003","10201956"
"1513","56011956","100","8","0","91002"
"1514","56011957","1","15","1001","10201957"
"1515","56011958","1","15","1002","10201958"
"1516","56011959","1","15","1003","10201959"
"1517","56011959","50","8","0","91002"
"1518","56011960","1","15","1001","10201960"
"1519","56011961","1","15","1002","10201961"
"1520","56011962","1","15","1003","10201962"
"1521","56011962","50","8","0","91002"
"1522","56011963","1","15","1001","10201963"
"1523","56011964","1","15","1002","10201964"
"1524","56011965","1","15","1003","10201965"
"1525","56011965","50","8","0","91002"
"1526","56011966","1","15","1001","10201966"
"1527","56011967","1","15","1002","10201967"
"1528","56011968","1","15","1003","10201968"
"1529","56011968","50","8","0","91002"
"1530","56011969","1","15","1001","10201969"
"1531","56011970","1","15","1002","10201970"
"1532","56011971","1","15","1003","10201971"
"1533","56011971","50","8","0","91002"
"1534","56011972","1","15","1001","10201972"
"1535","56011973","1","15","1002","10201973"
"1536","56011974","1","15","1003","10201974"
"1537","56011974","50","8","0","91002"
"1538","56012022","1","15","1003","10202022"
"1539","56011975","1","15","1001","10201975"
"1540","56011976","1","15","1002","10201976"
"1541","56011977","1","15","1003","10201977"
"1542","56011977","50","8","0","91002"
"1543","56011978","1","15","1001","10201978"
"1544","56011979","1","15","1002","10201979"
"1545","56011980","1","15","1003","10201980"
"1546","56011980","50","8","0","91002"
"1547","56011981","1","15","1001","10201981"
"1548","56011982","1","15","1002","10201982"
"1549","56011983","1","15","1003","10201983"
"1550","56011983","50","8","0","91002"
"1551","56011984","1","15","1001","10201984"
"1552","56011985","1","15","1002","10201985"
"1553","56011986","1","15","1003","10201986"
"1554","56011986","50","8","0","91002"
"1555","56011987","1","15","1001","10201987"
"1556","56011988","1","15","1002","10201988"
"1557","56011989","1","15","1003","10201989"
"1558","56011989","50","8","0","91002"
"1559","56011990","1","15","1001","10201990"
"1560","56011991","1","15","1002","10201991"
"1561","56011992","1","15","1003","10201992"
"1562","56011992","50","8","0","91002"
"1563","56011993","1","15","1001","10201993"
"1564","56011994","1","15","1002","10201994"
"1565","56011995","1","15","1003","10201995"
