f4feaa71e46f4a3bb5ab39757ba8d7284c7ffd8a4f5bb0c329544c3091d42ebf,3f8d7b0b1c48e956915db059c280aeb9ba7b1a52d7c4c1e55a7bca727631266c,c2fad029c8326f8db0a00119de936e69ec7c819c662d079df1d3c34b4ef5c08a,cd9b8f6c61c42fa6c327b8b8145cf3f5d0f4d077540694902418be64075f6a72,061ba7f2149e87452724ca3e2957200b0dec66ded6e9b3495a1db3e2b255da6c,a0754edac4c9a5d63bc638a64e7fb8faf47571ae198e574680fac358ce290ca8,ea5c01e02a094877ffe9368570f3daedece18e56e869b13eb41a4b532f07d9c8,ba3662633c3c0d9ab6e9afc93a2e0f3663d3b58e867010e491bf7f3a2cc5b1d5,5e76570d40e88ddb3f79fd3a3306c6e79bb48be139e872091771b4ff878c842a,b413d3298188770114131c93c95b8452f8afb6d40a5c6c482e9c15b15b96c9c4,3f2363b58e58ba57babe3204cf707b519c980987518695b9fb4fb48538c3ff97,33cba9b3d4858b10da5e9b62c04191ae559d56017a159b2a906ab93f7db50edb,cea4086805db13c08de37c79d362f264f5fa723e839946ff7f6042f36d403f4b
"0","vo_empress_103101_002","5","114","vo_empress_103101_002","何よりも色濃い死の気配が、\n世界に満ちていくのを感じます\nでも、倒れるわけにはいきません\n最後まで戦いましょう、全力で","","","1","4","103101","1","シノブ"
"0","vo_empress_103101_003","5","115","vo_empress_103101_003","これほどまでに強大な力なんて…\n占いも、未来は滅びの闇に覆われ\nつつある、と出ています…それでも\n希望を手放すわけには…！","","","2","4","103103","1","シノブ"
"103101","vo_empress_103101_004","5","116","vo_empress_103101_004","命ある者にとって、死の運命は\n決して避けられないもの…\nでも、今この時ではないはずです\n戦いましょう、未来のために…！","","","3","4","103101","1","シノブ"
"0","vo_empress_103201_001","5","117","vo_empress_103201_001","これ以上の狼藉は許しません！\nウィスタリア家の名に懸けて、\nこの世界の人々を守ります…必ずや\n貴人としての役目を果たしますわ！","","","1","4","103201","1","アキノ"
"0","vo_empress_103201_002","5","118","vo_empress_103201_002","互いを利するウィンウィンの関係\nそれが商売の鉄則です。力を振るい\n一方的に望みを押し付けるなんて、\n倒産まっしぐらですわよっ！","","","1","4","103201","1","アキノ"
"0","vo_empress_103201_003","5","119","vo_empress_103201_003","幻境竜后…すさまじい力ですわね\n世界を意のままにするという野望も\n決して絵空事ではないのでしょう…\nそれでも私は…諦めませんわよ！","","","2","4","103203","1","アキノ"
"103201","vo_empress_103201_004","5","120","vo_empress_103201_004","人々を守ることが力ある者の務め…\nそしてあなたさまと共に生きること\nそれが私の務めであり願いですわ！\nこの想いは、止まりませんわよ！","","","3","4","103202","1","アキノ"
"0","vo_empress_103301_001","5","121","vo_empress_103301_001","こんな舞台で漫才したって\nみんなもお天道さんもどんよりだべ\n安心して笑ってられる世界を\nオラたちで取り戻すど！　おー！","","","1","4","103301","1","マヒル"
"0","vo_empress_103301_002","5","122","vo_empress_103301_002","お、おっかねぇ連中だ…！\nでも…スベっちまう怖さに比べりゃ\nマシだべな！　あははっ！\nみんなの笑顔は、オラが守るべ！","","","1","4","103301","1","マヒル"
"0","vo_empress_103301_003","5","123","vo_empress_103301_003","あの子、芸人として光りそうだべな\n幻境竜后なんて仰々しい名前も…\nノーヴィジョンズノープロブレム！\n…あたた！　激しいツッコミだべ！","","","2","4","103303","1","マヒル"
"103301","vo_empress_103301_004","5","124","vo_empress_103301_004","逆境も笑顔で切り開く…\nあんちゃんと一緒なら\nできる気がすんだ\nオラたちの芸人魂、見せてやるべ！","","","3","4","103302","1","マヒル"
"0","vo_empress_103401_001","5","125","vo_empress_103401_001","元…ううん、正しき聖騎士として\nここでやらなきゃいつやるのよ…！\n必ずみんなを守りきってみせるわ\n怪我をした人は私のところへ！","","","1","4","103401","1","ユカリ"
"0","vo_empress_103401_002","5","126","vo_empress_103401_002","…んぐっ…ごくっ…ぷは～っ♪\nよぉし気合十分らわ～っ！\nこら～幻境竜后～っ！　隠れて\nないでかかってきなさ～い！","","","1","4","103401","1","ユカリ"
"0","vo_empress_103401_003","5","127","vo_empress_103401_003","ひっく…ふぇ？　な、なに……？\nと、とっても大きいのが見えりゅ…\n…なっ、なによこれえぇぇ！\nこ、これが幻境竜后の姿なのぉ～っ","","","2","4","103403","1","ユカリ"
"103401","vo_empress_103401_004","5","128","vo_empress_103401_004","私は無敵らのよ～♪　この世界と\nキミと築く\n素敵な未来のために…幻境竜后！\nぶっとばしてやるわぁ～っ！","","","3","4","103402","1","ユカリ"
"0","vo_empress_103601_001","5","129","vo_empress_103601_001","ここで私たちが諦めたら、このまま\n世界が終わっちゃう！　そんなの\n絶対ダメです！　負けられません！\n私たちで全部退治しちゃいますよ！","","","1","4","103603","1","キョウカ"
"0","vo_empress_103601_002","5","130","vo_empress_103601_002","うぅ、ふしんしゃがいっぱいです！\n…でも、このくらいへっちゃらです\nお母さんが心配する前に、早く\n片付けておうちに帰りましょう！","","","1","4","103603","1","キョウカ"
"0","vo_empress_103601_003","5","131","vo_empress_103601_003","あれが私たちの敵、幻境竜后…\nほ、本当に勝てるんでしょうか…？\n立ってるだけで体が震えて…でも、\n弱気になっちゃダメですよねっ…！","","","2","4","103601","1","キョウカ"
"103601","vo_empress_103601_004","5","132","vo_empress_103601_004","正直に言うと…まだ少し怖いです\n我慢したって怖くて体が震えます\nでも、あなたがいてくれるから…\n勇気だって同じくらい湧いてきます","","","3","4","103602","1","キョウカ"
"0","vo_empress_103701_001","5","133","vo_empress_103701_001","滅ぼすための力に、守るための力が\n屈するわけにはいかないよ。\nこの剣の誇りに賭けて、必ず止める\nさあ、来い！　ミクマ流が相手だ！","","","1","4","103701","1","トモ"
"0","vo_empress_103701_002","5","134","vo_empress_103701_002","追いかけっこでもしようか\n鬼さんこちら♪　…って、まだ\n来るの！？　不意打ちされる側に\nなるのは趣味じゃないんだけどな！","","","1","4","103701","1","トモ"
"0","vo_empress_103701_003","5","135","vo_empress_103701_003","踏み込めない…踏み込む隙がない…\n向きあってるだけで精一杯なんて…\nで、でも…こんなところで\n剣を捨てるわけにはっ…！","","","2","4","103701","1","トモ"
"103701","vo_empress_103701_004","5","136","vo_empress_103701_004","勝機は私の中にあったんだ…！\nあなたとの、\n一番強くて絶対に消えない絆\nそれが、あいつを倒す力をくれる！","","","3","4","103702","1","トモ"
"0","vo_empress_103801_001","5","137","vo_empress_103801_001","手ごわい相手ですね…\nでも、不思議と怖くありません\nあなたと力を合わせれば\n何とかなるって信じていますから","","","1","4","103801","1","シオリ"
"0","vo_empress_103801_002","5","138","vo_empress_103801_002","あなたの応援で、私の胸に\n愛と希望が満ち溢れています…\n今こそ魔法狩人ピュアリー★シオリ\nに大変身する時なのかも…？","","","1","4","103801","1","シオリ"
"0","vo_empress_103801_003","5","139","vo_empress_103801_003","とてつもない力ですね…\nでも、諦めたくありません\n何度だって立ち上がってみせます\n今までと同じように…！","","","2","4","103803","1","シオリ"
"103801","vo_empress_103801_004","5","140","vo_empress_103801_004","今の私に怖いものなんてありません\nあなたとの愛の力がありますから♪\n…少し舞い上がり過ぎですかね？\nふふ、気を引き締めてがんばります","","","3","4","103802","1","シオリ"
"0","vo_empress_104001_001","5","141","vo_empress_104001_001","進んで目立ちたくはないですけど…\nと、ともっ…友達を守るためなら！\nＢＢ団として、勇気を振り絞って…\n団長さんと一緒に戦います！","","","1","4","104001","1","アオイ"
"0","vo_empress_104001_002","5","142","vo_empress_104001_002","いいい、一緒に戦う仲間がこんなに\nいてくれるなんて、こ、心強いの\n助太郎～っ！　私も末席で参加し…\nじゃなくてっ！　全力で戦います！","","","1","4","104002","1","アオイ"
"0","vo_empress_104001_003","5","143","vo_empress_104001_003","ううっ、手も足も声も震えてます…\nで、でも逃げも隠れもしませんよっ\n逃げたらぼっちが廃ります！","","","2","4","104003","1","アオイ"
"104001","vo_empress_104001_004","5","144","vo_empress_104001_004","私はひとりぼっちじゃない…\n団長さんと繋がった絆があるから\nどんな敵だって怖くないですっ！\n行きましょう、団長さんっ！","","","3","4","104002","1","アオイ"
"0","vo_empress_104201_001","5","145","vo_empress_104201_001","やめてくれる気はなさそうです\nそれなら私も、絶対にここを\n動きはしません…！　だって\n私は……ワガママですからっ！","","","1","4","104203","1","チカ"
"0","vo_empress_104201_002","5","146","vo_empress_104201_002","私の唱喚術は人を守るためのもの…\nこの世界の森羅万象を護るための\nもの。今こそ、声の限り歌います\nこの子たちと、あなたと共に！","","","1","4","104201","1","チカ"
"0","vo_empress_104201_003","5","147","vo_empress_104201_003","精霊たちが震えてる…今までの\n敵とは訳が違うってことですよね…\n私もここに立っているのが精一杯…\n怖いけど…でも！　退きません…！","","","2","4","104203","1","チカ"
"104201","vo_empress_104201_004","5","148","vo_empress_104201_004","今なら歌える気がします。ずっと\n探していた、誰かの心を震わせる歌\n幻境竜后…孤独なあなたの心にも\n私たちの歌が届くように…！","","","3","4","104201","1","チカ"
"0","vo_empress_104301_001","5","149","vo_empress_104301_001","敵さんがどんだけ強くったって\n後には退けねぇんだ！　そうだろ、\nさぁ、覚悟しやがれよ！","","","1","4","104301","1","マコト"
"0","vo_empress_104301_002","5","150","vo_empress_104301_002","くっ、敵の連中、ずいぶんな戦力\n揃えてきやがった。けど、\n数でも気合でも負けやしねぇ！\nあたしが嚙み砕いてやる！","","","1","4","104301","1","マコト"
"0","vo_empress_104301_003","5","151","vo_empress_104301_003","幻境竜后とやら…マジで\n洒落になんねえな。だからって\n引き下がるわけにゃいかねえ！\n持ちこたえてやるぜ！","","","2","4","104303","1","マコト"
"104301","vo_empress_104301_004","5","152","vo_empress_104301_004","どんな強い敵でも\n恐れる必要なんてないよな\nさあ、いっしょに─最大パワーで\nブチのめしてやろうぜっ！","","","3","4","104302","1","マコト"
"0","vo_empress_104401_001","5","153","vo_empress_104401_001","ここはいずれわらわが支配する世界\nつまり、わが領地に等しきもの…\n奴らのような不届き者の蛮行、\n見過ごすわけにはいかぬわ！","","","1","4","104401","1","イリヤ"
"0","vo_empress_104401_002","5","154","vo_empress_104401_002","厳しい戦いになりそうじゃな…\nお主もわらわから離れるでないぞ\nも、もちろん、大人の姿を保つのに\n都合がいいからというだけじゃ！","","","1","4","104401","1","イリヤ"
"0","vo_empress_104401_003","5","155","vo_empress_104401_003","何とも恐ろしく禍々しい力じゃ…\nだが、我が意志は決して挫けぬ\n高貴なる吸血鬼の誇りに懸けて、\n最後まで戦い抜いてみせようぞ","","","2","4","104401","1","イリヤ"
"104401","vo_empress_104401_004","5","156","vo_empress_104401_004","己が誰を敵に回したのかを、\n骨の髄まで知らしめてやろうぞ\nここにいるのは固き絆で結ばれし\n伝説の吸血鬼とその眷属じゃ！","","","3","4","104401","1","イリヤ"
"0","vo_empress_104501_001","5","157","vo_empress_104501_001","とっても強そうな敵ですっ…\n当然、攻撃も強烈になるはず…\nドＳさん、ここはどうかクウカに、\n先頭をお任せください！　ぐふふ♪","","","1","4","104501","1","クウカ"
"0","vo_empress_104501_002","5","158","vo_empress_104501_002","安心してドＳさんに虐げてもらう\nためにもクウカは負けられませんっ\nこの世界で一番のドＭとして、\n全力で責められに行ってきますっ！","","","1","4","104501","1","クウカ"
"0","vo_empress_104501_003","5","159","vo_empress_104501_003","ううっ、刺激が強すぎますよ…っ\nだけど、ドＭのプライドにかけて\nここで退くわけにはいきませんっ！\nドＳさんのこと、守り抜きます…っ","","","2","4","104503","1","クウカ"
"104501","vo_empress_104501_004","5","160","vo_empress_104501_004","その視線は、『全部終わったらたっ\nぷり調教してやるからな』という\n意味ですね！　ぐふふっ…♪　負け\nられない理由がまた一つできました","","","3","4","104502","1","クウカ"
"0","vo_empress_104601_001","5","161","vo_empress_104601_001","強そうなやつらが目白押しにゃ～\n短期戦でどうにかならないなら…\n長丁場に向けて、特別価格の\nたい焼きはいかがかにゃ～？","","","1","4","104601","1","タマキ"
"0","vo_empress_104601_002","5","162","vo_empress_104601_002","ファントムキャッツは\n狙った獲物を逃がさないにゃ！\nあたしたちの未来を手に入れるまで\nとことんやってやるにゃ～！","","","1","4","104601","1","タマキ"
"0","vo_empress_104601_003","5","163","vo_empress_104601_003","にゃにゃっ、これが幻境竜后…\nとんでもない力だにゃ\nでも、ここで逃げたらファントム\nキャッツの名が廃るにゃ～！","","","2","4","104603","1","タマキ"
"104601","vo_empress_104601_004","5","164","vo_empress_104601_004","ファントムキャッツにかかれば\nどんなに強い悪党でも\n滅びる運命にゃ！\nとっておきの一撃、キメるにゃ～！","","","3","4","104602","1","タマキ"
"0","vo_empress_104701_001","5","165","vo_empress_104701_001","全軍展開！　敵の一体たりとも\nこの先へは進ませるな\n苦しいときは、私の背中を見るんだ\n我々は決して折れはしない！","","","1","4","104701","1","ジュン"
"0","vo_empress_104701_002","5","166","vo_empress_104701_002","少年…\n最前線は危険だが、下がるつもりは\nないのか？　ふふ、やはり強情だな\nならば、私の隣を絶対に離れるな","","","1","4","104701","1","ジュン"
"0","vo_empress_104701_003","5","167","vo_empress_104701_003","な…なんだ…この冷たい闘気は…！\nみんな、いったん退がれ！\n安心しろ、ここは私が防ぎきる\n…たとえ…この身に代えても","","","2","4","104701","1","ジュン"
"104701","vo_empress_104701_004","5","168","vo_empress_104701_004","幻境竜后、貴様は絶対に勝てないよ\n自分の身以上に、大切な誰かを\n守りたいという、人間の持つ尊い\n想いを、知ることのない貴様は…！","","","3","4","104701","1","ジュン"
"0","vo_empress_104801_001","5","169","vo_empress_104801_001","バイト仲間とこの世界のみんなを\n守るために！　私たちのやるべき\nことはただ一つ！　いいわね？\n─最高の効率で倒すわよ！","","","1","4","104801","1","ミフユ"
"0","vo_empress_104801_002","5","170","vo_empress_104801_002","相手も数が多いし、短期決戦とは\nいかないわね…って！　早く\n勝たなきゃバイトに遅刻しちゃう\nもっと効率アップしていくわよ！","","","1","4","104801","1","ミフユ"
"0","vo_empress_104801_003","5","171","vo_empress_104801_003","幻境竜后……本当に圧倒的な力ね\nだからってそう簡単に諦められる\nわけはないわよね。たとえそれが\n非効率的な判断だとしても……！","","","2","4","104803","1","ミフユ"
"104801","vo_empress_104801_004","5","172","vo_empress_104801_004","こんなに迂遠で非効率的な計画を\n立てる敵になんて負けないわ！\n効率を極めた私たちの一撃を\n叩きつけてやりましょう！","","","3","4","104802","1","ミフユ"
"0","vo_empress_104901_001","5","173","vo_empress_104901_001","安心していいよ、弟くん♪\n弟くんには指一本触れさせない！\n絶対に弟くんを守るから…だって\nそれがお姉ちゃんの役目だもんね！","","","1","4","104902","1","シズル"
"0","vo_empress_104901_002","5","174","vo_empress_104901_002","準備はできてる、弟くん？\n不安なら手をつないであげよっか？\n大丈夫、お姉ちゃんと弟くんなら\n悪いやつらを全部倒せるはず♪","","","1","4","104902","1","シズル"
"0","vo_empress_104901_003","5","175","vo_empress_104901_003","幻境竜后…手強そうだね…\nでも諦めないよ、絶対に！\n弟くんとお姉ちゃんの大切な世界\nきっと守り抜いてみせるんだから！","","","2","4","104903","1","シズル"
"104901","vo_empress_104901_004","5","176","vo_empress_104901_004","お姉ちゃんと弟くんの力を合わせて\n二人の未来を、みんなの未来を\n一緒に守ろっ！　あ、終わったら\nたくさん甘えさせてあげるからね♪","","","3","4","104902","1","シズル"
"0","vo_empress_105001_001","5","177","vo_empress_105001_001","アブナイキレイなお姉さんはね\n『ふれーばー』だから許されるの！\nこんなメチャクチャにするなんて…\n本物の大人のレディが勝負よ勝負！","","","1","4","105001","1","ミサキ"
"0","vo_empress_105001_002","5","178","vo_empress_105001_002","アタシは全世界代表の\n大人のレディなんだから！\nアンタ！\nしっかりエスコートしてよね！","","","1","4","105001","1","ミサキ"
"0","vo_empress_105001_003","5","179","vo_empress_105001_003","コ、コイツが幻境竜后…っ\n…正直怖いけど…絶対に逃げないわ\n大人のレディのプライドにかけて\n戦い抜いてやるんだから…！","","","2","4","105003","1","ミサキ"
"105001","vo_empress_105001_004","5","180","vo_empress_105001_004","終わったらデートよ！　だって…\n約束があった方がやる気出るもん♪\nよーし！　大人のレディとして\n最後はエレガントに決めるわよ！","","","3","4","105002","1","ミサキ"
"0","vo_empress_105101_001","5","181","vo_empress_105101_001","なんて重圧かしら…でも、あいにく\n私も伊達に修羅場をくぐってないの\nさあ、かかってきなさい！\n裏の人生経験、見せてあげるわ…♪","","","1","4","105101","1","ミツキ"
"0","vo_empress_105101_002","5","182","vo_empress_105101_002","私は闇医者である前に科学者なの\nあなたたち、実験に協力してくれる\nわよね？　隻眼の悪魔の名は\n伊達じゃないのよ？　覚悟しなさい","","","1","4","105101","1","ミツキ"
"0","vo_empress_105101_003","5","183","vo_empress_105101_003","到底不可能に思える挑戦こそ\n科学者の腕の見せどころなのよ\n青い薔薇のごとく、人の信念が\n起こす奇跡を見せてあげるわ…！","","","2","4","105101","1","ミツキ"
"105101","vo_empress_105101_004","5","184","vo_empress_105101_004","迷いのない言葉をもらったんだもの\n私だってもう、覚悟を決めたわ\nこの先の未来を君と生きていく…\nそのために全力をぶつけるだけよ！","","","3","4","105101","1","ミツキ"
"0","vo_empress_105201_001","5","185","vo_empress_105201_001","私のお友達をいじめるなら\n相手になるわ！\nたとえ魔物に間違えられても\n絶対にここを引かないから！","","","1","4","105201","1","リマ"
"0","vo_empress_105201_002","3","186","vo_empress_105201_002","ね、ねぇ…\nちょっと聞きたいんだけど\n毛皮もないのにあの姿なのよね？\n風邪引いたりしないのかしら？","10000","1","4002","4","105201","1","リマ"
"0","vo_empress_105201_003","5","187","vo_empress_105201_003","ひづめは割れちゃいそうだし…\n毛並みだってボロボロだし…\nでも後ろには彼がいるんだもの\n恋する乙女の負けられない戦いよ！","","","2","4","105201","1","リマ"
"105201","vo_empress_105201_004","5","188","vo_empress_105201_004","私はもう恋する女の子じゃないわ…\n王子様の愛を受け取ったお姫様よ！\n彼が私を守ってくれるように\n私が彼を守ってみせるわ！","","","3","4","105202","1","リマ"
"0","vo_empress_105301_001","5","189","vo_empress_105301_001","どれほど強大な敵であろうと、\n我々【ヴァイスフリューゲル\nランドソル支部】がいれば安心…\nこら！　皆纏まって行動しろー！","","","1","4","105303","1","モニカ"
"0","vo_empress_105301_002","5","190","vo_empress_105301_002","敵戦力は強大無比…だが、\n私たちなら必ず倒せるはずだ！\n白き翼の名のもとに、今こそ\n正義の鉄槌を下してやる！","","","1","4","105301","1","モニカ"
"0","vo_empress_105301_003","5","191","vo_empress_105301_003","これが幻境竜后の底力か…\n名にし負う圧倒的な強さだな…\nだが！　長期戦になろうとも必ずや\n私たちが勝利の旗を掲げるのだ！","","","2","4","105301","1","モニカ"
"105301","vo_empress_105301_004","5","192","vo_empress_105301_004","貴公と一緒ならば\nなんだってできるとも\nさあ、最後の一撃を加えてやろう！","","","3","4","105302","1","モニカ"
"0","vo_empress_105401_001","5","193","vo_empress_105401_001","強そうな相手ばかりですけど\nだからなんだっていうんですか！\nほら、騎士さんも気合い入れて！\n一緒に戦いますよ！","","","1","4","105401","1","ツムギ"
"0","vo_empress_105401_002","3","194","vo_empress_105401_002","なんか敵に下着姿…っていうか\nほぼ裸みたいな人いません？\n…え？　あれ趣味なんですか？\nあの人の？　…正気ですか？","10000","1","4002","4","105403","1","ツムギ"
"0","vo_empress_105401_003","5","195","vo_empress_105401_003","世界を作り変えようなんて\n幻境竜后、絶対許せません…！\nあとその服！　そんなに破いて！\nデザイナーが泣いてますよ！","","","2","4","105403","1","ツムギ"
"105401","vo_empress_105401_004","5","196","vo_empress_105401_004","私と騎士さんの糸は\n絶対に切れません！\nだから…今ここで\nすべてを終わらせましょう！","","","3","4","105401","1","ツムギ"
"0","vo_empress_105501_001","5","197","vo_empress_105501_001","つ、強そうな人たちばっかり…\n逃げたいくらいだけど、\nそれはダメ。先輩をケガさせない\nためにも、私も頑張らなくちゃ！","","","1","4","105503","1","アユミ"
"0","vo_empress_105501_002","5","198","vo_empress_105501_002","私なんかが大それたことを言うのは\n笑われるかも…でも…！\n先輩を守るために、\n世界を守ってみせます…！","","","1","4","105501","1","アユミ"
"0","vo_empress_105501_003","5","199","vo_empress_105501_003","な、なんて大きさ、存在感…！\nまるで私とは真逆の人…\nこうして立ってるだけで、\n私、消えちゃいそうです～っ…！","","","2","4","105503","1","アユミ"
"105501","vo_empress_105501_004","5","200","vo_empress_105501_004","先輩がそばにいてくれる…\nそれだけで勇気が湧いてきて\n前へ進む力がもらえるんです\n行きましょう、先輩！","","","3","4","105502","1","アユミ"
"0","vo_empress_105601_001","5","201","vo_empress_105601_001","雁首並べてよくもまあ…\nこりゃ長丁場になりそうだ\n釣りと同じくじっくり腰を据えて\n勝負しようじゃないか","","","1","4","105601","1","ルカ"
"0","vo_empress_105601_002","5","202","vo_empress_105601_002","世界の危機とあっちゃあ\nアタシたち黄昏時の住人でも\n黙っちゃいられないね！\nひとっ働きさせてもらおうかい！","","","1","4","105601","1","ルカ"
"0","vo_empress_105601_003","5","203","vo_empress_105601_003","へぇ、これが幻境竜后かい…\nたいそうな強さだけど、アタシも\nここで退くわけにはいかないんだ\n心に差した刃に懸けて、いくよ！","","","2","4","105603","1","ルカ"
"105601","vo_empress_105601_004","5","204","vo_empress_105601_004","刀も恋も揃ったアタシは天下無双！\nお前さんが側にいてくれれば、\nどんな巨悪にだって勝てるよ！","","","3","4","105602","1","ルカ"
"0","vo_empress_105801_001","5","205","vo_empress_105801_001","また一緒に、みんなで\nおいしいごはんを食べるために！\nわたしたちは、絶対に負けません！","","","1","4","105803","1","ペコリーヌ"
"0","vo_empress_105801_002","3","206","vo_empress_105801_002","フレイヤさんだけじゃなく、\n覇瞳皇帝やミロクまで！\n長丁場になりそうです…\n栄養補給はしっかりしましょうね！","10000","1","4003","4","105801","1","ペコリーヌ"
"0","vo_empress_105801_003","5","207","vo_empress_105801_003","これが、幻境竜后の力…\nやばいですね。正直、どうやって\n止めればいいのか分かりません\nでもここで引き下がるわけには…っ","","","2","4","105803","1","ペコリーヌ"
"105801","vo_empress_105801_004","5","208","vo_empress_105801_004","あなたの愛情でお腹いっぱいの\n無敵ペコリーヌ参上です☆\nわたしたちの明日を、この世界を\n全力全開で取り戻しましょう！","","","3","4","105802","1","ペコリーヌ"
"0","vo_empress_105901_001","5","209","vo_empress_105901_001","みなさまとのおいしいごはんのため\n負けるわけにはまいりません\n主さま、お背中はお任せください\nわたくしがお守りいたします！","","","1","4","105903","1","コッコロ"
"0","vo_empress_105901_002","5","210","vo_empress_105901_002","敵は強大…ですが、心強い仲間の\nみなさまが一緒でございます\n…全員主さまとお知り合いなのは\n未だに信じられませんが…","","","1","4","105905","1","コッコロ"
"0","vo_empress_105901_003","5","211","vo_empress_105901_003","まだこのような力が…！？\n主さま、ここはお下がりください\nたとえこの身に何があろうと、\nあなただけはお守りいたします…！","","","2","4","105903","1","コッコロ"
"105901","vo_empress_105901_004","5","212","vo_empress_105901_004","主さまとの絆がある限り\nわたくしは絶対に負けません！\nいついかなるときも、何があろうと\nわたくしが導いてみせます！","","","3","4","105902","1","コッコロ"
"0","vo_empress_106001_001","3","213","vo_empress_106001_001","また陛下と戦うのね…大丈夫、一番\n大事なものが何なのかは分かってる\n…だから、あたしも負けないわ\n─陛下、よろしくお願いします！","10000","1","4005","4","106001","1","キャル"
"0","vo_empress_106001_002","5","214","vo_empress_106001_002","この世界を好き勝手しようだなんて\nそういう連中に人生振り回されるの\nこちとらもううんざりなのよ！\n全員ぶっ飛ばしてやるんだから！","","","1","4","106003","1","キャル"
"0","vo_empress_106001_003","5","215","vo_empress_106001_003","なんなのよあの力、反則でしょ…\nだけどさ、どんなに怖くたって\nあたしはここから退かないわ\n他に行くとこも、ないんだからっ…","","","2","4","106003","1","キャル"
"106001","vo_empress_106001_004","5","216","vo_empress_106001_004","絆の力でパワーアップ、なんて\nガラじゃないと思ってたけど…\n今だけは調子に乗らせてもらうわ\nもう負ける気がしないってねっ！","","","3","4","106002","1","キャル"
"0","vo_empress_106101_001","5","217","vo_empress_106101_001","晶に直してもらって\n天楼覇断剣も新品同然だ！\n気合い入れていくぞオクトー！\nはーっはっはっはー！","","","1","4","106102","1","ノウェム"
"0","vo_empress_106101_002","5","218","vo_empress_106101_002","真那、覚悟しとけよ！\nオマエが積み上げてきた悪事…\nこの大悪党がまとめて\nぶっ壊してやるからな！","","","1","4","106101","1","ノウェム"
"0","vo_empress_106101_003","5","219","vo_empress_106101_003","今までの借り…ここでまとめて\n返してやるって、決めてたんだ\nオマエだけは絶対に、許さない\n…オマエが、どれだけ強くても…っ","","","2","4","106103","1","ノウェム"
"106101","vo_empress_106101_004","5","220","vo_empress_106101_004","大悪党のプリンセス？\nなんだかよくわからないけど──\nとにかく、あの化け物ぶった斬りに\n行くぞ！　ついてこい！","","","3","4","106102","1","ノウェム"
"0","vo_empress_106401_001","5","221","vo_empress_106401_001","絶対に負けられない戦いね\nおいしいごはんと、本当の\nハッピーエンドのために\n気を引き締めていきましょう","","","1","4","106401","1","シェフィ"
"0","vo_empress_106401_002","3","222","vo_empress_106401_002","ミロク…まだ生きていたのね…！\nあの男は私が相手するわ\n兄さんの分もまとめて、\n今ここで借りを返さないと！","10000","1","4004","4","106403","1","シェフィ"
"0","vo_empress_106401_003","5","223","vo_empress_106401_003","こんな力を隠してたなんて…！\n…まだよ。まだ諦めないわ\nどんな方法を使ってでも\nみんなだけは助けてみせる…！","","","2","4","106401","1","シェフィ"
"106401","vo_empress_106401_004","5","224","vo_empress_106401_004","不思議ね…あなたとの思い出で\n全身に力が満ちていくような気持ち\n…私たちが紡いできた絆を\n幻境竜后に見せてやりましょう","","","3","4","106402","1","シェフィ"
"0","vo_empress_106501_001","5","225","vo_empress_106501_001","おまえら、ケンカ売りたいんだろ？\nこの世界そのものに！\nならこっち向けよ。喧嘩屋のオレが\nまとめて買ってやるぜ！","","","1","4","106501","1","カヤ"
"0","vo_empress_106501_002","5","226","vo_empress_106501_002","オレがドラゴン族なのも、\nこんな力を持ってるのも…きっと\n今日、この時のためだったんだ\nそうだろ？","","","1","4","106501","1","カヤ"
"0","vo_empress_106501_003","5","227","vo_empress_106501_003","ウソだろ…オレが竦んじまってる…\nアイツのあの赤い眼から、眼を\nそらすんじゃねぇ…！　ドラゴン族\nのケンカ最強は…オレ様だろッ…！","","","2","4","106503","1","カヤ"
"106501","vo_empress_106501_004","5","228","vo_empress_106501_004","自分の力に、ずっとビビッてた\nでも今は何よりこの力を頼もしく\n感じるぜ。テメェをぶっ倒し…\n明日を迎えるための力がなァ！","","","3","4","106501","1","カヤ"
"0","vo_empress_106601_001","5","229","vo_empress_106601_001","どきやがれです！　最強ギャングが\nおまえのシマ分捕りにきたですよ！\nこんだけ仲間がいりゃ楽勝ですね♪\n尻尾巻いて逃げ出しやがれです！！","","","1","4","106603","1","イノリ"
"0","vo_empress_106601_002","5","230","vo_empress_106601_002","あっちもゾロゾロつれてきやがり\nましたね…へんっ、このあたしが\nビビビビるとでもおお思うですか\n…お、お兄さん、どどどこです？","","","1","4","106601","1","イノリ"
"0","vo_empress_106601_003","5","231","vo_empress_106601_003","…！　あたしと同じドラゴン族？\nボスをプリンセスナイトに従えて\nたとか…へんっ、信じねーです！\nまあボスより性悪そ…ぴゃああっ","","","2","4","106603","1","イノリ"
"106601","vo_empress_106601_004","5","232","vo_empress_106601_004","ふっふっふ～ん！　熱い力が\nどんどん溢れてくるですよっ！\nさあ、懲らしめてやるですっ！\nおしりペンペンですよ！","","","3","4","106602","1","イノリ"
"0","vo_empress_106701_001","5","233","vo_empress_106701_001","ふふっ、強そうな子がいっぱいだね\nそれじゃあ、誰が一番か決めよっか\nヴィーちゃんのプリンセスナイトで\n歴代最強は誰なのかを、ね♪","","","1","4","106701","1","ホマレ"
