c3bd7d4b98f4cec02c28543e985a476f4d8c80fa1e8eb05cfd718333ae7f519a,69814c594a20dc9dfe2abe84d68a99cc282dcdd61b844728cf1aa4a52ca6e81f,311e46fcfc1334486c8b8f0ece14616e6851f352319c9331e2f7f2e8b8d1f971,976f7be9d4a198b6cf641f2c6889fcdd98e1f774a82728d2c99f887a032c79d9,f244f2f5944b2075f4b9f9e6c4e3578407b1e70c46077647d8f47f0d5975a61b,daf7f01087dbef5e1c1d5bea82bced5c82d5b6c5f9610d78973f8e408d144120,e69e802fe435012ad644925135093410976feb05798fead018da4c2c614edee7,e11fb602c9a4fe8b93b716553aea683fa7b22ac4eb8a392cda56bedf1cf99f10,3fffd495f5fd0066acc75a48858c82b4083ae032c0438b9f4c437a58bbd4ee6b,7ab51119ad1a3e750b7d76d5aef039bc3b49774dae3990dfad52c6fb6939ee8a,8ba946c7dc10d50cd4b55458866010b7f5488f477c2cb98c04b52fc734ffb8ea
"","1","","0.2","3","cgg_idle_normal","1","204","","","204019"
"1","0","","0.2","3","cgg_surprise","102811","204","cgg_talk_surprise1","0","204020"
"","1.4","","0.2","12","4","102811","204","","","204021"
"","","","","93","0","3","204","","","204022"
"","1","","0.2","3","cgg_idle_def","102811","204","","","204023"
"","1","","0.2","3","cgg_idle_reaction3","1","204","","","204024"
"","1.4","","0.2","12","11","1","204","","","204025"
"","","","","93","0","3","204","","","204026"
"","1","","0.2","3","cgg_idle_normal","1","204","","","204027"
"","1","","0.2","3","cgg_talk_joy3_blink","102811","204","","","204028"
"","1.4","","0.2","12","10","102811","204","","","204029"
"","","","","93","0","3","204","","","204030"
"","","","","101","0","204015","204","","","204031"
"","","","","22","0.5","0","204","","","204032"
"0","1","","0.1","6","1","1","204","1","0","204033"
"0","1","","0.1","6","1","102811","204","1","0","204034"
"","","","","93","0","0.1","204","","","204035"
"","1","","0","3","cgg_idle_normal","1","204","","","204036"
"","1","","0","3","cgg_idle_def","102811","204","","","204037"
"-230","100","cgg_idle_normal","160","5","1","1","205","-420","0","205001"
"-230","100","cgg_idle_def","1.6","1","102511","1","205","420","1","205002"
"1","1","","0.1","6","1","1","205","1","0","205003"
"1","1","","0.1","6","1","102511","205","1","0","205004"
"","","","","93","0","0.2","205","","","205005"
"","0","","","21","vo_minigame_1007_top_talk_11_017","vo_minigame_1007","205","0","","205006"
"0","6","0","0","11","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","102511","205","0","0","205007"
"1","0","","0.2","3","cgg_surprise2","1","205","cgg_idle_surprise2","0","205008"
"1","0","","0.2","3","cgg_surprise","102511","205","cgg_talk_surprise1","0","205009"
"","","","","93","0","5.5","205","","","205010"
"1","0","","0.2","3","cgg_shock","1","205","cgg_idle_shock","0","205011"
"1","1","","0.2","3","cgg_talk_sad2","102511","205","","0","205012"
"","","","","91","","205007","205","","","205013"
"","","","","93","0","0.5","205","","","205014"
"","1","","0.2","3","cgg_idle_def","102511","205","","","205015"
"","1","","0.2","3","cgg_idle_reaction4","1","205","","","205016"
"","1.4","","0.2","12","2","1","205","","","205017"
"","","","","93","0","3","205","","","205018"
"","1","","0.2","3","cgg_idle_normal","1","205","","","205019"
"","1","","0.2","3","cgg_idle_tsun","102511","205","","","205020"
"","1.4","","0.2","12","5","102511","205","","","205021"
"","","","","93","0","3","205","","","205022"
"","1","","0.2","3","cgg_idle_def","102511","205","","","205023"
"","1","","0.2","3","cgg_idle_surprise_sad","1","205","","","205024"
"","1.4","","0.2","12","1","1","205","","","205025"
"","","","","93","0","3","205","","","205026"
"","1","","0.2","3","cgg_idle_normal","1","205","","","205027"
"","1","","0.2","3","cgg_talk_sad2","102511","205","","","205028"
"","1.4","","0.2","12","15","102511","205","","","205029"
"","","","","93","0","3","205","","","205030"
"","","","","101","0","205015","205","","","205031"
"","","","","22","0.5","0","205","","","205032"
"0","1","","0.1","6","1","1","205","1","0","205033"
"0","1","","0.1","6","1","102511","205","1","0","205034"
"","","","","93","0","0.1","205","","","205035"
"","1","","0","3","cgg_idle_normal","1","205","","","205036"
"","1","","0","3","cgg_idle_def","102511","205","","","205037"
"-230","100","cgg_idle_normal","160","5","1","1","206","-420","0","206001"
"-230","100","cgg_idle_def","1.6","1","110911","1","206","420","1","206002"
"1","1","","0.1","6","1","1","206","1","0","206003"
"1","1","","0.1","6","1","110911","206","1","0","206004"
"","","","","93","0","0.2","206","","","206005"
"","0","","","21","vo_minigame_1007_top_talk_12_018","vo_minigame_1007","206","0","","206006"
"0","6","0","0","11","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","110911","206","0","0","206007"
"1","0","","0.2","3","cgg_talk_doya","1","206","cgg_idle_doya","0","206008"
"","1","","0.2","3","cgg_talk_joy1_normal","110911","206","","","206009"
"","","","","93","0","2.3","206","","","206010"
"","1","","0.2","3","cgg_idle_surprise2","1","206","","","206011"
"","1","","0.2","3","cgg_talk_joy3_blink2","110911","206","","","206012"
"","","","","93","0","3.2","206","","","206013"
"1","0","","0.2","3","cgg_talk_handsup","1","206","cgg_idle_reaction1","0","206014"
"1","0","","0.2","3","cgg_talk_guts_anger_NoBlink","110911","206","cgg_idle_guts_anger","0","206015"
"","","","","91","","206007","206","","","206016"
"","","","","93","0","0.5","206","","","206017"
"","1","","0.2","3","cgg_idle_def","110911","206","","","206018"
"1","0","","0.2","3","cgg_talk_doya","1","206","cgg_idle_doya","0","206019"
"","1.4","","0.2","12","10","1","206","","","206020"
"","","","","93","0","3","206","","","206021"
"","1","","0.2","3","cgg_idle_normal","1","206","","","206022"
"","1","","0.2","3","cgg_talk_sad","110911","206","","","206023"
"","1.4","","0.2","12","5","110911","206","","","206024"
"","","","","93","0","3","206","","","206025"
"","1","","0.2","3","cgg_idle_def","110911","206","","","206026"
"1","0","","0.2","3","cgg_surprise2","1","206","cgg_idle_surprise2","0","206027"
"","1.4","","0.2","12","4","1","206","","","206028"
"","","","","93","0","3","206","","","206029"
"","1","","0.2","3","cgg_idle_normal","1","206","","","206030"
"1","0","","0.2","3","cgg_talk_guts_anger","110911","206","cgg_idle_guts_anger","0","206031"
"","1.4","","0.2","12","11","110911","206","","","206032"
"","","","","93","0","3","206","","","206033"
"","","","","101","0","206018","206","","","206034"
"","","","","22","0.5","0","206","","","206035"
"0","1","","0.1","6","1","1","206","1","0","206036"
"0","1","","0.1","6","1","110911","206","1","0","206037"
"","","","","93","0","0.1","206","","","206038"
"","1","","0","3","cgg_idle_normal","1","206","","","206039"
"","1","","0","3","cgg_idle_def","110911","206","","","206040"
"-230","100","cgg_idle_normal","160","5","1","1","301","-420","0","301001"
"-230","100","cgg_idle_def","1.6","1","105811","1","301","420","1","301002"
"1","1","","0.1","6","1","1","301","1","0","301003"
"1","1","","0.1","6","1","105811","301","1","0","301004"
"","","","","93","0","0.2","301","","","301005"
"","0","","","21","vo_minigame_1007_top_talk_13_019","vo_minigame_1007","301","0","3","301006"
"0","6","0","0","11","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","105811","301","0","0","301007"
"","1","","0.2","3","cgg_idle_reaction1","1","301","","","301008"
"1","0","","0.2","3","cgg_surprise_kira","105811","301","cgg_talk_surprise_kira","0","301009"
"","","","","93","0","1.7","301","","","301010"
"1","0","","0.2","3","cgg_talk_nod","1","301","cgg_idle_nod","0","301011"
"","1","","0.2","3","cgg_talk_joy1_normal","105811","301","","","301012"
"","","","","93","0","1.8","301","","","301013"
"1","0","","0.2","3","cgg_joy","1","301","cgg_idle_reaction3","0","301014"
"1","0","","0.2","3","cgg_handclap_def_N","105811","301","cgg_idle_def","0.2","301015"
"","","","","91","","301007","301","","","301016"
"","","","","93","0","0.5","301","","","301017"
"1","0","","0.2","3","cgg_talk_doya","1","301","cgg_idle_doya","0","301018"
"","1.4","","0.2","12","10","1","301","","","301019"
"","","","","93","0","3","301","","","301020"
"","1","","0.2","3","cgg_idle_normal","1","301","","","301021"
"1","0","","0.2","3","cgg_surprise_kira","105811","301","cgg_talk_surprise_kira","0","301022"
"","1.4","","0.2","12","7","105811","301","","","301023"
"","","","","93","0","3","301","","","301024"
"","1","","0.2","3","cgg_idle_def","105811","301","","","301025"
"","1","","0.2","3","cgg_idle_surprise3","1","301","","","301026"
"","1.4","","0.2","12","6","1","301","","","301027"
"","","","","93","0","3","301","","","301028"
"","1","","0.2","3","cgg_idle_normal","1","301","","","301029"
"","1","","0.1","3","cgg_idle_joy3","105811","301","","","301030"
"","1.4","","0.2","12","10","105811","301","","","301031"
"","","","","93","0","3","301","","","301032"
"","1","","0.2","3","cgg_idle_def","105811","301","","","301033"
"","","","","101","0","301018","301","","","301034"
"","","","","22","0.5","0","301","","","301035"
"0","1","","0.1","6","1","1","301","1","0","301036"
"0","1","","0.1","6","1","105811","301","1","0","301037"
"","","","","93","0","0.1","301","","","301038"
"","1","","0","3","cgg_idle_normal","1","301","","","301039"
"","1","","0","3","cgg_idle_def","105811","301","","","301040"
"-230","100","cgg_idle_normal","160","5","1","1","302","-420","0","302001"
"-230","100","cgg_idle_def","1.6","1","105911","1","302","420","1","302002"
"1","1","","0.1","6","1","1","302","1","0","302003"
"1","1","","0.1","6","1","105911","302","1","0","302004"
"","","","","93","0","0.2","302","","","302005"
"","0","","","21","vo_minigame_1007_top_talk_14_020","vo_minigame_1007","302","0","","302006"
"0","6","0","0","11","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","105911","302","0","0","302007"
"","1","","0.2","3","cgg_idle_reaction5","1","302","","","302008"
"","1","","0.2","3","cgg_talk_joy3","105911","302","","","302009"
"","","","","93","0","4.5","302","","","302010"
"1","0","","0.2","3","cgg_talk_doya","1","302","cgg_idle_doya","0","302011"
"","1","","0.2","3","cgg_talk_wish","105911","302","","","302012"
"","","","","91","","302007","302","","","302013"
"","","","","93","0","0.5","302","","","302014"
"","1","","0.2","3","cgg_idle_def","105911","302","","","302015"
"1","0","","0.2","3","cgg_talk_nod","1","302","cgg_idle_nod","0","302016"
"","1.4","","0.2","12","6","1","302","","","302017"
"","","","","93","0","3","302","","","302018"
"","1","","0.2","3","cgg_idle_normal","1","302","","","302019"
"","1","","0.2","3","cgg_talk_joy3_blink","105911","302","","","302020"
"","1.4","","0.2","12","7","105911","302","","","302021"
"","","","","93","0","3","302","","","302022"
"","1","","0.2","3","cgg_idle_def","105911","302","","","302023"
"","1","","0.2","3","cgg_idle_reaction3","1","302","","","302024"
"","1.4","","0.2","12","10","1","302","","","302025"
"","","","","93","0","3","302","","","302026"
"","1","","0.2","3","cgg_idle_normal","1","302","","","302027"
"1","0","","0.2","3","cgg_talk_guts","105911","302","cgg_idle_guts","0","302028"
"","1.4","","0.2","12","11","105911","302","","","302029"
"","","","","93","0","3","302","","","302030"
"","","","","101","0","302015","302","","","302031"
"","","","","22","0.5","0","302","","","302032"
"0","1","","0.1","6","1","1","302","1","0","302033"
"0","1","","0.1","6","1","105911","302","1","0","302034"
"","","","","93","0","0.1","302","","","302035"
"","1","","0","3","cgg_idle_normal","1","302","","","302036"
"","1","","0","3","cgg_idle_def","105911","302","","","302037"
"-230","100","cgg_idle_normal","160","5","1","1","303","-420","0","303001"
"-230","100","cgg_idle_def","1.6","1","106011","1","303","420","1","303002"
"1","1","","0.1","6","1","1","303","1","0","303003"
"1","1","","0.1","6","1","106011","303","1","0","303004"
"","","","","93","0","0.2","303","","","303005"
"","0","","","21","vo_minigame_1007_top_talk_15_021","vo_minigame_1007","303","0","","303006"
"0","6","0","0","11","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","106011","303","0","0","303007"
"1","0","","0.2","3","cgg_talk_doya","1","303","cgg_idle_doya","0","303008"
"1","0","","0.2","3","cgg_surprise","106011","303","cgg_talk_surprise1","0","303009"
"","","","","93","0","3","303","","","303010"
"","1","","0.2","3","cgg_talk_joy1_normal","106011","303","","","303011"
"","","","","93","0","2.1","303","","","303012"
"1","0","","0.2","3","cgg_talk_handsup","1","303","cgg_idle_reaction1","0","303013"
"1","0","","0.2","3","cgg_talk_doya","106011","303","cgg_idle_doya","0","303014"
"","","","","91","","303007","303","","","303015"
"","","","","93","0","0.5","303","","","303016"
"","1","","0.2","3","cgg_idle_def","106011","303","","","303017"
"1","0","","0.2","3","cgg_talk_doya","1","303","cgg_idle_doya","0","303018"
"","1.4","","0.2","12","6","1","303","","","303019"
"","","","","93","0","3","303","","","303020"
"","1","","0.2","3","cgg_idle_normal","1","303","","","303021"
"1","0","","0.2","3","cgg_surprise","106011","303","cgg_talk_surprise1","0","303022"
"","1.4","","0.2","12","4","106011","303","","","303023"
"","","","","93","0","3","303","","","303024"
"","1","","0.2","3","cgg_idle_def","106011","303","","","303025"
"1","0","","0.2","3","cgg_talk_guts2","1","303","cgg_idle_guts2","0","303026"
"","1.4","","0.2","12","7","1","303","","","303027"
"","","","","93","0","3","303","","","303028"
"","1","","0.2","3","cgg_idle_normal","1","303","","","303029"
"","1","","0.2","3","cgg_idle_bitter","106011","303","","","303030"
"","1.4","","0.2","12","1","106011","303","","","303031"
"","","","","93","0","3","303","","","303032"
"","","","","101","0","303017","303","","","303033"
"","","","","22","0.5","0","303","","","303034"
"0","1","","0.1","6","1","1","303","1","0","303035"
"0","1","","0.1","6","1","106011","303","1","0","303036"
"","","","","93","0","0.1","303","","","303037"
"","1","","0","3","cgg_idle_normal","1","303","","","303038"
"","1","","0","3","cgg_idle_def","106011","303","","","303039"
"-230","100","cgg_idle_normal","160","5","1","1","304","-420","0","304001"
"-230","100","cgg_idle_def","1.6","1","106411","1","304","420","1","304002"
"1","1","","0.1","6","1","1","304","1","0","304003"
"1","1","","0.1","6","1","106411","304","1","0","304004"
"","","","","93","0","0.2","304","","","304005"
"","0","","","21","vo_minigame_1007_top_talk_16_022","vo_minigame_1007","304","0","","304006"
"0","5","0","0","11","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","106411","304","0","0","304007"
"1","0","","0.2","3","cgg_talk_doya","1","304","cgg_idle_doya","0","304008"
"2","0","","0.2","3","cgg_surprise_dere","106411","304","cgg_talk_surprise_dere","0","304009"
"","","","","93","0","5.2","304","","","304010"
"","1","","0.2","3","cgg_talk_joy3","106411","304","","","304011"
"","","","","91","","304007","304","","","304012"
"","","","","93","0","0.5","304","","","304013"
"","1","","0.2","3","cgg_idle_def","106411","304","","","304014"
"","1","","0.2","3","cgg_idle_surprise3","1","304","","","304015"
"","1.4","","0.2","12","6","1","304","","","304016"
"","","","","93","0","3","304","","","304017"
"","1","","0.2","3","cgg_idle_normal","1","304","","","304018"
"","1","","0.2","3","cgg_talk_joy1","106411","304","","","304019"
"","1.4","","0.2","12","10","106411","304","","","304020"
"","","","","93","0","3","304","","","304021"
"","1","","0.2","3","cgg_idle_def","106411","304","","","304022"
"1","0","","0.2","3","cgg_talk_doya","1","304","cgg_idle_doya","0","304023"
"","1.4","","0.2","12","6","1","304","","","304024"
"","","","","93","0","3","304","","","304025"
"","1","","0.2","3","cgg_idle_normal","1","304","","","304026"
"1","0","","0.2","3","cgg_surprise_kira","106411","304","cgg_talk_surprise_kira","0","304027"
"","1.4","","0.2","12","7","106411","304","","","304028"
"","","","","93","0","3","304","","","304029"
"","","","","101","0","304015","304","","","304030"
"","","","","22","0.5","0","304","","","304031"
"0","1","","0.1","6","1","1","304","1","0","304032"
"0","1","","0.1","6","1","106411","304","1","0","304033"
"","","","","93","0","0.1","304","","","304034"
"","1","","0","3","cgg_idle_normal","1","304","","","304035"
"","1","","0","3","cgg_idle_def","106411","304","","","304036"
"-230","100","cgg_idle_normal","160","5","1","1","305","-420","0","305001"
"-230","100","cgg_idle_def","1.6","1","110911","1","305","420","1","305002"
"1","1","","0.1","6","1","1","305","1","0","305003"
"1","1","","0.1","6","1","110911","305","1","0","305004"
"","","","","93","0","0.2","305","","","305005"
"","0","","","21","vo_minigame_1007_top_talk_17_023","vo_minigame_1007","305","0","","305006"
"0","6","0","0","11","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","110911","305","0","0","305007"
"1","0","","0.2","3","cgg_talk_doya","1","305","cgg_idle_doya","0","305008"
"","1","","0.2","3","cgg_talk_joy1","110911","305","","","305009"
"","","","","93","0","1.9","305","","","305010"
"","1","","0.2","3","cgg_idle_nod","1","305","","","305011"
"","1","","0.2","3","cgg_talk_joy3_dere","110911","305","","","305012"
"","","","","91","","305007","305","","","305013"
"","","","","93","0","0.5","305","","","305014"
"","1","","0.2","3","cgg_idle_def","110911","305","","","305015"
"1","0","","0.2","3","cgg_talk_doya","1","305","cgg_idle_doya","0","305016"
"","1.4","","0.2","12","6","1","305","","","305017"
"","","","","93","0","3","305","","","305018"
"","1","","0.2","3","cgg_idle_normal","1","305","","","305019"
"","1","","0.2","3","cgg_talk_joy3","110911","305","","","305020"
"","1.4","","0.2","12","10","110911","305","","","305021"
"","","","","93","0","3","305","","","305022"
"","1","","0.2","3","cgg_idle_def","110911","305","","","305023"
"","1","","0.2","3","cgg_idle_reaction3","1","305","","","305024"
"","1.4","","0.2","12","10","1","305","","","305025"
"","","","","93","0","3","305","","","305026"
"","1","","0.2","3","cgg_idle_normal","1","305","","","305027"
"1","0","","0.2","3","cgg_talk_arm_crossed","110911","305","cgg_idle_arm_crossed","0","305028"
"","1.4","","0.2","12","7","110911","305","","","305029"
"","","","","93","0","3","305","","","305030"
"","","","","101","0","305015","305","","","305031"
"","","","","22","0.5","0","305","","","305032"
"0","1","","0.1","6","1","1","305","1","0","305033"
"0","1","","0.1","6","1","110911","305","1","0","305034"
"","","","","93","0","0.1","305","","","305035"
"","1","","0","3","cgg_idle_normal","1","305","","","305036"
"","1","","0","3","cgg_idle_def","110911","305","","","305037"
"-230","100","cgg_idle_normal","160","5","1","1","306","-420","0","306001"
"-230","100","cgg_idle_def","1.6","1","117211","1","306","290","1","306002"
"-230","101","cgg_idle_def","1.6","1","117311","1","306","405","1","306003"
"-230","102","cgg_idle_def","1.6","1","117411","1","306","520","1","306004"
"1","1","","0.1","6","1","1","306","1","0","306005"
"1","1","","0.1","6","1","117211","306","1","0","306006"
"1","1","","0.1","6","1","117311","306","1","0","306007"
"1","1","","0.1","6","1","117411","306","1","0","306008"
"","","","","93","0","0.2","306","","","306009"
"","0","","","21","vo_minigame_1007_top_talk_18_024","vo_minigame_1007","306","0","","306010"
"0","7","0","0","11","私たちのグッズを\n全部集めてくれて\nありがとう♪","117211","306","0","0","306011"
"","1","","0.2","3","cgg_idle_reaction1","1","306","","","306012"
"","1","","0.2","3","cgg_talk_joy1_normal","117211","306","","","306013"
"","","","","93","0","2.4","306","","","306014"
"1","0","","0.2","3","cgg_joy","1","306","cgg_idle_reaction3","0","306015"
"","1","","0.2","3","cgg_talk_surprise_nozomi","117211","306","","","306016"
"","","","","91","","306011","306","","","306017"
"","1","","0.2","3","cgg_idle_def","117211","306","","","306018"
"","0","","","21","vo_minigame_1007_top_talk_18_025","vo_minigame_1007","306","0","","306019"
"0","5","0","0","11","全部集めてしまう\nなんて、驚きました\nおめでとうございます","117311","306","0","0","306020"
"1","0","","0.2","3","cgg_talk_doya","1","306","cgg_idle_doya","0","306021"
"","1","","0.2","3","cgg_talk_surprise1","117311","306","","","306022"
"","","","","93","0","4.5","306","","","306023"
"","1","","0.2","3","cgg_idle_reaction5","1","306","","","306024"
"","1","","0.2","3","cgg_talk_wish","117311","306","","","306025"
"","","","","91","","306020","306","","","306026"
"","1","","0.2","3","cgg_idle_def","117311","306","","","306027"
"","0","","","21","vo_minigame_1007_top_talk_18_026","vo_minigame_1007","306","0","","306028"
"0","5","0","0","11","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","117411","306","0","0","306029"
"","1","","0.2","3","cgg_idle_surprise1","1","306","","","306030"
"","1","","0.2","3","cgg_idle_tsun","117411","306","","","306031"
"","","","","93","0","4.3","306","","","306032"
"1","0","","0.2","3","cgg_talk_guts2","1","306","cgg_idle_guts2","0","306033"
"","1","","0.2","3","cgg_talk_joy1","117411","306","","","306034"
"","","","","91","","306029","306","","","306035"
"","","","","93","0","0.5","306","","","306036"
"","1","","0.2","3","cgg_idle_def","117411","306","","","306037"
"","1","","0.2","3","cgg_idle_normal","1","306","","","306038"
"","1","","0.2","3","cgg_talk_joy1","117211","306","","","306039"
"","1.4","","0.2","12","10","117211","306","","","306040"
"","","","","93","0","3","306","","","306041"
"","1","","0.2","3","cgg_idle_def","117211","306","","","306042"
"","1","","0.2","3","cgg_talk_wish","117311","306","","","306043"
"","1.4","","0.2","12","7","117311","306","","","306044"
"","","","","93","0","3","306","","","306045"
"","1","","0.2","3","cgg_idle_def","117311","306","","","306046"
"1","0","","0.2","3","cgg_talk_guts","117411","306","cgg_idle_guts","0","306047"
"","1.4","","0.2","12","4","117411","306","","","306048"
"","","","","93","0","3","306","","","306049"
"","1","","0.2","3","cgg_idle_def","117411","306","","","306050"
"","1","","0.2","3","cgg_idle_reaction3","1","306","","","306051"
"","1.4","","0.2","12","6","1","306","","","306052"
"","","","","93","0","3","306","","","306053"
"","","","","101","0","306038","306","","","306054"
"","","","","22","0.5","0","306","","","306055"
"0","1","","0.1","6","1","1","306","1","0","306056"
"0","1","","0.1","6","1","117211","306","1","0","306057"
"0","1","","0.1","6","1","117311","306","1","0","306058"
"0","1","","0.1","6","1","117411","306","1","0","306059"
"","","","","93","0","0.1","306","","","306060"
"","1","","0","3","cgg_idle_normal","1","306","","","306061"
"","1","","0","3","cgg_idle_def","117211","306","","","306062"
"","1","","0","3","cgg_idle_def","117311","306","","","306063"
"","1","","0","3","cgg_idle_def","117411","306","","","306064"
