d430d4bbcb48f4a5a3e77d69b6d7b6fb1e4d1be41928a397356babc587685cf3,2d0cc41c6aee4e6d41efee5775a0137fc5dc8b2cc38f40c0ea5cd567cb75ef06,a50ca7e96ea659b50d06c36f038a7aaf95a9880fea003582dd1e1f0fa33eee6e,9ec34adef77109be06dc9ac56c32df7fca7d885886ca34ced2d45c33eb780aa7,f8247d9af0f7006a248df289d43e3c6b7070405400dee9a00cb667cd07227f54,7176e41e9366f7575a7b3ea1816441d401598f39dd34b80e41cb0d1764577c7e,a6585f74959ea4c15adc4eb4d2c421082e19fe204613c9af471f29825fd88487,642e2031c75f8295d296451306a3dfb8992947c866d1935ed90405c9916a67e2,e2317404f0f0a49fe076b4de663aad666b8a3f32a68b38028f09947186c1d411,6fd1212510da7d4a364384351f041af5eb2a269a28dbf5c7689aebc3df1018e2,41fe67e9b92a99c0c3ead418109f714f4f41c0608c795331002e8110b5a5154e,1b953ae93f23d17ae1c6c0a97f636e7218f34357b718f8fa6c107c1bdb7924d5
"100590153","0","0","1005901","0","53","0","2","vo_ske","0","0","vo_ske_0608"
"100590154","0","0","1005901","212","54","11","1","0","0","2","0"
"100590155","1","0","1005901","0","55","0","4","0","2.7","0","0"
"100590156","0","212","1005901","339","56","11","1","0","0","1","0"
"100590157","1","0","1005901","0","57","0","4","0","1","0","0"
"100590158","0","0","1005901","82","58","12","1","0","0","0.7","0"
"100590159","1","0","1005901","0","59","0","4","0","1.9","0","0"
"100590160","0","82","1005901","313","60","12","1","0","0","1.6","0"
"100590161","1","0","1005901","0","61","0","4","0","4","0","0"
"100590162","0","0","1005901","0","62","0","2","vo_ske","0","0","vo_ske_0609"
"100590163","0","0","1005901","238","63","13","1","0","0","2","0"
"100590164","1","0","1005901","0","64","0","4","0","3.8","0","0"
"100590165","0","0","1005901","0","65","0","2","vo_ske","0","0","vo_ske_0610"
"100590166","0","0","1005901","114","66","14","1","0","0","0.7","0"
"100590167","1","0","1005901","0","67","0","4","0","1.4","0","0"
"100590168","0","114","1005901","336","68","14","1","0","0","1.7","0"
"100590169","1","0","1005901","0","69","0","4","0","4.2","0","0"
"100590201","1","0","1005902","0","1","0","4","0","0.8","0","0"
"100590202","0","0","1005902","0","2","0","2","vo_ske","0","0","vo_ske_0701"
"100590203","0","0","1005902","310","3","1","1","0","0","2.3","0"
"100590204","1","0","1005902","0","4","0","4","0","3.6","0","0"
"100590205","0","0","1005902","0","5","0","2","vo_ske","0","0","vo_ske_0702"
"100590206","0","0","1005902","120","6","2","1","0","0","0.9","0"
"100590207","1","0","1005902","0","7","0","4","0","1.6","0","0"
"100590208","0","120","1005902","210","8","2","1","0","0","0.7","0"
"100590209","1","0","1005902","0","9","0","4","0","1.6","0","0"
"100590210","0","210","1005902","290","10","2","1","0","0","0.9","0"
"100590211","1","0","1005902","0","11","0","4","0","1.5","0","0"
"100590212","0","0","1005902","250","12","3","1","0","0","1.9","0"
"100590213","1","0","1005902","0","13","0","4","0","3.5","0","0"
"100590214","0","0","1005902","0","14","0","2","vo_ske","0","0","vo_ske_0703"
"100590215","0","0","1005902","135","15","4","1","0","0","1.2","0"
"100590216","1","0","1005902","0","16","0","4","0","2.1","0","0"
"100590217","0","135","1005902","328","17","4","1","0","0","1.6","0"
"100590218","1","0","1005902","0","18","0","4","0","1.6","0","0"
"100590219","0","0","1005902","114","19","5","1","0","0","0.6","0"
"100590220","1","0","1005902","0","20","0","4","0","2.5","0","0"
"100590221","0","0","1005902","0","21","0","2","vo_ske","0","0","vo_ske_0704"
"100590222","0","114","1005902","200","22","5","1","0","0","0.7","0"
"100590223","1","0","1005902","0","23","0","4","0","2.4","0","0"
"100590224","0","200","1005902","318","24","5","1","0","0","1.1","0"
"100590225","1","0","1005902","0","25","0","4","0","1.1","0","0"
"100590226","0","0","1005902","183","26","6","1","0","0","1.5","0"
"100590227","1","0","1005902","0","27","0","4","0","2","0","0"
"100590228","0","183","1005902","340","28","6","1","0","0","1.4","0"
"100590229","1","0","1005902","0","29","0","4","0","2.9","0","0"
"100590230","0","0","1005902","0","30","0","2","vo_ske","0","0","vo_ske_0705"
"100590231","0","0","1005902","85","31","7","1","0","0","0.6","0"
"100590232","1","0","1005902","0","32","0","4","0","1.4","0","0"
"100590233","0","85","1005902","340","33","7","1","0","0","2","0"
"100590234","1","0","1005902","0","34","0","4","0","5.2","0","0"
"100590235","0","0","1005902","0","35","0","2","vo_ske","0","0","vo_ske_0706"
"100590236","0","0","1005902","116","36","8","1","0","0","1.226","0"
"100590237","1","0","1005902","0","37","0","4","0","1.934","0","0"
"100590238","0","116","1005902","281","38","8","1","0","0","1.42","0"
"100590239","1","0","1005902","0","39","0","4","0","1.552","0","0"
"100590240","0","281","1005902","357","40","8","1","0","0","0.6","0"
"100590241","1","0","1005902","0","41","0","4","0","0.6","0","0"
"100590242","0","0","1005902","180","42","9","1","0","0","1.2","0"
"100590243","1","0","1005902","0","43","0","4","0","3","0","0"
"100590244","0","0","1005902","0","44","0","2","vo_ske","0","0","vo_ske_0707"
"100590245","0","180","1005902","284","45","9","1","0","0","1","0"
"100590246","1","0","1005902","0","46","0","4","0","2","0","0"
"100590247","0","284","1005902","402","47","9","1","0","0","0.9","0"
"100590248","1","0","1005902","0","48","0","4","0","3.1","0","0"
"100590249","0","0","1005902","0","49","0","2","vo_ske","0","0","vo_ske_0708"
"100590250","0","0","1005902","168","50","10","1","0","0","1.1","0"
"100590251","1","0","1005902","0","51","0","4","0","2.4","0","0"
"100590252","0","0","1005902","0","52","0","2","vo_ske","0","0","vo_ske_0709"
"100590253","0","0","1005902","340","53","11","1","0","0","2.5","0"
"100590254","1","0","1005902","0","54","0","4","0","3.4","0","0"
"100590255","0","0","1005902","0","55","0","2","vo_ske","0","0","vo_ske_0710"
"100590256","0","0","1005902","150","56","12","1","0","0","1.4","0"
"100590257","1","0","1005902","0","57","0","4","0","2.1","0","0"
"100590258","0","150","1005902","302","58","12","1","0","0","1.3","0"
"100590259","1","0","1005902","0","59","0","4","0","3.2","0","0"
"100590260","0","0","1005902","0","60","0","2","vo_ske","0","0","vo_ske_0711"
"100590261","0","0","1005902","63","61","13","1","0","0","0.8","0"
"100590262","1","0","1005902","0","62","0","4","0","1.9","0","0"
"100590263","0","63","1005902","305","63","13","1","0","0","1.7","0"
"100590264","1","0","1005902","0","64","0","4","0","3.5","0","0"
"100590265","0","0","1005902","0","65","0","2","vo_ske","0","0","vo_ske_0712"
"100590266","0","0","1005902","95","66","14","1","0","0","1","0"
"100590267","1","0","1005902","0","67","0","4","0","1.9","0","0"
"100590268","0","95","1005902","362","68","14","1","0","0","1.6","0"
"100590269","1","0","1005902","0","69","0","4","0","4.1","0","0"
"100590301","1","0","1005903","0","1","0","4","0","0.8","0","0"
"100590302","0","0","1005903","0","2","0","2","vo_ske","0","0","vo_ske_0801"
"100590303","0","0","1005903","231","3","1","1","0","0","2.2","0"
"100590304","1","0","1005903","0","4","0","4","0","3.4","0","0"
"100590305","0","0","1005903","0","5","0","2","vo_ske","0","0","vo_ske_0802"
"100590306","0","0","1005903","39","6","2","1","0","0","0.465","0"
"100590307","1","0","1005903","0","7","0","4","0","0.998","0","0"
"100590308","0","39","1005903","284","8","2","1","0","0","1.722","0"
"100590309","1","0","1005903","0","9","0","4","0","3.024","0","0"
"100590310","0","284","1005903","388","10","2","1","0","0","0.8","0"
"100590311","1","0","1005903","0","11","0","4","0","0.8","0","0"
"100590312","0","0","1005903","168","12","3","1","0","0","0.9","0"
"100590313","1","0","1005903","0","13","0","4","0","2.5","0","0"
"100590314","0","168","1005903","262","14","3","1","0","0","1","0"
"100590315","1","0","1005903","0","15","0","4","0","1.8","0","0"
"100590316","0","262","1005903","388","16","3","1","0","0","1.2","0"
"100590317","1","0","1005903","0","17","0","4","0","1.2","0","0"
"100590318","0","0","1005903","145","18","4","1","0","0","0.828","0"
"100590319","1","0","1005903","0","19","0","4","0","3.156","0","0"
"100590320","0","0","1005903","0","20","0","2","vo_ske","0","0","vo_ske_0803"
"100590321","0","0","1005903","134","21","5","1","0","0","1.2","0"
"100590322","1","0","1005903","0","22","0","4","0","2.3","0","0"
"100590323","0","134","1005903","347","23","5","1","0","0","1.8","0"
"100590324","1","0","1005903","0","24","0","4","0","3.4","0","0"
"100590325","0","0","1005903","257","25","6","1","0","0","1.9","0"
"100590326","1","0","1005903","0","26","0","4","0","4.3","0","0"
"100590327","0","0","1005903","0","27","0","2","vo_ske","0","0","vo_ske_0804"
"100590328","0","0","1005903","133","28","7","1","0","0","1.067","0"
"100590329","1","0","1005903","0","29","0","4","0","1.523","0","0"
"100590330","0","133","1005903","210","30","7","1","0","0","0.674","0"
"100590331","1","0","1005903","0","31","0","4","0","2.337","0","0"
"100590332","0","0","1005903","0","32","0","2","vo_ske","0","0","vo_ske_0805"
"100590333","0","210","1005903","330","33","7","1","0","0","1.1","0"
"100590334","1","0","1005903","0","34","0","4","0","1.1","0","0"
"100590335","0","0","1005903","110","35","8","1","0","0","0.675","0"
"100590336","1","0","1005903","0","36","0","4","0","1.662","0","0"
"100590337","0","110","1005903","350","37","8","1","0","0","2","0"
"100590338","1","0","1005903","0","38","0","4","0","4.3","0","0"
"100590339","0","0","1005903","0","39","0","2","vo_ske","0","0","vo_ske_0806"
"100590340","0","0","1005903","140","40","9","1","0","0","1.3","0"
"100590341","1","0","1005903","0","41","0","4","0","2.5","0","0"
"100590342","0","140","1005903","370","42","9","1","0","0","1.7","0"
"100590343","1","0","1005903","0","43","0","4","0","1.7","0","0"
"100590344","0","0","1005903","83","44","10","1","0","0","0.5","0"
"100590345","1","0","1005903","0","45","0","4","0","3.5","0","0"
"100590346","0","0","1005903","0","46","0","2","vo_ske","0","0","vo_ske_0807"
"100590347","0","0","1005903","222","47","11","1","0","0","2","0"
"100590348","1","0","1005903","0","48","0","4","0","3.2","0","0"
"100590349","0","222","1005903","385","49","11","1","0","0","1.1","0"
"100590350","1","0","1005903","0","50","0","4","0","1.1","0","0"
"100590351","0","0","1005903","102","51","12","1","0","0","0.8","0"
"100590352","1","0","1005903","0","52","0","4","0","2.4","0","0"
"100590353","0","102","1005903","328","53","12","1","0","0","1.7","0"
"100590354","1","0","1005903","0","54","0","4","0","4.6","0","0"
"100590355","0","0","1005903","0","55","0","2","vo_ske","0","0","vo_ske_0808"
"100590356","0","0","1005903","89","56","13","1","0","0","0.4","0"
"100590357","1","0","1005903","0","57","0","4","0","2","0","0"
"100590358","0","89","1005903","360","58","13","1","0","0","2.3","0"
"100590359","1","0","1005903","0","59","0","4","0","3.2","0","0"
"100590360","0","0","1005903","120","60","14","1","0","0","0.9","0"
"100590361","1","0","1005903","0","61","0","4","0","3.2","0","0"
"100590362","0","0","1005903","0","62","0","2","vo_ske","0","0","vo_ske_0809"
"100590363","0","120","1005903","318","63","14","1","0","0","0.8","0"
"100590364","1","0","1005903","0","64","0","4","0","3.3","0","0"
"100590401","1","0","1005904","0","1","0","4","0","0.8","0","0"
"100590402","0","0","1005904","0","2","0","2","vo_ske","0","0","vo_ske_0901"
"100590403","0","0","1005904","113","3","1","1","0","0","1.325","0"
"100590404","1","0","1005904","0","4","0","4","0","2.008","0","0"
"100590405","0","113","1005904","365","5","1","1","0","0","1.863","0"
"100590406","1","0","1005904","0","6","0","4","0","3.699","0","0"
"100590407","0","0","1005904","0","7","0","2","vo_ske","0","0","vo_ske_0902"
"100590408","0","0","1005904","151","8","2","1","0","0","1.3","0"
"100590409","1","0","1005904","0","9","0","4","0","2.1","0","0"
"100590410","0","151","1005904","375","10","2","1","0","0","1.8","0"
"100590411","1","0","1005904","0","11","0","4","0","1.8","0","0"
"100590412","0","0","1005904","71","12","3","1","0","0","0.7","0"
"100590413","1","0","1005904","0","13","0","4","0","1.6","0","0"
"100590414","0","71","1005904","351","14","3","1","0","0","2.2","0"
"100590415","1","0","1005904","0","15","0","4","0","4.8","0","0"
"100590416","0","0","1005904","0","16","0","2","vo_ske","0","0","vo_ske_0903"
"100590417","0","0","1005904","304","17","4","1","0","0","2.3","0"
"100590418","1","0","1005904","0","18","0","4","0","3","0","0"
"100590419","0","304","1005904","389","19","4","1","0","0","0.8","0"
"100590420","1","0","1005904","0","20","0","4","0","1.3","0","0"
"100590421","0","0","1005904","342","21","5","1","0","0","2.8","0"
"100590422","1","0","1005904","0","22","0","4","0","4.9","0","0"
"100590423","0","0","1005904","0","23","0","2","vo_ske","0","0","vo_ske_0904"
"100590424","0","0","1005904","125","24","6","1","0","0","0.9","0"
"100590425","1","0","1005904","0","25","0","4","0","1.9","0","0"
"100590426","0","125","1005904","215","26","6","1","0","0","0.8","0"
"100590427","1","0","1005904","0","27","0","4","0","1.4","0","0"
"100590428","0","215","1005904","395","28","6","1","0","0","1.7","0"
"100590429","1","0","1005904","0","29","0","4","0","1.7","0","0"
"100590430","0","0","1005904","47","30","7","1","0","0","0.3","0"
"100590431","1","0","1005904","0","31","0","4","0","1.2","0","0"
"100590432","0","47","1005904","317","32","7","1","0","0","2.1","0"
"100590433","1","0","1005904","0","33","0","4","0","4.1","0","0"
"100590434","0","0","1005904","0","34","0","2","vo_ske","0","0","vo_ske_0905"
"100590435","0","0","1005904","233","35","8","1","0","0","1.3","0"
"100590436","1","0","1005904","0","36","0","4","0","1.9","0","0"
"100590437","0","233","1005904","311","37","8","1","0","0","0.59","0"
"100590438","1","0","1005904","0","38","0","4","0","2.656","0","0"
"100590439","0","0","1005904","0","39","0","2","vo_ske","0","0","vo_ske_0906"
"100590440","0","0","1005904","97","40","9","1","0","0","0.8","0"
"100590441","1","0","1005904","0","41","0","4","0","1.7","0","0"
"100590442","0","97","1005904","350","42","9","1","0","0","2.1","0"
"100590443","1","0","1005904","0","43","0","4","0","2.1","0","0"
"100590444","0","0","1005904","170","44","10","1","0","0","1.4","0"
"100590445","1","0","1005904","0","45","0","4","0","3.3","0","0"
"100590446","0","170","1005904","300","46","10","1","0","0","1.1","0"
"100590447","1","0","1005904","0","47","0","4","0","2.2","0","0"
"100590448","0","300","1005904","395","48","10","1","0","0","0.6","0"
"100590449","1","0","1005904","0","49","0","4","0","0.6","0","0"
"100590450","0","0","1005904","253","50","11","1","0","0","2.1","0"
"100590451","1","0","1005904","0","51","0","4","0","4.7","0","0"
"100590452","0","0","1005904","0","52","0","2","vo_ske","0","0","vo_ske_0907"
"100590453","0","0","1005904","95","53","12","1","0","0","0.8","0"
"100590454","1","0","1005904","0","54","0","4","0","1.7","0","0"
"100590455","0","95","1005904","256","55","12","1","0","0","1.34","0"
"100590456","1","0","1005904","0","56","0","4","0","1.874","0","0"
"100590457","0","256","1005904","347","57","12","1","0","0","0.776","0"
"100590458","1","0","1005904","0","58","0","4","0","2.613","0","0"
"100590459","0","0","1005904","0","59","0","2","vo_ske","0","0","vo_ske_0908"
"100590460","0","0","1005904","161","60","14","1","0","0","1.5","0"
"100590461","1","0","1005904","0","61","0","4","0","2.6","0","0"
"100590462","0","161","1005904","399","62","14","1","0","0","2","0"
"100590463","1","0","1005904","0","63","0","4","0","4.5","0","0"
"100590501","1","0","1005905","0","1","0","4","0","0.8","0","0"
"100590502","0","0","1005905","0","2","0","2","vo_ske","0","0","vo_ske_1001"
"100590503","0","0","1005905","53","3","1","1","0","0","0.5","0"
"100590504","1","0","1005905","0","4","0","4","0","1.1","0","0"
"100590505","0","53","1005905","235","5","1","1","0","0","1.4","0"
"100590506","1","0","1005905","0","6","0","4","0","2.8","0","0"
"100590507","0","0","1005905","0","7","0","2","vo_ske","0","0","vo_ske_1002"
"100590508","0","0","1005905","230","8","2","1","0","0","1.8","0"
"100590509","1","0","1005905","0","9","0","4","0","2.4","0","0"
"100590510","0","230","1005905","400","10","2","1","0","0","1.4","0"
"100590511","1","0","1005905","0","11","0","4","0","3.3","0","0"
"100590512","0","0","1005905","0","12","0","2","vo_ske","0","0","vo_ske_1003"
"100590513","0","0","1005905","237","13","3","1","0","0","2.224","0"
"100590514","1","0","1005905","0","14","0","4","0","2.769","0","0"
"100590515","0","237","1005905","358","15","3","1","0","0","0.869","0"
"100590516","1","0","1005905","0","16","0","4","0","1.635","0","0"
"100590517","0","0","1005905","93","17","4","1","0","0","0.6","0"
"100590518","1","0","1005905","0","18","0","4","0","2.2","0","0"
"100590519","0","0","1005905","0","19","0","2","vo_ske","0","0","vo_ske_1004"
"100590520","0","93","1005905","237","20","4","1","0","0","1.3","0"
"100590521","1","0","1005905","0","21","0","4","0","1.8","0","0"
"100590522","0","237","1005905","342","22","4","1","0","0","0.9","0"
"100590523","1","0","1005905","0","23","0","4","0","0.9","0","0"
"100590524","0","0","1005905","166","24","5","1","0","0","0.9","0"
"100590525","1","0","1005905","0","25","0","4","0","2.7","0","0"
"100590526","0","166","1005905","327","26","5","1","0","0","1.059","0"
"100590527","1","0","1005905","0","27","0","4","0","3","0","0"
"100590528","0","0","1005905","0","28","0","2","vo_ske","0","0","vo_ske_1005"
"100590529","0","0","1005905","94","29","6","1","0","0","1.2","0"
"100590530","1","0","1005905","0","30","0","4","0","1.7","0","0"
"100590531","0","94","1005905","397","31","6","1","0","0","2.1","0"
"100590532","1","0","1005905","0","32","0","4","0","4.5","0","0"
"100590533","0","0","1005905","0","33","0","2","vo_ske","0","0","vo_ske_1006"
"100590534","0","0","1005905","47","34","7","1","0","0","0.566","0"
"100590535","1","0","1005905","0","35","0","4","0","1.552","0","0"
"100590536","0","47","1005905","362","36","7","1","0","0","2.318","0"
"100590537","1","0","1005905","0","37","0","4","0","3.724","0","0"
"100590538","0","0","1005905","260","38","8","1","0","0","2.077","0"
"100590539","1","0","1005905","0","39","0","4","0","2.729","0","0"
"100590540","0","260","1005905","327","40","8","1","0","0","0.66","0"
"100590541","1","0","1005905","0","41","0","4","0","2.832","0","0"
"100590542","0","0","1005905","0","42","0","2","vo_ske","0","0","vo_ske_1007"
"100590543","0","0","1005905","60","43","9","1","0","0","0.608","0"
"100590544","1","0","1005905","0","44","0","4","0","1.363","0","0"
"100590545","0","60","1005905","179","45","9","1","0","0","1.493","0"
"100590546","1","0","1005905","0","46","0","4","0","2.007","0","0"
"100590547","0","179","1005905","387","47","9","1","0","0","1.437","0"
"100590548","1","0","1005905","0","48","0","4","0","3.22","0","0"
"100590549","0","0","1005905","0","49","0","2","vo_ske","0","0","vo_ske_1008"
"100590550","0","0","1005905","133","50","10","1","0","0","1.2","0"
"100590551","1","0","1005905","0","51","0","4","0","2.4","0","0"
"100590552","0","133","1005905","347","52","10","1","0","0","1.5","0"
"100590553","1","0","1005905","0","53","0","4","0","1.5","0","0"
"100590554","0","0","1005905","104","54","11","1","0","0","0.4","0"
"100590555","1","0","1005905","0","55","0","4","0","2.7","0","0"
"100590556","0","104","1005905","331","56","11","1","0","0","1.6","0"
"100590557","1","0","1005905","0","57","0","4","0","3.7","0","0"
"100590558","0","0","1005905","0","58","0","2","vo_ske","0","0","vo_ske_1009"
"100590559","0","0","1005905","345","59","12","1","0","0","2.9","0"
"100590560","1","0","1005905","0","60","0","4","0","4","0","0"
"100590561","0","0","1005905","216","61","13","1","0","0","1.6","0"
"100590562","1","0","1005905","0","62","0","4","0","3.6","0","0"
"100590563","0","0","1005905","0","63","0","2","vo_ske","0","0","vo_ske_1010"
"100590564","0","0","1005905","121","64","14","1","0","0","0.7","0"
"100590565","1","0","1005905","0","65","0","4","0","2.1","0","0"
"100590566","0","121","1005905","360","66","14","1","0","0","1.9","0"
"100590567","1","0","1005905","0","67","0","4","0","4.4","0","0"
"100590601","1","0","1005906","0","1","0","4","0","0.8","0","0"
"100590602","0","0","1005906","0","2","0","2","vo_ske","0","0","vo_ske_1101"
"100590603","0","0","1005906","121","3","1","1","0","0","1","0"
"100590604","1","0","1005906","0","4","0","4","0","1.7","0","0"
"100590605","0","121","1005906","211","5","1","1","0","0","0.6","0"
"100590606","1","0","1005906","0","6","0","4","0","1.5","0","0"
"100590607","0","211","1005906","280","7","1","1","0","0","0.9","0"
"100590608","1","0","1005906","0","8","0","4","0","1.5","0","0"
"100590609","0","0","1005906","135","9","2","1","0","0","1.6","0"
"100590610","1","0","1005906","0","10","0","4","0","3.6","0","0"
"100590611","0","0","1005906","0","11","0","2","vo_ske","0","0","vo_ske_1102"
"100590612","0","135","1005906","260","12","2","1","0","0","0.9","0"
"100590613","1","0","1005906","0","13","0","4","0","1.8","0","0"
"100590614","0","260","1005906","320","14","2","1","0","0","0.7","0"
"100590615","1","0","1005906","0","15","0","4","0","1.9","0","0"
"100590616","0","320","1005906","346","16","2","1","0","0","0.2","0"
"100590617","1","0","1005906","0","17","0","4","0","1.5","0","0"
"100590618","0","0","1005906","190","18","3","1","0","0","2.1","0"
"100590619","1","0","1005906","0","19","0","4","0","4.1","0","0"
"100590620","0","0","1005906","0","20","0","2","vo_ske","0","0","vo_ske_1103"
"100590621","0","190","1005906","387","21","3","1","0","0","1.7","0"
"100590622","1","0","1005906","0","22","0","4","0","2.5","0","0"
"100590623","0","0","1005906","139","23","4","1","0","0","1.197","0"
"100590624","1","0","1005906","0","24","0","4","0","1.72","0","0"
"100590625","0","139","1005906","347","25","4","1","0","0","1.735","0"
"100590626","1","0","1005906","0","26","0","4","0","4.154","0","0"
"100590627","0","0","1005906","0","27","0","2","vo_ske","0","0","vo_ske_1104"
"100590628","0","0","1005906","292","28","5","1","0","0","2.4","0"
"100590629","1","0","1005906","0","29","0","4","0","3.1","0","0"
"100590630","0","292","1005906","355","30","5","1","0","0","0.7","0"
"100590631","1","0","1005906","0","31","0","4","0","0.7","0","0"
"100590632","0","0","1005906","153","32","6","1","0","0","1.2","0"
"100590633","1","0","1005906","0","33","0","4","0","1.8","0","0"
"100590634","0","153","1005906","289","34","6","1","0","0","1.2","0"
"100590635","1","0","1005906","0","35","0","4","0","3.8","0","0"
"100590636","0","0","1005906","0","36","0","2","vo_ske","0","0","vo_ske_1105"
"100590637","0","0","1005906","92","37","7","1","0","0","0.8","0"
"100590638","1","0","1005906","0","38","0","4","0","1.4","0","0"
"100590639","0","92","1005906","230","39","7","1","0","0","1.1","0"
"100590640","1","0","1005906","0","40","0","4","0","2.1","0","0"
"100590641","0","260","1005906","384","41","7","1","0","0","1.3","0"
"100590642","1","0","1005906","0","42","0","4","0","1.3","0","0"
"100590643","0","0","1005906","55","43","8","1","0","0","0.4","0"
"100590644","1","0","1005906","0","44","0","4","0","1.9","0","0"
"100590645","0","55","1005906","177","45","8","1","0","0","1.152","0"
"100590646","1","0","1005906","0","46","0","4","0","1.561","0","0"
"100590647","0","177","1005906","355","47","8","1","0","0","1.273","0"
"100590648","1","0","1005906","0","48","0","4","0","3.32","0","0"
"100590649","0","0","1005906","0","49","0","2","vo_ske","0","0","vo_ske_1106"
"100590650","0","0","1005906","300","50","9","1","0","0","2.7","0"
"100590651","1","0","1005906","0","51","0","4","0","3.8","0","0"
"100590652","0","0","1005906","79","52","10","1","0","0","0.894","0"
"100590653","1","0","1005906","0","53","0","4","0","1.455","0","0"
"100590654","0","79","1005906","263","54","10","1","0","0","1.334","0"
"100590655","1","0","1005906","0","55","0","4","0","3.699","0","0"
"100590656","0","0","1005906","0","56","0","2","vo_ske","0","0","vo_ske_1107"
"100590657","0","0","1005906","210","57","11","1","0","0","1.7","0"
"100590658","1","0","1005906","0","58","0","4","0","2.8","0","0"
"100590659","0","0","1005906","183","59","12","1","0","0","1.364","0"
"100590660","1","0","1005906","0","60","0","4","0","3.365","0","0"
"100590661","0","0","1005906","0","61","0","2","vo_ske","0","0","vo_ske_1108"
"100590662","0","0","1005906","85","62","13","1","0","0","0.6","0"
"100590663","1","0","1005906","0","63","0","4","0","2.4","0","0"
"100590664","0","0","1005906","0","64","0","2","vo_ske","0","0","vo_ske_1109"
"100590665","0","0","1005906","122","65","14","1","0","0","1","0"
"100590666","1","0","1005906","0","66","0","4","0","2","0","0"
"100590667","0","122","1005906","212","67","14","1","0","0","1","0"
"100590668","1","0","1005906","0","68","0","4","0","3.5","0","0"
