48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"1","0.2","","1007404","3","","117531","mhp_talk_thinking","","","1007404102"
"","","","1007404","91","","1007404100","0","","","1007404103"
"1","0.2","","1007404","3","","117531","mhp_idle_thinking","","","1007404104"
"1","0.2","","1007404","3","","111011","mhp_sit_talk_anger2","","","1007404105"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1016","","0","1007404106"
"5","0","0.5","1007404","11","0","111011","むっ……なんだと、この小娘風情が！\n貴様さては理系だな？\n不愉快だ、こんなとこ二度と来るか！\nどけ、理系が伝染る！　ぺっ、ぺっ！","0","1","1007404107"
"","","","1007404","91","","0","","","","1007404108"
"0","0.2","","1007404","3","0.2","117531","mhp_surprise","1","mhp_idle_surprise1","1007404109"
"0","0.2","","1007404","3","","111011","mhp_yuni_sit_out_angry","","","1007404110"
"","","","1007404","93","","0.5","","","","1007404111"
"1","0","","1007404","12","0","111011","14","","","1007404112"
"","","","1007404","93","","0.5","","","","1007404113"
"","","","1007404","91","","0","","","","1007404114"
"1","0.2","","1007404","3","","111011","mhp_run_angry","","","1007404115"
"","","","1007404","4","","111011","1","","","1007404116"
"-220","","","1007404","2","","111011","-1000","0","2.5","1007404117"
"","","","1007404","93","","2","0","","","1007404118"
"","","","1007404","91","","0","","","","1007404119"
"1","0.2","","1007404","3","","117531","mhp_talk_sad","","","1007404120"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1017","","0","1007404121"
"7","0","0.5","1007404","11","0","117531","あの子……\nどんどん育ての親に似てきたわね……","0","1","1007404122"
"","","","1007404","91","","0","","","","1007404123"
"","","","1007404","22","","0","0","","","1007404124"
"","","","1007404","91","","0","","","","1007404125"
"100","1.7","mhp_idle_normal","1007405","1","0","1","111011","-240","-1000","1007405001"
"100","1.7","mhp_sit_idle","1007405","1","1","1","117531","-220","185","1007405002"
"100","1.7","mhp_sit_idle","1007405","1","1","1","117631","-200","365","1007405003"
"-240","1","","1007405","31","","1","1","0.85","-154","1007405004"
"110","1.7","NoItem","1007405","5","0","1","11","-220","-200","1007405005"
"105","1.7","NoItem","1007405","5","0","1","12","-220","-200","1007405006"
"110","1.7","NoItem","1007405","5","1","1","21","-220","185","1007405007"
"105","1.7","NoItem","1007405","5","1","1","22","-220","185","1007405008"
"1","0","","1007405","6","0","11","1","0","1","1007405009"
"1","0","","1007405","6","0","12","1","0","1","1007405010"
"1","0","","1007405","6","0","21","1","0","1","1007405011"
"1","0","","1007405","6","0","22","1","0","1","1007405012"
"110","1.7","NoItem","1007405","5","0","1","31","-220","-1000","1007405013"
"","","","1007405","91","","0","","","","1007405014"
"1","0.2","","1007405","3","","117531","mhp_sit_talk_normal","","","1007405015"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1101","","0","1007405016"
"8","0","0.5","1007405","11","0","117531","ユニちゃん、どうぞー","0","0","1007405017"
"","","","1007405","91","","0","","","","1007405018"
"1","0.2","","1007405","3","","117531","mhp_sit_idle","","","1007405019"
"1","0.2","","1007405","3","","111011","mhp_walk","","","1007405020"
"-220","","","1007405","2","","111011","-200","0","4","1007405021"
"1","0.2","","1007405","3","","31","NoItem","","","1007405022"
"-220","","","1007405","2","","31","-200","0","4","1007405023"
"","","","1007405","91","","0","","","","1007405024"
"0","0.2","","1007405","3","0.2","111011","mhp_sit_in_2","1","mhp_sit_idle_2","1007405025"
"","","","1007405","93","","1","0","","","1007405026"
"1","0.2","","1007405","3","","111011","mhp_sit_talk_joy2","","","1007405027"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1102","","0","1007405028"
"5","0","0.5","1007405","11","0","111011","えへへ、ユニだよ。\nミツキちゃん元気？","0","1","1007405029"
"","","","1007405","91","","0","","","","1007405030"
"1","0.2","","1007405","3","","111011","mhp_sit_idle_joy2","","","1007405031"
"1","0.2","","1007405","3","","117531","mhp_sit_talk_normal","","","1007405032"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1103","","0","1007405033"
"6","0","0.5","1007405","11","0","117531","あら。\nこないだぷりぷりして帰った件は\n綺麗さっぱりなかったことにするのね。\nオーケイ、了解よ。","0","1","1007405034"
"","","","1007405","91","","0","","","","1007405035"
"1","0.2","","1007405","3","","117531","mhp_sit_talk_wish","","","1007405036"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1104","","0","1007405037"
"7","0","0.5","1007405","11","0","117531","それで？\nユニちゃんは今日も\n私と雑談をしに来てくれたのかしら？","0","1","1007405038"
"","","","1007405","91","","0","","","","1007405039"
"1","0.2","","1007405","3","","117531","mhp_sit_idle","","","1007405040"
"1","0.2","","1007405","3","","111011","mhp_sit_talk_sad","","","1007405041"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1105","","0","1007405042"
"5","0","0.5","1007405","11","0","111011","否。\n今日は患者として参ったのだ。\n医薬の道に長じた御身の助けを得たい。","0","1","1007405043"
"","","","1007405","91","","0","","","","1007405044"
"1","0.2","","1007405","3","","111011","mhp_sit_idle_sad","","","1007405045"
"1","0.2","","1007405","3","","117531","mhp_sit_talk_thinking","","","1007405046"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1106","","0","1007405047"
"7","0","0.5","1007405","11","0","117531","あら、穏やかじゃないわね。\nいいわ、聞きましょう。どうぞ？","0","1","1007405048"
"","","","1007405","91","","0","","","","1007405049"
"1","0.2","","1007405","3","","117531","mhp_sit_idle","","","1007405050"
"1","0.2","","1007405","3","","111011","mhp_sit_talk_sad2","","","1007405051"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1107","","0","1007405052"
"5","0","0.5","1007405","11","0","111011","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","0","1","1007405053"
"","","","1007405","91","","0","","","","1007405054"
"0","0.2","","1007405","3","","111011","mhp_yuni_sleep_in","","","1007405055"
"0","0","","1007405","3","0","31","mhp_yuni_sleep_in","1","NoItem","1007405056"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1108","","0","1007405057"
"6","0","0.5","1007405","11","0","111011","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","0","1","1007405058"
"","","","1007405","93","","8.2","1","","","1007405059"
"0","0.2","","1007405","3","","111011","mhp_yuni_sleep_out","","","1007405060"
"0","0.2","","1007405","3","","31","mhp_yuni_sleep_out","","","1007405061"
"","","","1007405","91","","1007405058","","","","1007405062"
"1","0.2","","1007405","3","","111011","mhp_sit_idle_sad","","","1007405063"
"1","0.2","","1007405","3","","31","NoItem_idle","","","1007405064"
"1","0.2","","1007405","3","","117531","mhp_sit_talk_thinking","","","1007405065"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1109","","0","1007405066"
"5","0","0.5","1007405","11","0","117531","あー、そういう……はいはい。","0","1","1007405067"
"","","","1007405","91","","0","","","","1007405068"
"1","0.2","","1007405","3","","117531","mhp_sit_idle","","","1007405069"
"1","0.2","","1007405","3","","111011","mhp_sit_talk_sad2","","","1007405070"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1110","","0","1007405071"
"5","0","0.5","1007405","11","0","111011","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","0","1","1007405072"
"","","","1007405","91","","0","","","","1007405073"
"1","0.2","","1007405","3","","111011","mhp_sit_idle_sad2","","","1007405074"
"0","","","1007405","103","","ハッスルポーション","1007405078","","","1007405075"
"0","","","1007405","103","","グッスリポーション","1007405124","","","1007405076"
"0","","","1007405","103","","ハッタリポーション","1007405166","","","1007405077"
"0","0.2","","1007405","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007405078"
"","","","1007405","93","","0.6","0","","","1007405079"
"0","0.2","","1007405","3","0","111011","mhp_sit_out","1","mhp_idle_normal","1007405080"
"","","","1007405","93","","0.2","0","","","1007405081"
"1","0.2","","1007405","3","","111011","mhp_walk","0","","1007405082"
"-220","","","1007405","2","","111011","35","0","1.5","1007405083"
"-220","","","1007405","2","","31","35","0","1.5","1007405084"
"-220","","","1007405","2","","11","35","0","1.5","1007405085"
"-220","","","1007405","2","","12","35","0","1.5","1007405086"
"","","","1007405","93","","0.3","0","","","1007405087"
"0","0.2","","1007405","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007405088"
"1","0","","1007405","6","0","21","1","1","1","1007405089"
"1","0","","1007405","6","0","22","1","1","1","1007405090"
"0","0.2","","1007405","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007405091"
"0","0.2","","1007405","3","0","22","mhp_item_EX0001_handover_in","1","mhp_item_EX0001_handover_loop","1007405092"
"","","","1007405","93","","1.2","0","","","1007405093"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007405094"
"1","0","","1007405","6","0","11","1","1","1","1007405095"
"1","0","","1007405","6","0","12","1","1","1","1007405096"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_in","1","mhp_receive_yuni_loop","1007405097"
"0","0.2","","1007405","3","0","12","mhp_item_EX0001_receive_in","1","mhp_item_EX0001_receive_loop","1007405098"
"","","","1007405","93","","0.6","0","","","1007405099"
"1","0.4","","1007405","6","0","22","1","1","1","1007405100"
"","","","1007405","93","","0.4","0","","","1007405101"
"0","0.2","","1007405","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007405102"
"0","0.2","","1007405","3","0","21","mhp_handover_out","1","NoItem_idle","1007405103"
"0","0.2","","1007405","3","0","22","mhp_item_EX0001_handover_out","1","NoItem_idle","1007405104"
"","","","1007405","93","","0.4","0","","","1007405105"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_out","1","mhp_idle_normal","1007405106"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_out","1","NoItem_idle","1007405107"
"0","0.2","","1007405","3","0","12","mhp_item_EX0001_receive_out","1","NoItem_idle","1007405108"
"","","","1007405","93","","2","","","","1007405109"
"1","0.2","","1007405","3","","111011","mhp_talk_joy2","","","1007405110"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1111","","0","1007405111"
"8","0","0.5","1007405","11","0","111011","わ～い、いつものポーションだぁ～！","0","1","1007405112"
"","","","1007405","91","","0","","","","1007405113"
"1","0.2","","1007405","3","","111011","mhp_idle_joy2","","","1007405114"
"1","0.2","","1007405","3","","117531","mhp_talk_worry","","","1007405115"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1112","","0","1007405116"
"6","0","0.5","1007405","11","0","117531","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","0","1","1007405117"
"","","","1007405","91","","0","","","","1007405118"
"1","0.2","","1007405","3","","117531","mhp_talk_wish2","","","1007405119"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1113","","0","1007405120"
"5","0","0.5","1007405","11","0","117531","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","0","1","1007405121"
"","","","1007405","91","","0","","","","1007405122"
"","","","1007405","101","","1007405213","","","","1007405123"
"0","0.2","","1007405","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007405124"
"","","","1007405","93","","0.6","0","","","1007405125"
"0","0.2","","1007405","3","0","111011","mhp_sit_out","1","mhp_idle_normal","1007405126"
"","","","1007405","93","","0.2","0","","","1007405127"
"1","0.2","","1007405","3","","111011","mhp_walk","0","","1007405128"
"-220","","","1007405","2","","111011","35","0","1.5","1007405129"
"-220","","","1007405","2","","31","35","0","1.5","1007405130"
"-220","","","1007405","2","","11","35","0","1.5","1007405131"
"-220","","","1007405","2","","12","35","0","1.5","1007405132"
"","","","1007405","93","","0.3","0","","","1007405133"
"0","0.2","","1007405","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007405134"
"1","0","","1007405","6","0","21","1","1","1","1007405135"
"1","0","","1007405","6","0","22","1","1","1","1007405136"
"0","0.2","","1007405","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007405137"
"0","0.2","","1007405","3","0","22","mhp_item_EX0002_handover_in","1","mhp_item_EX0002_handover_loop","1007405138"
"","","","1007405","93","","1.2","0","","","1007405139"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007405140"
"1","0","","1007405","6","0","11","1","1","1","1007405141"
"1","0","","1007405","6","0","12","1","1","1","1007405142"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_in","1","mhp_receive_yuni_loop","1007405143"
"0","0.2","","1007405","3","0","12","mhp_item_EX0002_receive_in","1","mhp_item_EX0002_receive_loop","1007405144"
"","","","1007405","93","","0.6","0","","","1007405145"
"1","0.4","","1007405","6","0","22","1","1","1","1007405146"
"","","","1007405","93","","0.4","0","","","1007405147"
"0","0.2","","1007405","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007405148"
"0","0.2","","1007405","3","0","21","mhp_handover_out","1","NoItem_idle","1007405149"
"0","0.2","","1007405","3","0","22","mhp_item_EX0002_handover_out","1","NoItem_idle","1007405150"
"","","","1007405","93","","0.4","0","","","1007405151"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_out","1","mhp_idle_normal","1007405152"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_out","1","NoItem_idle","1007405153"
"0","0.2","","1007405","3","0","12","mhp_item_EX0002_receive_out","1","NoItem_idle","1007405154"
"","","","1007405","93","","2","","","","1007405155"
"1","0.2","","1007405","3","","111011","mhp_talk_anger2","","","1007405156"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1114","","0","1007405157"
"6","0","0.5","1007405","11","0","111011","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","0","1","1007405158"
"","","","1007405","91","","0","","","","1007405159"
"1","0.2","","1007405","3","","111011","mhp_idle_sad","","","1007405160"
"1","0.2","","1007405","3","","117531","mhp_talk_worry","","","1007405161"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1115","","0","1007405162"
"6","0","0.5","1007405","11","0","117531","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","0","1","1007405163"
"","","","1007405","91","","0","","","","1007405164"
"","","","1007405","101","","1007405213","","","","1007405165"
"0","0.2","","1007405","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007405166"
"","","","1007405","93","","0.6","0","","","1007405167"
"0","0.2","","1007405","3","0","111011","mhp_sit_out","1","mhp_idle_normal","1007405168"
"","","","1007405","93","","0.2","0","","","1007405169"
"1","0.2","","1007405","3","","111011","mhp_walk","0","","1007405170"
"-220","","","1007405","2","","111011","35","0","1.5","1007405171"
"-220","","","1007405","2","","31","35","0","1.5","1007405172"
"-220","","","1007405","2","","11","35","0","1.5","1007405173"
"-220","","","1007405","2","","12","35","0","1.5","1007405174"
"","","","1007405","93","","0.3","0","","","1007405175"
"0","0.2","","1007405","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007405176"
"1","0","","1007405","6","0","21","1","1","1","1007405177"
"1","0","","1007405","6","0","22","1","1","1","1007405178"
"0","0.2","","1007405","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007405179"
"0","0.2","","1007405","3","0","22","mhp_item_EX0003_handover_in","1","mhp_item_EX0003_handover_loop","1007405180"
"","","","1007405","93","","1.2","0","","","1007405181"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007405182"
"1","0","","1007405","6","0","11","1","1","1","1007405183"
"1","0","","1007405","6","0","12","1","1","1","1007405184"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_in","1","mhp_receive_yuni_loop","1007405185"
"0","0.2","","1007405","3","0","12","mhp_item_EX0003_receive_in","1","mhp_item_EX0003_receive_loop","1007405186"
"","","","1007405","93","","0.6","0","","","1007405187"
"1","0.4","","1007405","6","0","22","1","1","1","1007405188"
"","","","1007405","93","","0.4","0","","","1007405189"
"0","0.2","","1007405","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007405190"
"0","0.2","","1007405","3","0","21","mhp_handover_out","1","NoItem_idle","1007405191"
"0","0.2","","1007405","3","0","22","mhp_item_EX0003_handover_out","1","NoItem_idle","1007405192"
"","","","1007405","93","","0.4","0","","","1007405193"
"0","0.2","","1007405","3","0","111011","mhp_handover_receive_out","1","mhp_idle_normal","1007405194"
"0","0.2","","1007405","3","0","11","mhp_receive_yuni_out","1","NoItem_idle","1007405195"
"0","0.2","","1007405","3","0","12","mhp_item_EX0003_receive_out","1","NoItem_idle","1007405196"
"","","","1007405","93","","2","0","","","1007405197"
"1","0.2","","1007405","3","","117531","mhp_anna_ahahaStand_loop","","","1007405198"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1116","","0","1007405199"
"4","0","0.5","1007405","11","0","117531","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","0","1","1007405200"
"","","","1007405","93","","2.5","1","","","1007405201"
"1","0.2","","1007405","3","","117531","mhp_talk_joy1","","","1007405202"
"","","","1007405","91","","1007405200","","","","1007405203"
"1","0.2","","1007405","3","","117531","mhp_idle_joy1","","","1007405204"
"1","0.2","","1007405","3","","111011","mhp_talk_surprise2","","","1007405205"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1117","","0","1007405206"
"8","0","0.5","1007405","11","0","111011","まじで！　ミツキングすげえ！","0","1","1007405207"
"","","","1007405","91","","0","0","","","1007405208"
"1","0.2","","1007405","3","","111011","mhp_idle_surprise2","","","1007405209"
"1","0.2","","1007405","3","","117531","mhp_idle_thinking","","","1007405210"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1118","","0","1007405211"
"6","0","0.5","1007405","11","0","117531","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","0","1","1007405212"
"","","","1007405","91","","0","","","","1007405213"
"1","0.2","","1007405","3","","117531","mhp_idle_normal","","","1007405214"
"1","0.2","","1007405","3","","111011","mhp_talk_wish","","","1007405215"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1119","","0","1007405216"
"6","","0.5","1007405","11","0","111011","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","0","1","1007405217"
"","","","1007405","91","","0","","","","1007405218"
"1","0.2","","1007405","3","","111011","mhp_idle_joy1","","","1007405219"
"1","0.2","","1007405","3","","117531","mhp_talk_sad","","","1007405220"
"0","","","1007405","21","","vo_mhp_1007405","vo_mhp_1120","","0","1007405221"
"6","","0.5","1007405","11","0","117531","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","0","1","1007405222"
"","","","1007405","91","","0","","","","1007405223"
"","","","1007405","22","","0","0","","","1007405224"
"1","0.2","","1007405","3","","117531","mhp_idle_normal","","","1007405225"
"1","0.2","","1007405","3","","111011","mhp_walk_glad","0","","1007405226"
"","","","1007405","4","","111011","1","","","1007405227"
"-220","","","1007405","2","","111011","-1000","0","5","1007405228"
"","","","1007405","91","","0","","","","1007405229"
"100","1.7","mhp_idle_normal","1007406","1","0","1","111011","-240","-1000","1007406001"
"100","1.7","mhp_sit_idle","1007406","1","1","1","117531","-220","185","1007406002"
"100","1.7","mhp_sit_idle","1007406","1","1","1","117631","-200","365","1007406003"
"-240","1","","1007406","31","","1","1","0.85","-154","1007406004"
"0","0","","1007406","31","","30","130","1","0","1007406005"
"0","0","","1007406","31","","12","112","1","0","1007406006"
"110","1.7","NoItem","1007406","5","0","1","11","-220","-200","1007406007"
"105","1.7","NoItem","1007406","5","0","1","12","-220","-200","1007406008"
"110","1.7","NoItem","1007406","5","1","1","21","-220","185","1007406009"
"105","1.7","NoItem","1007406","5","1","1","22","-220","185","1007406010"
"1","0","","1007406","6","0","11","1","0","1","1007406011"
"1","0","","1007406","6","0","12","1","0","1","1007406012"
"1","0","","1007406","6","0","21","1","0","1","1007406013"
"1","0","","1007406","6","0","22","1","0","1","1007406014"
"","","","1007406","91","","0","","","","1007406015"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_normal","","","1007406016"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1201","","0","1007406017"
"8","0","0.5","1007406","11","0","117531","ユニちゃん、どうぞー","0","0","1007406018"
"","","","1007406","91","","0","","","","1007406019"
"1","0.2","","1007406","3","","117531","mhp_sit_idle","","","1007406020"
"1","0.2","","1007406","3","","111011","mhp_walk","","","1007406021"
"-220","","","1007406","2","","111011","-200","0","4","1007406022"
"","","","1007406","91","","0","","","","1007406023"
"0","0.2","","1007406","3","0.2","111011","mhp_sit_in_2","1","mhp_sit_idle_2","1007406024"
"","","","1007406","93","","1","0","","","1007406025"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_normal","","","1007406026"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1202","","0","1007406027"
"7","0","0.5","1007406","11","0","111011","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","0","1","1007406028"
"","","","1007406","91","","0","","","","1007406029"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_2","","","1007406030"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_thinking","","","1007406031"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1203","","0","1007406032"
"7","0","0.5","1007406","11","0","117531","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","0","1","1007406033"
"","","","1007406","91","","0","","","","1007406034"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_normal","","","1007406035"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1204","","0","1007406036"
"5","0","0.5","1007406","11","0","117531","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","0","1","1007406037"
"","","","1007406","91","","0","","","","1007406038"
"1","0.2","","1007406","3","","117531","mhp_sit_idle","","","1007406039"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_thinking2","","","1007406040"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1205","","0","1007406041"
"6","0","0.5","1007406","11","0","111011","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","0","1","1007406042"
"","","","1007406","91","","0","","","","1007406043"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_2","","","1007406044"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_normal","","","1007406045"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1206","","0","1007406046"
"6","0","0.5","1007406","11","0","117531","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","0","1","1007406047"
"","","","1007406","91","","0","","","","1007406048"
"1","0.2","","1007406","3","","117531","mhp_sit_idle","","","1007406049"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_joy1","","","1007406050"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1207","","0","1007406051"
"5","0","0.5","1007406","11","0","111011","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","0","1","1007406052"
"","","","1007406","91","","0","","","","1007406053"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_worry","","","1007406054"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1208","","0","1007406055"
"6","0","0.5","1007406","11","0","111011","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","0","1","1007406056"
"","","","1007406","93","","5.5","1","","","1007406057"
"0","0.2","","1007406","3","0","111011","mhp_yuni_pekori","1","mhp_sit_idle_2","1007406058"
"","","","1007406","93","","1","0","","","1007406059"
"","","","1007406","91","","1007406056","","","","1007406060"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_2","","","1007406061"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_memory","","","1007406062"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1209","","0","1007406063"
"6","0","0.5","1007406","11","0","117531","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","0","1","1007406064"
"","","","1007406","91","","0","","","","1007406065"
"1","0.2","","1007406","3","","117531","mhp_sit_idle","","","1007406066"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_sad","","","1007406067"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1210","","0","1007406068"
"6","0","0.5","1007406","11","0","111011","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","0","1","1007406069"
"","","","1007406","91","","0","","","","1007406070"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_wish","","","1007406071"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1211","","0","1007406072"
"6","0","0.5","1007406","11","0","111011","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","0","1","1007406073"
"","","","1007406","91","","0","","","","1007406074"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_wish","","","1007406075"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_sad","","","1007406076"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1212","","0","1007406077"
"8","0","0.5","1007406","11","0","117531","ユニちゃん……","0","1","1007406078"
"","","","1007406","91","","0","","","","1007406079"
"1","0.2","","1007406","3","","117531","mhp_sit_idle_sad","","","1007406080"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_thinking2","","","1007406081"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1213","","0","1007406082"
"5","0","1","1007406","11","0","111011","端的に換言すれば、母だ。","0","1","1007406083"
"","","","1007406","91","","0","","","","1007406084"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_thinking2","","","1007406085"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_wish2","","","1007406086"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1214","","0","1007406087"
"8","0","0.5","1007406","11","0","117531","ユニ……ちゃん……？","0","1","1007406088"
"","","","1007406","91","","0","","","","1007406089"
"1","0.2","","1007406","3","","117531","mhp_sit_idle_wish2","","","1007406090"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_normal","","","1007406091"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1215","","0","1007406092"
"6","0","0.5","1007406","11","0","111011","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","0","1","1007406093"
"","","","1007406","91","","0","","","","1007406094"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_wish","","","1007406095"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_anger2","","","1007406096"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1216","","0","1007406097"
