e78335ed0641901b89e78dd5fd81c159507448490311e4c4834612187cf526ae,85338c5a0f3fc6668f53d9fe80357d7bd484dcf9c54456f02cc2436aca5ba695,74c823c013304f3d532f1ae6faff1e9dcba5eddc1c56a3ea32fe4d53ae38b85e,3f3c1c0661bfe0715a5349298bda7af0e039539d8dccd2b7a5d0f8a3fbc6aeb4,3bc52a59f3a750f85329ce29deab24089230047f52d866140ea17410dc77b25b,31fbf7504fe2a0bc7a7879092afa0468bbfe93d60573aeff12544ee78e4c9eb2,5d0dafc227d264c631d8a90d0994fe21a97653a5a407c3207dea937b47af0d92,7a7d2a6938e41d1bd5630ad04533a784cd8429c3d66a783409012a39eeeafc6e,2d21496944bf7f55f69cfd644b16139251f5a4cf49444bbbd5bd8fd074f868b4,2b249f3abf16f074a65860450e2ce9b4964b8ecfac1f68ca08d1daea2b25b3f4,4a9f7dca33ed58f097bebbfcf686da4fd217168315aa02673f9a2c7c9b7b76c8
"0","","","0","","","0","","72","91","72030"
"1","talk2ToKohon","0","clear_kohon_loop_shy","0.2","","0","1","72","3","72031"
"vo_asb","vo_asb_0726","","0","","","0","","72","21","72032"
"1","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","0","1","0","0","10","1","72","11","72033"
"0","","","0","","","0","","72","91","72034"
"1","clear_guts1_in","0","clear_guts1_talk","0.2","","0","1","72","3","72035"
"vo_asb","vo_asb_0727","","0","","","0","","72","21","72036"
"1","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","0","1","0","0","10","1","72","11","72037"
"0","","","0","","","0","","72","91","72038"
"72040","","","","","","","","72","101","72039"
"1","1","0","1","0.3","","1","0","72","6","72040"
"0","1","0","1","0.3","","1","0","72","6","72041"
"1","-120","","0.3","","","-250","1","72","2","72042"
"0","-100","","0.3","","","0","1","72","2","72043"
"0","0","","","","","","","72","22","72044"
"0.4","0","","","","","","","72","93","72045"
"1","1","0","30","2.2","riri_idle","52","-250","82","5","82001"
"1","1","0","1","0","","1","0","82","6","82002"
"0","0","0","50","1","black","29","0","82","5","82003"
"0","1","0","1","0","","1","0","82","6","82004"
"0","","","","","","","","82","91","82005"
"1","1","0","1","0.2","","1","1","82","6","82006"
"0","1","0","1","0.2","","1","1","82","6","82007"
"1","-20","","0.3","","","-250","2","82","2","82008"
"0","0","","0.3","","","0","2","82","2","82009"
"0.6","0","","","","","","","82","93","82010"
"1","riri_talk","","","0.2","","1","","82","3","82011"
"vo_asb","vo_asb_0821","","0","","","0","","82","21","82012"
"1","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","0","1","0","0","10","1","82","11","82013"
"0","","","0","","","0","","82","91","82014"
"1","sad_talk_surprise","","","0.2","","1","","82","3","82015"
"vo_asb","vo_asb_0822","","0","","","0","","82","21","82016"
"1","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","0","1","0","0","10","1","82","11","82017"
"0","","","0","","","0","","82","91","82018"
"1","guts2_talk_Ex1","","","0.2","","1","","82","3","82019"
"vo_asb","vo_asb_0823","","0","","","0","","82","21","82020"
"1","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","0","1","0","0","10","1","82","11","82021"
"0","","","0","","","0","","82","91","82022"
"1","talk_joy","","","0.2","","1","","82","3","82023"
"vo_asb","vo_asb_0824","","0","","","0","","82","21","82024"
"1","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","0","1","0","0","10","1","82","11","82025"
"0","","","0","","","0","","82","91","82026"
"1","wish_talk_joyR_riri","","","0.2","","1","","82","3","82027"
"vo_asb","vo_asb_0825","","0","","","0","","82","21","82028"
"1","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","0","1","0","0","10","1","82","11","82029"
"0","","","0","","","0","","82","91","82030"
"1","surprise_talk_nervous","","","0.2","","1","","82","3","82031"
"vo_asb","vo_asb_0826","","0","","","0","","82","21","82032"
"1","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","0","1","0","0","10","1","82","11","82033"
"0","","","0","","","0","","82","91","82034"
"82036","","","","","","","","82","101","82035"
"1","1","0","1","0.3","","1","0","82","6","82036"
"0","1","0","1","0.3","","1","0","82","6","82037"
"1","-120","","0.3","","","-250","1","82","2","82038"
"0","-100","","0.3","","","0","1","82","2","82039"
"0","0","","","","","","","82","22","82040"
"0.4","0","","","","","","","82","93","82041"
"2","1","0","30","2.2","clear_surprise_talk","52","-250","92","5","92001"
"1","1","0","1","0","","1","0","92","6","92002"
"0","0","0","50","1","black","29","0","92","5","92003"
"0","1","0","1","0","","1","0","92","6","92004"
"0","","","","","","","","92","91","92005"
"1","1","0","1","0.2","","1","1","92","6","92006"
"0","1","0","1","0.2","","1","1","92","6","92007"
"1","-20","","0.3","","","-250","2","92","2","92008"
"0","0","","0.3","","","0","2","92","2","92009"
"0.6","0","","","","","","","92","93","92010"
"vo_asb","vo_asb_0921","","0","","","0","","92","21","92011"
"1","穴って、不思議ですよね……","0","1","0","0","10","1","92","11","92012"
"0","","","0","","","0","","92","91","92013"
"vo_asb","vo_asb_0922","","0","","","0","","92","21","92014"
"1","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","0","1","0","0","10","1","92","11","92015"
"0","","","0","","","0","","92","91","92016"
"1","surpriseToKohon","0","clear_kohon_loop_normal2","0.1","","0","1","92","3","92017"
"vo_asb","vo_asb_0923","","0","","","0","","92","21","92018"
"1","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","0","1","0","0","10","1","92","11","92019"
"0","","","0","","","0","","92","91","92020"
"1","clear_wish_talk_joy_noShy","","","0.2","","1","","92","3","92021"
"vo_asb","vo_asb_0924","","0","","","0","","92","21","92022"
"1","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","0","1","0","0","10","1","92","11","92023"
"0","","","0","","","0","","92","91","92024"
"92026","","","","","","","","92","101","92025"
"1","1","0","1","0.3","","1","0","92","6","92026"
"0","1","0","1","0.3","","1","0","92","6","92027"
"1","-120","","0.3","","","-250","1","92","2","92028"
"0","-100","","0.3","","","0","1","92","2","92029"
"0","0","","","","","","","92","22","92030"
"0.4","0","","","","","","","92","93","92031"
"3","1","0","30","2.2","idle_precia","52","-250","102","5","102001"
"1","1","0","1","0","","1","0","102","6","102002"
"0","0","0","50","1","black","29","0","102","5","102003"
"0","1","0","1","0","","1","0","102","6","102004"
"0","","","","","","","","102","91","102005"
"1","1","0","1","0.2","","1","1","102","6","102006"
"0","1","0","1","0.2","","1","1","102","6","102007"
"1","-20","","0.3","","","-250","2","102","2","102008"
"0","0","","0.3","","","0","2","102","2","102009"
"0.6","0","","","","","","","102","93","102010"
"1","doya_idle_surprise_precia","","","0.3","","1","","102","3","102011"
"vo_asb","vo_asb_1021","","0","","","0","","102","21","102012"
"1","「へんたいふしんしゃさんは\nあなにおちるべきです」","0","1","0","0","10","1","102","11","102013"
"0","","","0","","","0","","102","91","102014"
"1","talk_precia","","","0.3","","1","","102","3","102015"
"vo_asb","vo_asb_1022","","0","","","0","","102","21","102016"
"1","キョウカ。\nだん。","0","1","0","0","10","1","102","11","102017"
"0","","","0","","","0","","102","91","102018"
"1","think_idle_anger_precia","","","0.3","","1","","102","3","102019"
"vo_asb","vo_asb_1023","","0","","","0","","102","21","102020"
"1","へんたいふしんしゃ。\nとは……？","0","1","0","0","10","1","102","11","102021"
"0","","","0","","","0","","102","91","102022"
"1","thinkToSad_precia","0","sad_talk_surprise_precia","0.2","","0","1","102","3","102023"
"vo_asb","vo_asb_1024","","0","","","0","","102","21","102024"
"1","……まだ、しらないこと。\nたくさん。","0","1","0","0","10","1","102","11","102025"
"0","","","0","","","0","","102","91","102026"
"1","guts2_talk_joy_precia","","","0.3","","1","","102","3","102027"
"vo_asb","vo_asb_1025","","0","","","0","","102","21","102028"
"1","どんどん。\nまなんでく。ぞ。","0","1","0","0","10","1","102","11","102029"
"0","","","0","","","0","","102","91","102030"
"102032","","","","","","","","102","101","102031"
"1","1","0","1","0.3","","1","0","102","6","102032"
"0","1","0","1","0.3","","1","0","102","6","102033"
"1","-120","","0.3","","","-250","1","102","2","102034"
"0","-100","","0.3","","","0","1","102","2","102035"
"0","0","","","","","","","102","22","102036"
"0.4","0","","","","","","","102","93","102037"
"2","1","0","30","2.2","clear_wish_talk_joy","52","-250","112","5","112001"
"1","1","0","1","0","","1","0","112","6","112002"
"0","0","0","50","1","black","29","0","112","5","112003"
"0","1","0","1","0","","1","0","112","6","112004"
"0","","","","","","","","112","91","112005"
"1","1","0","1","0.2","","1","1","112","6","112006"
"0","1","0","1","0.2","","1","1","112","6","112007"
"1","-20","","0.3","","","-250","2","112","2","112008"
"0","0","","0.3","","","0","2","112","2","112009"
"0.6","0","","","","","","","112","93","112010"
"vo_asb","vo_asb_1121","","0","","","0","","112","21","112011"
"1","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","0","1","0","0","10","1","112","11","112012"
"0","","","0","","","0","","112","91","112013"
"1","clear_memoly_talk","","","0.2","","1","","112","3","112014"
"vo_asb","vo_asb_1122","","0","","","0","","112","21","112015"
"1","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","0","1","0","0","10","1","112","11","112016"
"0","","","0","","","0","","112","91","112017"
"1","clear_surprise_talk","","","0.3","","1","","112","3","112018"
"vo_asb","vo_asb_1123","","0","","","0","","112","21","112019"
"1","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","0","1","0","0","10","1","112","11","112020"
"0","","","0","","","0","","112","91","112021"
"1","clear_wish_talk_normal2","","","0.2","","1","","112","3","112022"
"vo_asb","vo_asb_1124","","0","","","0","","112","21","112023"
"1","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","0","1","0","0","10","1","112","11","112024"
"0","","","0","","","","","112","91","112025"
"vo_asb","vo_asb_1125","","0","","","0","","112","21","112026"
"1","って言ってくれていたので、\nまた遊びに行こうと思います。","0","1","0","0","10","1","112","11","112027"
"0","","","0","","","0","","112","91","112028"
"1","wishToTalk","0","clear_talk_joyR","0.2","","0","1","112","3","112029"
"vo_asb","vo_asb_1126","","0","","","0","","112","21","112030"
"1","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","0","1","0","0","10","1","112","11","112031"
"0","","","0","","","0","","112","91","112032"
"112034","","","","","","","","112","101","112033"
"1","1","0","1","0.3","","1","0","112","6","112034"
"0","1","0","1","0.3","","1","0","112","6","112035"
"1","-120","","0.3","","","-250","1","112","2","112036"
"0","-100","","0.3","","","0","1","112","2","112037"
"0","0","","","","","","","112","22","112038"
"0.4","0","","","","","","","112","93","112039"
"3","1","0","30","2.2","notice_loop","52","-250","122","5","122001"
"1","1","0","1","0","","1","0","122","6","122002"
"0","0","0","50","1","black","29","0","122","5","122003"
"0","1","0","1","0","","1","0","122","6","122004"
"0","","","","","","","","122","91","122005"
"1","1","0","1","0.2","","1","1","122","6","122006"
"0","1","0","1","0.2","","1","1","122","6","122007"
"1","-20","","0.3","","","-250","2","122","2","122008"
"0","0","","0.3","","","0","2","122","2","122009"
"0.6","0","","","","","","","122","93","122010"
"vo_asb","vo_asb_1221","","0","","","0","","122","21","122011"
"1","ミツキの。\nけはい……","0","1","0","0","10","1","122","11","122012"
"0","","","0","","","0","","122","91","122013"
"1","sad_idle_surprise","","","0.3","","1","","122","3","122014"
"vo_asb","vo_asb_1222","","0","","","0","","122","21","122015"
"1","のっと。\nただもの。","0","1","0","0","10","1","122","11","122016"
"0","","","0","","","0","","122","91","122017"
"1","surprise_idle_anger_precia","","","0.3","","1","","122","3","122018"
"vo_asb","vo_asb_1223","","0","","","0","","122","21","122019"
"1","わるもの？\nせいぎ、の、みかた？","0","1","0","0","10","1","122","11","122020"
"0","","","0","","","0","","122","91","122021"
"1","surpriseToThink_precia","0","think_idle_Ex1_precia","0.2","","0","1","122","3","122022"
"vo_asb","vo_asb_1224","","0","","","0","","122","21","122023"
"1","ふくざつ。","0","1","0","0","10","1","122","11","122024"
"0","","","0","","","0","","122","91","122025"
"122027","","","","","","","","122","101","122026"
"1","1","0","1","0.3","","1","0","122","6","122027"
"0","1","0","1","0.3","","1","0","122","6","122028"
"1","-120","","0.3","","","-250","1","122","2","122029"
"0","-100","","0.3","","","0","1","122","2","122030"
"0","0","","","","","","","122","22","122031"
"0.4","0","","","","","","","122","93","122032"
"3","1","0","30","2.2","lift_down_normal","52","-250","132","5","132001"
"1","1","0","1","0","","1","0","132","6","132002"
"0","0","0","50","1","black","29","0","132","5","132003"
"0","1","0","1","0","","1","0","132","6","132004"
"0","","","","","","","","132","91","132005"
"1","1","0","1","0.2","","1","1","132","6","132006"
"0","1","0","1","0.2","","1","1","132","6","132007"
"1","-20","","0.3","","","-250","2","132","2","132008"
"0","0","","0.3","","","0","2","132","2","132009"
"0.6","0","","","","","","","132","93","132010"
"vo_asb","vo_asb_1321","","0","","","0","","132","21","132011"
"1","ぼうけん、グッズ。\nたくさん。","0","1","0","0","10","1","132","11","132012"
"0","","","0","","","0","","132","91","132013"
"1","lift_down_shy_in","0","lift_down_shy","0.2","","0","1","132","3","132014"
"vo_asb","vo_asb_1322","","0","","","0","","132","21","132015"
"1","もちきれ……ない。","0","1","0","0","10","1","132","11","132016"
"0","","","0","","","0","","132","91","132017"
"1","lift_up_in","0","lift_up_loop","0.2","","0","1","132","3","132018"
"vo_asb","vo_asb_1323","","0","","","0","","132","21","132019"
"1","でも。\nもつ。よ。","0","1","0","0","10","1","132","11","132020"
"0","","","0","","","0","","132","91","132021"
"vo_asb","vo_asb_1324","","0","","","0","","132","21","132022"
"1","これ、が。\nまもりたいもの、の。\nおもさ。","0","1","0","0","10","1","132","11","132023"
"0","","","0","","","0","","132","91","132024"
"132026","","","","","","","","132","101","132025"
"1","1","0","1","0.3","","1","0","132","6","132026"
"0","1","0","1","0.3","","1","0","132","6","132027"
"1","-120","","0.3","","","-250","1","132","2","132028"
"0","-100","","0.3","","","0","1","132","2","132029"
"0","0","","","","","","","132","22","132030"
"0.4","0","","","","","","","132","93","132031"
"1","1","0","30","2.2","sad_talk_dere","52","-250","142","5","142001"
"1","1","0","1","0","","1","0","142","6","142002"
"0","0","0","50","1","black","29","0","142","5","142003"
"0","1","0","1","0","","1","0","142","6","142004"
"0","","","","","","","","142","91","142005"
"1","1","0","1","0.2","","1","1","142","6","142006"
"0","1","0","1","0.2","","1","1","142","6","142007"
"1","-20","","0.3","","","-250","2","142","2","142008"
"0","0","","0.3","","","0","2","142","2","142009"
"0.6","0","","","","","","","142","93","142010"
"vo_asb","vo_asb_1421","","0","","","0","","142","21","142011"
"1","お礼にいただいたお弁当が、\nあまりにもおいしくて……","0","1","0","0","10","1","142","11","142012"
"0","","","0","","","0","","142","91","142013"
"1","sad_talk_joyR","","","0.3","","1","","142","3","142014"
"vo_asb","vo_asb_1422","","0","","","0","","142","21","142015"
"1","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","0","1","0","0","10","1","142","11","142016"
"0","","","0","","","0","","142","91","142017"
"1","wish_talk_nervous_riri","","","0.3","","1","","142","3","142018"
"vo_asb","vo_asb_1423","","0","","","0","","142","21","142019"
"1","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","0","1","0","0","10","1","142","11","142020"
"0","","","0","","","0","","142","91","142021"
"1","wish_talk_normal2_riri","","","0.2","","1","","142","3","142022"
"vo_asb","vo_asb_1424","","0","","","0","","142","21","142023"
"1","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","0","1","0","0","10","1","142","11","142024"
"0","","","0","","","0","","142","91","142025"
"1","guts2_talk_riri","","","0.2","","1","","142","3","142026"
"vo_asb","vo_asb_1425","","0","","","0","","142","21","142027"
"1","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","0","1","0","0","10","1","142","11","142028"
"0","","","0","","","0","","142","91","142029"
"142031","","","","","","","","142","101","142030"
"1","1","0","1","0.3","","1","0","142","6","142031"
"0","1","0","1","0.3","","1","0","142","6","142032"
"1","-120","","0.3","","","-250","1","142","2","142033"
"0","-100","","0.3","","","0","1","142","2","142034"
"0","0","","","","","","","142","22","142035"
"0.4","0","","","","","","","142","93","142036"
