756c8b15405f96f1b7e9d7663f49c792f5bffa2afcfd460c051d7e4f1db0aa35,bd33288dea2cdaf5cab62c45994b8b560744cf9bcbebc417294bc78a956a27ed,a5032e234f1f05a26b7c0882861191def58222d2d5fc6c047db29fbfe2b94b6f,99dfe2e9de90aae7b269313e84f569745d4c4c6c3856387e75b614773e9b8ff3,7ab9d6ac9ad3d14072bb324b88958f8d7d753f885866482fc7a846214971379f,10fa01f06ab9e9383e22789b377d7bf71fa472b18d5d4cd4cf550daa2c53c125,be7b634f25db11111151fd5e18eb0911118394cfce1581bf87307b4d022f79c2,aba9e27cc37623aaafadf059359c04ef7b4c363708b431432b737d45002060d4,77566d6b6ed51dd2e7455c5be643eda039701ca8f531398f5900aba3e3d96718,1fc5f2831298a4fe5103576ad57f70bb3807591142703e1712f8a12ce1ac1c0a,573b6c4ebc05f5c8677f72cb26e7ee62f04967786e7e35b3c33f441a48e4cf70,966a788a82a01134cfefe1312ddd90d491cf5d74b115c9dd20c20dd119b07de1,99e1c1810bed3f7a7a894a3ac8964e64ff6fd320338d138aca8cf3ac8118a936,976f8c426d4fb3faf58f88945e78a0789c297b8859459b135bc7e700601c9de5,cd1f45a5666af2bec2f180ed8025e7b64ddec58d11bd090e423140dbe94dddb3
"26212","26211","0","2621","26213","0","2022/11/03 5:00:00","9103803","410","263","10","500","0","2816","103801"
"26222","26221","0","2622","26223","0","2022/11/03 5:00:00","9101403","310","264","10","500","0","2816","101401"
"26232","26231","0","2623","26233","0","2022/11/03 5:00:00","9109403","220","265","10","500","0","2816","109401"
"26312","26311","0","2631","26313","0","2022/11/04 5:00:00","0","564","266","10","500","0","2816","0"
"26412","26411","0","2641","26413","0","2022/11/05 5:00:00","0","499","267","10","500","0","2816","0"
"26512","26511","0","2651","26513","0","2022/11/06 5:00:00","0","435","268","10","500","0","2816","0"
"26612","26611","0","2661","26613","0","2022/11/07 5:00:00","0","372","269","10","500","0","2816","0"
"26712","26711","0","2671","26713","0","2022/11/08 5:00:00","0","309","270","10","500","0","2816","0"
"26812","26811","0","2681","26813","0","2022/11/09 5:00:00","0","246","271","10","500","0","2816","0"
"26912","26911","0","2691","26913","0","2022/11/10 5:00:00","0","183","272","10","500","0","2816","0"
"27012","27011","0","2701","27013","0","2022/11/11 5:00:00","9104803","85","273","10","500","0","2816","104801"
"27112","27111","0","2711","27113","0","2022/11/12 5:00:00","0","120","274","10","500","0","2816","0"
"27212","27211","0","2721","27213","0","2022/11/13 5:00:00","0","57","275","10","500","0","2816","0"
"27312","27311","0","2731","27313","0","2022/11/14 5:00:00","0","-6","276","10","500","0","2816","0"
"27412","27411","0","2741","27413","0","2022/11/15 5:00:00","0","-69","277","10","500","0","2816","0"
"27512","27511","0","2751","27513","0","2022/11/16 5:00:00","0","-132","278","10","500","0","2816","0"
"27612","27611","0","2761","27613","0","2022/11/17 5:00:00","0","-195","279","10","500","0","2816","0"
"27712","27711","0","2771","27713","0","2022/11/18 5:00:00","0","-258","280","10","500","0","2816","0"
"27812","27811","0","2781","27813","0","2022/11/19 5:00:00","9104503","-75","281","10","500","0","2816","104501"
"27912","27911","0","2791","27913","0","2022/11/20 5:00:00","0","-20","282","10","500","0","2816","0"
"28012","28011","0","2801","28013","0","2022/11/21 5:00:00","0","-60","283","10","500","0","2816","0"
"28112","28111","0","2811","28113","0","2022/11/22 5:00:00","9100603","-235","284","10","500","100601","2816","102201"
"28212","28211","0","2821","28213","0","2022/11/23 5:00:00","0","-210","285","10","500","0","2816","0"
"28312","28311","0","2831","28313","0","2022/11/24 5:00:00","0","-240","286","10","500","0","2816","0"
"28412","28411","0","2841","28413","0","2022/11/25 5:00:00","9100503","-445","287","10","500","0","2816","100501"
"28512","28511","0","2851","28513","0","2022/11/26 5:00:00","0","-321","288","10","500","0","2816","0"
"28612","28611","0","2861","28613","0","2022/11/27 5:00:00","0","-384","289","10","500","0","2816","0"
"28712","28711","0","2871","28713","0","2022/11/28 5:00:00","0","-448","290","10","500","0","2816","0"
"28812","28811","0","2881","28813","0","2022/11/29 5:00:00","0","-513","291","10","500","0","2816","0"
"28912","28911","1","2891","28913","0","2022/11/30 5:00:00","0","-579","292","10","500","0","2816","0"
"29012","29011","0","2901","29013","4","2022/12/01 5:00:00","9109203","330","293","11","600","0","2816","109201"
"29112","29111","0","2911","29113","4","2022/12/02 5:00:00","0","395","294","11","600","0","2816","0"
"29212","29211","0","2921","29213","4","2022/12/03 5:00:00","0","360","295","11","600","0","2816","0"
"29312","29311","0","2931","29313","4","2022/12/04 5:00:00","0","325","296","11","600","0","2816","0"
"29412","29411","0","2941","29413","4","2022/12/05 5:00:00","0","290","297","11","600","0","2816","0"
"29512","29511","0","2951","29513","4","2022/12/06 5:00:00","0","255","298","11","600","0","2816","0"
"29612","29611","0","2961","29613","4","2022/12/07 5:00:00","0","220","299","11","600","0","2816","0"
"29712","29711","0","2971","29713","4","2022/12/08 5:00:00","0","185","300","11","600","0","2816","0"
"29812","29811","0","2981","29813","4","2022/12/09 5:00:00","0","150","301","11","600","0","2816","0"
"29912","29911","0","2991","29913","4","2022/12/10 5:00:00","0","115","302","11","600","0","2816","0"
"30012","30011","0","3001","30013","4","2022/12/11 5:00:00","0","80","303","11","600","0","2816","0"
"30112","30111","0","3011","30113","4","2022/12/12 5:00:00","9102503","250","304","11","600","0","2816","102501"
"30212","30211","0","3021","30213","4","2022/12/13 5:00:00","0","45","305","11","600","0","2816","0"
"30312","30311","0","3031","30313","4","2022/12/14 5:00:00","9106403","95","306","11","600","0","2816","106401"
"30412","30411","0","3041","30413","4","2022/12/15 5:00:00","0","10","307","11","600","0","2816","0"
"30512","30511","0","3051","30513","4","2022/12/16 5:00:00","0","-25","308","11","600","0","2816","0"
"30612","30611","0","3061","30613","4","2022/12/17 5:00:00","0","-60","309","11","600","0","2816","0"
"30712","30711","0","3071","30713","4","2022/12/18 5:00:00","0","-95","310","11","600","0","2816","0"
"30812","30811","0","3081","30813","4","2022/12/19 5:00:00","0","-130","311","11","600","0","2816","0"
"30912","30911","0","3091","30913","4","2022/12/20 5:00:00","0","-165","312","11","600","0","2816","0"
"31012","31011","0","3101","31013","4","2022/12/21 5:00:00","0","-200","313","11","600","0","2816","0"
"31112","31111","0","3111","31113","4","2022/12/22 5:00:00","9103103","-30","314","11","600","0","2816","103101"
"31212","31211","0","3121","31213","4","2022/12/23 5:00:00","0","-235","315","11","600","0","2816","0"
"31312","31311","0","3131","31313","4","2022/12/24 5:00:00","9101203","-190","316","11","600","0","2816","101201"
"31412","31411","0","3141","31413","4","2022/12/25 5:00:00","0","-115","317","11","600","0","2816","0"
"31512","31511","0","3151","31513","4","2022/12/26 5:00:00","0","-160","318","11","600","0","2816","0"
"31612","31611","0","3161","31613","4","2022/12/27 5:00:00","0","-270","319","11","600","0","2816","0"
"31712","31711","0","3171","31713","4","2022/12/28 5:00:00","9118103","-260","320","11","600","0","2816","118101"
"31812","31811","0","3181","31813","4","2022/12/29 5:00:00","0","-305","321","11","600","0","2816","0"
"31912","31911","0","3191","31913","4","2022/12/30 5:00:00","0","-340","322","11","600","0","2816","0"
"32012","32011","1","3201","32013","4","2022/12/31 5:00:00","0","-378","323","11","600","0","2816","0"
"32112","32111","0","3211","32113","4","2023/01/01 5:00:00","9102603","204","324","12","600","0","2816","102601"
"32212","32211","0","3221","32213","4","2023/01/02 5:00:00","0","323","325","12","600","0","2816","0"
"32312","32311","0","3231","32313","4","2023/01/03 5:00:00","9105003","167","326","12","600","0","2816","105001"
"32412","32411","0","3241","32413","4","2023/01/04 5:00:00","0","387","327","12","600","0","2816","0"
"32512","32511","0","3251","32513","4","2023/01/05 5:00:00","0","343","328","12","600","0","2816","0"
"32612","32611","0","3261","32613","4","2023/01/06 5:00:00","0","301","329","12","600","0","2816","0"
"32712","32711","0","3271","32713","4","2023/01/07 5:00:00","0","258","330","12","600","0","2816","0"
"32812","32811","0","3281","32813","4","2023/01/08 5:00:00","0","216","331","12","600","0","2816","0"
"32912","32911","0","3291","32913","4","2023/01/09 5:00:00","0","174","332","12","600","0","2816","0"
"33012","33011","0","3301","33013","4","2023/01/10 5:00:00","0","133","333","12","600","0","2816","0"
"33112","33111","0","3311","33113","4","2023/01/11 5:00:00","0","91","334","12","600","0","2816","0"
"33212","33211","0","3321","33213","4","2023/01/12 5:00:00","9100303","0","335","12","600","0","2816","100301"
"33312","33311","0","3331","33313","4","2023/01/13 5:00:00","0","49","336","12","600","0","2816","0"
"33412","33411","0","3341","33413","4","2023/01/14 5:00:00","0","6","337","12","600","0","2816","0"
"33512","33511","0","3351","33513","4","2023/01/15 5:00:00","0","-36","338","12","600","0","2816","0"
"33612","33611","0","3361","33613","4","2023/01/16 5:00:00","0","-76","339","12","600","0","2816","0"
"33712","33711","0","3371","33713","4","2023/01/17 5:00:00","0","-119","340","12","600","0","2816","0"
"33812","33811","0","3381","33813","4","2023/01/18 5:00:00","0","-100","341","12","600","0","2816","0"
"33912","33911","0","3391","33913","4","2023/01/19 5:00:00","0","-81","342","12","600","0","2816","0"
"34012","34011","0","3401","34013","4","2023/01/20 5:00:00","0","-161","343","12","600","0","2816","0"
"34112","34111","0","3411","34113","4","2023/01/21 5:00:00","0","-203","344","12","600","0","2816","0"
"34212","34211","0","3421","34213","4","2023/01/22 5:00:00","0","-246","345","12","600","0","2816","0"
"34312","34311","0","3431","34313","4","2023/01/23 5:00:00","9100703","-78","346","12","600","0","2816","100701"
"34412","34411","0","3441","34413","4","2023/01/24 5:00:00","9102903","-209","347","12","600","0","2816","102901"
"34512","34511","0","3451","34513","4","2023/01/25 5:00:00","0","-288","348","12","600","0","2816","0"
"34612","34611","0","3461","34613","4","2023/01/26 5:00:00","0","-290","349","12","600","0","2816","0"
"34712","34711","0","3471","34713","4","2023/01/27 5:00:00","0","-308","350","12","600","0","2816","0"
"34812","34811","0","3481","34813","4","2023/01/28 5:00:00","0","-332","351","12","600","0","2816","0"
"34912","34911","0","3491","34913","4","2023/01/29 5:00:00","0","-330","352","12","600","0","2816","0"
"35012","35011","0","3501","35013","4","2023/01/30 5:00:00","0","-320","353","12","600","0","2816","0"
"35112","35111","1","3511","35113","4","2023/01/31 5:00:00","0","-378","354","12","600","0","2816","0"
"35212","35211","0","3521","35213","4","2023/02/01 5:00:00","0","382","355","13","600","0","2816","0"
"35312","35311","0","3531","35313","4","2023/02/02 5:00:00","9103603","323","356","13","600","0","2816","103601"
"35412","35411","0","3541","35413","4","2023/02/03 5:00:00","0","381","357","13","600","0","2816","0"
"35512","35511","0","3551","35513","4","2023/02/04 5:00:00","9109303","185","358","13","600","0","2816","109301"
"35612","35611","0","3561","35613","4","2023/02/05 5:00:00","0","191","359","13","600","0","2816","0"
"35712","35711","0","3571","35713","4","2023/02/06 5:00:00","0","72","360","13","600","0","2816","0"
"35812","35811","0","3581","35813","4","2023/02/07 5:00:00","9107103","7","361","13","600","0","2816","107101"
"35912","35911","0","3591","35913","4","2023/02/08 5:00:00","0","332","362","13","600","0","2816","0"
"36012","36011","0","3601","36013","4","2023/02/09 5:00:00","0","285","363","13","600","0","2816","0"
"36112","36111","0","3611","36113","4","2023/02/10 5:00:00","0","237","364","13","600","0","2816","0"
"36212","36211","0","3621","36213","4","2023/02/11 5:00:00","0","192","365","13","600","0","2816","0"
"36312","36311","0","3631","36313","4","2023/02/12 5:00:00","0","144","366","13","600","0","2816","0"
"36412","36411","0","3641","36413","4","2023/02/13 5:00:00","0","97","367","13","600","0","2816","0"
"36512","36511","0","3651","36513","4","2023/02/14 5:00:00","0","50","368","13","600","0","2816","0"
"36612","36611","0","3661","36613","4","2023/02/15 5:00:00","0","3","369","13","600","0","2816","0"
"36712","36711","0","3671","36713","4","2023/02/16 5:00:00","0","-43","370","13","600","0","2816","0"
"36812","36811","0","3681","36813","4","2023/02/17 5:00:00","0","-90","371","13","600","0","2816","0"
"36912","36911","0","3691","36913","4","2023/02/18 5:00:00","9123003","-153","372","13","600","0","2816","123001"
"37012","37011","0","3701","37013","4","2023/02/19 5:00:00","0","-93","373","13","600","0","2816","0"
"37112","37111","0","3711","37113","4","2023/02/20 5:00:00","0","-137","374","13","600","0","2816","0"
"37212","37211","0","3721","37213","4","2023/02/21 5:00:00","0","-185","375","13","600","0","2816","0"
"37312","37311","0","3731","37313","4","2023/02/22 5:00:00","0","-232","376","13","600","0","2816","0"
"37412","37411","0","3741","37413","4","2023/02/23 5:00:00","0","-225","377","13","600","0","2816","0"
"37512","37511","0","3751","37513","4","2023/02/24 5:00:00","0","-256","378","13","600","0","2816","0"
"37612","37611","0","3761","37613","4","2023/02/25 5:00:00","0","-280","379","13","600","0","2816","0"
"37712","37711","0","3771","37713","4","2023/02/26 5:00:00","0","-329","380","13","600","0","2816","0"
"37812","37811","0","3781","37813","4","2023/02/27 5:00:00","0","-379","381","13","600","0","2816","0"
"37912","37911","1","3791","37913","4","2023/02/28 5:00:00","9111003","-250","382","13","600","0","2816","111001"
"38012","38011","0","3801","38013","1","2023/03/01 5:00:00","9104603","480","383","14","100","0","2816","104601"
"38112","38111","0","3811","38113","1","2023/03/02 5:00:00","0","560","384","14","100","0","2816","0"
"38212","38211","0","3821","38213","1","2023/03/03 5:00:00","9103303","370","385","14","100","0","2816","103301"
"38312","38311","0","3831","38313","1","2023/03/04 5:00:00","0","553","386","14","100","0","2816","0"
"38412","38411","0","3841","38413","1","2023/03/05 5:00:00","0","476","387","14","100","0","2816","0"
"38512","38511","0","3851","38513","1","2023/03/06 5:00:00","0","400","388","14","100","0","2816","0"
"38612","38611","0","3861","38613","1","2023/03/07 5:00:00","9105103","330","389","14","100","0","2816","105101"
"38712","38711","0","3871","38713","1","2023/03/08 5:00:00","0","325","390","14","100","0","2816","0"
"38812","38811","0","3881","38813","1","2023/03/09 5:00:00","0","250","391","14","100","0","2816","0"
"38912","38911","0","3891","38913","1","2023/03/10 5:00:00","9105703","185","392","14","100","0","2816","105701"
"39012","39011","0","3901","39013","1","2023/03/11 5:00:00","0","175","393","14","100","0","2816","0"
"39112","39111","0","3911","39113","1","2023/03/12 5:00:00","9103203","205","394","14","100","0","2816","103201"
"39212","39211","0","3921","39213","1","2023/03/13 5:00:00","0","110","395","14","100","0","2816","0"
"39312","39311","0","3931","39313","1","2023/03/14 5:00:00","9105203","30","396","14","100","0","2816","105201"
"39412","39411","0","3941","39413","1","2023/03/15 5:00:00","0","-45","397","14","100","0","2816","0"
"39512","39511","0","3951","39513","1","2023/03/16 5:00:00","9103403","-250","398","14","100","0","2816","103401"
"39612","39611","0","3961","39613","1","2023/03/17 5:00:00","0","-50","399","14","100","0","2816","0"
"39712","39711","0","3971","39713","1","2023/03/18 5:00:00","0","-90","400","14","100","0","2816","0"
"39812","39811","0","3981","39813","1","2023/03/19 5:00:00","0","100","401","14","100","0","2816","0"
"39912","39911","0","3991","39913","1","2023/03/20 5:00:00","0","25","402","14","100","0","2816","0"
"40012","40011","0","4001","40013","1","2023/03/21 5:00:00","0","-50","403","14","100","0","2816","0"
"40112","40111","0","4011","40113","1","2023/03/22 5:00:00","0","-125","404","14","100","0","2816","0"
"40212","40211","0","4021","40213","1","2023/03/23 5:00:00","0","-370","405","14","100","0","2816","0"
"40312","40311","0","4031","40313","1","2023/03/24 5:00:00","9107003","-460","406","14","100","0","2816","107001"
"40412","40411","0","4041","40413","1","2023/03/25 5:00:00","0","-200","407","14","100","0","2816","0"
"40512","40511","0","4051","40513","1","2023/03/26 5:00:00","0","-275","408","14","100","0","2816","0"
"40612","40611","0","4061","40613","1","2023/03/27 5:00:00","0","-350","409","14","100","0","2816","0"
"40712","40711","0","4071","40713","1","2023/03/28 5:00:00","0","-425","410","14","100","0","2816","0"
"40812","40811","0","4081","40813","1","2023/03/29 5:00:00","0","-501","411","14","100","0","2816","0"
"40912","40911","1","4091","40913","1","2023/03/30 5:00:00","0","-579","412","14","100","0","2816","0"
"40922","40921","1","4092","40923","1","2023/03/30 5:00:00","0","0","413","1","100","0","2816","0"
