12223a7df113d2759a916342fb691dcc1227da487205fe55e4a55f03803ab9d9,57ce847d8c04917d344bb268503db18bbf2c9652348c803a8344abd7069e4972,99d8714f9c93cbda9cd7184bb3e1999b1855dd913d5fecdf27a1731ccd401392,4614486a0c88877fae91d35f386fe25df7588a4d6adb6a029116ad98f0bf6984,1af079d537ad77e11b6aefdf0db4fccd4414c694ad68672670e9fa815bcef879,e1626c42912c7c216ac7227a097cf47398f8f8fc030e68a26f2f950192171e96,f628b736eeb7cbdf49d9678c46b8000452d0f9c9a73afcb3ef67f926bfc12e53,b7516214c0cbdce14aac27ad749ead3c0e9cfedebd74a1f76038482eeed84f68,4131cc9f5b9fc77bbc514967fe15d4122617a91dc38212b3573c92e90bd4ad66
"299","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002039","15000000"
"300","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002039","1500"
"301","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003028","50"
"302","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003028","750000"
"303","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","6","18001005","250"
"304","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","6","18001006","250"
"305","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002032","1000"
"306","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","28002040","1100"
"307","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002040","15000000"
"308","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002040","1500"
"309","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003029","50"
"310","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003029","750000"
"311","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002033","1000"
"312","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002034","1000"
"313","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","21003002","100"
"314","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","21103002","50"
"315","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003030","50"
"316","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003030","750000"
"317","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","28002041","1100"
"318","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002041","15000000"
"319","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002041","1500"
"320","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003031","50"
"321","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003031","750000"
"322","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003032","50"
"323","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003032","750000"
"324","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003033","50"
"325","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003033","750000"
"326","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003034","50"
"327","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003034","750000"
"328","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","28002042","1100"
"329","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002042","15000000"
"330","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002042","1500"
"331","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002035","1000"
"332","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002036","1000"
"333","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002037","1000"
"334","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002038","1000"
"335","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26002039","1000"
"336","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","21005040","100"
"337","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","28002043","1100"
"338","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002043","15000000"
"339","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002043","1500"
"340","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","28002044","1100"
"341","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","28002044","15000000"
"342","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","2","28002044","1500"
"343","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","4101404","18","27004003","1"
"350","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","23003","2","18002001","50"
"1001","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003035","50"
"1002","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003035","750000"
"1003","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","26003036","50"
"1004","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","12","26003036","750000"
"10001003","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","30"
"10001004","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","30000"
"10001005","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10001006","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","40"
"10001007","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","2"
"10001008","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10001009","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","20"
"10001010","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","20"
"10001011","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","25"
"10001012","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","25"
"10001013","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10001014","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","30"
"10001015","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","2"
"10001016","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10001017","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","40"
"10001018","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","30000"
"10001019","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10001023","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","60"
"10001024","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","40"
"10001025","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","80000"
"10001026","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","2"
"10001027","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","50"
"10001028","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","140000"
"10001029","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10001030","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","30000"
"10001031","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10001032","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","80"
"10001033","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","2"
"10001034","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10001035","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","40"
"10001036","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","40"
"10001037","39","1","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","50"
"10001038","39","1","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","50"
"10001039","39","1","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10001040","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","60"
"10001041","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","2"
"10001042","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10001043","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","80"
"10001044","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","30000"
"10001045","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10001046","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","80"
"10001047","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","80000"
"10001048","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","2"
"10001049","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","100"
"10001050","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","140000"
"10001051","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10001114","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","20"
"10001115","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","2"
"10001121","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","30"
"10001122","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","30000"
"10001123","39","1","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10001152","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","40"
"10001153","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","2"
"10001154","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","60"
"10001155","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","30000"
"10001156","39","1","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10040003","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","30"
"10040004","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","40000"
"10040005","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10040006","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","45"
"10040007","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","6"
"10040008","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10040009","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","20"
"10040010","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","20"
"10040011","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","25"
"10040012","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","25"
"10040013","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10040014","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","30"
"10040015","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","6"
"10040016","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10040017","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","45"
"10040018","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","40000"
"10040019","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10040023","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","60"
"10040024","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","45"
"10040025","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","100000"
"10040026","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","3"
"10040027","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","55"
"10040028","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","180000"
"10040029","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10040030","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","40000"
"10040031","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10040032","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","90"
"10040033","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","6"
"10040034","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10040035","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","40"
"10040036","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","40"
"10040037","54","40","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","50"
"10040038","54","40","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","50"
"10040039","54","40","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10040040","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","60"
"10040041","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","6"
"10040042","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10040043","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","90"
"10040044","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","40000"
"10040045","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10040046","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","90"
"10040047","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","100000"
"10040048","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","3"
"10040049","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","110"
"10040050","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","180000"
"10040051","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10040114","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","20"
"10040115","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","3"
"10040121","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","35"
"10040122","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","40000"
"10040123","54","40","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10040152","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","40"
"10040153","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","3"
"10040154","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","70"
"10040155","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","40000"
"10040156","54","40","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10055003","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","35"
"10055004","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","50000"
"10055005","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10055006","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","45"
"10055007","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","10"
"10055008","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10055009","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","20"
"10055010","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","20"
"10055011","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","30"
"10055012","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","30"
"10055013","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10055014","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","35"
"10055015","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","10"
"10055016","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10055017","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","45"
"10055018","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","50000"
"10055019","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10055023","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","70"
"10055024","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","45"
"10055025","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","120000"
"10055026","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","4"
"10055027","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","60"
"10055028","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","220000"
"10055029","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10055030","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","50000"
"10055031","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10055032","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","90"
"10055033","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","10"
"10055034","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10055035","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","40"
"10055036","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","40"
"10055037","74","55","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","60"
"10055038","74","55","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","60"
"10055039","74","55","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10055040","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","70"
"10055041","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","10"
"10055042","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10055043","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","90"
"10055044","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","50000"
"10055045","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10055046","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","90"
"10055047","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","120000"
"10055048","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","4"
"10055049","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","120"
"10055050","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","220000"
"10055051","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10055114","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","20"
"10055115","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","4"
"10055121","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","35"
"10055122","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","50000"
"10055123","74","55","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10055152","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","40"
"10055153","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","4"
"10055154","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","70"
"10055155","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","50000"
"10055156","74","55","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10075003","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","35"
"10075004","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","60000"
"10075005","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10075006","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","50"
"10075007","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","14"
"10075008","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10075009","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","25"
"10075010","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","25"
"10075011","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","30"
"10075012","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","30"
"10075013","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10075014","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","35"
"10075015","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","14"
"10075016","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10075017","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","50"
"10075018","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","60000"
"10075019","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10075023","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","70"
"10075024","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","45"
"10075025","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","150000"
"10075026","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","5"
"10075027","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","60"
"10075028","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","250000"
"10075029","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10075030","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","60000"
"10075031","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10075032","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","100"
"10075033","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","14"
"10075034","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10075035","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","50"
"10075036","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","50"
"10075037","94","75","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","60"
"10075038","94","75","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","60"
"10075039","94","75","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10075040","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","70"
"10075041","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","14"
"10075042","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10075043","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","100"
"10075044","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","60000"
"10075045","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10075046","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","90"
"10075047","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","150000"
"10075048","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","5"
"10075049","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","120"
"10075050","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","250000"
"10075051","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10075114","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","25"
"10075115","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","5"
"10075121","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","35"
"10075122","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","60000"
"10075123","94","75","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10075152","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","50"
"10075153","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","5"
"10075154","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","70"
"10075155","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","60000"
"10075156","94","75","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10095003","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","40"
"10095004","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","70000"
"10095005","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10095006","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","50"
"10095007","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","18"
"10095008","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10095009","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","25"
"10095010","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","25"
"10095011","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","30"
"10095012","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","30"
"10095013","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10095014","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","40"
"10095015","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","18"
"10095016","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10095017","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","50"
"10095018","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","60000"
"10095019","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
