60091305ad48c1c357fa039d40410a47e7929e4c32ca218676d76a0ffcb8cf2a,e6fb2367d8350da907b59351ed7c9177fd951b7a899825e216b5be7bcf5c4bde,d7e8fb974b27c8e18273a1251fb0bee325f28da3b571311f625b7d29c4784108,359023b27020de44ee99e42072d6cce0aa072c8617a9b743d1acda70562f09c4,f493f13ec3b4c1d0fb1dcb3a06b33d0208704b59363233f0385d5aea1e74888f,1f64d03673f98a97b14e5e2fb03325dbd27e5f5645934764012aa4657958d2e1,4be4cb512c93a426a2d12556cfa0ac5d047c77e1411b3169810b67ae4977cb3d,c8541ae3c7f0a525a77636ffc7e52d0a80d281cd0913514274a332a430e05e1c,5063508984675380184753ff384a35edefdaf278bfb65789721b128326f04cd1,e2556306f81c4f9a61f90e6e2ec2a7de6a2a6108ce73b84b75e3d2b8e65f4def,96f7f64f2529b3372513a0eaab651f1d3ab7ba6deb97a21174e1ca2dd9fee3d7
"0.5","","nyx_203_yukari_03","103431","12030036","3","203","","","1",""
"","","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","103431","12030037","11","203","","","10",""
"","","","0","12030038","91","203","","","",""
"","","","0.1","12030039","93","203","","","",""
"0.2","","nyx_203_yukari_06","3","12030040","3","203","1","","0","nyx_203_yukari_05"
"0.2","","nyx_203_yukari_06","103431","12030041","3","203","1","","0","nyx_203_yukari_05"
"","","","0.5","12030042","93","203","","","",""
"0.2","0.2","nyx_lookup","103231","12030043","3","203","1","","0","nyx_cmn_05"
"","","","2","12030044","93","203","","","",""
"","","1","103231","12030045","12","203","","","1",""
"","","1","3","12030046","4","203","","","",""
"","","1","103431","12030047","4","203","","","",""
"0.2","","nyx_203_yukari_04","3","12030048","3","203","","","0",""
"0.2","","nyx_203_yukari_04","103431","12030049","3","203","","","0",""
"","","-245","3","12030050","2","203","0","","-10","0.67"
"","","-245","103431","12030051","2","203","0","","-10","0.67"
"","","","0.67","12030052","93","203","","","",""
"","","","0.83","12030053","93","203","","","",""
"","","-265","3","12030054","2","203","0","","-10","0.5"
"","","-265","103431","12030055","2","203","0","","-10","0.5"
"","","","0.5","12030056","93","203","","","",""
"","","-328","3","12030057","2","203","0","","-10","0.67"
"","","-328","103431","12030058","2","203","0","","-10","0.67"
"0.2","","nyx_cmn_04","103231","12030059","3","203","","","1",""
"0.2","0.2","nyx_lookup","104831","12030060","3","203","1","","0","nyx_idle_sad"
"","","","0.67","12030061","93","203","","","",""
"","","-330","3","12030062","2","203","0","","-10","0.67"
"","","-330","103431","12030063","2","203","0","","-10","0.67"
"","","","0.67","12030064","93","203","","","",""
"0.2","","nyx_203_yukari_05","3","12030065","3","203","1","","0","nyx_203_yukari_06"
"0.2","","nyx_203_yukari_05","103431","12030066","3","203","1","","0","nyx_203_yukari_06"
"","","","0.66","12030067","93","203","","","",""
"","","12","104831","12030068","12","203","","","1",""
"","","","2","12030069","93","203","","","",""
"","","9","103431","12030070","12","203","","","1",""
"0.2","0.2","nyx_lookup","104631","12030071","3","203","1","","0","nyx_talk_sad"
"","","0","3","12030072","4","203","","","",""
"","","0","103431","12030073","4","203","","","",""
"0.2","","nyx_203_yukari_04","3","12030074","3","203","","","0",""
"0.2","","nyx_203_yukari_04","103431","12030075","3","203","","","0",""
"","","-285","3","12030076","2","203","0","","-10","0.67"
"","","-285","103431","12030077","2","203","0","","-10","0.67"
"","","","0.67","12030078","93","203","","","",""
"","","","0.83","12030079","93","203","","","",""
"","","-265","3","12030080","2","203","0","","-10","0.5"
"","","-265","103431","12030081","2","203","0","","-10","0.5"
"","","","0.5","12030082","93","203","","","",""
"","","-202","3","12030083","2","203","0","","-10","0.67"
"","","-202","103431","12030084","2","203","0","","-10","0.67"
"","","5","104631","12030085","12","203","","","1",""
"","","","0.67","12030086","93","203","","","",""
"","","-200","3","12030087","2","203","0","","-10","0.67"
"","","-200","103431","12030088","2","203","0","","-10","0.67"
"","","","0.67","12030089","93","203","","","",""
"0.2","","nyx_203_yukari_05","3","12030090","3","203","","","1",""
"0.2","","nyx_203_yukari_05","103431","12030091","3","203","","","1",""
"","","","0.66","12030092","93","203","","","",""
"0.2","","nyx_idle_sad","104631","12030093","3","203","","","1",""
"","","6","103431","12030094","12","203","","","1",""
"","","0","3","12030095","4","203","","","",""
"","","0","103431","12030096","4","203","","","",""
"","","","1","12030097","93","203","","","",""
"","","","12030039","12030098","101","203","","","",""
"1.2","1","104831","1","12040001","1","204","28.5","nyx_204_mifuyu_01","110","121.8"
"1.2","1","2","2","12040002","5","204","28.5","nyx_204_mifuyu_01","120","121.8"
"1.2","0","103431","1","12040003","1","204","-286.1","nyx_idle_normal","110","-278"
"1.2","1","104631","1","12040004","1","204","-286.1","nyx_idle_normal","140","283.5"
"1.2","0","103231","1","12040005","1","204","-286.1","nyx_idle_normal","110","-413"
"1","","1","2","12040006","31","204","1","","0","0"
"1.2","0","3","3","12040007","5","204","-278","nyx_yagura_up_harf","130","109"
"1","","2","14","12040008","31","204","1","","-111","34"
"","","bgm_M347","bgm_M347","12040009","25","204","","","",""
"","","","2","12040010","93","204","","","",""
"0.2","","nyx_204_mifuyu_01","104831","12040011","3","204","","","1",""
"0.2","","nyx_204_mifuyu_01","2","12040012","3","204","","","1",""
"0","","とうとう完成…\nしてしまったわね…","104831","12040013","11","204","","","10",""
"","","","0.2","12040014","93","204","","","",""
"0.2","0.2","nyx_lookup","104631","12040015","3","204","1","","0","nyx_204_akino_01_loop"
"","","","0.5","12040016","93","204","","","",""
"0.2","","nyx_204_mifuyu_02","104831","12040017","3","204","","","1",""
"0.2","","nyx_204_mifuyu_02","2","12040018","3","204","","","1",""
"","","","12040013","12040019","91","204","","","",""
"0","","設計段階より\n明らかに機能が\n増やされてるわ…","104831","12040020","11","204","","","10",""
"","","","1.5","12040021","93","204","","","",""
"0.2","0.2","nyx_lookup","103431","12040022","3","204","1","","0","nyx_lookup_loop"
"","","","12040020","12040023","91","204","","","",""
"","","","0.2","12040024","93","204","","","",""
"0.2","","nyx_204_akino_01","103231","12040025","3","204","","","0",""
"","","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","103231","12040026","11","204","","","10",""
"","","","1","12040027","93","204","","","",""
"0.2","","nyx_204_akino_02","103231","12040028","3","204","","","1",""
"","","","12040026","12040029","91","204","","","",""
"","","","0.5","12040030","93","204","","","",""
"0","","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","104831","12040031","11","204","","","10",""
"","","","0.2","12040032","93","204","","","",""
"0.2","0.2","nyx_204_mifuyu_03","104831","12040033","3","204","","","1",""
"0.2","0.2","nyx_204_mifuyu_03","2","12040034","3","204","","","1",""
"","","","3","12040035","93","204","","","",""
"","","","12040031","12040036","91","204","","","",""
"","","nyx_talk_sad","104631","12040037","3","204","","","1",""
"","","ど、どうして\n震えてるにゃ？\nミフユ…","104631","12040038","11","204","","","10",""
"","","","0","12040039","91","204","","","",""
"0.3","0.3","nyx_204_mifuyu_04","104831","12040040","3","204","1","","0","nyx_204_mifuyu_05"
"0.3","0.3","nyx_204_mifuyu_04","2","12040041","3","204","1","","0","nyx_204_mifuyu_05"
"0","","当たり前です！\nなんですかこの\n無駄だらけな機能！","104831","12040042","11","204","","","10",""
"","","","0.6","12040043","93","204","","","",""
"0.3","0.2","cmn_shock_def_N","104631","12040044","3","204","1","","0","nyx_idle_surprise2"
"0.3","0.2","cmn_shock_def_N","103431","12040045","3","204","1","","0","nyx_idle_sad"
"0.3","0.2","cmn_shock_def_N","103231","12040046","3","204","1","","0","nyx_idle_surprise1"
"","","","1.5","12040047","93","204","","","",""
"","","","12040042","12040048","91","204","","","",""
"0","","どこを見ても\n無駄ばかり…\n非効率すぎる…！","104831","12040049","11","204","","","10",""
"","","","0","12040050","91","204","","","",""
"0.3","0.3","nyx_talk_sad","103431","12040051","3","204","","","1",""
"","","お、落ち着いて\nミフユさん…\n仕方がなかったの…","103431","12040052","11","204","","","10",""
"","","","0","12040053","91","204","","","",""
"0","","こんなの\n落ち着けるわけ\nないでしょーっ！","104831","12040054","11","204","","","10",""
"","","","2.7","12040055","93","204","","","",""
"0.3","0.3","nyx_cmn_03","103431","12040056","3","204","","","1",""
"0.3","0.3","nyx_204_mifuyu_07","104831","12040057","3","204","1","","0","nyx_204_mifuyu_06"
"0.3","0.3","nyx_204_mifuyu_07","2","12040058","3","204","1","","0","nyx_204_mifuyu_06"
"","","","12040052","12040059","91","204","","","",""
"","","","0.5","12040060","93","204","","","",""
"","","0","103431","12040061","4","204","","","1",""
"","","","0.5","12040062","93","204","","","",""
"","","2","103431","12040063","12","204","","","1",""
"","","","1.5","12040064","93","204","","","",""
"","","17","104631","12040065","12","204","","","1",""
"0.3","0.3","nyx_talk_sad","104631","12040066","3","204","","","1",""
"","","","1.5","12040067","93","204","","","",""
"","","1","103431","12040068","4","204","","","1",""
"0.3","0.3","nyx_idle_sad","104631","12040069","3","204","","","1",""
"","","","0.2","12040070","93","204","","","",""
"","","7","103231","12040071","12","204","","","1",""
"0.3","0.2","nyx_talk_joy1","103231","12040072","3","204","1","","0","cmn_pose02_def_N"
"","","","0.1","12040073","93","204","","","",""
"0.3","0.3","nyx_talk_sad","103431","12040074","3","204","","","1",""
"","","","2","12040075","93","204","","","",""
"","","15","104831","12040076","12","204","","","1",""
"","","","2","12040077","93","204","","","",""
"","","1","12040061","12040078","101","204","","","",""
"1.2","0","111031","1","13010001","1","301","-277","nyx_301_yuni_01","110","-135"
"1","","1","3","13010002","31","301","1","","0","0"
"1","","2","17","13010003","31","301","1","","40","-195"
"0","","3","18","13010004","31","301","1","","40","-195"
"0","","4","19","13010005","31","301","1","","40","-195"
"","","bgm_M347","bgm_M347","13010006","25","301","","","",""
"","","","2","13010007","93","301","","","",""
"","","なかよしX…\nあれは実に\n浪漫の結晶だった…","111031","13010008","11","301","","","10",""
"","","1","0","13010009","91","301","","","",""
"","","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","111031","13010010","11","301","","","10",""
"","","1","0","13010011","91","301","","","",""
"","","","0.6","13010012","93","301","","","",""
"0.2","","nyx_103_yuni_02","111031","13010013","3","301","","","1",""
"","","というわけで\nなかよしXの残骸を\n集めてみたわけだが","111031","13010014","11","301","","","10",""
"","","1","0","13010015","91","301","","","",""
"0.2","0.2","cmn_pose02_def_N","111031","13010016","3","301","","","0","nyx_idle_normal"
"","","これらをリペアして\n単に組み直したとて\n模造品でしかない","111031","13010017","11","301","","","10",""
"","","1","0","13010018","91","301","","","",""
"0.2","","nyx_103_yuni_03","111031","13010019","3","301","1","","0","nyx_103_yuni_04"
"","","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","111031","13010020","11","301","","","10",""
"","","1","0","13010021","91","301","","","",""
"0.2","","cmn_pose02_def_N","111031","13010022","3","301","","","1",""
"","","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","111031","13010023","11","301","","","10",""
"","","","0","13010024","91","301","","","",""
"","","","0.5","13010025","93","301","","","",""
"0.2","","nyx_301_yuni_03","111031","13010026","3","301","","","1",""
"","","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","111031","13010027","11","301","","","10",""
"","","1","0","13010028","91","301","","","",""
"","","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","111031","13010029","11","301","","","10",""
"","","1","0","13010030","91","301","","","",""
"0.2","","nyx_301_yuni_01","111031","13010031","3","301","","","1",""
"","","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","111031","13010032","11","301","","","10",""
"","","","0","13010033","91","301","","","",""
"","","","2","13010034","93","301","","","",""
"","","1","111031","13010035","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010036","3","301","","","1",""
"","","-230","111031","13010037","2","301","","","-277","1.5"
"","","","1.5","13010038","93","301","","","",""
"0.2","0.2","nyx_301_yuni_02","111031","13010039","3","301","1","","0","nyx_idle_normal"
"","","","3","13010040","93","301","","","",""
"","","0","111031","13010041","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010042","3","301","","","1",""
"","","-95","111031","13010043","2","301","","","-277","1.5"
"","","","1.5","13010044","93","301","","","",""
"","","12","111031","13010045","12","301","","","1",""
"0.2","0.2","nyx_301_yuni_02","111031","13010046","3","301","1","","0","nyx_idle_normal"
"","","","0.4","13010047","93","301","","","",""
"","","1","3","13010048","32","301","","","",""
"","","","2.6","13010049","93","301","","","",""
"","","1","111031","13010050","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010051","3","301","","","1",""
"","","-230","111031","13010052","2","301","","","-277","1.5"
"","","","1.5","13010053","93","301","","","",""
"","","13","111031","13010054","12","301","","","1",""
"0.2","0.2","nyx_301_yuni_02","111031","13010055","3","301","1","","0","nyx_idle_normal"
"","","","3","13010056","93","301","","","",""
"","","0","111031","13010057","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010058","3","301","","","1",""
"","","-95","111031","13010059","2","301","","","-277","1.5"
"","","","1.5","13010060","93","301","","","",""
"0.2","0.2","nyx_301_yuni_02","111031","13010061","3","301","1","","0","nyx_idle_normal"
"","","","0.4","13010062","93","301","","","",""
"","","1","4","13010063","32","301","","","",""
"","","","2.6","13010064","93","301","","","",""
"","","1","111031","13010065","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010066","3","301","","","1",""
"","","-230","111031","13010067","2","301","","","-277","1.5"
"","","","1.5","13010068","93","301","","","",""
"0.2","0.2","nyx_301_yuni_02","111031","13010069","3","301","1","","0","nyx_idle_normal"
"","","","3","13010070","93","301","","","",""
"","","0","111031","13010071","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010072","3","301","","","1",""
"","","165","111031","13010073","2","301","","","-277","4"
"","","","4","13010074","93","301","","","",""
"","","12","111031","13010075","12","301","","","1",""
"0.2","0.2","nyx_301_yuni_02","111031","13010076","3","301","1","","0","nyx_idle_normal"
"","","","3","13010077","93","301","","","",""
"","","1","111031","13010078","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010079","3","301","","","1",""
"","","-230","111031","13010080","2","301","","","-277","4"
"","","","4","13010081","93","301","","","",""
"","","17","111031","13010082","12","301","","","1",""
"0.2","0.2","cmn_pose02_def_N","111031","13010083","3","301","1","","0","nyx_idle_normal"
"","","","4","13010084","93","301","","","",""
"","","0","111031","13010085","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010086","3","301","","","1",""
"","","165","111031","13010087","2","301","","","-277","4"
"","","","4","13010088","93","301","","","",""
"0.2","0.2","nyx_301_yuni_02","111031","13010089","3","301","0","","0","nyx_303_yuni_01"
"","","","2.4","13010090","93","301","","","",""
"","","7","111031","13010091","12","301","","","1",""
"","","","1.6","13010092","93","301","","","",""
"","","1","111031","13010093","4","301","","","",""
"0.2","","cmn_walk_def_N","111031","13010094","3","301","","","1",""
"","","-230","111031","13010095","2","301","","","-277","4"
"","","","4","13010096","93","301","","","",""
"","","2","111031","13010097","12","301","","","1",""
"0.2","0.2","nyx_301_yuni_02","111031","13010098","3","301","1","","0","cmn_pose02_def_N"
"","","","4","13010099","93","301","","","",""
"","","","13010071","13010100","101","301","","","",""
"1.2","1","111031","1","13020001","1","302","-277","nyx_idle_normal","110","4000"
"1.2","1","2","2","13020002","5","302","-277","NoItem","120","-200"
"1","","1","3","13020003","31","302","1","","0","0"
"0","","3","20","13020004","31","302","1","","-110","-240"
"1","","4","21","13020005","31","302","1.2","","40","-195"
"","","bgm_M347","bgm_M347","13020006","25","302","","","",""
"","","","2","13020007","93","302","","","",""
"","0.2","nyx_302_yuni_01","111031","13020008","3","302","1","","0","nyx_idle_normal"
"","","-200","111031","13020009","2","302","","","-277","0"
"","","-200","2","13020010","2","302","","","-279","0"
"","","…ぷはーっ！","111031","13020011","11","302","","","10",""
"","","","0","13020012","93","302","","","",""
"","","1","3","13020013","32","302","","","",""
"","","","13020011","13020014","91","302","","","",""
"","","いかんいかん\n資材の山に埋もれて\nしまうところだった","111031","13020015","11","302","","","10",""
"","","","0","13020016","91","302","","","",""
"0.2","","nyx_302_yuni_02","2","13020017","3","302","1","","0","NoItem"
"0.2","0.2","nyx_302_yuni_02","111031","13020018","3","302","1","","0","nyx_idle_normal"
"","","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","111031","13020019","11","302","","","10",""
"","","","5","13020020","93","302","","","",""
"","","0","111031","13020021","4","302","","","",""
"0.2","","nyx_cmn_03","111031","13020022","3","302","","","1",""
"","","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","111031","13020023","11","302","","","10",""
"","","","0","13020024","91","302","","","",""
"0.2","","nyx_301_yuni_01","111031","13020025","3","302","","","1",""
"","","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","111031","13020026","11","302","","","10",""
"","","1","0","13020027","91","302","","","",""
"","","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","111031","13020028","11","302","","","10",""
"","","1","0","13020029","91","302","","","",""
"0.2","","nyx_302_yuni_03","111031","13020030","3","302","1","","0","nyx_302_yuni_04"
"","","是非もなし\nいざ往かん！","111031","13020031","11","302","","","10",""
"","","1","0","13020032","91","302","","","",""
"","","","1.5","13020033","93","302","","","",""
"","","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","111031","13020034","11","302","","","10",""
"","","","0","13020035","91","302","","","",""
"","","","6","13020036","93","302","","","",""
"","","2","111031","13020037","12","302","","","1",""
"","","","4","13020038","93","302","","","",""
"","","4","111031","13020039","12","302","","","1",""
"","","","4","13020040","93","302","","","",""
"","","","13020036","13020041","101","302","","","",""
"1.2","1","111031","1","13030001","1","303","-221.5","nyx_303_yuni_07","110","49"
"1","","1","4","13030002","31","303","1","","0","0"
"","","bgm_M347","bgm_M347","13030003","25","303","","","",""
"","","","2","13030004","93","303","","","",""
"","","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","111031","13030005","11","303","","","10",""
"","","","0","13030006","91","303","","","",""
"0.2","","nyx_303_yuni_01_noshadow","111031","13030007","3","303","","","1",""
"","","ふふふ…我ながら\n納得の出来栄え…","111031","13030008","11","303","","","10",""
"","","","0","13030009","91","303","","","",""
"","","外観の完成度も\nさることながら\n特筆すべきは機能だ","111031","13030010","11","303","","","10",""
"","","","0","13030011","91","303","","","",""
"0.2","","nyx_303_yuni_03","111031","13030012","3","303","","","1",""
"","","試しに動作試験を\nしてみるとしよう","111031","13030013","11","303","","","10",""
"","","","0","13030014","91","303","","","",""
"0.2","0.2","nyx_303_yuni_02","111031","13030015","3","303","1","","0","nyx_303_yuni_04"
"","","","3","13030016","93","303","","","",""
"0.2","","nyx_303_yuni_07","111031","13030017","3","303","","","1",""
"","","ふむ…\n表情映写の動作に\n問題はないようだ","111031","13030018","11","303","","","10",""
"","","","0","13030019","91","303","","","",""
"0.2","0.2","nyx_303_yuni_09","111031","13030020","3","303","1","","0","nyx_303_yuni_04"
"","","次はいずれの機能を\n試してみるか…","111031","13030021","11","303","","","10",""
"","","","0","13030022","91","303","","","",""
"","","","0.5","13030023","93","303","","","",""
"","","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","111031","13030024","11","303","","","10",""
"","","","1.5","13030025","93","303","","","",""
"0.2","","nyx_303_yuni_02","111031","13030026","3","303","","","0",""
"","","","1","13030027","93","303","","","",""
"0.2","","nyx_303_yuni_06","111031","13030028","3","303","1","","0","nyx_303_yuni_05"
"","","","2","13030029","93","303","","","",""
"","","…危ない危ない\n自爆装置を起動して\nしまうところだった","111031","13030030","11","303","","","10",""
"","","","0.1","13030031","93","303","","","",""
"0.2","","nyx_303_yuni_08","111031","13030032","3","303","","","1",""
"","","","13030030","13030033","91","303","","","",""
"","","","2","13030034","93","303","","","",""
"0.2","0.2","nyx_303_yuni_09","111031","13030035","3","303","1","","0","nyx_303_yuni_04"
"","","","2","13030036","93","303","","","",""
"0.2","0.2","nyx_303_yuni_02","111031","13030037","3","303","1","","0","nyx_303_yuni_03"
"","","","1.8","13030038","93","303","","","",""
"","","6","111031","13030039","12","303","","","1",""
"","","","3.2","13030040","93","303","","","",""
"0.2","0.2","nyx_303_yuni_09","111031","13030041","3","303","1","","0","nyx_303_yuni_04"
"","","","2","13030042","93","303","","","",""
"0.2","0.2","nyx_303_yuni_02","111031","13030043","3","303","1","","0","nyx_303_yuni_08"
"","","","1.8","13030044","93","303","","","",""
"","","2","111031","13030045","12","303","","","1",""
"","","","1.2","13030046","93","303","","","",""
"","","","13030034","13030047","101","303","","","",""
