747adf985b8e274f20f4fceb3eb409b8a334f9720dd76043b6cf9f0993cb3f6a,9c17f9a5a12c16e629aee38ef77b10d48ba35676d7cde822b1f0f328876e6f6b,47851471880fe9137d3865d9ac4fbfb2b77f633ed0f5a69601aa221ec437ccbb,599ed16f4949c0603e3b6a779a51f8d638f68266b702d2ca27deaddefcf86496,021cc9b6594b29d38db2e87f4a49a6fd2969df341325696ca9134ad712fa6f02,5d412987f01311c34d7c3d46c836ea18924199c6387f00aa39241e520538be5f,4179fa1258742019f4be0664c34b25286d94cf57858aefa2d855c407a6d38b7e,606630ab10aecc25b86f31814b5e36f487f14dfe78b42b1c2a653f0a03a74af7,d164e2ed3ec24dae102de4e33865aeec9e603a64c6f2715c28c095add5c09dd6,bd616a06153cdb2ea89ba4c9c567b8b02613c2efae73016f4a75b245b000fed5
"でこぴん","0","でんぷん","0","でんせん","2320009","でんきん","0","0","1"
"340","0","720","0","960","2320010","360","0","0","1"
"4分の1","0","8分の1","0","2分の1","2320011","6分の1","0","0","1"
"コサイン","0","タンジェント","0","コタンジェント","2320013","サイン","0","0","1"
"足し算の答え","0","割り算の答え","0","引き算の答え","2320014","かけ算の答え","0","0","1"
"炭素液","0","ヨウ素液","0","水素液","2320016","臭素液","0","0","1"
"ヘスの法則","0","キルヒホッフの法則","0","ドルトンの法則","2320017","ヘンリーの法則","0","0","1"
"ちょう座","0","はえ座","0","ばった座","2320018","とんぼ座","0","0","1"
"木星","0","太陽","0","月","2320020","地球","0","0","1"
"夏","0","冬","0","秋","2320021","春","0","0","1"
"トリウム","0","ヘリウム","0","バリウム","2320022","カリウム","0","0","1"
"トオン","0","ネオン","0","フオン","2320025","イオン","0","0","1"
"総数","0","整数","0","自然対数","2320026","小数","0","0","1"
"ソシアルダンス","0","インピーダンス","0","フラダンス","2320029","リンボーダンス","0","0","1"
"水化銀","0","水銀","0","水溶銀","2320030","純銀","0","0","1"
"4回","0","2回","0","12回","2320031","1回","0","0","1"
"地熱","0","月","0","海流","2320032","魚群","0","0","1"
"Nt","0","Na","0","Ne","2320033","N","0","0","1"
"Cl","0","Ca","0","Ka","2320034","K","0","0","1"
"結節","0","結晶","0","結膜","2320035","結氷","0","0","1"
"3回","0","1回","0","4回","2320036","2回","0","0","1"
"分兄","0","分母","0","分姉","2320037","分父","0","0","1"
"臭素","0","酸素","0","炭素","2320040","水素","0","0","1"
"弱火山","0","死火山","0","伏火山","2320041","休火山","0","0","1"
"アスミスト","0","アスベスト","0","アスガスト","2320042","アスラスト","0","0","1"
"ゼータ","0","デルタ","0","シグマ","2320043","ガンマ","0","0","1"
"かに座","0","みずがめ座","0","しし座","2320044","さそり座","0","0","1"
"さそり座","0","しし座","0","かに座","2320045","みずがめ座","0","0","1"
"辺","0","母線","0","面","2320046","頂点","0","0","1"
"5","0","2","0","7","2320049","3","0","0","1"
"20キロ","0","25キロ","0","33キロ","2320050","15キロ","0","0","1"
"電線","0","前線","0","無線","2320051","点線","0","0","1"
"ニッケル","0","アルミニウム","0","チタン","2320053","鉄","0","0","1"
"衛星","0","惑星","0","超新星","2320054","恒星","0","0","1"
"時間","0","季節","0","日付","2320056","昼夜","0","0","1"
"リューズ","0","ヒューズ","0","シューズ","2320057","ミューズ","0","0","1"
"青","0","緑","0","白","2320058","赤","0","0","1"
"トル","0","ニュートン","0","ジュール","2320059","パスカル","0","0","1"
"コンビネーション","0","インテグラル","0","インターセクション","2320060","ファクトリアル","0","0","1"
"4本","0","2本","0","16本","2320061","1本","0","0","1"
"キョウカ","0","全員同じ","0","ペコリーヌ","2321001","リマ","0","0","1"
"セントールス","0","オーマ","0","ランドソル","2321002","オーエド","0","0","1"
"オーエド","0","セントールス","0","エルビス島","2321003","オーマ","0","0","1"
"セントールス","0","オーエド","0","サレンディア","2321004","オーマ","0","0","1"
"1000","0","2500","0","1500","2321005","2000","0","0","1"
"アルガン","0","アルベド","0","アルキン","2330001","アルヘナ","0","0","1"
"20","0","18","0","22","2330002","16","0","0","1"
"みずがめ座","0","おうし座","0","おひつじ座","2330004","しし座","0","0","1"
"カノープス","0","アークトゥルス","0","ベテルギウス","2330005","シリウス","0","0","1"
"木星","0","天王星","0","土星","2330007","海王星","0","0","1"
"マイカナイト","0","モアサナイト","0","カオリナイト","2330008","ベントナイト","0","0","1"
"かえる座","0","とかげ座","0","いもり座","2330010","やもり座","0","0","1"
"CC","0","AC","0","DC","2330011","BC","0","0","1"
"どちらも変化しない","0","青色が赤くなる","0","どちらも白くなる","2330012","赤色が青くなる","0","0","1"
"垂心","0","重心","0","内心","2330015","外心","0","0","1"
"透明","0","緑","0","青","2330016","橙","0","0","1"
"7本","0","9本","0","13本","2330017","5本","0","0","1"
"23戦目","0","31戦目","0","9戦目","2330018","16戦目","0","0","1"
"みなみのしかく座","0","みなみのさんかく座","0","みなみのひしがた座","2330020","みなみのまる座","0","0","1"
"ベクルックス","0","ポルックス","0","アンタレス","2330021","アクルックス","0","0","1"
"アンドロイド座","0","アンドロメダ座","0","アイスキュロス座","2330022","アンドロギュノス座","0","0","1"
"ポリリズム","0","サーカディアンリズム","0","インターナショナリズム","2330023","オリエンタリズム","0","0","1"
"歯石化石","0","示相化石","0","自然化石","2330024","示準化石","0","0","1"
"ミュラー","0","スカラー","0","リヤー","2330026","ラスカー","0","0","1"
"銀","0","アンモニア","0","ダイヤモンド","2330027","アセチレン","0","0","1"
"991","0","997","0","993","2330028","989","0","0","1"
"テトロドトキシン","0","アスタキサンチン","0","パフトキシン","2330029","イクシオトキシン","0","0","1"
"ジーメンス","0","コンダクタンス","0","ヘンリー","2330030","インダクタンス","0","0","1"
"ガンマ","0","シグマ","0","デルタ","2330031","ラムダ","0","0","1"
"こいぬ座","0","こぐま座","0","おおいぬ座","2330032","おおぐま座","0","0","1"
"ナトリウム","0","カルシウム","0","マグネシウム","2330033","カリウム","0","0","1"
"ジュラ紀","0","ペルム紀","0","白亜紀","2330034","三畳紀","0","0","1"
"テルル","0","テクネチウム","0","ロジウム","2330035","モリブデン","0","0","1"
"マグナカルタ","0","フォッサマグナ","0","マグカップ","2330036","アルスマグナ","0","0","1"
"ムシロスコープ","0","オシロスコープ","0","タシロスコープ","2330037","ヤシロスコープ","0","0","1"
"1尺","0","1分","0","1銭","2330038","1里","0","0","1"
"10気圧","0","1気圧","0","1013気圧","2330040","0気圧","0","0","1"
"MgO","0","NaCl","0","SiO2","2330041","NaOH","0","0","1"
"4個","0","2個","0","1個","2330042","3個","0","0","1"
"8","0","10","0","9","2330043","7","0","0","1"
"二酸化炭素","0","酸素","0","水素","2330045","窒素","0","0","1"
"月","0","金星","0","木星","2330047","地球","0","0","1"
"クリープ現象","0","ブロッケン現象","0","ヒートアイランド現象","2330048","スプロール現象","0","0","1"
"力点","0","作用点","0","交点","2330049","支点","0","0","1"
"デューン現象","0","フェーン現象","0","ビューン現象","2330051","ジェーン現象","0","0","1"
"火星","0","太陽","0","月","2330053","水星","0","0","1"
"中間圏","0","成層圏","0","対流圏","2330056","熱圏","0","0","1"
"火星","0","金星","0","土星","2330057","水星","0","0","1"
"倍分数","0","仮分数","0","偉分数","2330058","偽分数","0","0","1"
"5分の1","0","6分の1","0","7分の1","2330061","4分の1","0","0","1"
"ブリザ海岸","0","マルジェン海岸","0","オーエド海岸","2331001","ミステリオン海岸","0","0","1"
"5","0","4.5","0","3","2331002","4","0","0","1"
"コッコロ","0","マコト","0","モニカ","2331003","アキノ","0","0","1"
"タリア湿地","0","ドロテア湿地","0","ジュノー湿地","2331004","ナンセイ湿地","0","0","1"
"エスタ岬","0","プロピーナ岬","0","フテラ岬","2331005","カウダ岬","0","0","1"
"路線バス","0","ユニットバス","0","ワンマンバス","2410002","シャトルバス","0","0","1"
"救急車","0","新幹線","0","潜水艦","2410003","自転車","0","0","1"
"メタボンスシンドローム","0","メタボリックシンドローム","0","メタボットシンドローム","2410004","メタボライズシンドローム","0","0","1"
"ネットランニング","0","ネットサーフィン","0","ネットドライビング","2410005","ネットサイクリング","0","0","1"
"サミング","0","ストリーミング","0","ハッキング","2410006","ショールーミング","0","0","1"
"炎ファイバー","0","光ファイバー","0","水ファイバー","2410007","闇ファイバー","0","0","1"
"若手ドライバー","0","ペーパードライバー","0","新人ドライバー","2410008","初心者ドライバー","0","0","1"
"エーデルワイス","0","カーネーション","0","チューリップ","2410009","スイートピー","0","0","1"
"お達し","0","お通し","0","お察し","2410011","お直し","0","0","1"
"アイガード","0","シャンプーハット","0","バスドーナッツ","2410012","バブルレス","0","0","1"
"夜逃げ","0","夜泣き","0","夜更し","2410014","夜なべ","0","0","1"
"海","0","花火","0","山","2410015","プール","0","0","1"
"タルト","0","カルテ","0","カルテット","2410016","フォルテ","0","0","1"
"近近法","0","遠近法","0","正距方位図法","2410017","遠遠法","0","0","1"
"チャイルドシート","0","ヘルメット","0","鎧","2410018","シートベルト","0","0","1"
"特別総会","0","株主総会","0","緊急集会","2410019","株主集会","0","0","1"
"天地有情","0","天地無用","0","天下御免","2410020","上下無用","0","0","1"
"人間ピッグ","0","人間ドック","0","人間サッグ","2410022","人間タッグ","0","0","1"
"自動車教会所","0","自動車教習所","0","自動車教養所","2410024","自動車教育所","0","0","1"
"グライダー","0","ヘリコプター","0","気球","2410025","飛行機","0","0","1"
"チャイニーズウォール","0","ファイアウォール","0","クライミングウォール","2410026","グレートウォール","0","0","1"
"ホットタイム","0","サマータイム","0","エコロジータイム","2410027","スプリングタイム","0","0","1"
"グリーンシート","0","シルバーシート","0","ブルーシート","2410028","ゴールドシート","0","0","1"
"ニッキ飴","0","千歳飴","0","金太郎飴","2410030","べっこう飴","0","0","1"
"けん針","0","まち針","0","ぐん針","2410031","むら針","0","0","1"
"春","0","夏","0","冬","2410032","秋","0","0","1"
"火炎瓶","0","魔法瓶","0","牛乳瓶","2410033","花瓶","0","0","1"
"鏡上げ","0","鏡開き","0","鏡下げ","2410036","鏡閉じ","0","0","1"
"スピーディー交差点","0","スクランブル交差点","0","スパゲッティ交差点","2410037","ストロング交差点","0","0","1"
"いつも外出している","0","子育てに積極的","0","俳句が趣味","2410038","イクラが大好き","0","0","1"
"暑中見舞い","0","年賀状","0","不幸の手紙","2410039","残暑見舞い","0","0","1"
"おかあさん","0","おじいさん","0","おとうさん","2410040","おばあさん","0","0","1"
"ラッキークッキー","0","フォーチュンクッキー","0","ゴッドクッキー","2410041","ペーパークッキー","0","0","1"
"しょっつる","0","きりたんぽ","0","いぶりがっこ","2410042","まげわっぱ","0","0","1"
"せん切り","0","みじん切り","0","輪切り","2410048","乱切り","0","0","1"
"くろ胡椒","0","ゆず胡椒","0","しお胡椒","2410050","しろ胡椒","0","0","1"
"いか焼き","0","たい焼き","0","卵焼き","2410051","たこ焼き","0","0","1"
"ボロボロ崩れる","0","水分が出てくる","0","味が無くなる","2410052","赤く変色する","0","0","1"
"すみれ","0","れんげ","0","もみじ","2410053","さくら","0","0","1"
"ツナ","0","牛肉","0","タケノコ","2410054","グリンピース","0","0","1"
"タンブラー","0","デミタス","0","ソーサー","2410055","ジョッキ","0","0","1"
"きんつば","0","くず餅","0","水ようかん","2410056","ぜんざい","0","0","1"
"ラーメン","0","そば","0","きしめん","2410057","うどん","0","0","1"
"サニーサイドアップ","0","スクランブルエッグ","0","プレーンオムレツ","2410058","ポーチドエッグ","0","0","1"
"ガリ","0","ネタ","0","サラ","2410059","サビ","0","0","1"
"メイケオール結社","0","メルクリウス財団","0","ムシエラルゴ商社","2411001","マリネリウス財閥","0","0","1"
"アドベンチャー","0","キャラバン","0","レッツ！テオゴニア！","2411002","オニギリすごろく","0","0","1"
"マナ","0","ルピ","0","ソル","2411003","ジュエル","0","0","1"
"タマキ","0","アユミ","0","リノ","2411004","スズメ","0","0","1"
"予定表","0","予定帳","0","デイリー帳","2411005","一括スキップ","0","0","1"
"黒髪","0","白髪","0","金髪","2420001","茶髪","0","0","1"
"気象予告士","0","気象予報士","0","気象予言士","2420002","気象予想士","0","0","1"
"ジェネラル","0","ジェネリック","0","ジェネシス","2420003","ジェネレーション","0","0","1"
"3","0","7","0","9","2420004","1","0","0","1"
"茶托","0","コースター","0","はかま","2420005","ソーサー","0","0","1"
"世間話会議","0","井戸端会議","0","作戦会議","2420006","お茶の間会議","0","0","1"
"十二神将","0","七福神","0","八部衆","2420008","四天王","0","0","1"
"TO","0","WC","0","WT","2420009","TW","0","0","1"
"終期保険","0","終身保険","0","延長保険","2420011","終末保険","0","0","1"
"グレーダー","0","ドナー","0","パタンナー","2420012","レシピエント","0","0","1"
"弁護士","0","検察官","0","司法書士","2420013","裁判官","0","0","1"
"春分の日","0","大晦日","0","クリスマスイブ","2420014","元旦","0","0","1"
"リアル式海岸","0","リアス式海岸","0","イグアス式海岸","2420016","シワス式海岸","0","0","1"
"ばら梅雨","0","から梅雨","0","さら梅雨","2420017","たら梅雨","0","0","1"
"氷害","0","冷害","0","かんがい","2420018","水害","0","0","1"
"カウボーイ","0","ベルボーイ","0","ボールボーイ","2420019","トムボーイ","0","0","1"
"クレープ","0","ドーナツ","0","アイスクリーム","2420020","ケーキ","0","0","1"
"54回","0","108回","0","216回","2420021","27回","0","0","1"
"スタグネーション","0","インフレーション","0","デノミネーション","2420023","デフレーション","0","0","1"
"違法試験","0","司法試験","0","忍法試験","2420025","憲法試験","0","0","1"
"海に近い地域","0","雪の多い地域","0","乾燥している地域","2420028","気温の高い地域","0","0","1"
"面積が狭い状態","0","人口が減った状態","0","地震が起こる状態","2420029","気温が低い状態","0","0","1"
"サラダボウル","0","フィンガーボウル","0","クリーニングボウル","2420030","ウォッシュボウル","0","0","1"
"！？","0","！","0","※","2420031","？","0","0","1"
"茶さじ","0","大さじ","0","どれも同じ","2420032","小さじ","0","0","1"
"役者専門","0","ペット専門","0","美容師専門","2420033","子供専門","0","0","1"
"オペラグラス","0","ステンドグラス","0","ハリメグラス","2420035","サングラス","0","0","1"
"白玉粉","0","片栗粉","0","葛粉","2420036","小麦粉","0","0","1"
"アンチョビ","0","くさや","0","みがきにしん","2420039","しょっつる","0","0","1"
"鶏","0","牛","0","羊","2420040","豚","0","0","1"
"鉛","0","塩","0","縁","2420042","煙","0","0","1"
"焼き餃子","0","水餃子","0","蒸し餃子","2420046","揚げ餃子","0","0","1"
"ステンドグラス","0","レモングラス","0","ワイングラス","2420048","ビールグラス","0","0","1"
"小麦","0","米","0","大豆","2420049","ジャガイモ","0","0","1"
"豚肉","0","鶏肉","0","羊肉","2420051","牛肉","0","0","1"
"かきあげ","0","卵","0","ねぎ","2420052","鶏肉","0","0","1"
"春","0","夏","0","秋","2420053","冬","0","0","1"
"3cc","0","5cc","0","12cc","2420054","10cc","0","0","1"
"ムラサキ","0","シャリ","0","シロ","2420055","アガリ","0","0","1"
"カプレーゼ","0","カプチーノ","0","カプサイシン","2420056","カプリチオ","0","0","1"
"味噌汁","0","炒め物","0","冷や奴","2420057","揚げ物","0","0","1"
"馬車巻き","0","軍艦巻き","0","気球巻き","2420058","客船巻き","0","0","1"
"焼酎","0","緑茶","0","日本酒","2420059","麦茶","0","0","1"
"ミディアムレア","0","レア","0","ミディアム","2420060","ウェルダン","0","0","1"
"ソーセージ","0","ホイップクリーム","0","ストロベリージャム","2420061","マシュマロ","0","0","1"
"Lost Princess","0","Mirage Game","0","Connecting Happy！！","2421001","Precious Journey","0","0","1"
"Connecting Happy！！","0","茜色の寄り道","0","つなぐもの","2421002","Precious Journey","0","0","1"
"4人","0","5人","0","2人","2421003","3人","0","0","1"
"カズヒコ","0","カズマサ","0","フィッシャーマン・ジーク","2421004","マサカズ","0","0","1"
"木材","0","お菓子","0","魔物","2421005","鉄","0","0","1"
"SSD","0","CPU","0","DOS","2430001","GPS","0","0","1"
"腕枕","0","北枕","0","抱き枕","2430002","膝枕","0","0","1"
"5．5平方メートル","0","3．3平方メートル","0","6．6平方メートル","2430003","4．4平方メートル","0","0","1"
"9親等","0","6親等","0","10親等","2430004","3親等","0","0","1"
"A4","0","B5","0","B4","2430005","A3","0","0","1"
"グレーダー","0","レシピエント","0","パタンナー","2430006","ドナー","0","0","1"
"遺令分","0","遺留分","0","遺愛分","2430007","遺訓分","0","0","1"
"税務署","0","保健所","0","銀行","2430008","小学校","0","0","1"
"家族傷害保険","0","自賠責保険","0","火災保険 ","2430009","個人年金保険","0","0","1"
"電気","0","水道","0","固定電話","2430010","ガス","0","0","1"
"高くてなかなか手に入らない薬","0","周りを糖分でくるんだ薬","0","遠くの病院でもらう薬","2430011","すぐに効き目が出る薬","0","0","1"
"行動資産","0","流動資産","0","確定資産","2430015","固定資産","0","0","1"
"敬老の日","0","成人式","0","銀婚式","2430016","誕生日","0","0","1"
"クラゲ講","0","ネズミ講","0","カマキリ講","2430017","カラス講","0","0","1"
"B4","0","A3","0","B5","2430018","A4","0","0","1"
"警戒標識","0","規制標識","0","指示標識","2430019","案内標識","0","0","1"
"時間帯","0","岩田帯","0","亜寒帯","2430020","眼帯","0","0","1"
"40キロ","0","30キロ","0","20キロ","2430021","50キロ","0","0","1"
"運転手の制服の色","0","ナンバープレートの色","0","割引チケットの色","2430022","車体の色","0","0","1"
"土用","0","節分","0","夏至","2430023","立春","0","0","1"
"3人","0","2人","0","0人","2430024","1人","0","0","1"
"COUNTRY","0","ROUTE","0","NUMBER","2430025","ROAD","0","0","1"
"課税証明書","0","戸籍謄本","0","印鑑登録証明書","2430026","住民票","0","0","1"
"御洗浄","0","御手洗","0","御内儀","2430027","御不浄","0","0","1"
"お蔵入り","0","お国入り","0","藪入り","2430028","都入り","0","0","1"
"地獄","0","疑獄","0","牢獄","2430029","脱獄","0","0","1"
"北","0","北西","0","東","2430030","北東","0","0","1"
"ひっさつ","0","おさつ","0","いきさつ","2430031","ぼさつ","0","0","1"
"臨月手帳","0","母子健康手帳","0","育児手帳","2430032","子宝手帳","0","0","1"
"ぼたん肉","0","さくら肉","0","つつじ肉","2430034","もみじ肉","0","0","1"
"ライト液","0","バッター液","0","キャッチャー液","2430041","ピッチャー液","0","0","1"
"肉じゃが","0","すきやき","0","ジンギスカン","2430042","しゃぶしゃぶ","0","0","1"
"シイタケ","0","しらたき","0","白菜","2430043","長ネギ","0","0","1"
"サトイモ","0","サツマイモ","0","コンニャクイモ","2430044","ジャガイモ","0","0","1"
"ジャガイモ","0","コンニャクイモ","0","サトイモ","2430046","サツマイモ","0","0","1"
"シャケ","0","カツオ","0","イワシ","2430047","マグロ","0","0","1"
"マグロ","0","サメ","0","イルカ","2430048","クジラ","0","0","1"
"ハクサイ","0","ネギ","0","オクラ","2430049","ダイコン","0","0","1"
"酢","0","塩水","0","泥水","2430052","真水","0","0","1"
"ピタパン","0","ピータン","0","ピーカン","2430053","ピーターパン","0","0","1"
"スフレ","0","ピューレ","0","パテ","2430054","グラッセ","0","0","1"
"エシャロット","0","クルトン","0","プラリネ","2430056","テリーヌ","0","0","1"
"松むき","0","桂むき","0","樫むき","2430058","杉むき","0","0","1"
"わらび餅","0","ういろう","0","きんつば","2430060","ようかん","0","0","1"
"オムレツ","0","パエリア","0","ブイヤベース","2430061","ラザニア","0","0","1"
"冒険の始まり","0","冒険への初立","0","裸の冒険者","2431001","駆けだしの冒険者","0","0","1"
"ユキのビューティーチェック","0","ユキの審美会","0","美の伝道者","2431002","美の饗宴","0","0","1"
"蒼海の孤塔","0","毒瘴の闇稜","0","断崖の遺跡","2431003","緑竜の骸嶺","0","0","1"
"追憶のメモリー","0","追想のデフラグ","0","ノウェムの過ぎ去りし日々","2431004","ムイミの思い出","0","0","1"
"Seize The Day！","0","私色STORY","0","フェアリーテイルは夢の中","2431005","GREEDY LOVE","0","0","1"
"フィーネ","0","フォルテ","0","フォックス","2510003","ファイン","0","0","1"
"バイオリン","0","コントラバス","0","ビオラ","2510004","チェロ","0","0","1"
"d","0","f","0","i","2510005","g","0","0","1"
"最年長","0","指揮者","0","第一バイオリン","2510006","作曲者","0","0","1"
"ひさしぶり","0","しばらく","0","このあいだはどうも","2510007","ごぶさた","0","0","1"
"Commercial Voice","0","Character Voice","0","Create Voice","2510008","Cuter Voice","0","0","1"
"スタートソフト","0","ローンチソフト","0","バンドルソフト","2510009","キラーソフト","0","0","1"
"盛り髪","0","アホ毛","0","ちょこ毛","2510010","縦ロール","0","0","1"
"チェス","0","オセロ","0","どれも同じ","2510012","将棋","0","0","1"
"角行","0","王将","0","歩兵","2510013","飛車","0","0","1"
"北風","0","木枯らし","0","爆風","2510014","そよ風","0","0","1"
"タイフーン","0","スコール","0","モンスーン","2510015","ハリケーン","0","0","1"
"とろ","0","しけ","0","ふち","2510016","なぎ","0","0","1"
"ブビン","0","ボビン","0","ベビン","2510018","バビン","0","0","1"
"プレミア","0","カシミア","0","クリミア","2510019","ボヘミア","0","0","1"
"リンス","0","トリートメント","0","ボディーソープ","2510022","シャンプー","0","0","1"
"ヒトカラ","0","マスカラ","0","マラカス","2510023","チーク","0","0","1"
"スリット","0","ステッチ","0","スカッド","2510025","ステップ","0","0","1"
"バイプレーヤー","0","バイヤー","0","バイト","2510027","バインダー","0","0","1"
"上水","0","硬水","0","井戸水","2510028","軟水","0","0","1"
"エクトプラズム","0","ポルターガイスト","0","リインカーネーション","2510029","テンプテーション","0","0","1"
"麻雀牌","0","サイコロ","0","将棋の駒","2510030","トランプ","0","0","1"
"麻雀","0","囲碁","0","五目並べ","2510031","将棋","0","0","1"
"マネーハザード","0","モラルハザード","0","ライフハザード","2510032","バイオハザード","0","0","1"
"ラパン","0","バラン","0","ハッパ","2510033","バリン","0","0","1"
"包丁を油まみれにする","0","包丁を軽く温める","0","包丁をさびつかせる","2510035","包丁をよく冷やす","0","0","1"
"キュキュ","0","シュシュ","0","リュリュ","2510038","チュチュ","0","0","1"
"ストール","0","デニール","0","プリーツ","2510039","パニール","0","0","1"
"除名液","0","除光液","0","除算液","2510040","除湿液","0","0","1"
"コサージュ","0","ルージュ","0","ミラージュ","2510041","ベージュ","0","0","1"
"アンチクレンジング","0","アンチエイジング","0","アンチドレッシング","2510042","アンチクルージング","0","0","1"
"フラッシュ","0","ワンペア","0","フルハウス","2510043","スリーカード","0","0","1"
"ポン","0","ツモ","0","チー","2510044","ロン","0","0","1"
"6月6日","0","8月8日","0","5月5日","2510046","7月7日","0","0","1"
"B","0","C","0","D","2510047","A","0","0","1"
"舌打ち","0","峰打ち","0","頭打ち","2510048","耳打ち","0","0","1"
"深夜バス","0","タクシー","0","タンカー","2510050","トラック","0","0","1"
"キク","0","ヒマワリ","0","キリ","2510051","タチバナ","0","0","1"
"カロリーの高い順番","0","使っている量の多い順番","0","高価な食材の順番","2510053","味の強い順番","0","0","1"
"プレイヤー","0","フライヤー","0","セットリスト","2510054","ドライヤー","0","0","1"
"ダンスジョグ","0","ディスクジョッキー","0","ドリームジャスティス","2510056","デジタルジョーカー","0","0","1"
"回転","0","暗転","0","バク転","2510057","側転","0","0","1"
"ハズバンド","0","ブラスバンド","0","ブロードバンド","2510058","ビッグバンド","0","0","1"
"銀","0","歩","0","角","2510059","金","0","0","1"
"ロック音","0","ラップ音","0","エンカ音","2510060","ジャズ音","0","0","1"
"保健室","0","プール","0","体育館","2511001","職員室","0","0","1"
"6.5","0","5.5","0","3.5","2511002","4.5","0","0","1"
"シオリ","0","ヒヨリ","0","サレン","2511003","レイ","0","0","1"
"いつでもチエルちゃん","0","おしゃべりチエルちゃん","0","ちぇる～ん☆チエルちゃん","2511004","どこでもチエルちゃん","0","0","1"
"クレジッタ・ビルディング","0","クレジッタ・タワー","0","タワー・オブ・クレジッタ","2511005","リッチモンド・タワー","0","0","1"
"7月7日","0","7月2日","0","6月22日","2520001","6月27日","0","0","1"
"身切り","0","骨切り","0","髪切り","2520002","皮切り","0","0","1"
"まわし","0","にぎり","0","はなし","2520004","さわり","0","0","1"
"自分鉤","0","自在鉤","0","天狗鉤","2520006","自由鉤","0","0","1"
"チェチェ","0","チュチュ","0","チョチョ","2520007","チャチャ","0","0","1"
"ヘビーフィッシング","0","フライフィッシング","0","ヘアーフィッシング","2520009","ライトフィッシング","0","0","1"
"浮き","0","重り","0","針","2520010","糸","0","0","1"
"直語り","0","素語り","0","静語り","2520011","生語り","0","0","1"
"屋点","0","野点","0","支点","2520012","露点","0","0","1"
"グランジ","0","フリンジ","0","ブリッジ","2520013","ステージ","0","0","1"
"セールスランキング","0","セレクトショップ","0","セレモニー","2520015","セパレート","0","0","1"
"オーバーニーソックス","0","プルオーバー","0","スコート","2520016","レギンス","0","0","1"
"オートミール","0","グラノーラ","0","ポリッジ","2520018","コーンフレーク","0","0","1"
"ブリザード","0","ティアード","0","プレイヤード","2520020","ワイアード","0","0","1"
"シズル広告","0","サブリミナル広告","0","テスティモニアル広告","2520022","ティーザー広告","0","0","1"
"8本","0","4本","0","6本","2520023","5本","0","0","1"
"デュオ","0","クインテット","0","カルテット","2520024","トリオ","0","0","1"
"バリトン","0","メゾソプラノ","0","テノール","2520025","メゾアルト","0","0","1"
"タータン","0","アーガイル","0","ギンガム","2520026","マドラス","0","0","1"
"大安","0","先勝","0","仏滅","2520028","先負","0","0","1"
"T","0","R","0","U","2520029","S","0","0","1"
"花札","0","囲碁","0","将棋","2520033","麻雀","0","0","1"
"9月1日","0","8月1日","0","6月1日","2520034","7月1日","0","0","1"
"尻","0","足の裏","0","膝","2520035","まぶた","0","0","1"
"すあま売り","0","ういろう売り","0","ぎゅうひ売り","2520037","ようかん売り","0","0","1"
"フレーム","0","バルーン","0","サークル","2520038","クラウド","0","0","1"
"スペードのキング","0","ハートのキング","0","クラブのキング","2520039","ダイヤのキング","0","0","1"
"ターコイズ","0","アメシスト","0","ラピスラズリ","2520040","ルビー","0","0","1"
"太陰暦","0","太陽暦 ","0","御化暦","2520042","地球暦 ","0","0","1"
"21年目","0","1年目","0","31年目","2520043","11年目","0","0","1"
"細編み","0","メリヤス編み","0","鎖編み","2520044","長編み","0","0","1"
"大三元","0","天和","0","四暗刻","2520045","字一色","0","0","1"
"フルハウス","0","フラッシュ","0","ファイブカード","2520047","ストレート","0","0","1"
"瀞","0","海","0","山","2520048","川","0","0","1"
"カシェ","0","サシェ","0","リシェ","2520049","ラシェ","0","0","1"
"北西","0","北東","0","南西","2520050","南東","0","0","1"
"クルブシネック","0","クルーネック","0","クルクルネック","2520051","クルーザーネック","0","0","1"
"パールカラー","0","アースカラー","0","ドールカラー","2520052","ピーチカラー","0","0","1"
"せっさ","0","かっさ","0","せっぱ","2520054","かっぱ","0","0","1"
"ページオン","0","ロールオン","0","ピースオン","2520055","キープオン","0","0","1"
"サイドカー","0","チョーカー","0","ストーカー","2520056","ウーファー","0","0","1"
"30組","0","26組","0","20組","2520058","24組","0","0","1"
"トリオ","0","カルテット","0","デュオ","2520059","クインテット","0","0","1"
"バロメーター","0","メトロノーム","0","オシロスコープ","2520060","クロノグラフ","0","0","1"
"のむ","0","さす","0","きく","2520061","うつ","0","0","1"
"雲海の魔物肉","0","ゴールデン無限おにぎり","0","至高のドラゴンテイルおでん","2521001","天露の金甘水","0","0","1"
"肉","0","卵","0","蜜","2521002","ご飯","0","0","1"
"だいじょぶマイフレンドくん1号","0","土鍋","0","弓","2521003","キャンプ道具","0","0","1"
"竜の翼","0","龍の卵","0","龍の翼","2521004","竜の卵","0","0","1"
"ホマレにいたずらをする","0","ホマレの部屋で写真を撮る","0","カヤと掃除をする","2521005","龍の卵をカジノ王から盗む","0","0","1"
"ノールックタイピング","0","タッチタイピング","0","スーパータイピング","2530001","シャドータイピング","0","0","1"
"ソルトスポット","0","タイドプール","0","スイートスポット","2530002","ソルトプール","0","0","1"
"キャメルトゥース","0","ハウンドトゥース","0","シャークトゥース","2530003","キャットトゥース","0","0","1"
"カボチャカン","0","ナスカン","0","ニンジンカン","2530004","イモカン","0","0","1"
