a944911da193099a07b77899b7bdd529e249bf78203fb7834b6e74821e0cdf44,680a36c9e757ffd1399ba7a6405c0d4b8f775b1da16ba73d3b951c3276521c0f,203cb43e1619049ead2efb07a91000b2a0d2d4cc95368a7a540c53f28440e9eb,6930305c3b772b3849205f366508df0c47405cd3842a21b9aabd801948310539,d37583f9fc012884a60d9c510196558cbc2ee882d3610105b6065392802977e8,82b72c9def92cfb9c5345cd438195b593b7e955bdf4ae528edce682ae12ba99c,a0cd1d93a06023995f4a8f18877a15ec5314340d4e38c07d3f26f59edf4b4b65,11bb32e49541e556afb946f078b23f78721a0c1b817427677f71c6e37cedba27,179b6552ed5f625fa6f52ee87384a2669974b23e3954531064289409a6a18ce1,8e670a17646be85fd22d4bece5d77ad98199c3a802cc3e1116f029265a0062a3,8788f8b322227f50ed6fff6c5e5578053d1aeeedf7b32637c3d28639a716c51b,7c74da680a13e1bec39624efa38b244e294aa3b97aec2ee999f1ff75d64ebfb6
"160","1","3","0","0","1","0.677","0","0","1009814","100981403","0"
"0","0","4","0","0","4","0","0.7","0","1009814","100981404","1"
"270","2","5","0","0","1","1.677","0","0","1009814","100981405","0"
"0","0","6","0","0","4","0","3.5","0","1009814","100981406","1"
"0","0","7","0","vo_lsv_1402","2","0","0","vo_lsv","1009814","100981407","0"
"270","4","8","0","0","1","1.099","0","0","1009814","100981408","0"
"0","0","9","0","0","4","0","1.13","0","1009814","100981409","1"
"160","5","10","0","0","1","1.234","0","0","1009814","100981410","0"
"0","0","11","0","0","4","0","2.2","0","1009814","100981411","1"
"0","0","12","0","vo_lsv_1403","2","0","0","vo_lsv","1009814","100981412","0"
"180","6","13","0","0","1","1.37","0","0","1009814","100981413","0"
"0","0","14","0","0","4","0","2.5","0","1009814","100981414","1"
"0","0","15","0","vo_lsv_1404","2","0","0","vo_lsv","1009814","100981415","0"
"100","8","16","0","0","1","1","0","0","1009814","100981416","0"
"0","0","17","0","0","4","0","1.3","0","1009814","100981417","1"
"327","9","18","0","0","1","1.661","0","0","1009814","100981418","0"
"0","0","19","0","0","4","0","1.7","0","1009814","100981419","1"
"180","10","20","0","0","1","1.344","0","0","1009814","100981420","0"
"0","0","21","0","0","4","0","2.5","0","1009814","100981421","1"
"0","0","22","0","vo_lsv_1405","2","0","0","vo_lsv","1009814","100981422","0"
"50","12","23","0","0","1","0.82","0","0","1009814","100981423","0"
"0","0","24","0","0","4","0","1.4","0","1009814","100981424","1"
"300","12","25","52","0","1","1.83","0","0","1009814","100981425","0"
"0","0","1","0","0","4","0","0.8","0","1009815","100981501","1"
"0","0","2","0","vo_lsv_1501","2","0","0","vo_lsv","1009815","100981502","0"
"300","1","3","0","0","1","2.384","0","0","1009815","100981503","0"
"0","0","4","0","0","4","0","2.41","0","1009815","100981504","1"
"180","2","5","0","0","1","1","0","0","1009815","100981505","0"
"0","0","6","0","0","4","0","2","0","1009815","100981506","1"
"0","0","7","0","vo_lsv_1502","2","0","0","vo_lsv","1009815","100981507","0"
"300","3","8","0","0","1","1.71","0","0","1009815","100981508","0"
"0","0","9","0","0","4","0","2","0","1009815","100981509","1"
"300","4","10","0","0","1","1.369","0","0","1009815","100981510","0"
"0","0","11","0","0","4","0","1.39","0","1009815","100981511","1"
"327","5","12","0","0","1","2.431","0","0","1009815","100981512","0"
"0","0","13","0","0","4","0","2.432","0","1009815","100981513","1"
"250","6","14","0","0","1","1.164","0","0","1009815","100981514","0"
"0","0","15","0","0","4","0","2.5","0","1009815","100981515","1"
"0","0","16","0","vo_lsv_1503","2","0","0","vo_lsv","1009815","100981516","0"
"327","7","17","0","0","1","3.101","0","0","1009815","100981517","0"
"0","0","18","0","0","4","0","4.5","0","1009815","100981518","1"
"0","0","19","0","vo_lsv_1504","2","0","0","vo_lsv","1009815","100981519","0"
"327","8","20","0","0","1","2.454","0","0","1009815","100981520","0"
"0","0","21","0","0","4","0","2.484","0","1009815","100981521","1"
"150","9","22","0","0","1","0.727","0","0","1009815","100981522","0"
"0","0","23","0","0","4","0","2","0","1009815","100981523","1"
"0","0","24","0","vo_lsv_1505","2","0","0","vo_lsv","1009815","100981524","0"
"300","10","25","0","0","1","1.984","0","0","1009815","100981525","0"
"0","0","26","0","0","4","0","3","0","1009815","100981526","1"
"0","0","27","0","vo_lsv_1506","2","0","0","vo_lsv","1009815","100981527","0"
"327","12","28","0","0","1","2.1","0","0","1009815","100981528","0"
