059668743e96d9a2f2f8bf3bd5e88a676efaf09e342856c31d7a6b053aee6ea2,68a99d9ce1afbe3b560902e8c185994fe0ce24902fd13a9db1b44cc64c5f3e1c,5a4d9917ea4a61432c512f9ac4bee284117530f7d0cda0ff3941f989f39737e1,cef7088bf15bf71cc956a1e8870bf4f1a9cfe31f3db19d9708d7c0d1509b85de,1685d509c9cd1f38485355efb2ae79558aba6d07f7bd3974f22c95ef3b4feb40,5fe5e1904171406b682c3c8b2af19747324720a8925476b1f7b2cbbd3160db27,df2010c64289431291e151969e34fe849a653e172dfb0c20668851cd5c67dedd,c5dcd35858ffbecbf158a38085d2008e44aeb352a62201ed7bb0a3c040725fa2,36534ff7bf65dc799465344bc9611563cd50cc9431e10d02e73f53c7ebe54c9d,f8c631707981bdc7969c6c541dcbd509819611fc44c58be5390137ca83661f38,f4676972697edffa67bd75482128101516858d84e5783a9308c2c65ce32dbd8b
"30","","","","32","10402","1","","","1104020050",""
"0.2","","","","93","10402","0","","","1104020051",""
"1","1","0","","6","10402","1","0","0","1104020052","1"
"2","1","0","","6","10402","1","0","0","1104020053","1"
"3","1","0","","6","10402","1","0","0","1104020054","1"
"4","1","0","","6","10402","1","0","0","1104020055","1"
"0","","","","32","10402","0","","","1104020056",""
"1","","","","32","10402","0","","","1104020057",""
"2","","","","32","10402","0","","","1104020058",""
"3","","","","32","10402","0","","","1104020059",""
"5","","","","32","10402","0","","","1104020060",""
"6","","","","32","10402","0","","","1104020061",""
"10","","","","32","10402","0","","","1104020062",""
"20","","","","32","10402","0","","","1104020063",""
"50","","","","32","10402","0","","","1104020064",""
"0.3","","","","93","10402","0","","","1104020065",""
"1","0","0","empty","5","20101","1","0","1","1201010001","18"
"2","0","0","empty","5","20101","2","0","1","1201010002","20"
"3","0","0","empty","5","20101","3","0","1","1201010003","26"
"21","0","0","empty","5","20101","21","0","1","1201010004","21"
"22","0","0","empty","5","20101","22","0","1","1201010005","20"
"23","0","0","empty","5","20101","23","0","1","1201010006","19"
"201000","0","0","empty","5","20101","201000","0","1","1201010007","25"
"900001","0","","","31","20101","900001","1","0","1201010008","0"
"201000","0","","","31","20101","201000","1","0","1201010009","0"
"201000","0","","","35","20101","0","","","1201010010",""
"201001","0","","","31","20101","201001","1","0","1201010011","0"
"201002","0","","","31","20101","201002","1","0","1201010012","0"
"1","0","","","31","20101","15","1","0","1201010013","0"
"2","0","","","31","20101","16","1","0","1201010014","0"
"3","0","","","31","20101","17","1","0","1201010015","0"
"0","","","","91","20101","","","","1201010016",""
"900001","","","","32","20101","1","","","1201010017",""
"0.7","","","","93","20101","0","","","1201010018",""
"201000","","","","32","20101","1","","0","1201010019","0"
"15","","","","32","20101","1","","0","1201010020","0"
"0.3","","","","93","20101","0","","","1201010021",""
"se_caravan","","","","23","20101","se_caravan_party_drama_one","","","1201010022","0"
"1","","","","3","20101","party","","0","1201010023","0"
"2","","","","3","20101","party","","0","1201010024","0"
"3","","","","3","20101","party","","0","1201010025","0"
"21","","","","3","20101","party","","0","1201010026","0"
"22","","","","3","20101","party","","0","1201010027","0"
"23","","","","3","20101","party","","0","1201010028","0"
"201000","","","","3","20101","party","","0","1201010029","0"
"201000","","","","35","20101","1","","","1201010030",""
"0.4","","","","93","20101","0","","","1201010031",""
"vo_caravan","","","","21","20101","vo_caravan_party_001","","","1201010032","0"
"0.55","","","","93","20101","0","","","1201010033",""
"se_caravan","","","","23","20101","se_caravan_party_drama_two","","","1201010034","0"
"1.1","","","","93","20101","0","","","1201010035",""
"se_caravan","","","","23","20101","se_caravan_party_drama_three","","","1201010036","0"
"vo_caravan","","","","21","20101","vo_caravan_party_002","","","1201010037","0"
"0.45","","","","93","20101","0","","","1201010038",""
"201001","","","","32","20101","1","","","1201010039",""
"1.5","","","","93","20101","0","","","1201010040",""
"1201010045","","","","101","20101","1","","","1201010041",""
"se_caravan_party_drama_one","","","","24","20101","0.5","","","1201010042",""
"se_caravan_party_drama_two","","","","24","20101","0.5","","","1201010043",""
"se_caravan_party_drama_three","","","","24","20101","0.5","","","1201010044",""
"201002","","","","35","20101","1","","","1201010045",""
"201002","","","","32","20101","1","","","1201010046",""
"900001","","","","35","20101","1","","","1201010047",""
"16","","","","32","20101","1","","","1201010048",""
"0.4","","","","93","20101","0","","","1201010049",""
"","","","","92","20101","","","","1201010050",""
"17","","","","35","20101","1","","","1201010051",""
"17","","","","32","20101","1","","","1201010052",""
"0.2","","","","93","20101","0","","","1201010053",""
"1","0","0","","6","20101","0","0","0.01","1201010054","0"
"2","0","0","","6","20101","0","0","0.01","1201010055","0"
"3","0","0","","6","20101","0","0","0.01","1201010056","0"
"21","0","0","","6","20101","0","0","0.01","1201010057","0"
"22","0","0","","6","20101","0","0","0.01","1201010058","0"
"23","0","0","","6","20101","0","0","0.01","1201010059","0"
"201000","0","0","","6","20101","0","0","0.01","1201010060","0"
"201002","","","","32","20101","0","","","1201010061",""
"15","","","","32","20101","0","","","1201010062",""
"201001","","","","32","20101","0","","","1201010063",""
"16","","","","32","20101","0","","","1201010064",""
"201000","","","","32","20101","0","","","1201010065",""
"0.3","","","","93","20101","0","","","1201010066",""
"1","-754","0","empty","1","20201","105811","-255","1","1202010001","57"
"202000","-126","0","empty","5","20201","202000","-255","1","1202010002","58"
"100","-1000","1","idle","5","20201","100","-210","0.43","1202010003","56"
"110","-1000","1","idle","5","20201","110","-210","0.43","1202010004","55"
"1000","283","0","empty","5","20201","1000","-183","0.55","1202010005","52"
"1001","450","0","empty","5","20201","1001","-239","0.55","1202010006","53"
"202000","0","","","31","20201","0","1","0","1202010007","0"
"202004","0","","","31","20201","202004","1","0","1202010008","0"
"900001","0","","","31","20201","1","1","0","1202010009","0"
"3","0","","","31","20201","3","1","0","1202010010","0"
"3","","","","35","20201","0","","","1202010011",""
"3","","","","32","20201","1","","","1202010012",""
"6","0","","","31","20201","4","1","0","1202010013","0"
"202006","0","","","31","20201","202006","1","0","1202010014","0"
"202001","0","","","31","20201","202001","1","0","1202010015","0"
"202002","167","","","31","20201","2020021","1","0","1202010016","203"
"202002","81","","","31","20201","2020022","1","0","1202010017","370"
"202003","-25","","","31","20201","202003","1","0","1202010018","-186"
"900004","-210","","","31","20201","6","1","0","1202010019","-372"
"202005","-215","","","31","20201","202005","1","0","1202010020","340"
"0","","","","91","20201","0","","","1202010021",""
"1","","","","32","20201","1","","","1202010022",""
"0.7","","","","93","20201","0","","","1202010023",""
"0","","","","32","20201","1","","","1202010024",""
"202004","","","","32","20201","1","","","1202010025",""
"1000","","","","3","20201","idle","","0","1202010026","1"
"1001","","","","3","20201","idle","","0","1202010027","1"
"se_caravan","","","","23","20201","se_caravan_chikamiti_drama_first","","","1202010028","0"
"100","idle","0","","3","20201","run_stop_short","1","0","1202010029","0"
"110","idle","0","","3","20201","run_stop_short","1","0","1202010030","0"
"100","1.5","","","2","20201","-372","","","1202010031","-210"
"110","1.5","","","2","20201","-372","","","1202010032","-210"
"105811","","","","3","20201","shortcut_run","","0","1202010033","1"
"105811","1.5","","","2","20201","-126","","","1202010034","-255"
"0.2","","","","93","20201","0","","","1202010035",""
"vo_caravan","","","","21","20201","vo_caravan_chikamichi_001","","","1202010036","0"
"1000","idle","0.1","","3","20201","awake","1","0.2","1202010037","0"
"1001","idle","0.1","","3","20201","awake","1","0.2","1202010038","0"
"0.5","","","","93","20201","0","","","1202010039",""
"202001","","","","32","20201","1","","","1202010040",""
"2020021","","","","32","20201","1","","","1202010041",""
"2020022","","","","32","20201","1","","","1202010042",""
"0.8","","","","93","20201","0","","","1202010043",""
"105811","shortcut_surprise_loop","","","3","20201","shortcut_surprise_in","1","0.2","1202010044","0"
"1","","","","93","20201","0","","","1202010045",""
"3","","","","32","20201","0","","","1202010046",""
"1202010065","","","","101","20201","","","","1202010047",""
"1202010049","","","","101","20201","","","","1202010048",""
"3","","","","35","20201","1","","","1202010049",""
"0.2","","","","93","20201","0","","","1202010050",""
"202001","","","","32","20201","0","","","1202010051",""
"2020021","","","","32","20201","0","","","1202010052",""
"2020022","","","","32","20201","0","","","1202010053",""
"se_caravan_chikamiti_drama_first","","","","24","20201","0.5","","","1202010054",""
"100","","","","3","20201","idle","","","1202010055","1"
"110","","","","3","20201","idle","","","1202010056","1"
"100","0","","","2","20201","-372","","","1202010057","-210"
"110","0","","","2","20201","-372","","","1202010058","-210"
"105811","","","","3","20201","shortcut_surprise_loop","","0.2","1202010059","1"
"105811","0","","","2","20201","-126","","","1202010060","-255"
"1000","","","","3","20201","idle","","0.2","1202010061","1"
"1001","","","","3","20201","idle","","0.2","1202010062","1"
"2020021","","","","32","20201","0","","","1202010063",""
"2020022","","","","32","20201","0","","","1202010064",""
"202006","","","","32","20201","1","","","1202010065",""
"100","","","","93","20201","0","","","1202010066",""
"1202010066","","","","101","20201","","","","1202010067",""
"1202010069","","","","101","20201","","","","1202010068",""
"202006","","","","32","20201","0","","","1202010069",""
"2020021","","","","32","20201","0","","","1202010070",""
"2020022","","","","32","20201","0","","","1202010071",""
"0.2","","","","93","20201","0","","","1202010072",""
"vo_caravan","","","","21","20201","vo_caravan_chikamichi_002","","","1202010073","0"
"se_caravan","","","","23","20201","se_caravan_chikamiti_drama_second_one","","","1202010074","0"
"105811","shortcut_throw_loop","0.2","","3","20201","shortcut_throw","1","0.1","1202010075","0"
"202000","","","","3","20201","shortcut_throw","","","1202010076","0"
"1.2","","","","93","20201","0","","","1202010077",""
"se_caravan","","","","23","20201","se_caravan_chikamiti_drama_second_two","","","1202010078","0"
"1000","idle","0.1","","3","20201","joy","1","0.1","1202010079","0"
"1001","idle","0.1","","3","20201","joy","1","0.1","1202010080","0"
"202005","","","","32","20201","1","","","1202010081",""
"0.5","","","","93","20201","0","","","1202010082",""
"105811","shortcut_relief_loop","0.1","","3","20201","shortcut_relief","1","0.1","1202010083","0"
"1.4","","","","93","20201","0","","","1202010084",""
"1000","move_pass_loop","0.1","","3","20201","move_pass","1","0.1","1202010085","0"
"1001","move_pass_loop","0.1","","3","20201","move_pass","1","0.1","1202010086","0"
"0.1","","","","93","20201","0","","","1202010087",""
"se_caravan","","","","23","20201","se_caravan_chikamiti_drama_second_three","","","1202010088","0"
"0.3","","","","93","20201","0","","","1202010089",""
"105811","","","","3","20201","shortcut_run","","0.2","1202010090","1"
"105811","3.4","","","2","20201","1746","0","","1202010091","-255"
"202003","","","","32","20201","1","","","1202010092",""
"202003","3.4","","","33","20201","1686","0","","1202010093","-25"
"100","","","","3","20201","run","","0.2","1202010094","1"
"110","","","","3","20201","run","","0.2","1202010095","1"
"6","","","","32","20201","1","","","1202010096",""
"100","3.4","","","2","20201","1500","0","","1202010097","-210"
"110","3.4","","","2","20201","1500","0","","1202010098","-210"
"6","3.4","","","33","20201","1500","0","","1202010099","-210"
"0.6","","","","93","20201","0","","","1202010100",""
"1202010102","","","","101","20201","","","","1202010101",""
"4","","","","32","20201","1","","","1202010102",""
"0.7","","","","93","20201","0","","","1202010103",""
"100","1","0","","6","20201","1","0","0","1202010104","1"
"110","1","0","","6","20201","1","0","0","1202010105","1"
"0","","","","32","20201","0","","","1202010106",""
"202004","","","","32","20201","0","","","1202010107",""
"6","","","","32","20201","0","","","1202010108",""
"202001","","","","32","20201","0","","","1202010109",""
"2020021","","","","32","20201","0","","","1202010110",""
"2020022","","","","32","20201","0","","","1202010111",""
"202006","","","","32","20201","0","","","1202010112",""
"2020021","","","","32","20201","0","","","1202010113",""
"2020022","","","","32","20201","0","","","1202010114",""
"202003","","","","32","20201","0","","","1202010115",""
"202005","","","","32","20201","0","","","1202010116",""
"105811","1","0","","6","20201","1","0","0","1202010117","1"
"202000","1","0","","6","20201","1","0","0","1202010118","1"
"1000","1","0","","6","20201","1","0","0","1202010119","1"
"1001","1","0","","6","20201","1","0","0","1202010120","1"
"se_caravan_chikamiti_drama_second_one","","","","24","20201","0.5","","","1202010121",""
"se_caravan_chikamiti_drama_second_two","","","","24","20201","0.5","","","1202010122",""
"se_caravan_chikamiti_drama_second_three","","","","24","20201","0.5","","","1202010123",""
"1","","","","93","20201","0","","","1202010124",""
"1","-126","0","empty","1","20202","105811","-255","1","1202020001","57"
"202000","-126","0","empty","5","20202","202000","-255","1","1202020002","58"
"100","-1085","1","idle","5","20202","100","-210","0.43","1202020003","56"
"110","-1085","1","idle","5","20202","110","-210","0.43","1202020004","55"
"1000","283","0","empty","5","20202","1000","-183","0.55","1202020005","52"
"1001","450","0","empty","5","20202","1001","-239","0.55","1202020006","53"
"202000","0","","","31","20202","0","1","0","1202020007","0"
"202004","0","","","31","20202","202004","1","0","1202020008","0"
"3","0","","","31","20202","3","1","0","1202020009","0"
"6","0","","","31","20202","4","1","0","1202020010","0"
"202003","-25","","","31","20202","202003","1","0","1202020011","-186"
"900004","-210","","","31","20202","6","1","0","1202020012","-372"
"202005","-215","","","31","20202","202005","1","0","1202020013","340"
"0","","","","91","20202","0","","","1202020014",""
"3","","","","32","20202","1","","","1202020015",""
"0.2","","","","93","20202","0","","","1202020016",""
"0","","","","32","20202","1","","","1202020017",""
"202004","","","","32","20202","1","","","1202020018",""
"100","","","","3","20202","idle","","","1202020019","1"
"110","","","","3","20202","idle","","","1202020020","1"
"100","0","","","2","20202","-372","","","1202020021","-210"
"110","0","","","2","20202","-372","","","1202020022","-210"
"105811","","","","3","20202","shortcut_surprise_loop","","","1202020023","1"
"105811","0","","","2","20202","-126","","","1202020024","-255"
"1000","","","","3","20202","idle","","0.2","1202020025","1"
"1001","","","","3","20202","idle","","0.2","1202020026","1"
"0.2","","","","93","20202","0","","","1202020027",""
"vo_caravan","","","","21","20202","vo_caravan_chikamichi_002","","","1202020028","0"
"se_caravan","","","","23","20202","se_caravan_chikamiti_drama_second_one","","","1202020029","0"
"105811","shortcut_throw_loop","0.2","","3","20202","shortcut_throw","1","0.1","1202020030","0"
"202000","","","","3","20202","shortcut_throw","","","1202020031","0"
"1.2","","","","93","20202","0","","","1202020032",""
"se_caravan","","","","23","20202","se_caravan_chikamiti_drama_second_two","","","1202020033","0"
"1000","idle","0.1","","3","20202","joy","1","0.1","1202020034","0"
"1001","idle","0.1","","3","20202","joy","1","0.1","1202020035","0"
"202005","","","","32","20202","1","","","1202020036",""
"0.5","","","","93","20202","0","","","1202020037",""
"105811","shortcut_relief_loop","0.1","","3","20202","shortcut_relief","1","0.1","1202020038","0"
"1.4","","","","93","20202","0","","","1202020039",""
"1000","move_pass_loop","0.1","","3","20202","move_pass","1","0.1","1202020040","0"
"1001","move_pass_loop","0.1","","3","20202","move_pass","1","0.1","1202020041","0"
"0.1","","","","93","20202","0","","","1202020042",""
"se_caravan","","","","23","20202","se_caravan_chikamiti_drama_second_three","","","1202020043","0"
"0.3","","","","93","20202","0","","","1202020044",""
"105811","","","","3","20202","shortcut_run","","0.2","1202020045","1"
"105811","3.4","","","2","20202","1746","0","","1202020046","-255"
"202003","","","","32","20202","1","","","1202020047",""
"202003","3.4","","","33","20202","1686","0","","1202020048","-25"
"100","","","","3","20202","run","","0.2","1202020049","1"
"110","","","","3","20202","run","","0.2","1202020050","1"
"6","","","","32","20202","1","","","1202020051",""
"100","3.4","","","2","20202","1500","0","","1202020052","-210"
"110","3.4","","","2","20202","1500","0","","1202020053","-210"
"6","3.4","","","33","20202","1500","0","","1202020054","-210"
"0.6","","","","93","20202","0","","","1202020055",""
"1202020057","","","","101","20202","","","","1202020056",""
"4","","","","32","20202","1","","","1202020057",""
"0.7","","","","93","20202","0","","","1202020058",""
"100","1","0","","6","20202","1","0","0","1202020059","1"
"110","1","0","","6","20202","1","0","0","1202020060","1"
"0","","","","32","20202","0","","","1202020061",""
"202004","","","","32","20202","0","","","1202020062",""
"6","","","","32","20202","0","","","1202020063",""
"202003","","","","32","20202","0","","","1202020064",""
"202005","","","","32","20202","0","","","1202020065",""
"105811","1","0","","6","20202","1","0","0","1202020066","1"
"202000","1","0","","6","20202","1","0","0","1202020067","1"
"1000","1","0","","6","20202","1","0","0","1202020068","1"
"1001","1","0","","6","20202","1","0","0","1202020069","1"
"se_caravan_chikamiti_drama_second_one","","","","24","20202","0.5","","","1202020070",""
"se_caravan_chikamiti_drama_second_two","","","","24","20202","0.5","","","1202020071",""
"se_caravan_chikamiti_drama_second_three","","","","24","20202","0.5","","","1202020072",""
"1","","","","93","20202","0","","","1202020073",""
"1","0","0","empty","1","90001","105811","-34","1","1900010001","62"
"1","0","0","empty","1","90001","105911","-34","1","1900010002","66"
"1","0","0","empty","1","90001","106011","-34","1","1900010003","64"
"1","0","0","empty","1","90001","118511","-34","1","1900010004","52"
"100","-1085","1","idle","5","90001","100","-266","0.4","1900010005","58"
"110","-1085","1","idle","5","90001","110","-266","0.4","1900010006","56"
"900000","0","","","31","90001","0","1","0","1900010007","0"
"900001","0","","","31","90001","1","1","0","1900010008","0"
"900003","0","","","31","90001","3","1","0","1900010009","0"
"900004","-266","","","31","90001","4","1","0","1900010010","-1085"
"900005","0","","","31","90001","5","1","0","1900010011","0"
"900009","-34","","","31","90001","9","1","0","1900010012","0"
"0","","","","91","90001","0","","","1900010013",""
"1","","","","32","90001","1","","","1900010014",""
"0.7","","","","93","90001","0","","","1900010015",""
"0","","","","32","90001","1","","","1900010016",""
"9","","","","32","90001","1","","","1900010017",""
"118511","","","","3","90001","checkpoint_karin_idle","","0","1900010018","1"
"1","0","1","","29","90001","0","10","0","1900010019","0.5"
"se_caravan","","","","23","90001","se_caravan_goal_amb","","","1900010020","0"
"0.9","","","","93","90001","0","","","1900010021",""
"se_caravan","","","","23","90001","se_caravan_goal_onigiri","","","1900010022","0"
"0.5","","","","93","90001","0","","","1900010023",""
"100","idle","0","","3","90001","run_checkpoint","1","0","1900010024","0"
"110","idle","0","","3","90001","run_checkpoint","1","0","1900010025","0"
"4","","","","32","90001","1","","","1900010026",""
"100","2.5","","","2","90001","67","11","","1900010027","-276"
"110","2.5","","","2","90001","67","11","","1900010028","-276"
"4","2.5","","","33","90001","67","11","","1900010029","-276"
"2","","","","93","90001","0","","","1900010030",""
"se_caravan","","","","23","90001","se_caravan_goal_chara_appear","","","1900010031","0"
"105811","checkpoint_peko_loop","0","","3","90001","checkpoint_peko_in","1","0","1900010032","0"
"105911","checkpoint_kokkoro_loop","0","","3","90001","checkpoint_kokkoro_in","1","0","1900010033","0"
"106011","checkpoint_kyaru_loop","0","","3","90001","checkpoint_kyaru_in","1","0","1900010034","0"
"6","","","","140","90001","0","","","1900010035","0"
"1.6","","","","93","90001","0","","","1900010036",""
"5","","","","32","90001","1","","","1900010037",""
"118511","","","","3","90001","checkpoint_karin_clap","","0.2","1900010038","1"
"3","","","","93","90001","0","","","1900010039",""
"0","","","","29","90001","0","","","1900010040","0.5"
"1","","","","113","90001","","","","1900010041",""
"0.3","","","","93","90001","0","","","1900010042",""
"3","","","","32","90001","1","","","1900010043",""
"0.2","","","","93","90001","0","","","1900010044",""
"100","1","0","","6","90001","1","0","0","1900010045","1"
"110","1","0","","6","90001","1","0","0","1900010046","1"
"0","","","","32","90001","0","","","1900010047",""
"5","","","","32","90001","0","","","1900010048",""
"9","","","","32","90001","0","","","1900010049",""
"105811","1","0","","6","90001","1","0","0","1900010050","1"
"105911","1","0","","6","90001","1","0","0","1900010051","1"
"106011","1","0","","6","90001","1","0","0","1900010052","1"
"118511","1","0","","6","90001","1","0","0","1900010053","1"
"0.1","","","","93","90001","0","","","1900010054",""
"1","0","0","empty","1","90002","105811","-34","1","1900020001","62"
"1","0","0","empty","1","90002","105911","-34","1","1900020002","66"
"1","0","0","empty","1","90002","106011","-34","1","1900020003","64"
"1","0","0","empty","1","90002","118511","-34","1","1900020004","52"
"900000","0","0","empty","5","90002","900","-34","1","1900020005","54"
"100","-1085","1","idle","5","90002","100","-266","0.4","1900020006","58"
"110","-1085","1","idle","5","90002","110","-266","0.4","1900020007","56"
"900000","0","","","31","90002","0","1","0","1900020008","0"
"900001","0","","","31","90002","1","1","0","1900020009","0"
"900002","0","","","31","90002","2","1","0","1900020010","0"
"900003","0","","","31","90002","3","1","0","1900020011","0"
"900004","-266","","","31","90002","4","1","0","1900020012","-1085"
"900005","0","","","31","90002","5","1","0","1900020013","0"
"900006","0","","","31","90002","6","1","0","1900020014","0"
"900008","0","","","31","90002","8","1","0","1900020015","0"
"900009","-34","","","31","90002","9","1","0","1900020016","0"
"0","","","","91","90002","0","","","1900020017",""
"1","","","","32","90002","1","","","1900020018",""
"0.7","","","","93","90002","0","","","1900020019",""
"0","","","","32","90002","1","","","1900020020",""
"9","","","","32","90002","1","","","1900020021",""
"118511","","","","3","90002","checkpoint_karin_idle","","0","1900020022","1"
"1","0","1","","29","90002","0","10","0","1900020023","0.5"
"se_caravan","","","","23","90002","se_caravan_goal_amb","","","1900020024","0"
"0.9","","","","93","90002","0","","","1900020025",""
"se_caravan","","","","23","90002","se_caravan_goal_onigiri","","","1900020026","0"
"0.5","","","","93","90002","0","","","1900020027",""
"100","idle","0","","3","90002","run_checkpoint","1","0","1900020028","0"
"110","idle","0","","3","90002","run_checkpoint","1","0","1900020029","0"
"4","","","","32","90002","1","","","1900020030",""
"100","2.5","","","2","90002","67","11","","1900020031","-266"
"110","2.5","","","2","90002","67","11","","1900020032","-266"
"4","2.5","","","33","90002","67","11","","1900020033","-266"
"2","","","","93","90002","0","","","1900020034",""
"se_caravan","","","","23","90002","se_caravan_goal_chara_appear","","","1900020035","0"
"105811","checkpoint_peko_loop","0","","3","90002","checkpoint_peko_in","1","0","1900020036","0"
"105911","checkpoint_kokkoro_loop","0","","3","90002","checkpoint_kokkoro_in","1","0","1900020037","0"
"106011","checkpoint_kyaru_loop","0","","3","90002","checkpoint_kyaru_in","1","0","1900020038","0"
"6","","","","140","90002","0","","","1900020039","0"
"1.6","","","","93","90002","0","","","1900020040",""
"5","","","","32","90002","1","","","1900020041",""
"118511","","","","3","90002","checkpoint_karin_clap","","0.2","1900020042","1"
"3","","","","93","90002","0","","","1900020043",""
"0","","","","29","90002","0","","","1900020044","0.5"
"1","","","","113","90002","","","","1900020045",""
"0.3","","","","93","90002","0","","","1900020046",""
"2","","","","32","90002","1","","","1900020047",""
"0.4","","","","93","90002","0","","","1900020048",""
"100","1","0","","6","90002","1","0","0","1900020049","1"
"110","1","0","","6","90002","1","0","0","1900020050","1"
"5","","","","32","90002","0","","","1900020051",""
"9","","","","32","90002","0","","","1900020052",""
"0","0","","","33","90002","0","0","","1900020053","-3000"
"105811","","","","3","90002","treasure_peko","","0","1900020054","1"
"105911","","","","3","90002","treasure_kokkoro","","0","1900020055","1"
"106011","","","","3","90002","treasure_kyaru","","0","1900020056","1"
"118511","","","","3","90002","treasure_karin_normal","","0","1900020057","0"
"900","","","","3","90002","treasure_karin_normal","","0","1900020058","0"
"6","","","","32","90002","1","","","1900020059",""
"8","","","","32","90002","1","","","1900020060",""
"0.4","","","","93","90002","0","","","1900020061",""
"7","","","","140","90002","0","","","1900020062","0"
"3.9","","","","93","90002","0","","","1900020063",""
"2","1","0","","113","90002","","0","0.1","1900020064","1"
"0.2","","","","93","90002","0","","","1900020065",""
"3","","","","32","90002","1","","","1900020066",""
"0.2","","","","93","90002","0","","","1900020067",""
"0","","","","32","90002","0","","","1900020068",""
"6","","","","32","90002","0","","","1900020069",""
"8","","","","32","90002","0","","","1900020070",""
"105811","1","0","","6","90002","1","0","0","1900020071","1"
"105911","1","0","","6","90002","1","0","0","1900020072","1"
"106011","1","0","","6","90002","1","0","0","1900020073","1"
"118511","1","0","","6","90002","1","0","0","1900020074","1"
"900","1","0","","6","90002","1","0","0","1900020075","1"
"0.1","","","","93","90002","0","","","1900020076",""
"1","0","0","empty","1","90003","105811","-34","1","1900030001","62"
"1","0","0","empty","1","90003","105911","-34","1","1900030002","66"
"1","0","0","empty","1","90003","106011","-34","1","1900030003","64"
"1","0","0","empty","1","90003","118511","-34","1","1900030004","52"
"900000","0","0","empty","5","90003","900","-34","1","1900030005","54"
"100","-1085","1","idle","5","90003","100","-266","0.4","1900030006","58"
"110","-1085","1","idle","5","90003","110","-266","0.4","1900030007","56"
"900000","0","","","31","90003","0","1","0","1900030008","0"
"900001","0","","","31","90003","1","1","0","1900030009","0"
"900002","0","","","31","90003","2","1","0","1900030010","0"
"900003","0","","","31","90003","3","1","0","1900030011","0"
"900004","-266","","","31","90003","4","1","0","1900030012","-1085"
"900005","0","","","31","90003","5","1","0","1900030013","0"
"900007","0","","","31","90003","6","1","0","1900030014","0"
"900008","0","","","31","90003","8","1","0","1900030015","0"
"900009","-34","","","31","90003","9","1","0","1900030016","0"
"0","","","","91","90003","0","","","1900030017",""
"1","","","","32","90003","1","","","1900030018",""
"0.7","","","","93","90003","0","","","1900030019",""
"0","","","","32","90003","1","","","1900030020",""
"9","","","","32","90003","1","","","1900030021",""
"118511","","","","3","90003","checkpoint_karin_idle","","0","1900030022","1"
"1","0","1","","29","90003","0","10","0","1900030023","0.5"
"se_caravan","","","","23","90003","se_caravan_goal_amb","","","1900030024","0"
"0.9","","","","93","90003","0","","","1900030025",""
"se_caravan","","","","23","90003","se_caravan_goal_onigiri","","","1900030026","0"
"0.5","","","","93","90003","0","","","1900030027",""
"100","idle","0","","3","90003","run_checkpoint","1","0","1900030028","0"
"110","idle","0","","3","90003","run_checkpoint","1","0","1900030029","0"
"4","","","","32","90003","1","","","1900030030",""
"100","2.5","","","2","90003","67","11","","1900030031","-266"
"110","2.5","","","2","90003","67","11","","1900030032","-266"
"4","2.5","","","33","90003","67","11","","1900030033","-266"
"2","","","","93","90003","0","","","1900030034",""
"se_caravan","","","","23","90003","se_caravan_goal_chara_appear","","","1900030035","0"
"105811","checkpoint_peko_loop","0","","3","90003","checkpoint_peko_in","1","0","1900030036","0"
"105911","checkpoint_kokkoro_loop","0","","3","90003","checkpoint_kokkoro_in","1","0","1900030037","0"
"106011","checkpoint_kyaru_loop","0","","3","90003","checkpoint_kyaru_in","1","0","1900030038","0"
"6","","","","140","90003","0","","","1900030039","0"
"1.6","","","","93","90003","0","","","1900030040",""
"5","","","","32","90003","1","","","1900030041",""
"118511","","","","3","90003","checkpoint_karin_clap","","0.2","1900030042","1"
"3","","","","93","90003","0","","","1900030043",""
"0","","","","29","90003","0","","","1900030044","0.5"
"1","","","","113","90003","","","","1900030045",""
"0.3","","","","93","90003","0","","","1900030046",""
"2","","","","32","90003","1","","","1900030047",""
"0.4","","","","93","90003","0","","","1900030048",""
"100","1","0","","6","90003","1","0","0","1900030049","1"
"110","1","0","","6","90003","1","0","0","1900030050","1"
"5","","","","32","90003","0","","","1900030051",""
"9","","","","32","90003","0","","","1900030052",""
"0","0","","","33","90003","0","0","","1900030053","-3000"
"105811","","","","3","90003","treasure_peko","","0","1900030054","1"
"105911","","","","3","90003","treasure_kokkoro","","0","1900030055","1"
"106011","","","","3","90003","treasure_kyaru","","0","1900030056","1"
"118511","","","","3","90003","treasure_karin_rare","","0","1900030057","0"
"900","","","","3","90003","treasure_karin_rare","","0","1900030058","0"
"6","","","","32","90003","1","","","1900030059",""
"8","","","","32","90003","1","","","1900030060",""
"0.4","","","","93","90003","0","","","1900030061",""
"7","","","","140","90003","0","","","1900030062","0"
"2.2","","","","93","90003","0","","","1900030063",""
"vo_caravan","0","","","21","90003","vo_caravan_118501_appraise_001","","","1900030064","0"
"2.7","","","","93","90003","0","","","1900030065",""
"2","1","0","","113","90003","","0","0.1","1900030066","1"
"0.2","","","","93","90003","0","","","1900030067",""
"3","","","","32","90003","1","","","1900030068",""
"0.2","","","","93","90003","0","","","1900030069",""
"0","","","","32","90003","0","","","1900030070",""
"6","","","","32","90003","0","","","1900030071",""
"8","","","","32","90003","0","","","1900030072",""
"105811","1","0","","6","90003","1","0","0","1900030073","1"
"105911","1","0","","6","90003","1","0","0","1900030074","1"
