a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"","","20212","","","91","","0","","","1202120006"
"travel_topdrama_r_2000_idle_sad","","20212","","","3","","101411","1","0.2","1202120007"
"travel_topdrama_r_2000_talk_cool_in_normal2","","20212","0","1","3","travel_topdrama_r_2000_talk_cool_loop_normal2","104311","0","0.2","1202120008"
"vo_travel_talk_20021_01","","20212","","","21","0","vo_travel_talk","0","","1202120009"
"あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","0","20212","0","1","11","1","104311","10","0","1202120010"
"","","20212","","","91","","0","","","1202120011"
"travel_topdrama_r_2000_eat_in","","20212","0","1","3","travel_topdrama_r_2000_eat_idle","104311","0","0.2","1202120012"
"travel_topdrama_r_2000_eat_in","","20212","0","1","3","travel_topdrama_r_2000_eat_idle","3","0","0.2","1202120013"
"travel_topdrama_r_2000_eat_in","","20212","","","3","","101411","0","0.2","1202120014"
"travel_topdrama_r_2000_eat_in","","20212","","","3","","4","0","0.2","1202120015"
"","","20212","","","91","","0","","","1202120016"
"travel_topdrama_r_2000_eat_talk","","20212","","","3","","101411","1","0","1202120017"
"travel_topdrama_r_2000_eat_talk","","20212","","","3","","4","1","0","1202120018"
"vo_travel_talk_20021_02","","20212","","","21","0","vo_travel_talk","0","","1202120019"
"あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","0","20212","0","1","11","1","101411","10","0","1202120020"
"","","20212","","","91","","0","","","1202120021"
"travel_topdrama_r_2000_eat_idle","","20212","","","3","","101411","1","0.2","1202120022"
"travel_topdrama_r_2000_eat_idle","","20212","","","3","","4","1","0.2","1202120023"
"","","20212","","","112","","","","","1202120024"
"","","20212","","","91","","0","","","1202120025"
"102111","travel_topdrama_r_2000_idle_smile","20221","1","-68","1","42","1","101","0.8","1202210001"
"102311","travel_topdrama_r_2000_idle_smile_normal","20221","0","-68","1","-42","1","102","0.8","1202210002"
"3","travel_topdrama_r_2022_pukici","20221","0","-68","5","-100","3","103","0.8","1202210003"
"0","mana","20221","0","-75","5","0","0","110","1","1202210004"
"","","20221","","","91","","0","","","1202210005"
"0","","20221","","","93","","10","","","1202210006"
"","","20221","","","101","","1202210006","","","1202210007"
"none","","20221","","","3","","0","0","0","1202210008"
"","","20221","","","91","","0","","","1202210009"
"103","","20222","","","13","","102111","","","1202220001"
"104","","20222","","","13","","102311","","","1202220002"
"105","","20222","","","13","","3","","","1202220003"
"travel_topdrama_r_2000_talk_sad_in_dere","","20222","","1","3","travel_topdrama_r_2000_talk_sad_loop_dere","102111","0","0.2","1202220004"
"vo_travel_talk_20022_00","","20222","","","21","0","vo_travel_talk","0","","1202220005"
"今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","0","20222","0","1","11","1","102111","10","0","1202220006"
"","","20222","","","91","","0","","","1202220007"
"travel_topdrama_r_2000_idle_sad_joy","","20222","","","3","","102111","1","0.2","1202220008"
"travel_topdrama_r_2000_talk_kyapi_in","","20222","0.2","1","3","travel_topdrama_r_2000_talk_kyapi_loop","102311","0","0.2","1202220009"
"vo_travel_talk_20022_01","","20222","","","21","0","vo_travel_talk","0","","1202220010"
"私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","0","20222","0","1","11","1","102311","10","0","1202220011"
"","","20222","","","91","","0","","","1202220012"
"travel_topdrama_r_2000_talk_smile_loop","","20222","","","3","","102311","1","0.2","1202220013"
"travel_topdrama_r_2000_talk_sad_loop_dere","","20222","","","3","","102111","1","0.2","1202220014"
"travel_topdrama_r_2022_laugh","","20222","","","3","","3","1","0","1202220015"
"vo_travel_talk_20022_02","","20222","","","21","0","vo_travel_talk","0","","1202220016"
"『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","0","20222","0","1","11","1","3","10","0","1202220017"
"","","20222","","","91","","0","","","1202220018"
"","","20222","","","112","","","","","1202220019"
"","","20222","","","91","","0","","","1202220020"
"104811","travel_topdrama_r_2000_idle_doya","20231","1","-68","1","42","1","101","0.8","1202310001"
"104611","travel_topdrama_r_2000_idle_sad_surprise","20231","0","-68","1","-42","1","102","0.8","1202310002"
"0","mana","20231","0","-75","5","0","0","110","1","1202310003"
"","","20231","","","91","","0","","","1202310004"
"0","","20231","","","93","","10","","","1202310005"
"","","20231","","","101","","1202310005","","","1202310006"
"none","","20231","","","3","","0","0","0","1202310007"
"","","20231","","","91","","0","","","1202310008"
"103","","20232","","","13","","104811","","","1202320001"
"104","","20232","","","13","","104611","","","1202320002"
"travel_topdrama_r_2000_talk_doya_in_faceAnger","","20232","0","1","3","travel_topdrama_r_2000_talk_doya_loop_faceAnger","104811","0","0.2","1202320003"
"vo_travel_talk_20023_00","","20232","","","21","0","vo_travel_talk","0","","1202320004"
"いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","0","20232","0","1","11","1","104811","10","0","1202320005"
"","","20232","","","91","","0","","","1202320006"
"travel_topdrama_r_2000_idle_doya_anger","","20232","","","3","","104811","1","0.2","1202320007"
"travel_topdrama_r_2000_talk_kyapi_in_dere2","","20232","0","1","3","travel_topdrama_r_2000_talk_kyapi_loop_dere2","104611","0","0.2","1202320008"
"vo_travel_talk_20023_01","","20232","","","21","0","vo_travel_talk","0","","1202320009"
"ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","0","20232","0","1","11","1","104611","10","0","1202320010"
"","","20232","","","91","","0","","","1202320011"
"travel_topdrama_r_2000_idle_sleep","","20232","","","3","","104611","1","0.2","1202320012"
"travel_topdrama_r_2000_talk_normal_surprise","","20232","0","","3","","104811","1","0.2","1202320013"
"vo_travel_talk_20023_02","","20232","","","21","0","vo_travel_talk","0","","1202320014"
"たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","0","20232","0","1","11","1","104811","10","0","1202320015"
"","","20232","","","91","","0","","","1202320016"
"travel_topdrama_r_2000_talk_guts_in","","20232","","1","3","","104811","0","0.2","1202320017"
"","","20232","","","91","","0","","","1202320018"
"travel_topdrama_r_2000_talk_guts_loop","","20232","","","3","","104811","1","0","1202320019"
"0","","20232","","","93","","1","","","1202320020"
"","","20232","","","112","","","","","1202320021"
"","","20232","","","91","","0","","","1202320022"
"102711","travel_topdrama_r_2000_idle_memory_blink","20241","1","-68","1","42","1","101","0.8","1202410001"
"105111","travel_topdrama_r_2000_idle_normal","20241","0","-68","1","-42","1","102","0.8","1202410002"
"0","mana","20241","0","-75","5","0","0","110","1","1202410003"
"","","20241","","","91","","0","","","1202410004"
"0","","20241","","","93","","10","","","1202410005"
"","","20241","","","101","","1202410005","","","1202410006"
"none","","20241","","","3","","0","0","0","1202410007"
"","","20241","","","91","","0","","","1202410008"
"103","","20242","","","13","","102711","","","1202420001"
"104","","20242","","","13","","105111","","","1202420002"
"travel_topdrama_r_2000_talk_wish_loop","","20242","","","3","","102711","1","0.2","1202420003"
"vo_travel_talk_20024_00","","20242","","","21","0","vo_travel_talk","0","","1202420004"
"私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","0","20242","0","1","11","1","102711","10","0","1202420005"
"","","20242","","","91","","0","","","1202420006"
"travel_topdrama_r_2000_idle_wish_joy","","20242","","","3","","102711","1","0.2","1202420007"
"travel_topdrama_r_2000_humu_in","","20242","0","1","3","travel_topdrama_r_2000_humu_loop","105111","0","0.2","1202420008"
"vo_travel_talk_20024_01","","20242","","","21","0","vo_travel_talk","0","","1202420009"
"さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","0","20242","0","1","11","1","105111","10","0","1202420010"
"","","20242","","","91","","0","","","1202420011"
"travel_topdrama_r_2000_humu_loop_shy","","20242","","","3","","105111","1","0.2","1202420012"
"travel_topdrama_r_2000_talk_sad_loop_doya","","20242","","","3","","102711","1","0.2","1202420013"
"vo_travel_talk_20024_02","","20242","","","21","0","vo_travel_talk","0","","1202420014"
"実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","0","20242","0","1","11","1","102711","10","0","1202420015"
"","","20242","","","91","","0","","","1202420016"
"travel_topdrama_r_2000_idle_sad_nervous","","20242","","","3","","102711","1","0.2","1202420017"
"","","20242","","","112","","","","","1202420018"
"","","20242","","","91","","0","","","1202420019"
"100511","travel_topdrama_r_2000_hop_loop","20251","1","-68","1","42","1","101","0.8","1202510001"
"103711","travel_topdrama_r_2000_idle_doya_talkJoy1R","20251","0","-68","1","-42","1","102","0.8","1202510002"
"0","mana","20251","0","-75","5","0","0","110","1","1202510003"
"","","20251","","","91","","0","","","1202510004"
"0","","20251","","","93","","10","","","1202510005"
"","","20251","","","101","","1202510005","","","1202510006"
"none","","20251","","","3","","0","0","0","1202510007"
"","","20251","","","91","","0","","","1202510008"
"103","","20252","","","13","","100511","","","1202520001"
"104","","20252","","","13","","103711","","","1202520002"
"travel_topdrama_r_2000_hop_in","","20252","","1","3","travel_topdrama_r_2000_hop_loop","100511","0","0.2","1202520003"
"vo_travel_talk_20025_00","","20252","","","21","0","vo_travel_talk","0","","1202520004"
"うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","0","20252","0","1","11","1","100511","10","0","1202520005"
"","","20252","","","91","","0","","","1202520006"
"travel_topdrama_r_2000_hop_idle","","20252","","","3","","100511","1","0.2","1202520007"
"travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","20252","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","103711","0","0.2","1202520008"
"vo_travel_talk_20025_01","","20252","","","21","0","vo_travel_talk","0","","1202520009"
"過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","0","20252","0","1","11","1","103711","10","0","1202520010"
"","","20252","","","91","","0","","","1202520011"
"travel_topdrama_r_2000_tomo_henshin_in","","20252","0","1","3","travel_topdrama_r_2000_tomo_henshin_loop","103711","0","0.1","1202520012"
"travel_topdrama_r_2000_matsuri_eieio_in","","20252","0.2","1","3","travel_topdrama_r_2000_matsuri_eieio_loop","100511","0","0.2","1202520013"
"vo_travel_talk_20025_02","","20252","","","21","0","vo_travel_talk","0","","1202520014"
"正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","0","20252","0","1","11","1","100511","10","0","1202520015"
"","","20252","","","91","","0","","","1202520016"
"","","20252","","","112","","","","","1202520017"
"","","20252","","","91","","0","","","1202520018"
"105911","travel_topdrama_r_2000_idle_wish_joy","20261","1","-68","1","0","1","101","0.8","1202610001"
"0","mana","20261","0","-75","5","0","0","110","1","1202610002"
"","","20261","","","91","","0","","","1202610003"
"0","","20261","","","93","","10","","","1202610004"
"","","20261","","","101","","1202610004","","","1202610005"
"none","","20261","","","3","","0","0","0","1202610006"
"","","20261","","","91","","0","","","1202610007"
"103","","20262","","","13","","105911","","","1202620001"
"travel_topdrama_r_2000_wishToSurprise","","20262","0","1","3","travel_topdrama_r_2000_talk_surprise_loop","105911","0","0.1","1202620002"
"vo_travel_talk_20026_00","","20262","","","21","0","vo_travel_talk","0","","1202620003"
"ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","0","20262","0","1","11","1","105911","10","0","1202620004"
"","","20262","","","91","","0","","","1202620005"
"travel_topdrama_r_2000_talk_wish_loop","","20262","","","3","","105911","1","0.2","1202620006"
"vo_travel_talk_20026_01","","20262","","","21","0","vo_travel_talk","0","","1202620007"
"わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","0","20262","0","1","11","1","105911","10","0","1202620008"
"","","20262","","","91","","0","","","1202620009"
"","","20262","","","112","","","","","1202620010"
"","","20262","","","91","","0","","","1202620011"
"123011","travel_topdrama_r_2000_ames_idle_normal","20271","1","-68","1","0","1","101","0.8","1202710001"
"0","mana","20271","0","-75","5","0","0","110","1","1202710002"
"","","20271","","","91","","0","","","1202710003"
"0","","20271","","","93","","10","","","1202710004"
"","","20271","","","101","","1202710004","","","1202710005"
"none","","20271","","","3","","0","0","0","1202710006"
"","","20271","","","91","","0","","","1202710007"
"103","","20272","","","13","","123011","","","1202720001"
"travel_topdrama_r_2000_ames_talk_wish_in","","20272","0","1","3","travel_topdrama_r_2000_ames_talk_wish_loop","123011","0","0.2","1202720002"
"vo_travel_talk_20027_00","","20272","","","21","0","vo_travel_talk","0","","1202720003"
"はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","0","20272","0","1","11","1","123011","10","0","1202720004"
"","","20272","","","91","","0","","","1202720005"
"travel_topdrama_r_2000_ames_talk_yareyare","","20272","","","3","","123011","1","0.2","1202720006"
"vo_travel_talk_20027_01","","20272","","","21","0","vo_travel_talk","0","","1202720007"
"今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","0","20272","0","1","11","1","123011","10","0","1202720008"
"","","20272","","","91","","0","","","1202720009"
"travel_topdrama_r_2000_ames_idle_yareyare","","20272","","","3","","123011","1","0.2","1202720010"
"","","20272","","","112","","","","","1202720011"
"","","20272","","","91","","0","","","1202720012"
"106811","travel_topdrama_r_2000_idle_cool","20281","1","-68","1","42","1","101","0.8","1202810001"
"106911","travel_topdrama_r_2000_kaiser_idle_arm_crossed","20281","0","-68","1","-42","1","102","0.8","1202810002"
"0","mana","20281","0","-75","5","0","0","110","1","1202810003"
"","","20281","","","91","","0","","","1202810004"
"0","","20281","","","93","","10","","","1202810005"
"","","20281","","","101","","1202810005","","","1202810006"
"none","","20281","","","3","","0","0","0","1202810007"
"","","20281","","","91","","0","","","1202810008"
"103","","20282","","","13","","106811","","","1202820001"
"104","","20282","","","13","","106911","","","1202820002"
"travel_topdrama_r_2000_talk_cool_in","","20282","0","1","3","travel_topdrama_r_2000_talk_cool_loop","106811","0","0.2","1202820003"
"vo_travel_talk_20028_00","","20282","","","21","0","vo_travel_talk","0","","1202820004"
"アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","0","20282","0","1","11","1","106811","10","0","1202820005"
"","","20282","","","91","","0","","","1202820006"
"travel_topdrama_r_2000_idle_cool","","20282","","","3","","106811","1","0.2","1202820007"
"travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","","20282","0","1","3","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","106911","0","0.2","1202820008"
"vo_travel_talk_20028_01","","20282","","","21","0","vo_travel_talk","0","","1202820009"
"あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","0","20282","0","1","11","1","106911","10","0","1202820010"
"","","20282","","","91","","0","","","1202820011"
"travel_topdrama_r_2000_kaiser_idle_arm_crossed","","20282","","","3","","106911","1","0.2","1202820012"
"travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","20282","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","106811","0","0.2","1202820013"
"vo_travel_talk_20028_02","","20282","","","21","0","vo_travel_talk","0","","1202820014"
"アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","0","20282","0","1","11","1","106811","10","0","1202820015"
"","","20282","","","91","","0","","","1202820016"
"travel_topdrama_r_2000_idle_arm_crossed","","20282","","","3","","106811","1","0.2","1202820017"
"","","20282","","","112","","","","","1202820018"
"","","20282","","","91","","0","","","1202820019"
"1000001","travel_topdrama_r_3001_idle_B","30011","0","-75.6","1","-17.5","1","51","0.8","1300110001"
"12","travel_topdrama_r_3001_idle_B","30011","0","-75.6","5","-17.5","1","50","0.8","1300110002"
"1000002","travel_topdrama_r_3001_idle_A","30011","0","-56.1","1","31.4","1","49","0.8","1300110003"
"11","travel_topdrama_r_3001_idle_A","30011","0","-56.1","5","31.4","1","48","0.8","1300110004"
"13","travel_topdrama_r_3001_idle_A","30011","0","-56.1","5","31.4","2","49","0.8","1300110005"
"0","normal","30011","","-88","5","0","0","110","1","1300110006"
"300101","","30011","","0.5","31","-43.7","300101","-30.3","1","1300110007"
"300103","","30011","","1","31","-110","300103","260","1","1300110008"
"300111","","30011","","1","31","-127","300111","215","1","1300110009"
"0","","30011","","","91","","0","","","1300110010"
"travel_topdrama_r_3001_idle_B","","30011","0","","3","","1000001","0","0","1300110011"
"travel_topdrama_r_3001_idle_B","","30011","0","","3","","12","0","0","1300110012"
"travel_topdrama_r_3001_idle_A","","30011","0","","3","","1000002","0","0","1300110013"
"travel_topdrama_r_3001_idle_A","","30011","0","","3","","11","0","0","1300110014"
"0","","30011","","","93","","1.7","","","1300110015"
"0","","30011","","","101","","1300110011","","","1300110016"
"none","","30011","","","3","","0","0","0","1300110017"
"0","","30011","","","91","","0","","","1300110018"
"300106","","30012","","1","31","-110","300106","260","0","1300120001"
"300108","","30012","","1","31","-110","300108","260","0","1300120002"
"300100","","30012","","0.4","31","92.6","300100","17.3","0","1300120003"
"300104","","30012","","0.4","31","92.6","300104","0","0","1300120004"
"","","30012","","","91","","0","","","1300120005"
"travel_topdrama_r_3001_idle_A","","30012","","","3","","1000002","1","0.5","1300120006"
"travel_topdrama_r_3001_idle_A","","30012","","","3","","11","1","0.5","1300120007"
"travel_topdrama_r_3001_idle_B","","30012","","","3","","1000001","1","0.5","1300120008"
"travel_topdrama_r_3001_idle_B","","30012","","","3","","12","1","0.5","1300120009"
"0","","30012","","","93","","0.2","","","1300120010"
"1","","30012","","","32","","300100","","","1300120011"
"0","","30012","","","93","","2","","","1300120012"
"0","","30012","","","32","","300103","","","1300120013"
"1","","30012","","","32","","300108","","","1300120014"
"1","","30012","","","32","","300106","","","1300120015"
"se_travel_top_fishing_hit","","30012","","","23","","se_travel_top","0","","1300120016"
"travel_topdrama_r_3001_1_01_A","","30012","","","3","","1000002","0","0","1300120017"
"travel_topdrama_r_3001_1_01_A","","30012","","","3","","11","0","0","1300120018"
"travel_topdrama_r_3001_1_01_B","","30012","","","3","","1000001","0","0.5","1300120019"
"travel_topdrama_r_3001_1_01_B","","30012","","","3","","12","0","0.5","1300120020"
"","","30012","","","91","","0","","","1300120021"
"0","","30012","","","32","","300108","","","1300120022"
"travel_topdrama_r_3001_1_02_A","","30012","","","3","","1000002","0","0","1300120023"
"travel_topdrama_r_3001_1_02_A","","30012","","","3","","11","0","0","1300120024"
"travel_topdrama_r_3001_1_02_B","","30012","","","3","","1000001","0","0.2","1300120025"
"travel_topdrama_r_3001_1_02_B","","30012","","","3","","12","0","0.2","1300120026"
"0","","30012","","","93","","1","","","1300120027"
"0","","30012","","","32","","300100","","","1300120028"
"","","30012","","","91","","0","","","1300120029"
"300107","","30012","","1","31","-110","300107","260","1","1300120030"
"se_travel_top_fishing_appear_box","","30012","","","23","","se_travel_top","0","","1300120031"
"travel_topdrama_r_3001_1_03_A","","30012","","","3","","1000002","0","","1300120032"
"travel_topdrama_r_3001_1_03_A","","30012","","","3","","11","0","","1300120033"
"travel_topdrama_r_3001_1_03_A","","30012","","","3","","13","0","","1300120034"
"travel_topdrama_r_3001_1_03_B","","30012","","","3","","1000001","0","","1300120035"
"travel_topdrama_r_3001_1_03_B","","30012","","1","3","travel_topdrama_r_3001_1_03_B_loop","12","0","0.2","1300120036"
"0","","30012","","","93","","0.8","","","1300120037"
"0","","30012","","","32","","300106","","","1300120038"
"","","30012","","","111","","","","","1300120039"
"","","30012","","","91","","0","","","1300120040"
"1000001","travel_topdrama_r_3001_idle_B","30021","0","-75.6","1","-17.5","1","51","0.8","1300210001"
"12","travel_topdrama_r_3001_idle_B","30021","0","-75.6","5","-17.5","1","50","0.8","1300210002"
"1000002","travel_topdrama_r_3001_idle_A","30021","0","-56.1","1","31.4","1","49","0.8","1300210003"
"11","travel_topdrama_r_3001_idle_A","30021","0","-56.1","5","31.4","1","48","0.8","1300210004"
"13","travel_topdrama_r_3001_idle_A","30021","0","-56.1","5","31.4","2","49","0.8","1300210005"
"0","normal","30021","","-88","5","0","0","110","1","1300210006"
"300201","","30021","","0.5","31","-43.7","300201","-30.3","1","1300210007"
"300203","","30021","","1","31","-110","300203","260","1","1300210008"
"300211","","30021","","1","31","-127","300211","215","1","1300210009"
"0","","30021","","","91","","0","","","1300210010"
"travel_topdrama_r_3001_idle_B","","30021","0","","3","","1000001","0","0","1300210011"
"travel_topdrama_r_3001_idle_B","","30021","0","","3","","12","0","0","1300210012"
"travel_topdrama_r_3001_idle_A","","30021","0","","3","","1000002","0","0","1300210013"
"travel_topdrama_r_3001_idle_A","","30021","0","","3","","11","0","0","1300210014"
"0","","30021","","","93","","1.7","","","1300210015"
"0","","30021","","","101","","1300210011","","","1300210016"
"none","","30021","","","3","","0","0","0","1300210017"
"0","","30021","","","91","","0","","","1300210018"
"300206","","30022","","1","31","-110","300206","260","0","1300220001"
"300208","","30022","","1","31","-110","300208","260","0","1300220002"
"300200","","30022","","0.4","31","92.6","300200","17.3","0","1300220003"
"300204","","30022","","0.4","31","92.6","300204","0","0","1300220004"
"","","30022","","","91","","0","","","1300220005"
"travel_topdrama_r_3001_idle_A","","30022","","","3","","1000002","1","0.5","1300220006"
"travel_topdrama_r_3001_idle_A","","30022","","","3","","11","1","0.5","1300220007"
"travel_topdrama_r_3001_idle_B","","30022","","","3","","1000001","1","0.5","1300220008"
"travel_topdrama_r_3001_idle_B","","30022","","","3","","12","1","0.5","1300220009"
"0","","30022","","","93","","0.2","","","1300220010"
"1","","30022","","","32","","300200","","","1300220011"
"0","","30022","","","93","","2","","","1300220012"
"0","","30022","","","32","","300203","","","1300220013"
"1","","30022","","","32","","300208","","","1300220014"
"1","","30022","","","32","","300206","","","1300220015"
"se_travel_top_fishing_hit","","30022","","","23","","se_travel_top","0","","1300220016"
"travel_topdrama_r_3001_1_01_A","","30022","","","3","","1000002","0","0","1300220017"
"travel_topdrama_r_3001_1_01_A","","30022","","","3","","11","0","0","1300220018"
"travel_topdrama_r_3001_1_01_B","","30022","","","3","","1000001","0","0.5","1300220019"
"travel_topdrama_r_3001_1_01_B","","30022","","","3","","12","0","0.5","1300220020"
"","","30022","","","91","","0","","","1300220021"
"0","","30022","","","32","","300208","","","1300220022"
"travel_topdrama_r_3001_1_02_A","","30022","","","3","","1000002","0","0","1300220023"
"travel_topdrama_r_3001_1_02_A","","30022","","","3","","11","0","0","1300220024"
"travel_topdrama_r_3001_1_02_B","","30022","","","3","","1000001","0","0.2","1300220025"
"travel_topdrama_r_3001_1_02_B","","30022","","","3","","12","0","0.2","1300220026"
"0","","30022","","","93","","1","","","1300220027"
"0","","30022","","","32","","300200","","","1300220028"
"","","30022","","","91","","0","","","1300220029"
"300107","","30022","","1","31","-110","300207","260","1","1300220030"
"se_travel_top_fishing_appear_silverbox","","30022","","","23","","se_travel_top","0","","1300220031"
"travel_topdrama_r_3001_1_03_A","","30022","","","3","","1000002","0","","1300220032"
"travel_topdrama_r_3002_03_A","","30022","","","3","","11","0","","1300220033"
"travel_topdrama_r_3002_03_A","","30022","","","3","","13","0","","1300220034"
"travel_topdrama_r_3001_1_03_B","","30022","","","3","","1000001","0","","1300220035"
"travel_topdrama_r_3001_1_03_B","","30022","","1","3","travel_topdrama_r_3001_1_03_B_loop","12","0","0.2","1300220036"
"0","","30022","","","93","","0.8","","","1300220037"
"0","","30022","","","32","","300206","","","1300220038"
"","","30022","","","111","","","","","1300220039"
"","","30022","","","91","","0","","","1300220040"
"1000001","travel_topdrama_r_3001_idle_B","30031","0","-75.6","1","-17.5","1","51","0.8","1300310001"
"12","travel_topdrama_r_3001_idle_B","30031","0","-75.6","5","-17.5","1","50","0.8","1300310002"
"1000002","travel_topdrama_r_3001_idle_A","30031","0","-56.1","1","31.4","1","49","0.8","1300310003"
"11","travel_topdrama_r_3001_idle_A","30031","0","-56.1","5","31.4","1","48","0.8","1300310004"
"15","travel_topdrama_r_3001_none","30031","0","-20","5","-170","4","52","0.85","1300310005"
"0","normal","30031","","-88","5","0","0","110","1","1300310006"
"300301","","30031","","0.5","31","-43.7","300301","-30.3","1","1300310007"
"300303","","30031","","1","31","-110","300303","260","1","1300310008"
"300311","","30031","","1","31","-127","300311","215","1","1300310009"
"0","","30031","","","91","","0","","","1300310010"
"travel_topdrama_r_3001_idle_B","","30031","0","","3","","1000001","0","0","1300310011"
"travel_topdrama_r_3001_idle_B","","30031","0","","3","","12","0","0","1300310012"
"travel_topdrama_r_3001_idle_A","","30031","0","","3","","1000002","0","0","1300310013"
"travel_topdrama_r_3001_idle_A","","30031","0","","3","","11","0","0","1300310014"
"0","","30031","","","93","","1.7","","","1300310015"
"0","","30031","","","101","","1300310011","","","1300310016"
"none","","30031","","","3","","0","0","0","1300310017"
"0","","30031","","","91","","0","","","1300310018"
"300306","","30032","","1","31","-110","300306","260","0","1300320001"
"300308","","30032","","1","31","-110","300308","260","0","1300320002"
"300300","","30032","","0.4","31","92.6","300300","17.3","0","1300320003"
"300304","","30032","","0.4","31","92.6","300304","0","0","1300320004"
"","","30032","","","91","","0","","","1300320005"
"travel_topdrama_r_3001_idle_A","","30032","","","3","","1000002","1","0.5","1300320006"
"travel_topdrama_r_3001_idle_A","","30032","","","3","","11","1","0.5","1300320007"
"travel_topdrama_r_3001_idle_B","","30032","","","3","","1000001","1","0.5","1300320008"
"travel_topdrama_r_3001_idle_B","","30032","","","3","","12","1","0.5","1300320009"
"0","","30032","","","93","","0.2","","","1300320010"
"1","","30032","","","32","","300300","","","1300320011"
"0","","30032","","","93","","2","","","1300320012"
"0","","30032","","","32","","300303","","","1300320013"
"1","","30032","","","32","","300308","","","1300320014"
"1","","30032","","","32","","300306","","","1300320015"
"se_travel_top_fishing_hit","","30032","","","23","","se_travel_top","0","","1300320016"
"travel_topdrama_r_3001_1_01_A","","30032","","","3","","1000002","0","0","1300320017"
"travel_topdrama_r_3001_1_01_A","","30032","","","3","","11","0","0","1300320018"
"travel_topdrama_r_3001_1_01_B","","30032","","","3","","1000001","0","0.5","1300320019"
"travel_topdrama_r_3001_1_01_B","","30032","","","3","","12","0","0.5","1300320020"
"","","30032","","","91","","0","","","1300320021"
"0","","30032","","","32","","300308","","","1300320022"
"travel_topdrama_r_3001_1_02_A","","30032","","","3","","1000002","0","0","1300320023"
