989498a6e887078e7df0cbe2642a48c30465ea39e4930b5e28edefbb6467cc1f,938e70b23554d9f3267f43114f710d7f3012c2f7105094ecd49c24554918876d,0c5bf428dbebc0fdbd0f694e1db76df5354f35d31d1b0d2df82d10fdebabdf6f,4c6c6ce759e857206a3176e1d5e38cd11d7acfaff1093edc9de195ea0dc98675,fca0657727d33d6dd5180791f7d3cf28bafc8c3ef7b1e630932e8b5c8b084b8c,e4341aa9de0c6a0435ebcbe672e749b9ebb2f70e6de2dfe68da38dfe2a997c6d,4adaa80d17d70103a5be0ff936fb756ef9fe38faa7cf104721cf89f850672c98,f6491eddbb90de4844e7fd7c4ea2b4d8cb229372ddcf4343534e8dee4ab74d24,7f35c1f7f044bdd684402c350f36e3eace57044532b23904e8fb75c4879161a5,5a99cf7c8d00990443dba1f14e51c14e81ca075dbe54945a549b5d4051a5a350,6781daedf30eac79ede6d789ad7dd3eb587914b8f26f334abfb19b2d147c4c92
"","7003","1","","7","0","0","11","31","1","1"
"","7004","2","","7","","","","93","",""
"","7005","1","","7","","1","psy_fairy_talk","3","","0.2"
"","7006","vo_minigame_1008","","7","0","0","vo_minigame_1008_drama_9902","21","",""
"0.5","7007","1","0","7","1","6","キュキュッ！","11","0","0"
"","7008","0","","7","","","","91","",""
"","7009","1","","7","","1","psy_fairy_idle","3","","0.2"
"","7010","119931","","7","","1","psy_miyako_talk3","3","","0.2"
"","7011","vo_minigame_1008","","7","0","0","vo_minigame_1008_drama_0702","21","",""
"1","7012","119931","0","7","1","6","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","11","0","0"
"","7013","3","","7","","","1","93","",""
"","7014","119931","0","7","psy_miyako_arm_crossed_loop","0","psy_miyako_arm_crossed_in","3","1","0.2"
"","7015","7012","","7","","","","91","",""
"","7016","0","","7","","","0","22","",""
"","7017","1","","7","","1","psy_fairy_talk","3","","0.2"
"","7018","vo_minigame_1008","","7","0","0","vo_minigame_1008_drama_9903","21","",""
"0.5","7019","1","0","7","1","6","キュ～キュ～！","11","0","0"
"","7020","0","","7","","","","91","",""
"","7021","1","","7","","1","psy_fairy_idle","3","","0.2"
"","7022","119931","","7","","1","psy_miyako_anger2","3","","0.2"
"","7023","vo_minigame_1008","","7","0","0","vo_minigame_1008_drama_0704","21","",""
"0.5","7024","119931","0","7","1","6","そんなこと言われても知らないの！","11","0","0"
"","7025","0","","7","","","","91","",""
"","7026","0","","7","","","0","22","",""
"","7027","119931","","7","","1","psy_miyako_thinking3","3","","0.2"
"","7028","vo_minigame_1008","","7","0","0","vo_minigame_1008_drama_0705","21","",""
"0.5","7029","119931","0","7","1","5","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","11","0","0"
"","7030","5","","7","","","1","93","",""
"","7031","119931","0","7","psy_miyako_doya_loop","0","psy_miyako_doya_in","3","1","0.2"
"","7032","7029","","7","","","","91","",""
"","7033","0","","7","","","0","22","",""
"","7034","1","","7","","","","93","",""
"","7035","0","","7","","","","91","",""
"psy_miyako_start","8001","1","0","8","-300","100","119931","1","-200","1.7"
"psy_walk2","8002","1","1","8","225","100","100411","1","-210","1.7"
"psy_walk3","8003","1","1","8","480","105","103631","1","-220","1.7"
"psy_walk_glad","8004","1","1","8","340","110","102011","1","-235","1.7"
"","8005","1","","8","0","0","11","31","1","1"
"psy_smoke_start","8006","1","0","8","-300","101","1","5","-200","1.7"
"","8007","100411","","8","2","-210","110","2","0",""
"","8008","103631","","8","2.2","-220","365","2","0",""
"","8009","102011","","8","2.3","-235","225","2","0",""
"","8010","2","","8","","","","93","",""
"","8011","100411","","8","","1","psy_idle_normal","3","","0.2"
"","8012","0.2","","8","","","","93","",""
"","8013","103631","","8","","1","psy_idle_normal","3","","0.2"
"","8014","0.1","","8","","","","93","",""
"","8015","102011","","8","","1","psy_talk_joy1","3","","0.2"
"","8016","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0806","21","",""
"0.5","8017","102011","0","8","1","8","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","11","0","0"
"","8018","0","","8","","","","91","",""
"","8019","102011","","8","","1","psy_idle_joy1","3","","0.2"
"","8020","119931","0.2","8","psy_miyako_talk1","0","psy_miyako_appear","3","1","0"
"","8021","1","0","8","psy_smoke_start","0","psy_smoke_appear","3","0","0"
"","8022","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0801","21","",""
"0.5","8023","119931","0","8","1","6","ん？　アイツに何か用なの？","11","0","0"
"","8024","0","","8","","","","91","",""
"","8025","0","","8","","","0","22","",""
"","8026","119931","","8","","1","psy_miyako_idle","3","","0.2"
"","8027","103631","","8","","1","psy_talk_surprise2","3","","0.2"
"","8028","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0807","21","",""
"0.5","8029","103631","0","8","1","8","きゃ～！？　おばけ！！","11","0","0"
"","8030","0","","8","","","","91","",""
"","8031","103631","","8","","1","psy_idle_surprise2","3","","0.2"
"","8032","100411","","8","","1","psy_talk_joy2","3","","0.2"
"","8033","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0808","21","",""
"0.5","8034","100411","0","8","1","8","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","11","0","0"
"","8035","0","","8","","","","91","",""
"","8036","100411","","8","","1","psy_idle_joy2","3","","0.2"
"","8037","119931","","8","","1","psy_miyako_panic2","3","","0.2"
"","8038","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0802","21","",""
"1","8039","119931","0","8","1","6","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","11","0","0"
"","8040","3","","8","","","1","93","",""
"","8041","119931","","8","","1","psy_miyako_talk2","3","","0.2"
"","8042","8039","","8","","","","91","",""
"","8043","0","","8","","","0","22","",""
"","8044","119931","","8","","1","psy_miyako_idle","3","","0.2"
"","8045","100411","","8","","1","psy_talk_wish","3","","0.2"
"","8046","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0809","21","",""
"0.5","8047","100411","0","8","1","8","いないの？\nそれなら今のうちにイタズラを……","11","0","0"
"","8048","0","","8","","","","91","",""
"","8049","100411","","8","","1","psy_idle_wish","3","","0.2"
"","8050","103631","","8","","1","psy_talk_anger","3","","0.2"
"","8051","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0810","21","",""
"0.5","8052","103631","0","8","1","8","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","11","0","0"
"","8053","0","","8","","","","91","",""
"","8054","103631","","8","","1","psy_idle_anger","3","","0.2"
"","8055","100411","","8","","1","psy_talk_normal","3","","0.2"
"","8056","100411","","8","","","0","4","",""
"","8057","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0811","21","",""
"0.5","8058","100411","0","8","1","8","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","11","0","0"
"","8059","0","","8","","","","91","",""
"","8060","100411","","8","","","1","4","",""
"","8061","100411","","8","","1","psy_idle_normal","3","","0.2"
"","8062","102011","","8","","1","psy_talk_joy1","3","","0.2"
"","8063","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0812","21","",""
"0.5","8064","102011","0","8","1","8","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","11","0","0"
"","8065","0","","8","","","","91","",""
"","8066","102011","","8","","1","psy_idle_joy1","3","","0.2"
"","8067","119931","","8","","1","psy_miyako_anger3","3","","0.2"
"","8068","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0803","21","",""
"0.5","8069","119931","0","8","1","6","遊ばないの。\nミヤコはプリン作りで忙しいの！","11","0","0"
"","8070","0","","8","","","","91","",""
"","8071","0","","8","","","0","22","",""
"","8072","119931","","8","","1","psy_miyako_idle_anger","3","","0.2"
"","8073","102011","","8","","1","psy_talk_joy2","3","","0.2"
"","8074","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0813","21","",""
"0.5","8075","102011","0","8","1","8","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","11","0","0"
"","8076","0","","8","","","","91","",""
"","8077","102011","","8","","1","psy_idle_joy2","3","","0.2"
"","8078","119931","0","8","psy_miyako_doya_loop","0","psy_miyako_doya_in","3","1","0.2"
"","8079","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0804","21","",""
"0.5","8080","119931","0","8","1","6","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","11","0","0"
"","8081","0","","8","","","","91","",""
"","8082","0","","8","","","0","22","",""
"","8083","119931","","8","","1","psy_miyako_doya_idle","3","","0.2"
"","8084","102011","0.4","8","psy_idle_joy1","0","psy_jump","3","1","0.2"
"","8085","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0814","21","",""
"0.5","8086","102011","0","8","1","8","わ～い！　やった～！","11","0","0"
"","8087","0","","8","","","","91","",""
"","8088","100411","","8","","1","psy_talk_joy2","3","","0.2"
"","8089","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0815","21","",""
"0.5","8090","100411","0","8","1","8","にいちゃんにイタズラする用のプリン\n作っちゃお～！","11","0","0"
"","8091","0","","8","","","","91","",""
"","8092","100411","","8","","1","psy_idle_joy2","3","","0.2"
"","8093","103631","","8","","1","psy_talk_sad","3","","0.2"
"","8094","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0816","21","",""
"0.5","8095","103631","0","8","1","8","そ、そんな……\n幽霊とプリン作りなんて……","11","0","0"
"","8096","0","","8","","","","91","",""
"","8097","103631","","8","","1","psy_idle_sad","3","","0.2"
"","8098","100411","","8","","1","psy_talk_normal","3","","0.2"
"","8099","100411","","8","","","0","4","",""
"","8100","102011","","8","","","0","4","",""
"","8101","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0817","21","",""
"0.5","8102","100411","0","8","1","8","キョウカはやらないの？","11","0","0"
"","8103","0","","8","","","","91","",""
"","8104","100411","","8","","1","psy_idle_normal","3","","0.2"
"","8105","102011","","8","","1","psy_talk_joy2","3","","0.2"
"","8106","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0818","21","",""
"0.5","8107","102011","0","8","1","8","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","11","0","0"
"","8108","0","","8","","","","91","",""
"","8109","102011","","8","","1","psy_idle_joy2","3","","0.2"
"","8110","103631","","8","","1","psy_talk_sad","3","","0.2"
"","8111","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0819","21","",""
"0.5","8112","103631","0","8","1","8","うぅ……わかったよ、\n私も一緒に作ります。","11","0","0"
"","8113","0","","8","","","","91","",""
"","8114","103631","","8","","1","psy_idle_sad","3","","0.2"
"","8115","119931","","8","","1","psy_miyako_joy1","3","","0.2"
"","8116","vo_minigame_1008","","8","0","0","vo_minigame_1008_drama_0805","21","",""
"0.5","8117","119931","0","8","1","6","やったの！\n手下が一気に３人も増えたの！","11","0","0"
"","8118","0","","8","","","","91","",""
"","8119","0","","8","","","0","22","",""
"","8120","1","","8","","","","93","",""
"","8121","0","","8","","","","91","",""
"psy_miyako_idle","9001","1","0","9","-300","100","119931","1","-200","1.7"
"psy_idle_normal","9002","1","1","9","185","100","1","5","-220","1.7"
"","9003","1","","9","0","0","11","31","1","1"
"","9004","1","","9","","","","93","",""
"","9005","119931","","9","","1","psy_miyako_thinking4","3","","0.2"
"","9006","vo_minigame_1008","","9","0","0","vo_minigame_1008_drama_0901","21","",""
"1","9007","119931","0","9","1","5","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","11","0","0"
"","9008","6","","9","","","1","93","",""
"","9009","119931","","9","","1","psy_miyako_sad2","3","","0.2"
"","9010","9007","","9","","","","91","",""
"","9011","0","","9","","","0","22","",""
"","9012","119931","","9","","1","psy_miyako_talk_joy1","3","","0.2"
"","9013","vo_minigame_1008","","9","0","0","vo_minigame_1008_drama_0902","21","",""
"0.5","9014","119931","0","9","1","6","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","11","0","0"
"","9015","6","","9","","","1","93","",""
"","9016","119931","0","9","psy_miyako_guts2_loop","0","psy_miyako_guts2_in","3","1","0.2"
"","9017","9014","","9","","","","91","",""
"","9018","0","","9","","","0","22","",""
"0","9019","1","0","9","0","1","11","12","0","0"
"","9020","1","0","9","psy_idle_guts2","0","psy_talk_guts2","3","1","0.2"
"","9021","2","","9","","","","93","",""
"","9022","1","","9","","","0","4","",""
"","9023","1","","9","","1","psy_run","3","","0.2"
"","9024","1","","9","3","-220","1000","2","0",""
"","9025","4","","9","","","","93","",""
"","9026","1","","9","","","1","4","",""
"","9027","1","","9","","1","psy_item01_run","3","","0.2"
"","9028","1","","9","3","-220","185","2","0",""
"","9029","3","","9","","","","93","",""
"","9030","1","0","9","psy_item01_up_loop","0","psy_item01_up","3","1","0.2"
"","9031","0.5","","9","","","","93","",""
"","9032","手錠とムチを持ってきた。","","9","","0","9033","103","",""
"","9033","119931","","9","","1","psy_miyako_anger2","3","","0.2"
"","9034","vo_minigame_1008","","9","0","0","vo_minigame_1008_drama_0903","21","",""
"0.5","9035","119931","0","9","1","6","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","11","0","0"
"","9036","0","","9","","","","91","",""
"","9037","0","","9","","","0","22","",""
"0","9038","1","0","9","0","2","10","12","0","0"
"","9039","1","","9","","1","psy_item01_up_loop_talk","3","","0.2"
"","9040","3","","9","","","","93","",""
"","9041","1","","9","","1","psy_item01_up_loop","3","","0.2"
"","9042","119931","","9","","1","psy_miyako_thinking4","3","","0.2"
"","9043","vo_minigame_1008","","9","0","0","vo_minigame_1008_drama_0904","21","",""
"0.5","9044","119931","0","9","1","5","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","11","0","0"
"","9045","6","","9","","","1","93","",""
"","9046","119931","","9","","1","psy_miyako_talk4","3","","0.2"
"","9047","9044","","9","","","","91","",""
"","9048","0","","9","","","0","22","",""
"","9049","1","","9","","","","93","",""
"","9050","0","","9","","","","91","",""
"psy_miyako_idle","10001","1","0","10","-300","100","119931","1","-200","1.7"
"psy_idle_normal","10002","1","1","10","1000","100","1","5","-220","1.7"
"","10003","1","","10","0","0","11","31","1","1"
"","10004","2","","10","","","","93","",""
"","10005","1","","10","","1","psy_item02_run","3","","0.2"
"","10006","1","","10","3","-220","185","2","0",""
"","10007","3","","10","","","","93","",""
"","10008","1","0","10","psy_item02_up_loop","0","psy_item02_up","3","1","0.2"
"","10009","0.5","","10","","","","93","",""
"","10010","ヒントになりそうなものだよ。","","10","","0","10011","103","",""
"","10011","119931","","10","","1","psy_miyako_anger3","3","","0.2"
"","10012","vo_minigame_1008","","10","0","0","vo_minigame_1008_drama_1001","21","",""
"0.5","10013","119931","0","10","1","5","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","11","0","0"
"","10014","4","","10","","","1","93","",""
"","10015","119931","","10","","1","psy_miyako_talk2","3","","0.2"
"","10016","2.5","","10","","","1","93","",""
"","10017","119931","","10","","1","psy_miyako_talk_joy1","3","","0.2"
"","10018","10013","","10","","","","91","",""
"","10019","0","","10","","","0","22","",""
"","10020","119931","","10","","1","psy_miyako_thinking1","3","","0.2"
"","10021","vo_minigame_1008","","10","0","0","vo_minigame_1008_drama_1002","21","",""
"0.5","10022","119931","0","10","1","5","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","11","0","0"
"","10023","0","","10","","","","91","",""
"","10024","0","","10","","","0","22","",""
"0","10025","1","0","10","0","3","6","12","0","0"
"","10026","1","","10","","1","psy_item02_up_loop_talk","3","","0.2"
"","10027","3","","10","","","","93","",""
"","10028","1","","10","","1","psy_item02_up_loop","3","","0.2"
"","10029","119931","","10","","1","psy_miyako_sad1","3","","0.2"
"","10030","vo_minigame_1008","","10","0","0","vo_minigame_1008_drama_1003","21","",""
"0.5","10031","119931","0","10","1","6","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","11","0","0"
"","10032","3","","10","","","1","93","",""
"","10033","119931","","10","","1","psy_miyako_anger2","3","","0.2"
"","10034","10031","","10","","","","91","",""
"","10035","0","","10","","","0","22","",""
"","10036","1","","10","","","","93","",""
"","10037","0","","10","","","","91","",""
"psy_miyako_idle","11001","1","0","11","-300","100","119931","1","-200","1.7"
"psy_idle_normal","11002","1","1","11","1000","100","1","5","-220","1.7"
"","11003","1","","11","0","0","11","31","1","1"
"","11004","2","","11","","","","93","",""
"","11005","1","","11","","1","psy_item03_run","3","","0.2"
"","11006","1","","11","3","-220","185","2","0",""
"","11007","3","","11","","","","93","",""
"","11008","1","0","11","psy_item03_up_loop","0","psy_item03_up","3","1","0.2"
"","11009","0.5","","11","","","","93","",""
"","11010","ヒントになりそうなものだよ。","","11","","0","11011","103","",""
"","11011","119931","","11","","1","psy_miyako_talk3","3","","0.2"
"","11012","vo_minigame_1008","","11","0","0","vo_minigame_1008_drama_1101","21","",""
"1","11013","119931","0","11","1","6","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","0","0"
"","11014","4","","11","","","1","93","",""
"","11015","119931","","11","","1","psy_miyako_panic3","3","","0.2"
"","11016","11013","","11","","","","91","",""
"","11017","0","","11","","","0","22","",""
"","11018","119931","","11","","1","psy_miyako_thinking1","3","","0.2"
"","11019","vo_minigame_1008","","11","0","0","vo_minigame_1008_drama_1102","21","",""
"0.5","11020","119931","0","11","1","6","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","0","0"
"","11021","0","","11","","","","91","",""
"","11022","0","","11","","","0","22","",""
"","11023","台本とシフト表","","11","","0","11024","103","",""
"","11024","119931","","11","","1","psy_miyako_talk4","3","","0.2"
"","11025","vo_minigame_1008","","11","0","0","vo_minigame_1008_drama_1103","21","",""
"0.5","11026","119931","0","11","1","6","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","0","0"
"","11027","0","","11","","","","91","",""
"","11028","0","","11","","","0","22","",""
"","11029","119931","","11","","1","psy_miyako_sad1","3","","0.2"
"","11030","vo_minigame_1008","","11","0","0","vo_minigame_1008_drama_1104","21","",""
"0.5","11031","119931","0","11","1","6","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","0","0"
"","11032","0","","11","","","","91","",""
"","11033","0","","11","","","0","22","",""
"","11034","119931","","11","","1","psy_miyako_talk_joy1","3","","0.2"
"","11035","vo_minigame_1008","","11","0","0","vo_minigame_1008_drama_1105","21","",""
"0.5","11036","119931","0","11","1","6","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","0","0"
"","11037","5","","11","","","1","93","",""
"","11038","119931","0","11","psy_miyako_doya_loop","0","psy_miyako_doya_in","3","1","0.2"
"","11039","11036","","11","","","","91","",""
"","11040","0","","11","","","0","22","",""
"","11041","1.5","","11","","","","93","",""
"","11042","0","","11","","","","91","",""
