350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053
"20202","","","","103","13","118511","","","1202020001",""
"20202","travel_topdrama_r_2000_talk_smile_loop","0","","travel_topdrama_r_2000_talk_smile_in","3","118511","","0.2","1202020002","1"
"20202","0","0","","vo_travel_talk_20020_00","21","vo_travel_talk","","","1202020003",""
"20202","1","10","0","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","11","118511","0","0","1202020004","1"
"20202","","","","","91","0","","","1202020005",""
"20202","travel_topdrama_r_2000_talk_wish_loop_joy","0","","travel_topdrama_r_2000_talk_wish_in_joy","3","118511","","0.2","1202020006","1"
"20202","0","0","","vo_travel_talk_20020_01","21","vo_travel_talk","","","1202020007",""
"20202","1","10","0","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","11","118511","0","0","1202020008","1"
"20202","","","","","91","0","","","1202020009",""
"20202","","1","","travel_topdrama_r_2000_idle_wish_joy","3","118511","","0.2","1202020010",""
"20202","","","","","112","","","","1202020011",""
"20202","","","","","91","0","","","1202020012",""
"20211","42","101","1","101411","1","1","travel_topdrama_r_2000_idle_sad","0.8","1202110001","-68"
"20211","42","103","1","3","5","3","travel_topdrama_r_2012_empty","0.8","1202110002","-68"
"20211","-42","102","0","104311","1","1","travel_topdrama_r_2000_idle_cool_surprise","0.8","1202110003","-68"
"20211","-42","104","0","4","5","3","travel_topdrama_r_2012_empty","0.8","1202110004","-68"
"20211","0","110","0","0","5","0","mana","1","1202110005","-75"
"20211","","","","","91","0","","","1202110006",""
"20211","","","","0","93","10","","","1202110007",""
"20211","","","","","101","1202110007","","","1202110008",""
"20211","","0","","none","3","0","","0","1202110009",""
"20211","","","","","91","0","","","1202110010",""
"20212","","","","103","13","101411","","","1202120001",""
"20212","","","","104","13","104311","","","1202120002",""
"20212","","1","","travel_topdrama_r_2000_talk_sad_loop","3","101411","","0.2","1202120003",""
"20212","0","0","","vo_travel_talk_20021_00","21","vo_travel_talk","","","1202120004",""
"20212","1","10","0","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","11","101411","0","0","1202120005","1"
"20212","","","","","91","0","","","1202120006",""
"20212","","1","","travel_topdrama_r_2000_idle_sad","3","101411","","0.2","1202120007",""
"20212","travel_topdrama_r_2000_talk_cool_loop_normal2","0","0","travel_topdrama_r_2000_talk_cool_in_normal2","3","104311","","0.2","1202120008","1"
"20212","0","0","","vo_travel_talk_20021_01","21","vo_travel_talk","","","1202120009",""
"20212","1","10","0","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","11","104311","0","0","1202120010","1"
"20212","","","","","91","0","","","1202120011",""
"20212","travel_topdrama_r_2000_eat_idle","0","0","travel_topdrama_r_2000_eat_in","3","104311","","0.2","1202120012","1"
"20212","travel_topdrama_r_2000_eat_idle","0","0","travel_topdrama_r_2000_eat_in","3","3","","0.2","1202120013","1"
"20212","","0","","travel_topdrama_r_2000_eat_in","3","101411","","0.2","1202120014",""
"20212","","0","","travel_topdrama_r_2000_eat_in","3","4","","0.2","1202120015",""
"20212","","","","","91","0","","","1202120016",""
"20212","","1","","travel_topdrama_r_2000_eat_talk","3","101411","","0","1202120017",""
"20212","","1","","travel_topdrama_r_2000_eat_talk","3","4","","0","1202120018",""
"20212","0","0","","vo_travel_talk_20021_02","21","vo_travel_talk","","","1202120019",""
"20212","1","10","0","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","11","101411","0","0","1202120020","1"
"20212","","","","","91","0","","","1202120021",""
"20212","","1","","travel_topdrama_r_2000_eat_idle","3","101411","","0.2","1202120022",""
"20212","","1","","travel_topdrama_r_2000_eat_idle","3","4","","0.2","1202120023",""
"20212","","","","","112","","","","1202120024",""
"20212","","","","","91","0","","","1202120025",""
"20221","42","101","1","102111","1","1","travel_topdrama_r_2000_idle_smile","0.8","1202210001","-68"
"20221","-42","102","0","102311","1","1","travel_topdrama_r_2000_idle_smile_normal","0.8","1202210002","-68"
"20221","-100","103","0","3","5","3","travel_topdrama_r_2022_pukici","0.8","1202210003","-68"
"20221","0","110","0","0","5","0","mana","1","1202210004","-75"
"20221","","","","","91","0","","","1202210005",""
"20221","","","","0","93","10","","","1202210006",""
"20221","","","","","101","1202210006","","","1202210007",""
"20221","","0","","none","3","0","","0","1202210008",""
"20221","","","","","91","0","","","1202210009",""
"20222","","","","103","13","102111","","","1202220001",""
"20222","","","","104","13","102311","","","1202220002",""
"20222","","","","105","13","3","","","1202220003",""
"20222","travel_topdrama_r_2000_talk_sad_loop_dere","0","","travel_topdrama_r_2000_talk_sad_in_dere","3","102111","","0.2","1202220004","1"
"20222","0","0","","vo_travel_talk_20022_00","21","vo_travel_talk","","","1202220005",""
"20222","1","10","0","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","11","102111","0","0","1202220006","1"
"20222","","","","","91","0","","","1202220007",""
"20222","","1","","travel_topdrama_r_2000_idle_sad_joy","3","102111","","0.2","1202220008",""
"20222","travel_topdrama_r_2000_talk_kyapi_loop","0","0.2","travel_topdrama_r_2000_talk_kyapi_in","3","102311","","0.2","1202220009","1"
"20222","0","0","","vo_travel_talk_20022_01","21","vo_travel_talk","","","1202220010",""
"20222","1","10","0","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","11","102311","0","0","1202220011","1"
"20222","","","","","91","0","","","1202220012",""
"20222","","1","","travel_topdrama_r_2000_talk_smile_loop","3","102311","","0.2","1202220013",""
"20222","","1","","travel_topdrama_r_2000_talk_sad_loop_dere","3","102111","","0.2","1202220014",""
"20222","","1","","travel_topdrama_r_2022_laugh","3","3","","0","1202220015",""
"20222","0","0","","vo_travel_talk_20022_02","21","vo_travel_talk","","","1202220016",""
"20222","1","10","0","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","11","3","0","0","1202220017","1"
"20222","","","","","91","0","","","1202220018",""
"20222","","","","","112","","","","1202220019",""
"20222","","","","","91","0","","","1202220020",""
"20231","42","101","1","104811","1","1","travel_topdrama_r_2000_idle_doya","0.8","1202310001","-68"
"20231","-42","102","0","104611","1","1","travel_topdrama_r_2000_idle_sad_surprise","0.8","1202310002","-68"
"20231","0","110","0","0","5","0","mana","1","1202310003","-75"
"20231","","","","","91","0","","","1202310004",""
"20231","","","","0","93","10","","","1202310005",""
"20231","","","","","101","1202310005","","","1202310006",""
"20231","","0","","none","3","0","","0","1202310007",""
"20231","","","","","91","0","","","1202310008",""
"20232","","","","103","13","104811","","","1202320001",""
"20232","","","","104","13","104611","","","1202320002",""
"20232","travel_topdrama_r_2000_talk_doya_loop_faceAnger","0","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","3","104811","","0.2","1202320003","1"
"20232","0","0","","vo_travel_talk_20023_00","21","vo_travel_talk","","","1202320004",""
"20232","1","10","0","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","11","104811","0","0","1202320005","1"
"20232","","","","","91","0","","","1202320006",""
"20232","","1","","travel_topdrama_r_2000_idle_doya_anger","3","104811","","0.2","1202320007",""
"20232","travel_topdrama_r_2000_talk_kyapi_loop_dere2","0","0","travel_topdrama_r_2000_talk_kyapi_in_dere2","3","104611","","0.2","1202320008","1"
"20232","0","0","","vo_travel_talk_20023_01","21","vo_travel_talk","","","1202320009",""
"20232","1","10","0","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","11","104611","0","0","1202320010","1"
"20232","","","","","91","0","","","1202320011",""
"20232","","1","","travel_topdrama_r_2000_idle_sleep","3","104611","","0.2","1202320012",""
"20232","","1","0","travel_topdrama_r_2000_talk_normal_surprise","3","104811","","0.2","1202320013",""
"20232","0","0","","vo_travel_talk_20023_02","21","vo_travel_talk","","","1202320014",""
"20232","1","10","0","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","11","104811","0","0","1202320015","1"
"20232","","","","","91","0","","","1202320016",""
"20232","","0","","travel_topdrama_r_2000_talk_guts_in","3","104811","","0.2","1202320017","1"
"20232","","","","","91","0","","","1202320018",""
"20232","","1","","travel_topdrama_r_2000_talk_guts_loop","3","104811","","0","1202320019",""
"20232","","","","0","93","1","","","1202320020",""
"20232","","","","","112","","","","1202320021",""
"20232","","","","","91","0","","","1202320022",""
"20241","42","101","1","102711","1","1","travel_topdrama_r_2000_idle_memory_blink","0.8","1202410001","-68"
"20241","-42","102","0","105111","1","1","travel_topdrama_r_2000_idle_normal","0.8","1202410002","-68"
"20241","0","110","0","0","5","0","mana","1","1202410003","-75"
"20241","","","","","91","0","","","1202410004",""
"20241","","","","0","93","10","","","1202410005",""
"20241","","","","","101","1202410005","","","1202410006",""
"20241","","0","","none","3","0","","0","1202410007",""
"20241","","","","","91","0","","","1202410008",""
"20242","","","","103","13","102711","","","1202420001",""
"20242","","","","104","13","105111","","","1202420002",""
"20242","","1","","travel_topdrama_r_2000_talk_wish_loop","3","102711","","0.2","1202420003",""
"20242","0","0","","vo_travel_talk_20024_00","21","vo_travel_talk","","","1202420004",""
"20242","1","10","0","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","11","102711","0","0","1202420005","1"
"20242","","","","","91","0","","","1202420006",""
"20242","","1","","travel_topdrama_r_2000_idle_wish_joy","3","102711","","0.2","1202420007",""
"20242","travel_topdrama_r_2000_humu_loop","0","0","travel_topdrama_r_2000_humu_in","3","105111","","0.2","1202420008","1"
"20242","0","0","","vo_travel_talk_20024_01","21","vo_travel_talk","","","1202420009",""
"20242","1","10","0","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","11","105111","0","0","1202420010","1"
"20242","","","","","91","0","","","1202420011",""
"20242","","1","","travel_topdrama_r_2000_humu_loop_shy","3","105111","","0.2","1202420012",""
"20242","","1","","travel_topdrama_r_2000_talk_sad_loop_doya","3","102711","","0.2","1202420013",""
"20242","0","0","","vo_travel_talk_20024_02","21","vo_travel_talk","","","1202420014",""
"20242","1","10","0","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","11","102711","0","0","1202420015","1"
"20242","","","","","91","0","","","1202420016",""
"20242","","1","","travel_topdrama_r_2000_idle_sad_nervous","3","102711","","0.2","1202420017",""
"20242","","","","","112","","","","1202420018",""
"20242","","","","","91","0","","","1202420019",""
"20251","42","101","1","100511","1","1","travel_topdrama_r_2000_hop_loop","0.8","1202510001","-68"
"20251","-42","102","0","103711","1","1","travel_topdrama_r_2000_idle_doya_talkJoy1R","0.8","1202510002","-68"
"20251","0","110","0","0","5","0","mana","1","1202510003","-75"
"20251","","","","","91","0","","","1202510004",""
"20251","","","","0","93","10","","","1202510005",""
"20251","","","","","101","1202510005","","","1202510006",""
"20251","","0","","none","3","0","","0","1202510007",""
"20251","","","","","91","0","","","1202510008",""
"20252","","","","103","13","100511","","","1202520001",""
"20252","","","","104","13","103711","","","1202520002",""
"20252","travel_topdrama_r_2000_hop_loop","0","","travel_topdrama_r_2000_hop_in","3","100511","","0.2","1202520003","1"
"20252","0","0","","vo_travel_talk_20025_00","21","vo_travel_talk","","","1202520004",""
"20252","1","10","0","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","11","100511","0","0","1202520005","1"
"20252","","","","","91","0","","","1202520006",""
"20252","","1","","travel_topdrama_r_2000_hop_idle","3","100511","","0.2","1202520007",""
"20252","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","3","103711","","0.2","1202520008","1"
"20252","0","0","","vo_travel_talk_20025_01","21","vo_travel_talk","","","1202520009",""
"20252","1","10","0","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","11","103711","0","0","1202520010","1"
"20252","","","","","91","0","","","1202520011",""
"20252","travel_topdrama_r_2000_tomo_henshin_loop","0","0","travel_topdrama_r_2000_tomo_henshin_in","3","103711","","0.1","1202520012","1"
"20252","travel_topdrama_r_2000_matsuri_eieio_loop","0","0.2","travel_topdrama_r_2000_matsuri_eieio_in","3","100511","","0.2","1202520013","1"
"20252","0","0","","vo_travel_talk_20025_02","21","vo_travel_talk","","","1202520014",""
"20252","1","10","0","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","11","100511","0","0","1202520015","1"
"20252","","","","","91","0","","","1202520016",""
"20252","","","","","112","","","","1202520017",""
"20252","","","","","91","0","","","1202520018",""
"20261","0","101","1","105911","1","1","travel_topdrama_r_2000_idle_wish_joy","0.8","1202610001","-68"
"20261","0","110","0","0","5","0","mana","1","1202610002","-75"
"20261","","","","","91","0","","","1202610003",""
"20261","","","","0","93","10","","","1202610004",""
"20261","","","","","101","1202610004","","","1202610005",""
"20261","","0","","none","3","0","","0","1202610006",""
"20261","","","","","91","0","","","1202610007",""
"20262","","","","103","13","105911","","","1202620001",""
"20262","travel_topdrama_r_2000_talk_surprise_loop","0","0","travel_topdrama_r_2000_wishToSurprise","3","105911","","0.1","1202620002","1"
"20262","0","0","","vo_travel_talk_20026_00","21","vo_travel_talk","","","1202620003",""
"20262","1","10","0","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","11","105911","0","0","1202620004","1"
"20262","","","","","91","0","","","1202620005",""
"20262","","1","","travel_topdrama_r_2000_talk_wish_loop","3","105911","","0.2","1202620006",""
"20262","0","0","","vo_travel_talk_20026_01","21","vo_travel_talk","","","1202620007",""
"20262","1","10","0","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","11","105911","0","0","1202620008","1"
"20262","","","","","91","0","","","1202620009",""
"20262","","","","","112","","","","1202620010",""
"20262","","","","","91","0","","","1202620011",""
"20271","0","101","1","123011","1","1","travel_topdrama_r_2000_ames_idle_normal","0.8","1202710001","-68"
"20271","0","110","0","0","5","0","mana","1","1202710002","-75"
"20271","","","","","91","0","","","1202710003",""
"20271","","","","0","93","10","","","1202710004",""
"20271","","","","","101","1202710004","","","1202710005",""
"20271","","0","","none","3","0","","0","1202710006",""
"20271","","","","","91","0","","","1202710007",""
"20272","","","","103","13","123011","","","1202720001",""
"20272","travel_topdrama_r_2000_ames_talk_wish_loop","0","0","travel_topdrama_r_2000_ames_talk_wish_in","3","123011","","0.2","1202720002","1"
"20272","0","0","","vo_travel_talk_20027_00","21","vo_travel_talk","","","1202720003",""
"20272","1","10","0","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","11","123011","0","0","1202720004","1"
"20272","","","","","91","0","","","1202720005",""
"20272","","1","","travel_topdrama_r_2000_ames_talk_yareyare","3","123011","","0.2","1202720006",""
"20272","0","0","","vo_travel_talk_20027_01","21","vo_travel_talk","","","1202720007",""
"20272","1","10","0","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","11","123011","0","0","1202720008","1"
"20272","","","","","91","0","","","1202720009",""
"20272","","1","","travel_topdrama_r_2000_ames_idle_yareyare","3","123011","","0.2","1202720010",""
"20272","","","","","112","","","","1202720011",""
"20272","","","","","91","0","","","1202720012",""
"20281","42","101","1","106811","1","1","travel_topdrama_r_2000_idle_cool","0.8","1202810001","-68"
"20281","-42","102","0","106911","1","1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","0.8","1202810002","-68"
"20281","0","110","0","0","5","0","mana","1","1202810003","-75"
"20281","","","","","91","0","","","1202810004",""
"20281","","","","0","93","10","","","1202810005",""
"20281","","","","","101","1202810005","","","1202810006",""
"20281","","0","","none","3","0","","0","1202810007",""
"20281","","","","","91","0","","","1202810008",""
"20282","","","","103","13","106811","","","1202820001",""
"20282","","","","104","13","106911","","","1202820002",""
"20282","travel_topdrama_r_2000_talk_cool_loop","0","0","travel_topdrama_r_2000_talk_cool_in","3","106811","","0.2","1202820003","1"
"20282","0","0","","vo_travel_talk_20028_00","21","vo_travel_talk","","","1202820004",""
"20282","1","10","0","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","11","106811","0","0","1202820005","1"
"20282","","","","","91","0","","","1202820006",""
"20282","","1","","travel_topdrama_r_2000_idle_cool","3","106811","","0.2","1202820007",""
"20282","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","0","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","3","106911","","0.2","1202820008","1"
"20282","0","0","","vo_travel_talk_20028_01","21","vo_travel_talk","","","1202820009",""
"20282","1","10","0","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","11","106911","0","0","1202820010","1"
"20282","","","","","91","0","","","1202820011",""
"20282","","1","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","3","106911","","0.2","1202820012",""
"20282","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","3","106811","","0.2","1202820013","1"
"20282","0","0","","vo_travel_talk_20028_02","21","vo_travel_talk","","","1202820014",""
"20282","1","10","0","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","11","106811","0","0","1202820015","1"
"20282","","","","","91","0","","","1202820016",""
"20282","","1","","travel_topdrama_r_2000_idle_arm_crossed","3","106811","","0.2","1202820017",""
"20282","","","","","112","","","","1202820018",""
"20282","","","","","91","0","","","1202820019",""
"30011","-17.5","51","0","1000001","1","1","travel_topdrama_r_3001_idle_B","0.8","1300110001","-75.6"
"30011","-17.5","50","0","12","5","1","travel_topdrama_r_3001_idle_B","0.8","1300110002","-75.6"
"30011","31.4","49","0","1000002","1","1","travel_topdrama_r_3001_idle_A","0.8","1300110003","-56.1"
"30011","31.4","48","0","11","5","1","travel_topdrama_r_3001_idle_A","0.8","1300110004","-56.1"
"30011","31.4","49","0","13","5","2","travel_topdrama_r_3001_idle_A","0.8","1300110005","-56.1"
"30011","0","110","","0","5","0","normal","1","1300110006","-88"
"30011","-43.7","-30.3","","300101","31","300101","","1","1300110007","0.5"
"30011","-110","260","","300103","31","300103","","1","1300110008","1"
"30011","-127","215","","300111","31","300111","","1","1300110009","1"
"30011","","","","0","91","0","","","1300110010",""
"30011","","0","0","travel_topdrama_r_3001_idle_B","3","1000001","","0","1300110011",""
"30011","","0","0","travel_topdrama_r_3001_idle_B","3","12","","0","1300110012",""
"30011","","0","0","travel_topdrama_r_3001_idle_A","3","1000002","","0","1300110013",""
"30011","","0","0","travel_topdrama_r_3001_idle_A","3","11","","0","1300110014",""
"30011","","","","0","93","1.7","","","1300110015",""
"30011","","","","0","101","1300110011","","","1300110016",""
"30011","","0","","none","3","0","","0","1300110017",""
"30011","","","","0","91","0","","","1300110018",""
"30012","-110","260","","300106","31","300106","","0","1300120001","1"
"30012","-110","260","","300108","31","300108","","0","1300120002","1"
"30012","92.6","17.3","","300100","31","300100","","0","1300120003","0.4"
"30012","92.6","0","","300104","31","300104","","0","1300120004","0.4"
"30012","","","","","91","0","","","1300120005",""
"30012","","1","","travel_topdrama_r_3001_idle_A","3","1000002","","0.5","1300120006",""
"30012","","1","","travel_topdrama_r_3001_idle_A","3","11","","0.5","1300120007",""
"30012","","1","","travel_topdrama_r_3001_idle_B","3","1000001","","0.5","1300120008",""
"30012","","1","","travel_topdrama_r_3001_idle_B","3","12","","0.5","1300120009",""
"30012","","","","0","93","0.2","","","1300120010",""
"30012","","","","1","32","300100","","","1300120011",""
"30012","","","","0","93","2","","","1300120012",""
"30012","","","","0","32","300103","","","1300120013",""
"30012","","","","1","32","300108","","","1300120014",""
"30012","","","","1","32","300106","","","1300120015",""
"30012","","0","","se_travel_top_fishing_hit","23","se_travel_top","","","1300120016",""
"30012","","0","","travel_topdrama_r_3001_1_01_A","3","1000002","","0","1300120017",""
"30012","","0","","travel_topdrama_r_3001_1_01_A","3","11","","0","1300120018",""
"30012","","0","","travel_topdrama_r_3001_1_01_B","3","1000001","","0.5","1300120019",""
"30012","","0","","travel_topdrama_r_3001_1_01_B","3","12","","0.5","1300120020",""
"30012","","","","","91","0","","","1300120021",""
"30012","","","","0","32","300108","","","1300120022",""
"30012","","0","","travel_topdrama_r_3001_1_02_A","3","1000002","","0","1300120023",""
"30012","","0","","travel_topdrama_r_3001_1_02_A","3","11","","0","1300120024",""
"30012","","0","","travel_topdrama_r_3001_1_02_B","3","1000001","","0.2","1300120025",""
"30012","","0","","travel_topdrama_r_3001_1_02_B","3","12","","0.2","1300120026",""
"30012","","","","0","93","1","","","1300120027",""
"30012","","","","0","32","300100","","","1300120028",""
"30012","","","","","91","0","","","1300120029",""
"30012","-110","260","","300107","31","300107","","1","1300120030","1"
"30012","","0","","se_travel_top_fishing_appear_box","23","se_travel_top","","","1300120031",""
"30012","","0","","travel_topdrama_r_3001_1_03_A","3","1000002","","","1300120032",""
"30012","","0","","travel_topdrama_r_3001_1_03_A","3","11","","","1300120033",""
"30012","","0","","travel_topdrama_r_3001_1_03_A","3","13","","","1300120034",""
"30012","","0","","travel_topdrama_r_3001_1_03_B","3","1000001","","","1300120035",""
"30012","travel_topdrama_r_3001_1_03_B_loop","0","","travel_topdrama_r_3001_1_03_B","3","12","","0.2","1300120036","1"
"30012","","","","0","93","0.8","","","1300120037",""
"30012","","","","0","32","300106","","","1300120038",""
"30012","","","","","111","","","","1300120039",""
"30012","","","","","91","0","","","1300120040",""
"30021","-17.5","51","0","1000001","1","1","travel_topdrama_r_3001_idle_B","0.8","1300210001","-75.6"
"30021","-17.5","50","0","12","5","1","travel_topdrama_r_3001_idle_B","0.8","1300210002","-75.6"
"30021","31.4","49","0","1000002","1","1","travel_topdrama_r_3001_idle_A","0.8","1300210003","-56.1"
"30021","31.4","48","0","11","5","1","travel_topdrama_r_3001_idle_A","0.8","1300210004","-56.1"
"30021","31.4","49","0","13","5","2","travel_topdrama_r_3001_idle_A","0.8","1300210005","-56.1"
"30021","0","110","","0","5","0","normal","1","1300210006","-88"
"30021","-43.7","-30.3","","300201","31","300201","","1","1300210007","0.5"
"30021","-110","260","","300203","31","300203","","1","1300210008","1"
"30021","-127","215","","300211","31","300211","","1","1300210009","1"
"30021","","","","0","91","0","","","1300210010",""
"30021","","0","0","travel_topdrama_r_3001_idle_B","3","1000001","","0","1300210011",""
"30021","","0","0","travel_topdrama_r_3001_idle_B","3","12","","0","1300210012",""
"30021","","0","0","travel_topdrama_r_3001_idle_A","3","1000002","","0","1300210013",""
"30021","","0","0","travel_topdrama_r_3001_idle_A","3","11","","0","1300210014",""
"30021","","","","0","93","1.7","","","1300210015",""
"30021","","","","0","101","1300210011","","","1300210016",""
"30021","","0","","none","3","0","","0","1300210017",""
"30021","","","","0","91","0","","","1300210018",""
"30022","-110","260","","300206","31","300206","","0","1300220001","1"
"30022","-110","260","","300208","31","300208","","0","1300220002","1"
"30022","92.6","17.3","","300200","31","300200","","0","1300220003","0.4"
"30022","92.6","0","","300204","31","300204","","0","1300220004","0.4"
"30022","","","","","91","0","","","1300220005",""
"30022","","1","","travel_topdrama_r_3001_idle_A","3","1000002","","0.5","1300220006",""
"30022","","1","","travel_topdrama_r_3001_idle_A","3","11","","0.5","1300220007",""
"30022","","1","","travel_topdrama_r_3001_idle_B","3","1000001","","0.5","1300220008",""
"30022","","1","","travel_topdrama_r_3001_idle_B","3","12","","0.5","1300220009",""
"30022","","","","0","93","0.2","","","1300220010",""
"30022","","","","1","32","300200","","","1300220011",""
"30022","","","","0","93","2","","","1300220012",""
"30022","","","","0","32","300203","","","1300220013",""
"30022","","","","1","32","300208","","","1300220014",""
"30022","","","","1","32","300206","","","1300220015",""
"30022","","0","","se_travel_top_fishing_hit","23","se_travel_top","","","1300220016",""
"30022","","0","","travel_topdrama_r_3001_1_01_A","3","1000002","","0","1300220017",""
"30022","","0","","travel_topdrama_r_3001_1_01_A","3","11","","0","1300220018",""
"30022","","0","","travel_topdrama_r_3001_1_01_B","3","1000001","","0.5","1300220019",""
"30022","","0","","travel_topdrama_r_3001_1_01_B","3","12","","0.5","1300220020",""
"30022","","","","","91","0","","","1300220021",""
"30022","","","","0","32","300208","","","1300220022",""
"30022","","0","","travel_topdrama_r_3001_1_02_A","3","1000002","","0","1300220023",""
"30022","","0","","travel_topdrama_r_3001_1_02_A","3","11","","0","1300220024",""
"30022","","0","","travel_topdrama_r_3001_1_02_B","3","1000001","","0.2","1300220025",""
"30022","","0","","travel_topdrama_r_3001_1_02_B","3","12","","0.2","1300220026",""
"30022","","","","0","93","1","","","1300220027",""
"30022","","","","0","32","300200","","","1300220028",""
"30022","","","","","91","0","","","1300220029",""
"30022","-110","260","","300107","31","300207","","1","1300220030","1"
"30022","","0","","se_travel_top_fishing_appear_silverbox","23","se_travel_top","","","1300220031",""
"30022","","0","","travel_topdrama_r_3001_1_03_A","3","1000002","","","1300220032",""
"30022","","0","","travel_topdrama_r_3002_03_A","3","11","","","1300220033",""
"30022","","0","","travel_topdrama_r_3002_03_A","3","13","","","1300220034",""
"30022","","0","","travel_topdrama_r_3001_1_03_B","3","1000001","","","1300220035",""
"30022","travel_topdrama_r_3001_1_03_B_loop","0","","travel_topdrama_r_3001_1_03_B","3","12","","0.2","1300220036","1"
"30022","","","","0","93","0.8","","","1300220037",""
"30022","","","","0","32","300206","","","1300220038",""
"30022","","","","","111","","","","1300220039",""
"30022","","","","","91","0","","","1300220040",""
"30031","-17.5","51","0","1000001","1","1","travel_topdrama_r_3001_idle_B","0.8","1300310001","-75.6"
"30031","-17.5","50","0","12","5","1","travel_topdrama_r_3001_idle_B","0.8","1300310002","-75.6"
"30031","31.4","49","0","1000002","1","1","travel_topdrama_r_3001_idle_A","0.8","1300310003","-56.1"
"30031","31.4","48","0","11","5","1","travel_topdrama_r_3001_idle_A","0.8","1300310004","-56.1"
"30031","-170","52","0","15","5","4","travel_topdrama_r_3001_none","0.85","1300310005","-20"
"30031","0","110","","0","5","0","normal","1","1300310006","-88"
"30031","-43.7","-30.3","","300301","31","300301","","1","1300310007","0.5"
"30031","-110","260","","300303","31","300303","","1","1300310008","1"
