e75211ac30e3d0a6474986e6d50cc430b667e14051c85baccec930f31f2ef743,1e70caef1dcd5bcf10d22e699d13fe429d862e1bf3bde85b8a612ddd60bbccb8,8dac5b4003396bc2d79ab94554b17a3f382dd7e57c29d4df99472263fe16dec5,905916bb0210159e5863068caa974abefcf46dbd361a5bef599ede25f25e91f8,efc0229154b03aac32f988961b8ef311fa09ee427e5df9ebe3184fea41fda01b,7a2341af162b07b755f0e8c5dd0267c2c3d455d5bef7a6e72492f4c56c3dc121
"848","10201493","1","56011493","15","1003"
"849","91002","50","56011493","8","0"
"850","10201494","1","56011494","15","1003"
"851","91002","100","56011494","8","0"
"852","10201495","1","56011495","15","1001"
"853","10201496","1","56011496","15","1002"
"854","10201497","1","56011497","15","1003"
"855","91002","50","56011497","8","0"
"856","10201498","1","56011498","15","1001"
"857","10201499","1","56011499","15","1002"
"858","10201500","1","56011500","15","1003"
"859","91002","50","56011500","8","0"
"860","10201501","1","56011501","15","1001"
"861","10201502","1","56011502","15","1002"
"862","10201503","1","56011503","15","1003"
"863","91002","50","56011503","8","0"
"864","10201504","1","56011504","15","1003"
"865","91002","100","56011504","8","0"
"867","10201505","1","56011505","15","1001"
"868","10201506","1","56011506","15","1002"
"869","10201507","1","56011507","15","1003"
"870","91002","50","56011507","8","0"
"871","10201508","1","56011508","15","1001"
"872","10201509","1","56011509","15","1002"
"873","10201510","1","56011510","15","1003"
"874","91002","50","56011510","8","0"
"875","10201511","1","56011511","15","1001"
"876","10201512","1","56011512","15","1002"
"877","10201513","1","56011513","15","1003"
"878","91002","50","56011513","8","0"
"879","10201514","1","56011514","15","1003"
"880","91002","100","56011514","8","0"
"881","10201515","1","56011515","15","1001"
"882","10201516","1","56011516","15","1002"
"883","10201517","1","56011517","15","1003"
"884","91002","50","56011517","8","0"
"885","10201518","1","56011518","15","1001"
"886","10201519","1","56011519","15","1002"
"887","10201520","1","56011520","15","1003"
"888","91002","50","56011520","8","0"
"889","10201521","1","56011521","15","1001"
"890","10201522","1","56011522","15","1002"
"891","10201523","1","56011523","15","1003"
"892","91002","50","56011523","8","0"
"893","10201524","1","56011524","15","1003"
"894","91002","100","56011524","8","0"
"895","10201525","1","56011525","15","1001"
"896","10201526","1","56011526","15","1002"
"897","10201527","1","56011527","15","1003"
"898","91002","50","56011527","8","0"
"899","10201528","1","56011528","15","1001"
"900","10201529","1","56011529","15","1002"
"901","10201530","1","56011530","15","1003"
"902","91002","50","56011530","8","0"
"903","10201531","1","56011531","15","1001"
"904","10201532","1","56011532","15","1002"
"905","10201533","1","56011533","15","1003"
"906","91002","50","56011533","8","0"
"907","10201534","1","56011534","15","1001"
"908","10201535","1","56011535","15","1002"
"909","10201536","1","56011536","15","1003"
"910","91002","50","56011536","8","0"
"911","10201537","1","56011537","15","1003"
"912","91002","100","56011537","8","0"
"913","10201538","1","56011538","15","1001"
"914","10201539","1","56011539","15","1002"
"915","10201540","1","56011540","15","1003"
"916","91002","50","56011540","8","0"
"917","10201541","1","56011541","15","1001"
"918","10201542","1","56011542","15","1002"
"919","10201543","1","56011543","15","1003"
"920","91002","50","56011543","8","0"
"921","10201544","1","56011544","15","1001"
"922","10201545","1","56011545","15","1002"
"923","10201546","1","56011546","15","1003"
"924","91002","50","56011546","8","0"
"925","10201547","1","56011547","15","1001"
"926","10201548","1","56011548","15","1002"
"927","10201549","1","56011549","15","1003"
"928","91002","50","56011549","8","0"
"929","10201550","1","56011550","15","1003"
"930","91002","100","56011550","8","0"
"931","10201551","1","56011551","15","1003"
"932","91002","100","56011551","8","0"
"933","10201552","1","56011552","15","1001"
"934","10201553","1","56011553","15","1002"
"935","10201554","1","56011554","15","1003"
"936","91002","50","56011554","8","0"
"937","10201555","1","56011555","15","1001"
"938","10201556","1","56011556","15","1002"
"939","10201557","1","56011557","15","1003"
"940","91002","50","56011557","8","0"
"941","10201558","1","56011558","15","1001"
"942","10201559","1","56011559","15","1002"
"943","10201560","1","56011560","15","1003"
"944","91002","50","56011560","8","0"
"945","11302001","1","51402001","15","1001"
"946","91002","50","51402001","8","0"
"947","11302002","1","51402002","15","1002"
"948","91002","50","51402002","8","0"
"949","11302003","1","51402003","15","1003"
"950","91002","50","51402003","8","0"
"951","10201561","1","56011561","15","1003"
"952","91002","100","56011561","8","0"
"953","10201562","1","56011562","15","1001"
"954","10201563","1","56011563","15","1002"
"955","10201564","1","56011564","15","1003"
"956","91002","50","56011564","8","0"
"957","10201565","1","56011565","15","1001"
"958","10201566","1","56011566","15","1002"
"959","10201567","1","56011567","15","1003"
"960","91002","50","56011567","8","0"
"961","10201568","1","56011568","15","1001"
"962","10201569","1","56011569","15","1002"
"963","10201570","1","56011570","15","1003"
"964","91002","50","56011570","8","0"
"965","10201571","1","56011571","15","1001"
"966","10201572","1","56011572","15","1002"
"967","10201573","1","56011573","15","1003"
"968","91002","50","56011573","8","0"
"969","10201574","1","56011574","15","1003"
"970","91002","100","56011574","8","0"
"971","10201575","1","56011575","15","1001"
"972","10201576","1","56011576","15","1002"
"973","10201577","1","56011577","15","1003"
"974","91002","50","56011577","8","0"
"975","10201578","1","56011578","15","1001"
"976","10201579","1","56011579","15","1002"
"977","10201580","1","56011580","15","1003"
"978","91002","50","56011580","8","0"
"979","10201581","1","56011581","15","1001"
"980","10201582","1","56011582","15","1002"
"981","10201583","1","56011583","15","1003"
"982","91002","50","56011583","8","0"
"983","10201584","1","56011584","15","1001"
"984","10201585","1","56011585","15","1002"
"985","10201586","1","56011586","15","1003"
"986","91002","50","56011586","8","0"
"987","10201587","1","56011587","15","1001"
"988","10201588","1","56011588","15","1002"
"989","10201589","1","56011589","15","1003"
"990","91002","50","56011589","8","0"
"991","10201590","1","56011590","15","1001"
"992","10201591","1","56011591","15","1002"
"993","10201592","1","56011592","15","1003"
"994","91002","50","56011592","8","0"
"995","10201593","1","56011593","15","1001"
"996","10201594","1","56011594","15","1002"
"997","10201595","1","56011595","15","1003"
"998","91002","50","56011595","8","0"
"999","10201596","1","56011596","15","1003"
"1000","91002","100","56011596","8","0"
"1001","10201597","1","56011597","15","1003"
"1002","91002","100","56011597","8","0"
"1003","10201598","1","56011598","15","1003"
"1004","91002","100","56011598","8","0"
"1005","10201599","1","56011599","15","1001"
"1006","10201600","1","56011600","15","1002"
"1007","10201601","1","56011601","15","1003"
"1008","91002","50","56011601","8","0"
"1009","10201602","1","56011602","15","1001"
"1010","10201603","1","56011603","15","1002"
"1011","10201604","1","56011604","15","1003"
"1012","91002","50","56011604","8","0"
"1013","10201605","1","56011605","15","1003"
"1014","91002","100","56011605","8","0"
"1015","10201606","1","56011606","15","1001"
"1016","10201607","1","56011607","15","1002"
"1017","10201608","1","56011608","15","1003"
"1018","91002","50","56011608","8","0"
"1019","10201609","1","56011609","15","1001"
"1020","10201610","1","56011610","15","1002"
"1021","10201611","1","56011611","15","1003"
"1022","91002","50","56011611","8","0"
"1023","10201612","1","56011612","15","1001"
"1024","10201613","1","56011613","15","1002"
"1025","10201614","1","56011614","15","1003"
"1026","91002","50","56011614","8","0"
"1027","10201615","1","56011615","15","1003"
"1028","91002","100","56011615","8","0"
"1029","10201616","1","56011616","15","1001"
"1030","10201617","1","56011617","15","1002"
"1031","10201618","1","56011618","15","1003"
"1032","91002","50","56011618","8","0"
"1033","10201619","1","56011619","15","1001"
"1034","10201620","1","56011620","15","1002"
"1035","10201621","1","56011621","15","1003"
"1036","91002","50","56011621","8","0"
"1037","10201622","1","56011622","15","1001"
"1038","10201623","1","56011623","15","1002"
"1039","10201624","1","56011624","15","1003"
"1040","91002","50","56011624","8","0"
"1041","10201625","1","56011625","15","1003"
"1042","91002","100","56011625","8","0"
"1043","10201626","1","56011626","15","1001"
"1044","10201627","1","56011627","15","1002"
"1045","10201628","1","56011628","15","1003"
"1046","91002","50","56011628","8","0"
"1047","10201629","1","56011629","15","1001"
"1048","10201630","1","56011630","15","1002"
"1049","10201631","1","56011631","15","1003"
"1050","91002","50","56011631","8","0"
"1051","10201632","1","56011632","15","1001"
"1052","10201633","1","56011633","15","1002"
"1053","10201634","1","56011634","15","1003"
"1054","91002","50","56011634","8","0"
"1055","10201635","1","56011635","15","1003"
"1056","91002","100","56011635","8","0"
"1057","10201636","1","56011636","15","1001"
"1058","10201637","1","56011637","15","1002"
"1059","10201638","1","56011638","15","1003"
"1060","91002","50","56011638","8","0"
"1061","10201639","1","56011639","15","1001"
"1062","10201640","1","56011640","15","1002"
"1063","10201641","1","56011641","15","1003"
"1064","91002","50","56011641","8","0"
"1065","10201642","1","56011642","15","1001"
"1066","10201643","1","56011643","15","1002"
"1067","10201644","1","56011644","15","1003"
"1068","91002","50","56011644","8","0"
"1069","10201645","1","56011645","15","1003"
"1070","91002","100","56011645","8","0"
"1071","10201646","1","56011646","15","1001"
"1072","10201647","1","56011647","15","1002"
"1073","10201648","1","56011648","15","1003"
"1074","91002","50","56011648","8","0"
"1075","10201649","1","56011649","15","1001"
"1076","10201650","1","56011650","15","1002"
"1077","10201651","1","56011651","15","1003"
"1078","91002","50","56011651","8","0"
"1079","10201652","1","56011652","15","1001"
"1080","10201653","1","56011653","15","1002"
"1081","10201654","1","56011654","15","1003"
"1082","91002","50","56011654","8","0"
"1083","10201655","1","56011655","15","1003"
"1084","91002","100","56011655","8","0"
"1085","10201656","1","56011656","15","1003"
"1086","91002","100","56011656","8","0"
"1087","10201657","1","56011657","15","1001"
"1088","10201658","1","56011658","15","1002"
"1089","10201659","1","56011659","15","1003"
"1090","91002","50","56011659","8","0"
"1091","10201660","1","56011660","15","1001"
"1092","10201661","1","56011661","15","1002"
"1093","10201662","1","56011662","15","1003"
"1094","91002","50","56011662","8","0"
"1095","10201663","1","56011663","15","1001"
"1096","10201664","1","56011664","15","1002"
"1097","10201665","1","56011665","15","1003"
"1098","91002","50","56011665","8","0"
"1099","10201666","1","56011666","15","1001"
"1100","10201667","1","56011667","15","1002"
"1101","10201668","1","56011668","15","1003"
"1102","91002","50","56011668","8","0"
"1103","10201669","1","56011669","15","1003"
"1104","91002","100","56011669","8","0"
"1105","10201670","1","56011670","15","1001"
"1106","10201671","1","56011671","15","1002"
"1107","10201672","1","56011672","15","1003"
"1108","91002","50","56011672","8","0"
"1109","10201673","1","56011673","15","1001"
"1110","10201674","1","56011674","15","1002"
"1111","10201675","1","56011675","15","1003"
"1112","91002","50","56011675","8","0"
"1113","10201676","1","56011676","15","1003"
"1114","91002","100","56011676","8","0"
"1115","10201677","1","56011677","15","1001"
"1116","10201678","1","56011678","15","1002"
"1117","10201679","1","56011679","15","1003"
"1118","91002","50","56011679","8","0"
"1119","10201680","1","56011680","15","1001"
"1120","10201681","1","56011681","15","1002"
"1121","10201682","1","56011682","15","1003"
"1122","91002","50","56011682","8","0"
"1123","10201683","1","56011683","15","1001"
"1124","10201684","1","56011684","15","1002"
"1125","10201685","1","56011685","15","1003"
"1126","91002","50","56011685","8","0"
"1127","10201686","1","56011686","15","1001"
"1128","10201687","1","56011687","15","1002"
"1129","10201688","1","56011688","15","1003"
"1130","91002","50","56011688","8","0"
"1131","10201689","1","56011689","15","1003"
"1132","91002","100","56011689","8","0"
"1133","10201690","1","56011690","15","1001"
"1134","10201691","1","56011691","15","1002"
"1135","10201692","1","56011692","15","1003"
"1136","91002","50","56011692","8","0"
"1137","10201693","1","56011693","15","1001"
"1138","10201694","1","56011694","15","1002"
"1139","10201695","1","56011695","15","1003"
"1140","91002","50","56011695","8","0"
"1141","10201696","1","56011696","15","1001"
"1142","10201697","1","56011697","15","1002"
"1143","10201698","1","56011698","15","1003"
"1144","91002","50","56011698","8","0"
"1145","10201699","1","56011699","15","1001"
"1146","10201700","1","56011700","15","1002"
"1147","10201701","1","56011701","15","1003"
"1148","91002","50","56011701","8","0"
"1149","11401001","1","51501001","15","1002"
"1150","91002","50","51501001","8","0"
"1151","11401002","1","51502001","15","1003"
"1152","91002","100","51502001","8","0"
"1153","10201702","1","56011702","15","1003"
"1154","91002","100","56011702","8","0"
"1155","10201703","1","56011703","15","1001"
"1156","10201704","1","56011704","15","1002"
"1157","10201705","1","56011705","15","1003"
"1158","91002","50","56011705","8","0"
"1159","10201706","1","56011706","15","1001"
"1160","10201707","1","56011707","15","1002"
"1161","10201708","1","56011708","15","1003"
"1162","91002","50","56011708","8","0"
"1163","10201709","1","56011709","15","1001"
"1164","10201710","1","56011710","15","1002"
"1165","10201711","1","56011711","15","1003"
"1166","91002","50","56011711","8","0"
"1167","10201712","1","56011712","15","1003"
"1168","91002","100","56011712","8","0"
"1169","10201713","1","56011713","15","1001"
"1170","10201714","1","56011714","15","1002"
"1171","10201715","1","56011715","15","1003"
"1172","91002","50","56011715","8","0"
"1173","10201716","1","56011716","15","1001"
"1174","10201717","1","56011717","15","1002"
"1175","10201718","1","56011718","15","1003"
"1176","91002","50","56011718","8","0"
"1177","10201719","1","56011719","15","1001"
"1178","10201720","1","56011720","15","1002"
"1179","10201721","1","56011721","15","1003"
"1180","91002","50","56011721","8","0"
"1182","10201722","1","56011722","15","1003"
"1183","91002","100","56011722","8","0"
"1184","10201723","1","56011723","15","1001"
"1185","10201724","1","56011724","15","1002"
"1186","10201725","1","56011725","15","1003"
"1187","91002","50","56011725","8","0"
"1188","10201726","1","56011726","15","1001"
"1189","10201727","1","56011727","15","1002"
"1190","10201728","1","56011728","15","1003"
"1191","91002","50","56011728","8","0"
"1192","10201729","1","56011729","15","1001"
"1193","10201730","1","56011730","15","1002"
"1194","10201731","1","56011731","15","1003"
"1195","91002","50","56011731","8","0"
"1196","10201732","1","56011732","15","1003"
"1197","91002","100","56011732","8","0"
"1198","10201733","1","56011733","15","1001"
"1199","10201734","1","56011734","15","1002"
"1200","10201735","1","56011735","15","1003"
"1201","91002","50","56011735","8","0"
"1202","10201736","1","56011736","15","1001"
"1203","10201737","1","56011737","15","1002"
"1204","10201738","1","56011738","15","1003"
"1205","91002","50","56011738","8","0"
"1206","10201739","1","56011739","15","1001"
"1207","10201740","1","56011740","15","1002"
"1208","10201741","1","56011741","15","1003"
"1209","91002","50","56011741","8","0"
"1210","10201742","1","56011742","15","1001"
"1211","10201743","1","56011743","15","1002"
"1212","10201744","1","56011744","15","1003"
"1213","91002","50","56011744","8","0"
"1214","10201745","1","56011745","15","1003"
"1215","91002","100","56011745","8","0"
"1216","10201746","1","56011746","15","1001"
"1217","10201747","1","56011747","15","1002"
"1218","10201748","1","56011748","15","1003"
"1219","91002","50","56011748","8","0"
"1220","10201749","1","56011749","15","1001"
"1221","10201750","1","56011750","15","1002"
"1222","10201751","1","56011751","15","1003"
"1223","91002","50","56011751","8","0"
"1224","10201752","1","56011752","15","1003"
"1225","91002","100","56011752","8","0"
"1226","10201753","1","56011753","15","1001"
"1227","10201754","1","56011754","15","1002"
"1228","10201755","1","56011755","15","1003"
"1229","91002","50","56011755","8","0"
"1230","10201756","1","56011756","15","1001"
"1231","10201757","1","56011757","15","1002"
"1232","10201758","1","56011758","15","1003"
"1233","91002","50","56011758","8","0"
"1234","10201759","1","56011759","15","1001"
"1235","10201760","1","56011760","15","1002"
"1236","10201761","1","56011761","15","1003"
"1237","91002","50","56011761","8","0"
"1238","10201762","1","56011762","15","1001"
"1239","10201763","1","56011763","15","1002"
"1240","10201764","1","56011764","15","1003"
"1241","91002","50","56011764","8","0"
"1242","10201765","1","56011765","15","1003"
"1243","91002","100","56011765","8","0"
"1244","10201766","1","56011766","15","1001"
"1245","10201767","1","56011767","15","1002"
"1246","10201768","1","56011768","15","1003"
"1247","91002","50","56011768","8","0"
"1248","10201769","1","56011769","15","1001"
"1249","10201770","1","56011770","15","1002"
"1250","10201771","1","56011771","15","1003"
"1251","91002","50","56011771","8","0"
"1252","10201772","1","56011772","15","1001"
"1253","10201773","1","56011773","15","1002"
"1254","10201774","1","56011774","15","1003"
"1255","91002","50","56011774","8","0"
"1256","10201775","1","56011775","15","1003"
"1257","91002","100","56011775","8","0"
"1258","10201776","1","56011776","15","1001"
"1259","10201777","1","56011777","15","1002"
"1260","10201778","1","56011778","15","1003"
"1261","91002","50","56011778","8","0"
"1262","10201779","1","56011779","15","1001"
"1263","10201780","1","56011780","15","1002"
"1264","10201781","1","56011781","15","1003"
"1265","91002","50","56011781","8","0"
"1266","10201782","1","56011782","15","1001"
"1267","10201783","1","56011783","15","1002"
"1268","10201784","1","56011784","15","1003"
"1269","91002","50","56011784","8","0"
"1270","10201785","1","56011785","15","1003"
"1271","91002","100","56011785","8","0"
"1272","11601001","1","51601001","15","1001"
"1273","11601002","1","51601002","15","1002"
"1274","11601003","1","51601003","15","1003"
"1275","10201786","1","56011786","15","1001"
"1276","10201787","1","56011787","15","1002"
"1277","10201788","1","56011788","15","1003"
"1278","91002","50","56011788","8","0"
"1279","10201789","1","56011789","15","1001"
"1280","10201790","1","56011790","15","1002"
"1281","10201791","1","56011791","15","1003"
"1282","91002","50","56011791","8","0"
"1283","10201792","1","56011792","15","1003"
"1284","91002","100","56011792","8","0"
"1285","10201793","1","56011793","15","1001"
"1286","10201794","1","56011794","15","1002"
"1287","10201795","1","56011795","15","1003"
"1288","91002","50","56011795","8","0"
"1289","10201796","1","56011796","15","1001"
"1290","10201797","1","56011797","15","1002"
"1291","10201798","1","56011798","15","1003"
"1292","91002","50","56011798","8","0"
"1293","10201799","1","56011799","15","1003"
"1294","91002","100","56011799","8","0"
"1295","10201800","1","56011800","15","1001"
"1296","10201801","1","56011801","15","1002"
"1297","10201802","1","56011802","15","1003"
"1298","91002","50","56011802","8","0"
"1299","10201803","1","56011803","15","1001"
"1300","10201804","1","56011804","15","1002"
"1301","10201805","1","56011805","15","1003"
"1302","91002","50","56011805","8","0"
"1303","10201806","1","56011806","15","1003"
"1304","91002","100","56011806","8","0"
"1305","10201807","1","56011807","15","1001"
"1306","10201808","1","56011808","15","1002"
"1307","10201809","1","56011809","15","1003"
"1308","91002","50","56011809","8","0"
"1309","10201810","1","56011810","15","1001"
"1310","10201811","1","56011811","15","1002"
"1311","10201812","1","56011812","15","1003"
"1312","91002","50","56011812","8","0"
"1313","10201813","1","56011813","15","1001"
"1314","10201814","1","56011814","15","1002"
"1315","10201815","1","56011815","15","1003"
"1316","91002","50","56011815","8","0"
"1317","10201816","1","56011816","15","1001"
"1318","10201817","1","56011817","15","1002"
"1319","10201818","1","56011818","15","1003"
"1320","91002","50","56011818","8","0"
"1321","10201819","1","56011819","15","1003"
"1322","91002","100","56011819","8","0"
"1323","10201820","1","56011820","15","1001"
"1324","10201821","1","56011821","15","1002"
"1325","10201822","1","56011822","15","1003"
"1326","91002","50","56011822","8","0"
"1327","10201823","1","56011823","15","1001"
"1328","10201824","1","56011824","15","1002"
"1329","10201825","1","56011825","15","1003"
"1330","91002","50","56011825","8","0"
"1331","10201826","1","56011826","15","1001"
"1332","10201827","1","56011827","15","1002"
"1333","10201828","1","56011828","15","1003"
"1334","91002","50","56011828","8","0"
"1335","10201829","1","56011829","15","1001"
"1336","10201830","1","56011830","15","1002"
"1337","10201831","1","56011831","15","1003"
"1338","91002","50","56011831","8","0"
"1339","11701001","1","51701001","15","1001"
"1340","10201832","1","56011832","15","1001"
"1341","10201833","1","56011833","15","1002"
"1342","10201834","1","56011834","15","1003"
"1343","91002","50","56011834","8","0"
"1344","10201835","1","56011835","15","1001"
"1345","10201836","1","56011836","15","1002"
"1346","10201837","1","56011837","15","1003"
"1347","91002","50","56011837","8","0"
"1348","10201838","1","56011838","15","1003"
"1349","91002","100","56011838","8","0"
"1350","10201839","1","56011839","15","1003"
"1351","91002","100","56011839","8","0"
"1352","10201840","1","56011840","15","1003"
"1353","91002","100","56011840","8","0"
"1354","10201841","1","56011841","15","1001"
"1355","10201842","1","56011842","15","1002"
"1356","10201843","1","56011843","15","1003"
"1357","91002","50","56011843","8","0"
"1358","10201844","1","56011844","15","1001"
"1359","10201845","1","56011845","15","1002"
"1360","10201846","1","56011846","15","1003"
"1361","91002","50","56011846","8","0"
"1362","10201847","1","56011847","15","1001"
"1363","10201848","1","56011848","15","1002"
"1364","10201849","1","56011849","15","1003"
"1365","91002","50","56011849","8","0"
"1366","10201850","1","56011850","15","1001"
"1367","10201851","1","56011851","15","1002"
"1368","10201852","1","56011852","15","1003"
"1369","91002","50","56011852","8","0"
"1370","10201853","1","56011853","15","1001"
"1371","10201854","1","56011854","15","1002"
"1372","10201855","1","56011855","15","1003"
"1373","91002","50","56011855","8","0"
"1374","10201856","1","56011856","15","1001"
"1375","10201857","1","56011857","15","1002"
"1376","10201858","1","56011858","15","1003"
"1377","91002","50","56011858","8","0"
"1378","10201859","1","56011859","15","1001"
"1379","10201860","1","56011860","15","1002"
"1380","10201861","1","56011861","15","1003"
"1381","91002","50","56011861","8","0"
"1382","10201862","1","56011862","15","1003"
"1383","91002","100","56011862","8","0"
"1384","10201863","1","56011863","15","1001"
"1385","10201864","1","56011864","15","1002"
"1386","10201865","1","56011865","15","1003"
"1387","91002","50","56011865","8","0"
"1388","10201866","1","56011866","15","1001"
"1389","10201867","1","56011867","15","1002"
"1390","10201868","1","56011868","15","1003"
"1391","91002","50","56011868","8","0"
"1392","10201869","1","56011869","15","1001"
"1393","10201870","1","56011870","15","1002"
"1394","10201871","1","56011871","15","1003"
"1395","91002","50","56011871","8","0"
"1396","10201872","1","56011872","15","1001"
"1397","10201873","1","56011873","15","1002"
"1398","10201874","1","56011874","15","1003"
"1399","91002","50","56011874","8","0"
"1400","11801001","1","51801001","15","1003"
"1401","10201875","1","56011875","15","1001"
"1402","10201876","1","56011876","15","1002"
"1403","10201877","1","56011877","15","1003"
"1404","91002","50","56011877","8","0"
"1405","10201878","1","56011878","15","1001"
"1406","10201879","1","56011879","15","1002"
"1407","10201880","1","56011880","15","1003"
"1408","91002","50","56011880","8","0"
"1409","10201881","1","56011881","15","1001"
"1410","10201882","1","56011882","15","1002"
"1411","10201883","1","56011883","15","1003"
"1412","91002","50","56011883","8","0"
"1413","10201884","1","56011884","15","1001"
"1414","10201885","1","56011885","15","1002"
"1415","10201886","1","56011886","15","1003"
"1416","91002","50","56011886","8","0"
"1417","10201887","1","56011887","15","1001"
"1418","10201888","1","56011888","15","1002"
"1419","10201889","1","56011889","15","1003"
"1420","91002","50","56011889","8","0"
"1421","10201890","1","56011890","15","1001"
"1422","10201891","1","56011891","15","1002"
"1423","10201892","1","56011892","15","1003"
"1424","91002","50","56011892","8","0"
"1425","10201893","1","56011893","15","1001"
"1426","10201894","1","56011894","15","1002"
"1427","10201895","1","56011895","15","1003"
"1428","91002","50","56011895","8","0"
"1429","10201896","1","56011896","15","1001"
"1430","10201897","1","56011897","15","1002"
"1431","10201898","1","56011898","15","1003"
"1432","91002","50","56011898","8","0"
"1433","10201899","1","56011899","15","1003"
"1434","91002","100","56011899","8","0"
"1435","10201900","1","56011900","15","1003"
"1436","91002","100","56011900","8","0"
"1437","10201901","1","56011901","15","1003"
"1438","91002","100","56011901","8","0"
"1439","10201902","1","56011902","15","1001"
"1440","10201903","1","56011903","15","1002"
"1441","10201904","1","56011904","15","1003"
"1442","91002","50","56011904","8","0"
"1443","10201905","1","56011905","15","1001"
"1444","10201906","1","56011906","15","1002"
"1445","10201907","1","56011907","15","1003"
"1446","91002","50","56011907","8","0"
"1447","10201908","1","56011908","15","1001"
"1448","10201909","1","56011909","15","1002"
"1449","10201910","1","56011910","15","1003"
"1450","91002","50","56011910","8","0"
"1451","10201911","1","56011911","15","1001"
"1452","10201912","1","56011912","15","1002"
"1453","10201913","1","56011913","15","1003"
"1454","91002","50","56011913","8","0"
"1455","10201914","1","56011914","15","1001"
"1456","10201915","1","56011915","15","1002"
"1457","10201916","1","56011916","15","1003"
"1458","91002","50","56011916","8","0"
"1459","10202019","1","56012019","15","1003"
"1460","10201917","1","56011917","15","1001"
"1461","10201918","1","56011918","15","1002"
"1462","10201919","1","56011919","15","1003"
"1463","91002","50","56011919","8","0"
"1464","10201920","1","56011920","15","1001"
"1465","10201921","1","56011921","15","1002"
"1466","10201922","1","56011922","15","1003"
"1467","91002","50","56011922","8","0"
"1468","10201923","1","56011923","15","1001"
"1469","10201924","1","56011924","15","1002"
"1470","10201925","1","56011925","15","1003"
"1471","91002","50","56011925","8","0"
"1472","10201926","1","56011926","15","1001"
"1473","10201927","1","56011927","15","1002"
"1474","10201928","1","56011928","15","1003"
"1475","91002","50","56011928","8","0"
"1476","10201929","1","56011929","15","1001"
"1477","10201930","1","56011930","15","1002"
"1478","10201931","1","56011931","15","1003"
"1479","91002","50","56011931","8","0"
"1480","10201932","1","56011932","15","1001"
"1481","10201933","1","56011933","15","1002"
"1482","10201934","1","56011934","15","1003"
"1483","91002","50","56011934","8","0"
"1484","10201935","1","56011935","15","1001"
"1485","10201936","1","56011936","15","1002"
"1486","10201937","1","56011937","15","1003"
"1487","91002","50","56011937","8","0"
"1488","10201938","1","56011938","15","1001"
"1489","10201939","1","56011939","15","1002"
"1490","10201940","1","56011940","15","1003"
"1491","91002","50","56011940","8","0"
"1492","10201941","1","56011941","15","1001"
"1493","10201942","1","56011942","15","1002"
"1494","10201943","1","56011943","15","1003"
"1495","91002","50","56011943","8","0"
"1496","10201944","1","56011944","15","1001"
"1497","10201945","1","56011945","15","1002"
"1498","10201946","1","56011946","15","1003"
"1499","91002","50","56011946","8","0"
"1500","10201947","1","56011947","15","1001"
"1501","10201948","1","56011948","15","1002"
"1502","10201949","1","56011949","15","1003"
"1503","91002","50","56011949","8","0"
"1504","10201950","1","56011950","15","1001"
"1505","10201951","1","56011951","15","1002"
"1506","10201952","1","56011952","15","1003"
"1507","91002","50","56011952","8","0"
"1508","10201953","1","56011953","15","1001"
"1509","10201954","1","56011954","15","1002"
"1510","10201955","1","56011955","15","1003"
"1511","91002","50","56011955","8","0"
"1512","10201956","1","56011956","15","1003"
"1513","91002","100","56011956","8","0"
"1514","10201957","1","56011957","15","1001"
"1515","10201958","1","56011958","15","1002"
"1516","10201959","1","56011959","15","1003"
"1517","91002","50","56011959","8","0"
