ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1
"62158","vo_apg_0214","0","","","","21","","0","vo_apg","5146062"
"62159","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1","1","0","0","11","0","10","131011","5146062"
"62160","","","","","","91","","","0","5146062"
"62161","0","","","","","22","","","0","5146062"
"62162","wish_idle_joy","","","","0.2","3","","1","131011","5146062"
"62163","10","0","0","0","-30","12","0","2","100911","5146062"
"62164","7","0","0","0","0","12","0","2","131011","5146062"
"62165","0","","","","","93","","","2","5146062"
"62166","","","","","","101","","","62167","5146062"
"62167","0.2","","","","","22","","","0","5146062"
"63001","106611","-10","-288","walk_surprise_sad_blue","1.8","1","1","110","1","5146063"
"63002","1066","-10","-288","walk_surprise_sad_blue","1.8","5","1","111","3","5146063"
"63003","130911","260","-288","idle_normal_noface","1.8","1","1","100","1","5146063"
"63004","99","260","-288","idle_normal_kururu","1.8","5","1","101","1","5146063"
"63005","126411","-420","-268","empty","1.8","1","0","103","1","5146063"
"63006","98","-420","-268","empty","1.8","5","0","113","1","5146063"
"63007","210","","","","","13","","","106611","5146063"
"63008","200","","","","","13","","","130911","5146063"
"63009","203","","","","","13","","","126411","5146063"
"63010","7","0","-174","idle","0.85","5","0","15","7","5146063"
"63011","20","0","156","empty","1","5","0","210","20","5146063"
"63012","22","0","66","empty","1","5","0","211","22","5146063"
"63013","211","0","153","empty","1","5","0","60","21","5146063"
"63014","212","0","0","empty","1","5","0","190","21","5146063"
"63015","1","0","1","","1","31","","0","1","5146063"
"63016","2","-57.7","1","","1","31","","0","2","5146063"
"63017","black","","","","","37","","","2","5146063"
"63018","10","0","1","","0","31","","0","10","5146063"
"63019","16","-268","1","","0","31","","-420","16","5146063"
"63020","20","0","1","","1","31","","0","20","5146063"
"63021","20","","","","","36","","","20","5146063"
"63022","22","","","","","36","","","20","5146063"
"63023","0","","","","","91","","","0","5146063"
"63024","0","","","","","102","","0","0","5146063"
"63025","0","","","","","93","","","0.4","5146063"
"63026","iris_out","","","","","37","","","2","5146063"
"63027","-260","2.5","0","","","2","","-288","106611","5146063"
"63028","-260","2.5","0","","","2","","-288","1066","5146063"
"63029","0","","","","","93","","","2.5","5146063"
"63030","sad_idle_blue","","","","0.2","3","","1","106611","5146063"
"63031","sad_idle_blue","","0","","0.2","3","","1","1066","5146063"
"63032","0","","","","","93","","","0.1","5146063"
"63033","tired_talk1","","","","0.2","3","","1","106611","5146063"
"63034","tired_talk1","","","","0.2","3","","1","1066","5146063"
"63035","vo_apg_0301","0","","","","21","","0","vo_apg","5146063"
"63036","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1","1","0","0","11","0","10","106611","5146063"
"63037","","","","","","91","","","0","5146063"
"63038","tired_talk2","","","","0.2","3","","1","106611","5146063"
"63039","tired_talk2","","","","0.2","3","","1","1066","5146063"
"63040","vo_apg_0302","0","","","","21","","0","vo_apg","5146063"
"63041","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1","1","0","0","11","0","10","106611","5146063"
"63042","","","","","","91","","","0","5146063"
"63043","tired_idle","","","","0.2","3","","1","106611","5146063"
"63044","tired_idle","","","","0.2","3","","1","1066","5146063"
"63045","talk_normal","","","","0.2","3","","1","130911","5146063"
"63046","talk_normal","","","","0.2","3","","1","99","5146063"
"63047","vo_apg_0303","0","","","","21","","0","vo_apg","5146063"
"63048","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1","1","0","0","11","0","10","130911","5146063"
"63049","","","","","","91","","","0","5146063"
"63050","idle_normal","","","","0.2","3","","1","130911","5146063"
"63051","coaster_3_in","","","","0","3","","0","211","5146063"
"63052","0","","","","","4","","","106611","5146063"
"63053","0","","","","","4","","","1066","5146063"
"63054","doya_in_nervous_furimuki","doya_talk_nervous_furimuki","1","","0","3","0","0","106611","5146063"
"63055","doya_in_nervous_furimuki","doya_talk_nervous_furimuki","1","","0","3","0","0","1066","5146063"
"63056","vo_apg_0304","0","","","","21","","0","vo_apg","5146063"
"63057","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1","1","0","0","11","0","10","106611","5146063"
"63058","","","","","","91","","","0","5146063"
"63059","cool_talk_dere","","","","0.2","3","","1","106611","5146063"
"63060","cool_talk_dere","","","","0.2","3","","1","1066","5146063"
"63061","vo_apg_0305","0","","","","21","","0","vo_apg","5146063"
"63062","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1","1","0","0","11","0","10","106611","5146063"
"63063","","","","","","91","","","0","5146063"
"63064","cool_idle_doya","","","","0.2","3","","1","106611","5146063"
"63065","cool_idle_doya","","","","0.2","3","","1","1066","5146063"
"63066","coaster_3_out","","","","0","3","","0","211","5146063"
"63067","kururu_sad_talk","","","","0.2","3","","1","130911","5146063"
"63068","kururu_sad_talk","","","","0.2","3","","1","99","5146063"
"63069","vo_apg_0306","0","","","","21","","0","vo_apg","5146063"
"63070","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1","1","0","0","11","0","10","130911","5146063"
"63071","","","","","","91","","","0","5146063"
"63072","0","","","","","22","","","0","5146063"
"63073","idle_normal_noface","","","","0.2","3","","1","130911","5146063"
"63074","idle_normal_kururu","","","","0.2","3","","1","99","5146063"
"63075","cool_idle_surprise","","","","0.2","3","","1","106611","5146063"
"63076","cool_idle_surprise","","","","0.2","3","","1","1066","5146063"
"63077","kuroche_appear","kuroche_pose_talk_anger","1","","0","3","0","0","126411","5146063"
"63078","kuroche_appear","kuroche_pose_talk_anger","1","","0","3","0","0","98","5146063"
"63079","0","","","","","93","","","0.5","5146063"
"63080","15","","","","","122","","0.5","15","5146063"
"63081","1","","","","","32","","","16","5146063"
"63082","inori_dodge_in","","","","0","3","","0","106611","5146063"
"63083","inori_dodge_in","","","","0","3","","0","1066","5146063"
"63084","0","","","","","93","","","0.6","5146063"
"63085","vo_apg_0307","0","","","","21","","0","vo_apg","5146063"
"63086","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1","1","0","20","11","0","10","126411","5146063"
"63087","","","","","","91","","","0","5146063"
"63088","kuroche_pose_idle_doya","","","","0.2","3","","1","126411","5146063"
"63089","inori_dodge_out","inori_anger_talk","1","","0.1","3","0","0","106611","5146063"
"63090","inori_dodge_out","inori_anger_talk","1","","0.1","3","0","0","1066","5146063"
"63091","vo_apg_0308","0","","","","21","","0","vo_apg","5146063"
"63092","は？　いや、こっちは全然\n話がみえねーんですけど…","1","1","0","0","11","0","10","106611","5146063"
"63093","","","","","","91","","","0","5146063"
"63094","inori_anger_idle","","","","0.2","3","","1","106611","5146063"
"63095","inori_anger_idle","","","","0.2","3","","1","1066","5146063"
"63096","kururu_guid_talk","","","","0.2","3","","1","130911","5146063"
"63097","kururu_guid_talk","","","","0.2","3","","1","99","5146063"
"63098","vo_apg_0309","0","","","","21","","0","vo_apg","5146063"
"63099","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1","1","0","0","11","0","10","130911","5146063"
"63100","","","","","","91","","","0","5146063"
"63101","idle_normal_noface","","","","0.2","3","","1","130911","5146063"
"63102","idle_normal_kururu","","","","0.2","3","","1","99","5146063"
"63103","low","","","","","37","","","16","5146063"
"63104","se_10055900_chroche_01","","","","","23","","1","se_10055900","5146063"
"63105","inori_jitabata_in","inori_jitabata_loop","1","","0.2","3","0","0","106611","5146063"
"63106","inori_jitabata_in","inori_jitabata_loop","1","","0.2","3","0","0","1066","5146063"
"63107","kuroche_catch_in","kuroche_catch_loop","1","","0.2","3","0","0","126411","5146063"
"63108","kuroche_catch_in","kuroche_catch_loop","1","","0.2","3","0","0","98","5146063"
"63109","vo_apg_0310","0","","","","21","","0","vo_apg","5146063"
"63110","ではではっ♪\nしっかりつかまっててくださいね～っ♪","1","1","0","112","11","-27","10","126411","5146063"
"63111","","","","","","91","","","0","5146063"
"63112","0","","","","","22","","","0","5146063"
"63113","0.2","","","","","24","","","se_10055900_chroche_01","5146063"
"63114","se_10055900_chroche_02","","","","","23","","0","se_10055900","5146063"
"63115","high","","","","","37","","","16","5146063"
"63116","5","","","","","122","","1","5","5146063"
"63117","0","","","","","93","","","1","5146063"
"63118","inori_jitabata_takeoff","","","","0","3","","0","106611","5146063"
"63119","inori_jitabata_takeoff","","","","0","3","","0","1066","5146063"
"63120","kuroche_catch_takeoff","","","","0","3","","0","126411","5146063"
"63121","kuroche_catch_takeoff","","","","0","3","","0","98","5146063"
"63122","100","","","","","122","","0.5","100","5146063"
"63123","0","","","","","93","","","0.4","5146063"
"63124","0","","","","","4","","","130911","5146063"
"63125","kururu_furimuki_watch","","","","0","3","","0","130911","5146063"
"63126","empty","","","","0","3","","0","99","5146063"
"63127","0","","","","","93","","","1.5","5146063"
"63128","fade_in","","","","","37","","","2","5146063"
"63129","0","","","","","93","","","1.5","5146063"
"63130","empty","","","","0","3","","0","98","5146063"
"63131","se_10055900_chroche_03","","","","","23","","1","se_10055900","5146063"
"63132","coaster_4_in","","","","0","3","","0","212","5146063"
"63133","se_10055900_photo","","","","","23","","0","se_10055900","5146063"
"63134","0","","","","","93","","","0.3","5146063"
"63135","30","","","","","122","","0.5","30","5146063"
"63136","vo_apg_0311","0","","","","21","","0","vo_apg","5146063"
"63137","0311_in","","","","0","3","","0","20","5146063"
"63138","1","","","","","93","","","3.6","5146063"
"63139","0311_mid","","","","0","3","","0","20","5146063"
"63140","","","","","","92","","","","5146063"
"63141","0311_out","","","","0","3","","0","20","5146063"
"63142","0","","","","","93","","","0.2","5146063"
"63143","30","","","","","122","","0.5","30","5146063"
"63144","vo_apg_0312","0","","","","21","","0","vo_apg","5146063"
"63145","0312_in","","","","0","3","","0","20","5146063"
"63146","1","","","","","93","","","2.4","5146063"
"63147","0312_mid","","","","0","3","","0","20","5146063"
"63148","","","","","","92","","","","5146063"
"63149","0312_out","","","","0","3","","0","20","5146063"
"63150","0","","","","","93","","","0.2","5146063"
"63151","scale15","","","","","37","","","20","5146063"
"63152","coaster_4_change","","","","0","3","","0","212","5146063"
"63153","vo_apg_0313","0","","","","21","","0","vo_apg","5146063"
"63154","0","0","0","","","2","","76","20","5146063"
"63155","empty","","","","0","3","","1","20","5146063"
"63156","0313_in","","","","0","3","","0","22","5146063"
"63157","1","","","","","93","","","2.4","5146063"
"63158","0313_mid","","","","0","3","","1","22","5146063"
"63159","","","","","","92","","","","5146063"
"63160","0313_out","","","","0","3","","0","22","5146063"
"63161","0","","","","","93","","","0.2","5146063"
"63162","0","","","","","22","","","0","5146063"
"63163","0.5","","","","","24","","","se_10055900_chroche_03","5146063"
"63164","white","","","","","37","","","2","5146063"
"63165","0","","","","","93","","","2","5146063"
"63166","scale1","","","","","37","","","20","5146063"
"63167","empty","","","","0","3","","0","212","5146063"
"63168","kururu_wish_idle_joy","","","","0.2","3","","1","130911","5146063"
"63169","idle_normal","","","","0.2","3","","1","99","5146063"
"63170","see_guru","","","","0.2","3","","1","106611","5146063"
"63171","see_guru","","","","0.2","3","","1","1066","5146063"
"63172","idle_normal_joy","","","","0.2","3","","1","126411","5146063"
"63173","1","","","","","4","","","130911","5146063"
"63174","225","0","0","","","2","","-278","130911","5146063"
"63175","0","0","0","","","2","","-288","106611","5146063"
"63176","0","0","0","","","2","","-288","1066","5146063"
"63177","-225","0","0","","","2","","-278","126411","5146063"
"63178","0","","","","","93","","","2","5146063"
"63179","joy_talk","","","","0.2","3","","1","126411","5146063"
"63180","vo_apg_0314","0","","","","21","","0","vo_apg","5146063"
"63181","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1","1","0","0","11","0","10","126411","5146063"
"63182","","","","","","91","","","0","5146063"
"63183","idle_normal_joy","","","","0.2","3","","1","126411","5146063"
"63184","23","0","0","","","33","","-108","2","5146063"
"63185","iris_end_1","","","","","37","","","2","5146063"
"63186","gakkari","","","","0.2","3","","0","106611","5146063"
"63187","gakkari","","","","0.2","3","","0","1066","5146063"
"63188","vo_apg_0315","0","","","","21","","0","vo_apg","5146063"
"63189","うぷ…もう、こりごりですよ…","0","0","1.1","23","11","-31","4","106611","5146063"
"63190","0","","","","","93","","","6","5146063"
"63191","iris_end_2","","","","","37","","","2","5146063"
"63192","0","","","","","93","","","1","5146063"
"63193","","","","","","101","","","63194","5146063"
"63194","0.2","","","","","22","","","0","5146063"
"64001","105811","-130","-480","walk_normal","1.8","1","1","106","1","5146064"
"64002","1058","-130","-480","walk_normal","1.8","5","1","107","6","5146064"
"64003","131511","130","-480","walk_normal","1.8","1","1","103","1","5146064"
"64004","130911","290","-278","idle_normal_noface","1.8","1","1","100","1","5146064"
"64005","99","290","-278","idle_normal_kururu","1.8","5","1","101","1","5146064"
"64006","206","","","","","13","","","105811","5146064"
"64007","203","","","","","13","","","131511","5146064"
"64008","200","","","","","13","","","130911","5146064"
"64009","8","0","-174","idle","0.85","5","0","15","8","5146064"
"64010","20","-242","-53","empty","1","5","0","210","20","5146064"
"64011","22","-128","-194","empty","1","5","0","211","22","5146064"
"64012","1","0","1","","1","31","","0","1","5146064"
"64013","2","-57.7","1","","0","31","","0","2","5146064"
"64014","12","0","1","","0","31","","0","12","5146064"
"64015","13","0","1","","0","31","","0","13","5146064"
"64016","20","0","1","","1","31","","0","20","5146064"
"64017","105811","","","","","36","","","20","5146064"
"64018","131511","","","","","36","","","20","5146064"
"64019","20","","","","","36","","","20","5146064"
"64020","22","","","","","36","","","20","5146064"
"64021","0","","","","","91","","","0","5146064"
"64022","0","","","","","102","","0","0","5146064"
"64023","1","","","","","32","","","13","5146064"
"64024","scale15","","","","","37","","","20","5146064"
"64025","","","","","","93","","","2","5146064"
"64026","vo_apg_0401","0","","","","21","","0","vo_apg","5146064"
"64027","0401_in","","","","0","3","","0","22","5146064"
"64028","1","","","","","93","","","2.7","5146064"
"64029","0401_mid","","","","0","3","","0","22","5146064"
"64030","","","","","","92","","","","5146064"
"64031","0401_out","","","","0","3","","0","22","5146064"
"64032","0","","","","","93","","","0.2","5146064"
"64033","129","0","0","","","2","","-194","22","5146064"
"64034","vo_apg_0402","0","","","","21","","0","vo_apg","5146064"
"64035","0402_in","","","","0","3","","0","22","5146064"
"64036","1","","","","","93","","","2.9","5146064"
"64037","0402_mid","","","","0","3","","0","22","5146064"
"64038","","","","","","92","","","","5146064"
"64039","0402_out","","","","0","3","","0","22","5146064"
"64040","0","","","","","93","","","0.2","5146064"
"64041","0","","","","","22","","","0","5146064"
"64042","empty","","","","0","3","","1","22","5146064"
"64043","0","","","","","93","","","0.5","5146064"
"64044","1","","","","","32","","","2","5146064"
"64045","fade_in","","","","","37","","","2","5146064"
"64046","0","","","","","93","","","1","5146064"
"64047","0","","","","","32","","","13","5146064"
"64048","scale1","","","","","37","","","20","5146064"
"64049","-194","0","0","","","2","","-298","105811","5146064"
"64050","-194","0","0","","","2","","-298","1058","5146064"
"64051","-34","0","0","","","2","","-288","131511","5146064"
"64052","iris_out","","","","","37","","","2","5146064"
"64053","-385","2","0","","","2","","-298","105811","5146064"
"64054","-385","2","0","","","2","","-298","1058","5146064"
"64055","-225","2","0","","","2","","-288","131511","5146064"
"64056","0","","","","","93","","","2","5146064"
"64057","0","","","","","4","","","105811","5146064"
"64058","0","","","","","4","","","1058","5146064"
"64059","0","","","","","4","","","131511","5146064"
"64060","idle_normal","","","","0.2","3","","1","105811","5146064"
"64061","idle_normal","","0","","0.2","3","","1","1058","5146064"
"64062","idle_normal","","","","0.2","3","","1","131511","5146064"
"64063","0","","","","","93","","","0.5","5146064"
"64064","talk_normal","","","","0.2","3","","1","130911","5146064"
"64065","talk_normal","","","","0.2","3","","1","99","5146064"
"64066","vo_apg_0403","0","","","","21","","0","vo_apg","5146064"
"64067","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1","1","0","0","11","0","10","130911","5146064"
"64068","","","","","","91","","","0","5146064"
"64069","kururu_wish_talk_joy","","","","0.2","3","","1","130911","5146064"
"64070","kururu_wish_talk_joy","","","","0.2","3","","1","99","5146064"
"64071","vo_apg_0404","0","","","","21","","0","vo_apg","5146064"
"64072","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1","1","0","0","11","0","10","130911","5146064"
"64073","","","","","","91","","","0","5146064"
"64074","idle_normal_noface","","","","0.2","3","","1","130911","5146064"
"64075","idle_normal_kururu","","","","0.2","3","","1","99","5146064"
"64076","guts2_in_joy","guts2_talk_joy","1","","0.2","3","0","0","105811","5146064"
"64077","guts2_in_joy","guts2_talk_joy","1","","0.2","3","0","0","1058","5146064"
"64078","vo_apg_0405","0","","","","21","","0","vo_apg","5146064"
"64079","はい！　とっても\nおいしそうでした☆","1","1","0","0","11","0","10","105811","5146064"
"64080","","","","","","91","","","0","5146064"
"64081","guts2_idle_joy","","","","0.2","3","","1","105811","5146064"
"64082","guts2_idle_joy","","","","0.2","3","","1","1058","5146064"
"64083","memory_talk","","","","0.5","3","","1","131511","5146064"
"64084","vo_apg_0406","0","","","","21","","0","vo_apg","5146064"
"64085","おなか。\nぐるる…","1","1","0","0","11","0","10","131511","5146064"
"64086","","","","","","91","","","0","5146064"
"64087","memory_idle","","","","0.2","3","","1","131511","5146064"
"64088","joy_talk","","","","0.2","3","","1","130911","5146064"
"64089","joy_talk","","","","0.2","3","","1","99","5146064"
"64090","vo_apg_0407","0","","","","21","","0","vo_apg","5146064"
"64091","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1","1","0","0","11","0","10","130911","5146064"
"64092","","","","","","91","","","0","5146064"
"64093","kururu_joy_slow","","","","0.5","3","","1","130911","5146064"
"64094","anger_idle_anger","","","","0.5","3","","1","131511","5146064"
"64095","vo_apg_0408","0","","","","21","","0","vo_apg","5146064"
"64096","だっしゅ","1","1","0","0","11","0","10","131511","5146064"
"64097","","","","","","91","","","0","5146064"
"64098","walk_jog_dere","","","","0.2","3","","1","131511","5146064"
"64099","1100","3","0","","","2","","-288","131511","5146064"
"64100","0","","","","","93","","","0.5","5146064"
"64101","notice_in_normal2","anger_talk_normal2","1","","0.2","3","0.2","0","105811","5146064"
"64102","notice_in_normal2","anger_talk_normal2","1","","0.2","3","0.2","0","1058","5146064"
"64103","vo_apg_0409","0","","","","21","","0","vo_apg","5146064"
"64104","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1","1","0","0","11","0","10","105811","5146064"
"64105","","","","","","91","","","0","5146064"
"64106","0","","","","","22","","","0","5146064"
"64107","run_dash_doya","","","","0.2","3","","1","105811","5146064"
"64108","run_dash_doya","","","","0.2","3","","1","1058","5146064"
"64109","1100","1.8","0","","","2","","-298","105811","5146064"
"64110","1100","1.8","0","","","2","","-298","1058","5146064"
"64111","0","","","","","93","","","1.8","5146064"
"64112","0","","","","","4","","","130911","5146064"
"64113","hawawa","anger_talk_surprise2_shy","1","","0","3","0.2","0","130911","5146064"
"64114","vo_apg_0410","0","","","","21","","0","vo_apg","5146064"
"64115","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1","1","0","0","11","0","10","130911","5146064"
"64116","","","","","","91","","","0","5146064"
"64117","0","","","","","22","","","0","5146064"
"64118","0","","","","","93","","","0.1","5146064"
"64119","alter","","","","","37","","","1","5146064"
"64120","1","","","","","32","","","12","5146064"
"64121","0","","","","","93","","","0.4","5146064"
"64122","1","1","0","","0","6","0","1","8","5146064"
"64123","-725","0","0","","","2","","-278","105811","5146064"
"64124","-725","0","0","","","2","","-278","1058","5146064"
"64125","-925","0","0","","","2","","-278","131511","5146064"
"64126","run_dash_peko","","","","0","3","","1","105811","5146064"
"64127","run_dash_peko","","","","0","3","","1","1058","5146064"
"64128","run_dash_presia","","","","0","3","","1","131511","5146064"
"64129","empty","","","","0","3","","1","130911","5146064"
"64130","1185","10","0","","","2","","-278","105811","5146064"
"64131","1185","10","0","","","2","","-278","1058","5146064"
"64132","985","10","0","","","2","","-278","131511","5146064"
"64133","0","","","","","93","","","0.3","5146064"
"64134","0","","","","","93","","","0.8","5146064"
"64135","vo_apg_0411","0","","","","21","","0","vo_apg","5146064"
"64136","まずはあの屋台から～☆","0","0","1","40","11","0","10","105811","5146064"
"64137","0","","","","","93","","","3","5146064"
"64138","vo_apg_0412","0","","","","21","","0","vo_apg","5146064"
"64139","ぜんぶ\nたべるよ","0","0","1.3","40","11","0","8","131511","5146064"
"64140","0","","","","","93","","","0.3","5146064"
"64141","0","","","","","93","","","3.6","5146064"
"64142","","","","","","101","","","64143","5146064"
"64143","0.2","","","","","22","","","0","5146064"
"65001","131011","-225","-278","wish_idle_normal_lookup","1.8","1","0","110","1","5146065"
"65002","99","-225","-278","idle_normal","1.8","5","0","111","1","5146065"
"65003","98","-225","-278","idle_normal","1.8","5","0","109","1","5146065"
"65004","130911","225","-278","idle_normal_noface","1.8","1","1","101","1","5146065"
"65005","97","225","-278","idle_normal_kururu","1.8","5","1","102","1","5146065"
"65006","96","225","-278","idle_normal","1.8","5","1","100","1","5146065"
"65007","106011","-920","-305","empty","1.85","1","0","105","1","5146065"
"65008","1060","-920","-305","empty","1.85","5","0","106","4","5146065"
"65009","210","","","","","13","","","131011","5146065"
"65010","201","","","","","13","","","130911","5146065"
"65011","205","","","","","13","","","106011","5146065"
"65012","8","0","-174","idle","0.85","5","0","15","8","5146065"
"65013","1","0","1","","1","31","","0","1","5146065"
"65014","0","","","","","91","","","0","5146065"
"65015","0","","","","","102","","0","0","5146065"
"65016","0","","","","","93","","","1","5146065"
"65017","wish_idle_joy_lookup","","","","0.2","3","","1","131011","5146065"
"65018","vo_apg_0501","0","","","","21","","0","vo_apg","5146065"
"65019","くる～\nくる～","1","1","0","0","11","0","10","131011","5146065"
"65020","","","","","","91","","","0","5146065"
"65021","talk_normal_surprise","","","","0.2","3","","1","130911","5146065"
"65022","talk_normal_surprise","","","","0.2","3","","1","97","5146065"
"65023","vo_apg_0502","0","","","","21","","0","vo_apg","5146065"
"65024","どうしたんですか\nマホちゃんさん？","1","1","0","0","11","0","10","130911","5146065"
"65025","","","","","","91","","","0","5146065"
"65026","idle_normal_noface","","","","0.2","3","","1","130911","5146065"
"65027","idle_normal_kururu","","","","0.2","3","","1","97","5146065"
"65028","sad_talk_normalR","","","","0.2","3","","1","131011","5146065"
"65029","vo_apg_0503","0","","","","21","","0","vo_apg","5146065"
"65030","ん、観覧車かいらしな～って。\nくるくる～って","1","1","0","0","11","0","10","131011","5146065"
"65031","","","","","","91","","","0","5146065"
"65032","notice_in_normal2","notice_loop_normal2","1","","0.2","3","0","0","131011","5146065"
"65033","vo_apg_0504","0","","","","21","","0","vo_apg","5146065"
"65034","せや♪","1","1","0","0","11","0","10","131011","5146065"
"65035","","","","","","91","","","0","5146065"
"65036","kururu_wish_idle_light","","","","0.2","3","","1","130911","5146065"
"65037","kururu_wish_idle_light","","","","0.2","3","","1","97","5146065"
"65038","maho_kururinpa_in","maho_kururinpa_loop","1","","0","3","0","0","131011","5146065"
"65039","maho_kururinpa_inF","maho_kururinpa_loopF","1","","0","3","0","0","99","5146065"
"65040","maho_kururinpa_inB","maho_kururinpa_loopB","1","","0","3","0","0","98","5146065"
"65041","vo_apg_0505","0","","","","21","","0","vo_apg","5146065"
"65042","みらくるまほりんくるりんぱ～♪","1","1","0","0","11","0","10","131011","5146065"
"65043","","","","","","91","","","0","5146065"
"65044","kururu_wish_talk_joy","","","","0.2","3","","1","130911","5146065"
"65045","vo_apg_0506","0","","","","21","","0","vo_apg","5146065"
"65046","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1","1","0","0","11","0","10","130911","5146065"
"65047","","","","","","91","","","0","5146065"
"65048","maho_kururinpa_out","idle_normal","1","","0","3","0.2","0","131011","5146065"
"65049","maho_kururinpa_outF","idle_normal","1","","0","3","0.2","0","99","5146065"
"65050","maho_kururinpa_outB","idle_normal","1","","0","3","0.2","0","98","5146065"
"65051","kururu_sad_talk_surprise_to_kururinpa","kururu_kururinpa_loop","0","","0.2","3","0","0","130911","5146065"
"65052","kururu_sad_talk_surprise_to_kururinpaF","kururu_kururinpa_loopF","0","","0.2","3","0","0","97","5146065"
"65053","kururu_sad_talk_surprise_to_kururinpaB","kururu_kururinpa_loopB","0","","0.2","3","0","0","96","5146065"
"65054","vo_apg_0507","0","","","","21","","0","vo_apg","5146065"
"65055","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1","1","0","0","11","0","10","130911","5146065"
"65056","","","","","","91","","","0","5146065"
"65057","kururu_kururinpa_out","idle_normal_noface","1","","0","3","0","0","130911","5146065"
"65058","kururu_kururinpa_outF","idle_normal_kururu","1","","0","3","0","0","97","5146065"
"65059","kururu_kururinpa_outB","idle_normal","1","","0","3","0","0","96","5146065"
"65060","joy_talk","","","","0.2","3","","1","131011","5146065"
"65061","vo_apg_0508","0","","","","21","","0","vo_apg","5146065"
"65062","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1","1","0","0","11","0","10","131011","5146065"
"65063","","","","","","91","","","0","5146065"
"65064","idle_normal","","","","0.2","3","","1","131011","5146065"
"65065","kururu_hello_fast_to_kururinpa","kururu_kururinpa_loop","0","","0.2","3","0","0","130911","5146065"
"65066","kururu_hello_fast_to_kururinpaF","kururu_kururinpa_loopF","0","","0.2","3","0","0","97","5146065"
"65067","kururu_hello_fast_to_kururinpaB","kururu_kururinpa_loopB","0","","0.2","3","0","0","96","5146065"
"65068","vo_apg_0509","0","","","","21","","0","vo_apg","5146065"
"65069","はーい♪\nみらくるくるるんくるりんぱ～♪","1","1","0","0","11","0","10","130911","5146065"
"65070","","","","","","91","","","0","5146065"
"65071","kururu_kururinpa_out","idle_normal_noface","1","","0","3","0","0","130911","5146065"
"65072","kururu_kururinpa_outF","idle_normal_kururu","1","","0","3","0","0","97","5146065"
"65073","kururu_kururinpa_outB","idle_normal","1","","0","3","0","0","96","5146065"
"65074","smile2","sad_talk_normalR","1","","0.2","3","0.2","0","131011","5146065"
"65075","smile2","sad_talk_normalR","1","","0.2","3","0.2","0","99","5146065"
"65076","smile2","sad_talk_normalR","1","","0.2","3","0.2","0","98","5146065"
"65077","vo_apg_0510","0","","","","21","","0","vo_apg","5146065"
"65078","うふふ♪\nくる多いなぁ♪","1","1","0","0","11","0","10","131011","5146065"
"65079","","","","","","91","","","0","5146065"
"65080","maho_kurukuru_in","maho_kurukuru_loop","1","","0.2","3","0","0","131011","5146065"
"65081","maho_kurukuru_inF","maho_kurukuru_loopF","1","","0.2","3","0","0","99","5146065"
"65082","maho_kurukuru_inB","maho_kurukuru_loopB","1","","0.2","3","0","0","98","5146065"
