9e4383e854d4eea1266a6eeaf62966d9153f229ecc83fa9d3789098737384f67,e4522dbb549162e8ea98d20e8376ead0db794935f62b32161a97341aacf07546,f8fd60edee475eae08c584d945ef60641c4eef0d1f6d1c43d4914087ba863756,65c4b71f28e1825eafe4392facfe161b78ce0a1d1ce71de4c94db2e6753bd2e1,521a636d3c19cf37367390989f1df1fdee257b2216eaa489ccf5f42de6bb36c2,30a371d2563833ea04479858b3f904000c5ef8a36c011dc473788b09ca9cbd9b,b1c74539ca15ae0b6891c17d4935668ff3b4c8374bfbb9e06d10a263064aee4b,3d6c289276eb1535347180515704e6606cf9397dbcfc45ab1e4da40cab260d0b,01bec91c3d5e392da12d7ce7f680bf39eabfb631f4e6ed93869788ce24008605,80a77cbe2d6b9048ee9357a8fde1c6d27c17f7031cda19479ec56b89081b531a,8404e73c22e342ca396467cfb5dfa3ecdbb60bced42d197604fbefd16ccafd46,07869d0935580bb62f504cfe3b1b1246abf7934ec975969edf375b626467d09b
"2","0","0","2","1009814","0","0","0","0","vo_lsv_1401","vo_lsv","100981402"
"3","0","0.677","1","1009814","1","0","160","0","0","0","100981403"
"4","0.7","0","4","1009814","0","1","0","0","0","0","100981404"
"5","0","1.677","1","1009814","2","0","270","0","0","0","100981405"
"6","3.5","0","4","1009814","0","1","0","0","0","0","100981406"
"7","0","0","2","1009814","0","0","0","0","vo_lsv_1402","vo_lsv","100981407"
"8","0","1.099","1","1009814","4","0","270","0","0","0","100981408"
"9","1.13","0","4","1009814","0","1","0","0","0","0","100981409"
"10","0","1.234","1","1009814","5","0","160","0","0","0","100981410"
"11","2.2","0","4","1009814","0","1","0","0","0","0","100981411"
"12","0","0","2","1009814","0","0","0","0","vo_lsv_1403","vo_lsv","100981412"
"13","0","1.37","1","1009814","6","0","180","0","0","0","100981413"
"14","2.5","0","4","1009814","0","1","0","0","0","0","100981414"
"15","0","0","2","1009814","0","0","0","0","vo_lsv_1404","vo_lsv","100981415"
"16","0","1","1","1009814","8","0","100","0","0","0","100981416"
"17","1.3","0","4","1009814","0","1","0","0","0","0","100981417"
"18","0","1.661","1","1009814","9","0","327","0","0","0","100981418"
"19","1.7","0","4","1009814","0","1","0","0","0","0","100981419"
"20","0","1.344","1","1009814","10","0","180","0","0","0","100981420"
"21","2.5","0","4","1009814","0","1","0","0","0","0","100981421"
"22","0","0","2","1009814","0","0","0","0","vo_lsv_1405","vo_lsv","100981422"
"23","0","0.82","1","1009814","12","0","50","0","0","0","100981423"
"24","1.4","0","4","1009814","0","1","0","0","0","0","100981424"
"25","0","1.83","1","1009814","12","0","300","52","0","0","100981425"
"1","0.8","0","4","1009815","0","1","0","0","0","0","100981501"
"2","0","0","2","1009815","0","0","0","0","vo_lsv_1501","vo_lsv","100981502"
"3","0","2.384","1","1009815","1","0","300","0","0","0","100981503"
"4","2.41","0","4","1009815","0","1","0","0","0","0","100981504"
"5","0","1","1","1009815","2","0","180","0","0","0","100981505"
"6","2","0","4","1009815","0","1","0","0","0","0","100981506"
"7","0","0","2","1009815","0","0","0","0","vo_lsv_1502","vo_lsv","100981507"
"8","0","1.71","1","1009815","3","0","300","0","0","0","100981508"
"9","2","0","4","1009815","0","1","0","0","0","0","100981509"
"10","0","1.369","1","1009815","4","0","300","0","0","0","100981510"
"11","1.39","0","4","1009815","0","1","0","0","0","0","100981511"
"12","0","2.431","1","1009815","5","0","327","0","0","0","100981512"
"13","2.432","0","4","1009815","0","1","0","0","0","0","100981513"
"14","0","1.164","1","1009815","6","0","250","0","0","0","100981514"
"15","2.5","0","4","1009815","0","1","0","0","0","0","100981515"
"16","0","0","2","1009815","0","0","0","0","vo_lsv_1503","vo_lsv","100981516"
"17","0","3.101","1","1009815","7","0","327","0","0","0","100981517"
"18","4.5","0","4","1009815","0","1","0","0","0","0","100981518"
"19","0","0","2","1009815","0","0","0","0","vo_lsv_1504","vo_lsv","100981519"
"20","0","2.454","1","1009815","8","0","327","0","0","0","100981520"
"21","2.484","0","4","1009815","0","1","0","0","0","0","100981521"
"22","0","0.727","1","1009815","9","0","150","0","0","0","100981522"
"23","2","0","4","1009815","0","1","0","0","0","0","100981523"
"24","0","0","2","1009815","0","0","0","0","vo_lsv_1505","vo_lsv","100981524"
"25","0","1.984","1","1009815","10","0","300","0","0","0","100981525"
"26","3","0","4","1009815","0","1","0","0","0","0","100981526"
"27","0","0","2","1009815","0","0","0","0","vo_lsv_1506","vo_lsv","100981527"
"28","0","2.1","1","1009815","12","0","327","0","0","0","100981528"
