1fc3a5134b471f0f3dbd16961ba618d968e66fc6438d88610ddcea42f7b9c8c0,7939ff4ccedd9c4bc3cb718c1dc2908da9992bcb2af324dad0ffaa8723f7cfa3,fbd4d43f404325a05fe11c9d87e8e777d6063c1826c9c3eaf7456a674b3f8ae3,6e18cf5a6cd0e1ec203de0306113e56016bd208d7bb286d76c736d37fb0ad0a1,84f6c1c4e97c186d3f7d38fa7542e21a570550ab5336091ef34de159c6103042,d0a4fb3bddee2142ab63a142ed09edc53f8f88543a482d9b86b4dbcac4e1bffd,5ff6204e63c19b2aaa1b16e91a540184f1c287d3817565e3897befcda848be3c,a4f7f152ebdc047fb7f1ea1cdfd0ee11e1757a6288b306123754ca202f031f9c,eb13a8ef38d71c426c8b59bcca44e5d1fb9dd481e915131005c5539fe6a29dad,012d970c011a3d2122caf835c1cb81ce2dc382df3228765d1b42de62ffa1fb59,6c122293939b77874ad7ccc0f8994b5aa73599f98d69db2241f1b2ac3d4141d1
"33","0","0","2","ぷ、ぷうきち\nフルスイーング！\n…これはこれで\nキツい練習だな","11","0","0","8","0","1330011"
"33","","","0.5","","93","","","","","1330012"
"33","","","2","pkb_talk_yell","3","0.2","","0","","1330013"
"33","","","3","","93","","","","","1330014"
"33","pkb_idle_shock","1","2","pkb_shock","3","0.2","","0","","1330015"
"33","","","1330011","","91","","","","","1330016"
"33","","","2","pkb_idle_normal","3","0.2","","1","","1330017"
"34","170","-150","1","106531","1","1.6","pkb_idle_normal","100","1","1340001"
"34","-20","-150","1","113411","1","1.6","pkb_idle_normal","100","0","1340002"
"34","pkb_idle_arm_crossed","1","106531","pkb_talk_arm_crossed","3","0.2","","0","0.2","1340003"
"34","0","","vo_minigame_1006","vo_minigame_1006_top_talk_13_301","21","","","0","","1340004"
"34","0","0","106531","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","11","0","-1","8","0","1340005"
"34","","","3.4","","93","","","","","1340006"
"34","","","106531","pkb_talk_normal","3","0.2","","1","","1340007"
"34","","","1340005","","91","","","","","1340008"
"34","","","106531","pkb_idle_normal","3","0.2","","1","","1340009"
"34","","","113411","pkb_talk_normal","3","0.2","","1","","1340010"
"34","0","","vo_minigame_1006","vo_minigame_1006_top_talk_13_202","21","","","0","","1340011"
"34","0","0","113411","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","11","0","1","8","0","1340012"
"34","","","1.2","","93","","","","","1340013"
"34","pkb_talk_surprise1","1","113411","pkb_surprise","3","0.2","","0","0.2","1340014"
"34","","","1","","93","","","","","1340015"
"34","","","113411","pkb_talk_joy3","3","0.2","","1","","1340016"
"34","","","1340012","","91","","","","","1340017"
"34","","","113411","pkb_idle_normal","3","0.2","","1","","1340018"
"35","-20","-150","1","113511","1","1.6","pkb_idle_normal","100","0","1350001"
"35","170","-150","1","102311","1","1.6","pkb_idle_normal","100","1","1350002"
"35","","","113511","pkb_talk_joy3","3","0.2","","1","","1350003"
"35","0","","vo_minigame_1006","vo_minigame_1006_top_talk_14_101","21","","","0","","1350004"
"35","0","0","113511","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","11","0","0.5","6","0","1350005"
"35","","","5.2","","93","","","","","1350006"
"35","","","113511","pkb_talk_wish","3","0.2","","1","","1350007"
"35","","","1350005","","91","","","","","1350008"
"35","","","113511","pkb_idle_normal","3","0.2","","1","","1350009"
"35","","","102311","pkb_talk_joy1","3","0.2","","1","","1350010"
"35","0","","vo_minigame_1006","vo_minigame_1006_top_talk_14_402","21","","","0","","1350011"
"35","0","0","102311","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","11","0","-1","8","0","1350012"
"35","","","3.2","","93","","","","","1350013"
"35","pkb_idle_doya","1","102311","pkb_talk_doya","3","0.2","","0","","1350014"
"35","","","1350012","","91","","","","","1350015"
"35","","","102311","pkb_idle_normal","3","0.2","","1","","1350016"
"36","170","-130","3","3","5","55","pkb_idle_normal_l","100","1","1360001"
"36","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1360002"
"36","pkb_idle_arm_crossed_l","1","3","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1360003"
"36","0","","vo_minigame_1006","vo_minigame_1006_top_talk_15_601","21","","","0","","1360004"
"36","0","0","3","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","11","0","-0.5","8","0","1360005"
"36","","","1360005","","91","","","","","1360006"
"36","","","3","pkb_idle_normal_l","3","0.2","","1","","1360007"
"36","pkb_idle_guts","1","1","pkb_talk_guts","3","0.2","","0","","1360008"
"36","0","","vo_minigame_1006","vo_minigame_1006_top_talk_15_702","21","","","0","","1360009"
"36","0","0","1","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","11","0","0","8","0","1360010"
"36","","","1360010","","91","","","","","1360011"
"36","","","1","pkb_idle_normal","3","0.2","","1","","1360012"
"37","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1370001"
"37","170","-130","3","3","5","55","pkb_idle_normal_l","100","1","1370002"
"37","pkb_idle_guts","1","1","pkb_talk_guts","3","0.2","","0","","1370003"
"37","0","","vo_minigame_1006","vo_minigame_1006_top_talk_16_701","21","","","0","","1370004"
"37","0","0","1","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","11","0","-0.5","8","0","1370005"
"37","","","3.2","","93","","","","","1370006"
"37","pkb_idle_normal","1","1","pkb_talk_handsup","3","0.2","","0","0.2","1370007"
"37","","","1370005","","91","","","","","1370008"
"37","","","1","pkb_idle_normal","3","0.2","","1","","1370009"
"37","pkb_idle_arm_crossed_l","1","3","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1370010"
"37","0","","vo_minigame_1006","vo_minigame_1006_top_talk_16_602","21","","","0","","1370011"
"37","0","0","3","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","11","0","1","8","0","1370012"
"37","","","4.8","","93","","","","","1370013"
"37","pkb_idle_guts_l","1","3","pkb_talk_guts_l","3","0.2","","0","","1370014"
"37","","","1370012","","91","","","","","1370015"
"37","","","3","pkb_idle_normal_l","3","0.2","","1","","1370016"
"38","170","-150","1","106531","1","1.6","pkb_idle_normal","100","1","1380001"
"38","-20","-130","2","2","5","55","pkb_idle_normal","100","0","1380002"
"38","pkb_idle_arm_crossed","1","106531","pkb_talk_arm_crossed","3","0.2","","0","0.2","1380003"
"38","0","","vo_minigame_1006","vo_minigame_1006_top_talk_17_301","21","","","0","","1380004"
"38","0","0","106531","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","11","0","-0.5","8","0","1380005"
"38","","","3.6","","93","","","","","1380006"
"38","pkb_idle_doya","1","106531","pkb_talk_doya","3","0.2","","0","","1380007"
"38","","","2","","93","","","","","1380008"
"38","pkb_idle_normal","1","106531","pkb_talk_handsup","3","0.2","","0","0.2","1380009"
"38","","","1380005","","91","","","","","1380010"
"38","","","1","","93","","","","","1380011"
"38","","","106531","pkb_idle_normal","3","0.2","","1","","1380012"
"38","pkb_idle_shock","1","2","pkb_shock","3","0.2","","0","","1380013"
"38","0","","vo_minigame_1006","vo_minigame_1006_top_talk_17_802","21","","","0","","1380014"
"38","0","0","2","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","11","0","1","7","0","1380015"
"38","","","1380015","","91","","","","","1380016"
"38","","","2","pkb_idle_normal","3","0.2","","1","","1380017"
