04ab2c3a2f1fc11ea1ced375a7c0be8c30a2404412cf4161523bc20526bd1ba7,b859e5f1626f095cd52c784e424ac9f28e226bbeb2ba3d0b3eb0506784adb76e,e0f5e099599ef817f8a0c375f7b326093f358a3553eb3fd1db54167f8a342edf,55d8c2ffb6dd72703a7604a2b361c6d6f906534f01f8fa06f3a199781b74e5fd,e4b4834d7ae8eac2f3b2d96dc9a9f38c03c2cc7574a908fe2e9092d28ce53274,7327e744ff0831dbefa70ff5ae506c04e4b130127a9c798674ec2224a3c03509,f21fe920718c6d2c53a676244591961999224ff51d2378d5ed0ea84ff7393783,0db54dc4deaf1ca9d303080b2a0fef5ef81176a43567a33113db7708567ec1ab,e8bff76a450f149ba7418998fdd25150f1636ffeb578b7cf0f2649a38e89b620,def99fb1f30cdb28c0b5dacfb809919da02bd1d39b239af7d12ca355853afb05,91ed17d9c968b086539cd50a26ecb69f290f1a9ddb1c23bc30cffe270a1dd914,8edcd043f68f17a6cc389aad7cae9677f85129d9a7c99a99d2cdb020bab0c177
"0","24","0","vo_nyx","2","0","0","59","0","0","vo_nyx_0613","1240059"
"14","24","0","0","1","0","0","60","41","1.189","0","1240060"
"0","24","0","0","4","1.189","1","61","0","0","0","1240061"
"14","24","41","0","1","0","0","62","78","0.235","0","1240062"
"0","24","0","0","4","0.235","1","63","0","0","0","1240063"
"14","24","78","0","1","0","0","64","192","1.729","0","1240064"
"0","24","0","0","4","3.529","1","65","0","0","0","1240065"
"0","25","0","0","4","1","3","1","0","0","0","1250001"
"0","25","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0701","1250002"
"1","25","0","0","1","0","0","3","225","2.62","0","1250003"
"0","25","0","0","4","3.07","1","4","0","0","0","1250004"
"0","25","0","vo_nyx","2","0","0","5","0","0","vo_nyx_0702","1250005"
"1","25","225","0","1","0","0","6","385","1.252","0","1250006"
"0","25","0","0","4","1.252","1","7","0","0","0","1250007"
"2","25","0","0","1","0","0","8","55","0.322","0","1250008"
"0","25","0","0","4","0.577","1","9","0","0","0","1250009"
"2","25","55","0","1","0","0","10","345","2.127","0","1250010"
"0","25","0","0","4","2.985","1","11","0","0","0","1250011"
"0","25","0","vo_nyx","2","0","0","12","0","0","vo_nyx_0703","1250012"
"3","25","0","0","1","0","0","13","380","2.972","0","1250013"
"0","25","0","0","4","3.55","1","14","0","0","0","1250014"
"4","25","0","0","1","0","0","15","323","3.003","0","1250015"
"0","25","0","0","4","3.672","1","16","0","0","0","1250016"
"0","25","0","vo_nyx","2","0","0","17","0","0","vo_nyx_0704","1250017"
"5","25","0","0","1","0","0","18","248","2.06","0","1250018"
"0","25","0","0","4","2.34","1","19","0","0","0","1250019"
"5","25","248","0","1","0","0","20","400","1.44","0","1250020"
"0","25","0","0","4","2.486","1","21","0","0","0","1250021"
"0","25","0","vo_nyx","2","0","0","22","0","0","vo_nyx_0705","1250022"
"6","25","0","0","1","0","0","23","92","0.766","0","1250023"
"0","25","0","0","4","1.136","1","24","0","0","0","1250024"
"6","25","92","0","1","0","0","25","320","2.067","0","1250025"
"0","25","0","0","4","2.735","1","26","0","0","0","1250026"
"0","25","0","vo_nyx","2","0","0","27","0","0","vo_nyx_0706","1250027"
"7","25","0","0","1","0","0","28","375","3.027","0","1250028"
"0","25","0","0","4","3.027","1","29","0","0","0","1250029"
"8","25","0","0","1","0","0","30","93","0.808","0","1250030"
"0","25","0","0","4","1.288","1","31","0","0","0","1250031"
"8","25","93","0","1","0","0","32","385","1.8","0","1250032"
"0","25","0","0","4","2.043","1","33","0","0","0","1250033"
"9","25","0","0","1","0","0","34","190","1.75","0","1250034"
"0","25","0","0","4","2.547","1","35","0","0","0","1250035"
"0","25","0","0","4","2","3","36","0","0","0","1250036"
"0","25","0","vo_nyx","2","0","0","37","0","0","vo_nyx_0707","1250037"
"10","25","0","0","1","0","0","38","326","2.997","0","1250038"
"0","25","0","0","4","3.809","1","39","0","0","0","1250039"
"0","25","0","vo_nyx","2","0","0","40","0","0","vo_nyx_0708","1250040"
"11","25","0","0","1","0","0","41","233","1.538","0","1250041"
"0","25","0","0","4","1.671","1","42","0","0","0","1250042"
"11","25","233","0","1","0","0","43","352","0.893","0","1250043"
"0","25","0","0","4","1.738","1","44","0","0","0","1250044"
"0","25","0","0","4","3","3","45","0","0","0","1250045"
"0","25","0","vo_nyx","2","0","0","46","0","0","vo_nyx_0709","1250046"
"12","25","0","0","1","0","0","47","72","1.427","0","1250047"
"0","25","0","0","4","1.895","1","48","0","0","0","1250048"
"12","25","72","0","1","0","0","49","272","1.653","0","1250049"
"0","25","0","0","4","1.732","1","50","0","0","0","1250050"
"12","25","272","0","1","0","0","51","373","0.686","0","1250051"
"0","25","0","0","4","0.686","1","52","0","0","0","1250052"
"13","25","0","0","1","0","0","53","90","0.693","0","1250053"
"0","25","0","0","4","1.063","1","54","0","0","0","1250054"
"13","25","90","0","1","0","0","55","230","1.258","0","1250055"
"0","25","0","0","4","1.915","1","56","0","0","0","1250056"
"13","25","230","0","1","0","0","57","388","1.222","0","1250057"
"0","25","0","0","4","2.085","1","58","0","0","0","1250058"
"0","25","0","vo_nyx","2","0","0","59","0","0","vo_nyx_0710","1250059"
"14","25","0","0","1","0","0","60","185","2.18","0","1250060"
"0","25","0","0","4","3.98","1","61","0","0","0","1250061"
"0","26","0","0","4","1","3","1","0","0","0","1260001"
"0","26","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0801","1260002"
"1","26","0","0","1","0","0","3","70","0.65","0","1260003"
"0","26","0","0","4","1.4","1","4","0","0","0","1260004"
"1","26","70","0","1","0","0","5","158","1.119","0","1260005"
"0","26","0","0","4","1.816","1","6","0","0","0","1260006"
"1","26","158","0","1","0","0","7","332","1.557","0","1260007"
"0","26","0","0","4","2.665","1","8","0","0","0","1260008"
"0","26","0","vo_nyx","2","0","0","9","0","0","vo_nyx_0802","1260009"
"2","26","70","0","1","0","0","10","143","0.776","0","1260010"
"0","26","0","0","4","1.608","1","11","0","0","0","1260011"
"2","26","143","0","1","0","0","12","282","1.562","0","1260012"
"0","26","0","0","4","2.562","1","13","0","0","0","1260013"
"0","26","0","0","4","2","3","14","0","0","0","1260014"
"0","26","0","vo_nyx","2","0","0","15","0","0","vo_nyx_0803","1260015"
"3","26","0","0","1","0","0","16","68","0.65","0","1260016"
"0","26","0","0","4","1.4","1","17","0","0","0","1260017"
"3","26","68","0","1","0","0","18","222","2.205","0","1260018"
"0","26","0","0","4","2.779","1","19","0","0","0","1260019"
"0","26","0","vo_nyx","2","0","0","20","0","0","vo_nyx_0804","1260020"
"3","26","222","0","1","0","0","21","260","0.393","0","1260021"
"0","26","0","0","4","0.987","1","22","0","0","0","1260022"
"3","26","260","0","1","0","0","23","370","0.843","0","1260023"
"0","26","0","0","4","0.843","1","24","0","0","0","1260024"
"4","26","68","0","1","0","0","25","215","1.481","0","1260025"
"0","26","0","0","4","2.481","1","26","0","0","0","1260026"
"0","26","0","0","4","3","3","27","0","0","0","1260027"
"0","26","0","vo_nyx","2","0","0","28","0","0","vo_nyx_0805","1260028"
"5","26","0","0","1","0","0","29","70","0.65","0","1260029"
"0","26","0","0","4","1.4","1","30","0","0","0","1260030"
"5","26","70","0","1","0","0","31","270","1.879","0","1260031"
"0","26","0","0","4","2.917","1","32","0","0","0","1260032"
"6","26","70","0","1","0","0","33","342","2.759","0","1260033"
"0","26","0","0","4","3.645","1","34","0","0","0","1260034"
"6","26","342","0","1","0","0","35","395","0.487","0","1260035"
"0","26","0","0","4","1.487","1","36","0","0","0","1260036"
"0","26","0","0","4","4","3","37","0","0","0","1260037"
"0","26","0","vo_nyx","2","0","0","38","0","0","vo_nyx_0806","1260038"
"7","26","0","0","1","0","0","39","70","0.65","0","1260039"
"0","26","0","0","4","1.4","1","40","0","0","0","1260040"
"7","26","70","0","1","0","0","41","136","1.003","0","1260041"
"0","26","0","0","4","1.452","1","42","0","0","0","1260042"
"7","26","136","0","1","0","0","43","387","2.373","0","1260043"
"0","26","0","0","4","2.6","1","44","0","0","0","1260044"
"8","26","70","0","1","0","0","45","180","1.23","0","1260045"
"0","26","0","0","4","2.23","1","46","0","0","0","1260046"
"0","26","0","0","4","1","3","47","0","0","0","1260047"
"0","26","0","vo_nyx","2","0","0","48","0","0","vo_nyx_0807","1260048"
"9","26","0","0","1","0","0","49","68","0.65","0","1260049"
"0","26","0","0","4","1.4","1","50","0","0","0","1260050"
"9","26","68","0","1","0","0","51","350","2.24","0","1260051"
"0","26","0","0","4","2.74","1","52","0","0","0","1260052"
"10","26","70","0","1","0","0","53","165","1.252","0","1260053"
"0","26","0","0","4","1.742","1","54","0","0","0","1260054"
"10","26","165","0","1","0","0","55","380","2.352","0","1260055"
"0","26","0","0","4","2.779","1","56","0","0","0","1260056"
"11","26","70","0","1","0","0","57","310","2.013","0","1260057"
"0","26","0","0","4","3.047","1","58","0","0","0","1260058"
"0","26","0","vo_nyx","2","0","0","59","0","0","vo_nyx_0808","1260059"
"12","26","70","0","1","0","0","60","184","1.401","0","1260060"
"0","26","0","0","4","1.984","1","61","0","0","0","1260061"
"12","26","184","0","1","0","0","62","390","2.073","0","1260062"
"0","26","0","0","4","2.372","1","63","0","0","0","1260063"
"13","26","70","0","1","0","0","64","240","1.4","0","1260064"
"0","26","0","0","4","2.2","1","65","0","0","0","1260065"
"0","26","0","0","4","4","3","66","0","0","0","1260066"
"0","26","0","vo_nyx","2","0","0","67","0","0","vo_nyx_0809","1260067"
"14","26","0","0","1","0","0","68","68","0.65","0","1260068"
"0","26","0","0","4","1.4","1","69","0","0","0","1260069"
"14","26","68","0","1","0","0","70","260","1.52","0","1260070"
"0","26","0","0","4","2.5","1","71","0","0","0","1260071"
"0","26","0","vo_nyx","2","0","0","72","0","0","vo_nyx_0810","1260072"
"15","26","70","0","1","0","0","73","280","2.7","0","1260073"
"0","26","0","0","4","4.5","1","74","0","0","0","1260074"
"0","32","0","0","4","1","3","1","0","0","0","1320001"
"0","32","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0901","1320002"
"1","32","0","0","1","0","0","3","286","3.31","0","1320003"
"0","32","0","0","4","3.909","1","4","0","0","0","1320004"
"1","32","286","0","1","0","0","5","358","0.836","0","1320005"
"0","32","0","0","4","1.457","1","6","0","0","0","1320006"
"1","32","358","0","1","0","0","7","395","0.533","0","1320007"
"0","32","0","0","4","0.533","1","8","0","0","0","1320008"
"2","32","0","0","1","0","0","9","124","1.392","0","1320009"
"0","32","0","0","4","1.99","1","10","0","0","0","1320010"
"2","32","124","0","1","0","0","11","395","3.058","0","1320011"
"0","32","0","0","4","3.058","1","12","0","0","0","1320012"
"3","32","0","0","1","0","0","13","55","0.338","0","1320013"
"0","32","0","0","4","1.471","1","14","0","0","0","1320014"
"0","32","0","vo_nyx","2","0","0","15","0","0","vo_nyx_0902","1320015"
"3","32","55","0","1","0","0","16","301","2.683","0","1320016"
"0","32","0","0","4","3.31","1","17","0","0","0","1320017"
"3","32","301","0","1","0","0","18","375","0.944","0","1320018"
"0","32","0","0","4","0.944","1","19","0","0","0","1320019"
"4","32","0","0","1","0","0","20","160","1.745","0","1320020"
"0","32","0","0","4","2.481","1","21","0","0","0","1320021"
"4","32","160","0","1","0","0","22","306","1.399","0","1320022"
"0","32","0","0","4","2.87","1","23","0","0","0","1320023"
"0","32","0","0","4","2","3","24","0","0","0","1320024"
"0","32","0","vo_nyx","2","0","0","25","0","0","vo_nyx_0903","1320025"
"5","32","0","0","1","0","0","26","122","1.276","0","1320026"
"0","32","0","0","4","2.005","1","27","0","0","0","1320027"
"5","32","122","0","1","0","0","28","211","1.038","0","1320028"
"0","32","0","0","4","1.608","1","29","0","0","0","1320029"
"5","32","211","0","1","0","0","30","280","1.038","0","1320030"
"0","32","0","0","4","1.11","1","31","0","0","0","1320031"
"6","32","0","0","1","0","0","32","202","2.055","0","1320032"
"0","32","0","0","4","2.844","1","33","0","0","0","1320033"
"6","32","202","0","1","0","0","34","389","1.871","0","1320034"
"0","32","0","0","4","2.397","1","35","0","0","0","1320035"
"7","32","0","0","1","0","0","36","182","1.589","0","1320036"
"0","32","0","0","4","2.196","1","37","0","0","0","1320037"
"7","32","182","0","1","0","0","38","395","2.445","0","1320038"
"0","32","0","0","4","2.445","1","39","0","0","0","1320039"
"8","32","0","0","1","0","0","40","180","1.372","0","1320040"
"0","32","0","0","4","2.657","1","41","0","0","0","1320041"
"0","32","0","0","4","3","3","42","0","0","0","1320042"
"0","32","0","vo_nyx","2","0","0","43","0","0","vo_nyx_0904","1320043"
"8","32","180","0","1","0","0","44","390","2.066","0","1320044"
"0","32","0","0","4","2.066","1","45","0","0","0","1320045"
"9","32","0","0","1","0","0","46","83","0.916","0","1320046"
"0","32","0","0","4","1.42","1","47","0","0","0","1320047"
"9","32","83","0","1","0","0","48","162","0.71","0","1320048"
"0","32","0","0","4","1.561","1","49","0","0","0","1320049"
"9","32","162","0","1","0","0","50","385","2.191","0","1320050"
"0","32","0","0","4","2.191","1","51","0","0","0","1320051"
"10","32","0","0","1","0","0","52","130","1.377","0","1320052"
"0","32","0","0","4","1.833","1","53","0","0","0","1320053"
"10","32","130","0","1","0","0","54","390","2.749","0","1320054"
"0","32","0","0","4","2.749","1","55","0","0","0","1320055"
"11","32","0","0","1","0","0","56","85","0.753","0","1320056"
"0","32","0","0","4","2.093","1","57","0","0","0","1320057"
"0","32","0","vo_nyx","2","0","0","58","0","0","vo_nyx_0905","1320058"
"11","32","85","0","1","0","0","59","205","1.534","0","1320059"
"0","32","0","0","4","2.185","1","60","0","0","0","1320060"
"11","32","205","0","1","0","0","61","311","1.269","0","1320061"
"0","32","0","0","4","1.86","1","62","0","0","0","1320062"
"11","32","311","0","1","0","0","63","400","0.74","0","1320063"
"0","32","0","0","4","0.74","1","64","0","0","0","1320064"
"12","32","0","0","1","0","0","65","149","1.911","0","1320065"
"0","32","0","0","4","2.508","1","66","0","0","0","1320066"
"12","32","149","0","1","0","0","67","380","2.445","0","1320067"
"0","32","0","0","4","3.145","1","68","0","0","0","1320068"
"0","32","0","vo_nyx","2","0","0","69","0","0","vo_nyx_0906","1320069"
"13","32","0","0","1","0","0","70","116","0.992","0","1320070"
"0","32","0","0","4","2.792","1","71","0","0","0","1320071"
"0","33","0","0","4","1","3","1","0","0","0","1330001"
"0","33","0","vo_nyx","2","0","0","2","0","0","vo_nyx_1001","1330002"
"1","33","0","0","1","0","0","3","98","1.326","0","1330003"
"0","33","0","0","4","1.649","1","4","0","0","0","1330004"
"1","33","98","0","1","0","0","5","271","2.01","0","1330005"
"0","33","0","0","4","2.529","1","6","0","0","0","1330006"
"1","33","271","0","1","0","0","7","395","1.404","0","1330007"
"0","33","0","0","4","1.459","1","8","0","0","0","1330008"
"2","33","0","0","1","0","0","9","55","0.468","0","1330009"
"0","33","0","0","4","1.704","1","10","0","0","0","1330010"
"0","33","0","vo_nyx","2","0","0","11","0","0","vo_nyx_1002","1330011"
"2","33","55","0","1","0","0","12","183","1.337","0","1330012"
"0","33","0","0","4","1.337","1","13","0","0","0","1330013"
"2","33","183","0","1","0","0","14","380","2.128","0","1330014"
"0","33","0","0","4","3.666","1","15","0","0","0","1330015"
"0","33","0","vo_nyx","2","0","0","16","0","0","vo_nyx_1003","1330016"
"3","33","0","0","1","0","0","17","190","1.938","0","1330017"
"0","33","0","0","4","2.451","1","18","0","0","0","1330018"
"3","33","190","0","1","0","0","19","330","1.303","0","1330019"
"0","33","0","0","4","2.273","1","20","0","0","0","1330020"
"0","33","0","vo_nyx","2","0","0","21","0","0","vo_nyx_1004","1330021"
"4","33","0","0","1","0","0","22","113","1.136","0","1330022"
"0","33","0","0","4","1.905","1","23","0","0","0","1330023"
"4","33","113","0","1","0","0","24","211","1.136","0","1330024"
"0","33","0","0","4","1.905","1","25","0","0","0","1330025"
"4","33","211","0","1","0","0","26","395","2.016","0","1330026"
"0","33","0","0","4","3.118","1","27","0","0","0","1330027"
"0","33","0","vo_nyx","2","0","0","28","0","0","vo_nyx_1005","1330028"
"5","33","0","0","1","0","0","29","128","1.227","0","1330029"
"0","33","0","0","4","2.174","1","30","0","0","0","1330030"
"0","33","0","vo_nyx","2","0","0","31","0","0","vo_nyx_1006","1330031"
"5","33","128","0","1","0","0","32","395","3.075","0","1330032"
"0","33","0","0","4","3.81","1","33","0","0","0","1330033"
"6","33","0","0","1","0","0","34","128","1.281","0","1330034"
"0","33","0","0","4","2.507","1","35","0","0","0","1330035"
"0","33","0","vo_nyx","2","0","0","36","0","0","vo_nyx_1007","1330036"
"6","33","128","0","1","0","0","37","252","1.17","0","1330037"
"0","33","0","0","4","2.039","1","38","0","0","0","1330038"
"0","33","0","vo_nyx","2","0","0","39","0","0","vo_nyx_1008","1330039"
"6","33","252","0","1","0","0","40","350","0.757","0","1330040"
"0","33","0","0","4","2.139","1","41","0","0","0","1330041"
"0","33","0","0","4","2","3","42","0","0","0","1330042"
"0","33","0","vo_nyx","2","0","0","43","0","0","vo_nyx_1009","1330043"
"7","33","0","0","1","0","0","44","110","1.348","0","1330044"
"0","33","0","0","4","2.852","1","45","0","0","0","1330045"
"0","33","0","vo_nyx","2","0","0","46","0","0","vo_nyx_1010","1330046"
"8","33","0","0","1","0","0","47","60","0.702","0","1330047"
"0","33","0","0","4","0.702","1","48","0","0","0","1330048"
"8","33","60","0","1","0","0","49","205","1.604","0","1330049"
"0","33","0","0","4","2.844","1","50","0","0","0","1330050"
"0","33","0","vo_nyx","2","0","0","51","0","0","vo_nyx_1011","1330051"
"8","33","205","0","1","0","0","52","395","2.016","0","1330052"
"0","33","0","0","4","2.707","1","53","0","0","0","1330053"
"9","33","0","0","1","0","0","54","206","2.128","0","1330054"
"0","33","0","0","4","3.32","1","55","0","0","0","1330055"
"0","33","0","vo_nyx","2","0","0","56","0","0","vo_nyx_1012","1330056"
"9","33","206","0","1","0","0","57","390","2.38","0","1330057"
"0","33","0","0","4","3.338","1","58","0","0","0","1330058"
"0","33","0","0","4","3","3","59","0","0","0","1330059"
"0","33","0","vo_nyx","2","0","0","60","0","0","vo_nyx_1013","1330060"
"10","33","0","0","1","0","0","61","133","1.337","0","1330061"
"0","33","0","0","4","1.883","1","62","0","0","0","1330062"
"10","33","133","0","1","0","0","63","330","1.95","0","1330063"
"0","33","0","0","4","3.243","1","64","0","0","0","1330064"
"0","33","0","vo_nyx","2","0","0","65","0","0","vo_nyx_1014","1330065"
"10","33","330","0","1","0","0","66","392","0.724","0","1330066"
"0","33","0","0","4","0.724","1","67","0","0","0","1330067"
"11","33","0","0","1","0","0","68","73","0.824","0","1330068"
"0","33","0","0","4","1.392","1","69","0","0","0","1330069"
"11","33","73","0","1","0","0","70","360","3.319","0","1330070"
"0","33","0","0","4","4.265","1","71","0","0","0","1330071"
"0","33","0","vo_nyx","2","0","0","72","0","0","vo_nyx_1015","1330072"
"12","33","0","0","1","0","0","73","235","2.306","0","1330073"
"0","33","0","0","4","3.198","1","74","0","0","0","1330074"
"0","33","0","0","4","4","3","75","0","0","0","1330075"
"0","33","0","vo_nyx","2","0","0","76","0","0","vo_nyx_1016","1330076"
"13","33","0","0","1","0","0","77","142","1.713","0","1330077"
"0","33","0","0","4","2.607","1","78","0","0","0","1330078"
"13","33","142","0","1","0","0","79","308","1.66","0","1330079"
"0","33","0","0","4","3.16","1","80","0","0","0","1330080"
"0","34","0","0","4","1","3","1","0","0","0","1340001"
"0","34","0","vo_nyx","2","0","0","2","0","0","vo_nyx_1501","1340002"
"1","34","0","0","1","0","0","3","45","0.64","0","1340003"
"0","34","0","0","4","1.223","1","4","0","0","0","1340004"
"1","34","45","0","1","0","0","5","160","0.878","0","1340005"
"0","34","0","0","4","1.635","1","6","0","0","0","1340006"
"0","34","0","vo_nyx","2","0","0","7","0","0","vo_nyx_1502","1340007"
"1","34","160","0","1","0","0","8","280","1.01","0","1340008"
"0","34","0","0","4","2.02","1","9","0","0","0","1340009"
"0","34","0","vo_nyx","2","0","0","10","0","0","vo_nyx_1503","1340010"
"2","34","0","0","1","0","0","11","375","4.04","0","1340011"
"0","34","0","0","4","4.731","1","12","0","0","0","1340012"
"3","34","0","0","1","0","0","13","310","2.766","0","1340013"
"0","34","0","0","4","3.699","1","14","0","0","0","1340014"
"0","34","0","vo_nyx","2","0","0","15","0","0","vo_nyx_1504","1340015"
"4","34","0","0","1","0","0","16","225","2.338","0","1340016"
"0","34","0","0","4","3.085","1","17","0","0","0","1340017"
"0","34","0","vo_nyx","2","0","0","18","0","0","vo_nyx_1505","1340018"
"4","34","225","0","1","0","0","19","340","0.911","0","1340019"
"0","34","0","0","4","2.338","1","20","0","0","0","1340020"
"0","34","0","vo_nyx","2","0","0","21","0","0","vo_nyx_1506","1340021"
"5","34","0","0","1","0","0","22","173","1.789","0","1340022"
"0","34","0","0","4","2.096","1","23","0","0","0","1340023"
"5","34","173","0","1","0","0","24","370","1.992","0","1340024"
"0","34","0","0","4","3.002","1","25","0","0","0","1340025"
"0","34","0","vo_nyx","2","0","0","26","0","0","vo_nyx_1507","1340026"
"6","34","0","0","1","0","0","27","110","1.179","0","1340027"
"0","34","0","0","4","1.679","1","28","0","0","0","1340028"
"6","34","110","0","1","0","0","29","225","1.438","0","1340029"
"0","34","0","0","4","2.096","1","30","0","0","0","1340030"
"0","34","0","vo_nyx","2","0","0","31","0","0","vo_nyx_1508","1340031"
"6","34","225","0","1","0","0","32","395","1.679","0","1340032"
"0","34","0","0","4","1.679","1","33","0","0","0","1340033"
"7","34","0","0","1","0","0","34","90","1.032","0","1340034"
"0","34","0","0","4","1.833","1","35","0","0","0","1340035"
"0","34","0","vo_nyx","2","0","0","36","0","0","vo_nyx_1509","1340036"
"7","34","90","0","1","0","0","37","356","2.788","0","1340037"
"0","34","0","0","4","3.765","1","38","0","0","0","1340038"
"0","34","0","vo_nyx","2","0","0","39","0","0","vo_nyx_1510","1340039"
"8","34","0","0","1","0","0","40","48","0.79","0","1340040"
"0","34","0","0","4","1.35","1","41","0","0","0","1340041"
"8","34","48","0","1","0","0","42","262","2.404","0","1340042"
"0","34","0","0","4","3.117","1","43","0","0","0","1340043"
"0","34","0","0","4","2","3","44","0","0","0","1340044"
"0","34","0","vo_nyx","2","0","0","45","0","0","vo_nyx_1511","1340045"
"8","34","262","0","1","0","0","46","395","1.756","0","1340046"
"0","34","0","0","4","2.59","1","47","0","0","0","1340047"
"9","34","0","0","1","0","0","48","190","1.954","0","1340048"
"0","34","0","0","4","2.415","1","49","0","0","0","1340049"
"9","34","190","0","1","0","0","50","341","1.649","0","1340050"
"0","34","0","0","4","2.228","1","51","0","0","0","1340051"
"9","34","341","0","1","0","0","52","391","0.592","0","1340052"
"0","34","0","0","4","0.592","1","53","0","0","0","1340053"
"10","34","0","0","1","0","0","54","90","1.12","0","1340054"
"0","34","0","0","4","1.68","1","55","0","0","0","1340055"
"10","34","90","0","1","0","0","56","254","2.205","0","1340056"
"0","34","0","0","4","2.908","1","57","0","0","0","1340057"
"10","34","254","0","1","0","0","58","385","1.526","0","1340058"
"0","34","0","0","4","1.526","1","59","0","0","0","1340059"
"11","34","0","0","1","0","0","60","125","1.207","0","1340060"
"0","34","0","0","4","2.448","1","61","0","0","0","1340061"
"0","34","0","0","4","3","3","62","0","0","0","1340062"
"0","34","0","vo_nyx","2","0","0","63","0","0","vo_nyx_1512","1340063"
"11","34","125","0","1","0","0","64","249","1.624","0","1340064"
"0","34","0","0","4","2.294","1","65","0","0","0","1340065"
"11","34","249","0","1","0","0","66","397","1.405","0","1340066"
"0","34","0","0","4","1.405","1","67","0","0","0","1340067"
"12","34","0","0","1","0","0","68","65","0.746","0","1340068"
"0","34","0","0","4","1.822","1","69","0","0","0","1340069"
"0","34","0","0","4","4","3","70","0","0","0","1340070"
"0","34","0","vo_nyx","2","0","0","71","0","0","vo_nyx_1513","1340071"
"12","34","72","0","1","0","0","72","260","2.338","0","1340072"
"0","34","0","0","4","3.227","1","73","0","0","0","1340073"
"0","34","0","0","4","5","3","74","0","0","0","1340074"
"0","34","0","vo_nyx","2","0","0","75","0","0","vo_nyx_1514","1340075"
"13","34","0","0","1","0","0","76","150","1.745","0","1340076"
"0","34","0","0","4","2.195","1","77","0","0","0","1340077"
"13","34","150","0","1","0","0","78","293","1.405","0","1340078"
"0","34","0","0","4","2.437","1","79","0","0","0","1340079"
"0","34","0","vo_nyx","2","0","0","80","0","0","vo_nyx_1515","1340080"
"14","34","0","0","1","0","0","81","42","0.428","0","1340081"
"0","34","0","0","4","2.16","1","82","0","0","0","1340082"
