1b081673ec5fe242497e11439ea3e6ab177a9757cecef2cccd5b13aab46c38c7,f486154b0c7cdf51a0e7da5e9361dee3a46633ff14352843b722071548d68a47,f6e4639815784e5e11ebac92e771289e23fe02f3dffc0694274843a3e047db1d,e68176bfcdd77bbc01f35cb4a0b03040936f51d3235d9d5296bec9d7d0775c4a,c840312f4989f2cafb24ccc107e55ce961c2ac6c61f04721412ca8a58ed39e9c,3ca4fa598c0626f3531dfed6ec143f90198802db66ce6f6d944b79835f124f60,6d29464c80991c4fb49c63942208c6ea12bcce3869523ad11e389ca7c2dd5fdd,94ed169512ad4c2149ea83a04f202ecc4eb8013da76a59a3a63fd5672471e1ba,0073fb642e332b45f00fe78db61f736c134ae886535385e5ebbb9f8eb04125d1,ae1c5dbc1ef32ac13bfc7de174adbb7623f2b739a3138eb840da6c51a46d7bd1
"1140024","2.125","0","24","4","0","1","14","","0"
"1140025","0","8","25","1","0","0","14","親切にしてくれたクラスメイトのみんなのことが思い浮かんでくる。\n\n","0"
"1140026","6.375","0","26","4","0","1","14","","0"
"1140027","0","0","27","2","vo_10011600","0","14","","vo_10011600_1405"
"1140028","0","8","28","1","0","0","14","聖テレサ女学院のみなさん、\n","0"
"1140029","2.875","0","29","4","0","1","14","","0"
"1140030","0","8","30","1","0","0","14","本当に","0"
"1140031","1.375","0","31","4","0","1","14","","0"
"1140032","0","8","32","1","0","0","14","ありがとうございました！","0"
"1140033","2.5","0","33","4","0","1","14","","0"
