fcb5f087687e889fa2424a5caaf4533626663d895432fa094e0b5751b2d246f5,8505509e971e54d08dfb3234d3e18ac86893811a5ec8350104f699780ebf64ea,f939f7b2ec03e7f2c7bcb3c4e4b2f5722b0d6d6535763603376bec6c62bb37f8,a86bb5ffd69a8c066099e42e615a4376fc8a0994e704030d3eb96e114f53efdb,afd3a08b204cb6d6b93304140c69a9a60430ad3bf6775733a694a711ad76866c,77381cf7ba3fef8439d629cb61c06dee801d65731db6c9a91d7e09e99652e78f,3aa6a8f69cf72c780357e750dbd595f351fa19e5210d06ec5adeac1dca8c90d9,e1e8679d04cc2f850936cd8c02675ca80b3946c865fb63f69712533d45a4c60c,a2a9473ce3b97d9a24e1116d7779a7d7633fb54ac5aea731e6a1dd89657491f1,d9df1c707343fec8b7d8fe76a76f1e0bb4c984568cabb0076ddc7f31f0c198f3,45bb20aabfe74a4b1448b222bc6d283cd745ae3331d0caf7ffc9811c004f7c66
"nyx_203_yukari_03","0.5","1","12030035","3","","203","","","","3"
"nyx_203_yukari_03","0.5","1","12030036","3","","203","","","","103431"
"それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","","10","12030037","11","","203","","","","103431"
"","","","12030038","91","","203","","","","0"
"","","","12030039","93","","203","","","","0.1"
"nyx_203_yukari_06","0.2","0","12030040","3","","203","","1","nyx_203_yukari_05","3"
"nyx_203_yukari_06","0.2","0","12030041","3","","203","","1","nyx_203_yukari_05","103431"
"","","","12030042","93","","203","","","","0.5"
"nyx_lookup","0.2","0","12030043","3","0.2","203","","1","nyx_cmn_05","103231"
"","","","12030044","93","","203","","","","2"
"1","","1","12030045","12","","203","","","","103231"
"1","","","12030046","4","","203","","","","3"
"1","","","12030047","4","","203","","","","103431"
"nyx_203_yukari_04","0.2","0","12030048","3","","203","","","","3"
"nyx_203_yukari_04","0.2","0","12030049","3","","203","","","","103431"
"-245","","-10","12030050","2","","203","","0","0.67","3"
"-245","","-10","12030051","2","","203","","0","0.67","103431"
"","","","12030052","93","","203","","","","0.67"
"","","","12030053","93","","203","","","","0.83"
"-265","","-10","12030054","2","","203","","0","0.5","3"
"-265","","-10","12030055","2","","203","","0","0.5","103431"
"","","","12030056","93","","203","","","","0.5"
"-328","","-10","12030057","2","","203","","0","0.67","3"
"-328","","-10","12030058","2","","203","","0","0.67","103431"
"nyx_cmn_04","0.2","1","12030059","3","","203","","","","103231"
"nyx_lookup","0.2","0","12030060","3","0.2","203","","1","nyx_idle_sad","104831"
"","","","12030061","93","","203","","","","0.67"
"-330","","-10","12030062","2","","203","","0","0.67","3"
"-330","","-10","12030063","2","","203","","0","0.67","103431"
"","","","12030064","93","","203","","","","0.67"
"nyx_203_yukari_05","0.2","0","12030065","3","","203","","1","nyx_203_yukari_06","3"
"nyx_203_yukari_05","0.2","0","12030066","3","","203","","1","nyx_203_yukari_06","103431"
"","","","12030067","93","","203","","","","0.66"
"12","","1","12030068","12","","203","","","","104831"
"","","","12030069","93","","203","","","","2"
"9","","1","12030070","12","","203","","","","103431"
"nyx_lookup","0.2","0","12030071","3","0.2","203","","1","nyx_talk_sad","104631"
"0","","","12030072","4","","203","","","","3"
"0","","","12030073","4","","203","","","","103431"
"nyx_203_yukari_04","0.2","0","12030074","3","","203","","","","3"
"nyx_203_yukari_04","0.2","0","12030075","3","","203","","","","103431"
"-285","","-10","12030076","2","","203","","0","0.67","3"
"-285","","-10","12030077","2","","203","","0","0.67","103431"
"","","","12030078","93","","203","","","","0.67"
"","","","12030079","93","","203","","","","0.83"
"-265","","-10","12030080","2","","203","","0","0.5","3"
"-265","","-10","12030081","2","","203","","0","0.5","103431"
"","","","12030082","93","","203","","","","0.5"
"-202","","-10","12030083","2","","203","","0","0.67","3"
"-202","","-10","12030084","2","","203","","0","0.67","103431"
"5","","1","12030085","12","","203","","","","104631"
"","","","12030086","93","","203","","","","0.67"
"-200","","-10","12030087","2","","203","","0","0.67","3"
"-200","","-10","12030088","2","","203","","0","0.67","103431"
"","","","12030089","93","","203","","","","0.67"
"nyx_203_yukari_05","0.2","1","12030090","3","","203","","","","3"
"nyx_203_yukari_05","0.2","1","12030091","3","","203","","","","103431"
"","","","12030092","93","","203","","","","0.66"
"nyx_idle_sad","0.2","1","12030093","3","","203","","","","104631"
"6","","1","12030094","12","","203","","","","103431"
"0","","","12030095","4","","203","","","","3"
"0","","","12030096","4","","203","","","","103431"
"","","","12030097","93","","203","","","","1"
"","","","12030098","101","","203","","","","12030039"
"104831","1.2","110","12040001","1","1","204","nyx_204_mifuyu_01","28.5","121.8","1"
"2","1.2","120","12040002","5","1","204","nyx_204_mifuyu_01","28.5","121.8","2"
"103431","1.2","110","12040003","1","0","204","nyx_idle_normal","-286.1","-278","1"
"104631","1.2","140","12040004","1","1","204","nyx_idle_normal","-286.1","283.5","1"
"103231","1.2","110","12040005","1","0","204","nyx_idle_normal","-286.1","-413","1"
"1","1","0","12040006","31","","204","","1","0","2"
"3","1.2","130","12040007","5","0","204","nyx_yagura_up_harf","-278","109","3"
"2","1","-111","12040008","31","","204","","1","34","14"
"bgm_M347","","","12040009","25","","204","","","","bgm_M347"
"","","","12040010","93","","204","","","","2"
"nyx_204_mifuyu_01","0.2","1","12040011","3","","204","","","","104831"
"nyx_204_mifuyu_01","0.2","1","12040012","3","","204","","","","2"
"とうとう完成…\nしてしまったわね…","0","10","12040013","11","","204","","","","104831"
"","","","12040014","93","","204","","","","0.2"
"nyx_lookup","0.2","0","12040015","3","0.2","204","","1","nyx_204_akino_01_loop","104631"
"","","","12040016","93","","204","","","","0.5"
"nyx_204_mifuyu_02","0.2","1","12040017","3","","204","","","","104831"
"nyx_204_mifuyu_02","0.2","1","12040018","3","","204","","","","2"
"","","","12040019","91","","204","","","","12040013"
"設計段階より\n明らかに機能が\n増やされてるわ…","0","10","12040020","11","","204","","","","104831"
"","","","12040021","93","","204","","","","1.5"
"nyx_lookup","0.2","0","12040022","3","0.2","204","","1","nyx_lookup_loop","103431"
"","","","12040023","91","","204","","","","12040020"
"","","","12040024","93","","204","","","","0.2"
"nyx_204_akino_01","0.2","0","12040025","3","","204","","","","103231"
"驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","","10","12040026","11","","204","","","","103231"
"","","","12040027","93","","204","","","","1"
"nyx_204_akino_02","0.2","1","12040028","3","","204","","","","103231"
"","","","12040029","91","","204","","","","12040026"
"","","","12040030","93","","204","","","","0.5"
"ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","0","10","12040031","11","","204","","","","104831"
"","","","12040032","93","","204","","","","0.2"
"nyx_204_mifuyu_03","0.2","1","12040033","3","0.2","204","","","","104831"
"nyx_204_mifuyu_03","0.2","1","12040034","3","0.2","204","","","","2"
"","","","12040035","93","","204","","","","3"
"","","","12040036","91","","204","","","","12040031"
"nyx_talk_sad","","1","12040037","3","","204","","","","104631"
"ど、どうして\n震えてるにゃ？\nミフユ…","","10","12040038","11","","204","","","","104631"
"","","","12040039","91","","204","","","","0"
"nyx_204_mifuyu_04","0.3","0","12040040","3","0.3","204","","1","nyx_204_mifuyu_05","104831"
"nyx_204_mifuyu_04","0.3","0","12040041","3","0.3","204","","1","nyx_204_mifuyu_05","2"
"当たり前です！\nなんですかこの\n無駄だらけな機能！","0","10","12040042","11","","204","","","","104831"
"","","","12040043","93","","204","","","","0.6"
"cmn_shock_def_N","0.3","0","12040044","3","0.2","204","","1","nyx_idle_surprise2","104631"
"cmn_shock_def_N","0.3","0","12040045","3","0.2","204","","1","nyx_idle_sad","103431"
"cmn_shock_def_N","0.3","0","12040046","3","0.2","204","","1","nyx_idle_surprise1","103231"
"","","","12040047","93","","204","","","","1.5"
"","","","12040048","91","","204","","","","12040042"
"どこを見ても\n無駄ばかり…\n非効率すぎる…！","0","10","12040049","11","","204","","","","104831"
"","","","12040050","91","","204","","","","0"
"nyx_talk_sad","0.3","1","12040051","3","0.3","204","","","","103431"
"お、落ち着いて\nミフユさん…\n仕方がなかったの…","","10","12040052","11","","204","","","","103431"
"","","","12040053","91","","204","","","","0"
"こんなの\n落ち着けるわけ\nないでしょーっ！","0","10","12040054","11","","204","","","","104831"
"","","","12040055","93","","204","","","","2.7"
"nyx_cmn_03","0.3","1","12040056","3","0.3","204","","","","103431"
"nyx_204_mifuyu_07","0.3","0","12040057","3","0.3","204","","1","nyx_204_mifuyu_06","104831"
"nyx_204_mifuyu_07","0.3","0","12040058","3","0.3","204","","1","nyx_204_mifuyu_06","2"
"","","","12040059","91","","204","","","","12040052"
"","","","12040060","93","","204","","","","0.5"
"0","","1","12040061","4","","204","","","","103431"
"","","","12040062","93","","204","","","","0.5"
"2","","1","12040063","12","","204","","","","103431"
"","","","12040064","93","","204","","","","1.5"
"17","","1","12040065","12","","204","","","","104631"
"nyx_talk_sad","0.3","1","12040066","3","0.3","204","","","","104631"
"","","","12040067","93","","204","","","","1.5"
"1","","1","12040068","4","","204","","","","103431"
"nyx_idle_sad","0.3","1","12040069","3","0.3","204","","","","104631"
"","","","12040070","93","","204","","","","0.2"
"7","","1","12040071","12","","204","","","","103231"
"nyx_talk_joy1","0.3","0","12040072","3","0.2","204","","1","cmn_pose02_def_N","103231"
"","","","12040073","93","","204","","","","0.1"
"nyx_talk_sad","0.3","1","12040074","3","0.3","204","","","","103431"
"","","","12040075","93","","204","","","","2"
"15","","1","12040076","12","","204","","","","104831"
"","","","12040077","93","","204","","","","2"
"1","","","12040078","101","","204","","","","12040061"
"111031","1.2","110","13010001","1","0","301","nyx_301_yuni_01","-277","-135","1"
"1","1","0","13010002","31","","301","","1","0","3"
"2","1","40","13010003","31","","301","","1","-195","17"
"3","0","40","13010004","31","","301","","1","-195","18"
"4","0","40","13010005","31","","301","","1","-195","19"
"bgm_M347","","","13010006","25","","301","","","","bgm_M347"
"","","","13010007","93","","301","","","","2"
"なかよしX…\nあれは実に\n浪漫の結晶だった…","","10","13010008","11","","301","","","","111031"
"1","","","13010009","91","","301","","","","0"
"あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","","10","13010010","11","","301","","","","111031"
"1","","","13010011","91","","301","","","","0"
"","","","13010012","93","","301","","","","0.6"
"nyx_103_yuni_02","0.2","1","13010013","3","","301","","","","111031"
"というわけで\nなかよしXの残骸を\n集めてみたわけだが","","10","13010014","11","","301","","","","111031"
"1","","","13010015","91","","301","","","","0"
"cmn_pose02_def_N","0.2","0","13010016","3","0.2","301","","","nyx_idle_normal","111031"
"これらをリペアして\n単に組み直したとて\n模造品でしかない","","10","13010017","11","","301","","","","111031"
"1","","","13010018","91","","301","","","","0"
"nyx_103_yuni_03","0.2","0","13010019","3","","301","","1","nyx_103_yuni_04","111031"
"独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","","10","13010020","11","","301","","","","111031"
"1","","","13010021","91","","301","","","","0"
"cmn_pose02_def_N","0.2","1","13010022","3","","301","","","","111031"
"ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","","10","13010023","11","","301","","","","111031"
"","","","13010024","91","","301","","","","0"
"","","","13010025","93","","301","","","","0.5"
"nyx_301_yuni_03","0.2","1","13010026","3","","301","","","","111031"
"いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","","10","13010027","11","","301","","","","111031"
"1","","","13010028","91","","301","","","","0"
"…理解に苦しむな\nまずそこから考える\n必要がありそうだ","","10","13010029","11","","301","","","","111031"
"1","","","13010030","91","","301","","","","0"
"nyx_301_yuni_01","0.2","1","13010031","3","","301","","","","111031"
"なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","","10","13010032","11","","301","","","","111031"
"","","","13010033","91","","301","","","","0"
"","","","13010034","93","","301","","","","2"
"1","","","13010035","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010036","3","","301","","","","111031"
"-230","","-277","13010037","2","","301","","","1.5","111031"
"","","","13010038","93","","301","","","","1.5"
"nyx_301_yuni_02","0.2","0","13010039","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010040","93","","301","","","","3"
"0","","","13010041","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010042","3","","301","","","","111031"
"-95","","-277","13010043","2","","301","","","1.5","111031"
"","","","13010044","93","","301","","","","1.5"
"12","","1","13010045","12","","301","","","","111031"
"nyx_301_yuni_02","0.2","0","13010046","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010047","93","","301","","","","0.4"
"1","","","13010048","32","","301","","","","3"
"","","","13010049","93","","301","","","","2.6"
"1","","","13010050","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010051","3","","301","","","","111031"
"-230","","-277","13010052","2","","301","","","1.5","111031"
"","","","13010053","93","","301","","","","1.5"
"13","","1","13010054","12","","301","","","","111031"
"nyx_301_yuni_02","0.2","0","13010055","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010056","93","","301","","","","3"
"0","","","13010057","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010058","3","","301","","","","111031"
"-95","","-277","13010059","2","","301","","","1.5","111031"
"","","","13010060","93","","301","","","","1.5"
"nyx_301_yuni_02","0.2","0","13010061","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010062","93","","301","","","","0.4"
"1","","","13010063","32","","301","","","","4"
"","","","13010064","93","","301","","","","2.6"
"1","","","13010065","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010066","3","","301","","","","111031"
"-230","","-277","13010067","2","","301","","","1.5","111031"
"","","","13010068","93","","301","","","","1.5"
"nyx_301_yuni_02","0.2","0","13010069","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010070","93","","301","","","","3"
"0","","","13010071","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010072","3","","301","","","","111031"
"165","","-277","13010073","2","","301","","","4","111031"
"","","","13010074","93","","301","","","","4"
"12","","1","13010075","12","","301","","","","111031"
"nyx_301_yuni_02","0.2","0","13010076","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010077","93","","301","","","","3"
"1","","","13010078","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010079","3","","301","","","","111031"
"-230","","-277","13010080","2","","301","","","4","111031"
"","","","13010081","93","","301","","","","4"
"17","","1","13010082","12","","301","","","","111031"
"cmn_pose02_def_N","0.2","0","13010083","3","0.2","301","","1","nyx_idle_normal","111031"
"","","","13010084","93","","301","","","","4"
"0","","","13010085","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010086","3","","301","","","","111031"
"165","","-277","13010087","2","","301","","","4","111031"
"","","","13010088","93","","301","","","","4"
"nyx_301_yuni_02","0.2","0","13010089","3","0.2","301","","0","nyx_303_yuni_01","111031"
"","","","13010090","93","","301","","","","2.4"
"7","","1","13010091","12","","301","","","","111031"
"","","","13010092","93","","301","","","","1.6"
"1","","","13010093","4","","301","","","","111031"
"cmn_walk_def_N","0.2","1","13010094","3","","301","","","","111031"
"-230","","-277","13010095","2","","301","","","4","111031"
"","","","13010096","93","","301","","","","4"
"2","","1","13010097","12","","301","","","","111031"
"nyx_301_yuni_02","0.2","0","13010098","3","0.2","301","","1","cmn_pose02_def_N","111031"
"","","","13010099","93","","301","","","","4"
"","","","13010100","101","","301","","","","13010071"
"111031","1.2","110","13020001","1","1","302","nyx_idle_normal","-277","4000","1"
"2","1.2","120","13020002","5","1","302","NoItem","-277","-200","2"
"1","1","0","13020003","31","","302","","1","0","3"
"3","0","-110","13020004","31","","302","","1","-240","20"
"4","1","40","13020005","31","","302","","1.2","-195","21"
"bgm_M347","","","13020006","25","","302","","","","bgm_M347"
"","","","13020007","93","","302","","","","2"
"nyx_302_yuni_01","","0","13020008","3","0.2","302","","1","nyx_idle_normal","111031"
"-200","","-277","13020009","2","","302","","","0","111031"
"-200","","-279","13020010","2","","302","","","0","2"
"…ぷはーっ！","","10","13020011","11","","302","","","","111031"
"","","","13020012","93","","302","","","","0"
"1","","","13020013","32","","302","","","","3"
"","","","13020014","91","","302","","","","13020011"
"いかんいかん\n資材の山に埋もれて\nしまうところだった","","10","13020015","11","","302","","","","111031"
"","","","13020016","91","","302","","","","0"
"nyx_302_yuni_02","0.2","0","13020017","3","","302","","1","NoItem","2"
"nyx_302_yuni_02","0.2","0","13020018","3","0.2","302","","1","nyx_idle_normal","111031"
"だが怪我の功名、\n探していた部品を\n偶然にも発見できた","","10","13020019","11","","302","","","","111031"
"","","","13020020","93","","302","","","","5"
"0","","","13020021","4","","302","","","","111031"
"nyx_cmn_03","0.2","1","13020022","3","","302","","","","111031"
"ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","","10","13020023","11","","302","","","","111031"
"","","","13020024","91","","302","","","","0"
"nyx_301_yuni_01","0.2","1","13020025","3","","302","","","","111031"
"存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","","10","13020026","11","","302","","","","111031"
"1","","","13020027","91","","302","","","","0"
"まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","","10","13020028","11","","302","","","","111031"
"1","","","13020029","91","","302","","","","0"
"nyx_302_yuni_03","0.2","0","13020030","3","","302","","1","nyx_302_yuni_04","111031"
"是非もなし\nいざ往かん！","","10","13020031","11","","302","","","","111031"
"1","","","13020032","91","","302","","","","0"
"","","","13020033","93","","302","","","","1.5"
"む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","","10","13020034","11","","302","","","","111031"
"","","","13020035","91","","302","","","","0"
"","","","13020036","93","","302","","","","6"
"2","","1","13020037","12","","302","","","","111031"
"","","","13020038","93","","302","","","","4"
"4","","1","13020039","12","","302","","","","111031"
"","","","13020040","93","","302","","","","4"
"","","","13020041","101","","302","","","","13020036"
"111031","1.2","110","13030001","1","1","303","nyx_303_yuni_07","-221.5","49","1"
"1","1","0","13030002","31","","303","","1","0","4"
"bgm_M347","","","13030003","25","","303","","","","bgm_M347"
"","","","13030004","93","","303","","","","2"
"ふむ、紆余曲折は\nあったが無事完成…\nといったところか","","10","13030005","11","","303","","","","111031"
"","","","13030006","91","","303","","","","0"
"nyx_303_yuni_01_noshadow","0.2","1","13030007","3","","303","","","","111031"
"ふふふ…我ながら\n納得の出来栄え…","","10","13030008","11","","303","","","","111031"
"","","","13030009","91","","303","","","","0"
"外観の完成度も\nさることながら\n特筆すべきは機能だ","","10","13030010","11","","303","","","","111031"
"","","","13030011","91","","303","","","","0"
"nyx_303_yuni_03","0.2","1","13030012","3","","303","","","","111031"
"試しに動作試験を\nしてみるとしよう","","10","13030013","11","","303","","","","111031"
"","","","13030014","91","","303","","","","0"
"nyx_303_yuni_02","0.2","0","13030015","3","0.2","303","","1","nyx_303_yuni_04","111031"
"","","","13030016","93","","303","","","","3"
"nyx_303_yuni_07","0.2","1","13030017","3","","303","","","","111031"
"ふむ…\n表情映写の動作に\n問題はないようだ","","10","13030018","11","","303","","","","111031"
"","","","13030019","91","","303","","","","0"
"nyx_303_yuni_09","0.2","0","13030020","3","0.2","303","","1","nyx_303_yuni_04","111031"
"次はいずれの機能を\n試してみるか…","","10","13030021","11","","303","","","","111031"
"","","","13030022","91","","303","","","","0"
"","","","13030023","93","","303","","","","0.5"
"とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","","10","13030024","11","","303","","","","111031"
"","","","13030025","93","","303","","","","1.5"
"nyx_303_yuni_02","0.2","0","13030026","3","","303","","","","111031"
"","","","13030027","93","","303","","","","1"
"nyx_303_yuni_06","0.2","0","13030028","3","","303","","1","nyx_303_yuni_05","111031"
"","","","13030029","93","","303","","","","2"
"…危ない危ない\n自爆装置を起動して\nしまうところだった","","10","13030030","11","","303","","","","111031"
"","","","13030031","93","","303","","","","0.1"
"nyx_303_yuni_08","0.2","1","13030032","3","","303","","","","111031"
"","","","13030033","91","","303","","","","13030030"
"","","","13030034","93","","303","","","","2"
"nyx_303_yuni_09","0.2","0","13030035","3","0.2","303","","1","nyx_303_yuni_04","111031"
"","","","13030036","93","","303","","","","2"
"nyx_303_yuni_02","0.2","0","13030037","3","0.2","303","","1","nyx_303_yuni_03","111031"
"","","","13030038","93","","303","","","","1.8"
"6","","1","13030039","12","","303","","","","111031"
"","","","13030040","93","","303","","","","3.2"
"nyx_303_yuni_09","0.2","0","13030041","3","0.2","303","","1","nyx_303_yuni_04","111031"
"","","","13030042","93","","303","","","","2"
"nyx_303_yuni_02","0.2","0","13030043","3","0.2","303","","1","nyx_303_yuni_08","111031"
"","","","13030044","93","","303","","","","1.8"
"2","","1","13030045","12","","303","","","","111031"
"","","","13030046","93","","303","","","","1.2"
"","","","13030047","101","","303","","","","13030034"
