934aaafbdd9dd4b2156eea8911d6e2cd16a24275fb8365309eee2eb464e369ff,da671304bc73a1c65a5f7e686941ff942cbae3472a7b3f2b53c23e797559f7a3,a28068d8f4564ca0024d33cdd0b56149752d2b9716c2fc90e4322d9d628754d7,2b181fa38ccafae2a476d548b66214ce8a86bee526f5ce4f23d1f0499ae5b9ab,361af6fc1d6fd2427eacfb9b69718d3f90a85b289191e9f3ec95d75d9787ee7d,c649d5f316f8d6fc06cb4bf2f0f494ddde70714c2868336973ceba05ca88f35a,4d6d77ab816e2bdca1b7f586122b3d00d31680359a9024393e981e7edf5154e3,c3c82e23634e8073d37ee087455ece1859cb31be27637913c0a8cdb2a8ec8c74,5cad5ebba730655bd3a60f80d61d6e69ab80ea2525f2597611b4823c6fb682d8,01f0f5b5984030b7078fcf48a51266fd5778868dedc47d61f36f66221dc6e01d,4c2d204b6339d5c014fe141e4d589f66bb7ff6d31d114416fc14ff7285ba9cdc
"5152063","0","131711","0","ウソでしょ！　まだちょっとしか\nやってないわよ！","1","10","11","0","1","63063"
"5152063","","0","","","0","0","91","","","63064"
"5152063","","131711","","shock_to_surprise","surprise_idle","0","3","0.2","1","63065"
"5152063","","1","","empty","","1","3","0.2","","63066"
"5152063","0","132011","","doya_in_sad","doya_talk_sad","0","3","0.2","1","63067"
"5152063","","vo_rag","","vo_rag_5009","0","0","21","","","63068"
"5152063","0","132011","0","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","1","10","11","0","1","63069"
"5152063","","0","","","0","0","91","","","63070"
"5152063","","132011","","doya_talk","","1","3","0.2","","63071"
"5152063","","vo_rag","","vo_rag_5010","0","0","21","","","63072"
"5152063","0","132011","0","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","1","10","11","0","1","63073"
"5152063","","0","","","0","0","91","","","63074"
"5152063","","132011","","doya_idle","","1","3","0.2","","63075"
"5152063","","131711","","sad_talk_anger","","1","3","0.2","","63076"
"5152063","","vo_rag","","vo_rag_5011","0","0","21","","","63077"
"5152063","0","131711","0","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","1","10","11","0","1","63078"
"5152063","","0","","","0","0","91","","","63079"
"5152063","0","132011","","doya_to_doya","doya_idle_normal2","0","3","0.2","1","63080"
"5152063","0","131711","","cool_in_joy2","cool_talk_joy2","0","3","0.2","1","63081"
"5152063","","se_10058300","","se_10058300_emotion_isekai_1","","0","23","","","63082"
"5152063","","131711","","10","0","0.8","12","","0","63083"
"5152063","","1.5","","0","","","93","","","63084"
"5152063","","132011","","sad_idle_surprise1","","1","3","0.2","","63085"
"5152063","","131711","","ames_idol_dance","","0","3","0.2","","63086"
"5152063","","1.8","","0","","","93","","","63087"
"5152063","0","132011","","echidna_interest_in","echidna_interest_talk","0","3","0.2","1","63088"
"5152063","","se_10058300","","se_10058300_emotion_isekai_2","","0","23","","","63089"
"5152063","","132011","","7","0","2","12","","0","63090"
"5152063","","1.1","","0","","","93","","","63091"
"5152063","","0.5","","0","","","93","","","63092"
"5152063","","63094","","","","","101","","","63093"
"5152063","","bgm_MC173B","","bgm_MC173B","","","25","","","63094"
"5152063","","0","","0","","","22","","","63095"
"5152064","1","1","idle_normal","102611","410","110","1","1.55","-295","64001"
"5152064","0","1","cool_idle","107811","176","105","1","1.45","-114","64002"
"5152064","0","1","joy_idle_normal","102311","12","106","1","1.5","-179","64003"
"5152064","0","1","idle_normal","110311","-177","105","1","1.45","-116","64004"
"5152064","0","1","wish_idle","102111","-226","107","1","1.55","-258","64005"
"5152064","0","1","idle_normal","131911","115","107","1","1.55","-260","64006"
"5152064","0","1","doya_idle","122811","-350","106","1","1.5","-178","64007"
"5152064","0","1","idle_normal","122911","-391","108","1","1.6","-334","64008"
"5152064","0","1","idle_normal","122711","-60","108","1","1.6","-330","64009"
"5152064","","102611","","210","","","13","","","64010"
"5152064","","131911","","207","","","13","","","64011"
"5152064","","110311","","205","","","13","","","64012"
"5152064","","122711","","208","","","13","","","64013"
"5152064","","122811","","206","","","13","","","64014"
"5152064","","122911","","208","","","13","","","64015"
"5152064","","102111","","207","","","13","","","64016"
"5152064","","102311","","206","","","13","","","64017"
"5152064","","107811","","205","","","13","","","64018"
"5152064","1","1","empty","11","410","115","5","1.55","-295","64019"
"5152064","0","1","empty","61","115","131","5","1.55","-260","64020"
"5152064","0","1","empty","62","146","131","5","1.55","-134","64021"
"5152064","0","1","empty","63","410","132","5","1.55","-295","64022"
"5152064","0","1","empty","64","-177","132","5","1.55","-136","64023"
"5152064","","1","","1","40","0","31","1","1.3","64024"
"5152064","","13","","13","-235","385","31","0","1","64025"
"5152064","","2","","2","0","0","31","0","1","64026"
"5152064","","3","","3","0","0","31","1","1","64027"
"5152064","","0","","0","","","91","","","64028"
"5152064","","3","","telop_4","","","37","","","64029"
"5152064","","0","","0","","0","102","","","64030"
"5152064","","1","","0","","","93","","","64031"
"5152064","","102611","","sad_talk_dead","","1","3","0.2","","64032"
"5152064","","vo_rag","","vo_rag_3001","0","0","21","","","64033"
"5152064","0","102611","0","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","1","10","11","0","1","64034"
"5152064","","0","","","0","0","91","","","64035"
"5152064","","102611","","talk_normal_surprise","","1","3","0.2","","64036"
"5152064","","vo_rag","","vo_rag_3002","0","0","21","","","64037"
"5152064","0","102611","0","ほんとはやりたくないけど、\n体操はじめるよ～","1","10","11","0","1","64038"
"5152064","","0","","","0","0","91","","","64039"
"5152064","","102611","","idle_normal","","1","3","0.2","","64040"
"5152064","","bgm_MC175B","","bgm_MC175B","","","25","","","64041"
"5152064","","2","","1","","","32","","","64042"
"5152064","","vo_rag","","vo_rag_3003","0","0","21","","","64043"
"5152064","0","102611","2.2","まずはその場で跳躍～\nいち、に、さん…","1","10","11","0","0","64044"
"5152064","","3.2","","","0","0","93","","","64045"
"5152064","0.2","11","","gutara_jump3time","tired_idle","0","3","0.2","1","64046"
"5152064","0.2","102611","","gutara_jump3time","tired_idle","0","3","0.2","1","64047"
"5152064","","0.1","","","0","0","93","","","64048"
"5152064","0.2","131911","","jump3time","idle_normal","0","3","0.2","1","64049"
"5152064","0.2","122911","","jump3time","idle_normal","0","3","0.2","1","64050"
"5152064","0.2","102311","","jump3time","joy_idle_normal","0","3","0.2","1","64051"
"5152064","","0.1","","","0","0","93","","","64052"
"5152064","0.2","107811","","jump3time","idle_normal","0","3","0.2","1","64053"
"5152064","0.2","110311","","jump3time","idle_normal","0","3","0.2","1","64054"
"5152064","0.2","102111","","jump3time","wish_idle","0","3","0.2","1","64055"
"5152064","","0.1","","","0","0","93","","","64056"
"5152064","0.2","122811","","jump3time","doya_idle","0","3","0.2","1","64057"
"5152064","0.2","122711","","jump3time","idle_normal","0","3","0.2","1","64058"
"5152064","","2.1","","0","","","93","","","64059"
"5152064","","se_10058300","","se_10058300_isekai_breath","","0","23","","","64060"
"5152064","","1.7","","0","","","93","","","64061"
"5152064","","64044","","","0","0","91","","","64062"
"5152064","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","64063"
"5152064","","2","","out","","","37","","","64064"
"5152064","","vo_rag","","vo_rag_3004","0","0","21","","","64065"
"5152064","","102611","0","…ふぅ、ちょっと休憩しよっか","1","10","11","0","1","64066"
"5152064","","0","","","0","0","91","","","64067"
"5152064","","107811","","talk_normal_shy","","1","3","0.2","","64068"
"5152064","","vo_rag","","vo_rag_3005","0","0","21","","","64069"
"5152064","","107811","0","いくら何でも早すぎるでしょ！？","1","10","11","0","1","64070"
"5152064","","0","","","0","0","91","","","64071"
"5152064","","107811","","idle_normal_shy","","1","3","0.2","","64072"
"5152064","","se_10058300_isekai_breath","","0.3","","","24","","","64073"
"5152064","","11","","empty","","1","3","0.2","","64074"
"5152064","","102611","","talk_normal_joy","","1","3","0.2","","64075"
"5152064","","vo_rag","","vo_rag_3006","0","0","21","","","64076"
"5152064","","102611","0","じゃあ次は横になって深呼吸～","1","10","11","0","1","64077"
"5152064","","0","","","0","0","91","","","64078"
"5152064","0","102611","","idle_to_layLongHair","gutara_sleepy_idle","0","3","0.2","1","64079"
"5152064","","0.2","","","0","0","93","","","64080"
"5152064","0","131911","","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","0.2","1","64081"
"5152064","0","122911","","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","0.2","1","64082"
"5152064","0","102311","","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","0.2","1","64083"
"5152064","","0.2","","","0","0","93","","","64084"
"5152064","0","110311","","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","0.2","1","64085"
"5152064","0","122711","","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","0.2","1","64086"
"5152064","0","107811","","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","0.2","1","64087"
"5152064","","0.1","","","0","0","93","","","64088"
"5152064","0","102111","","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","0.2","1","64089"
"5152064","0","122811","","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","0.2","1","64090"
"5152064","","0","","105","1","1","121","12","2.8","64091"
"5152064","","2","","","0","0","93","","","64092"
"5152064","-120","102611","","12","0","1.5","12","50","0","64093"
"5152064","","1.5","","","0","0","93","","","64094"
"5152064","0","102611","","gutara_sleep2_in","gutara_sleep2_idle","0","3","0.2","1","64095"
"5152064","","1.5","","","0","0","93","","","64096"
"5152064","","13","","1","","","32","","","64097"
"5152064","","vo_rag","","vo_rag_3007","0","0","21","","","64098"
"5152064","-100","102611","0","すぅ…むにゃむにゃ…","1","10","11","15","1","64099"
"5152064","","0","","","0","0","91","","","64100"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64101"
"5152064","","11","","0","","","4","","","64102"
"5152064","","11","","460","0","-310","2","","0","64103"
"5152064","","11","","gutara_sleep","","0","3","","","64104"
"5152064","0","107811","","gutara_surprise","gutara_sleep1_idle","0","3","0.2","1","64105"
"5152064","","vo_rag","","vo_rag_3008","0","0","21","","","64106"
"5152064","-40","107811","1.5","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","1","10","11","-15","0","64107"
"5152064","","6.8","","0","","","93","","","64108"
"5152064","","0.5","","0","","","93","","","64109"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64110"
"5152064","","62","","gutara_sleep2","","0","3","","","64111"
"5152064","","64107","","","0","0","91","","","64112"
"5152064","0","122911","","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","0.2","1","64113"
"5152064","","0.2","","","0","0","93","","","64114"
"5152064","0","102311","","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","0.2","1","64115"
"5152064","","0.2","","","0","0","93","","","64116"
"5152064","0","122811","","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","0.2","1","64117"
"5152064","","1.5","","","0","0","93","","","64118"
"5152064","0","110311","","gutara_sleepy_in","gutara_sleep1_idle","0","3","0.2","1","64119"
"5152064","","vo_rag","","vo_rag_3009","0","0","21","","","64120"
"5152064","-110","110311","1.5","今日は朝が早かったから…\nあたしも…ふあ……","1","10","11","-40","0","64121"
"5152064","","7.4","","0","","","93","","","64122"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64123"
"5152064","","64","","gutara_sleep","","0","3","","","64124"
"5152064","","64121","","","0","0","91","","","64125"
"5152064","0","102111","","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","0.2","1","64126"
"5152064","","0.2","","","0","0","93","","","64127"
"5152064","0","122711","","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","0.2","1","64128"
"5152064","","4","","","0","0","93","","","64129"
"5152064","0","131911","","gutara_notice_in","gutara_notice_talk_shy","0","3","0.2","1","64130"
"5152064","","vo_rag","","vo_rag_3010","0","0","21","","","64131"
"5152064","-50","131911","0","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","1","10","11","-15","1","64132"
"5152064","","0","","","0","0","91","","","64133"
"5152064","0","131911","","gutara_notice_to_notice","gutara_notice_talk_dead","0","3","0.2","1","64134"
"5152064","","vo_rag","","vo_rag_3011","0","0","21","","","64135"
"5152064","-50","131911","0","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","1","10","11","-15","1","64136"
"5152064","","0","","","0","0","91","","","64137"
"5152064","0","131911","","gutara_notice_out","gutara_sleep1_idle","0","3","0.2","1","64138"
"5152064","","0.5","","","0","0","93","","","64139"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64140"
"5152064","","61","","gutara_sleep","","0","3","","","64141"
"5152064","","1.3","","","0","0","93","","","64142"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64143"
"5152064","","64","","-205","0","-305","2","","0","64144"
"5152064","","64","","gutara_sleep2","","0","3","","","64145"
"5152064","","1.3","","","0","0","93","","","64146"
"5152064","","se_10058300","","se_10058300_gutara_sleep","","0","23","","","64147"
"5152064","","62","","-300","0","-190","2","","0","64148"
"5152064","","62","","gutara_sleep","","0","3","","","64149"
"5152064","","2","","","0","0","93","","","64150"
"5152064","","0.5","","0","","","93","","","64151"
"5152064","","64153","","","","","101","","","64152"
"5152064","","bgm_MC173B","","bgm_MC173B","","","25","","","64153"
"5152064","","0","","0","","","22","","","64154"
"5152065","1","1","idle_normal","127111","335","109","1","1.55","-280","65001"
"5152065","0","1","wish_idle_normal","132111","-252","105","1","1.5","-179","65002"
"5152065","0","4","doya_idle","4","-74","104","5","1.5","-163","65003"
"5152065","0","1","idle_normal","131911","29","107","1","1.55","-264","65004"
"5152065","0","1","wish_idle_normal","126911","-346","109","1","1.55","-304","65005"
"5152065","0","1","idle_normal","113111","-150","108","1","1.55","-285","65006"
"5152065","1","6","ghost_dokuro_idle","6","1000","110","5","1.5","-280","65007"
"5152065","0","6","","1","1","1","6","0","0","65008"
"5152065","0","7","idle_normal","7","-507","106","5","1.5","-178","65009"
"5152065","0","7","","1","1","1","6","0","0","65010"
"5152065","","127111","","209","","","13","","","65011"
"5152065","","132111","","205","","","13","","","65012"
"5152065","","4","","204","","","13","","","65013"
"5152065","","131911","","207","","","13","","","65014"
"5152065","","126911","","209","","","13","","","65015"
"5152065","","113111","","208","","","13","","","65016"
"5152065","","1","","1","0","0","31","1","1.03","65017"
"5152065","","14","","14","-178","-507","31","0","1","65018"
"5152065","","16","","16","0","0","31","0","1.03","65019"
"5152065","","2","","2","0","0","31","0","1","65020"
"5152065","","3","","3","0","0","31","1","1","65021"
"5152065","","15","","15","-130","1000","31","0","1","65022"
"5152065","","0","","0","","","91","","","65023"
"5152065","","3","","telop_5","","","37","","","65024"
"5152065","","0","","0","","0","102","","","65025"
"5152065","","1","","0","","","93","","","65026"
"5152065","","127111","","talk_normal","","1","3","0.2","","65027"
"5152065","","vo_rag","","vo_rag_4001","0","0","21","","","65028"
"5152065","0","127111","0","本日の体操のお手本を\n務めさせていただくシノブです","1","10","11","0","1","65029"
"5152065","","0","","","0","0","91","","","65030"
"5152065","","127111","","talk_normal","","1","3","0.2","","65031"
"5152065","","vo_rag","","vo_rag_4002","0","0","21","","","65032"
"5152065","0","127111","0","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","1","10","11","0","1","65033"
"5152065","","0","","","0","0","91","","","65034"
"5152065","","2","","1","","","32","","","65035"
"5152065","","bgm_MC175C","","bgm_MC175C","","","25","","","65036"
"5152065","","0.5","","0","","","93","","","65037"
"5152065","","127111","","radio_stretch1_loop","","1","3","0.3","","65038"
"5152065","","0.1","","0","","","93","","","65039"
"5152065","","132111","","radio_stretch1_loop","","1","3","0.2","","65040"
"5152065","","4","","radio_stretch1_loop","","1","3","0.2","","65041"
"5152065","","131911","","radio_stretch1_loop","","1","3","0.2","","65042"
"5152065","","126911","","radio_stretch1_loop","","1","3","0.2","","65043"
"5152065","","113111","","radio_stretch1_loop","","1","3","0.2","","65044"
"5152065","","7","","radio_stretch1_loop","","1","3","0.2","","65045"
"5152065","","1","","0","","","93","","","65046"
"5152065","","16","","1","","","32","","","65047"
"5152065","","14","","1","","","32","","","65048"
"5152065","","0.7","","0","","","93","","","65049"
"5152065","","65","","0","1","1","121","12","2.8","65050"
"5152065","","1","","0","","","93","","","65051"
"5152065","0","7","","1","1","1","6","1","1","65052"
"5152065","","2.2","","0","","","93","","","65053"
"5152065","0","131911","","ghost_stretch1_turn","sad_talkR","0","3","0.2","1","65054"
"5152065","","vo_rag","","vo_rag_4003","0","0","21","","","65055"
"5152065","50","131911","0.5","ええと、そっちには誰も…\nきゃあっ！","1","10","11","0","0","65056"
"5152065","","2.5","","0","","","93","","","65057"
"5152065","0","131911","","shock_inR","shock_loopR","0","3","0.2","1","65058"
"5152065","","2.1","","0","","","93","","","65059"
"5152065","","65056","","","0","0","91","","","65060"
"5152065","","131911","","ghost_stretch2_turn","","0","3","0.2","","65061"
"5152065","","0.4","","0","","","93","","","65062"
"5152065","","127111","","radio_stretch2R_loop","","1","3","0.2","","65063"
"5152065","","0.1","","0","","","93","","","65064"
"5152065","","132111","","radio_stretch2_loop","","1","3","0.2","","65065"
"5152065","","4","","radio_stretch2_loop","","1","3","0.2","","65066"
"5152065","","131911","","radio_stretch2_loop_faceBlue","","1","3","0.2","","65067"
"5152065","","126911","","radio_stretch2_loop","","1","3","0.2","","65068"
"5152065","","113111","","radio_stretch2_loop_faceBlue","","1","3","0.2","","65069"
"5152065","","7","","radio_stretch2_loop","","1","3","0.2","","65070"
"5152065","","vo_rag","","vo_rag_4004","0","0","21","","","65071"
"5152065","50","113111","0.5","お、おいおい、勘弁しとくれよ…","1","10","11","0","0","65072"
"5152065","","6.6","","0","","","93","","","65073"
"5152065","","vo_rag","","vo_rag_4005","0","0","21","","","65074"
"5152065","0","127111","0.5","はい、その調子です","1","10","11","0","0","65075"
"5152065","","3.4","","0","","","93","","","65076"
"5152065","","14","","spread","","","37","","","65077"
"5152065","","0.3","","0","","","93","","","65078"
"5152065","","127111","","radio_stretch1_loop_surprise1","","1","3","0.2","","65079"
"5152065","","0.1","","0","","","93","","","65080"
"5152065","","132111","","radio_stretch1_loop_faceBlue","","1","3","0.2","","65081"
"5152065","","4","","radio_stretch1_loop","","1","3","0.2","","65082"
"5152065","","131911","","radio_stretch1_loop_faceBlue","","1","3","0.2","","65083"
"5152065","","126911","","radio_stretch1_loop","","1","3","0.2","","65084"
"5152065","","113111","","radio_stretch1_loop_faceBlue","","1","3","0.2","","65085"
"5152065","","7","","radio_stretch1_loop","","1","3","0.2","","65086"
"5152065","","se_10058300","","se_10058300_ghost_cold","","0","23","","","65087"
"5152065","","1","","0","","","93","","","65088"
"5152065","","vo_rag","","vo_rag_4006","0","0","21","","","65089"
"5152065","0","132111","0.5","ひゃっ！　ね、姉様…","1","10","11","0","0","65090"
"5152065","","4.6","","0","","","93","","","65091"
"5152065","","vo_rag","","vo_rag_4007","0","0","21","","","65092"
"5152065","0","127111","0.5","にーにっ、さんし…","1","10","11","0","0","65093"
"5152065","","3.7","","0","","","93","","","65094"
"5152065","","1.1","","0","","","93","","","65095"
"5152065","","0","","","0","0","91","","","65096"
"5152065","","127111","","radio_stretch2R_loop","","1","3","0.2","","65097"
"5152065","","0.1","","0","","","93","","","65098"
"5152065","","132111","","radio_stretch2_loop_faceBlue","","1","3","0.2","","65099"
"5152065","","4","","radio_stretch2_loop","","1","3","0.2","","65100"
"5152065","","131911","","radio_stretch2_loop_faceBlue","","1","3","0.2","","65101"
"5152065","","126911","","radio_stretch2_loop","","1","3","0.2","","65102"
"5152065","","113111","","radio_stretch2_loop_faceBlue","","1","3","0.2","","65103"
"5152065","","7","","radio_stretch2_loop","","1","3","0.2","","65104"
"5152065","","vo_rag","","vo_rag_4008","0","0","21","","","65105"
"5152065","0","4","0.5","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","1","10","11","0","0","65106"
"5152065","","5.1","","0","","","93","","","65107"
"5152065","","0","","0","","","93","","","65108"
"5152065","","15","","1","","","32","","","65109"
"5152065","","15","","197","0.8","-130","33","","11","65110"
"5152065","","6","","197","0.8","-280","2","","11","65111"
"5152065","","se_10058300","","se_10058300_ghost_soul","","0","23","","","65112"
"5152065","","0.5","","0","","","93","","","65113"
"5152065","0","131911","","shock_jump","escape","0","3","0.2","1","65114"
"5152065","0","113111","","shock_jump","escape","0","3","0.2","1","65115"
"5152065","","vo_rag","","vo_rag_4010","0","0","21","","","65116"
"5152065","80","131911","0.8","きゃああぁー！","0","20","11","20","0","65117"
"5152065","","vo_rag","","vo_rag_4011","0","1","21","","","65118"
"5152065","80","113111","0","ひ、ひいいいぃー！？","0","20","11","-20","0","65119"
"5152065","","0.3","","0","","","93","","","65120"
"5152065","","6","","0","","","4","","","65121"
"5152065","","0.7","","0","","","93","","","65122"
"5152065","","131911","","-1050","2","-264","2","","0","65123"
"5152065","","113111","","-1229","2","-285","2","","0","65124"
"5152065","","2","","out","","","37","","","65125"
"5152065","","16","","out","","","37","","","65126"
"5152065","","14","","out","","","37","","","65127"
"5152065","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","65128"
"5152065","","7","","idle_normal","","1","3","0.2","","65129"
"5152065","0","7","","1","1","1","6","1.2","0","65130"
"5152065","","127111","","sad_idle_normal","","1","3","0.2","","65131"
"5152065","","0.1","","0","","","93","","","65132"
"5152065","","132111","","idle_normal_surprise1","","1","3","0.2","","65133"
"5152065","","4","","idle_normal_surprise1","","1","3","0.2","","65134"
"5152065","","126911","","idle_normal","","1","3","0.2","","65135"
"5152065","","0.1","","0","","","93","","","65136"
"5152065","0","6","","1","1","1","6","1","1","65137"
"5152065","","2","","0","","","93","","","65138"
"5152065","","vo_rag","","vo_rag_4009","0","0","21","","","65139"
"5152065","20","6","0","おーい、シノブ…\n捜したんだぞ","1","10","11","0","1","65140"
"5152065","","0","","","","","91","","","65141"
"5152065","","127111","","sad_talk_talk2","","1","3","0.2","","65142"
"5152065","0","6","","ghost_dokuro_turn","ghost_dokuro_idleR","0","3","0.2","1","65143"
"5152065","","vo_rag","","vo_rag_4012","0","0","21","","","65144"
"5152065","0","127111","0","さあ、気を取り直して\n体操を続けましょう","1","10","11","0","1","65145"
"5152065","","65145","","","0","0","91","","","65146"
"5152065","","127111","","radio_stretch1_loop_surprise1","","1","3","0.2","","65147"
"5152065","","0.1","","0","","","93","","","65148"
"5152065","","132111","","radio_stretch1_loop","","1","3","0.2","","65149"
"5152065","","4","","radio_stretch1_loop","","1","3","0.2","","65150"
"5152065","","126911","","radio_stretch1_loop","","1","3","0.2","","65151"
"5152065","","2.5","","0","","","93","","","65152"
"5152065","","0.5","","0","","","93","","","65153"
"5152065","","65155","","","","","101","","","65154"
"5152065","","bgm_MC173B","","bgm_MC173B","","","25","","","65155"
"5152065","","0","","0","","","22","","","65156"
"5152065","","1","","0","","","22","","","65157"
"5152066","0","1","idle_normal","131911","-151","108","1","1.55","-259","66001"
"5152066","0","1","wish_idle_normal","132111","-460","110","1","1.55","-295","66002"
"5152066","0","4","doya_idle","4","-305","109","5","1.55","-277","66003"
"5152066","1","1","idle_normal","107511","89","105","1","1.55","-258","66004"
"5152066","1","1","wish_idle_normal","107611","407","107","1","1.55","-297","66005"
"5152066","1","1","cool_idle","107811","245","106","1","1.55","-278","66006"
"5152066","1","1","wish_idle_normal","126911","329","103","1","1.45","-142","66007"
"5152066","1","1","idle_normal","110311","479","104","1","1.45","-158","66008"
"5152066","1","1","sad_idle_normal","113511","178","102","1","1.45","-132","66009"
"5152066","0","5","empty","5","-151","107","5","1.55","-259","66010"
"5152066","0","2","empty","2","15","210","5","0.75","120","66011"
"5152066","","131911","","208","","","13","","","66012"
"5152066","","132111","","210","","","13","","","66013"
"5152066","","4","","209","","","13","","","66014"
"5152066","","107511","","205","","","13","","","66015"
"5152066","","107611","","207","","","13","","","66016"
"5152066","","107811","","206","","","13","","","66017"
"5152066","","126911","","203","","","13","","","66018"
"5152066","","110311","","204","","","13","","","66019"
"5152066","","113511","","202","","","13","","","66020"
"5152066","","1","","1","0","0","31","1","1","66021"
"5152066","","4","","4","0","0","31","0","1","66022"
"5152066","","2","","2","0","0","31","0","1","66023"
"5152066","","3","","3","0","0","31","1","1","66024"
"5152066","","17","","17","0","0","31","0","1","66025"
"5152066","","0","","0","","","91","","","66026"
"5152066","","3","","telop_6","","","37","","","66027"
"5152066","","0","","0","","0","102","","","66028"
"5152066","","1","","0","","","93","","","66029"
"5152066","","131911","","talk_normal_joy","","1","3","0.2","","66030"
"5152066","","vo_rag","","vo_rag_1001","0","0","21","","","66031"
"5152066","5","131911","0","それじゃあみんな、\nラジーオタイソーをはじめるわ！","1","10","11","-10","1","66032"
"5152066","","66032","","","0","0","91","","","66033"
"5152066","","131911","","idle_normal_joy","","1","3","0.2","","66034"
"5152066","0","132111","","gutsB_in","gutsB_idle","0","3","0.2","1","66035"
"5152066","0","4","","cool_in_talk2","cool_talk_talk2","0","3","0.2","1","66036"
"5152066","0","107511","","handsup_in","handsup_loop","0","3","0.2","1","66037"
"5152066","","107611","","wish_talk","","1","3","0.2","","66038"
"5152066","","126911","","wish2_idle","","1","3","0.2","","66039"
"5152066","","110311","","joy_idle","","1","3","0.2","","66040"
"5152066","0","107811","","doya_in","doya_idle_normal2","0","3","0.2","1","66041"
"5152066","","113511","","wish_talk_joy_shy","","1","3","0.2","","66042"
"5152066","","2.5","","","0","0","93","","","66043"
"5152066","","bgm_MC175A","","bgm_MC175A","","","25","","","66044"
"5152066","","2","","1","","","32","","","66045"
"5152066","","132111","","wish_idle_normal","","1","3","0.2","","66046"
"5152066","","4","","doya_idle","","1","3","0.2","","66047"
"5152066","","107511","","idle_normal","","1","3","0.2","","66048"
"5152066","","107611","","wish_idle_normal","","1","3","0.2","","66049"
"5152066","","126911","","cool_idle","","1","3","0.2","","66050"
"5152066","","110311","","wish_idle_normal","","1","3","0.2","","66051"
"5152066","","107811","","idle_normal","","1","3","0.2","","66052"
"5152066","","113511","","sad_idle_normal","","1","3","0.2","","66053"
"5152066","","vo_rag","","vo_rag_1002","0","0","21","","","66054"
"5152066","5","131911","0.5","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","1","10","11","-10","0","66055"
"5152066","","0.5","","0","","","93","","","66056"
"5152066","","131911","","radio_jump_loop_normal2","","1","3","0.2","","66057"
"5152066","","1.6","","","0","0","93","","","66058"
"5152066","","132111","","radio_jump_loop","","1","3","0.2","","66059"
"5152066","","4","","radio_jump_loop_talk2","","1","3","0.2","","66060"
"5152066","","0.1","","","0","0","93","","","66061"
"5152066","","107511","","radio_jump_loop","","1","3","0.2","","66062"
"5152066","","107611","","radio_jump_loop","","1","3","0.2","","66063"
"5152066","","126911","","radio_jump_loop","","1","3","0.2","","66064"
"5152066","","110311","","radio_jump_loop","","1","3","0.2","","66065"
"5152066","","107811","","radio_jump_loop","","1","3","0.2","","66066"
"5152066","","113511","","radio_jump_loop","","1","3","0.2","","66067"
"5152066","","3","","0","","","93","","","66068"
"5152066","","66055","","","0","0","91","","","66069"
"5152066","","vo_rag","","vo_rag_1003","0","0","21","","","66070"
"5152066","5","4","0.5","ただ跳ねるだけでも\n案外疲れるものね","1","10","11","-10","0","66071"
"5152066","","3.2","","0","","","93","","","66072"
"5152066","","66071","","","0","0","91","","","66073"
"5152066","","1.5","","0","","","93","","","66074"
"5152066","","131911","","idle_normal","","1","3","0.3","","66075"
"5152066","","132111","","wish_talk","","1","3","0.3","","66076"
"5152066","","4","","cool_idle","","1","3","0.3","","66077"
"5152066","","0.1","","0","","","93","","","66078"
"5152066","","107511","","idle_normal","","1","3","0.3","","66079"
