ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"3","106111","","0.2","travel_topdrama_r_2000_talk_guts2_loop_joy","travel_topdrama_r_2000_talk_guts2_in_joy","0","1","20192","1201920013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20019_02","0","","20192","1201920014",""
"11","106111","0","0","1","オマエが言うと説得力あるな……\nけど、大悪党はこっそりなんてしない！\nド派手に、バーっと暴れまわるんだ！","10","1","20192","1201920015","0"
"91","0","","","","","","","20192","1201920016",""
"3","106111","","0.2","","travel_topdrama_r_2000_idle_guts2_joy","1","","20192","1201920017",""
"112","","","","","","","","20192","1201920018",""
"91","0","","","","","","","20192","1201920019",""
"1","1","1","0.8","0","118511","101","-68","20201","1202010001","travel_topdrama_r_2000_idle_smile"
"5","0","0","1","0","0","110","-75","20201","1202010002","mana"
"91","0","","","","","","","20201","1202010003",""
"93","10","","","","0","","","20201","1202010004",""
"101","1202010004","","","","","","","20201","1202010005",""
"3","0","","0","","none","0","","20201","1202010006",""
"91","0","","","","","","","20201","1202010007",""
"13","118511","","","","103","","","20202","1202020001",""
"3","118511","","0.2","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","0","1","20202","1202020002",""
"21","vo_travel_talk","","","0","vo_travel_talk_20020_00","0","","20202","1202020003",""
"11","118511","0","0","1","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","10","1","20202","1202020004","0"
"91","0","","","","","","","20202","1202020005",""
"3","118511","","0.2","travel_topdrama_r_2000_talk_wish_loop_joy","travel_topdrama_r_2000_talk_wish_in_joy","0","1","20202","1202020006",""
"21","vo_travel_talk","","","0","vo_travel_talk_20020_01","0","","20202","1202020007",""
"11","118511","0","0","1","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","10","1","20202","1202020008","0"
"91","0","","","","","","","20202","1202020009",""
"3","118511","","0.2","","travel_topdrama_r_2000_idle_wish_joy","1","","20202","1202020010",""
"112","","","","","","","","20202","1202020011",""
"91","0","","","","","","","20202","1202020012",""
"1","1","1","0.8","42","101411","101","-68","20211","1202110001","travel_topdrama_r_2000_idle_sad"
"5","3","1","0.8","42","3","103","-68","20211","1202110002","travel_topdrama_r_2012_empty"
"1","1","0","0.8","-42","104311","102","-68","20211","1202110003","travel_topdrama_r_2000_idle_cool_surprise"
"5","3","0","0.8","-42","4","104","-68","20211","1202110004","travel_topdrama_r_2012_empty"
"5","0","0","1","0","0","110","-75","20211","1202110005","mana"
"91","0","","","","","","","20211","1202110006",""
"93","10","","","","0","","","20211","1202110007",""
"101","1202110007","","","","","","","20211","1202110008",""
"3","0","","0","","none","0","","20211","1202110009",""
"91","0","","","","","","","20211","1202110010",""
"13","101411","","","","103","","","20212","1202120001",""
"13","104311","","","","104","","","20212","1202120002",""
"3","101411","","0.2","","travel_topdrama_r_2000_talk_sad_loop","1","","20212","1202120003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20021_00","0","","20212","1202120004",""
"11","101411","0","0","1","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","10","1","20212","1202120005","0"
"91","0","","","","","","","20212","1202120006",""
"3","101411","","0.2","","travel_topdrama_r_2000_idle_sad","1","","20212","1202120007",""
"3","104311","0","0.2","travel_topdrama_r_2000_talk_cool_loop_normal2","travel_topdrama_r_2000_talk_cool_in_normal2","0","1","20212","1202120008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20021_01","0","","20212","1202120009",""
"11","104311","0","0","1","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","10","1","20212","1202120010","0"
"91","0","","","","","","","20212","1202120011",""
"3","104311","0","0.2","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","0","1","20212","1202120012",""
"3","3","0","0.2","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","0","1","20212","1202120013",""
"3","101411","","0.2","","travel_topdrama_r_2000_eat_in","0","","20212","1202120014",""
"3","4","","0.2","","travel_topdrama_r_2000_eat_in","0","","20212","1202120015",""
"91","0","","","","","","","20212","1202120016",""
"3","101411","","0","","travel_topdrama_r_2000_eat_talk","1","","20212","1202120017",""
"3","4","","0","","travel_topdrama_r_2000_eat_talk","1","","20212","1202120018",""
"21","vo_travel_talk","","","0","vo_travel_talk_20021_02","0","","20212","1202120019",""
"11","101411","0","0","1","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","10","1","20212","1202120020","0"
"91","0","","","","","","","20212","1202120021",""
"3","101411","","0.2","","travel_topdrama_r_2000_eat_idle","1","","20212","1202120022",""
"3","4","","0.2","","travel_topdrama_r_2000_eat_idle","1","","20212","1202120023",""
"112","","","","","","","","20212","1202120024",""
"91","0","","","","","","","20212","1202120025",""
"1","1","1","0.8","42","102111","101","-68","20221","1202210001","travel_topdrama_r_2000_idle_smile"
"1","1","0","0.8","-42","102311","102","-68","20221","1202210002","travel_topdrama_r_2000_idle_smile_normal"
"5","3","0","0.8","-100","3","103","-68","20221","1202210003","travel_topdrama_r_2022_pukici"
"5","0","0","1","0","0","110","-75","20221","1202210004","mana"
"91","0","","","","","","","20221","1202210005",""
"93","10","","","","0","","","20221","1202210006",""
"101","1202210006","","","","","","","20221","1202210007",""
"3","0","","0","","none","0","","20221","1202210008",""
"91","0","","","","","","","20221","1202210009",""
"13","102111","","","","103","","","20222","1202220001",""
"13","102311","","","","104","","","20222","1202220002",""
"13","3","","","","105","","","20222","1202220003",""
"3","102111","","0.2","travel_topdrama_r_2000_talk_sad_loop_dere","travel_topdrama_r_2000_talk_sad_in_dere","0","1","20222","1202220004",""
"21","vo_travel_talk","","","0","vo_travel_talk_20022_00","0","","20222","1202220005",""
"11","102111","0","0","1","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","10","1","20222","1202220006","0"
"91","0","","","","","","","20222","1202220007",""
"3","102111","","0.2","","travel_topdrama_r_2000_idle_sad_joy","1","","20222","1202220008",""
"3","102311","0.2","0.2","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","0","1","20222","1202220009",""
"21","vo_travel_talk","","","0","vo_travel_talk_20022_01","0","","20222","1202220010",""
"11","102311","0","0","1","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","10","1","20222","1202220011","0"
"91","0","","","","","","","20222","1202220012",""
"3","102311","","0.2","","travel_topdrama_r_2000_talk_smile_loop","1","","20222","1202220013",""
"3","102111","","0.2","","travel_topdrama_r_2000_talk_sad_loop_dere","1","","20222","1202220014",""
"3","3","","0","","travel_topdrama_r_2022_laugh","1","","20222","1202220015",""
"21","vo_travel_talk","","","0","vo_travel_talk_20022_02","0","","20222","1202220016",""
"11","3","0","0","1","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","10","1","20222","1202220017","0"
"91","0","","","","","","","20222","1202220018",""
"112","","","","","","","","20222","1202220019",""
"91","0","","","","","","","20222","1202220020",""
"1","1","1","0.8","42","104811","101","-68","20231","1202310001","travel_topdrama_r_2000_idle_doya"
"1","1","0","0.8","-42","104611","102","-68","20231","1202310002","travel_topdrama_r_2000_idle_sad_surprise"
"5","0","0","1","0","0","110","-75","20231","1202310003","mana"
"91","0","","","","","","","20231","1202310004",""
"93","10","","","","0","","","20231","1202310005",""
"101","1202310005","","","","","","","20231","1202310006",""
"3","0","","0","","none","0","","20231","1202310007",""
"91","0","","","","","","","20231","1202310008",""
"13","104811","","","","103","","","20232","1202320001",""
"13","104611","","","","104","","","20232","1202320002",""
"3","104811","0","0.2","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","0","1","20232","1202320003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20023_00","0","","20232","1202320004",""
"11","104811","0","0","1","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","10","1","20232","1202320005","0"
"91","0","","","","","","","20232","1202320006",""
"3","104811","","0.2","","travel_topdrama_r_2000_idle_doya_anger","1","","20232","1202320007",""
"3","104611","0","0.2","travel_topdrama_r_2000_talk_kyapi_loop_dere2","travel_topdrama_r_2000_talk_kyapi_in_dere2","0","1","20232","1202320008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20023_01","0","","20232","1202320009",""
"11","104611","0","0","1","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","10","1","20232","1202320010","0"
"91","0","","","","","","","20232","1202320011",""
"3","104611","","0.2","","travel_topdrama_r_2000_idle_sleep","1","","20232","1202320012",""
"3","104811","0","0.2","","travel_topdrama_r_2000_talk_normal_surprise","1","","20232","1202320013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20023_02","0","","20232","1202320014",""
"11","104811","0","0","1","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","10","1","20232","1202320015","0"
"91","0","","","","","","","20232","1202320016",""
"3","104811","","0.2","","travel_topdrama_r_2000_talk_guts_in","0","1","20232","1202320017",""
"91","0","","","","","","","20232","1202320018",""
"3","104811","","0","","travel_topdrama_r_2000_talk_guts_loop","1","","20232","1202320019",""
"93","1","","","","0","","","20232","1202320020",""
"112","","","","","","","","20232","1202320021",""
"91","0","","","","","","","20232","1202320022",""
"1","1","1","0.8","42","102711","101","-68","20241","1202410001","travel_topdrama_r_2000_idle_memory_blink"
"1","1","0","0.8","-42","105111","102","-68","20241","1202410002","travel_topdrama_r_2000_idle_normal"
"5","0","0","1","0","0","110","-75","20241","1202410003","mana"
"91","0","","","","","","","20241","1202410004",""
"93","10","","","","0","","","20241","1202410005",""
"101","1202410005","","","","","","","20241","1202410006",""
"3","0","","0","","none","0","","20241","1202410007",""
"91","0","","","","","","","20241","1202410008",""
"13","102711","","","","103","","","20242","1202420001",""
"13","105111","","","","104","","","20242","1202420002",""
"3","102711","","0.2","","travel_topdrama_r_2000_talk_wish_loop","1","","20242","1202420003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20024_00","0","","20242","1202420004",""
"11","102711","0","0","1","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","10","1","20242","1202420005","0"
"91","0","","","","","","","20242","1202420006",""
"3","102711","","0.2","","travel_topdrama_r_2000_idle_wish_joy","1","","20242","1202420007",""
"3","105111","0","0.2","travel_topdrama_r_2000_humu_loop","travel_topdrama_r_2000_humu_in","0","1","20242","1202420008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20024_01","0","","20242","1202420009",""
"11","105111","0","0","1","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","10","1","20242","1202420010","0"
"91","0","","","","","","","20242","1202420011",""
"3","105111","","0.2","","travel_topdrama_r_2000_humu_loop_shy","1","","20242","1202420012",""
"3","102711","","0.2","","travel_topdrama_r_2000_talk_sad_loop_doya","1","","20242","1202420013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20024_02","0","","20242","1202420014",""
"11","102711","0","0","1","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","10","1","20242","1202420015","0"
"91","0","","","","","","","20242","1202420016",""
"3","102711","","0.2","","travel_topdrama_r_2000_idle_sad_nervous","1","","20242","1202420017",""
"112","","","","","","","","20242","1202420018",""
"91","0","","","","","","","20242","1202420019",""
"1","1","1","0.8","42","100511","101","-68","20251","1202510001","travel_topdrama_r_2000_hop_loop"
"1","1","0","0.8","-42","103711","102","-68","20251","1202510002","travel_topdrama_r_2000_idle_doya_talkJoy1R"
"5","0","0","1","0","0","110","-75","20251","1202510003","mana"
"91","0","","","","","","","20251","1202510004",""
"93","10","","","","0","","","20251","1202510005",""
"101","1202510005","","","","","","","20251","1202510006",""
"3","0","","0","","none","0","","20251","1202510007",""
"91","0","","","","","","","20251","1202510008",""
"13","100511","","","","103","","","20252","1202520001",""
"13","103711","","","","104","","","20252","1202520002",""
"3","100511","","0.2","travel_topdrama_r_2000_hop_loop","travel_topdrama_r_2000_hop_in","0","1","20252","1202520003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20025_00","0","","20252","1202520004",""
"11","100511","0","0","1","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","10","1","20252","1202520005","0"
"91","0","","","","","","","20252","1202520006",""
"3","100511","","0.2","","travel_topdrama_r_2000_hop_idle","1","","20252","1202520007",""
"3","103711","","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0","1","20252","1202520008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20025_01","0","","20252","1202520009",""
"11","103711","0","0","1","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","10","1","20252","1202520010","0"
"91","0","","","","","","","20252","1202520011",""
"3","103711","0","0.1","travel_topdrama_r_2000_tomo_henshin_loop","travel_topdrama_r_2000_tomo_henshin_in","0","1","20252","1202520012",""
"3","100511","0.2","0.2","travel_topdrama_r_2000_matsuri_eieio_loop","travel_topdrama_r_2000_matsuri_eieio_in","0","1","20252","1202520013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20025_02","0","","20252","1202520014",""
"11","100511","0","0","1","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","10","1","20252","1202520015","0"
"91","0","","","","","","","20252","1202520016",""
"112","","","","","","","","20252","1202520017",""
"91","0","","","","","","","20252","1202520018",""
"1","1","1","0.8","0","105911","101","-68","20261","1202610001","travel_topdrama_r_2000_idle_wish_joy"
"5","0","0","1","0","0","110","-75","20261","1202610002","mana"
"91","0","","","","","","","20261","1202610003",""
"93","10","","","","0","","","20261","1202610004",""
"101","1202610004","","","","","","","20261","1202610005",""
"3","0","","0","","none","0","","20261","1202610006",""
"91","0","","","","","","","20261","1202610007",""
"13","105911","","","","103","","","20262","1202620001",""
"3","105911","0","0.1","travel_topdrama_r_2000_talk_surprise_loop","travel_topdrama_r_2000_wishToSurprise","0","1","20262","1202620002",""
"21","vo_travel_talk","","","0","vo_travel_talk_20026_00","0","","20262","1202620003",""
"11","105911","0","0","1","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","10","1","20262","1202620004","0"
"91","0","","","","","","","20262","1202620005",""
"3","105911","","0.2","","travel_topdrama_r_2000_talk_wish_loop","1","","20262","1202620006",""
"21","vo_travel_talk","","","0","vo_travel_talk_20026_01","0","","20262","1202620007",""
"11","105911","0","0","1","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","10","1","20262","1202620008","0"
"91","0","","","","","","","20262","1202620009",""
"112","","","","","","","","20262","1202620010",""
"91","0","","","","","","","20262","1202620011",""
"1","1","1","0.8","0","123011","101","-68","20271","1202710001","travel_topdrama_r_2000_ames_idle_normal"
"5","0","0","1","0","0","110","-75","20271","1202710002","mana"
"91","0","","","","","","","20271","1202710003",""
"93","10","","","","0","","","20271","1202710004",""
"101","1202710004","","","","","","","20271","1202710005",""
"3","0","","0","","none","0","","20271","1202710006",""
"91","0","","","","","","","20271","1202710007",""
"13","123011","","","","103","","","20272","1202720001",""
"3","123011","0","0.2","travel_topdrama_r_2000_ames_talk_wish_loop","travel_topdrama_r_2000_ames_talk_wish_in","0","1","20272","1202720002",""
"21","vo_travel_talk","","","0","vo_travel_talk_20027_00","0","","20272","1202720003",""
"11","123011","0","0","1","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","10","1","20272","1202720004","0"
"91","0","","","","","","","20272","1202720005",""
"3","123011","","0.2","","travel_topdrama_r_2000_ames_talk_yareyare","1","","20272","1202720006",""
"21","vo_travel_talk","","","0","vo_travel_talk_20027_01","0","","20272","1202720007",""
"11","123011","0","0","1","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","10","1","20272","1202720008","0"
"91","0","","","","","","","20272","1202720009",""
"3","123011","","0.2","","travel_topdrama_r_2000_ames_idle_yareyare","1","","20272","1202720010",""
"112","","","","","","","","20272","1202720011",""
"91","0","","","","","","","20272","1202720012",""
"1","1","1","0.8","42","106811","101","-68","20281","1202810001","travel_topdrama_r_2000_idle_cool"
"1","1","0","0.8","-42","106911","102","-68","20281","1202810002","travel_topdrama_r_2000_kaiser_idle_arm_crossed"
"5","0","0","1","0","0","110","-75","20281","1202810003","mana"
"91","0","","","","","","","20281","1202810004",""
"93","10","","","","0","","","20281","1202810005",""
"101","1202810005","","","","","","","20281","1202810006",""
"3","0","","0","","none","0","","20281","1202810007",""
"91","0","","","","","","","20281","1202810008",""
"13","106811","","","","103","","","20282","1202820001",""
"13","106911","","","","104","","","20282","1202820002",""
"3","106811","0","0.2","travel_topdrama_r_2000_talk_cool_loop","travel_topdrama_r_2000_talk_cool_in","0","1","20282","1202820003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20028_00","0","","20282","1202820004",""
"11","106811","0","0","1","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","10","1","20282","1202820005","0"
"91","0","","","","","","","20282","1202820006",""
"3","106811","","0.2","","travel_topdrama_r_2000_idle_cool","1","","20282","1202820007",""
"3","106911","0","0.2","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","0","1","20282","1202820008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20028_01","0","","20282","1202820009",""
"11","106911","0","0","1","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","10","1","20282","1202820010","0"
"91","0","","","","","","","20282","1202820011",""
"3","106911","","0.2","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1","","20282","1202820012",""
"3","106811","","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0","1","20282","1202820013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20028_02","0","","20282","1202820014",""
"11","106811","0","0","1","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","10","1","20282","1202820015","0"
"91","0","","","","","","","20282","1202820016",""
"3","106811","","0.2","","travel_topdrama_r_2000_idle_arm_crossed","1","","20282","1202820017",""
"112","","","","","","","","20282","1202820018",""
"91","0","","","","","","","20282","1202820019",""
"1","1","0","0.8","-17.5","1000001","51","-75.6","30011","1300110001","travel_topdrama_r_3001_idle_B"
"5","1","0","0.8","-17.5","12","50","-75.6","30011","1300110002","travel_topdrama_r_3001_idle_B"
"1","1","0","0.8","31.4","1000002","49","-56.1","30011","1300110003","travel_topdrama_r_3001_idle_A"
"5","1","0","0.8","31.4","11","48","-56.1","30011","1300110004","travel_topdrama_r_3001_idle_A"
"5","2","0","0.8","31.4","13","49","-56.1","30011","1300110005","travel_topdrama_r_3001_idle_A"
"5","0","","1","0","0","110","-88","30011","1300110006","normal"
"31","300101","","1","-43.7","300101","-30.3","0.5","30011","1300110007",""
"31","300103","","1","-110","300103","260","1","30011","1300110008",""
"31","300111","","1","-127","300111","215","1","30011","1300110009",""
"91","0","","","","0","","","30011","1300110010",""
"3","1000001","0","0","","travel_topdrama_r_3001_idle_B","0","","30011","1300110011",""
"3","12","0","0","","travel_topdrama_r_3001_idle_B","0","","30011","1300110012",""
"3","1000002","0","0","","travel_topdrama_r_3001_idle_A","0","","30011","1300110013",""
"3","11","0","0","","travel_topdrama_r_3001_idle_A","0","","30011","1300110014",""
"93","1.7","","","","0","","","30011","1300110015",""
"101","1300110011","","","","0","","","30011","1300110016",""
"3","0","","0","","none","0","","30011","1300110017",""
"91","0","","","","0","","","30011","1300110018",""
"31","300106","","0","-110","300106","260","1","30012","1300120001",""
"31","300108","","0","-110","300108","260","1","30012","1300120002",""
"31","300100","","0","92.6","300100","17.3","0.4","30012","1300120003",""
"31","300104","","0","92.6","300104","0","0.4","30012","1300120004",""
"91","0","","","","","","","30012","1300120005",""
"3","1000002","","0.5","","travel_topdrama_r_3001_idle_A","1","","30012","1300120006",""
"3","11","","0.5","","travel_topdrama_r_3001_idle_A","1","","30012","1300120007",""
"3","1000001","","0.5","","travel_topdrama_r_3001_idle_B","1","","30012","1300120008",""
"3","12","","0.5","","travel_topdrama_r_3001_idle_B","1","","30012","1300120009",""
"93","0.2","","","","0","","","30012","1300120010",""
"32","300100","","","","1","","","30012","1300120011",""
"93","2","","","","0","","","30012","1300120012",""
"32","300103","","","","0","","","30012","1300120013",""
"32","300108","","","","1","","","30012","1300120014",""
"32","300106","","","","1","","","30012","1300120015",""
"23","se_travel_top","","","","se_travel_top_fishing_hit","0","","30012","1300120016",""
"3","1000002","","0","","travel_topdrama_r_3001_1_01_A","0","","30012","1300120017",""
"3","11","","0","","travel_topdrama_r_3001_1_01_A","0","","30012","1300120018",""
"3","1000001","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30012","1300120019",""
"3","12","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30012","1300120020",""
"91","0","","","","","","","30012","1300120021",""
"32","300108","","","","0","","","30012","1300120022",""
"3","1000002","","0","","travel_topdrama_r_3001_1_02_A","0","","30012","1300120023",""
"3","11","","0","","travel_topdrama_r_3001_1_02_A","0","","30012","1300120024",""
"3","1000001","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30012","1300120025",""
"3","12","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30012","1300120026",""
"93","1","","","","0","","","30012","1300120027",""
"32","300100","","","","0","","","30012","1300120028",""
"91","0","","","","","","","30012","1300120029",""
"31","300107","","1","-110","300107","260","1","30012","1300120030",""
"23","se_travel_top","","","","se_travel_top_fishing_appear_box","0","","30012","1300120031",""
"3","1000002","","","","travel_topdrama_r_3001_1_03_A","0","","30012","1300120032",""
"3","11","","","","travel_topdrama_r_3001_1_03_A","0","","30012","1300120033",""
"3","13","","","","travel_topdrama_r_3001_1_03_A","0","","30012","1300120034",""
"3","1000001","","","","travel_topdrama_r_3001_1_03_B","0","","30012","1300120035",""
"3","12","","0.2","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","0","1","30012","1300120036",""
"93","0.8","","","","0","","","30012","1300120037",""
"32","300106","","","","0","","","30012","1300120038",""
"111","","","","","","","","30012","1300120039",""
"91","0","","","","","","","30012","1300120040",""
"1","1","0","0.8","-17.5","1000001","51","-75.6","30021","1300210001","travel_topdrama_r_3001_idle_B"
"5","1","0","0.8","-17.5","12","50","-75.6","30021","1300210002","travel_topdrama_r_3001_idle_B"
"1","1","0","0.8","31.4","1000002","49","-56.1","30021","1300210003","travel_topdrama_r_3001_idle_A"
"5","1","0","0.8","31.4","11","48","-56.1","30021","1300210004","travel_topdrama_r_3001_idle_A"
"5","2","0","0.8","31.4","13","49","-56.1","30021","1300210005","travel_topdrama_r_3001_idle_A"
"5","0","","1","0","0","110","-88","30021","1300210006","normal"
"31","300201","","1","-43.7","300201","-30.3","0.5","30021","1300210007",""
"31","300203","","1","-110","300203","260","1","30021","1300210008",""
"31","300211","","1","-127","300211","215","1","30021","1300210009",""
"91","0","","","","0","","","30021","1300210010",""
"3","1000001","0","0","","travel_topdrama_r_3001_idle_B","0","","30021","1300210011",""
"3","12","0","0","","travel_topdrama_r_3001_idle_B","0","","30021","1300210012",""
"3","1000002","0","0","","travel_topdrama_r_3001_idle_A","0","","30021","1300210013",""
"3","11","0","0","","travel_topdrama_r_3001_idle_A","0","","30021","1300210014",""
"93","1.7","","","","0","","","30021","1300210015",""
"101","1300210011","","","","0","","","30021","1300210016",""
"3","0","","0","","none","0","","30021","1300210017",""
"91","0","","","","0","","","30021","1300210018",""
"31","300206","","0","-110","300206","260","1","30022","1300220001",""
"31","300208","","0","-110","300208","260","1","30022","1300220002",""
"31","300200","","0","92.6","300200","17.3","0.4","30022","1300220003",""
"31","300204","","0","92.6","300204","0","0.4","30022","1300220004",""
"91","0","","","","","","","30022","1300220005",""
"3","1000002","","0.5","","travel_topdrama_r_3001_idle_A","1","","30022","1300220006",""
"3","11","","0.5","","travel_topdrama_r_3001_idle_A","1","","30022","1300220007",""
"3","1000001","","0.5","","travel_topdrama_r_3001_idle_B","1","","30022","1300220008",""
"3","12","","0.5","","travel_topdrama_r_3001_idle_B","1","","30022","1300220009",""
"93","0.2","","","","0","","","30022","1300220010",""
"32","300200","","","","1","","","30022","1300220011",""
"93","2","","","","0","","","30022","1300220012",""
"32","300203","","","","0","","","30022","1300220013",""
"32","300208","","","","1","","","30022","1300220014",""
"32","300206","","","","1","","","30022","1300220015",""
"23","se_travel_top","","","","se_travel_top_fishing_hit","0","","30022","1300220016",""
"3","1000002","","0","","travel_topdrama_r_3001_1_01_A","0","","30022","1300220017",""
"3","11","","0","","travel_topdrama_r_3001_1_01_A","0","","30022","1300220018",""
"3","1000001","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30022","1300220019",""
"3","12","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30022","1300220020",""
"91","0","","","","","","","30022","1300220021",""
"32","300208","","","","0","","","30022","1300220022",""
"3","1000002","","0","","travel_topdrama_r_3001_1_02_A","0","","30022","1300220023",""
"3","11","","0","","travel_topdrama_r_3001_1_02_A","0","","30022","1300220024",""
"3","1000001","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30022","1300220025",""
"3","12","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30022","1300220026",""
"93","1","","","","0","","","30022","1300220027",""
"32","300200","","","","0","","","30022","1300220028",""
"91","0","","","","","","","30022","1300220029",""
"31","300207","","1","-110","300107","260","1","30022","1300220030",""
"23","se_travel_top","","","","se_travel_top_fishing_appear_silverbox","0","","30022","1300220031",""
"3","1000002","","","","travel_topdrama_r_3001_1_03_A","0","","30022","1300220032",""
"3","11","","","","travel_topdrama_r_3002_03_A","0","","30022","1300220033",""
"3","13","","","","travel_topdrama_r_3002_03_A","0","","30022","1300220034",""
"3","1000001","","","","travel_topdrama_r_3001_1_03_B","0","","30022","1300220035",""
