e2559d313ab7c00ad43eb0e756298df38075b5f635b83c73fcef11f361591f46,e69785504afb5e4590957fe6a8d21b92f0e37c212d2ff3b2ef7f6eb89f5102cb,3ad1d1cca4a3a6b4c844a4c330a2ba230764c129d139954f67e0dcb87b786d2a,f5a1e7042194edd10ed9808f4e43338d216aa095cdbc4252b569f4de5692c637,4aabb603ca0c6c60d6149547f288ae06acefd8c298f84b5f42ce97037e0b1946,00b8358e0ab3de054811ed6670a3e75f6f14523ea5fd1323602f63a20c409364,9cb34b811ddc7756b15dfb97e6b2c446fb196568b3ee3bbd57527f12095ea861,3f3f39eb36cd51fcb4c895e9510bb657f7b1573138d229e0617a0cd1f45bec08,d05c93a34f74a86ff32d983209d77cb77a45445a9829acf93bde9dd9630bef3d,852dfa10198f0c52dbbf27dcfb52f175b6ad32a1b943d604308d63a69dfcf59f,ae69474bbfe716111f494d8fb068c440c18f13a8a694423d6a81820e49b74f17
"","3","","1","3","0.5","12030035","","203","nyx_203_yukari_03",""
"","3","","1","103431","0.5","12030036","","203","nyx_203_yukari_03",""
"","11","","10","103431","","12030037","","203","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪",""
"","91","","","0","","12030038","","203","",""
"","93","","","0.1","","12030039","","203","",""
"","3","nyx_203_yukari_05","0","3","0.2","12030040","1","203","nyx_203_yukari_06",""
"","3","nyx_203_yukari_05","0","103431","0.2","12030041","1","203","nyx_203_yukari_06",""
"","93","","","0.5","","12030042","","203","",""
"0.2","3","nyx_cmn_05","0","103231","0.2","12030043","1","203","nyx_lookup",""
"","93","","","2","","12030044","","203","",""
"","12","","1","103231","","12030045","","203","1",""
"","4","","","3","","12030046","","203","1",""
"","4","","","103431","","12030047","","203","1",""
"","3","","0","3","0.2","12030048","","203","nyx_203_yukari_04",""
"","3","","0","103431","0.2","12030049","","203","nyx_203_yukari_04",""
"","2","0.67","-10","3","","12030050","0","203","-245",""
"","2","0.67","-10","103431","","12030051","0","203","-245",""
"","93","","","0.67","","12030052","","203","",""
"","93","","","0.83","","12030053","","203","",""
"","2","0.5","-10","3","","12030054","0","203","-265",""
"","2","0.5","-10","103431","","12030055","0","203","-265",""
"","93","","","0.5","","12030056","","203","",""
"","2","0.67","-10","3","","12030057","0","203","-328",""
"","2","0.67","-10","103431","","12030058","0","203","-328",""
"","3","","1","103231","0.2","12030059","","203","nyx_cmn_04",""
"0.2","3","nyx_idle_sad","0","104831","0.2","12030060","1","203","nyx_lookup",""
"","93","","","0.67","","12030061","","203","",""
"","2","0.67","-10","3","","12030062","0","203","-330",""
"","2","0.67","-10","103431","","12030063","0","203","-330",""
"","93","","","0.67","","12030064","","203","",""
"","3","nyx_203_yukari_06","0","3","0.2","12030065","1","203","nyx_203_yukari_05",""
"","3","nyx_203_yukari_06","0","103431","0.2","12030066","1","203","nyx_203_yukari_05",""
"","93","","","0.66","","12030067","","203","",""
"","12","","1","104831","","12030068","","203","12",""
"","93","","","2","","12030069","","203","",""
"","12","","1","103431","","12030070","","203","9",""
"0.2","3","nyx_talk_sad","0","104631","0.2","12030071","1","203","nyx_lookup",""
"","4","","","3","","12030072","","203","0",""
"","4","","","103431","","12030073","","203","0",""
"","3","","0","3","0.2","12030074","","203","nyx_203_yukari_04",""
"","3","","0","103431","0.2","12030075","","203","nyx_203_yukari_04",""
"","2","0.67","-10","3","","12030076","0","203","-285",""
"","2","0.67","-10","103431","","12030077","0","203","-285",""
"","93","","","0.67","","12030078","","203","",""
"","93","","","0.83","","12030079","","203","",""
"","2","0.5","-10","3","","12030080","0","203","-265",""
"","2","0.5","-10","103431","","12030081","0","203","-265",""
"","93","","","0.5","","12030082","","203","",""
"","2","0.67","-10","3","","12030083","0","203","-202",""
"","2","0.67","-10","103431","","12030084","0","203","-202",""
"","12","","1","104631","","12030085","","203","5",""
"","93","","","0.67","","12030086","","203","",""
"","2","0.67","-10","3","","12030087","0","203","-200",""
"","2","0.67","-10","103431","","12030088","0","203","-200",""
"","93","","","0.67","","12030089","","203","",""
"","3","","1","3","0.2","12030090","","203","nyx_203_yukari_05",""
"","3","","1","103431","0.2","12030091","","203","nyx_203_yukari_05",""
"","93","","","0.66","","12030092","","203","",""
"","3","","1","104631","0.2","12030093","","203","nyx_idle_sad",""
"","12","","1","103431","","12030094","","203","6",""
"","4","","","3","","12030095","","203","0",""
"","4","","","103431","","12030096","","203","0",""
"","93","","","1","","12030097","","203","",""
"","101","","","12030039","","12030098","","203","",""
"1","1","121.8","110","1","1.2","12040001","28.5","204","104831","nyx_204_mifuyu_01"
"1","5","121.8","120","2","1.2","12040002","28.5","204","2","nyx_204_mifuyu_01"
"0","1","-278","110","1","1.2","12040003","-286.1","204","103431","nyx_idle_normal"
"1","1","283.5","140","1","1.2","12040004","-286.1","204","104631","nyx_idle_normal"
"0","1","-413","110","1","1.2","12040005","-286.1","204","103231","nyx_idle_normal"
"","31","0","0","2","1","12040006","1","204","1",""
"0","5","109","130","3","1.2","12040007","-278","204","3","nyx_yagura_up_harf"
"","31","34","-111","14","1","12040008","1","204","2",""
"","25","","","bgm_M347","","12040009","","204","bgm_M347",""
"","93","","","2","","12040010","","204","",""
"","3","","1","104831","0.2","12040011","","204","nyx_204_mifuyu_01",""
"","3","","1","2","0.2","12040012","","204","nyx_204_mifuyu_01",""
"","11","","10","104831","0","12040013","","204","とうとう完成…\nしてしまったわね…",""
"","93","","","0.2","","12040014","","204","",""
"0.2","3","nyx_204_akino_01_loop","0","104631","0.2","12040015","1","204","nyx_lookup",""
"","93","","","0.5","","12040016","","204","",""
"","3","","1","104831","0.2","12040017","","204","nyx_204_mifuyu_02",""
"","3","","1","2","0.2","12040018","","204","nyx_204_mifuyu_02",""
"","91","","","12040013","","12040019","","204","",""
"","11","","10","104831","0","12040020","","204","設計段階より\n明らかに機能が\n増やされてるわ…",""
"","93","","","1.5","","12040021","","204","",""
"0.2","3","nyx_lookup_loop","0","103431","0.2","12040022","1","204","nyx_lookup",""
"","91","","","12040020","","12040023","","204","",""
"","93","","","0.2","","12040024","","204","",""
"","3","","0","103231","0.2","12040025","","204","nyx_204_akino_01",""
"","11","","10","103231","","12040026","","204","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！",""
"","93","","","1","","12040027","","204","",""
"","3","","1","103231","0.2","12040028","","204","nyx_204_akino_02",""
"","91","","","12040026","","12040029","","204","",""
"","93","","","0.5","","12040030","","204","",""
"","11","","10","104831","0","12040031","","204","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて",""
"","93","","","0.2","","12040032","","204","",""
"0.2","3","","1","104831","0.2","12040033","","204","nyx_204_mifuyu_03",""
"0.2","3","","1","2","0.2","12040034","","204","nyx_204_mifuyu_03",""
"","93","","","3","","12040035","","204","",""
"","91","","","12040031","","12040036","","204","",""
"","3","","1","104631","","12040037","","204","nyx_talk_sad",""
"","11","","10","104631","","12040038","","204","ど、どうして\n震えてるにゃ？\nミフユ…",""
"","91","","","0","","12040039","","204","",""
"0.3","3","nyx_204_mifuyu_05","0","104831","0.3","12040040","1","204","nyx_204_mifuyu_04",""
"0.3","3","nyx_204_mifuyu_05","0","2","0.3","12040041","1","204","nyx_204_mifuyu_04",""
"","11","","10","104831","0","12040042","","204","当たり前です！\nなんですかこの\n無駄だらけな機能！",""
"","93","","","0.6","","12040043","","204","",""
"0.2","3","nyx_idle_surprise2","0","104631","0.3","12040044","1","204","cmn_shock_def_N",""
"0.2","3","nyx_idle_sad","0","103431","0.3","12040045","1","204","cmn_shock_def_N",""
"0.2","3","nyx_idle_surprise1","0","103231","0.3","12040046","1","204","cmn_shock_def_N",""
"","93","","","1.5","","12040047","","204","",""
"","91","","","12040042","","12040048","","204","",""
"","11","","10","104831","0","12040049","","204","どこを見ても\n無駄ばかり…\n非効率すぎる…！",""
"","91","","","0","","12040050","","204","",""
"0.3","3","","1","103431","0.3","12040051","","204","nyx_talk_sad",""
"","11","","10","103431","","12040052","","204","お、落ち着いて\nミフユさん…\n仕方がなかったの…",""
"","91","","","0","","12040053","","204","",""
"","11","","10","104831","0","12040054","","204","こんなの\n落ち着けるわけ\nないでしょーっ！",""
"","93","","","2.7","","12040055","","204","",""
"0.3","3","","1","103431","0.3","12040056","","204","nyx_cmn_03",""
"0.3","3","nyx_204_mifuyu_06","0","104831","0.3","12040057","1","204","nyx_204_mifuyu_07",""
"0.3","3","nyx_204_mifuyu_06","0","2","0.3","12040058","1","204","nyx_204_mifuyu_07",""
"","91","","","12040052","","12040059","","204","",""
"","93","","","0.5","","12040060","","204","",""
"","4","","1","103431","","12040061","","204","0",""
"","93","","","0.5","","12040062","","204","",""
"","12","","1","103431","","12040063","","204","2",""
"","93","","","1.5","","12040064","","204","",""
"","12","","1","104631","","12040065","","204","17",""
"0.3","3","","1","104631","0.3","12040066","","204","nyx_talk_sad",""
"","93","","","1.5","","12040067","","204","",""
"","4","","1","103431","","12040068","","204","1",""
"0.3","3","","1","104631","0.3","12040069","","204","nyx_idle_sad",""
"","93","","","0.2","","12040070","","204","",""
"","12","","1","103231","","12040071","","204","7",""
"0.2","3","cmn_pose02_def_N","0","103231","0.3","12040072","1","204","nyx_talk_joy1",""
"","93","","","0.1","","12040073","","204","",""
"0.3","3","","1","103431","0.3","12040074","","204","nyx_talk_sad",""
"","93","","","2","","12040075","","204","",""
"","12","","1","104831","","12040076","","204","15",""
"","93","","","2","","12040077","","204","",""
"","101","","","12040061","","12040078","","204","1",""
"0","1","-135","110","1","1.2","13010001","-277","301","111031","nyx_301_yuni_01"
"","31","0","0","3","1","13010002","1","301","1",""
"","31","-195","40","17","1","13010003","1","301","2",""
"","31","-195","40","18","0","13010004","1","301","3",""
"","31","-195","40","19","0","13010005","1","301","4",""
"","25","","","bgm_M347","","13010006","","301","bgm_M347",""
"","93","","","2","","13010007","","301","",""
"","11","","10","111031","","13010008","","301","なかよしX…\nあれは実に\n浪漫の結晶だった…",""
"","91","","","0","","13010009","","301","1",""
"","11","","10","111031","","13010010","","301","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…",""
"","91","","","0","","13010011","","301","1",""
"","93","","","0.6","","13010012","","301","",""
"","3","","1","111031","0.2","13010013","","301","nyx_103_yuni_02",""
"","11","","10","111031","","13010014","","301","というわけで\nなかよしXの残骸を\n集めてみたわけだが",""
"","91","","","0","","13010015","","301","1",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010016","","301","cmn_pose02_def_N",""
"","11","","10","111031","","13010017","","301","これらをリペアして\n単に組み直したとて\n模造品でしかない",""
"","91","","","0","","13010018","","301","1",""
"","3","nyx_103_yuni_04","0","111031","0.2","13010019","1","301","nyx_103_yuni_03",""
"","11","","10","111031","","13010020","","301","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ",""
"","91","","","0","","13010021","","301","1",""
"","3","","1","111031","0.2","13010022","","301","cmn_pose02_def_N",""
"","11","","10","111031","","13010023","","301","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…",""
"","91","","","0","","13010024","","301","",""
"","93","","","0.5","","13010025","","301","",""
"","3","","1","111031","0.2","13010026","","301","nyx_301_yuni_03",""
"","11","","10","111031","","13010027","","301","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか",""
"","91","","","0","","13010028","","301","1",""
"","11","","10","111031","","13010029","","301","…理解に苦しむな\nまずそこから考える\n必要がありそうだ",""
"","91","","","0","","13010030","","301","1",""
"","3","","1","111031","0.2","13010031","","301","nyx_301_yuni_01",""
"","11","","10","111031","","13010032","","301","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える",""
"","91","","","0","","13010033","","301","",""
"","93","","","2","","13010034","","301","",""
"","4","","","111031","","13010035","","301","1",""
"","3","","1","111031","0.2","13010036","","301","cmn_walk_def_N",""
"","2","1.5","-277","111031","","13010037","","301","-230",""
"","93","","","1.5","","13010038","","301","",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010039","1","301","nyx_301_yuni_02",""
"","93","","","3","","13010040","","301","",""
"","4","","","111031","","13010041","","301","0",""
"","3","","1","111031","0.2","13010042","","301","cmn_walk_def_N",""
"","2","1.5","-277","111031","","13010043","","301","-95",""
"","93","","","1.5","","13010044","","301","",""
"","12","","1","111031","","13010045","","301","12",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010046","1","301","nyx_301_yuni_02",""
"","93","","","0.4","","13010047","","301","",""
"","32","","","3","","13010048","","301","1",""
"","93","","","2.6","","13010049","","301","",""
"","4","","","111031","","13010050","","301","1",""
"","3","","1","111031","0.2","13010051","","301","cmn_walk_def_N",""
"","2","1.5","-277","111031","","13010052","","301","-230",""
"","93","","","1.5","","13010053","","301","",""
"","12","","1","111031","","13010054","","301","13",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010055","1","301","nyx_301_yuni_02",""
"","93","","","3","","13010056","","301","",""
"","4","","","111031","","13010057","","301","0",""
"","3","","1","111031","0.2","13010058","","301","cmn_walk_def_N",""
"","2","1.5","-277","111031","","13010059","","301","-95",""
"","93","","","1.5","","13010060","","301","",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010061","1","301","nyx_301_yuni_02",""
"","93","","","0.4","","13010062","","301","",""
"","32","","","4","","13010063","","301","1",""
"","93","","","2.6","","13010064","","301","",""
"","4","","","111031","","13010065","","301","1",""
"","3","","1","111031","0.2","13010066","","301","cmn_walk_def_N",""
"","2","1.5","-277","111031","","13010067","","301","-230",""
"","93","","","1.5","","13010068","","301","",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010069","1","301","nyx_301_yuni_02",""
"","93","","","3","","13010070","","301","",""
"","4","","","111031","","13010071","","301","0",""
"","3","","1","111031","0.2","13010072","","301","cmn_walk_def_N",""
"","2","4","-277","111031","","13010073","","301","165",""
"","93","","","4","","13010074","","301","",""
"","12","","1","111031","","13010075","","301","12",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010076","1","301","nyx_301_yuni_02",""
"","93","","","3","","13010077","","301","",""
"","4","","","111031","","13010078","","301","1",""
"","3","","1","111031","0.2","13010079","","301","cmn_walk_def_N",""
"","2","4","-277","111031","","13010080","","301","-230",""
"","93","","","4","","13010081","","301","",""
"","12","","1","111031","","13010082","","301","17",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13010083","1","301","cmn_pose02_def_N",""
"","93","","","4","","13010084","","301","",""
"","4","","","111031","","13010085","","301","0",""
"","3","","1","111031","0.2","13010086","","301","cmn_walk_def_N",""
"","2","4","-277","111031","","13010087","","301","165",""
"","93","","","4","","13010088","","301","",""
"0.2","3","nyx_303_yuni_01","0","111031","0.2","13010089","0","301","nyx_301_yuni_02",""
"","93","","","2.4","","13010090","","301","",""
"","12","","1","111031","","13010091","","301","7",""
"","93","","","1.6","","13010092","","301","",""
"","4","","","111031","","13010093","","301","1",""
"","3","","1","111031","0.2","13010094","","301","cmn_walk_def_N",""
"","2","4","-277","111031","","13010095","","301","-230",""
"","93","","","4","","13010096","","301","",""
"","12","","1","111031","","13010097","","301","2",""
"0.2","3","cmn_pose02_def_N","0","111031","0.2","13010098","1","301","nyx_301_yuni_02",""
"","93","","","4","","13010099","","301","",""
"","101","","","13010071","","13010100","","301","",""
"1","1","4000","110","1","1.2","13020001","-277","302","111031","nyx_idle_normal"
"1","5","-200","120","2","1.2","13020002","-277","302","2","NoItem"
"","31","0","0","3","1","13020003","1","302","1",""
"","31","-240","-110","20","0","13020004","1","302","3",""
"","31","-195","40","21","1","13020005","1.2","302","4",""
"","25","","","bgm_M347","","13020006","","302","bgm_M347",""
"","93","","","2","","13020007","","302","",""
"0.2","3","nyx_idle_normal","0","111031","","13020008","1","302","nyx_302_yuni_01",""
"","2","0","-277","111031","","13020009","","302","-200",""
"","2","0","-279","2","","13020010","","302","-200",""
"","11","","10","111031","","13020011","","302","…ぷはーっ！",""
"","93","","","0","","13020012","","302","",""
"","32","","","3","","13020013","","302","1",""
"","91","","","13020011","","13020014","","302","",""
"","11","","10","111031","","13020015","","302","いかんいかん\n資材の山に埋もれて\nしまうところだった",""
"","91","","","0","","13020016","","302","",""
"","3","NoItem","0","2","0.2","13020017","1","302","nyx_302_yuni_02",""
"0.2","3","nyx_idle_normal","0","111031","0.2","13020018","1","302","nyx_302_yuni_02",""
"","11","","10","111031","","13020019","","302","だが怪我の功名、\n探していた部品を\n偶然にも発見できた",""
"","93","","","5","","13020020","","302","",""
"","4","","","111031","","13020021","","302","0",""
"","3","","1","111031","0.2","13020022","","302","nyx_cmn_03",""
"","11","","10","111031","","13020023","","302","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…",""
"","91","","","0","","13020024","","302","",""
"","3","","1","111031","0.2","13020025","","302","nyx_301_yuni_01",""
"","11","","10","111031","","13020026","","302","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は",""
"","91","","","0","","13020027","","302","1",""
"","11","","10","111031","","13020028","","302","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう",""
"","91","","","0","","13020029","","302","1",""
"","3","nyx_302_yuni_04","0","111031","0.2","13020030","1","302","nyx_302_yuni_03",""
"","11","","10","111031","","13020031","","302","是非もなし\nいざ往かん！",""
"","91","","","0","","13020032","","302","1",""
"","93","","","1.5","","13020033","","302","",""
"","11","","10","111031","","13020034","","302","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！",""
"","91","","","0","","13020035","","302","",""
"","93","","","6","","13020036","","302","",""
"","12","","1","111031","","13020037","","302","2",""
"","93","","","4","","13020038","","302","",""
"","12","","1","111031","","13020039","","302","4",""
"","93","","","4","","13020040","","302","",""
"","101","","","13020036","","13020041","","302","",""
"1","1","49","110","1","1.2","13030001","-221.5","303","111031","nyx_303_yuni_07"
"","31","0","0","4","1","13030002","1","303","1",""
"","25","","","bgm_M347","","13030003","","303","bgm_M347",""
"","93","","","2","","13030004","","303","",""
"","11","","10","111031","","13030005","","303","ふむ、紆余曲折は\nあったが無事完成…\nといったところか",""
"","91","","","0","","13030006","","303","",""
"","3","","1","111031","0.2","13030007","","303","nyx_303_yuni_01_noshadow",""
"","11","","10","111031","","13030008","","303","ふふふ…我ながら\n納得の出来栄え…",""
"","91","","","0","","13030009","","303","",""
"","11","","10","111031","","13030010","","303","外観の完成度も\nさることながら\n特筆すべきは機能だ",""
"","91","","","0","","13030011","","303","",""
"","3","","1","111031","0.2","13030012","","303","nyx_303_yuni_03",""
"","11","","10","111031","","13030013","","303","試しに動作試験を\nしてみるとしよう",""
"","91","","","0","","13030014","","303","",""
"0.2","3","nyx_303_yuni_04","0","111031","0.2","13030015","1","303","nyx_303_yuni_02",""
"","93","","","3","","13030016","","303","",""
"","3","","1","111031","0.2","13030017","","303","nyx_303_yuni_07",""
"","11","","10","111031","","13030018","","303","ふむ…\n表情映写の動作に\n問題はないようだ",""
"","91","","","0","","13030019","","303","",""
"0.2","3","nyx_303_yuni_04","0","111031","0.2","13030020","1","303","nyx_303_yuni_09",""
"","11","","10","111031","","13030021","","303","次はいずれの機能を\n試してみるか…",""
"","91","","","0","","13030022","","303","",""
"","93","","","0.5","","13030023","","303","",""
"","11","","10","111031","","13030024","","303","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん",""
"","93","","","1.5","","13030025","","303","",""
"","3","","0","111031","0.2","13030026","","303","nyx_303_yuni_02",""
"","93","","","1","","13030027","","303","",""
"","3","nyx_303_yuni_05","0","111031","0.2","13030028","1","303","nyx_303_yuni_06",""
"","93","","","2","","13030029","","303","",""
"","11","","10","111031","","13030030","","303","…危ない危ない\n自爆装置を起動して\nしまうところだった",""
"","93","","","0.1","","13030031","","303","",""
"","3","","1","111031","0.2","13030032","","303","nyx_303_yuni_08",""
"","91","","","13030030","","13030033","","303","",""
"","93","","","2","","13030034","","303","",""
"0.2","3","nyx_303_yuni_04","0","111031","0.2","13030035","1","303","nyx_303_yuni_09",""
"","93","","","2","","13030036","","303","",""
"0.2","3","nyx_303_yuni_03","0","111031","0.2","13030037","1","303","nyx_303_yuni_02",""
"","93","","","1.8","","13030038","","303","",""
"","12","","1","111031","","13030039","","303","6",""
"","93","","","3.2","","13030040","","303","",""
"0.2","3","nyx_303_yuni_04","0","111031","0.2","13030041","1","303","nyx_303_yuni_09",""
"","93","","","2","","13030042","","303","",""
"0.2","3","nyx_303_yuni_08","0","111031","0.2","13030043","1","303","nyx_303_yuni_02",""
"","93","","","1.8","","13030044","","303","",""
"","12","","1","111031","","13030045","","303","2",""
"","93","","","1.2","","13030046","","303","",""
"","101","","","13030034","","13030047","","303","",""
