f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","20192","0","","","91","1201920011","","",""
"","","20192","107011","travel_topdrama_r_2000_idle_doya_sad","","3","1201920012","1","","0.2"
"","","20192","106111","travel_topdrama_r_2000_talk_guts2_in_joy","1","3","1201920013","0","travel_topdrama_r_2000_talk_guts2_loop_joy","0.2"
"","","20192","vo_travel_talk","vo_travel_talk_20019_02","","21","1201920014","0","0",""
"0","0","20192","106111","オマエが言うと説得力あるな……\nけど、大悪党はこっそりなんてしない！\nド派手に、バーっと暴れまわるんだ！","1","11","1201920015","10","1","0"
"","","20192","0","","","91","1201920016","","",""
"","","20192","106111","travel_topdrama_r_2000_idle_guts2_joy","","3","1201920017","1","","0.2"
"","","20192","","","","112","1201920018","","",""
"","","20192","0","","","91","1201920019","","",""
"1","travel_topdrama_r_2000_idle_smile","20201","1","118511","-68","1","1202010001","101","0","0.8"
"0","mana","20201","0","0","-75","5","1202010002","110","0","1"
"","","20201","0","","","91","1202010003","","",""
"","","20201","10","0","","93","1202010004","","",""
"","","20201","1202010004","","","101","1202010005","","",""
"","","20201","0","none","","3","1202010006","0","","0"
"","","20201","0","","","91","1202010007","","",""
"","","20202","118511","103","","13","1202020001","","",""
"","","20202","118511","travel_topdrama_r_2000_talk_smile_in","1","3","1202020002","0","travel_topdrama_r_2000_talk_smile_loop","0.2"
"","","20202","vo_travel_talk","vo_travel_talk_20020_00","","21","1202020003","0","0",""
"0","0","20202","118511","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","1","11","1202020004","10","1","0"
"","","20202","0","","","91","1202020005","","",""
"","","20202","118511","travel_topdrama_r_2000_talk_wish_in_joy","1","3","1202020006","0","travel_topdrama_r_2000_talk_wish_loop_joy","0.2"
"","","20202","vo_travel_talk","vo_travel_talk_20020_01","","21","1202020007","0","0",""
"0","0","20202","118511","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","1","11","1202020008","10","1","0"
"","","20202","0","","","91","1202020009","","",""
"","","20202","118511","travel_topdrama_r_2000_idle_wish_joy","","3","1202020010","1","","0.2"
"","","20202","","","","112","1202020011","","",""
"","","20202","0","","","91","1202020012","","",""
"1","travel_topdrama_r_2000_idle_sad","20211","1","101411","-68","1","1202110001","101","42","0.8"
"1","travel_topdrama_r_2012_empty","20211","3","3","-68","5","1202110002","103","42","0.8"
"0","travel_topdrama_r_2000_idle_cool_surprise","20211","1","104311","-68","1","1202110003","102","-42","0.8"
"0","travel_topdrama_r_2012_empty","20211","3","4","-68","5","1202110004","104","-42","0.8"
"0","mana","20211","0","0","-75","5","1202110005","110","0","1"
"","","20211","0","","","91","1202110006","","",""
"","","20211","10","0","","93","1202110007","","",""
"","","20211","1202110007","","","101","1202110008","","",""
"","","20211","0","none","","3","1202110009","0","","0"
"","","20211","0","","","91","1202110010","","",""
"","","20212","101411","103","","13","1202120001","","",""
"","","20212","104311","104","","13","1202120002","","",""
"","","20212","101411","travel_topdrama_r_2000_talk_sad_loop","","3","1202120003","1","","0.2"
"","","20212","vo_travel_talk","vo_travel_talk_20021_00","","21","1202120004","0","0",""
"0","0","20212","101411","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","1","11","1202120005","10","1","0"
"","","20212","0","","","91","1202120006","","",""
"","","20212","101411","travel_topdrama_r_2000_idle_sad","","3","1202120007","1","","0.2"
"0","","20212","104311","travel_topdrama_r_2000_talk_cool_in_normal2","1","3","1202120008","0","travel_topdrama_r_2000_talk_cool_loop_normal2","0.2"
"","","20212","vo_travel_talk","vo_travel_talk_20021_01","","21","1202120009","0","0",""
"0","0","20212","104311","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","1","11","1202120010","10","1","0"
"","","20212","0","","","91","1202120011","","",""
"0","","20212","104311","travel_topdrama_r_2000_eat_in","1","3","1202120012","0","travel_topdrama_r_2000_eat_idle","0.2"
"0","","20212","3","travel_topdrama_r_2000_eat_in","1","3","1202120013","0","travel_topdrama_r_2000_eat_idle","0.2"
"","","20212","101411","travel_topdrama_r_2000_eat_in","","3","1202120014","0","","0.2"
"","","20212","4","travel_topdrama_r_2000_eat_in","","3","1202120015","0","","0.2"
"","","20212","0","","","91","1202120016","","",""
"","","20212","101411","travel_topdrama_r_2000_eat_talk","","3","1202120017","1","","0"
"","","20212","4","travel_topdrama_r_2000_eat_talk","","3","1202120018","1","","0"
"","","20212","vo_travel_talk","vo_travel_talk_20021_02","","21","1202120019","0","0",""
"0","0","20212","101411","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","1","11","1202120020","10","1","0"
"","","20212","0","","","91","1202120021","","",""
"","","20212","101411","travel_topdrama_r_2000_eat_idle","","3","1202120022","1","","0.2"
"","","20212","4","travel_topdrama_r_2000_eat_idle","","3","1202120023","1","","0.2"
"","","20212","","","","112","1202120024","","",""
"","","20212","0","","","91","1202120025","","",""
"1","travel_topdrama_r_2000_idle_smile","20221","1","102111","-68","1","1202210001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_smile_normal","20221","1","102311","-68","1","1202210002","102","-42","0.8"
"0","travel_topdrama_r_2022_pukici","20221","3","3","-68","5","1202210003","103","-100","0.8"
"0","mana","20221","0","0","-75","5","1202210004","110","0","1"
"","","20221","0","","","91","1202210005","","",""
"","","20221","10","0","","93","1202210006","","",""
"","","20221","1202210006","","","101","1202210007","","",""
"","","20221","0","none","","3","1202210008","0","","0"
"","","20221","0","","","91","1202210009","","",""
"","","20222","102111","103","","13","1202220001","","",""
"","","20222","102311","104","","13","1202220002","","",""
"","","20222","3","105","","13","1202220003","","",""
"","","20222","102111","travel_topdrama_r_2000_talk_sad_in_dere","1","3","1202220004","0","travel_topdrama_r_2000_talk_sad_loop_dere","0.2"
"","","20222","vo_travel_talk","vo_travel_talk_20022_00","","21","1202220005","0","0",""
"0","0","20222","102111","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","1","11","1202220006","10","1","0"
"","","20222","0","","","91","1202220007","","",""
"","","20222","102111","travel_topdrama_r_2000_idle_sad_joy","","3","1202220008","1","","0.2"
"0.2","","20222","102311","travel_topdrama_r_2000_talk_kyapi_in","1","3","1202220009","0","travel_topdrama_r_2000_talk_kyapi_loop","0.2"
"","","20222","vo_travel_talk","vo_travel_talk_20022_01","","21","1202220010","0","0",""
"0","0","20222","102311","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","1","11","1202220011","10","1","0"
"","","20222","0","","","91","1202220012","","",""
"","","20222","102311","travel_topdrama_r_2000_talk_smile_loop","","3","1202220013","1","","0.2"
"","","20222","102111","travel_topdrama_r_2000_talk_sad_loop_dere","","3","1202220014","1","","0.2"
"","","20222","3","travel_topdrama_r_2022_laugh","","3","1202220015","1","","0"
"","","20222","vo_travel_talk","vo_travel_talk_20022_02","","21","1202220016","0","0",""
"0","0","20222","3","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","1","11","1202220017","10","1","0"
"","","20222","0","","","91","1202220018","","",""
"","","20222","","","","112","1202220019","","",""
"","","20222","0","","","91","1202220020","","",""
"1","travel_topdrama_r_2000_idle_doya","20231","1","104811","-68","1","1202310001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_sad_surprise","20231","1","104611","-68","1","1202310002","102","-42","0.8"
"0","mana","20231","0","0","-75","5","1202310003","110","0","1"
"","","20231","0","","","91","1202310004","","",""
"","","20231","10","0","","93","1202310005","","",""
"","","20231","1202310005","","","101","1202310006","","",""
"","","20231","0","none","","3","1202310007","0","","0"
"","","20231","0","","","91","1202310008","","",""
"","","20232","104811","103","","13","1202320001","","",""
"","","20232","104611","104","","13","1202320002","","",""
"0","","20232","104811","travel_topdrama_r_2000_talk_doya_in_faceAnger","1","3","1202320003","0","travel_topdrama_r_2000_talk_doya_loop_faceAnger","0.2"
"","","20232","vo_travel_talk","vo_travel_talk_20023_00","","21","1202320004","0","0",""
"0","0","20232","104811","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","1","11","1202320005","10","1","0"
"","","20232","0","","","91","1202320006","","",""
"","","20232","104811","travel_topdrama_r_2000_idle_doya_anger","","3","1202320007","1","","0.2"
"0","","20232","104611","travel_topdrama_r_2000_talk_kyapi_in_dere2","1","3","1202320008","0","travel_topdrama_r_2000_talk_kyapi_loop_dere2","0.2"
"","","20232","vo_travel_talk","vo_travel_talk_20023_01","","21","1202320009","0","0",""
"0","0","20232","104611","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","1","11","1202320010","10","1","0"
"","","20232","0","","","91","1202320011","","",""
"","","20232","104611","travel_topdrama_r_2000_idle_sleep","","3","1202320012","1","","0.2"
"0","","20232","104811","travel_topdrama_r_2000_talk_normal_surprise","","3","1202320013","1","","0.2"
"","","20232","vo_travel_talk","vo_travel_talk_20023_02","","21","1202320014","0","0",""
"0","0","20232","104811","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","1","11","1202320015","10","1","0"
"","","20232","0","","","91","1202320016","","",""
"","","20232","104811","travel_topdrama_r_2000_talk_guts_in","1","3","1202320017","0","","0.2"
"","","20232","0","","","91","1202320018","","",""
"","","20232","104811","travel_topdrama_r_2000_talk_guts_loop","","3","1202320019","1","","0"
"","","20232","1","0","","93","1202320020","","",""
"","","20232","","","","112","1202320021","","",""
"","","20232","0","","","91","1202320022","","",""
"1","travel_topdrama_r_2000_idle_memory_blink","20241","1","102711","-68","1","1202410001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_normal","20241","1","105111","-68","1","1202410002","102","-42","0.8"
"0","mana","20241","0","0","-75","5","1202410003","110","0","1"
"","","20241","0","","","91","1202410004","","",""
"","","20241","10","0","","93","1202410005","","",""
"","","20241","1202410005","","","101","1202410006","","",""
"","","20241","0","none","","3","1202410007","0","","0"
"","","20241","0","","","91","1202410008","","",""
"","","20242","102711","103","","13","1202420001","","",""
"","","20242","105111","104","","13","1202420002","","",""
"","","20242","102711","travel_topdrama_r_2000_talk_wish_loop","","3","1202420003","1","","0.2"
"","","20242","vo_travel_talk","vo_travel_talk_20024_00","","21","1202420004","0","0",""
"0","0","20242","102711","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","1","11","1202420005","10","1","0"
"","","20242","0","","","91","1202420006","","",""
"","","20242","102711","travel_topdrama_r_2000_idle_wish_joy","","3","1202420007","1","","0.2"
"0","","20242","105111","travel_topdrama_r_2000_humu_in","1","3","1202420008","0","travel_topdrama_r_2000_humu_loop","0.2"
"","","20242","vo_travel_talk","vo_travel_talk_20024_01","","21","1202420009","0","0",""
"0","0","20242","105111","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","1","11","1202420010","10","1","0"
"","","20242","0","","","91","1202420011","","",""
"","","20242","105111","travel_topdrama_r_2000_humu_loop_shy","","3","1202420012","1","","0.2"
"","","20242","102711","travel_topdrama_r_2000_talk_sad_loop_doya","","3","1202420013","1","","0.2"
"","","20242","vo_travel_talk","vo_travel_talk_20024_02","","21","1202420014","0","0",""
"0","0","20242","102711","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","1","11","1202420015","10","1","0"
"","","20242","0","","","91","1202420016","","",""
"","","20242","102711","travel_topdrama_r_2000_idle_sad_nervous","","3","1202420017","1","","0.2"
"","","20242","","","","112","1202420018","","",""
"","","20242","0","","","91","1202420019","","",""
"1","travel_topdrama_r_2000_hop_loop","20251","1","100511","-68","1","1202510001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_doya_talkJoy1R","20251","1","103711","-68","1","1202510002","102","-42","0.8"
"0","mana","20251","0","0","-75","5","1202510003","110","0","1"
"","","20251","0","","","91","1202510004","","",""
"","","20251","10","0","","93","1202510005","","",""
"","","20251","1202510005","","","101","1202510006","","",""
"","","20251","0","none","","3","1202510007","0","","0"
"","","20251","0","","","91","1202510008","","",""
"","","20252","100511","103","","13","1202520001","","",""
"","","20252","103711","104","","13","1202520002","","",""
"","","20252","100511","travel_topdrama_r_2000_hop_in","1","3","1202520003","0","travel_topdrama_r_2000_hop_loop","0.2"
"","","20252","vo_travel_talk","vo_travel_talk_20025_00","","21","1202520004","0","0",""
"0","0","20252","100511","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","1","11","1202520005","10","1","0"
"","","20252","0","","","91","1202520006","","",""
"","","20252","100511","travel_topdrama_r_2000_hop_idle","","3","1202520007","1","","0.2"
"","","20252","103711","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1","3","1202520008","0","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0.2"
"","","20252","vo_travel_talk","vo_travel_talk_20025_01","","21","1202520009","0","0",""
"0","0","20252","103711","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","1","11","1202520010","10","1","0"
"","","20252","0","","","91","1202520011","","",""
"0","","20252","103711","travel_topdrama_r_2000_tomo_henshin_in","1","3","1202520012","0","travel_topdrama_r_2000_tomo_henshin_loop","0.1"
"0.2","","20252","100511","travel_topdrama_r_2000_matsuri_eieio_in","1","3","1202520013","0","travel_topdrama_r_2000_matsuri_eieio_loop","0.2"
"","","20252","vo_travel_talk","vo_travel_talk_20025_02","","21","1202520014","0","0",""
"0","0","20252","100511","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","1","11","1202520015","10","1","0"
"","","20252","0","","","91","1202520016","","",""
"","","20252","","","","112","1202520017","","",""
"","","20252","0","","","91","1202520018","","",""
"1","travel_topdrama_r_2000_idle_wish_joy","20261","1","105911","-68","1","1202610001","101","0","0.8"
"0","mana","20261","0","0","-75","5","1202610002","110","0","1"
"","","20261","0","","","91","1202610003","","",""
"","","20261","10","0","","93","1202610004","","",""
"","","20261","1202610004","","","101","1202610005","","",""
"","","20261","0","none","","3","1202610006","0","","0"
"","","20261","0","","","91","1202610007","","",""
"","","20262","105911","103","","13","1202620001","","",""
"0","","20262","105911","travel_topdrama_r_2000_wishToSurprise","1","3","1202620002","0","travel_topdrama_r_2000_talk_surprise_loop","0.1"
"","","20262","vo_travel_talk","vo_travel_talk_20026_00","","21","1202620003","0","0",""
"0","0","20262","105911","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","1","11","1202620004","10","1","0"
"","","20262","0","","","91","1202620005","","",""
"","","20262","105911","travel_topdrama_r_2000_talk_wish_loop","","3","1202620006","1","","0.2"
"","","20262","vo_travel_talk","vo_travel_talk_20026_01","","21","1202620007","0","0",""
"0","0","20262","105911","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","1","11","1202620008","10","1","0"
"","","20262","0","","","91","1202620009","","",""
"","","20262","","","","112","1202620010","","",""
"","","20262","0","","","91","1202620011","","",""
"1","travel_topdrama_r_2000_ames_idle_normal","20271","1","123011","-68","1","1202710001","101","0","0.8"
"0","mana","20271","0","0","-75","5","1202710002","110","0","1"
"","","20271","0","","","91","1202710003","","",""
"","","20271","10","0","","93","1202710004","","",""
"","","20271","1202710004","","","101","1202710005","","",""
"","","20271","0","none","","3","1202710006","0","","0"
"","","20271","0","","","91","1202710007","","",""
"","","20272","123011","103","","13","1202720001","","",""
"0","","20272","123011","travel_topdrama_r_2000_ames_talk_wish_in","1","3","1202720002","0","travel_topdrama_r_2000_ames_talk_wish_loop","0.2"
"","","20272","vo_travel_talk","vo_travel_talk_20027_00","","21","1202720003","0","0",""
"0","0","20272","123011","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","1","11","1202720004","10","1","0"
"","","20272","0","","","91","1202720005","","",""
"","","20272","123011","travel_topdrama_r_2000_ames_talk_yareyare","","3","1202720006","1","","0.2"
"","","20272","vo_travel_talk","vo_travel_talk_20027_01","","21","1202720007","0","0",""
"0","0","20272","123011","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","1","11","1202720008","10","1","0"
"","","20272","0","","","91","1202720009","","",""
"","","20272","123011","travel_topdrama_r_2000_ames_idle_yareyare","","3","1202720010","1","","0.2"
"","","20272","","","","112","1202720011","","",""
"","","20272","0","","","91","1202720012","","",""
"1","travel_topdrama_r_2000_idle_cool","20281","1","106811","-68","1","1202810001","101","42","0.8"
"0","travel_topdrama_r_2000_kaiser_idle_arm_crossed","20281","1","106911","-68","1","1202810002","102","-42","0.8"
"0","mana","20281","0","0","-75","5","1202810003","110","0","1"
"","","20281","0","","","91","1202810004","","",""
"","","20281","10","0","","93","1202810005","","",""
"","","20281","1202810005","","","101","1202810006","","",""
"","","20281","0","none","","3","1202810007","0","","0"
"","","20281","0","","","91","1202810008","","",""
"","","20282","106811","103","","13","1202820001","","",""
"","","20282","106911","104","","13","1202820002","","",""
"0","","20282","106811","travel_topdrama_r_2000_talk_cool_in","1","3","1202820003","0","travel_topdrama_r_2000_talk_cool_loop","0.2"
"","","20282","vo_travel_talk","vo_travel_talk_20028_00","","21","1202820004","0","0",""
"0","0","20282","106811","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","1","11","1202820005","10","1","0"
"","","20282","0","","","91","1202820006","","",""
"","","20282","106811","travel_topdrama_r_2000_idle_cool","","3","1202820007","1","","0.2"
"0","","20282","106911","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","1","3","1202820008","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","0.2"
"","","20282","vo_travel_talk","vo_travel_talk_20028_01","","21","1202820009","0","0",""
"0","0","20282","106911","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","1","11","1202820010","10","1","0"
"","","20282","0","","","91","1202820011","","",""
"","","20282","106911","travel_topdrama_r_2000_kaiser_idle_arm_crossed","","3","1202820012","1","","0.2"
"","","20282","106811","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1","3","1202820013","0","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0.2"
"","","20282","vo_travel_talk","vo_travel_talk_20028_02","","21","1202820014","0","0",""
"0","0","20282","106811","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","1","11","1202820015","10","1","0"
"","","20282","0","","","91","1202820016","","",""
"","","20282","106811","travel_topdrama_r_2000_idle_arm_crossed","","3","1202820017","1","","0.2"
"","","20282","","","","112","1202820018","","",""
"","","20282","0","","","91","1202820019","","",""
"0","travel_topdrama_r_3001_idle_B","30011","1","1000001","-75.6","1","1300110001","51","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_B","30011","1","12","-75.6","5","1300110002","50","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_A","30011","1","1000002","-56.1","1","1300110003","49","31.4","0.8"
"0","travel_topdrama_r_3001_idle_A","30011","1","11","-56.1","5","1300110004","48","31.4","0.8"
"0","travel_topdrama_r_3001_idle_A","30011","2","13","-56.1","5","1300110005","49","31.4","0.8"
"","normal","30011","0","0","-88","5","1300110006","110","0","1"
"","","30011","300101","300101","0.5","31","1300110007","-30.3","-43.7","1"
"","","30011","300103","300103","1","31","1300110008","260","-110","1"
"","","30011","300111","300111","1","31","1300110009","215","-127","1"
"","","30011","0","0","","91","1300110010","","",""
"0","","30011","1000001","travel_topdrama_r_3001_idle_B","","3","1300110011","0","","0"
"0","","30011","12","travel_topdrama_r_3001_idle_B","","3","1300110012","0","","0"
"0","","30011","1000002","travel_topdrama_r_3001_idle_A","","3","1300110013","0","","0"
"0","","30011","11","travel_topdrama_r_3001_idle_A","","3","1300110014","0","","0"
"","","30011","1.7","0","","93","1300110015","","",""
"","","30011","1300110011","0","","101","1300110016","","",""
"","","30011","0","none","","3","1300110017","0","","0"
"","","30011","0","0","","91","1300110018","","",""
"","","30012","300106","300106","1","31","1300120001","260","-110","0"
"","","30012","300108","300108","1","31","1300120002","260","-110","0"
"","","30012","300100","300100","0.4","31","1300120003","17.3","92.6","0"
"","","30012","300104","300104","0.4","31","1300120004","0","92.6","0"
"","","30012","0","","","91","1300120005","","",""
"","","30012","1000002","travel_topdrama_r_3001_idle_A","","3","1300120006","1","","0.5"
"","","30012","11","travel_topdrama_r_3001_idle_A","","3","1300120007","1","","0.5"
"","","30012","1000001","travel_topdrama_r_3001_idle_B","","3","1300120008","1","","0.5"
"","","30012","12","travel_topdrama_r_3001_idle_B","","3","1300120009","1","","0.5"
"","","30012","0.2","0","","93","1300120010","","",""
"","","30012","300100","1","","32","1300120011","","",""
"","","30012","2","0","","93","1300120012","","",""
"","","30012","300103","0","","32","1300120013","","",""
"","","30012","300108","1","","32","1300120014","","",""
"","","30012","300106","1","","32","1300120015","","",""
"","","30012","se_travel_top","se_travel_top_fishing_hit","","23","1300120016","0","",""
"","","30012","1000002","travel_topdrama_r_3001_1_01_A","","3","1300120017","0","","0"
"","","30012","11","travel_topdrama_r_3001_1_01_A","","3","1300120018","0","","0"
"","","30012","1000001","travel_topdrama_r_3001_1_01_B","","3","1300120019","0","","0.5"
"","","30012","12","travel_topdrama_r_3001_1_01_B","","3","1300120020","0","","0.5"
"","","30012","0","","","91","1300120021","","",""
"","","30012","300108","0","","32","1300120022","","",""
"","","30012","1000002","travel_topdrama_r_3001_1_02_A","","3","1300120023","0","","0"
"","","30012","11","travel_topdrama_r_3001_1_02_A","","3","1300120024","0","","0"
"","","30012","1000001","travel_topdrama_r_3001_1_02_B","","3","1300120025","0","","0.2"
"","","30012","12","travel_topdrama_r_3001_1_02_B","","3","1300120026","0","","0.2"
"","","30012","1","0","","93","1300120027","","",""
"","","30012","300100","0","","32","1300120028","","",""
"","","30012","0","","","91","1300120029","","",""
"","","30012","300107","300107","1","31","1300120030","260","-110","1"
"","","30012","se_travel_top","se_travel_top_fishing_appear_box","","23","1300120031","0","",""
"","","30012","1000002","travel_topdrama_r_3001_1_03_A","","3","1300120032","0","",""
"","","30012","11","travel_topdrama_r_3001_1_03_A","","3","1300120033","0","",""
"","","30012","13","travel_topdrama_r_3001_1_03_A","","3","1300120034","0","",""
"","","30012","1000001","travel_topdrama_r_3001_1_03_B","","3","1300120035","0","",""
"","","30012","12","travel_topdrama_r_3001_1_03_B","1","3","1300120036","0","travel_topdrama_r_3001_1_03_B_loop","0.2"
"","","30012","0.8","0","","93","1300120037","","",""
"","","30012","300106","0","","32","1300120038","","",""
"","","30012","","","","111","1300120039","","",""
"","","30012","0","","","91","1300120040","","",""
"0","travel_topdrama_r_3001_idle_B","30021","1","1000001","-75.6","1","1300210001","51","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_B","30021","1","12","-75.6","5","1300210002","50","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_A","30021","1","1000002","-56.1","1","1300210003","49","31.4","0.8"
"0","travel_topdrama_r_3001_idle_A","30021","1","11","-56.1","5","1300210004","48","31.4","0.8"
"0","travel_topdrama_r_3001_idle_A","30021","2","13","-56.1","5","1300210005","49","31.4","0.8"
"","normal","30021","0","0","-88","5","1300210006","110","0","1"
"","","30021","300201","300201","0.5","31","1300210007","-30.3","-43.7","1"
"","","30021","300203","300203","1","31","1300210008","260","-110","1"
"","","30021","300211","300211","1","31","1300210009","215","-127","1"
"","","30021","0","0","","91","1300210010","","",""
"0","","30021","1000001","travel_topdrama_r_3001_idle_B","","3","1300210011","0","","0"
"0","","30021","12","travel_topdrama_r_3001_idle_B","","3","1300210012","0","","0"
"0","","30021","1000002","travel_topdrama_r_3001_idle_A","","3","1300210013","0","","0"
"0","","30021","11","travel_topdrama_r_3001_idle_A","","3","1300210014","0","","0"
"","","30021","1.7","0","","93","1300210015","","",""
"","","30021","1300210011","0","","101","1300210016","","",""
"","","30021","0","none","","3","1300210017","0","","0"
"","","30021","0","0","","91","1300210018","","",""
"","","30022","300206","300206","1","31","1300220001","260","-110","0"
"","","30022","300208","300208","1","31","1300220002","260","-110","0"
"","","30022","300200","300200","0.4","31","1300220003","17.3","92.6","0"
"","","30022","300204","300204","0.4","31","1300220004","0","92.6","0"
"","","30022","0","","","91","1300220005","","",""
"","","30022","1000002","travel_topdrama_r_3001_idle_A","","3","1300220006","1","","0.5"
"","","30022","11","travel_topdrama_r_3001_idle_A","","3","1300220007","1","","0.5"
"","","30022","1000001","travel_topdrama_r_3001_idle_B","","3","1300220008","1","","0.5"
"","","30022","12","travel_topdrama_r_3001_idle_B","","3","1300220009","1","","0.5"
"","","30022","0.2","0","","93","1300220010","","",""
"","","30022","300200","1","","32","1300220011","","",""
"","","30022","2","0","","93","1300220012","","",""
"","","30022","300203","0","","32","1300220013","","",""
"","","30022","300208","1","","32","1300220014","","",""
"","","30022","300206","1","","32","1300220015","","",""
"","","30022","se_travel_top","se_travel_top_fishing_hit","","23","1300220016","0","",""
"","","30022","1000002","travel_topdrama_r_3001_1_01_A","","3","1300220017","0","","0"
"","","30022","11","travel_topdrama_r_3001_1_01_A","","3","1300220018","0","","0"
"","","30022","1000001","travel_topdrama_r_3001_1_01_B","","3","1300220019","0","","0.5"
"","","30022","12","travel_topdrama_r_3001_1_01_B","","3","1300220020","0","","0.5"
"","","30022","0","","","91","1300220021","","",""
"","","30022","300208","0","","32","1300220022","","",""
"","","30022","1000002","travel_topdrama_r_3001_1_02_A","","3","1300220023","0","","0"
"","","30022","11","travel_topdrama_r_3001_1_02_A","","3","1300220024","0","","0"
"","","30022","1000001","travel_topdrama_r_3001_1_02_B","","3","1300220025","0","","0.2"
"","","30022","12","travel_topdrama_r_3001_1_02_B","","3","1300220026","0","","0.2"
"","","30022","1","0","","93","1300220027","","",""
"","","30022","300200","0","","32","1300220028","","",""
"","","30022","0","","","91","1300220029","","",""
"","","30022","300207","300107","1","31","1300220030","260","-110","1"
"","","30022","se_travel_top","se_travel_top_fishing_appear_silverbox","","23","1300220031","0","",""
"","","30022","1000002","travel_topdrama_r_3001_1_03_A","","3","1300220032","0","",""
"","","30022","11","travel_topdrama_r_3002_03_A","","3","1300220033","0","",""
