5a3bc1cc0bdf2e44d817983edcb148046958841f2e3a56058c3ff9071c6de0e0,ea26eb75af3069ddea6179dc6606aa931fe25c62d6428965cbd01c9f71cea869,d461400451561f0d50f938872802b02ceb4ad7c512ee60959e2c687d644f1f40,16f416a6cc02b9516cc8a491de38e79bd5614b3989abd7c7567763e2521b756a,63af8bc79cb7b532d9ec259dd40a71f6bad3d3ef84afa9b195d6d4b9fbcc53f7,cc4eb018868e99adc4aaee4e01e50902f59462ee03118e1f18d2fb45b8e383ba,363ccb079b9295134477e167938840ca51d83497b85d74aaf7f72d56cc38b183,f6d6ab190e4ac46791fcb69e435b70bcde134f6de0ce46fd5609c8e7ee43816d,dbf3282ba9dd8f9aea05b9fde16cc406a3f832015a2501b9fc188225813c3fc6,e7a64ecd31143d7900e84d434a00b5d220793bd2ba29bf7432cf7cc3ae0af7f5,3ca3bb99bf056dbe6fcc8d6b80a4ff2d8cb1b2f31232f936d57019c45310c29a
"travel_exdrama_r_104_fishingIdle","1","1","1083","0","travel_exdrama_r_104_fishingBig","","0","3","0","1010830004"
"","","10403","1083","","1","","","32","","1010830005"
"","","10001","1083","","1","","","32","","1010830006"
"","","3","1083","","0","","","93","","1010830007"
"","","10403","1083","","0","","","32","","1010830008"
"","","10001","1083","","0","","","32","","1010830009"
"","","1000002","1084","","1","","","4","","1010840001"
"","0","1000001","1084","0","travel_exdrama_r_104_fishing_finish","","0","3","0","1010840002"
"","0","1000002","1084","0","travel_exdrama_r_finish_A_front","","0","3","0","1010840003"
"","0","1","1084","0","travel_exdrama_r_104_fishing_finish","","0","3","0.2","1010840004"
