48c3514230976dd077718789216d7b350c229ef43b89b71faa138f9fdad53e41,0934fa2cfcafae6972984c22fdf8e50f619bbb1052e179c2cde04a97b655d45c,2fb9ab43294971b6648334ce72d0c71726f5edbb552dd7ced642bd7043fc99fd,d7d95ddb8a632a038cb824a9bc997a4f54e7cc9eb48c1a08f77c09e7d041c034,6d76bc817d97a9d964c417e93f9736102f2e1e49a1b76e9755c08da5133099fe,a15856857ba4d3d394e7038e2f55898e7e94752b4355125a113fd74750b36b50,e7f1d8ed0149ba5b2b2b18950c0dfc27229b4b7279a48d438e0b83f67ea434d4,c7c684164b5c8e781353bdaac5f6fdd3e6d212bad3df326d8463c4d3d66b95c4,8a6cf5fe66eb3aa02ed0fefe4a05156287ddeb4c7758fd90b817ca3ba3e69d33,da98ee66bee6136119f29814a475311a3865c4e699b7044bf5231688774eed36,4f47374bba7d053451d8dc91242fc82a7dc2bef14d2df3076d2e82c99ead808b,3be5c1dead5f1580ec2d88288eb2d26e7bcbde8589391940adbe205f87f3892d
"0","15840000000000","3007","54000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300709","300709"
"0","13320000000000","3007","54000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300710","300710"
"0","11160000000000","3007","54000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300711","300711"
"0","9720000000000","3007","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300712","300712"
"0","7560000000000","3007","54000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300713","300713"
"0","5040000000000","3007","54000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","3","-1","毎秒ＴＰアップ90秒","300714","300714"
"0","3960000000000","3007","54000","1","バトル開始から15秒間、敵がスタン状態になる","1","3","-1","スタン15秒","300715","300715"
"0","2880000000000","3007","54000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300716","300716"
"0","1440000000000","3007","54000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300717","300717"
"0","360000000000","3007","54000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300718","300718"
