7c196822db825974259a2e82d55e3684b93491241c49088ef8e0116da5e194cd,9a4d3191a003c3f64d9c6b2c8e04b8f2dc0c8d4f74408bb32f275f99c072a37e,ce94db46575ea40e168fa0b7984b66d5fe8993671839ec1819ac667856d953cd,f38049a0cc57d2fe12d8ffe995963f893c115bb4b047fd8bc87867564993fa9c,e737d5d82ff6985ecd7ff6c94d5d730ed0af45937650110d04eef42ce9f6a301,d58403e042ebb878b6f87387fbace8b9cf1ea21366634a6a6942b54a15ab56b0,60d5f8e9fcf8b46ec79b654ad40decd6f9c8231a2f34060bf49608f60bc7a246,06f8f93e3c67c666ef20eff743aebd90a0a99bbb43e77d0e9a68f9f3015b7dd4,386e9194c7986c781ba1ba2438e6fc3910bfd639e032f30e152dfde630205f3d
"10","2","320120206","3","502012203","1","67","521","0"
"43.5","3","320120206","1","0","0.65","11","522","0"
"-98","1","320120207","2","502012206","0.7","50","523","0"
"0","2","320120207","3","502012208","1","72","524","0"
"49","3","320120207","1","0","0.65","13","525","0"
"10","1","320120208","1","0","1.2","30","526","0"
"40","1","320120209","1","0","0.9","40","527","0"
"-20","1","320120210","1","0","1.1","-35","528","0"
"-74","1","320120306","2","502012301","0.7","40","529","0"
"10","2","320120306","3","502012303","1","67","530","0"
"43.5","3","320120306","1","0","0.65","11","531","0"
"-98","1","320120307","2","502012306","0.7","50","532","0"
"0","2","320120307","3","502012308","1","72","533","0"
"49","3","320120307","1","0","0.65","13","534","0"
"10","1","320120308","1","0","1.2","30","535","0"
"40","1","320120309","1","0","0.9","40","536","0"
"-20","1","320120310","1","0","1.1","-35","537","0"
"-74","1","320120406","2","502012401","0.7","40","538","0"
"10","2","320120406","3","502012403","1","67","539","0"
"43.5","3","320120406","1","0","0.65","11","540","0"
"-98","1","320120407","2","502012406","0.7","50","541","0"
"0","2","320120407","3","502012408","1","72","542","0"
"49","3","320120407","1","0","0.65","13","543","0"
"10","1","320120408","1","0","1.2","30","544","0"
"40","1","320120409","1","0","0.9","40","545","0"
"-20","1","320120410","1","0","1.1","-35","546","0"
"-74","1","320120506","2","502012501","0.7","40","547","0"
"10","2","320120506","3","502012503","1","67","548","0"
"43.5","3","320120506","1","0","0.65","11","549","0"
"-98","1","320120507","2","502012506","0.7","50","550","0"
"0","2","320120507","3","502012508","1","72","551","0"
"49","3","320120507","1","0","0.65","13","552","0"
"10","1","320120508","1","0","1.2","30","553","0"
"40","1","320120509","1","0","0.9","40","554","0"
"-20","1","320120510","1","0","1.1","-35","555","0"
"-74","1","320130106","2","502013101","0.7","40","556","0"
"10","2","320130106","3","502013103","0.8","67","557","0"
"43.5","3","320130106","1","0","0.65","11","558","0"
"-98","1","320130107","2","502013106","0.7","50","559","0"
"50","2","320130107","3","502013108","0.9","72","560","0"
"49","3","320130107","1","0","0.65","13","561","0"
"10","1","320130108","1","0","1.2","30","562","0"
"40","1","320130109","1","0","0.8","40","563","0"
"-20","1","320130110","1","0","1.1","-35","564","0"
"-74","1","320130206","2","502013201","0.7","40","565","0"
"10","2","320130206","3","502013203","0.8","67","566","0"
"43.5","3","320130206","1","0","0.65","11","567","0"
"-98","1","320130207","2","502013206","0.7","50","568","0"
"50","2","320130207","3","502013208","0.9","72","569","0"
"49","3","320130207","1","0","0.65","13","570","0"
"10","1","320130208","1","0","1.2","30","571","0"
"40","1","320130209","1","0","0.8","40","572","0"
"-20","1","320130210","1","0","1.1","-35","573","0"
"-74","1","320130306","2","502013301","0.7","40","574","0"
"10","2","320130306","3","502013303","0.8","67","575","0"
"43.5","3","320130306","1","0","0.65","11","576","0"
"-98","1","320130307","2","502013306","0.7","50","577","0"
"50","2","320130307","3","502013308","0.9","72","578","0"
"49","3","320130307","1","0","0.65","13","579","0"
"10","1","320130308","1","0","1.2","30","580","0"
"40","1","320130309","1","0","0.8","40","581","0"
"-20","1","320130310","1","0","1.1","-35","582","0"
"-74","1","320130406","2","502013401","0.7","40","583","0"
"10","2","320130406","3","502013403","0.8","67","584","0"
"43.5","3","320130406","1","0","0.65","11","585","0"
"-98","1","320130407","2","502013406","0.7","50","586","0"
"50","2","320130407","3","502013408","0.9","72","587","0"
"49","3","320130407","1","0","0.65","13","588","0"
"10","1","320130408","1","0","1.2","30","589","0"
"40","1","320130409","1","0","0.8","40","590","0"
"-20","1","320130410","1","0","1.1","-35","591","0"
"-74","1","320130506","2","502013501","0.7","40","592","0"
"10","2","320130506","3","502013503","0.8","67","593","0"
"43.5","3","320130506","1","0","0.65","11","594","0"
"-98","1","320130507","2","502013506","0.7","50","595","0"
"50","2","320130507","3","502013508","0.9","72","596","0"
"49","3","320130507","1","0","0.65","13","597","0"
"10","1","320130508","1","0","1.2","30","598","0"
"40","1","320130509","1","0","0.8","40","599","0"
"-20","1","320130510","1","0","1.1","-35","600","0"
"-74","1","320140106","2","502014101","0.7","40","601","0"
"13","2","320140106","3","502014103","1","67","602","0"
"43.5","3","320140106","1","0","0.65","11","603","0"
"-68","1","320140107","2","502014106","0.7","50","604","0"
"30","2","320140107","3","502014108","0.95","62","605","0"
"29","3","320140107","1","0","0.65","13","606","0"
"5","1","320140108","1","0","1","10","607","0"
"0","1","320140109","1","0","0.8","20","608","0"
"-20","1","320140110","1","0","1.1","-35","609","0"
"-74","1","320140206","2","502014201","0.7","40","610","0"
"13","2","320140206","3","502014203","1","67","611","0"
"43.5","3","320140206","1","0","0.65","11","612","0"
"-68","1","320140207","2","502014206","0.7","50","613","0"
"30","2","320140207","3","502014208","0.95","62","614","0"
"29","3","320140207","1","0","0.65","13","615","0"
"5","1","320140208","1","0","1","10","616","0"
"0","1","320140209","1","0","0.8","20","617","0"
"-20","1","320140210","1","0","1.1","-35","618","0"
"-74","1","320140306","2","502014301","0.7","40","619","0"
"13","2","320140306","3","502014303","1","67","620","0"
"43.5","3","320140306","1","0","0.65","11","621","0"
"-68","1","320140307","2","502014306","0.7","50","622","0"
"30","2","320140307","3","502014308","0.95","62","623","0"
"29","3","320140307","1","0","0.65","13","624","0"
"5","1","320140308","1","0","1","10","625","0"
"0","1","320140309","1","0","0.8","20","626","0"
"-20","1","320140310","1","0","1.1","-35","627","0"
"-74","1","320140406","2","502014401","0.7","40","628","0"
"13","2","320140406","3","502014403","1","67","629","0"
"43.5","3","320140406","1","0","0.65","11","630","0"
"-68","1","320140407","2","502014406","0.7","50","631","0"
"30","2","320140407","3","502014408","0.95","62","632","0"
"29","3","320140407","1","0","0.65","13","633","0"
"5","1","320140408","1","0","1","10","634","0"
"0","1","320140409","1","0","0.8","20","635","0"
"-20","1","320140410","1","0","1.1","-35","636","0"
"-74","1","320140506","2","502014501","0.7","40","637","0"
"13","2","320140506","3","502014503","1","67","638","0"
"43.5","3","320140506","1","0","0.65","11","639","0"
"-68","1","320140507","2","502014506","0.7","50","640","0"
"30","2","320140507","3","502014508","0.95","62","641","0"
"29","3","320140507","1","0","0.65","13","642","0"
"5","1","320140508","1","0","1","10","643","0"
"0","1","320140509","1","0","0.8","20","644","0"
"-20","1","320140510","1","0","1.1","-35","645","0"
