486940ba0ebc40c4e722e9d47636640e31e2fa5bc20141c61351c18d8d63943a,c08aa7b592ebe0b87b25514296355a1c889219eb0b168f397032a36ee42676bc,70f6b6756b4dc18f1c19821612e3c10b4ea20603ef1e14ac50ba75819895756c,7588f63ab31b120861619968827464cc9c4b5b26402ebb8353c77821d7567d07,dedf16c412c744c81cbcf66e04e069b2dfa86fcb5e7039955c89ccc04e55875f,41c287a74c2c58e1d188368870511d16ab6ef6f1ded5517ae92dd8878a3522ac,9e47942359d2935a2bc36eb130f770230fbd8196c9bfb2e43c1351be2cdb3773,3ad9ab430fa62f974ab6284c05a892c2154bd363a8a07e6b887c6772aae2b7ad,5cf56744cb4ce69ddbfce7fa32e8d24a76d1badd1b31f4bbf7993b5a397f3048,22d3e7f288d3a2ced75051138c9d29f6bc31d4a9cd4b9dd69334d0c88d2a3e54,3da015660715a731b50b1f51abcbc0653663d5349234d67aae73c2dcc4cbe386,7932630738b5c06125953df5b1f325a7b12c7eb58b7c0aec24c4cf179b264979,c63b8fefec5ed87e0deb2984ba8dcb7471a48f00e0c1fed642e5d6f1344a2bcd,9d7d02bae342cd104b1680f6e196708b4c3336a87a0cebe4aff4d80c65c2b9e9,bcd56720ede1418087f289ba51d594342222209f12bac0e4217fb1fcf298a8a2,0cd05c658f4ae592fe60c2945a2bd0e6527bad0b2a2b451a5ece96b568df5732
"1022112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1022116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1023101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1023106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1023111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1023115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1023116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1024101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1024106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1024111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1024115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1024116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1025101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1025106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1025111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1025115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1025116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1026101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1026106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1026111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1026115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1026116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1027101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1027106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1027111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1027115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1027116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1028101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1028106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1028111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1028115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1028116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1029101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1029106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1029111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1029115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1029116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1030101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1030106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1030111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1030115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1030116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1031101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1031106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1031111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1031115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1031116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1047101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1047106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1047111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1047115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1047116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1048101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1048106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1048111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1048115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1048116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1049101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049105","100","150","0","2","2","2","90006","0","31145","0","0","0","8","0","91002"
"1049106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049110","100","80","0","2","2","1","90006","0","31145","0","0","0","8","0","91002"
"1049111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1049115","100","80","0","2","2","1","90006","0","31145","0","0","0","8","0","91002"
"1049116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1050101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1050106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1050111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1050115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1050116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1051101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1051106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1051111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1051115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1051116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1052101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1052106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1052111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1052115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1052116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1053101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1053106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1053111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1053115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1053116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1054101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1054106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1054111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1054115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1054116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1055101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055105","100","150","0","2","2","2","90006","0","31145","0","0","0","8","0","91002"
"1055106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055110","100","80","0","2","2","1","90006","0","31145","0","0","0","8","0","91002"
"1055111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1055115","100","80","0","2","2","1","90006","0","31145","0","0","0","8","0","91002"
"1055116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1056101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1056106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1056111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1056115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1056116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1057101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1057106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1057111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1057115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1057116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1058101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1058106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1058111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1058115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1058116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1059101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1059102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1059103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1059104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1059105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1059106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1059107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
