7361862ca9b9ff574769b773b967f4c09756f8f6fa543da7d5480b406b219047,a02f69d937fecc1f7a5af1140f0748b9dbf4a5eb151b3142a94ca961b21d2bef,a36693f8a5921e29bf3bb754186e879f026af105ffe849b353a5ad971f47cdf6,4457fb4c218ca39fb60f8ebee7fd95f5bcb36d54fa4076d066fe3c364e0eb5be,dc1e198c715541705d5aa75206ea2142174bf4da33af3853b853167b5b0cab0d,ed07c5340257e455703628a21f2232171a73fd36030e0de7a7986fc63eafb1a3
"10201493","1","56011493","15","1003","848"
"91002","50","56011493","8","0","849"
"10201494","1","56011494","15","1003","850"
"91002","100","56011494","8","0","851"
"10201495","1","56011495","15","1001","852"
"10201496","1","56011496","15","1002","853"
"10201497","1","56011497","15","1003","854"
"91002","50","56011497","8","0","855"
"10201498","1","56011498","15","1001","856"
"10201499","1","56011499","15","1002","857"
"10201500","1","56011500","15","1003","858"
"91002","50","56011500","8","0","859"
"10201501","1","56011501","15","1001","860"
"10201502","1","56011502","15","1002","861"
"10201503","1","56011503","15","1003","862"
"91002","50","56011503","8","0","863"
"10201504","1","56011504","15","1003","864"
"91002","100","56011504","8","0","865"
"10201505","1","56011505","15","1001","867"
"10201506","1","56011506","15","1002","868"
"10201507","1","56011507","15","1003","869"
"91002","50","56011507","8","0","870"
"10201508","1","56011508","15","1001","871"
"10201509","1","56011509","15","1002","872"
"10201510","1","56011510","15","1003","873"
"91002","50","56011510","8","0","874"
"10201511","1","56011511","15","1001","875"
"10201512","1","56011512","15","1002","876"
"10201513","1","56011513","15","1003","877"
"91002","50","56011513","8","0","878"
"10201514","1","56011514","15","1003","879"
"91002","100","56011514","8","0","880"
"10201515","1","56011515","15","1001","881"
"10201516","1","56011516","15","1002","882"
"10201517","1","56011517","15","1003","883"
"91002","50","56011517","8","0","884"
"10201518","1","56011518","15","1001","885"
"10201519","1","56011519","15","1002","886"
"10201520","1","56011520","15","1003","887"
"91002","50","56011520","8","0","888"
"10201521","1","56011521","15","1001","889"
"10201522","1","56011522","15","1002","890"
"10201523","1","56011523","15","1003","891"
"91002","50","56011523","8","0","892"
"10201524","1","56011524","15","1003","893"
"91002","100","56011524","8","0","894"
"10201525","1","56011525","15","1001","895"
"10201526","1","56011526","15","1002","896"
"10201527","1","56011527","15","1003","897"
"91002","50","56011527","8","0","898"
"10201528","1","56011528","15","1001","899"
"10201529","1","56011529","15","1002","900"
"10201530","1","56011530","15","1003","901"
"91002","50","56011530","8","0","902"
"10201531","1","56011531","15","1001","903"
"10201532","1","56011532","15","1002","904"
"10201533","1","56011533","15","1003","905"
"91002","50","56011533","8","0","906"
"10201534","1","56011534","15","1001","907"
"10201535","1","56011535","15","1002","908"
"10201536","1","56011536","15","1003","909"
"91002","50","56011536","8","0","910"
"10201537","1","56011537","15","1003","911"
"91002","100","56011537","8","0","912"
"10201538","1","56011538","15","1001","913"
"10201539","1","56011539","15","1002","914"
"10201540","1","56011540","15","1003","915"
"91002","50","56011540","8","0","916"
"10201541","1","56011541","15","1001","917"
"10201542","1","56011542","15","1002","918"
"10201543","1","56011543","15","1003","919"
"91002","50","56011543","8","0","920"
"10201544","1","56011544","15","1001","921"
"10201545","1","56011545","15","1002","922"
"10201546","1","56011546","15","1003","923"
"91002","50","56011546","8","0","924"
"10201547","1","56011547","15","1001","925"
"10201548","1","56011548","15","1002","926"
"10201549","1","56011549","15","1003","927"
"91002","50","56011549","8","0","928"
"10201550","1","56011550","15","1003","929"
"91002","100","56011550","8","0","930"
"10201551","1","56011551","15","1003","931"
"91002","100","56011551","8","0","932"
"10201552","1","56011552","15","1001","933"
"10201553","1","56011553","15","1002","934"
"10201554","1","56011554","15","1003","935"
"91002","50","56011554","8","0","936"
"10201555","1","56011555","15","1001","937"
"10201556","1","56011556","15","1002","938"
"10201557","1","56011557","15","1003","939"
"91002","50","56011557","8","0","940"
"10201558","1","56011558","15","1001","941"
"10201559","1","56011559","15","1002","942"
"10201560","1","56011560","15","1003","943"
"91002","50","56011560","8","0","944"
"11302001","1","51402001","15","1001","945"
"91002","50","51402001","8","0","946"
"11302002","1","51402002","15","1002","947"
"91002","50","51402002","8","0","948"
"11302003","1","51402003","15","1003","949"
"91002","50","51402003","8","0","950"
"10201561","1","56011561","15","1003","951"
"91002","100","56011561","8","0","952"
"10201562","1","56011562","15","1001","953"
"10201563","1","56011563","15","1002","954"
"10201564","1","56011564","15","1003","955"
"91002","50","56011564","8","0","956"
"10201565","1","56011565","15","1001","957"
"10201566","1","56011566","15","1002","958"
"10201567","1","56011567","15","1003","959"
"91002","50","56011567","8","0","960"
"10201568","1","56011568","15","1001","961"
"10201569","1","56011569","15","1002","962"
"10201570","1","56011570","15","1003","963"
"91002","50","56011570","8","0","964"
"10201571","1","56011571","15","1001","965"
"10201572","1","56011572","15","1002","966"
"10201573","1","56011573","15","1003","967"
"91002","50","56011573","8","0","968"
"10201574","1","56011574","15","1003","969"
"91002","100","56011574","8","0","970"
"10201575","1","56011575","15","1001","971"
"10201576","1","56011576","15","1002","972"
"10201577","1","56011577","15","1003","973"
"91002","50","56011577","8","0","974"
"10201578","1","56011578","15","1001","975"
"10201579","1","56011579","15","1002","976"
"10201580","1","56011580","15","1003","977"
"91002","50","56011580","8","0","978"
"10201581","1","56011581","15","1001","979"
"10201582","1","56011582","15","1002","980"
"10201583","1","56011583","15","1003","981"
"91002","50","56011583","8","0","982"
"10201584","1","56011584","15","1001","983"
"10201585","1","56011585","15","1002","984"
"10201586","1","56011586","15","1003","985"
"91002","50","56011586","8","0","986"
"10201587","1","56011587","15","1001","987"
"10201588","1","56011588","15","1002","988"
"10201589","1","56011589","15","1003","989"
"91002","50","56011589","8","0","990"
"10201590","1","56011590","15","1001","991"
"10201591","1","56011591","15","1002","992"
"10201592","1","56011592","15","1003","993"
"91002","50","56011592","8","0","994"
"10201593","1","56011593","15","1001","995"
"10201594","1","56011594","15","1002","996"
"10201595","1","56011595","15","1003","997"
"91002","50","56011595","8","0","998"
"10201596","1","56011596","15","1003","999"
"91002","100","56011596","8","0","1000"
"10201597","1","56011597","15","1003","1001"
"91002","100","56011597","8","0","1002"
"10201598","1","56011598","15","1003","1003"
"91002","100","56011598","8","0","1004"
"10201599","1","56011599","15","1001","1005"
"10201600","1","56011600","15","1002","1006"
"10201601","1","56011601","15","1003","1007"
"91002","50","56011601","8","0","1008"
"10201602","1","56011602","15","1001","1009"
"10201603","1","56011603","15","1002","1010"
"10201604","1","56011604","15","1003","1011"
"91002","50","56011604","8","0","1012"
"10201605","1","56011605","15","1003","1013"
"91002","100","56011605","8","0","1014"
"10201606","1","56011606","15","1001","1015"
"10201607","1","56011607","15","1002","1016"
"10201608","1","56011608","15","1003","1017"
"91002","50","56011608","8","0","1018"
"10201609","1","56011609","15","1001","1019"
"10201610","1","56011610","15","1002","1020"
"10201611","1","56011611","15","1003","1021"
"91002","50","56011611","8","0","1022"
"10201612","1","56011612","15","1001","1023"
"10201613","1","56011613","15","1002","1024"
"10201614","1","56011614","15","1003","1025"
"91002","50","56011614","8","0","1026"
"10201615","1","56011615","15","1003","1027"
"91002","100","56011615","8","0","1028"
"10201616","1","56011616","15","1001","1029"
"10201617","1","56011617","15","1002","1030"
"10201618","1","56011618","15","1003","1031"
"91002","50","56011618","8","0","1032"
"10201619","1","56011619","15","1001","1033"
"10201620","1","56011620","15","1002","1034"
"10201621","1","56011621","15","1003","1035"
"91002","50","56011621","8","0","1036"
"10201622","1","56011622","15","1001","1037"
"10201623","1","56011623","15","1002","1038"
"10201624","1","56011624","15","1003","1039"
"91002","50","56011624","8","0","1040"
"10201625","1","56011625","15","1003","1041"
"91002","100","56011625","8","0","1042"
"10201626","1","56011626","15","1001","1043"
"10201627","1","56011627","15","1002","1044"
"10201628","1","56011628","15","1003","1045"
"91002","50","56011628","8","0","1046"
"10201629","1","56011629","15","1001","1047"
"10201630","1","56011630","15","1002","1048"
"10201631","1","56011631","15","1003","1049"
"91002","50","56011631","8","0","1050"
"10201632","1","56011632","15","1001","1051"
"10201633","1","56011633","15","1002","1052"
"10201634","1","56011634","15","1003","1053"
"91002","50","56011634","8","0","1054"
"10201635","1","56011635","15","1003","1055"
"91002","100","56011635","8","0","1056"
"10201636","1","56011636","15","1001","1057"
"10201637","1","56011637","15","1002","1058"
"10201638","1","56011638","15","1003","1059"
"91002","50","56011638","8","0","1060"
"10201639","1","56011639","15","1001","1061"
"10201640","1","56011640","15","1002","1062"
"10201641","1","56011641","15","1003","1063"
"91002","50","56011641","8","0","1064"
"10201642","1","56011642","15","1001","1065"
"10201643","1","56011643","15","1002","1066"
"10201644","1","56011644","15","1003","1067"
"91002","50","56011644","8","0","1068"
"10201645","1","56011645","15","1003","1069"
"91002","100","56011645","8","0","1070"
"10201646","1","56011646","15","1001","1071"
"10201647","1","56011647","15","1002","1072"
"10201648","1","56011648","15","1003","1073"
"91002","50","56011648","8","0","1074"
"10201649","1","56011649","15","1001","1075"
"10201650","1","56011650","15","1002","1076"
"10201651","1","56011651","15","1003","1077"
"91002","50","56011651","8","0","1078"
"10201652","1","56011652","15","1001","1079"
"10201653","1","56011653","15","1002","1080"
"10201654","1","56011654","15","1003","1081"
"91002","50","56011654","8","0","1082"
"10201655","1","56011655","15","1003","1083"
"91002","100","56011655","8","0","1084"
"10201656","1","56011656","15","1003","1085"
"91002","100","56011656","8","0","1086"
"10201657","1","56011657","15","1001","1087"
"10201658","1","56011658","15","1002","1088"
"10201659","1","56011659","15","1003","1089"
"91002","50","56011659","8","0","1090"
"10201660","1","56011660","15","1001","1091"
"10201661","1","56011661","15","1002","1092"
"10201662","1","56011662","15","1003","1093"
"91002","50","56011662","8","0","1094"
"10201663","1","56011663","15","1001","1095"
"10201664","1","56011664","15","1002","1096"
"10201665","1","56011665","15","1003","1097"
"91002","50","56011665","8","0","1098"
"10201666","1","56011666","15","1001","1099"
"10201667","1","56011667","15","1002","1100"
"10201668","1","56011668","15","1003","1101"
"91002","50","56011668","8","0","1102"
"10201669","1","56011669","15","1003","1103"
"91002","100","56011669","8","0","1104"
"10201670","1","56011670","15","1001","1105"
"10201671","1","56011671","15","1002","1106"
"10201672","1","56011672","15","1003","1107"
"91002","50","56011672","8","0","1108"
"10201673","1","56011673","15","1001","1109"
"10201674","1","56011674","15","1002","1110"
"10201675","1","56011675","15","1003","1111"
"91002","50","56011675","8","0","1112"
"10201676","1","56011676","15","1003","1113"
"91002","100","56011676","8","0","1114"
"10201677","1","56011677","15","1001","1115"
"10201678","1","56011678","15","1002","1116"
"10201679","1","56011679","15","1003","1117"
"91002","50","56011679","8","0","1118"
"10201680","1","56011680","15","1001","1119"
"10201681","1","56011681","15","1002","1120"
"10201682","1","56011682","15","1003","1121"
"91002","50","56011682","8","0","1122"
"10201683","1","56011683","15","1001","1123"
"10201684","1","56011684","15","1002","1124"
"10201685","1","56011685","15","1003","1125"
"91002","50","56011685","8","0","1126"
"10201686","1","56011686","15","1001","1127"
"10201687","1","56011687","15","1002","1128"
"10201688","1","56011688","15","1003","1129"
"91002","50","56011688","8","0","1130"
"10201689","1","56011689","15","1003","1131"
"91002","100","56011689","8","0","1132"
"10201690","1","56011690","15","1001","1133"
"10201691","1","56011691","15","1002","1134"
"10201692","1","56011692","15","1003","1135"
"91002","50","56011692","8","0","1136"
"10201693","1","56011693","15","1001","1137"
"10201694","1","56011694","15","1002","1138"
"10201695","1","56011695","15","1003","1139"
"91002","50","56011695","8","0","1140"
"10201696","1","56011696","15","1001","1141"
"10201697","1","56011697","15","1002","1142"
"10201698","1","56011698","15","1003","1143"
"91002","50","56011698","8","0","1144"
"10201699","1","56011699","15","1001","1145"
"10201700","1","56011700","15","1002","1146"
"10201701","1","56011701","15","1003","1147"
"91002","50","56011701","8","0","1148"
"11401001","1","51501001","15","1002","1149"
"91002","50","51501001","8","0","1150"
"11401002","1","51502001","15","1003","1151"
"91002","100","51502001","8","0","1152"
"10201702","1","56011702","15","1003","1153"
"91002","100","56011702","8","0","1154"
"10201703","1","56011703","15","1001","1155"
"10201704","1","56011704","15","1002","1156"
"10201705","1","56011705","15","1003","1157"
"91002","50","56011705","8","0","1158"
"10201706","1","56011706","15","1001","1159"
"10201707","1","56011707","15","1002","1160"
"10201708","1","56011708","15","1003","1161"
"91002","50","56011708","8","0","1162"
"10201709","1","56011709","15","1001","1163"
"10201710","1","56011710","15","1002","1164"
"10201711","1","56011711","15","1003","1165"
"91002","50","56011711","8","0","1166"
"10201712","1","56011712","15","1003","1167"
"91002","100","56011712","8","0","1168"
"10201713","1","56011713","15","1001","1169"
"10201714","1","56011714","15","1002","1170"
"10201715","1","56011715","15","1003","1171"
"91002","50","56011715","8","0","1172"
"10201716","1","56011716","15","1001","1173"
"10201717","1","56011717","15","1002","1174"
"10201718","1","56011718","15","1003","1175"
"91002","50","56011718","8","0","1176"
"10201719","1","56011719","15","1001","1177"
"10201720","1","56011720","15","1002","1178"
"10201721","1","56011721","15","1003","1179"
"91002","50","56011721","8","0","1180"
"10201722","1","56011722","15","1003","1182"
"91002","100","56011722","8","0","1183"
"10201723","1","56011723","15","1001","1184"
"10201724","1","56011724","15","1002","1185"
"10201725","1","56011725","15","1003","1186"
"91002","50","56011725","8","0","1187"
"10201726","1","56011726","15","1001","1188"
"10201727","1","56011727","15","1002","1189"
"10201728","1","56011728","15","1003","1190"
"91002","50","56011728","8","0","1191"
"10201729","1","56011729","15","1001","1192"
"10201730","1","56011730","15","1002","1193"
"10201731","1","56011731","15","1003","1194"
"91002","50","56011731","8","0","1195"
"10201732","1","56011732","15","1003","1196"
"91002","100","56011732","8","0","1197"
"10201733","1","56011733","15","1001","1198"
"10201734","1","56011734","15","1002","1199"
"10201735","1","56011735","15","1003","1200"
"91002","50","56011735","8","0","1201"
"10201736","1","56011736","15","1001","1202"
"10201737","1","56011737","15","1002","1203"
"10201738","1","56011738","15","1003","1204"
"91002","50","56011738","8","0","1205"
"10201739","1","56011739","15","1001","1206"
"10201740","1","56011740","15","1002","1207"
"10201741","1","56011741","15","1003","1208"
"91002","50","56011741","8","0","1209"
"10201742","1","56011742","15","1001","1210"
"10201743","1","56011743","15","1002","1211"
"10201744","1","56011744","15","1003","1212"
"91002","50","56011744","8","0","1213"
"10201745","1","56011745","15","1003","1214"
"91002","100","56011745","8","0","1215"
"10201746","1","56011746","15","1001","1216"
"10201747","1","56011747","15","1002","1217"
"10201748","1","56011748","15","1003","1218"
"91002","50","56011748","8","0","1219"
"10201749","1","56011749","15","1001","1220"
"10201750","1","56011750","15","1002","1221"
"10201751","1","56011751","15","1003","1222"
"91002","50","56011751","8","0","1223"
"10201752","1","56011752","15","1003","1224"
"91002","100","56011752","8","0","1225"
"10201753","1","56011753","15","1001","1226"
"10201754","1","56011754","15","1002","1227"
"10201755","1","56011755","15","1003","1228"
"91002","50","56011755","8","0","1229"
"10201756","1","56011756","15","1001","1230"
"10201757","1","56011757","15","1002","1231"
"10201758","1","56011758","15","1003","1232"
"91002","50","56011758","8","0","1233"
"10201759","1","56011759","15","1001","1234"
"10201760","1","56011760","15","1002","1235"
"10201761","1","56011761","15","1003","1236"
"91002","50","56011761","8","0","1237"
"10201762","1","56011762","15","1001","1238"
"10201763","1","56011763","15","1002","1239"
"10201764","1","56011764","15","1003","1240"
"91002","50","56011764","8","0","1241"
"10201765","1","56011765","15","1003","1242"
"91002","100","56011765","8","0","1243"
"10201766","1","56011766","15","1001","1244"
"10201767","1","56011767","15","1002","1245"
"10201768","1","56011768","15","1003","1246"
"91002","50","56011768","8","0","1247"
"10201769","1","56011769","15","1001","1248"
"10201770","1","56011770","15","1002","1249"
"10201771","1","56011771","15","1003","1250"
"91002","50","56011771","8","0","1251"
"10201772","1","56011772","15","1001","1252"
"10201773","1","56011773","15","1002","1253"
"10201774","1","56011774","15","1003","1254"
"91002","50","56011774","8","0","1255"
"10201775","1","56011775","15","1003","1256"
"91002","100","56011775","8","0","1257"
"10201776","1","56011776","15","1001","1258"
"10201777","1","56011777","15","1002","1259"
"10201778","1","56011778","15","1003","1260"
"91002","50","56011778","8","0","1261"
"10201779","1","56011779","15","1001","1262"
"10201780","1","56011780","15","1002","1263"
"10201781","1","56011781","15","1003","1264"
"91002","50","56011781","8","0","1265"
"10201782","1","56011782","15","1001","1266"
"10201783","1","56011783","15","1002","1267"
"10201784","1","56011784","15","1003","1268"
"91002","50","56011784","8","0","1269"
"10201785","1","56011785","15","1003","1270"
"91002","100","56011785","8","0","1271"
"11601001","1","51601001","15","1001","1272"
"11601002","1","51601002","15","1002","1273"
"11601003","1","51601003","15","1003","1274"
"10201786","1","56011786","15","1001","1275"
"10201787","1","56011787","15","1002","1276"
"10201788","1","56011788","15","1003","1277"
"91002","50","56011788","8","0","1278"
"10201789","1","56011789","15","1001","1279"
"10201790","1","56011790","15","1002","1280"
"10201791","1","56011791","15","1003","1281"
"91002","50","56011791","8","0","1282"
"10201792","1","56011792","15","1003","1283"
"91002","100","56011792","8","0","1284"
"10201793","1","56011793","15","1001","1285"
"10201794","1","56011794","15","1002","1286"
"10201795","1","56011795","15","1003","1287"
"91002","50","56011795","8","0","1288"
"10201796","1","56011796","15","1001","1289"
"10201797","1","56011797","15","1002","1290"
"10201798","1","56011798","15","1003","1291"
"91002","50","56011798","8","0","1292"
"10201799","1","56011799","15","1003","1293"
"91002","100","56011799","8","0","1294"
"10201800","1","56011800","15","1001","1295"
"10201801","1","56011801","15","1002","1296"
"10201802","1","56011802","15","1003","1297"
"91002","50","56011802","8","0","1298"
"10201803","1","56011803","15","1001","1299"
"10201804","1","56011804","15","1002","1300"
"10201805","1","56011805","15","1003","1301"
"91002","50","56011805","8","0","1302"
"10201806","1","56011806","15","1003","1303"
"91002","100","56011806","8","0","1304"
"10201807","1","56011807","15","1001","1305"
"10201808","1","56011808","15","1002","1306"
"10201809","1","56011809","15","1003","1307"
"91002","50","56011809","8","0","1308"
"10201810","1","56011810","15","1001","1309"
"10201811","1","56011811","15","1002","1310"
"10201812","1","56011812","15","1003","1311"
"91002","50","56011812","8","0","1312"
"10201813","1","56011813","15","1001","1313"
"10201814","1","56011814","15","1002","1314"
"10201815","1","56011815","15","1003","1315"
"91002","50","56011815","8","0","1316"
"10201816","1","56011816","15","1001","1317"
"10201817","1","56011817","15","1002","1318"
"10201818","1","56011818","15","1003","1319"
"91002","50","56011818","8","0","1320"
"10201819","1","56011819","15","1003","1321"
"91002","100","56011819","8","0","1322"
"10201820","1","56011820","15","1001","1323"
"10201821","1","56011821","15","1002","1324"
"10201822","1","56011822","15","1003","1325"
"91002","50","56011822","8","0","1326"
"10201823","1","56011823","15","1001","1327"
"10201824","1","56011824","15","1002","1328"
"10201825","1","56011825","15","1003","1329"
"91002","50","56011825","8","0","1330"
"10201826","1","56011826","15","1001","1331"
"10201827","1","56011827","15","1002","1332"
"10201828","1","56011828","15","1003","1333"
"91002","50","56011828","8","0","1334"
"10201829","1","56011829","15","1001","1335"
"10201830","1","56011830","15","1002","1336"
"10201831","1","56011831","15","1003","1337"
"91002","50","56011831","8","0","1338"
"11701001","1","51701001","15","1001","1339"
"10201832","1","56011832","15","1001","1340"
"10201833","1","56011833","15","1002","1341"
"10201834","1","56011834","15","1003","1342"
"91002","50","56011834","8","0","1343"
"10201835","1","56011835","15","1001","1344"
"10201836","1","56011836","15","1002","1345"
"10201837","1","56011837","15","1003","1346"
"91002","50","56011837","8","0","1347"
"10201838","1","56011838","15","1003","1348"
"91002","100","56011838","8","0","1349"
"10201839","1","56011839","15","1003","1350"
"91002","100","56011839","8","0","1351"
"10201840","1","56011840","15","1003","1352"
"91002","100","56011840","8","0","1353"
"10201841","1","56011841","15","1001","1354"
"10201842","1","56011842","15","1002","1355"
"10201843","1","56011843","15","1003","1356"
"91002","50","56011843","8","0","1357"
"10201844","1","56011844","15","1001","1358"
"10201845","1","56011845","15","1002","1359"
"10201846","1","56011846","15","1003","1360"
"91002","50","56011846","8","0","1361"
"10201847","1","56011847","15","1001","1362"
"10201848","1","56011848","15","1002","1363"
"10201849","1","56011849","15","1003","1364"
"91002","50","56011849","8","0","1365"
"10201850","1","56011850","15","1001","1366"
"10201851","1","56011851","15","1002","1367"
"10201852","1","56011852","15","1003","1368"
"91002","50","56011852","8","0","1369"
"10201853","1","56011853","15","1001","1370"
"10201854","1","56011854","15","1002","1371"
"10201855","1","56011855","15","1003","1372"
"91002","50","56011855","8","0","1373"
"10201856","1","56011856","15","1001","1374"
"10201857","1","56011857","15","1002","1375"
"10201858","1","56011858","15","1003","1376"
"91002","50","56011858","8","0","1377"
"10201859","1","56011859","15","1001","1378"
"10201860","1","56011860","15","1002","1379"
"10201861","1","56011861","15","1003","1380"
"91002","50","56011861","8","0","1381"
"10201862","1","56011862","15","1003","1382"
"91002","100","56011862","8","0","1383"
"10201863","1","56011863","15","1001","1384"
"10201864","1","56011864","15","1002","1385"
"10201865","1","56011865","15","1003","1386"
"91002","50","56011865","8","0","1387"
"10201866","1","56011866","15","1001","1388"
"10201867","1","56011867","15","1002","1389"
"10201868","1","56011868","15","1003","1390"
"91002","50","56011868","8","0","1391"
"10201869","1","56011869","15","1001","1392"
"10201870","1","56011870","15","1002","1393"
"10201871","1","56011871","15","1003","1394"
"91002","50","56011871","8","0","1395"
"10201872","1","56011872","15","1001","1396"
"10201873","1","56011873","15","1002","1397"
"10201874","1","56011874","15","1003","1398"
"91002","50","56011874","8","0","1399"
"11801001","1","51801001","15","1003","1400"
"10201875","1","56011875","15","1001","1401"
"10201876","1","56011876","15","1002","1402"
"10201877","1","56011877","15","1003","1403"
"91002","50","56011877","8","0","1404"
"10201878","1","56011878","15","1001","1405"
"10201879","1","56011879","15","1002","1406"
"10201880","1","56011880","15","1003","1407"
"91002","50","56011880","8","0","1408"
"10201881","1","56011881","15","1001","1409"
"10201882","1","56011882","15","1002","1410"
"10201883","1","56011883","15","1003","1411"
"91002","50","56011883","8","0","1412"
"10201884","1","56011884","15","1001","1413"
"10201885","1","56011885","15","1002","1414"
"10201886","1","56011886","15","1003","1415"
"91002","50","56011886","8","0","1416"
"10201887","1","56011887","15","1001","1417"
"10201888","1","56011888","15","1002","1418"
"10201889","1","56011889","15","1003","1419"
"91002","50","56011889","8","0","1420"
"10201890","1","56011890","15","1001","1421"
"10201891","1","56011891","15","1002","1422"
"10201892","1","56011892","15","1003","1423"
"91002","50","56011892","8","0","1424"
"10201893","1","56011893","15","1001","1425"
"10201894","1","56011894","15","1002","1426"
"10201895","1","56011895","15","1003","1427"
"91002","50","56011895","8","0","1428"
"10201896","1","56011896","15","1001","1429"
"10201897","1","56011897","15","1002","1430"
"10201898","1","56011898","15","1003","1431"
"91002","50","56011898","8","0","1432"
"10201899","1","56011899","15","1003","1433"
"91002","100","56011899","8","0","1434"
"10201900","1","56011900","15","1003","1435"
"91002","100","56011900","8","0","1436"
"10201901","1","56011901","15","1003","1437"
"91002","100","56011901","8","0","1438"
"10201902","1","56011902","15","1001","1439"
"10201903","1","56011903","15","1002","1440"
"10201904","1","56011904","15","1003","1441"
"91002","50","56011904","8","0","1442"
"10201905","1","56011905","15","1001","1443"
"10201906","1","56011906","15","1002","1444"
"10201907","1","56011907","15","1003","1445"
"91002","50","56011907","8","0","1446"
"10201908","1","56011908","15","1001","1447"
"10201909","1","56011909","15","1002","1448"
"10201910","1","56011910","15","1003","1449"
"91002","50","56011910","8","0","1450"
"10201911","1","56011911","15","1001","1451"
"10201912","1","56011912","15","1002","1452"
"10201913","1","56011913","15","1003","1453"
"91002","50","56011913","8","0","1454"
"10201914","1","56011914","15","1001","1455"
"10201915","1","56011915","15","1002","1456"
"10201916","1","56011916","15","1003","1457"
"91002","50","56011916","8","0","1458"
"10202019","1","56012019","15","1003","1459"
"10201917","1","56011917","15","1001","1460"
"10201918","1","56011918","15","1002","1461"
"10201919","1","56011919","15","1003","1462"
"91002","50","56011919","8","0","1463"
"10201920","1","56011920","15","1001","1464"
"10201921","1","56011921","15","1002","1465"
"10201922","1","56011922","15","1003","1466"
"91002","50","56011922","8","0","1467"
"10201923","1","56011923","15","1001","1468"
"10201924","1","56011924","15","1002","1469"
"10201925","1","56011925","15","1003","1470"
"91002","50","56011925","8","0","1471"
"10201926","1","56011926","15","1001","1472"
"10201927","1","56011927","15","1002","1473"
"10201928","1","56011928","15","1003","1474"
"91002","50","56011928","8","0","1475"
"10201929","1","56011929","15","1001","1476"
"10201930","1","56011930","15","1002","1477"
"10201931","1","56011931","15","1003","1478"
"91002","50","56011931","8","0","1479"
"10201932","1","56011932","15","1001","1480"
"10201933","1","56011933","15","1002","1481"
"10201934","1","56011934","15","1003","1482"
"91002","50","56011934","8","0","1483"
"10201935","1","56011935","15","1001","1484"
"10201936","1","56011936","15","1002","1485"
"10201937","1","56011937","15","1003","1486"
"91002","50","56011937","8","0","1487"
"10201938","1","56011938","15","1001","1488"
"10201939","1","56011939","15","1002","1489"
"10201940","1","56011940","15","1003","1490"
"91002","50","56011940","8","0","1491"
"10201941","1","56011941","15","1001","1492"
"10201942","1","56011942","15","1002","1493"
"10201943","1","56011943","15","1003","1494"
"91002","50","56011943","8","0","1495"
"10201944","1","56011944","15","1001","1496"
"10201945","1","56011945","15","1002","1497"
"10201946","1","56011946","15","1003","1498"
"91002","50","56011946","8","0","1499"
"10201947","1","56011947","15","1001","1500"
"10201948","1","56011948","15","1002","1501"
"10201949","1","56011949","15","1003","1502"
"91002","50","56011949","8","0","1503"
"10201950","1","56011950","15","1001","1504"
"10201951","1","56011951","15","1002","1505"
"10201952","1","56011952","15","1003","1506"
"91002","50","56011952","8","0","1507"
"10201953","1","56011953","15","1001","1508"
"10201954","1","56011954","15","1002","1509"
"10201955","1","56011955","15","1003","1510"
"91002","50","56011955","8","0","1511"
"10201956","1","56011956","15","1003","1512"
"91002","100","56011956","8","0","1513"
"10201957","1","56011957","15","1001","1514"
"10201958","1","56011958","15","1002","1515"
"10201959","1","56011959","15","1003","1516"
"91002","50","56011959","8","0","1517"
"10201960","1","56011960","15","1001","1518"
"10201961","1","56011961","15","1002","1519"
"10201962","1","56011962","15","1003","1520"
"91002","50","56011962","8","0","1521"
"10201963","1","56011963","15","1001","1522"
"10201964","1","56011964","15","1002","1523"
"10201965","1","56011965","15","1003","1524"
"91002","50","56011965","8","0","1525"
"10201966","1","56011966","15","1001","1526"
"10201967","1","56011967","15","1002","1527"
"10201968","1","56011968","15","1003","1528"
"91002","50","56011968","8","0","1529"
"10201969","1","56011969","15","1001","1530"
"10201970","1","56011970","15","1002","1531"
"10201971","1","56011971","15","1003","1532"
"91002","50","56011971","8","0","1533"
"10201972","1","56011972","15","1001","1534"
"10201973","1","56011973","15","1002","1535"
"10201974","1","56011974","15","1003","1536"
"91002","50","56011974","8","0","1537"
"10202022","1","56012022","15","1003","1538"
"10201975","1","56011975","15","1001","1539"
"10201976","1","56011976","15","1002","1540"
"10201977","1","56011977","15","1003","1541"
"91002","50","56011977","8","0","1542"
"10201978","1","56011978","15","1001","1543"
"10201979","1","56011979","15","1002","1544"
"10201980","1","56011980","15","1003","1545"
"91002","50","56011980","8","0","1546"
"10201981","1","56011981","15","1001","1547"
"10201982","1","56011982","15","1002","1548"
"10201983","1","56011983","15","1003","1549"
"91002","50","56011983","8","0","1550"
"10201984","1","56011984","15","1001","1551"
"10201985","1","56011985","15","1002","1552"
"10201986","1","56011986","15","1003","1553"
"91002","50","56011986","8","0","1554"
"10201987","1","56011987","15","1001","1555"
"10201988","1","56011988","15","1002","1556"
"10201989","1","56011989","15","1003","1557"
"91002","50","56011989","8","0","1558"
"10201990","1","56011990","15","1001","1559"
"10201991","1","56011991","15","1002","1560"
"10201992","1","56011992","15","1003","1561"
"91002","50","56011992","8","0","1562"
"10201993","1","56011993","15","1001","1563"
