57d09de225253e99aaefb9f361c2b714cf7aac6a8e2eee12e746449c31a444c4,6b70d2f68981b0f07653c8414452e46326ca1b7b74d8eb23f9379803a73bcb31,9909c6233154a92eeb918008f6f39ce8b43366b2f948cf7104cbd3202e362bab,0a9d049de7eb9c8e151c576a4d4a8c40d26696339b1ee52da99d20e47750946f,603b23651d08dd8e4e61b37679bb86f28eed224454c0384757a26df7a1e006be,c6f1a50a95f967a15b406bcc6dbb52db50d04ec3f3d91be0a889ca84f48fbf79,714b4b4e9b1f536f5fcb12a1c810a15b2bfcbf77b72f691c9327acfc6c1b8de8,424945724014a81cc88433440c0dbe0cadf72836e171b2fa5ca28c99f9172d31,f18dc205db526f3986c4228361f29a654a0a16101dc6f50766595214aa653caa,24f38348d5f74d8fe8acd07b8413c17ebdd4dfe3446a210659ca78707528fdfe,9183c2668a661c10f452cfd40531e35ae7c8a8094b7f090413a54dd0ded14a0a
"0","5","1.37","3","-120","102","idle_normal_talkJoy","10004","10","3","270"
"","91","","0","","","","10005","10","0",""
"","93","","1.5","","","","10006","10","",""
"","21","","vo_alces","","0","","10007","10","vo_alces_1000","0"
"0","11","0","2","0","3","4","10008","10","くー…\nくー…\n…むにゃ","1"
"","91","","0","","0","","10009","10","","0"
"","93","","0","","","","10010","10","",""
"","3","0.2","3","","1","","10011","10","sad_talk_Ex0007",""
"","21","","vo_alces","","0","","10012","10","vo_alces_1001","0"
"0","11","0","3","0","10","2","10013","10","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","1"
"","91","","0","","0","","10014","10","","0"
"","22","","0","","","","10015","10","0.5",""
"0","3","0.2","2","1","0","","10016","10","iroha_sleep_hung","iroha_sleep2"
"0","3","0.2","12","1","0","","10017","10","iroha_sleep_hung","iroha_sleep2"
"0","3","0.2","3","1","0","","10018","10","sono_hung","idle_normal_talkJoy"
"","93","","1.2","","","","10019","10","0",""
"","23","","se_alces","","0","","10020","10","se_alces_futon",""
"","93","","2.5","","","","10021","10","0",""
"0","3","0.2","2","1","0","","10022","10","iroha_sleep2_to_sleep3","iroha_sleep3"
"0","3","0.2","12","1","0","","10023","10","iroha_sleep2_to_sleep3","iroha_sleep3"
"","93","","0.6","","","","10024","10","0",""
"0","3","0.2","3","1","0","","10025","10","idle_surprise_in","idle_surprise"
"","93","","1.4","","","","10026","10","0",""
"","23","","se_alces","","0","","10027","10","se_alces_sleep",""
"0","3","0","10","1","0","","10028","10","iroha_sleep","empty"
"","93","","2.4","","","","10029","10","0",""
"","3","0.2","3","","1","","10030","10","relief_idle_Ex0010",""
"","21","","vo_alces","","0","","10031","10","vo_alces_1002","0"
"0","11","0","3","0","10","0.5","10032","10","ふふふ♪","1"
"","91","","0","","0","","10033","10","","0"
"","22","","0","","","","10034","10","0",""
"","93","","3","","","","10035","10","1",""
"","101","","10035","","0","","10036","10","","0"
"1","5","1.4","3","-130","100","sit_readPaper","11001","11","3","350"
"0","5","1.5","1","-150","102","empty","11002","11","1","950"
"","31","1","10","1","475","","11003","11","10","-18"
"","31","0","11","1","350","","11004","11","11","-130"
"","91","","0","","","","11005","11","0",""
"","93","","0.5","","","","11006","11","1",""
"","21","","vo_alces","","0","","11007","11","vo_alces_1100","0"
"0","11","10","3","0","10","0.5","11008","11","…………\n…………","1"
"","91","","0","","0","","11009","11","","0"
"0","3","0.2","3","1","0","","11010","11","sit_readPaperTurn","sit_readPaper"
"","93","","1","","","","11011","11","1",""
"","93","","1","","","","11012","11","0",""
"","3","0.2","3","","1","","11013","11","sit_readPaper_surprise",""
"","21","","vo_alces","","0","","11014","11","vo_alces_1101","0"
"0","11","10","3","0","10","0.5","11015","11","…………\n…………","1"
"","91","","0","","0","","11016","11","","0"
"","93","","1","","","","11017","11","0",""
"","23","","se_alces","","","","11018","11","se_alces_emotion_exQuestion",""
"0","12","10","3","0","0.2","","11019","11","3","0"
"0","3","0.1","3","1","0","","11020","11","sit_readPaper_notice_in","sit_readPaper_notice_loop"
"","93","","1.2","","","","11021","11","0",""
"0","3","0.2","3","1","0","","11022","11","sit_readPaper_kira_in","sit_readPaper_kira_talk"
"","21","","vo_alces","","0","","11023","11","vo_alces_1102","0"
"0","11","0","3","0","10","3.2","11024","11","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","1"
"","91","","0","","","","11025","11","",""
"","22","","0","","","","11026","11","0.5",""
"","3","0.2","3","","1","","11027","11","sit_out_readPaper_light",""
"","93","","0.5","","","","11028","11","0",""
"","3","0.2","3","","1","","11029","11","sono_walletPick_in",""
"","93","","1.8","","","","11030","11","0",""
"0","3","0.2","3","1","0","","11031","11","sono_walk_quick_R_in","sono_walk_quick_R"
"","32","","11","","","","11032","11","1",""
"","2","","3","0","-130","","11033","11","1500","3.3"
"","33","","11","0","-130","","11034","11","1500","3.3"
"","93","","1","","","","11035","11","0",""
"0","3","0.2","1","1","0","","11036","11","luis_walk_furimuki_in","luis_walk_furimuki"
"","2","","1","0","-150","","11037","11","350","4"
"","93","","4","","","","11038","11","0",""
"0","3","0.2","1","1","0","","11039","11","luis_walk_to_idle","luis_sad_idle"
"","23","","se_alces","","","","11040","11","se_alces_emotion_question",""
"0","12","0","1","0","1.3","","11041","11","5","0"
"","93","","2.1","","","","11042","11","0",""
"","3","0.2","1","","1","","11043","11","idle_normal",""
"","22","","0","","","","11044","11","0",""
"","93","","3","","","","11045","11","0",""
"","101","","11045","","0","","11046","11","","0"
"0","5","1.45","1","-190","101","luis_run_dash_pain","12001","12","1","400"
"0","5","1.45","10","-190","102","empty","12002","12","1001","-85"
"","31","","11","1","400","","12003","12","11","-190"
"","13","","1","","","","12004","12","130",""
"1","1","1.45","1","-190","102","empty","12005","12","105111","1050"
"1","5","1.45","10","-190","103","empty","12006","12","1002","1050"
"","31","0","12","1","-85","","12007","12","12","-190"
"","91","","0","","","","12008","12","0",""
"","2","","1","0","-190","","12009","12","-85","1.3"
"","33","","11","0","-190","","12010","12","-85","1.3"
"","32","","11","","","","12011","12","1",""
"","37","","11","","","","12012","12","sweatR_run",""
"","93","","1.3","","","","12013","12","0",""
"0","3","0.2","1","1","0","","12014","12","luis_run_turn","anger_talk_Ex0001"
"","21","","vo_alces","","0","","12015","12","vo_alces_1200","0"
"0","11","0","1","0","10","1","12016","12","ちょ、あの人なんで\n私を追いかけてくるの！？","1"
"","91","","0","","0","","12017","12","","0"
"","3","0.2","1","","1","","12018","12","sad_talk_normalR",""
"","21","","vo_alces","","0","","12019","12","vo_alces_1201","0"
"0","11","0","1","0","10","1.6","12020","12","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","1"
"","91","","0","","0","","12021","12","","0"
"","3","0.2","1","","0","","12022","12","luis_drink",""
"","22","","0","","","","12023","12","0.5",""
"","93","","1.6","","","","12024","12","0",""
"","21","","vo_alces","","0","","12025","12","vo_alces_1202","0"
"0","11","0","1","0","10","0.5","12026","12","ごくんっ！！","1"
"","93","","2","","","","12027","12","0",""
"","23","","se_alces","","","","12028","12","se_alces_invisible",""
"","32","","12","","","","12029","12","1",""
"0","6","0.2","1","0","1","","12030","12","1","1"
"","93","","1.8","","","","12031","12","0",""
"","2","","105111","0","-190","","12032","12","250","2"
"","2","","1002","0","-190","","12033","12","250","2"
"","3","0.2","105111","","1","","12034","12","mitsuki_run_dash_noface",""
"","3","0.2","1002","","1","","12035","12","mitsuki_run_dash",""
"","93","","2","","","","12036","12","0",""
"","3","0.2","105111","","1","","12037","12","mitsuki_anger_talk_noface",""
"","3","0.2","1002","","1","","12038","12","mitsuki_anger_talk",""
"","21","","vo_alces","","0","","12039","12","vo_alces_1203","0"
"0","11","0","105111","0","10","0.5","12040","12","追いつめたわよ錬金術師！","1"
"","91","","0","","0","","12041","12","","0"
"","22","","0","","","","12042","12","0.5",""
"0","3","0.2","105111","1","0","","12043","12","mitsuki_look_in_noface","sad_talk_anger"
"","3","0.2","1002","","0","","12044","12","mitsuki_look_in",""
"","93","","1.5","","","","12045","12","0",""
"","21","","vo_alces","","0","","12046","12","vo_alces_1204","0"
"0","11","0","105111","0","10","1.2","12047","12","…ちっ、逃がしたみたいね…","1"
"","91","","0","","0","","12048","12","","0"
"0","3","0.2","105111","1","0","","12049","12","mitsuki_armcrossed_in_noface","mitsuki_armcrossed_talk_noface"
"0","3","0.2","1002","1","0","","12050","12","mitsuki_armcrossed_in","mitsuki_armcrossed_talk"
"","21","","vo_alces","","0","","12051","12","vo_alces_1205","0"
"0","11","0","105111","0","10","2.3","12052","12","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","1"
"","91","","0","","0","","12053","12","","0"
"","3","0.2","105111","","1","","12054","12","mitsuki_ecstatic_talk_noface",""
"","3","0.2","1002","","1","","12055","12","mitsuki_ecstatic_talk",""
"","21","","vo_alces","","0","","12056","12","vo_alces_1206","0"
"0","11","0","105111","0","10","1","12057","12","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","1"
"","91","","0","","0","","12058","12","","0"
"","22","","0","","","","12059","12","0.5",""
"0","3","0.2","105111","1","0","","12060","12","mitsuki_turnR_noface","mitsuki_walkR_noface"
"0","3","0.2","1002","1","0","","12061","12","mitsuki_turnR","mitsuki_walkR"
"","2","","105111","0","-190","","12062","12","1050","5"
"","2","","1002","0","-190","","12063","12","1050","5"
"","93","","4.5","","","","12064","12","0",""
"","3","0.2","1","","1","","12065","12","idle_normal_Ex0001",""
"","23","","se_alces","","","","12066","12","se_alces_invisible",""
"","32","","12","","","","12067","12","0",""
"","32","","12","","","","12068","12","1",""
"","93","","0.1","","","","12069","12","0",""
"0","6","0.3","1","1","1","","12070","12","1","1"
"","93","","1.5","","","","12071","12","0",""
"","23","","se_alces","","","","12072","12","se_alces_breath",""
"0","3","0.2","1","1","0","","12073","12","relief_in","relief_idle"
"","3","","1001","","0","","12074","12","relief_in",""
"","22","","0","","","","12075","12","0",""
"","93","","3","","","","12076","12","0",""
"","101","","12076","","0","","12077","12","","0"
"0","5","1.45","2","-130","101","iroha_wait","13001","13","2","0"
"0","5","1.45","14","-130","102","nebia_wait","13002","13","14","0"
"0","5","1.45","2","-130","103","iroha_wait_ziriziri_idle_empty","13003","13","20","0"
"","91","","0","","","","13004","13","0",""
"","93","","0.1","","","","13005","13","0",""
"0.2","3","0.2","14","1","0","","13006","13","nebia_talk_in","nebia_talk"
"","93","","2.8","","","","13007","13","0",""
"","21","","vo_alces","","0","","13008","13","vo_alces_1300","0"
"0","11","0","14","0","10","2","13009","13","へ～\nいろんなものが置いてあるわね","1"
"","91","","0","","0","","13010","13","","0"
"0","3","0.2","14","1","0","","13011","13","nebia_talk2_in","nebia_talk2"
"","93","","1.6","","","","13012","13","0",""
"","23","","se_alces","","0","","13013","13","se_alces_steal",""
"","91","","13011","","0","","13014","13","","0"
"","21","","vo_alces","","0","","13015","13","vo_alces_1301","0"
"0","11","0","14","0","10","1.5","13016","13","んふふ♪\nどんな悪戯に使おうかしら♪","1"
"","93","","0.5","","","","13017","13","0",""
"0.2","3","0.1","2","1","0","","13018","13","iroha_wait2_in","iroha_wait2"
"","91","","13016","","0","","13019","13","","0"
"","23","","se_alces","","0","","13020","13","se_alces_laugh",""
"","3","0.2","14","","1","","13021","13","nebia_talk2_laugh",""
"0.2","3","0.1","2","1","0","","13022","13","iroha_wait_ziriziri_in","iroha_wait_ziriziri_idle"
"","93","","3.3","","","","13023","13","0",""
"0","3","0.2","14","1","0","","13024","13","nebia_talk3_in","nebia_talk3"
"","21","","vo_alces","","0","","13025","13","vo_alces_1302","0"
"0","11","0","14","0","10","0.5","13026","13","……ん？","1"
"","91","","0","","0","","13027","13","","0"
"","22","","0","","","","13028","13","0",""
"","23","","se_alces","","0","","13029","13","se_alces_catch",""
"0","3","0.2","14","1","0","","13030","13","nebia_brow","nebia_brow_idle_guru"
"0","3","0.2","20","1","0","","13031","13","iroha_wait_brow_net","empty"
"0","3","0.2","2","1","0","","13032","13","iroha_wait_brow","iroha_wait_brow_talk"
"","91","","0","","0","","13033","13","","0"
"","21","","vo_alces","","0","","13034","13","vo_alces_1303","0"
"0","11","0","2","0","10","1.5","13035","13","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","1"
"","91","","0","","0","","13036","13","","0"
"","3","0.2","2","","1","","13037","13","iroha_wait_brow_idle",""
"","3","0.2","14","","1","","13038","13","nebia_brow_idle_anger",""
"","21","","vo_alces","","0","","13039","13","vo_alces_1304","0"
"0","11","0","14","0","10","0.5","13040","13","ちょっ、誰が昆虫よ～！","1"
"","91","","0","","0","","13041","13","","0"
"","22","","0","","","","13042","13","0",""
"","93","","1","","","","13043","13","0",""
"0","3","0.2","2","1","0","","13044","13","iroha_wait_brow_escape","iroha_wait_brow_surprise"
"0","3","0.2","14","1","0","","13045","13","nebia_brow_escape","nebia_talk4"
"","93","","4","","","","13046","13","0",""
"","22","","0","","","","13047","13","0",""
"","93","","3","","","","13048","13","0",""
"","101","","13048","","0","","13049","13","","0"
"1","5","1.4","2","-140","105","top_iroha_run_joy","14001","14","2","1500"
"1","5","1.4","13","-140","103","dokuro_run","14002","14","13","1150"
"0","5","1.4","10","-140","104","empty","14003","14","10","-15"
"0","1","1.37","1","-125","101","idle_normal","14004","14","103111","-150"
"","13","","2","","","","14005","14","130",""
"","13","","13","","","","14006","14","130",""
"","13","","103111","","","","14007","14","130",""
"","31","1","11","1","1500","","14008","14","111","-140"
"","31","1","11","1","1150","","14009","14","112","-190"
"","91","","0","","","","14010","14","0",""
"","23","","se_alces","","0","","14011","14","se_alces_skull_chase1",""
"","37","","111","","","","14012","14","smokeR",""
"","37","","112","","","","14013","14","sweatR_Loop",""
"","2","","2","0","-140","","14014","14","-1150","7.5"
"","33","","111","0","-140","","14015","14","-1150","7.5"
"","2","","13","0","-140","","14016","14","-1500","7.5"
"","33","","112","0","-190","","14017","14","-1500","7.5"
"","93","","2.5","","","","14018","14","0",""
"","21","","vo_alces","","0","","14019","14","vo_alces_1400","0"
"30","11","0","2","0","10","0.5","14020","14","あははー！！\n待て待てー！！","1"
"","93","","1","","","","14021","14","0",""
"0","3","0.2","103111","1","0","","14022","14","idle_normalR_in","idle_normalR"
"","93","","4","","","","14023","14","0",""
"","23","","se_alces","","0","","14024","14","se_alces_skull_chase1",""
"","2","","2","0","-140","","14025","14","-1500","0"
"","33","","111","0","-140","","14026","14","-1500","0"
"","2","","13","0","-140","","14027","14","-1150","0"
"","33","","112","0","-190","","14028","14","-1150","0"
"","4","","2","","","","14029","14","0",""
"","4","","13","","","","14030","14","0",""
"","37","","111","","","","14031","14","smokeL",""
"","37","","112","","","","14032","14","sweatL_Loop2",""
"","2","","2","0","-140","","14033","14","1150","8.2"
"","33","","111","0","-140","","14034","14","1150","8.2"
"","2","","13","0","-140","","14035","14","1500","8.2"
"","33","","112","0","-190","","14036","14","1500","8.2"
"","93","","1.5","","","","14037","14","0",""
"","21","","vo_alces","","0","","14038","14","vo_alces_1401","0"
"0","11","0","13","0","10","0.3","14039","14","あ、あれ～！？\nなんでだ！？","1"
"","93","","1.5","","","","14040","14","0",""
"0","3","0.2","103111","1","0","","14041","14","idle_normal_in","idle_normal"
"","93","","5.2","","","","14042","14","0",""
"","2","","2","0","-140","","14043","14","1500","0"
"","33","","111","0","-140","","14044","14","1500","0"
"","2","","13","0","-140","","14045","14","1150","0"
"","33","","112","0","-190","","14046","14","1150","0"
"","4","","2","","","","14047","14","1",""
"","4","","13","","","","14048","14","1",""
"","37","","111","","","","14049","14","smokeR",""
"","37","","112","","","","14050","14","sweatR_Loop",""
"","2","","13","0","-140","","14051","14","-15","1.8"
"","33","","112","0","-205","","14052","14","-15","1.8"
"","23","","se_alces","","0","","14053","14","se_alces_skull_dash",""
"","93","","1","","","","14054","14","0",""
"","3","0.1","2","","1","","14055","14","iroha_net_run_normal2",""
"","2","","2","0","-140","","14056","14","335","3"
"","33","","111","0","-140","","14057","14","335","3"
"","93","","0.8","","","","14058","14","0",""
"","3","0.2","13","","1","","14059","14","dokuro_talk",""
"","32","","112","","","","14060","14","0",""
"","3","0.2","103111","","1","","14061","14","idle_normal_lookdown",""
"","21","","vo_alces","","0","","14062","14","vo_alces_1402","0"
"0","11","0","13","0","10","1","14063","14","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","1"
"","93","","2.2","","","","14064","14","0",""
"0","3","0.1","2","1","0","","14065","14","iroha_net_idle_in","iroha_net_idle_doya"
"","32","","111","","","","14066","14","0",""
"","93","","0.4","","","","14067","14","0",""
"","3","0.2","2","","1","","14068","14","iroha_net_ziriziri",""
"","2","","2","0","-140","","14069","14","135","2.7"
"","33","","111","0","-140","","14070","14","135","2.7"
"","93","","1","","","","14071","14","0",""
"","3","0.2","103111","","1","","14072","14","idle_normal_lookup",""
"","93","","1.7","","","","14073","14","0",""
"","3","0.2","2","","1","","14074","14","iroha_net_ziriziri_idle",""
"","91","","14063","","","","14075","14","",""
"","22","","0","","","","14076","14","0",""
"","23","","se_alces","","0","","14077","14","se_alces_skull_chase2",""
"","3","0","10","","0","","14078","14","dokuro_turn_surprise",""
"0","3","0.2","13","1","0","","14079","14","dokuro_turn_surprise","dokuro_run"
"","93","","0.1","","","","14080","14","0",""
"0","3","0.1","2","1","0","","14081","14","iroha_net_brow","iroha_net_brow_idle"
"","91","","14079","","","","14082","14","",""
"","4","","13","","","","14083","14","1",""
"","2","","13","0","-140","","14084","14","-1500","2.5"
"","33","","112","0","-190","","14085","14","-1500","2.5"
"","93","","0.1","","","","14086","14","0",""
"0","3","0.2","103111","1","0","","14087","14","idle_normalR_in","idle_normalR"
"","32","","112","","","","14088","14","1",""
"","37","","112","","","","14089","14","sweatR_Loop",""
"","93","","0.3","","","","14090","14","0",""
"0","3","0.1","2","1","0","","14091","14","iroha_net_brow_notice","iroha_net_brow_notice_idle"
"","91","","0","","","","14092","14","",""
"","32","","111","","","","14093","14","1",""
"","37","","111","","","","14094","14","smokeR",""
"","3","0.2","2","","1","","14095","14","top_iroha_run_joy",""
"","2","","2","0","-140","","14096","14","-1350","2.5"
"","33","","111","0","-140","","14097","14","-1350","2.5"
"","93","","2.5","","","","14098","14","0",""
"","23","","se_alces","","0","","14099","14","se_alces_skull_chase1",""
"","2","","2","0","-140","","14100","14","-1500","0"
"","33","","111","0","-140","","14101","14","-1500","0"
"","2","","13","0","-140","","14102","14","-1150","0"
"","33","","112","0","-190","","14103","14","-1150","0"
"","4","","2","","","","14104","14","0",""
"","4","","13","","","","14105","14","0",""
"","37","","111","","","","14106","14","smokeL",""
"","37","","112","","","","14107","14","sweatL_Loop2",""
"","2","","2","0","-140","","14108","14","1150","7.5"
"","33","","111","0","-140","","14109","14","1150","7.5"
"","2","","13","0","-140","","14110","14","1500","7.5"
"","33","","112","0","-190","","14111","14","1500","7.5"
"","93","","1.5","","","","14112","14","0",""
"","21","","vo_alces","","0","","14113","14","vo_alces_1403","0"
"0","11","0","13","0","10","0.5","14114","14","シノブ、助けてーっ！！","1"
"","93","","1.5","","","","14115","14","0",""
"0.2","3","0.2","103111","1","0","","14116","14","idle_normal_in","idle_normal"
"","91","","14114","","0","","14117","14","","0"
"","3","0.2","103111","","1","","14118","14","sad_talk_dead",""
"","21","","vo_alces","","0","","14119","14","vo_alces_1404","0"
"0","11","0","103111","0","10","0.5","14120","14","……因果応報だよ、お父さん","1"
"","93","","3.5","","","","14121","14","0",""
"","23","","se_alces","","0","","14122","14","se_alces_skull_chase1",""
"","2","","2","0","-140","","14123","14","1500","0"
"","33","","111","0","-140","","14124","14","1500","0"
"","2","","13","0","-140","","14125","14","1150","0"
"","33","","112","0","-190","","14126","14","1150","0"
"","4","","2","","","","14127","14","1",""
"","4","","13","","","","14128","14","1",""
"","37","","111","","","","14129","14","smokeR",""
"","37","","112","","","","14130","14","sweatR_Loop",""
"","2","","2","0","-140","","14131","14","-1150","7.5"
"","33","","111","0","-140","","14132","14","-1150","7.5"
"","2","","13","0","-140","","14133","14","-1500","7.5"
"","33","","112","0","-190","","14134","14","-1500","7.5"
"","91","","14120","","0","","14135","14","","0"
"","3","0.2","103111","","1","","14136","14","sad_idle_normal",""
"","93","","3.6","","","","14137","14","0",""
"0","3","0.2","103111","1","0","","14138","14","idle_normalR_in","idle_normalR"
"","93","","3.9","","","","14139","14","0",""
"","22","","0","","","","14140","14","0",""
"","23","","se_alces","","0","","14141","14","se_alces_skull_chase1",""
"","2","","2","0","-140","","14142","14","-1500","0"
"","33","","111","0","-140","","14143","14","-1500","0"
"","2","","13","0","-140","","14144","14","-1150","0"
"","33","","112","0","-190","","14145","14","-1150","0"
"","4","","2","","","","14146","14","0",""
"","4","","13","","","","14147","14","0",""
"","37","","111","","","","14148","14","smokeL",""
"","37","","112","","","","14149","14","sweatL_Loop2",""
"","2","","2","0","-140","","14150","14","1150","7.5"
"","33","","111","0","-140","","14151","14","1150","7.5"
"","2","","13","0","-140","","14152","14","1500","7.5"
"","33","","112","0","-190","","14153","14","1500","7.5"
"","93","","3","","","","14154","14","0",""
"0","3","0.2","103111","1","0","","14155","14","idle_normal_in","idle_normal"
"","93","","4.5","","","","14156","14","0",""
"","23","","se_alces","","0","","14157","14","se_alces_skull_chase1",""
"","2","","2","0","-140","","14158","14","1500","0"
"","33","","111","0","-140","","14159","14","1500","0"
"","2","","13","0","-140","","14160","14","1150","0"
"","33","","112","0","-190","","14161","14","1150","0"
"","4","","2","","","","14162","14","1",""
"","4","","13","","","","14163","14","1",""
"","37","","111","","","","14164","14","smokeR",""
"","37","","112","","","","14165","14","sweatR_Loop",""
"","2","","2","0","-140","","14166","14","-1150","7.5"
"","33","","111","0","-140","","14167","14","-1150","7.5"
"","2","","13","0","-140","","14168","14","-1500","7.5"
"","33","","112","0","-190","","14169","14","-1500","7.5"
"","93","","3.5","","","","14170","14","0",""
"0","3","0.2","103111","1","0","","14171","14","idle_normalR_in","idle_normalR"
"","93","","4","","","","14172","14","0",""
"","101","","14141","","0","","14173","14","","0"
"0","5","1.43","2","-130","100","walk_jog_talkjoy2","15001","15","2","100"
"1","5","1.4","3","-130","101","sit_readPaper","15002","15","3","400"
"","91","","0","","","","15003","15","0",""
"","2","","2","0","-130","","15004","15","235","0.8"
"","93","","0.5","","0","","15005","15","0","0"
"","21","","vo_alces","","0","","15006","15","vo_alces_1500","0"
"0","11","0","2","0","10","0.5","15007","15","お使い行ってきたよ～\nソノおばちゃ～ん","1"
"","93","","0.3","","","","15008","15","0",""
"","3","0.2","2","","1","","15009","15","talk_normal",""
"","91","","15007","","","","15010","15","",""
"","22","","0","","","","15011","15","0.5",""
"","3","0.2","2","","1","","15012","15","idle_normal",""
"","93","","1","","","","15013","15","0",""
"0","3","0.2","3","1","0","","15014","15","sit_readPaperTurn","sit_readPaper"
"","93","","0.5","","","","15015","15","0",""
"","21","","vo_alces","","0","","15016","15","vo_alces_1501","0"
"0","11","0","2","0","10","0.5","15017","15","……ソノおばちゃ～ん！","1"
"","93","","0.3","","","","15018","15","0",""
"0","3","0.2","2","1","0","","15019","15","smile_normal","idle_normal"
"","91","","15017","","0","","15020","15","","0"
"","22","","0","","","","15021","15","0.5",""
"","93","","0.5","","","","15022","15","0",""
"","3","0.2","2","","1","","15023","15","sad_idle_surprise",""
"","93","","1","","","","15024","15","1",""
"0","3","0.2","3","1","0","","15025","15","sit_readPaperTurn","sit_readPaper"
"","93","","1.2","","","","15026","15","0",""
"","3","0.2","2","","1","","15027","15","anger_talk_pain",""
"","21","","vo_alces","","0","","15028","15","vo_alces_1502","0"
"0","11","0","2","0","10","0.5","15029","15","ソノおばちゃーんっ！！！","1"
"","91","","0","","0","","15030","15","","0"
"","22","","0","","","","15031","15","0.5",""
"","3","0.2","2","","1","","15032","15","anger_idle_angerR",""
"","93","","1.2","","","","15033","15","1",""
"","23","","se_alces","","","","15034","15","se_alces_emotion_quiet",""
"0","12","10","3","0","1","","15035","15","12","0"
"","93","","2.5","","","","15036","15","0",""
"","23","","se_alces","","","","15037","15","se_alces_emotion_notice",""
"0","12","0","2","0","0.3","","15038","15","10","0"
"0","3","0.2","2","1","0","","15039","15","notice_in_talk2","notice_loop_talk2"
"","93","","1.4","","","","15040","15","0",""
"","3","0.2","2","","1","","15041","15","talk_normal_normal2",""
"","21","","vo_alces","","0","","15042","15","vo_alces_1503","0"
"0","11","0","2","0","10","0.5","15043","15","ソノおねーちゃん","1"
"","91","","0","","0","","15044","15","","0"
"","3","0.2","2","","1","","15045","15","idle_normal",""
"","3","0.2","3","","1","","15046","15","sit_out_smile",""
"","93","","0.5","","","","15047","15","1",""
"0","3","0.2","3","1","0","","15048","15","sono_cool_in","sono_cool_talk"
"","3","0.2","2","","1","","15049","15","surprise_idle_shy",""
"","21","","vo_alces","","0","","15050","15","vo_alces_1504","0"
"0","11","0","3","0","10","2.2","15051","15","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","1"
"","91","","0","","0","","15052","15","","0"
"","22","","0","","","","15053","15","0.5",""
"0","3","0.2","3","1","0","","15054","15","sono_armcrossed_in","sono_armcrossed_idle"
"","93","","0.5","","","","15055","15","0",""
"","23","","se_alces","","","","15056","15","se_alces_emotion_sweat",""
"0","12","0","2","0","1.5","","15057","15","2","0"
"","3","0.2","2","","1","","15058","15","talk_normal_nervous",""
"","93","","0.8","","","","15059","15","0",""
"","3","0.2","3","","1","","15060","15","sono_armcrossed_talk",""
"","93","","1.7","","","","15061","15","0",""
"","3","0.2","2","","1","","15062","15","iroha_idle_Ex0001",""
"","3","0.2","3","","1","","15063","15","sono_armcrossed_idle",""
"","93","","1","","","","15064","15","0",""
"","22","","0","","","","15065","15","0",""
"","93","","3","","","","15066","15","0",""
"","101","","15066","","0","","15067","15","","0"
"1","5","1.45","5","-160","103","iroha_idle_dere_glass","16001","16","5","150"
"","31","0","11","1","150","","16002","16","11","-160"
"1","5","1.45","10","-160","104","empty","16003","16","1001","150"
"1","5","1.41","3","-160","102","sono_walk_scare","16004","16","3","1000"
"1","5","1.41","10","-160","103","empty","16005","16","1002","300"
"","13","","3","","110","","16006","16","130",""
"0","1","1.42","1","-150","100","idle_normal","16007","16","132211","-50"
"0","5","1.42","10","-150","101","empty","16008","16","1003","-50"
"","91","","0","","","","16009","16","0",""
"0","3","0.2","5","1","0","","16010","16","iroha_doya_in_glass","iroha_doya_talk_glass"
"","93","","0.5","","","","16011","16","0",""
"","21","","vo_alces","","0","","16012","16","vo_alces_1600","0"
"0","11","0","5","0","10","4.9","16013","16","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","1"
"","91","","0","","0","","16014","16","","0"
"","3","0.2","5","","1","","16015","16","iroha_doya_idle_glass",""
"","3","0.2","132211","","1","","16016","16","surprise_talk",""
"","21","","vo_alces","","0","","16017","16","vo_alces_1601","0"
"0","11","0","132211","0","10","0.8","16018","16","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","1"
"","91","","0","","0","","16019","16","","0"
"","3","0.2","132211","","1","","16020","16","surprise_idle",""
"0","3","0.2","5","1","0","","16021","16","iroha_cool_in_glass","iroha_cool_talk_glass"
"","21","","vo_alces","","0","","16022","16","vo_alces_1602","0"
"0","11","0","5","0","10","1.6","16023","16","そうよー私はソノよ。\nないすばでぃーでしょ？","1"
"","91","","0","","0","","16024","16","","0"
"","22","","0","","","","16025","16","0.5",""
"","2","","3","0","-160","","16026","16","300","4"
"0.2","3","0.2","3","1","0","","16027","16","sono_walk_scare","sono_armcrossed_idle"
"0","3","0.2","5","1","0","","16028","16","iroha_armcrossed_in_glass","iroha_armcrossed_talk_glass"
"","93","","0.5","","","","16029","16","0",""
