ae5e7628ed304f22ef0e2ddf319b9b00eb39b31ae54c544cdaec5d1161ac7534,b5e80b2f9625264bf4066660d37e379ed4f9e323726db9a2817223ae61a909bc,005185ca9f42ed53c7583a949cc85f801e320708f4db6da528600c8169b3ac40,d40f89f8b648e9a1b3739e631341e73493818e0f81f6618c97ada1d93e9b370b,2fa4948e0cadd70e6cc17221fc6b78644e692368f451a1be634ef016006746c2,8be75e7ed404aa6373e58f9325c065652c4476d438fb92d9245c82c839df9732
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","109801","3002","10152006"
"バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109801","3010","10152007"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","109801","3013","10152008"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109701","3001","10152009"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","109701","3002","10152010"
"バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109701","3010","10152011"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","109701","3013","10152012"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/09/13 12:00:00","132001","3003","10152013"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/09/13 12:00:00","132001","3002","10152014"
"ボスの沈黙無効","1015206","2024/09/13 12:00:00","132001","3013","10152015"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","131901","3003","10152016"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","131901","3002","10152017"
"バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","131901","3010","10152018"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","131901","3013","10152019"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","122701","3003","10152020"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","122701","3002","10152021"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","122701","3013","10152022"
"バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","107601","3001","10152023"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","107601","3002","10152024"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","107601","3013","10152025"
"バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","110301","3001","10152026"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","110301","3002","10152027"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","110301","3013","10152028"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","126601","3003","10152029"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","126601","3002","10152030"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","126601","3013","10152031"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","113501","3003","10152032"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","113501","3002","10152033"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","113501","3013","10152034"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","126901","3003","10152035"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","126901","3002","10152036"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","126901","3013","10152037"
"バトル開始後90秒間物理攻撃力極大\nアップ","1015206","2024/08/31 12:00:00","132101","3001","10152038"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1015206","2024/08/31 12:00:00","132101","3002","10152039"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","132101","3013","10152040"
"バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","102901","3001","10154001"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","102901","3002","10154002"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","102901","3013","10154003"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","111601","3001","10154004"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","111601","3002","10154005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","111601","3010","10154006"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","111601","3013","10154007"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117201","3001","10154008"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117201","3002","10154009"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","117201","3013","10154010"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","124801","3001","10154011"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","124801","3002","10154012"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","124801","3013","10154013"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","132201","3003","10154014"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","132201","3002","10154015"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","132201","3010","10154016"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","132201","3013","10154017"
"バトル開始後90秒間魔法攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","104201","3003","10154018"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","104201","3002","10154019"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","104201","3010","10154020"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","104201","3013","10154021"
"バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","1015406","2024/09/30 12:00:00","105401","3001","10154022"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","105401","3002","10154023"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","105401","3013","10154024"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","108401","3003","10154025"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","108401","3002","10154026"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","108401","3013","10154027"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117301","3003","10154028"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117301","3002","10154029"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015406","2024/09/30 12:00:00","117301","3010","10154030"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","117301","3013","10154031"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","113901","3001","10154032"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","113901","3002","10154033"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","113901","3013","10154034"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015406","2024/09/30 12:00:00","117401","3001","10154035"
"バトル開始後90秒間物理防御力極大\nアップ","1015406","2024/09/30 12:00:00","117401","3002","10154036"
"ボスの麻痺無効","1015406","2024/09/30 12:00:00","117401","3013","10154037"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","130201","3001","10156001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","130201","3010","10156002"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015606","2024/11/11 12:00:00","130001","3002","10156003"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015606","2024/11/11 12:00:00","130001","3004","10156004"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","129701","3001","10156005"
"バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","129701","3014","10156006"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015606","2024/10/31 12:00:00","105801","3002","10156007"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015606","2024/10/31 12:00:00","105801","3004","10156008"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","126501","3003","10156009"
"バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","126501","3014","10156010"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1015606","2024/10/31 12:00:00","126001","3001","10156011"
"バトル開始後味方全体のＴＰ大回復","1015606","2024/10/31 12:00:00","126001","3014","10156012"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","126101","3003","10156013"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","126101","3010","10156014"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015606","2024/10/31 12:00:00","125801","3001","10156015"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015606","2024/10/31 12:00:00","125801","3010","10156016"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","101801","3011","10158001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","101801","3011","10158002"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","126501","3003","10158003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","126501","3010","10158004"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","110101","3003","10158005"
"バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","110101","3014","10158006"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","119001","3011","10158007"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","119001","3011","10158008"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/12/09 12:00:00","132901","3011","10158009"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/12/09 12:00:00","132901","3011","10158010"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","132801","3003","10158011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","132801","3010","10158012"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","105001","3003","10158013"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","105001","3010","10158014"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1015806","2024/11/30 12:00:00","100801","3011","10158015"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1015806","2024/11/30 12:00:00","100801","3011","10158016"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015806","2024/11/30 12:00:00","108301","3003","10158017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015806","2024/11/30 12:00:00","108301","3010","10158018"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","121401","3003","10158019"
"バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","121401","3014","10158020"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","117601","3003","10158021"
"バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","117601","3014","10158022"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1015806","2024/11/30 12:00:00","126301","3003","10158023"
"バトル開始後味方全体のＴＰ大回復","1015806","2024/11/30 12:00:00","126301","3014","10158024"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","1015806","2024/11/30 12:00:00","127901","3002","10158025"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1015806","2024/11/30 12:00:00","127901","3004","10158026"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","1016006","2024/12/31 12:00:00","102801","3010","10160001"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","1016006","2024/12/31 12:00:00","102801","3010","10160002"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","1016006","2024/12/31 12:00:00","105301","3001","10160003"
"バトル開始後味方全体のＴＰ大回復","1016006","2024/12/31 12:00:00","105301","3014","10160004"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","1016006","2024/12/31 12:00:00","110301","3010","10160005"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","1016006","2024/12/31 12:00:00","110301","3010","10160006"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","1016006","2024/12/31 12:00:00","114501","3002","10160007"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","1016006","2024/12/31 12:00:00","114501","3004","10160008"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","1016006","2024/12/31 12:00:00","127501","3005","10160009"
"バトル開始後味方全体の行動不能\n2回無効","1016006","2024/12/31 12:00:00","127501","3013","10160010"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","1016006","2025/01/03 19:00:00","133501","3003","10160011"
"バトル開始後味方全体のＴＰ大回復","1016006","2025/01/03 19:00:00","133501","3014","10160012"
"バトル開始後90秒間物理攻撃力極大\nアップ","1016006","2024/12/31 12:00:00","180901","3001","10160013"
"バトル開始後90秒間ＴＰ上昇大アップ","1016006","2024/12/31 12:00:00","180901","3010","10160014"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","1016006","2024/12/31 12:00:00","114201","3005","10160015"
"バトル開始後味方全体の行動不能\n2回無効","1016006","2024/12/31 12:00:00","114201","3013","10160016"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","1016006","2024/12/31 12:00:00","125201","3011","10160017"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","1016006","2024/12/31 12:00:00","125201","3011","10160018"
"バトル開始後90秒間物理攻撃力極大\nアップ","1016006","2024/12/31 12:00:00","133201","3001","10160019"
"バトル開始後90秒間ＴＰ上昇大アップ","1016006","2024/12/31 12:00:00","133201","3010","10160020"
