550e06ee2fa152b473ef32ca5e9bcc5af69ef82a664989a3ee5d99020a761a96,10931db044eb26de18ce370212902670f03264fa86ce8f6b06ddaca9aa56cd57,a987c740e4831c8ff70df2e19cb736b202f0d35b94f011612a7c4a278a43953d,345e6365f11fd84f6ad0614ee86ed66e55174612858f4c3ea08d43e49f0719cf,37acf183a29282942fc0b0e71f7153b6ed24720bf44febe472da923987b5ab9a,7ae9d78e270496aeaeb373f3d1354b81712e0904622c1e02cdf23485dfdae161,d97f707acaab4116e53b6b2b2cebae8547fc57bb005b52ead7f60515f13b7c1c,ddbf25b5bee3cba9ade5632b184269faa36403cf34872f20e1a57c8efc76132a,bed3e21b4ee624de8f8b20d27fdc6f68f16527f7ed902eb2df21c935867ae6b5,df7c055fbd9e279b70213c46cf3a080cb4af74ee50638b916b39dc9576fdfd0f,b395bf3ca6c6c9558a3c19645b7a569155058a85aff58df6336beafdd9def28c
"3","0.2","","1","cgg_surprise","0","102811","cgg_talk_surprise1","204","0","204020"
"12","0.2","","","4","","102811","","204","1.4","204021"
"93","","","","0","","3","","204","","204022"
"3","0.2","","","cgg_idle_def","","102811","","204","1","204023"
"3","0.2","","","cgg_idle_reaction3","","1","","204","1","204024"
"12","0.2","","","11","","1","","204","1.4","204025"
"93","","","","0","","3","","204","","204026"
"3","0.2","","","cgg_idle_normal","","1","","204","1","204027"
"3","0.2","","","cgg_talk_joy3_blink","","102811","","204","1","204028"
"12","0.2","","","10","","102811","","204","1.4","204029"
"93","","","","0","","3","","204","","204030"
"101","","","","0","","204015","","204","","204031"
"22","","","","0.5","","0","","204","","204032"
"6","0.1","","0","1","0","1","1","204","1","204033"
"6","0.1","","0","1","0","102811","1","204","1","204034"
"93","","","","0","","0.1","","204","","204035"
"3","0","","","cgg_idle_normal","","1","","204","1","204036"
"3","0","","","cgg_idle_def","","102811","","204","1","204037"
"5","160","cgg_idle_normal","-230","1","0","1","-420","205","100","205001"
"1","1.6","cgg_idle_def","-230","102511","1","1","420","205","100","205002"
"6","0.1","","1","1","0","1","1","205","1","205003"
"6","0.1","","1","1","0","102511","1","205","1","205004"
"93","","","","0","","0.2","","205","","205005"
"21","","","","vo_minigame_1007_top_talk_11_017","","vo_minigame_1007","0","205","0","205006"
"11","0","0","0","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","0","102511","0","205","6","205007"
"3","0.2","","1","cgg_surprise2","0","1","cgg_idle_surprise2","205","0","205008"
"3","0.2","","1","cgg_surprise","0","102511","cgg_talk_surprise1","205","0","205009"
"93","","","","0","","5.5","","205","","205010"
"3","0.2","","1","cgg_shock","0","1","cgg_idle_shock","205","0","205011"
"3","0.2","","1","cgg_talk_sad2","0","102511","","205","1","205012"
"91","","","","","","205007","","205","","205013"
"93","","","","0","","0.5","","205","","205014"
"3","0.2","","","cgg_idle_def","","102511","","205","1","205015"
"3","0.2","","","cgg_idle_reaction4","","1","","205","1","205016"
"12","0.2","","","2","","1","","205","1.4","205017"
"93","","","","0","","3","","205","","205018"
"3","0.2","","","cgg_idle_normal","","1","","205","1","205019"
"3","0.2","","","cgg_idle_tsun","","102511","","205","1","205020"
"12","0.2","","","5","","102511","","205","1.4","205021"
"93","","","","0","","3","","205","","205022"
"3","0.2","","","cgg_idle_def","","102511","","205","1","205023"
"3","0.2","","","cgg_idle_surprise_sad","","1","","205","1","205024"
"12","0.2","","","1","","1","","205","1.4","205025"
"93","","","","0","","3","","205","","205026"
"3","0.2","","","cgg_idle_normal","","1","","205","1","205027"
"3","0.2","","","cgg_talk_sad2","","102511","","205","1","205028"
"12","0.2","","","15","","102511","","205","1.4","205029"
"93","","","","0","","3","","205","","205030"
"101","","","","0","","205015","","205","","205031"
"22","","","","0.5","","0","","205","","205032"
"6","0.1","","0","1","0","1","1","205","1","205033"
"6","0.1","","0","1","0","102511","1","205","1","205034"
"93","","","","0","","0.1","","205","","205035"
"3","0","","","cgg_idle_normal","","1","","205","1","205036"
"3","0","","","cgg_idle_def","","102511","","205","1","205037"
"5","160","cgg_idle_normal","-230","1","0","1","-420","206","100","206001"
"1","1.6","cgg_idle_def","-230","110911","1","1","420","206","100","206002"
"6","0.1","","1","1","0","1","1","206","1","206003"
"6","0.1","","1","1","0","110911","1","206","1","206004"
"93","","","","0","","0.2","","206","","206005"
"21","","","","vo_minigame_1007_top_talk_12_018","","vo_minigame_1007","0","206","0","206006"
"11","0","0","0","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","0","110911","0","206","6","206007"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","206","0","206008"
"3","0.2","","","cgg_talk_joy1_normal","","110911","","206","1","206009"
"93","","","","0","","2.3","","206","","206010"
"3","0.2","","","cgg_idle_surprise2","","1","","206","1","206011"
"3","0.2","","","cgg_talk_joy3_blink2","","110911","","206","1","206012"
"93","","","","0","","3.2","","206","","206013"
"3","0.2","","1","cgg_talk_handsup","0","1","cgg_idle_reaction1","206","0","206014"
"3","0.2","","1","cgg_talk_guts_anger_NoBlink","0","110911","cgg_idle_guts_anger","206","0","206015"
"91","","","","","","206007","","206","","206016"
"93","","","","0","","0.5","","206","","206017"
"3","0.2","","","cgg_idle_def","","110911","","206","1","206018"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","206","0","206019"
"12","0.2","","","10","","1","","206","1.4","206020"
"93","","","","0","","3","","206","","206021"
"3","0.2","","","cgg_idle_normal","","1","","206","1","206022"
"3","0.2","","","cgg_talk_sad","","110911","","206","1","206023"
"12","0.2","","","5","","110911","","206","1.4","206024"
"93","","","","0","","3","","206","","206025"
"3","0.2","","","cgg_idle_def","","110911","","206","1","206026"
"3","0.2","","1","cgg_surprise2","0","1","cgg_idle_surprise2","206","0","206027"
"12","0.2","","","4","","1","","206","1.4","206028"
"93","","","","0","","3","","206","","206029"
"3","0.2","","","cgg_idle_normal","","1","","206","1","206030"
"3","0.2","","1","cgg_talk_guts_anger","0","110911","cgg_idle_guts_anger","206","0","206031"
"12","0.2","","","11","","110911","","206","1.4","206032"
"93","","","","0","","3","","206","","206033"
"101","","","","0","","206018","","206","","206034"
"22","","","","0.5","","0","","206","","206035"
"6","0.1","","0","1","0","1","1","206","1","206036"
"6","0.1","","0","1","0","110911","1","206","1","206037"
"93","","","","0","","0.1","","206","","206038"
"3","0","","","cgg_idle_normal","","1","","206","1","206039"
"3","0","","","cgg_idle_def","","110911","","206","1","206040"
"5","160","cgg_idle_normal","-230","1","0","1","-420","301","100","301001"
"1","1.6","cgg_idle_def","-230","105811","1","1","420","301","100","301002"
"6","0.1","","1","1","0","1","1","301","1","301003"
"6","0.1","","1","1","0","105811","1","301","1","301004"
"93","","","","0","","0.2","","301","","301005"
"21","","","","vo_minigame_1007_top_talk_13_019","3","vo_minigame_1007","0","301","0","301006"
"11","0","0","0","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","0","105811","0","301","6","301007"
"3","0.2","","","cgg_idle_reaction1","","1","","301","1","301008"
"3","0.2","","1","cgg_surprise_kira","0","105811","cgg_talk_surprise_kira","301","0","301009"
"93","","","","0","","1.7","","301","","301010"
"3","0.2","","1","cgg_talk_nod","0","1","cgg_idle_nod","301","0","301011"
"3","0.2","","","cgg_talk_joy1_normal","","105811","","301","1","301012"
"93","","","","0","","1.8","","301","","301013"
"3","0.2","","1","cgg_joy","0","1","cgg_idle_reaction3","301","0","301014"
"3","0.2","","1","cgg_handclap_def_N","0.2","105811","cgg_idle_def","301","0","301015"
"91","","","","","","301007","","301","","301016"
"93","","","","0","","0.5","","301","","301017"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","301","0","301018"
"12","0.2","","","10","","1","","301","1.4","301019"
"93","","","","0","","3","","301","","301020"
"3","0.2","","","cgg_idle_normal","","1","","301","1","301021"
"3","0.2","","1","cgg_surprise_kira","0","105811","cgg_talk_surprise_kira","301","0","301022"
"12","0.2","","","7","","105811","","301","1.4","301023"
"93","","","","0","","3","","301","","301024"
"3","0.2","","","cgg_idle_def","","105811","","301","1","301025"
"3","0.2","","","cgg_idle_surprise3","","1","","301","1","301026"
"12","0.2","","","6","","1","","301","1.4","301027"
"93","","","","0","","3","","301","","301028"
"3","0.2","","","cgg_idle_normal","","1","","301","1","301029"
"3","0.1","","","cgg_idle_joy3","","105811","","301","1","301030"
"12","0.2","","","10","","105811","","301","1.4","301031"
"93","","","","0","","3","","301","","301032"
"3","0.2","","","cgg_idle_def","","105811","","301","1","301033"
"101","","","","0","","301018","","301","","301034"
"22","","","","0.5","","0","","301","","301035"
"6","0.1","","0","1","0","1","1","301","1","301036"
"6","0.1","","0","1","0","105811","1","301","1","301037"
"93","","","","0","","0.1","","301","","301038"
"3","0","","","cgg_idle_normal","","1","","301","1","301039"
"3","0","","","cgg_idle_def","","105811","","301","1","301040"
"5","160","cgg_idle_normal","-230","1","0","1","-420","302","100","302001"
"1","1.6","cgg_idle_def","-230","105911","1","1","420","302","100","302002"
"6","0.1","","1","1","0","1","1","302","1","302003"
"6","0.1","","1","1","0","105911","1","302","1","302004"
"93","","","","0","","0.2","","302","","302005"
"21","","","","vo_minigame_1007_top_talk_14_020","","vo_minigame_1007","0","302","0","302006"
"11","0","0","0","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","0","105911","0","302","6","302007"
"3","0.2","","","cgg_idle_reaction5","","1","","302","1","302008"
"3","0.2","","","cgg_talk_joy3","","105911","","302","1","302009"
"93","","","","0","","4.5","","302","","302010"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","302","0","302011"
"3","0.2","","","cgg_talk_wish","","105911","","302","1","302012"
"91","","","","","","302007","","302","","302013"
"93","","","","0","","0.5","","302","","302014"
"3","0.2","","","cgg_idle_def","","105911","","302","1","302015"
"3","0.2","","1","cgg_talk_nod","0","1","cgg_idle_nod","302","0","302016"
"12","0.2","","","6","","1","","302","1.4","302017"
"93","","","","0","","3","","302","","302018"
"3","0.2","","","cgg_idle_normal","","1","","302","1","302019"
"3","0.2","","","cgg_talk_joy3_blink","","105911","","302","1","302020"
"12","0.2","","","7","","105911","","302","1.4","302021"
"93","","","","0","","3","","302","","302022"
"3","0.2","","","cgg_idle_def","","105911","","302","1","302023"
"3","0.2","","","cgg_idle_reaction3","","1","","302","1","302024"
"12","0.2","","","10","","1","","302","1.4","302025"
"93","","","","0","","3","","302","","302026"
"3","0.2","","","cgg_idle_normal","","1","","302","1","302027"
"3","0.2","","1","cgg_talk_guts","0","105911","cgg_idle_guts","302","0","302028"
"12","0.2","","","11","","105911","","302","1.4","302029"
"93","","","","0","","3","","302","","302030"
"101","","","","0","","302015","","302","","302031"
"22","","","","0.5","","0","","302","","302032"
"6","0.1","","0","1","0","1","1","302","1","302033"
"6","0.1","","0","1","0","105911","1","302","1","302034"
"93","","","","0","","0.1","","302","","302035"
"3","0","","","cgg_idle_normal","","1","","302","1","302036"
"3","0","","","cgg_idle_def","","105911","","302","1","302037"
"5","160","cgg_idle_normal","-230","1","0","1","-420","303","100","303001"
"1","1.6","cgg_idle_def","-230","106011","1","1","420","303","100","303002"
"6","0.1","","1","1","0","1","1","303","1","303003"
"6","0.1","","1","1","0","106011","1","303","1","303004"
"93","","","","0","","0.2","","303","","303005"
"21","","","","vo_minigame_1007_top_talk_15_021","","vo_minigame_1007","0","303","0","303006"
"11","0","0","0","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","0","106011","0","303","6","303007"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","303","0","303008"
"3","0.2","","1","cgg_surprise","0","106011","cgg_talk_surprise1","303","0","303009"
"93","","","","0","","3","","303","","303010"
"3","0.2","","","cgg_talk_joy1_normal","","106011","","303","1","303011"
"93","","","","0","","2.1","","303","","303012"
"3","0.2","","1","cgg_talk_handsup","0","1","cgg_idle_reaction1","303","0","303013"
"3","0.2","","1","cgg_talk_doya","0","106011","cgg_idle_doya","303","0","303014"
"91","","","","","","303007","","303","","303015"
"93","","","","0","","0.5","","303","","303016"
"3","0.2","","","cgg_idle_def","","106011","","303","1","303017"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","303","0","303018"
"12","0.2","","","6","","1","","303","1.4","303019"
"93","","","","0","","3","","303","","303020"
"3","0.2","","","cgg_idle_normal","","1","","303","1","303021"
"3","0.2","","1","cgg_surprise","0","106011","cgg_talk_surprise1","303","0","303022"
"12","0.2","","","4","","106011","","303","1.4","303023"
"93","","","","0","","3","","303","","303024"
"3","0.2","","","cgg_idle_def","","106011","","303","1","303025"
"3","0.2","","1","cgg_talk_guts2","0","1","cgg_idle_guts2","303","0","303026"
"12","0.2","","","7","","1","","303","1.4","303027"
"93","","","","0","","3","","303","","303028"
"3","0.2","","","cgg_idle_normal","","1","","303","1","303029"
"3","0.2","","","cgg_idle_bitter","","106011","","303","1","303030"
"12","0.2","","","1","","106011","","303","1.4","303031"
"93","","","","0","","3","","303","","303032"
"101","","","","0","","303017","","303","","303033"
"22","","","","0.5","","0","","303","","303034"
"6","0.1","","0","1","0","1","1","303","1","303035"
"6","0.1","","0","1","0","106011","1","303","1","303036"
"93","","","","0","","0.1","","303","","303037"
"3","0","","","cgg_idle_normal","","1","","303","1","303038"
"3","0","","","cgg_idle_def","","106011","","303","1","303039"
"5","160","cgg_idle_normal","-230","1","0","1","-420","304","100","304001"
"1","1.6","cgg_idle_def","-230","106411","1","1","420","304","100","304002"
"6","0.1","","1","1","0","1","1","304","1","304003"
"6","0.1","","1","1","0","106411","1","304","1","304004"
"93","","","","0","","0.2","","304","","304005"
"21","","","","vo_minigame_1007_top_talk_16_022","","vo_minigame_1007","0","304","0","304006"
"11","0","0","0","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","0","106411","0","304","5","304007"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","304","0","304008"
"3","0.2","","2","cgg_surprise_dere","0","106411","cgg_talk_surprise_dere","304","0","304009"
"93","","","","0","","5.2","","304","","304010"
"3","0.2","","","cgg_talk_joy3","","106411","","304","1","304011"
"91","","","","","","304007","","304","","304012"
"93","","","","0","","0.5","","304","","304013"
"3","0.2","","","cgg_idle_def","","106411","","304","1","304014"
"3","0.2","","","cgg_idle_surprise3","","1","","304","1","304015"
"12","0.2","","","6","","1","","304","1.4","304016"
"93","","","","0","","3","","304","","304017"
"3","0.2","","","cgg_idle_normal","","1","","304","1","304018"
"3","0.2","","","cgg_talk_joy1","","106411","","304","1","304019"
"12","0.2","","","10","","106411","","304","1.4","304020"
"93","","","","0","","3","","304","","304021"
"3","0.2","","","cgg_idle_def","","106411","","304","1","304022"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","304","0","304023"
"12","0.2","","","6","","1","","304","1.4","304024"
"93","","","","0","","3","","304","","304025"
"3","0.2","","","cgg_idle_normal","","1","","304","1","304026"
"3","0.2","","1","cgg_surprise_kira","0","106411","cgg_talk_surprise_kira","304","0","304027"
"12","0.2","","","7","","106411","","304","1.4","304028"
"93","","","","0","","3","","304","","304029"
"101","","","","0","","304015","","304","","304030"
"22","","","","0.5","","0","","304","","304031"
"6","0.1","","0","1","0","1","1","304","1","304032"
"6","0.1","","0","1","0","106411","1","304","1","304033"
"93","","","","0","","0.1","","304","","304034"
"3","0","","","cgg_idle_normal","","1","","304","1","304035"
"3","0","","","cgg_idle_def","","106411","","304","1","304036"
"5","160","cgg_idle_normal","-230","1","0","1","-420","305","100","305001"
"1","1.6","cgg_idle_def","-230","110911","1","1","420","305","100","305002"
"6","0.1","","1","1","0","1","1","305","1","305003"
"6","0.1","","1","1","0","110911","1","305","1","305004"
"93","","","","0","","0.2","","305","","305005"
"21","","","","vo_minigame_1007_top_talk_17_023","","vo_minigame_1007","0","305","0","305006"
"11","0","0","0","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","0","110911","0","305","6","305007"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","305","0","305008"
"3","0.2","","","cgg_talk_joy1","","110911","","305","1","305009"
"93","","","","0","","1.9","","305","","305010"
"3","0.2","","","cgg_idle_nod","","1","","305","1","305011"
"3","0.2","","","cgg_talk_joy3_dere","","110911","","305","1","305012"
"91","","","","","","305007","","305","","305013"
"93","","","","0","","0.5","","305","","305014"
"3","0.2","","","cgg_idle_def","","110911","","305","1","305015"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","305","0","305016"
"12","0.2","","","6","","1","","305","1.4","305017"
"93","","","","0","","3","","305","","305018"
"3","0.2","","","cgg_idle_normal","","1","","305","1","305019"
"3","0.2","","","cgg_talk_joy3","","110911","","305","1","305020"
"12","0.2","","","10","","110911","","305","1.4","305021"
"93","","","","0","","3","","305","","305022"
"3","0.2","","","cgg_idle_def","","110911","","305","1","305023"
"3","0.2","","","cgg_idle_reaction3","","1","","305","1","305024"
"12","0.2","","","10","","1","","305","1.4","305025"
"93","","","","0","","3","","305","","305026"
"3","0.2","","","cgg_idle_normal","","1","","305","1","305027"
"3","0.2","","1","cgg_talk_arm_crossed","0","110911","cgg_idle_arm_crossed","305","0","305028"
"12","0.2","","","7","","110911","","305","1.4","305029"
"93","","","","0","","3","","305","","305030"
"101","","","","0","","305015","","305","","305031"
"22","","","","0.5","","0","","305","","305032"
"6","0.1","","0","1","0","1","1","305","1","305033"
"6","0.1","","0","1","0","110911","1","305","1","305034"
"93","","","","0","","0.1","","305","","305035"
"3","0","","","cgg_idle_normal","","1","","305","1","305036"
"3","0","","","cgg_idle_def","","110911","","305","1","305037"
"5","160","cgg_idle_normal","-230","1","0","1","-420","306","100","306001"
"1","1.6","cgg_idle_def","-230","117211","1","1","290","306","100","306002"
"1","1.6","cgg_idle_def","-230","117311","1","1","405","306","101","306003"
"1","1.6","cgg_idle_def","-230","117411","1","1","520","306","102","306004"
"6","0.1","","1","1","0","1","1","306","1","306005"
"6","0.1","","1","1","0","117211","1","306","1","306006"
"6","0.1","","1","1","0","117311","1","306","1","306007"
"6","0.1","","1","1","0","117411","1","306","1","306008"
"93","","","","0","","0.2","","306","","306009"
"21","","","","vo_minigame_1007_top_talk_18_024","","vo_minigame_1007","0","306","0","306010"
"11","0","0","0","私たちのグッズを\n全部集めてくれて\nありがとう♪","0","117211","0","306","7","306011"
"3","0.2","","","cgg_idle_reaction1","","1","","306","1","306012"
"3","0.2","","","cgg_talk_joy1_normal","","117211","","306","1","306013"
"93","","","","0","","2.4","","306","","306014"
"3","0.2","","1","cgg_joy","0","1","cgg_idle_reaction3","306","0","306015"
"3","0.2","","","cgg_talk_surprise_nozomi","","117211","","306","1","306016"
"91","","","","","","306011","","306","","306017"
"3","0.2","","","cgg_idle_def","","117211","","306","1","306018"
"21","","","","vo_minigame_1007_top_talk_18_025","","vo_minigame_1007","0","306","0","306019"
"11","0","0","0","全部集めてしまう\nなんて、驚きました\nおめでとうございます","0","117311","0","306","5","306020"
"3","0.2","","1","cgg_talk_doya","0","1","cgg_idle_doya","306","0","306021"
"3","0.2","","","cgg_talk_surprise1","","117311","","306","1","306022"
"93","","","","0","","4.5","","306","","306023"
"3","0.2","","","cgg_idle_reaction5","","1","","306","1","306024"
"3","0.2","","","cgg_talk_wish","","117311","","306","1","306025"
"91","","","","","","306020","","306","","306026"
"3","0.2","","","cgg_idle_def","","117311","","306","1","306027"
"21","","","","vo_minigame_1007_top_talk_18_026","","vo_minigame_1007","0","306","0","306028"
"11","0","0","0","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","0","117411","0","306","5","306029"
"3","0.2","","","cgg_idle_surprise1","","1","","306","1","306030"
"3","0.2","","","cgg_idle_tsun","","117411","","306","1","306031"
"93","","","","0","","4.3","","306","","306032"
"3","0.2","","1","cgg_talk_guts2","0","1","cgg_idle_guts2","306","0","306033"
"3","0.2","","","cgg_talk_joy1","","117411","","306","1","306034"
"91","","","","","","306029","","306","","306035"
"93","","","","0","","0.5","","306","","306036"
"3","0.2","","","cgg_idle_def","","117411","","306","1","306037"
"3","0.2","","","cgg_idle_normal","","1","","306","1","306038"
"3","0.2","","","cgg_talk_joy1","","117211","","306","1","306039"
"12","0.2","","","10","","117211","","306","1.4","306040"
"93","","","","0","","3","","306","","306041"
"3","0.2","","","cgg_idle_def","","117211","","306","1","306042"
"3","0.2","","","cgg_talk_wish","","117311","","306","1","306043"
"12","0.2","","","7","","117311","","306","1.4","306044"
"93","","","","0","","3","","306","","306045"
"3","0.2","","","cgg_idle_def","","117311","","306","1","306046"
"3","0.2","","1","cgg_talk_guts","0","117411","cgg_idle_guts","306","0","306047"
"12","0.2","","","4","","117411","","306","1.4","306048"
"93","","","","0","","3","","306","","306049"
"3","0.2","","","cgg_idle_def","","117411","","306","1","306050"
"3","0.2","","","cgg_idle_reaction3","","1","","306","1","306051"
"12","0.2","","","6","","1","","306","1.4","306052"
"93","","","","0","","3","","306","","306053"
"101","","","","0","","306038","","306","","306054"
"22","","","","0.5","","0","","306","","306055"
"6","0.1","","0","1","0","1","1","306","1","306056"
"6","0.1","","0","1","0","117211","1","306","1","306057"
"6","0.1","","0","1","0","117311","1","306","1","306058"
"6","0.1","","0","1","0","117411","1","306","1","306059"
"93","","","","0","","0.1","","306","","306060"
"3","0","","","cgg_idle_normal","","1","","306","1","306061"
"3","0","","","cgg_idle_def","","117211","","306","1","306062"
"3","0","","","cgg_idle_def","","117311","","306","1","306063"
"3","0","","","cgg_idle_def","","117411","","306","1","306064"
