d0e3a413a3c73871445e2e1729de98053b5aa9f4fb50c9bb397da4c40d05d0dd,29dde2f8d2b867d3a8854ec8702306ef33d45a58cdf97d69afa795ac35048f37,4f5e76633363cadc9946897fb77c53f59aa3010015460762019bc38624e9b202,f1fa80b4d13451a229d065ecb54ad1ad8fc0a6cd76cce06e9f49af240b3ae55e,ade47d030c32b99f3bd19c738722a99066e85222d35af476a894c04e0544fe04,5c3fae414754d90f465be7366f37ba6f43a70f6c071cbbcd29c43ebf4a5b6c4a,182b61561090514f526e8622f75da41ad6b20f2cda0d00c47f4c3ba5d6f5ec89,264e9e95f7638a6804816690e06cb19fe53ae24ca564db80499b31c46e66f4b3,f0de87803736f084ea36683a23db01d908b5a8678c55eba50c3b428985647a48,04f0fd46facaf0267aac56fdda20c90d8cd2aae5e98fc9fb6e12fe302a782776,a6cc2855b7f42d36f9032d966a5cd0cb0e5e73c2a4d03f2aa3b6143a9af43901
"cgg_surprise","0","3","cgg_talk_surprise1","","0.2","204","102811","0","204020","1"
"4","","12","","","0.2","204","102811","1.4","204021",""
"0","","93","","","","204","3","","204022",""
"cgg_idle_def","","3","","","0.2","204","102811","1","204023",""
"cgg_idle_reaction3","","3","","","0.2","204","1","1","204024",""
"11","","12","","","0.2","204","1","1.4","204025",""
"0","","93","","","","204","3","","204026",""
"cgg_idle_normal","","3","","","0.2","204","1","1","204027",""
"cgg_talk_joy3_blink","","3","","","0.2","204","102811","1","204028",""
"10","","12","","","0.2","204","102811","1.4","204029",""
"0","","93","","","","204","3","","204030",""
"0","","101","","","","204","204015","","204031",""
"0.5","","22","","","","204","0","","204032",""
"1","0","6","1","","0.1","204","1","1","204033","0"
"1","0","6","1","","0.1","204","102811","1","204034","0"
"0","","93","","","","204","0.1","","204035",""
"cgg_idle_normal","","3","","","0","204","1","1","204036",""
"cgg_idle_def","","3","","","0","204","102811","1","204037",""
"1","0","5","-420","cgg_idle_normal","160","205","1","100","205001","-230"
"102511","1","1","420","cgg_idle_def","1.6","205","1","100","205002","-230"
"1","0","6","1","","0.1","205","1","1","205003","1"
"1","0","6","1","","0.1","205","102511","1","205004","1"
"0","","93","","","","205","0.2","","205005",""
"vo_minigame_1007_top_talk_11_017","","21","0","","","205","vo_minigame_1007","0","205006",""
"なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","0","11","0","0","0","205","102511","6","205007","0"
"cgg_surprise2","0","3","cgg_idle_surprise2","","0.2","205","1","0","205008","1"
"cgg_surprise","0","3","cgg_talk_surprise1","","0.2","205","102511","0","205009","1"
"0","","93","","","","205","5.5","","205010",""
"cgg_shock","0","3","cgg_idle_shock","","0.2","205","1","0","205011","1"
"cgg_talk_sad2","0","3","","","0.2","205","102511","1","205012","1"
"","","91","","","","205","205007","","205013",""
"0","","93","","","","205","0.5","","205014",""
"cgg_idle_def","","3","","","0.2","205","102511","1","205015",""
"cgg_idle_reaction4","","3","","","0.2","205","1","1","205016",""
"2","","12","","","0.2","205","1","1.4","205017",""
"0","","93","","","","205","3","","205018",""
"cgg_idle_normal","","3","","","0.2","205","1","1","205019",""
"cgg_idle_tsun","","3","","","0.2","205","102511","1","205020",""
"5","","12","","","0.2","205","102511","1.4","205021",""
"0","","93","","","","205","3","","205022",""
"cgg_idle_def","","3","","","0.2","205","102511","1","205023",""
"cgg_idle_surprise_sad","","3","","","0.2","205","1","1","205024",""
"1","","12","","","0.2","205","1","1.4","205025",""
"0","","93","","","","205","3","","205026",""
"cgg_idle_normal","","3","","","0.2","205","1","1","205027",""
"cgg_talk_sad2","","3","","","0.2","205","102511","1","205028",""
"15","","12","","","0.2","205","102511","1.4","205029",""
"0","","93","","","","205","3","","205030",""
"0","","101","","","","205","205015","","205031",""
"0.5","","22","","","","205","0","","205032",""
"1","0","6","1","","0.1","205","1","1","205033","0"
"1","0","6","1","","0.1","205","102511","1","205034","0"
"0","","93","","","","205","0.1","","205035",""
"cgg_idle_normal","","3","","","0","205","1","1","205036",""
"cgg_idle_def","","3","","","0","205","102511","1","205037",""
"1","0","5","-420","cgg_idle_normal","160","206","1","100","206001","-230"
"110911","1","1","420","cgg_idle_def","1.6","206","1","100","206002","-230"
"1","0","6","1","","0.1","206","1","1","206003","1"
"1","0","6","1","","0.1","206","110911","1","206004","1"
"0","","93","","","","206","0.2","","206005",""
"vo_minigame_1007_top_talk_12_018","","21","0","","","206","vo_minigame_1007","0","206006",""
"そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","0","11","0","0","0","206","110911","6","206007","0"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","206","1","0","206008","1"
"cgg_talk_joy1_normal","","3","","","0.2","206","110911","1","206009",""
"0","","93","","","","206","2.3","","206010",""
"cgg_idle_surprise2","","3","","","0.2","206","1","1","206011",""
"cgg_talk_joy3_blink2","","3","","","0.2","206","110911","1","206012",""
"0","","93","","","","206","3.2","","206013",""
"cgg_talk_handsup","0","3","cgg_idle_reaction1","","0.2","206","1","0","206014","1"
"cgg_talk_guts_anger_NoBlink","0","3","cgg_idle_guts_anger","","0.2","206","110911","0","206015","1"
"","","91","","","","206","206007","","206016",""
"0","","93","","","","206","0.5","","206017",""
"cgg_idle_def","","3","","","0.2","206","110911","1","206018",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","206","1","0","206019","1"
"10","","12","","","0.2","206","1","1.4","206020",""
"0","","93","","","","206","3","","206021",""
"cgg_idle_normal","","3","","","0.2","206","1","1","206022",""
"cgg_talk_sad","","3","","","0.2","206","110911","1","206023",""
"5","","12","","","0.2","206","110911","1.4","206024",""
"0","","93","","","","206","3","","206025",""
"cgg_idle_def","","3","","","0.2","206","110911","1","206026",""
"cgg_surprise2","0","3","cgg_idle_surprise2","","0.2","206","1","0","206027","1"
"4","","12","","","0.2","206","1","1.4","206028",""
"0","","93","","","","206","3","","206029",""
"cgg_idle_normal","","3","","","0.2","206","1","1","206030",""
"cgg_talk_guts_anger","0","3","cgg_idle_guts_anger","","0.2","206","110911","0","206031","1"
"11","","12","","","0.2","206","110911","1.4","206032",""
"0","","93","","","","206","3","","206033",""
"0","","101","","","","206","206018","","206034",""
"0.5","","22","","","","206","0","","206035",""
"1","0","6","1","","0.1","206","1","1","206036","0"
"1","0","6","1","","0.1","206","110911","1","206037","0"
"0","","93","","","","206","0.1","","206038",""
"cgg_idle_normal","","3","","","0","206","1","1","206039",""
"cgg_idle_def","","3","","","0","206","110911","1","206040",""
"1","0","5","-420","cgg_idle_normal","160","301","1","100","301001","-230"
"105811","1","1","420","cgg_idle_def","1.6","301","1","100","301002","-230"
"1","0","6","1","","0.1","301","1","1","301003","1"
"1","0","6","1","","0.1","301","105811","1","301004","1"
"0","","93","","","","301","0.2","","301005",""
"vo_minigame_1007_top_talk_13_019","3","21","0","","","301","vo_minigame_1007","0","301006",""
"やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","0","11","0","0","0","301","105811","6","301007","0"
"cgg_idle_reaction1","","3","","","0.2","301","1","1","301008",""
"cgg_surprise_kira","0","3","cgg_talk_surprise_kira","","0.2","301","105811","0","301009","1"
"0","","93","","","","301","1.7","","301010",""
"cgg_talk_nod","0","3","cgg_idle_nod","","0.2","301","1","0","301011","1"
"cgg_talk_joy1_normal","","3","","","0.2","301","105811","1","301012",""
"0","","93","","","","301","1.8","","301013",""
"cgg_joy","0","3","cgg_idle_reaction3","","0.2","301","1","0","301014","1"
"cgg_handclap_def_N","0.2","3","cgg_idle_def","","0.2","301","105811","0","301015","1"
"","","91","","","","301","301007","","301016",""
"0","","93","","","","301","0.5","","301017",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","301","1","0","301018","1"
"10","","12","","","0.2","301","1","1.4","301019",""
"0","","93","","","","301","3","","301020",""
"cgg_idle_normal","","3","","","0.2","301","1","1","301021",""
"cgg_surprise_kira","0","3","cgg_talk_surprise_kira","","0.2","301","105811","0","301022","1"
"7","","12","","","0.2","301","105811","1.4","301023",""
"0","","93","","","","301","3","","301024",""
"cgg_idle_def","","3","","","0.2","301","105811","1","301025",""
"cgg_idle_surprise3","","3","","","0.2","301","1","1","301026",""
"6","","12","","","0.2","301","1","1.4","301027",""
"0","","93","","","","301","3","","301028",""
"cgg_idle_normal","","3","","","0.2","301","1","1","301029",""
"cgg_idle_joy3","","3","","","0.1","301","105811","1","301030",""
"10","","12","","","0.2","301","105811","1.4","301031",""
"0","","93","","","","301","3","","301032",""
"cgg_idle_def","","3","","","0.2","301","105811","1","301033",""
"0","","101","","","","301","301018","","301034",""
"0.5","","22","","","","301","0","","301035",""
"1","0","6","1","","0.1","301","1","1","301036","0"
"1","0","6","1","","0.1","301","105811","1","301037","0"
"0","","93","","","","301","0.1","","301038",""
"cgg_idle_normal","","3","","","0","301","1","1","301039",""
"cgg_idle_def","","3","","","0","301","105811","1","301040",""
"1","0","5","-420","cgg_idle_normal","160","302","1","100","302001","-230"
"105911","1","1","420","cgg_idle_def","1.6","302","1","100","302002","-230"
"1","0","6","1","","0.1","302","1","1","302003","1"
"1","0","6","1","","0.1","302","105911","1","302004","1"
"0","","93","","","","302","0.2","","302005",""
"vo_minigame_1007_top_talk_14_020","","21","0","","","302","vo_minigame_1007","0","302006",""
"主さま…\n見事な収集ぶりで\nございました\nさすがでございます","0","11","0","0","0","302","105911","6","302007","0"
"cgg_idle_reaction5","","3","","","0.2","302","1","1","302008",""
"cgg_talk_joy3","","3","","","0.2","302","105911","1","302009",""
"0","","93","","","","302","4.5","","302010",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","302","1","0","302011","1"
"cgg_talk_wish","","3","","","0.2","302","105911","1","302012",""
"","","91","","","","302","302007","","302013",""
"0","","93","","","","302","0.5","","302014",""
"cgg_idle_def","","3","","","0.2","302","105911","1","302015",""
"cgg_talk_nod","0","3","cgg_idle_nod","","0.2","302","1","0","302016","1"
"6","","12","","","0.2","302","1","1.4","302017",""
"0","","93","","","","302","3","","302018",""
"cgg_idle_normal","","3","","","0.2","302","1","1","302019",""
"cgg_talk_joy3_blink","","3","","","0.2","302","105911","1","302020",""
"7","","12","","","0.2","302","105911","1.4","302021",""
"0","","93","","","","302","3","","302022",""
"cgg_idle_def","","3","","","0.2","302","105911","1","302023",""
"cgg_idle_reaction3","","3","","","0.2","302","1","1","302024",""
"10","","12","","","0.2","302","1","1.4","302025",""
"0","","93","","","","302","3","","302026",""
"cgg_idle_normal","","3","","","0.2","302","1","1","302027",""
"cgg_talk_guts","0","3","cgg_idle_guts","","0.2","302","105911","0","302028","1"
"11","","12","","","0.2","302","105911","1.4","302029",""
"0","","93","","","","302","3","","302030",""
"0","","101","","","","302","302015","","302031",""
"0.5","","22","","","","302","0","","302032",""
"1","0","6","1","","0.1","302","1","1","302033","0"
"1","0","6","1","","0.1","302","105911","1","302034","0"
"0","","93","","","","302","0.1","","302035",""
"cgg_idle_normal","","3","","","0","302","1","1","302036",""
"cgg_idle_def","","3","","","0","302","105911","1","302037",""
"1","0","5","-420","cgg_idle_normal","160","303","1","100","303001","-230"
"106011","1","1","420","cgg_idle_def","1.6","303","1","100","303002","-230"
"1","0","6","1","","0.1","303","1","1","303003","1"
"1","0","6","1","","0.1","303","106011","1","303004","1"
"0","","93","","","","303","0.2","","303005",""
"vo_minigame_1007_top_talk_15_021","","21","0","","","303","vo_minigame_1007","0","303006",""
"へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","0","11","0","0","0","303","106011","6","303007","0"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","303","1","0","303008","1"
"cgg_surprise","0","3","cgg_talk_surprise1","","0.2","303","106011","0","303009","1"
"0","","93","","","","303","3","","303010",""
"cgg_talk_joy1_normal","","3","","","0.2","303","106011","1","303011",""
"0","","93","","","","303","2.1","","303012",""
"cgg_talk_handsup","0","3","cgg_idle_reaction1","","0.2","303","1","0","303013","1"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","303","106011","0","303014","1"
"","","91","","","","303","303007","","303015",""
"0","","93","","","","303","0.5","","303016",""
"cgg_idle_def","","3","","","0.2","303","106011","1","303017",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","303","1","0","303018","1"
"6","","12","","","0.2","303","1","1.4","303019",""
"0","","93","","","","303","3","","303020",""
"cgg_idle_normal","","3","","","0.2","303","1","1","303021",""
"cgg_surprise","0","3","cgg_talk_surprise1","","0.2","303","106011","0","303022","1"
"4","","12","","","0.2","303","106011","1.4","303023",""
"0","","93","","","","303","3","","303024",""
"cgg_idle_def","","3","","","0.2","303","106011","1","303025",""
"cgg_talk_guts2","0","3","cgg_idle_guts2","","0.2","303","1","0","303026","1"
"7","","12","","","0.2","303","1","1.4","303027",""
"0","","93","","","","303","3","","303028",""
"cgg_idle_normal","","3","","","0.2","303","1","1","303029",""
"cgg_idle_bitter","","3","","","0.2","303","106011","1","303030",""
"1","","12","","","0.2","303","106011","1.4","303031",""
"0","","93","","","","303","3","","303032",""
"0","","101","","","","303","303017","","303033",""
"0.5","","22","","","","303","0","","303034",""
"1","0","6","1","","0.1","303","1","1","303035","0"
"1","0","6","1","","0.1","303","106011","1","303036","0"
"0","","93","","","","303","0.1","","303037",""
"cgg_idle_normal","","3","","","0","303","1","1","303038",""
"cgg_idle_def","","3","","","0","303","106011","1","303039",""
"1","0","5","-420","cgg_idle_normal","160","304","1","100","304001","-230"
"106411","1","1","420","cgg_idle_def","1.6","304","1","100","304002","-230"
"1","0","6","1","","0.1","304","1","1","304003","1"
"1","0","6","1","","0.1","304","106411","1","304004","1"
"0","","93","","","","304","0.2","","304005",""
"vo_minigame_1007_top_talk_16_022","","21","0","","","304","vo_minigame_1007","0","304006",""
"すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","0","11","0","0","0","304","106411","5","304007","0"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","304","1","0","304008","1"
"cgg_surprise_dere","0","3","cgg_talk_surprise_dere","","0.2","304","106411","0","304009","2"
"0","","93","","","","304","5.2","","304010",""
"cgg_talk_joy3","","3","","","0.2","304","106411","1","304011",""
"","","91","","","","304","304007","","304012",""
"0","","93","","","","304","0.5","","304013",""
"cgg_idle_def","","3","","","0.2","304","106411","1","304014",""
"cgg_idle_surprise3","","3","","","0.2","304","1","1","304015",""
"6","","12","","","0.2","304","1","1.4","304016",""
"0","","93","","","","304","3","","304017",""
"cgg_idle_normal","","3","","","0.2","304","1","1","304018",""
"cgg_talk_joy1","","3","","","0.2","304","106411","1","304019",""
"10","","12","","","0.2","304","106411","1.4","304020",""
"0","","93","","","","304","3","","304021",""
"cgg_idle_def","","3","","","0.2","304","106411","1","304022",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","304","1","0","304023","1"
"6","","12","","","0.2","304","1","1.4","304024",""
"0","","93","","","","304","3","","304025",""
"cgg_idle_normal","","3","","","0.2","304","1","1","304026",""
"cgg_surprise_kira","0","3","cgg_talk_surprise_kira","","0.2","304","106411","0","304027","1"
"7","","12","","","0.2","304","106411","1.4","304028",""
"0","","93","","","","304","3","","304029",""
"0","","101","","","","304","304015","","304030",""
"0.5","","22","","","","304","0","","304031",""
"1","0","6","1","","0.1","304","1","1","304032","0"
"1","0","6","1","","0.1","304","106411","1","304033","0"
"0","","93","","","","304","0.1","","304034",""
"cgg_idle_normal","","3","","","0","304","1","1","304035",""
"cgg_idle_def","","3","","","0","304","106411","1","304036",""
"1","0","5","-420","cgg_idle_normal","160","305","1","100","305001","-230"
"110911","1","1","420","cgg_idle_def","1.6","305","1","100","305002","-230"
"1","0","6","1","","0.1","305","1","1","305003","1"
"1","0","6","1","","0.1","305","110911","1","305004","1"
"0","","93","","","","305","0.2","","305005",""
"vo_minigame_1007_top_talk_17_023","","21","0","","","305","vo_minigame_1007","0","305006",""
"フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","0","11","0","0","0","305","110911","6","305007","0"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","305","1","0","305008","1"
"cgg_talk_joy1","","3","","","0.2","305","110911","1","305009",""
"0","","93","","","","305","1.9","","305010",""
"cgg_idle_nod","","3","","","0.2","305","1","1","305011",""
"cgg_talk_joy3_dere","","3","","","0.2","305","110911","1","305012",""
"","","91","","","","305","305007","","305013",""
"0","","93","","","","305","0.5","","305014",""
"cgg_idle_def","","3","","","0.2","305","110911","1","305015",""
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","305","1","0","305016","1"
"6","","12","","","0.2","305","1","1.4","305017",""
"0","","93","","","","305","3","","305018",""
"cgg_idle_normal","","3","","","0.2","305","1","1","305019",""
"cgg_talk_joy3","","3","","","0.2","305","110911","1","305020",""
"10","","12","","","0.2","305","110911","1.4","305021",""
"0","","93","","","","305","3","","305022",""
"cgg_idle_def","","3","","","0.2","305","110911","1","305023",""
"cgg_idle_reaction3","","3","","","0.2","305","1","1","305024",""
"10","","12","","","0.2","305","1","1.4","305025",""
"0","","93","","","","305","3","","305026",""
"cgg_idle_normal","","3","","","0.2","305","1","1","305027",""
"cgg_talk_arm_crossed","0","3","cgg_idle_arm_crossed","","0.2","305","110911","0","305028","1"
"7","","12","","","0.2","305","110911","1.4","305029",""
"0","","93","","","","305","3","","305030",""
"0","","101","","","","305","305015","","305031",""
"0.5","","22","","","","305","0","","305032",""
"1","0","6","1","","0.1","305","1","1","305033","0"
"1","0","6","1","","0.1","305","110911","1","305034","0"
"0","","93","","","","305","0.1","","305035",""
"cgg_idle_normal","","3","","","0","305","1","1","305036",""
"cgg_idle_def","","3","","","0","305","110911","1","305037",""
"1","0","5","-420","cgg_idle_normal","160","306","1","100","306001","-230"
"117211","1","1","290","cgg_idle_def","1.6","306","1","100","306002","-230"
"117311","1","1","405","cgg_idle_def","1.6","306","1","101","306003","-230"
"117411","1","1","520","cgg_idle_def","1.6","306","1","102","306004","-230"
"1","0","6","1","","0.1","306","1","1","306005","1"
"1","0","6","1","","0.1","306","117211","1","306006","1"
"1","0","6","1","","0.1","306","117311","1","306007","1"
"1","0","6","1","","0.1","306","117411","1","306008","1"
"0","","93","","","","306","0.2","","306009",""
"vo_minigame_1007_top_talk_18_024","","21","0","","","306","vo_minigame_1007","0","306010",""
"私たちのグッズを\n全部集めてくれて\nありがとう♪","0","11","0","0","0","306","117211","7","306011","0"
"cgg_idle_reaction1","","3","","","0.2","306","1","1","306012",""
"cgg_talk_joy1_normal","","3","","","0.2","306","117211","1","306013",""
"0","","93","","","","306","2.4","","306014",""
"cgg_joy","0","3","cgg_idle_reaction3","","0.2","306","1","0","306015","1"
"cgg_talk_surprise_nozomi","","3","","","0.2","306","117211","1","306016",""
"","","91","","","","306","306011","","306017",""
"cgg_idle_def","","3","","","0.2","306","117211","1","306018",""
"vo_minigame_1007_top_talk_18_025","","21","0","","","306","vo_minigame_1007","0","306019",""
"全部集めてしまう\nなんて、驚きました\nおめでとうございます","0","11","0","0","0","306","117311","5","306020","0"
"cgg_talk_doya","0","3","cgg_idle_doya","","0.2","306","1","0","306021","1"
"cgg_talk_surprise1","","3","","","0.2","306","117311","1","306022",""
"0","","93","","","","306","4.5","","306023",""
"cgg_idle_reaction5","","3","","","0.2","306","1","1","306024",""
"cgg_talk_wish","","3","","","0.2","306","117311","1","306025",""
"","","91","","","","306","306020","","306026",""
"cgg_idle_def","","3","","","0.2","306","117311","1","306027",""
"vo_minigame_1007_top_talk_18_026","","21","0","","","306","vo_minigame_1007","0","306028",""
"せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","0","11","0","0","0","306","117411","5","306029","0"
"cgg_idle_surprise1","","3","","","0.2","306","1","1","306030",""
"cgg_idle_tsun","","3","","","0.2","306","117411","1","306031",""
"0","","93","","","","306","4.3","","306032",""
"cgg_talk_guts2","0","3","cgg_idle_guts2","","0.2","306","1","0","306033","1"
"cgg_talk_joy1","","3","","","0.2","306","117411","1","306034",""
"","","91","","","","306","306029","","306035",""
"0","","93","","","","306","0.5","","306036",""
"cgg_idle_def","","3","","","0.2","306","117411","1","306037",""
"cgg_idle_normal","","3","","","0.2","306","1","1","306038",""
"cgg_talk_joy1","","3","","","0.2","306","117211","1","306039",""
"10","","12","","","0.2","306","117211","1.4","306040",""
"0","","93","","","","306","3","","306041",""
"cgg_idle_def","","3","","","0.2","306","117211","1","306042",""
"cgg_talk_wish","","3","","","0.2","306","117311","1","306043",""
"7","","12","","","0.2","306","117311","1.4","306044",""
"0","","93","","","","306","3","","306045",""
"cgg_idle_def","","3","","","0.2","306","117311","1","306046",""
"cgg_talk_guts","0","3","cgg_idle_guts","","0.2","306","117411","0","306047","1"
"4","","12","","","0.2","306","117411","1.4","306048",""
"0","","93","","","","306","3","","306049",""
"cgg_idle_def","","3","","","0.2","306","117411","1","306050",""
"cgg_idle_reaction3","","3","","","0.2","306","1","1","306051",""
"6","","12","","","0.2","306","1","1.4","306052",""
"0","","93","","","","306","3","","306053",""
"0","","101","","","","306","306038","","306054",""
"0.5","","22","","","","306","0","","306055",""
"1","0","6","1","","0.1","306","1","1","306056","0"
"1","0","6","1","","0.1","306","117211","1","306057","0"
"1","0","6","1","","0.1","306","117311","1","306058","0"
"1","0","6","1","","0.1","306","117411","1","306059","0"
"0","","93","","","","306","0.1","","306060",""
"cgg_idle_normal","","3","","","0","306","1","1","306061",""
"cgg_idle_def","","3","","","0","306","117211","1","306062",""
"cgg_idle_def","","3","","","0","306","117311","1","306063",""
"cgg_idle_def","","3","","","0","306","117411","1","306064",""
