b21f65d9d04ecdc2ab38b4d94022ffc5377c072ae9290d620365b3ebe371d132,a84a16f13888cf584fbc72bab12c68a484846fe948c8914f84c91f10186bca9b,2a3b3e563bfe9de354912160ad2231f774f01f6178d35d81926f65bf8cae9f10,89f4c61150ce09659eb5f7c545509dc7123980ace047736bbc12274571f7f5b5,004e42467e1b215884567e305346cabf86c0354bb02f144d14a81c1d25894a6b,aff969f003eeb8fa3290f96c73c985f6ac6bb6e9d84a3ce2578e72eba544a2c8,732e3017f9aca61cd7eb2c3fd2f7979196a1f9f6ba13dc4ff579f2f76cb8833d,eb0ce2ce9bb18ebb22169546730abbca9fc91767d044b26d0c40cf18b0094a77,e53857e3e61a1e09f54a15815def7e008f49f332042cfc5cc85b85d06f52e401,fa5d74a7b48f508fe8006dd91f5a84e5e9b890bfde20d71a7d33532bb1ec47ae,72c57667ebcc240410e810591d608bf753f5ca7fbde0ebbd8ca2d50e2375c2e7
"0","0","72","","","0","91","","","","72030"
"clear_kohon_loop_shy","0","72","talk2ToKohon","","1","3","0.2","0","1","72031"
"0","0","72","vo_asb_0726","","vo_asb","21","","","","72032"
"1","10","72","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","0","1","11","0","0","1","72033"
"0","0","72","","","0","91","","","","72034"
"clear_guts1_talk","0","72","clear_guts1_in","","1","3","0.2","0","1","72035"
"0","0","72","vo_asb_0727","","vo_asb","21","","","","72036"
"1","10","72","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","0","1","11","0","0","1","72037"
"0","0","72","","","0","91","","","","72038"
"","","72","","","72040","101","","","","72039"
"1","1","72","1","","1","6","0.3","0","0","72040"
"1","1","72","1","","0","6","0.3","0","0","72041"
"0.3","-250","72","-120","","1","2","","","1","72042"
"0.3","0","72","-100","","0","2","","","1","72043"
"","","72","0","","0","22","","","","72044"
"","","72","0","","0.4","93","","","","72045"
"30","52","82","1","riri_idle","1","5","2.2","0","-250","82001"
"1","1","82","1","","1","6","0","0","0","82002"
"50","29","82","0","black","0","5","1","0","0","82003"
"1","1","82","1","","0","6","0","0","0","82004"
"","","82","","","0","91","","","","82005"
"1","1","82","1","","1","6","0.2","0","1","82006"
"1","1","82","1","","0","6","0.2","0","1","82007"
"0.3","-250","82","-20","","1","2","","","2","82008"
"0.3","0","82","0","","0","2","","","2","82009"
"","","82","0","","0.6","93","","","","82010"
"","1","82","riri_talk","","1","3","0.2","","","82011"
"0","0","82","vo_asb_0821","","vo_asb","21","","","","82012"
"1","10","82","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","0","1","11","0","0","1","82013"
"0","0","82","","","0","91","","","","82014"
"","1","82","sad_talk_surprise","","1","3","0.2","","","82015"
"0","0","82","vo_asb_0822","","vo_asb","21","","","","82016"
"1","10","82","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","0","1","11","0","0","1","82017"
"0","0","82","","","0","91","","","","82018"
"","1","82","guts2_talk_Ex1","","1","3","0.2","","","82019"
"0","0","82","vo_asb_0823","","vo_asb","21","","","","82020"
"1","10","82","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","0","1","11","0","0","1","82021"
"0","0","82","","","0","91","","","","82022"
"","1","82","talk_joy","","1","3","0.2","","","82023"
"0","0","82","vo_asb_0824","","vo_asb","21","","","","82024"
"1","10","82","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","0","1","11","0","0","1","82025"
"0","0","82","","","0","91","","","","82026"
"","1","82","wish_talk_joyR_riri","","1","3","0.2","","","82027"
"0","0","82","vo_asb_0825","","vo_asb","21","","","","82028"
"1","10","82","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","0","1","11","0","0","1","82029"
"0","0","82","","","0","91","","","","82030"
"","1","82","surprise_talk_nervous","","1","3","0.2","","","82031"
"0","0","82","vo_asb_0826","","vo_asb","21","","","","82032"
"1","10","82","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","0","1","11","0","0","1","82033"
"0","0","82","","","0","91","","","","82034"
"","","82","","","82036","101","","","","82035"
"1","1","82","1","","1","6","0.3","0","0","82036"
"1","1","82","1","","0","6","0.3","0","0","82037"
"0.3","-250","82","-120","","1","2","","","1","82038"
"0.3","0","82","-100","","0","2","","","1","82039"
"","","82","0","","0","22","","","","82040"
"","","82","0","","0.4","93","","","","82041"
"30","52","92","1","clear_surprise_talk","2","5","2.2","0","-250","92001"
"1","1","92","1","","1","6","0","0","0","92002"
"50","29","92","0","black","0","5","1","0","0","92003"
"1","1","92","1","","0","6","0","0","0","92004"
"","","92","","","0","91","","","","92005"
"1","1","92","1","","1","6","0.2","0","1","92006"
"1","1","92","1","","0","6","0.2","0","1","92007"
"0.3","-250","92","-20","","1","2","","","2","92008"
"0.3","0","92","0","","0","2","","","2","92009"
"","","92","0","","0.6","93","","","","92010"
"0","0","92","vo_asb_0921","","vo_asb","21","","","","92011"
"1","10","92","穴って、不思議ですよね……","0","1","11","0","0","1","92012"
"0","0","92","","","0","91","","","","92013"
"0","0","92","vo_asb_0922","","vo_asb","21","","","","92014"
"1","10","92","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","0","1","11","0","0","1","92015"
"0","0","92","","","0","91","","","","92016"
"clear_kohon_loop_normal2","0","92","surpriseToKohon","","1","3","0.1","0","1","92017"
"0","0","92","vo_asb_0923","","vo_asb","21","","","","92018"
"1","10","92","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","0","1","11","0","0","1","92019"
"0","0","92","","","0","91","","","","92020"
"","1","92","clear_wish_talk_joy_noShy","","1","3","0.2","","","92021"
"0","0","92","vo_asb_0924","","vo_asb","21","","","","92022"
"1","10","92","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","0","1","11","0","0","1","92023"
"0","0","92","","","0","91","","","","92024"
"","","92","","","92026","101","","","","92025"
"1","1","92","1","","1","6","0.3","0","0","92026"
"1","1","92","1","","0","6","0.3","0","0","92027"
"0.3","-250","92","-120","","1","2","","","1","92028"
"0.3","0","92","-100","","0","2","","","1","92029"
"","","92","0","","0","22","","","","92030"
"","","92","0","","0.4","93","","","","92031"
"30","52","102","1","idle_precia","3","5","2.2","0","-250","102001"
"1","1","102","1","","1","6","0","0","0","102002"
"50","29","102","0","black","0","5","1","0","0","102003"
"1","1","102","1","","0","6","0","0","0","102004"
"","","102","","","0","91","","","","102005"
"1","1","102","1","","1","6","0.2","0","1","102006"
"1","1","102","1","","0","6","0.2","0","1","102007"
"0.3","-250","102","-20","","1","2","","","2","102008"
"0.3","0","102","0","","0","2","","","2","102009"
"","","102","0","","0.6","93","","","","102010"
"","1","102","doya_idle_surprise_precia","","1","3","0.3","","","102011"
"0","0","102","vo_asb_1021","","vo_asb","21","","","","102012"
"1","10","102","「へんたいふしんしゃさんは\nあなにおちるべきです」","0","1","11","0","0","1","102013"
"0","0","102","","","0","91","","","","102014"
"","1","102","talk_precia","","1","3","0.3","","","102015"
"0","0","102","vo_asb_1022","","vo_asb","21","","","","102016"
"1","10","102","キョウカ。\nだん。","0","1","11","0","0","1","102017"
"0","0","102","","","0","91","","","","102018"
"","1","102","think_idle_anger_precia","","1","3","0.3","","","102019"
"0","0","102","vo_asb_1023","","vo_asb","21","","","","102020"
"1","10","102","へんたいふしんしゃ。\nとは……？","0","1","11","0","0","1","102021"
"0","0","102","","","0","91","","","","102022"
"sad_talk_surprise_precia","0","102","thinkToSad_precia","","1","3","0.2","0","1","102023"
"0","0","102","vo_asb_1024","","vo_asb","21","","","","102024"
"1","10","102","……まだ、しらないこと。\nたくさん。","0","1","11","0","0","1","102025"
"0","0","102","","","0","91","","","","102026"
"","1","102","guts2_talk_joy_precia","","1","3","0.3","","","102027"
"0","0","102","vo_asb_1025","","vo_asb","21","","","","102028"
"1","10","102","どんどん。\nまなんでく。ぞ。","0","1","11","0","0","1","102029"
"0","0","102","","","0","91","","","","102030"
"","","102","","","102032","101","","","","102031"
"1","1","102","1","","1","6","0.3","0","0","102032"
"1","1","102","1","","0","6","0.3","0","0","102033"
"0.3","-250","102","-120","","1","2","","","1","102034"
"0.3","0","102","-100","","0","2","","","1","102035"
"","","102","0","","0","22","","","","102036"
"","","102","0","","0.4","93","","","","102037"
"30","52","112","1","clear_wish_talk_joy","2","5","2.2","0","-250","112001"
"1","1","112","1","","1","6","0","0","0","112002"
"50","29","112","0","black","0","5","1","0","0","112003"
"1","1","112","1","","0","6","0","0","0","112004"
"","","112","","","0","91","","","","112005"
"1","1","112","1","","1","6","0.2","0","1","112006"
"1","1","112","1","","0","6","0.2","0","1","112007"
"0.3","-250","112","-20","","1","2","","","2","112008"
"0.3","0","112","0","","0","2","","","2","112009"
"","","112","0","","0.6","93","","","","112010"
"0","0","112","vo_asb_1121","","vo_asb","21","","","","112011"
"1","10","112","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","0","1","11","0","0","1","112012"
"0","0","112","","","0","91","","","","112013"
"","1","112","clear_memoly_talk","","1","3","0.2","","","112014"
"0","0","112","vo_asb_1122","","vo_asb","21","","","","112015"
"1","10","112","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","0","1","11","0","0","1","112016"
"0","0","112","","","0","91","","","","112017"
"","1","112","clear_surprise_talk","","1","3","0.3","","","112018"
"0","0","112","vo_asb_1123","","vo_asb","21","","","","112019"
"1","10","112","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","0","1","11","0","0","1","112020"
"0","0","112","","","0","91","","","","112021"
"","1","112","clear_wish_talk_normal2","","1","3","0.2","","","112022"
"0","0","112","vo_asb_1124","","vo_asb","21","","","","112023"
"1","10","112","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","0","1","11","0","0","1","112024"
"0","","112","","","0","91","","","","112025"
"0","0","112","vo_asb_1125","","vo_asb","21","","","","112026"
"1","10","112","って言ってくれていたので、\nまた遊びに行こうと思います。","0","1","11","0","0","1","112027"
"0","0","112","","","0","91","","","","112028"
"clear_talk_joyR","0","112","wishToTalk","","1","3","0.2","0","1","112029"
"0","0","112","vo_asb_1126","","vo_asb","21","","","","112030"
"1","10","112","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","0","1","11","0","0","1","112031"
"0","0","112","","","0","91","","","","112032"
"","","112","","","112034","101","","","","112033"
"1","1","112","1","","1","6","0.3","0","0","112034"
"1","1","112","1","","0","6","0.3","0","0","112035"
"0.3","-250","112","-120","","1","2","","","1","112036"
"0.3","0","112","-100","","0","2","","","1","112037"
"","","112","0","","0","22","","","","112038"
"","","112","0","","0.4","93","","","","112039"
"30","52","122","1","notice_loop","3","5","2.2","0","-250","122001"
"1","1","122","1","","1","6","0","0","0","122002"
"50","29","122","0","black","0","5","1","0","0","122003"
"1","1","122","1","","0","6","0","0","0","122004"
"","","122","","","0","91","","","","122005"
"1","1","122","1","","1","6","0.2","0","1","122006"
"1","1","122","1","","0","6","0.2","0","1","122007"
"0.3","-250","122","-20","","1","2","","","2","122008"
"0.3","0","122","0","","0","2","","","2","122009"
"","","122","0","","0.6","93","","","","122010"
"0","0","122","vo_asb_1221","","vo_asb","21","","","","122011"
"1","10","122","ミツキの。\nけはい……","0","1","11","0","0","1","122012"
"0","0","122","","","0","91","","","","122013"
"","1","122","sad_idle_surprise","","1","3","0.3","","","122014"
"0","0","122","vo_asb_1222","","vo_asb","21","","","","122015"
"1","10","122","のっと。\nただもの。","0","1","11","0","0","1","122016"
"0","0","122","","","0","91","","","","122017"
"","1","122","surprise_idle_anger_precia","","1","3","0.3","","","122018"
"0","0","122","vo_asb_1223","","vo_asb","21","","","","122019"
"1","10","122","わるもの？\nせいぎ、の、みかた？","0","1","11","0","0","1","122020"
"0","0","122","","","0","91","","","","122021"
"think_idle_Ex1_precia","0","122","surpriseToThink_precia","","1","3","0.2","0","1","122022"
"0","0","122","vo_asb_1224","","vo_asb","21","","","","122023"
"1","10","122","ふくざつ。","0","1","11","0","0","1","122024"
"0","0","122","","","0","91","","","","122025"
"","","122","","","122027","101","","","","122026"
"1","1","122","1","","1","6","0.3","0","0","122027"
"1","1","122","1","","0","6","0.3","0","0","122028"
"0.3","-250","122","-120","","1","2","","","1","122029"
"0.3","0","122","-100","","0","2","","","1","122030"
"","","122","0","","0","22","","","","122031"
"","","122","0","","0.4","93","","","","122032"
"30","52","132","1","lift_down_normal","3","5","2.2","0","-250","132001"
"1","1","132","1","","1","6","0","0","0","132002"
"50","29","132","0","black","0","5","1","0","0","132003"
"1","1","132","1","","0","6","0","0","0","132004"
"","","132","","","0","91","","","","132005"
"1","1","132","1","","1","6","0.2","0","1","132006"
"1","1","132","1","","0","6","0.2","0","1","132007"
"0.3","-250","132","-20","","1","2","","","2","132008"
"0.3","0","132","0","","0","2","","","2","132009"
"","","132","0","","0.6","93","","","","132010"
"0","0","132","vo_asb_1321","","vo_asb","21","","","","132011"
"1","10","132","ぼうけん、グッズ。\nたくさん。","0","1","11","0","0","1","132012"
"0","0","132","","","0","91","","","","132013"
"lift_down_shy","0","132","lift_down_shy_in","","1","3","0.2","0","1","132014"
"0","0","132","vo_asb_1322","","vo_asb","21","","","","132015"
"1","10","132","もちきれ……ない。","0","1","11","0","0","1","132016"
"0","0","132","","","0","91","","","","132017"
"lift_up_loop","0","132","lift_up_in","","1","3","0.2","0","1","132018"
"0","0","132","vo_asb_1323","","vo_asb","21","","","","132019"
"1","10","132","でも。\nもつ。よ。","0","1","11","0","0","1","132020"
"0","0","132","","","0","91","","","","132021"
"0","0","132","vo_asb_1324","","vo_asb","21","","","","132022"
"1","10","132","これ、が。\nまもりたいもの、の。\nおもさ。","0","1","11","0","0","1","132023"
"0","0","132","","","0","91","","","","132024"
"","","132","","","132026","101","","","","132025"
"1","1","132","1","","1","6","0.3","0","0","132026"
"1","1","132","1","","0","6","0.3","0","0","132027"
"0.3","-250","132","-120","","1","2","","","1","132028"
"0.3","0","132","-100","","0","2","","","1","132029"
"","","132","0","","0","22","","","","132030"
"","","132","0","","0.4","93","","","","132031"
"30","52","142","1","sad_talk_dere","1","5","2.2","0","-250","142001"
"1","1","142","1","","1","6","0","0","0","142002"
"50","29","142","0","black","0","5","1","0","0","142003"
"1","1","142","1","","0","6","0","0","0","142004"
"","","142","","","0","91","","","","142005"
"1","1","142","1","","1","6","0.2","0","1","142006"
"1","1","142","1","","0","6","0.2","0","1","142007"
"0.3","-250","142","-20","","1","2","","","2","142008"
"0.3","0","142","0","","0","2","","","2","142009"
"","","142","0","","0.6","93","","","","142010"
"0","0","142","vo_asb_1421","","vo_asb","21","","","","142011"
"1","10","142","お礼にいただいたお弁当が、\nあまりにもおいしくて……","0","1","11","0","0","1","142012"
"0","0","142","","","0","91","","","","142013"
"","1","142","sad_talk_joyR","","1","3","0.3","","","142014"
"0","0","142","vo_asb_1422","","vo_asb","21","","","","142015"
"1","10","142","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","0","1","11","0","0","1","142016"
"0","0","142","","","0","91","","","","142017"
"","1","142","wish_talk_nervous_riri","","1","3","0.3","","","142018"
"0","0","142","vo_asb_1423","","vo_asb","21","","","","142019"
"1","10","142","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","0","1","11","0","0","1","142020"
"0","0","142","","","0","91","","","","142021"
"","1","142","wish_talk_normal2_riri","","1","3","0.2","","","142022"
"0","0","142","vo_asb_1424","","vo_asb","21","","","","142023"
"1","10","142","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","0","1","11","0","0","1","142024"
"0","0","142","","","0","91","","","","142025"
"","1","142","guts2_talk_riri","","1","3","0.2","","","142026"
"0","0","142","vo_asb_1425","","vo_asb","21","","","","142027"
"1","10","142","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","0","1","11","0","0","1","142028"
"0","0","142","","","0","91","","","","142029"
"","","142","","","142031","101","","","","142030"
"1","1","142","1","","1","6","0.3","0","0","142031"
"1","1","142","1","","0","6","0.3","0","0","142032"
"0.3","-250","142","-120","","1","2","","","1","142033"
"0.3","0","142","-100","","0","2","","","1","142034"
"","","142","0","","0","22","","","","142035"
"","","142","0","","0.4","93","","","","142036"
