bdf4f7a95bbcaab6cc116c4d174203e0481f9ea8ccb70071b7441ea43c4b684c,a9247f5ca38ce97ace2dd8b6994699bf2040aad9e365006fcce0c37b746f73af,cc37a91feeb46ebe75d0a37b484b95640a4f023a7d9c7e50f833d6fc3f411906,10f7e98efd81fc9c37d9487fc27a4da681cba4fdcd8b7a610c68cee367d60da5,55fe15f27e8c659d8e7c176ede429893ed5d5b507f1de0af167f3a90205ba94d,d65f581c6b998b34b9587af07c93c2d1ae0c38ab468cac7efeb6ee9fa16af431,7dd5491052bf76cca065fdeeb1db7ee44c163d146699cdcc776bcf76515ce9e9,ab200337eb9aa59be3d1502bf3968a399b12df2858c86199a428f7c15a605724,e0a7c904479e78a44aec46263ca6981fb38a82de613c95a8b2829ca87d185bf0,58dc56fee3acfe90da26a5879697cc338a5c4fb410c20230ffadbf4b527cdcd3,cf7b21a8e87a98404106a92495ca944dc6cedb5535fc61103b4c4f95de3d73a6,e916dcd63d10a589614304ed93bef2c4f57dbeca651543cfd913b7fc9f6967d1
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","15840000000000","54000","1","物理攻撃ダウン90秒","300709","3007","1","300709"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","13320000000000","54000","1","魔法攻撃ダウン90秒","300710","3007","1","300710"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","11160000000000","54000","1","物理攻撃アップ90秒","300711","3007","1","300711"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","9720000000000","54000","1","魔法攻撃アップ90秒","300712","3007","1","300712"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","7560000000000","54000","1","物理防御ダウン90秒","300713","3007","1","300713"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","3","0","-1","5040000000000","54000","1","毎秒ＴＰアップ90秒","300714","3007","1","300714"
"バトル開始から15秒間、敵がスタン状態になる","3","0","-1","3960000000000","54000","1","スタン15秒","300715","3007","1","300715"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","2880000000000","54000","1","毎秒ＨＰ回復90秒","300716","3007","1","300716"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","1440000000000","54000","1","物理攻撃ダウン90秒","300717","3007","1","300717"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","360000000000","54000","1","魔法攻撃ダウン90秒","300718","3007","1","300718"
